"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Si","S","Cl","K","Ca","Ti","V","Mn","Fe","Ni","Cu","Zn","Br","Rb","Sr","Zr","Mo_inc","Mo_coh"
"HER44L","HER44L_2B_646",43.25,9379.24,7.32,1,29526,115686,1.59,44,208,33,292,934,718,80,352,62481,85,188,85,1326,136,887,811,38973,7251
"HER44L","HER44L_2B_647",43.3,9381.5,7.32,1,29373,114787,1.62,73,194,39,287,976,645,85,328,62908,106,179,68,1181,81,825,830,38407,6891
"HER44L","HER44L_2B_648",43.35,9383.77,7.33,1,28053,102449,1.51,19,146,40,175,695,445,88,196,51040,114,123,56,905,249,715,761,38772,6953
"HER44L","HER44L_2B_649",43.4,9386.03,7.34,1,26886,89687,1.38,0,163,71,205,639,390,62,173,37668,135,194,81,942,10,806,750,39504,7151
"HER44L","HER44L_2B_650",43.45,9388.3,7.34,1,27006,86276,1.39,19,112,35,175,642,332,65,141,33423,109,117,102,1042,102,663,914,40748,7028
"HER44L","HER44L_2B_651",43.5,9390.56,7.35,1,27810,88890,1.42,39,157,61,221,678,426,50,132,35119,64,89,0,1057,91,597,827,41345,7276
"HER44L","HER44L_2B_652",43.55,9392.83,7.36,1,27568,86636,1.35,30,167,49,194,615,305,49,217,31991,148,202,141,780,159,727,922,42047,7139
"HER44L","HER44L_2B_653",43.6,9395.09,7.37,1,27408,86797,1.45,36,137,38,176,557,348,73,181,33211,122,134,10,948,0,636,951,41215,7480
"HER44L","HER44L_2B_654",43.65,9397.36,7.38,1,27521,89109,1.34,24,168,50,172,624,357,40,189,35904,130,113,89,986,97,694,708,41087,7223
"HER44L","HER44L_2B_655",43.7,9399.63,7.4,1,27009,86841,1.43,22,152,73,203,612,329,50,162,33895,106,90,79,921,314,630,744,40638,7147
"HER44L","HER44L_2B_656",43.75,9401.89,7.42,1,27019,84067,1.34,30,155,28,164,541,329,39,171,31212,100,111,103,945,162,561,831,40909,6999
"HER44L","HER44L_2B_657",43.8,9404.16,7.44,1,27658,91263,1.54,11,162,63,178,618,396,77,138,37356,117,67,129,1129,34,733,808,41079,7243
"HER44L","HER44L_2B_658",43.85,9406.42,7.45,1,27150,90588,1.47,35,165,58,159,633,334,98,164,39953,127,62,0,821,262,783,763,38757,6949
"HER44L","HER44L_2B_659",43.9,9408.69,7.46,1,26982,90747,1.43,9,158,62,183,666,329,60,200,39099,115,121,119,1017,136,784,760,38839,7309
"HER44L","HER44L_2B_660",43.95,9410.95,7.47,1,27144,92532,1.34,24,155,42,176,976,435,37,205,39254,144,169,125,1013,166,970,838,39794,7252
"HER44L","HER44L_2B_661",44,9413.22,7.48,1,27444,96158,1.49,39,191,62,211,798,367,88,280,43334,164,162,114,1085,225,890,856,39410,7174
"HER44L","HER44L_2B_662",44.05,9416.09,7.48,1,27991,101273,1.32,25,218,66,195,767,476,74,253,48045,125,233,151,1290,146,785,1003,39215,7237
"HER44L","HER44L_2B_663",44.1,9418.97,7.48,1,27920,101279,1.47,43,161,47,279,960,617,83,332,48994,131,272,163,1437,106,687,842,38438,6952
"HER44L","HER44L_2B_664",44.15,9421.84,7.47,1,27267,98334,1.42,36,183,44,306,964,585,64,313,48005,114,209,147,1468,20,708,763,36919,6781
"HER44L","HER44L_2B_665",44.2,9424.72,7.46,1,27161,103847,1.41,33,158,50,345,1012,690,64,371,54606,81,142,151,1404,154,1088,758,35662,6469
"HER44L","HER44L_2B_666",44.25,9427.59,7.46,1,25902,95319,1.58,59,201,74,271,1017,549,65,286,46148,88,222,180,1337,201,974,825,35458,6913
"HER44L","HER44L_2B_667",44.3,9430.47,7.45,1,25956,97554,1.45,20,133,40,260,993,623,105,362,48446,68,160,159,1447,210,1049,910,34642,6928
"HER44L","HER44L_2B_668",44.35,9433.34,7.44,1,26266,97880,1.6,28,116,41,277,953,656,122,412,48900,88,107,188,1485,157,1101,806,35257,6592
"HER44L","HER44L_2B_669",44.4,9436.22,7.44,1,26706,99861,1.56,40,134,37,330,1269,728,80,364,50226,126,202,177,1571,149,1032,852,35193,6931
"HER44L","HER44L_2B_670",44.45,9439.09,7.44,1,26968,101617,1.6,56,132,27,303,1009,691,78,398,51178,66,282,156,1625,230,1050,888,35526,7038
"HER44L","HER44L_2B_671",44.5,9441.96,7.44,1,27264,101389,1.55,25,126,51,328,1035,632,117,374,49338,107,183,148,1680,269,1159,939,36827,7258
"HER44L","HER44L_2B_672",44.55,9444.84,7.43,1,27972,103344,1.58,56,133,63,270,1064,655,133,375,51190,116,196,123,1574,337,1119,924,37408,7143
"HER44L","HER44L_2B_673",44.6,9447.71,7.43,1,28390,103065,1.4,29,167,59,343,905,680,101,361,49272,84,229,63,1613,312,1101,740,39046,7390
"HER44L","HER44L_2B_674",44.65,9450.59,7.43,1,28769,103326,1.49,32,148,46,300,923,635,106,320,49270,121,238,81,1823,292,911,779,39703,7092
"HER44L","HER44L_2B_675",44.7,9453.46,7.43,1,28674,101363,1.29,32,153,35,227,875,637,72,345,46751,103,308,95,1914,117,820,898,39932,7428
"HER44L","HER44L_2B_676",44.75,9456.34,7.43,1,28285,100290,1.56,66,158,69,225,908,587,97,296,45766,165,221,118,1657,166,940,905,39759,7367
"HER44L","HER44L_2B_677",44.8,9459.21,7.43,1,28740,102762,1.42,47,140,74,228,890,575,128,285,48316,101,241,117,1565,158,1013,817,40129,7480
"HER44L","HER44L_2B_678",44.85,9462.09,7.43,1,28588,104496,1.42,43,165,56,355,991,598,125,309,50744,99,256,152,1805,157,845,713,39258,7180
"HER44L","HER44L_2B_679",44.9,9464.96,7.43,1,27460,94817,1.47,12,121,68,232,847,588,77,292,41671,94,249,55,1699,191,965,961,38827,7072
"HER44L","HER44L_2B_680",44.95,9467.84,7.43,1,27716,95013,1.39,39,153,34,263,897,598,109,290,40619,122,197,132,1819,278,840,882,39856,7380
"HER44L","HER44L_2B_681",45,9470.71,7.43,1,27850,95721,1.4,82,129,65,292,1046,623,140,313,41990,121,213,194,1856,199,749,786,39319,7075
"HER44L","HER44L_2B_682",45.05,9473.58,7.42,1,27434,94721,1.54,23,158,69,431,1141,733,121,400,41423,57,266,176,1828,381,1145,743,37795,7065
"HER44L","HER44L_2B_683",45.1,9476.46,7.42,1,27687,100081,1.45,8,130,63,374,1131,896,132,385,48048,150,324,250,1824,27,1139,561,36874,7194
"HER44L","HER44L_2B_684",45.15,9479.33,7.42,1,27134,99565,1.5,41,128,61,350,1078,803,85,380,47599,130,244,156,1741,230,1437,718,36207,7411
"HER44L","HER44L_2B_685",45.2,9482.21,7.43,1,26419,93537,1.52,30,81,44,356,1175,696,92,351,42397,82,261,156,1544,135,1577,887,35519,7465
"HER44L","HER44L_2B_686",45.25,9485.08,7.43,1,26843,98262,1.47,26,101,44,413,1314,821,111,464,45655,181,220,240,1570,358,1768,942,35938,7679
"HER44L","HER44L_2B_687",45.3,9487.96,7.44,1,27664,100983,1.6,77,178,50,375,1467,889,61,508,47082,63,251,118,1483,293,1488,1042,37359,7526
"HER44L","HER44L_2B_688",45.35,9490.83,7.44,1,27790,98835,1.46,56,138,56,411,1169,789,70,395,44428,143,158,105,1616,280,1430,820,38305,7618
"HER44L","HER44L_2B_689",45.4,9493.71,7.44,1,28566,103934,1.63,29,159,55,364,1232,699,108,430,49329,100,196,75,1846,229,1229,778,39354,7488
"HER44L","HER44L_2B_690",45.45,9496.58,7.44,1,27850,97321,1.41,49,120,44,336,989,756,91,414,41570,132,207,106,1463,242,1183,956,40086,7722
"HER44L","HER44L_2B_691",45.5,9499.46,7.44,1,28832,99007,1.43,23,114,62,295,1026,1581,117,543,40844,104,209,94,1767,335,1162,694,41496,7780
"HER44L","HER44L_2B_692",45.55,9502.33,7.44,1,29253,99623,1.38,35,128,69,306,1117,714,81,320,42316,124,248,143,1803,276,1157,773,42000,7589
"HER44L","HER44L_2B_693",45.6,9505.21,7.44,1,29418,100866,1.57,59,117,70,374,1219,697,112,447,42364,135,268,216,1930,186,848,967,42456,7936
"HER44L","HER44L_2B_694",45.65,9508.08,7.45,1,29160,99128,1.63,61,124,82,370,1254,838,97,370,41118,138,277,214,1907,73,895,734,42484,7423
"HER44L","HER44L_2B_695",45.7,9510.95,7.45,1,29156,98997,1.43,46,114,79,330,1151,782,97,373,41057,85,252,189,1971,331,1029,843,42238,7406
"HER44L","HER44L_2B_696",45.75,9513.83,7.44,1,28949,96649,1.83,34,125,38,378,1224,811,70,440,40181,56,264,173,1837,226,1038,740,41309,7253
"HER44L","HER44L_2B_697",45.8,9516.7,7.44,1,28691,97238,1.3,36,112,63,319,1089,851,88,399,40668,140,352,112,1878,294,877,768,40923,7584
"HER44L","HER44L_2B_698",45.85,9519.58,7.44,1,28567,99959,1.56,42,138,71,365,1099,782,95,394,43018,182,283,164,1833,284,1033,957,40591,7624
"HER44L","HER44L_2B_699",45.9,9522.45,7.43,1,28474,100370,1.46,52,129,74,387,1081,702,93,404,45357,123,287,77,1887,236,931,726,39955,7307
"HER44L","HER44L_2B_700",45.95,9525.33,7.43,1,28622,106287,1.45,39,143,44,346,986,768,50,393,53384,120,250,88,1675,213,736,900,38343,7181
"HER44L","HER44L_2B_701",46,9528.2,7.42,1,29302,116111,1.64,51,173,88,354,1053,732,101,449,64124,151,267,106,1572,127,807,822,37440,7047
"HER44L","HER44L_2B_702",46.05,9531.08,7.42,1,29384,119057,1.62,32,174,44,296,1024,687,97,390,68524,112,186,26,1509,219,800,806,36188,7155
"HER44L","HER44L_2B_703",46.1,9533.95,7.42,1,29124,115630,1.79,41,200,46,328,982,720,119,387,65500,120,199,134,1576,259,764,735,36164,6858
"HER44L","HER44L_2B_704",46.15,9536.83,7.42,1,28700,110131,1.51,47,147,40,349,898,710,88,380,58035,120,226,83,1714,344,1048,751,37212,6937
"HER44L","HER44L_2B_705",46.2,9539.7,7.42,1,28850,110645,1.5,18,140,49,335,1056,770,122,401,58493,68,250,105,1623,374,1053,769,37441,6839
"HER44L","HER44L_2B_706",46.25,9542.57,7.41,1,28742,109371,1.55,25,126,37,347,1086,800,146,396,57420,124,257,218,1776,230,836,743,36991,7165
"HER44L","HER44L_2B_707",46.3,9545.45,7.41,1,28692,109745,1.56,34,139,55,341,1036,731,62,412,57166,109,331,125,1691,234,944,720,37476,7273
"HER44L","HER44L_2B_708",46.35,9548.32,7.41,1,28678,107435,1.55,60,144,67,386,1049,787,55,458,53648,115,373,134,1672,337,1217,794,37852,7243
"HER44L","HER44L_2B_709",46.4,9551.2,7.41,1,29157,110303,1.61,20,130,15,352,1074,778,72,431,56997,167,319,186,1876,272,1088,594,37803,7302
"HER44L","HER44L_2B_710",46.45,9554.07,7.41,1,29552,113059,1.58,44,181,72,338,1141,859,101,436,58938,95,243,126,1865,301,1125,687,38244,7266
"HER44L","HER44L_2B_711",46.5,9556.95,7.4,1,29688,114375,1.58,9,132,43,349,1119,799,61,405,61279,103,258,134,1761,355,984,784,37829,7258
"HER44L","HER44L_2B_712",46.55,9559.82,7.39,1,29184,110427,1.42,68,179,73,363,1120,744,80,442,57951,168,302,169,1910,274,1048,748,37031,6962
"HER44L","HER44L_2B_713",46.6,9562.7,7.38,1,28997,107779,1.56,26,154,35,381,1103,869,121,458,54924,100,179,210,1697,433,1006,732,37483,7117
"HER44L","HER44L_2B_714",46.65,9565.57,7.37,1,28829,109269,1.59,25,155,49,375,1165,904,110,491,57211,139,319,219,1812,244,1041,743,36271,7214
"HER44L","HER44L_2B_715",46.7,9568.45,7.37,1,29942,121511,1.61,54,190,29,396,1277,918,124,512,69128,124,226,207,1634,314,1167,752,36454,7132
"HER44L","HER44L_2B_716",46.75,9571.32,7.36,1,29653,119061,1.59,81,205,66,390,1191,864,111,517,68331,134,264,178,1825,363,1116,724,35119,7023
"HER44L","HER44L_2B_717",46.8,9574.2,7.36,1,29489,117301,1.58,66,222,60,433,1222,854,141,536,65579,95,246,219,1784,428,1252,651,35654,7119
"HER44L","HER44L_2B_718",46.85,9577.07,7.35,1,28699,109194,1.42,29,184,65,404,1271,862,94,447,58289,70,241,126,1753,378,1228,769,35214,7269
"HER44L","HER44L_2B_719",46.9,9579.94,7.35,1,28197,103136,1.41,45,133,48,440,1205,902,106,447,50410,135,287,157,2015,371,1263,873,36373,7320
"HER44L","HER44L_2B_720",46.95,9582.82,7.35,1,27540,99313,1.47,43,118,69,393,1181,888,135,501,47858,141,303,254,1833,440,1120,810,35549,6803
"HER44L","HER44L_2B_721",47,9585.69,7.35,1,27157,98132,1.48,69,139,64,406,1365,963,152,485,47532,92,253,174,1603,408,1506,839,34310,6910
"HER44L","HER44L_2B_722",47.05,9588.57,7.35,1,26360,96866,1.39,51,98,64,426,1336,909,134,501,47625,57,257,233,1762,273,1598,649,33380,6960
"HER44L","HER44L_2B_723",47.1,9591.44,7.36,1,26447,100887,1.5,42,140,72,476,1329,1007,120,591,51966,97,274,221,1569,333,1403,844,32696,7111
"HER44L","HER44L_2B_724",47.15,9594.32,7.35,1,26134,97012,1.51,50,89,63,543,1385,1050,99,563,48539,102,249,223,1515,310,1685,765,32114,7173
"HER44L","HER44L_2B_725",47.2,9597.19,7.35,1,27140,103569,1.51,66,119,34,594,1520,1033,137,585,53688,113,316,191,1530,340,1817,864,32477,7146
"HER44L","HER44L_2B_726",47.25,9600.07,7.35,1,27360,104314,1.52,75,153,37,585,1469,1024,146,597,54999,118,234,213,1515,518,1831,613,32081,7154
"HER44L","HER44L_2B_727",47.3,9602.94,7.35,1,27008,100822,1.61,71,155,53,537,1511,1084,91,524,51876,92,314,177,1333,415,1934,844,31898,7274
"HER44L","HER44L_2B_728",47.35,9605.82,7.36,1,26315,97113,1.48,61,127,80,462,1400,928,148,520,47862,72,313,165,1518,275,1790,730,32524,7392
"HER44L","HER44L_2B_729",47.4,9608.69,7.36,1,26176,95955,1.42,92,144,53,510,1441,967,76,520,46906,183,258,288,1364,454,1930,752,31828,7169
"HER44L","HER44L_2B_730",47.45,9611.56,7.36,1,26496,99316,1.5,82,156,101,507,1551,1047,108,546,49942,92,318,119,1511,397,2001,1030,31471,7087
"HER44L","HER44L_2B_731",47.5,9614.44,7.36,1,25592,95927,1.59,84,151,94,479,1532,1059,125,531,50281,142,270,245,1195,267,1764,765,29427,6792
"HER44L","HER44L_2B_732",47.55,9617.31,7.36,1,24321,93515,1.51,68,121,66,428,1375,888,73,479,49819,45,212,116,1182,344,2290,606,28002,6811
"HER44L","HER44L_2B_733",47.6,9620.19,7.36,1,24431,94894,1.51,29,144,65,424,1630,1031,92,590,49887,92,235,277,1143,329,2171,542,28545,7016
"HER44L","HER44L_2B_734",47.65,9623.06,7.35,1,23962,90752,1.51,79,178,50,459,1611,897,102,529,45241,117,312,284,1162,458,2169,645,28546,7208
"HER44L","HER44L_2B_735",47.7,9625.94,7.35,1,23562,88426,1.69,83,169,65,568,1898,792,94,350,42792,111,161,62,923,309,2710,764,28199,7206
"HER44L","HER44L_2B_736",47.75,9628.81,7.35,1,23986,94214,1.68,74,162,63,526,1878,768,95,559,50729,56,68,83,984,309,2374,716,27392,6798
"HER44L","HER44L_2B_737",47.8,9631.69,7.35,1,24129,98093,1.65,97,179,41,523,2470,1046,57,660,52246,134,143,136,960,553,2570,704,27332,7155
"HER44L","HER44L_2B_738",47.85,9634.56,7.35,1,24519,99936,1.69,122,172,48,643,2098,888,147,708,55142,41,174,195,892,292,2622,854,26545,7215
"HER44L","HER44L_2B_739",47.9,9637.44,7.36,1,23147,89114,1.59,96,133,45,560,2553,891,93,492,43870,122,139,162,832,301,2800,770,27454,6892
"HER44L","HER44L_2B_740",47.95,9640.31,7.36,1,22506,83987,1.54,119,129,36,438,2170,914,73,485,39676,145,154,147,836,348,2422,835,27204,7015
"HER44L","HER44L_2B_741",48,9643.19,7.36,1,23267,90740,1.48,118,146,50,505,2181,1400,93,697,45087,241,183,91,1010,367,2132,827,28006,6938
"HER44L","HER44L_2B_742",48.05,9646.06,7.36,1,23305,89232,1.65,118,146,60,476,2104,1367,107,576,42745,126,73,101,1042,267,2391,816,28658,7108
"HER44L","HER44L_2B_743",48.1,9648.93,7.37,1,22442,81215,1.57,130,86,43,415,2020,779,67,473,34824,117,68,140,1097,420,2728,715,28936,7360
"HER44L","HER44L_2B_744",48.15,9651.8,7.37,1,23654,87407,1.49,89,140,49,375,2239,944,75,554,40400,90,112,156,1239,294,2573,887,29078,7427
"HER44L","HER44L_2B_745",48.2,9654.67,7.37,1,23663,86540,1.52,101,128,78,492,2073,1508,68,548,40176,103,296,177,1373,333,2255,441,28884,6731
"HER44L","HER44L_2B_746",48.25,9657.54,7.37,1,22931,81545,1.47,108,103,35,544,1872,693,104,415,36079,125,133,141,1278,309,1886,746,29114,7279
"HER44L","HER44L_2B_747",48.3,9660.41,7.37,1,22557,82901,1.56,76,122,64,539,1769,758,48,455,38216,87,184,169,1205,352,2127,762,27683,7309
"HER44L","HER44L_2B_748",48.35,9663.28,7.38,1,22260,81095,1.49,76,131,50,529,2126,641,64,349,36363,102,192,133,1143,400,2519,1556,27131,6862
"HER44L","HER44L_2B_749",48.4,9666.16,7.38,1,22248,82399,1.44,92,117,27,593,2231,1024,80,528,37611,145,129,137,1103,296,2779,683,27387,6714
"HER44L","HER44L_2B_750",48.45,9669.03,7.39,1,21825,79823,1.47,110,135,55,474,2151,601,131,474,34813,100,110,137,1075,530,2662,907,27566,7072
"HER44L","HER44L_2B_751",48.5,9671.9,7.39,1,22780,82915,1.51,88,122,42,473,1789,694,105,431,37146,136,106,178,1089,263,2345,1013,28854,7257
"HER44L","HER44L_2B_752",48.55,9674.77,7.4,1,23739,89687,1.41,99,142,68,402,1981,775,111,484,42732,69,188,210,1178,408,2452,1180,29163,7018
"HER44L","HER44L_2B_753",48.6,9677.64,7.4,1,23822,87781,1.55,100,116,53,427,1820,766,101,475,40781,77,87,131,1172,287,2372,1382,30029,7149
"HER44L","HER44L_2B_754",48.65,9680.51,7.4,1,24119,89411,1.47,53,111,58,439,1789,866,119,457,42347,59,168,167,1370,312,2453,960,30062,6985
"HER44L","HER44L_2B_755",48.7,9683.38,7.41,1,24506,92540,1.44,69,104,64,474,1823,1201,104,663,45109,124,205,129,1210,314,2210,1180,29766,7099
"HER44L","HER44L_2B_756",48.75,9686.26,7.41,1,24716,95280,1.54,113,142,70,510,2047,1412,75,661,47790,80,110,209,1327,392,2194,787,29328,7224
"HER44L","HER44L_2B_757",48.8,9689.13,7.4,1,24858,97720,1.76,79,99,38,470,1936,1207,135,652,49680,97,130,285,1352,351,2092,654,30091,7240
"HER44L","HER44L_2B_758",48.85,9692,7.41,1,24501,94179,1.47,94,115,56,485,2013,779,108,517,45825,100,187,205,1634,327,2408,766,30610,7180
"HER44L","HER44L_2B_759",48.9,9694.87,7.41,1,25077,97173,1.63,83,130,60,455,1937,930,106,616,49457,122,117,293,1340,298,1944,732,30872,7080
"HER44L","HER44L_2B_760",48.95,9697.74,7.41,1,25905,102608,1.75,96,128,56,543,1819,974,46,560,54286,78,218,174,1304,527,2163,825,30578,7205
"HER44L","HER44L_2B_761",49,9700.61,7.4,1,25956,102482,1.6,85,159,82,550,1999,942,100,596,54351,159,189,143,1444,394,2461,720,30224,7150
"HER44L","HER44L_2B_762",49.05,9703.48,7.41,1,25538,101834,1.56,73,148,57,433,2005,965,61,639,53442,151,230,138,1553,270,2324,734,30538,7045
"HER44L","HER44L_2B_763",49.1,9706.36,7.41,1,25086,98300,1.57,89,109,43,455,1800,1083,112,592,51192,132,162,163,1389,472,1755,736,30109,7406
"HER44L","HER44L_2B_764",49.15,9709.23,7.41,1,25057,98243,1.52,115,107,68,419,1978,931,76,513,50730,88,180,199,1468,426,2099,712,30232,7287
"HER44L","HER44L_2B_765",49.2,9712.1,7.42,1,25864,104873,1.5,80,107,36,441,2038,1040,106,623,55977,105,138,203,1439,409,2266,696,31042,7358
"HER44L","HER44L_2B_766",49.25,9714.97,7.42,1,25834,99230,1.54,78,108,85,474,1801,816,125,561,50365,121,189,217,1620,286,2065,1072,30924,7319
"HER44L","HER44L_2B_767",49.3,9717.84,7.42,1,25166,95242,1.62,74,122,43,418,1848,847,100,554,46452,92,418,231,1657,448,1823,1063,31207,7060
"HER44L","HER44L_2B_768",49.35,9720.71,7.42,1,24725,91912,1.48,71,108,53,407,1654,994,65,562,44672,114,208,90,1605,296,1802,812,30588,6950
"HER44L","HER44L_2B_769",49.4,9723.58,7.42,1,24189,89734,1.48,93,111,70,432,1683,895,87,539,43942,86,300,166,1597,275,1864,726,29501,6572
"HER44L","HER44L_2B_770",49.45,9726.46,7.41,1,24172,92260,1.39,84,102,73,468,1982,1067,77,612,45750,121,136,200,1636,324,2068,931,28773,6826
"HER44L","HER44L_2B_771",49.5,9729.33,7.41,1,23716,88854,1.44,106,118,62,452,2019,1059,97,599,43896,138,199,136,1409,345,2057,718,27999,6673
"HER44L","HER44L_2B_772",49.55,9732.2,7.41,1,23245,87908,1.42,100,95,53,518,2345,885,102,655,42810,45,134,169,1290,355,2182,755,27805,6949
"HER44L","HER44L_2B_773",49.6,9735.07,7.41,1,22769,84684,1.56,59,98,33,514,2323,869,75,625,40089,75,68,150,1192,341,2425,1046,27192,6775
"HER44L","HER44L_2B_774",49.65,9737.94,7.41,1,22368,82118,1.41,104,104,52,556,2182,948,23,600,37867,52,170,275,1073,339,2212,1308,26956,6645
"HER44L","HER44L_2B_775",49.7,9740.81,7.4,1,21856,80211,1.47,95,93,46,546,2371,992,76,537,37224,59,118,235,1011,149,2469,713,26152,6532
"HER44L","HER44L_2B_776",49.75,9743.68,7.41,1,21700,80106,1.56,113,90,42,448,1848,1017,84,545,36764,60,149,133,1261,290,2346,884,26606,6789
"HER44L","HER44L_2B_777",49.8,9746.56,7.41,1,22490,84499,1.46,60,77,73,489,1915,795,59,557,40050,116,86,171,997,468,2497,838,27386,7006
"HER44L","HER44L_2B_778",49.85,9749.43,7.41,1,23286,88271,1.62,115,101,73,638,2306,858,87,697,42666,113,155,148,1062,539,2501,999,27209,6881
"HER44L","HER44L_2B_779",49.9,9752.3,7.41,1,22631,81701,1.58,101,122,56,491,1993,718,66,538,37793,53,186,156,1031,224,2223,1014,27389,6838
"HER44L","HER44L_2B_780",49.95,9755.17,7.41,1,22070,78843,1.51,110,80,85,439,2296,1006,65,504,34732,58,117,133,1112,376,2381,719,27085,6992
"HER44L","HER44L_2B_781",50,9758.04,7.41,1,22664,84295,1.62,93,108,66,596,2234,1114,75,630,39743,40,103,156,895,622,2475,643,27070,7097
"HER44L","HER44L_2B_782",50.05,9760.91,7.41,1,22914,83264,1.56,71,92,43,448,2311,997,69,580,37075,145,170,174,1047,275,2630,958,28451,7136
"HER44L","HER44L_2B_783",50.1,9763.78,7.41,1,23364,85491,1.51,117,88,56,484,2363,772,36,695,37246,164,213,290,1207,339,2695,1197,29411,7399
"HER44L","HER44L_2B_784",50.15,9766.65,7.4,1,24003,90121,1.59,117,80,77,425,2190,796,61,749,41253,81,234,252,1486,457,2518,664,30182,7746
"HER44L","HER44L_2B_785",50.2,9769.53,7.4,1,24774,94818,1.64,101,79,64,520,2224,972,75,770,47125,127,174,232,1261,449,2152,806,29976,7243
"HER44L","HER44L_2B_786",50.25,9772.4,7.41,1,24468,92849,1.43,113,77,62,508,2087,916,69,596,44755,85,102,150,1282,430,2129,1392,30343,6950
"HER44L","HER44L_2B_787",50.3,9775.27,7.41,1,23784,85868,1.76,82,96,61,491,1847,923,36,548,38514,134,482,223,1093,378,2030,535,30177,7161
"HER44L","HER44L_2B_788",50.35,9778.14,7.41,1,24118,88520,1.53,82,81,35,473,2037,835,72,455,40983,80,147,170,1354,449,2286,708,30277,6945
"HER44L","HER44L_2B_789",50.4,9781.01,7.41,1,24501,90452,1.45,104,79,30,474,1916,767,46,502,42611,121,173,210,1245,321,2280,760,30951,7194
"HER44L","HER44L_2B_790",50.45,9783.88,7.41,1,24191,89080,1.47,97,93,60,422,2023,838,63,578,41889,86,220,173,1328,233,2117,821,30195,7151
"HER44L","HER44L_2B_791",50.5,9786.75,7.41,1,24081,90061,1.5,75,102,51,458,1835,813,84,495,43624,103,66,116,1328,115,2107,800,29938,7108
"HER44L","HER44L_2B_792",50.55,9789.63,7.41,1,23663,89065,1.61,59,119,34,434,1915,943,73,534,42962,96,166,114,1128,277,2248,1142,29284,6886
"HER44L","HER44L_2B_793",50.6,9792.5,7.41,1,24636,99950,1.54,74,108,53,446,2319,1120,65,620,53064,110,175,196,1108,286,2175,734,28914,7089
"HER44L","HER44L_2B_794",50.65,9795.37,7.4,1,24648,95950,1.68,135,94,74,452,1788,1401,86,661,49277,114,231,171,1148,329,1924,980,29462,6980
"HER44L","HER44L_2B_795",50.7,9798.24,7.41,1,23794,86977,1.41,103,72,71,447,1869,825,76,451,40489,143,139,216,1238,294,2238,814,29798,7135
"HER44L","HER44L_2B_796",50.75,9801.11,7.41,1,23837,85426,1.53,114,96,61,434,1875,798,76,476,37845,103,142,112,1308,324,2202,755,30971,7226
"HER44L","HER44L_2B_797",50.8,9803.98,7.4,1,24858,91047,1.68,50,68,53,435,1815,956,52,586,43493,71,116,99,1515,334,2196,715,31041,7133
"HER44L","HER44L_2B_798",50.85,9806.85,7.41,1,24945,92385,1.31,112,125,84,541,2169,798,86,589,42816,96,218,195,1451,402,2336,966,31385,7122
"HER44L","HER44L_2B_799",50.9,9809.73,7.4,1,24717,90890,1.49,90,128,86,513,1788,874,52,500,43179,60,212,189,1293,518,2143,669,30881,7087
"HER44L","HER44L_2B_800",50.95,9812.6,7.4,1,24610,90476,1.53,104,83,67,479,1853,809,86,473,41905,123,232,156,1431,486,2233,773,31133,7247
"HER44L","HER44L_2B_801",51,9815.47,7.39,1,24580,90646,1.43,95,89,62,489,1907,887,60,542,43058,125,234,147,1350,301,2106,632,30732,6977
"HER44L","HER44L_2B_802",51.05,9818.34,7.39,1,24687,90918,1.55,69,96,54,525,1916,860,84,611,43644,72,155,124,1349,324,1962,767,30724,7057
"HER44L","HER44L_2B_803",51.1,9821.21,7.39,1,24818,92277,1.62,90,115,70,499,1852,1060,85,559,45175,133,180,151,1324,333,1623,770,30643,7037
"HER44L","HER44L_2B_804",51.15,9824.08,7.39,1,25132,95826,1.43,68,116,61,494,1711,1384,45,554,48009,61,221,152,1340,388,1872,838,30528,7172
"HER44L","HER44L_2B_805",51.2,9826.95,7.39,1,25200,97210,1.39,71,112,70,519,1807,921,80,621,50238,112,137,102,1300,282,1899,738,30196,7167
"HER44L","HER44L_2B_806",51.25,9829.83,7.39,1,24697,93598,1.43,45,102,47,496,1860,827,74,563,46281,74,120,27,1107,296,2238,1264,30430,7142
"HER44L","HER44L_2B_807",51.3,9832.7,7.39,1,25113,95937,1.55,107,107,101,461,1960,868,64,950,47448,113,138,190,1125,430,2131,906,31013,7322
"HER44L","HER44L_2B_808",51.35,9835.57,7.39,1,25056,93150,1.54,86,103,49,543,2129,845,77,525,44245,140,164,158,1147,314,2593,844,31352,7067
"HER44L","HER44L_2B_809",51.4,9838.44,7.39,1,24990,91542,1.44,98,125,60,440,1683,899,52,459,43205,75,233,122,1364,432,2142,760,31756,7069
"HER44L","HER44L_2B_810",51.45,9841.31,7.39,1,24491,91520,1.56,96,113,72,464,1745,1052,90,548,43693,191,213,240,1170,193,1980,836,31225,6803
"HER44L","HER44L_2B_811",51.5,9844.18,7.38,1,23714,88111,1.44,86,97,83,478,1849,849,93,491,41507,87,122,98,1312,315,2002,716,30217,7110
"HER44L","HER44L_2B_812",51.55,9847.05,7.37,1,23674,88092,1.45,79,81,57,395,1701,804,43,488,42289,172,178,159,1176,511,1995,837,29699,6793
"HER44L","HER44L_2B_813",51.6,9849.93,7.37,1,24296,92373,1.55,69,91,54,550,1608,946,36,449,45744,86,149,112,1268,432,1984,930,30165,7004
