"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Si","K","Ca","Ti","Mn","Fe","Ni","Cu","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered","cps_sum_filtered_pc"
"HER44L","HER44L_2A","HER44L_2A_18",2,570.85,6.45,1,28447,90988,1.43,0.0230799665890007,0.216512067525388,1.03530135842089,0.375873741592298,0.381368971732536,33.2043785993757,0.171451180375434,0.197828285048578,3.29164285400273,0.0670418077109069,0.884732052578362,49.0020662065327,8.41429639073284,5.82366771159875,0.171713093796259,-0.551607008324617,-1.56480154583837,-1.01319453751376,100,97.6139710731085,97.2655734822174
"HER44L","HER44L_2A","HER44L_2A_19",2.05,572.51,6.45,1,28573,95467,1.41,0.0398043302921428,0.191689274827951,0.980443504038045,0.394900855793101,0.300627441943289,36.4995233955189,0.172834592057989,0.219971298982895,2.84286716875989,0.217876334230677,1.08833418877727,46.6904794326835,8.10751359108383,5.75891472868217,0.173643828240678,-0.72275903460659,-1.63212932363617,-0.909370289029581,100,98.0831072517205,97.7468654089895
"HER44L","HER44L_2A","HER44L_2A_20",2.1,574.16,6.45,1,28681,93130,1.4,0.0204015891764201,0.175024159776656,0.859014281112424,0.353269623107484,0.252335445076774,35.6576828089767,0.0934178030709761,0.143884892086331,2.76817352088478,0.229786320197573,1.03511220874047,48.2669386878557,8.13916031354021,5.9302110817942,0.168628061667149,-0.70230754995861,-1.59086152686116,-0.888553976902555,100,98.3023730269516,97.9942016536025
"HER44L","HER44L_2A","HER44L_2A_21",2.15,575.82,6.45,1,28812,91494,1.46,0.0371609067261241,0.173781887336875,0.953067960740595,0.391282488469189,0.274334929066387,33.0732069862505,0.14755065905961,0.185804533630621,2.89636478894791,0.190176405010165,0.909349246945155,49.7945220451614,8.79401927995278,5.6623166790952,0.176606159046511,-0.811628784180469,-1.70188522168875,-0.890256437508279,100,98.1736507311955,97.8206221172973
"HER44L","HER44L_2A","HER44L_2A_22",2.2,577.47,6.45,1,28530,89594,1.29,0.0290198004330647,0.188628702814921,0.949840391097618,0.378373551800344,0.306940196888184,31.8603924369935,0.138402125142309,0.169654217916378,2.85845034265687,0.164073487063866,0.795812219568275,50.8460387972409,8.7907672388776,5.78402742508888,0.172889913291626,-0.696101392457377,-1.6165134136503,-0.920412021192924,100,97.745384735585,97.4763935084939
"HER44L","HER44L_2A","HER44L_2A_23",2.25,579.13,6.45,1,28635,89397,1.33,0.0425070192512053,0.239381634730472,1.02016846202893,0.366902692484088,0.288600288600289,30.8142331398145,0.165553653925747,0.220365336644406,3.14216360727989,0.240500240500241,1.09958947168249,51.681823774847,8.75644596574829,5.90214614205416,0.169429894809748,-0.427037593362292,-1.44966397505248,-1.02262638169019,100,98.3892076915333,98.0782352875376
"HER44L","HER44L_2A","HER44L_2A_24",2.3,580.78,6.45,1,28625,88780,1.56,0.027033115566569,0.217391304347826,0.92588420815499,0.444920027033116,0.39761207479162,30.7558008560487,0.181347150259067,0.167830592475783,3.4061725613877,0.0867312457760757,0.959675602613201,51.4789366974544,8.5176841630998,6.04377148902407,0.165459597838216,-0.716195575996236,-1.44905020615129,-0.732854630155058,100,97.9015544041451,97.5670195990088
"HER44L","HER44L_2A","HER44L_2A_25",2.35,582.44,6.45,1,28611,88974,1.3,0.0325937914446917,0.220289073212399,1.09919751837615,0.44507384179648,0.336053229033201,30.3178456627779,0.150605794951334,0.230404387798683,3.45269404545148,0.148357947265493,0.978937667183672,51.5734933800886,8.82729786229685,5.84250063661828,0.171159587682786,-0.703299552023963,-1.6073950108043,-0.904095458780337,100,98.1061883246791,97.8128442016769
"HER44L","HER44L_2A","HER44L_2A_26",2.4,584.09,6.45,1,28117,86446,1.4,0.0173518728454758,0.165421187793536,0.924276426902344,0.37711403650834,0.307706545126437,28.8526941674571,0.158480438655346,0.234828679175439,3.36047937440714,0.131874233625616,1.0283876639752,53.3361867524235,8.76269578696527,6.08673267326733,0.164291756132474,-0.8240527511068,-1.72051631550637,-0.896463564399567,100,97.9883395414478,97.6574971658608
"HER44L","HER44L_2A","HER44L_2A_27",2.45,585.75,6.45,1,28602,88955,1.35,0.0281040975774268,0.205721994266764,0.945421842504637,0.365353268506548,0.266426845034006,30.1972907649935,0.129278848856163,0.242819403068967,3.12629981451296,0.105671406891125,0.962284301051093,51.9689730762745,8.90225394862571,5.83773203687334,0.171299400809016,-0.574339029488317,-1.52510550713153,-0.950766477643211,100,97.7932662582204,97.4458996121634
"HER44L","HER44L_2A","HER44L_2A_28",2.5,587.4,6.45,1,28855,90200,1.42,0.0498891352549889,0.223946784922395,0.906873614190687,0.382483370288248,0.277161862527716,31.1152993348115,0.135254988913525,0.139689578713969,3.47339246119734,0.0598669623059867,0.84589800443459,51.6119733924612,8.59866962305987,6.00232078390923,0.166602225372685,-0.535276719630155,-1.39859463920154,-0.863317919571387,100,98.1674057649667,97.820399113082
"HER44L","HER44L_2A","HER44L_2A_29",2.55,589.06,6.46,1,29201,91379,1.41,0.0306416134998194,0.170717560927565,0.84921043128071,0.353472898587203,0.334869061819455,32.411166679434,0.132415544052791,0.11928342398144,3.05431225992843,0.167434530909728,0.929097495048096,50.3682465336675,8.69455783057376,5.79307740717432,0.172619823577978,-0.727796315973119,-1.60429651293368,-0.876500196960562,100,97.9470118955121,97.6154258637105
"HER44L","HER44L_2A","HER44L_2A_30",2.6,590.71,6.46,1,28830,89629,1.44,0.0290084682413058,0.22314206339466,0.90595677738232,0.429548472034721,0.317977440337391,30.4767430184427,0.164009416595075,0.204174988006114,3.20320432003035,0.218679222126767,0.857981233752468,52.1081346439211,8.67799484541834,6.00462843918745,0.166538198013018,-0.654925967739748,-1.40118297361364,-0.746257005873894,100,98.1099867230472,97.8165549096832
"HER44L","HER44L_2A","HER44L_2A_31",2.65,592.37,6.46,1,29030,90441,1.4,0.0176910914297719,0.145951504295618,0.817107285412589,0.409106489313475,0.286374542519433,32.1391846618237,0.181333687155162,0.109463628221714,3.15122566092812,0,0.745237226479141,51.5275151756394,8.42317090700014,6.11735363612497,0.16346937899661,-1.0307010830519,-1.72249599836183,-0.691794915309932,100,98.277329972026,97.9533618602183
"HER44L","HER44L_2A","HER44L_2A_32",2.7,594.02,6.46,1,29874,97486,1.46,0.0184641897298074,0.203106087027881,0.929364216400304,0.423650575467247,0.346716451593049,35.431754303182,0.176435590751493,0.0974498902406499,3.23738793262622,0,0.589828283035513,48.3925897051884,8.09757298483885,5.97618444388143,0.167330846192979,-0.735180562266498,-1.52077227534844,-0.785591713081947,100,98.2151283261186,97.9443202100814
"HER44L","HER44L_2A","HER44L_2A_33",2.75,595.68,6.47,1,29450,91637,1.32,0.0163689339458952,0.198609731876862,0.969040889596997,0.37539421849253,0.378668005281709,32.3591998865087,0.228073812979473,0.257537894082085,3.3589052456977,0.0894835055708939,0.827176795399238,51.1332758601875,8.09825725416589,6.31410861069937,0.158375482852082,-0.636634970296603,-1.58496505591537,-0.948330085618772,100,98.5868153693377,98.2899920337855
"HER44L","HER44L_2A","HER44L_2A_34",2.8,597.33,6.47,1,29390,92158,1.34,0.0151913018945724,0.180125436749929,0.843117255148766,0.365676338462206,0.286464550011936,32.7643829076152,0.157338483908071,0.208337854554135,3.33340567286616,0.124785694133987,0.848542720111114,50.4155906161158,8.70027561362009,5.79471189822898,0.172571133399337,-0.708095141995818,-1.5434525620111,-0.835357420015286,100,98.5329542741813,98.2432344451919
"HER44L","HER44L_2A","HER44L_2A_35",2.85,598.99,6.46,1,29279,90927,1.35,0,0.214457751822891,0.878726890802512,0.426715936960419,0.343132402916625,32.1257712230691,0.167167068087587,0.156169234660772,3.4049292289419,0.0835835340437934,0.871028407403741,50.9496629164055,8.4023447380866,6.06374345549738,0.1649146286183,-0.688005781059527,-1.41036138720253,-0.722355606143001,100,98.3107327856412,98.0236893332014
"HER44L","HER44L_2A","HER44L_2A_36",2.9,600.64,6.46,1,29371,91272,1.45,0.00876501007976159,0.196117100534666,0.98935051275309,0.390042948549391,0.327592251731089,31.8443772460338,0.16763081777544,0.214742746954159,3.36357261810851,0.368130423349987,0.895126654395653,50.8392497151372,8.46480848452976,6.00595392182242,0.16650144390328,-0.687544925011276,-1.61833674757623,-0.930791822564955,100,98.3938119028837,98.0695065299325
"HER44L","HER44L_2A","HER44L_2A_37",2.95,602.3,6.46,1,29344,90978,1.31,0.00769416782079184,0.196750862845963,0.907911802853437,0.411088394996593,0.325353382136341,31.0855371628306,0.175866693046671,0.215436698982171,3.0952537976214,0.0692475103871266,0.926597638989646,51.6542460814702,8.47127877069182,6.09757363435838,0.163999659531004,-0.736869991573777,-1.52920896768022,-0.792338976106446,100,97.8874013497769,97.5422629646728
"HER44L","HER44L_2A","HER44L_2A_38",3,603.95,6.47,1,28992,88810,1.39,0.0551739668956199,0.219569868258079,0.926697443981534,0.341177795293323,0.371579777052134,29.7477761513343,0.197049881770071,0.22294786623128,3.45569192658484,0.235333858799685,0.906429456142326,52.5166084900349,8.72311676612994,6.02039499160966,0.166102058319039,-0.440733246945622,-1.43995664211332,-0.999223395167701,100,98.1848890890666,97.9191532485081
"HER44L","HER44L_2A","HER44L_2A_39",3.05,605.61,6.47,1,29049,89440,1.3,0.0391323792486583,0.156529516994633,0.802772808586762,0.372316636851521,0.318649373881932,29.1759838998211,0.166592128801431,0.172182468694097,3.4593023255814,0.171064400715564,0.934704830053667,53.0948121645796,8.94230769230769,5.93748437109277,0.168421495956873,-0.866500067371139,-1.63482714643892,-0.76832707906778,100,98.0444991055456,97.8063506261181
"HER44L","HER44L_2A","HER44L_2A_40",3.1,607.26,6.48,1,29211,90620,1.38,0.0198631648642684,0.148973736482013,0.801147649525491,0.411608916354006,0.30787905539616,29.2827190465681,0.13021408077687,0.192010593687928,3.4561906863827,0.193114102847054,1.04060913705584,52.8007062458618,8.87111013021408,5.95198407762159,0.16801120214011,-1.01630364120539,-1.68227523638637,-0.66597159518098,100,97.898918561024,97.6561465460163
"HER44L","HER44L_2A","HER44L_2A_41",3.15,608.91,6.49,1,29698,92701,1.3,0.0237322143234701,0.207117506823012,0.856517189674329,0.364613110969677,0.350589529778535,30.1625656681158,0.168282974293697,0.158574341161368,3.49834413868243,0,1.03019384904154,52.0210137970464,8.76258077043398,5.93672288563339,0.168443098871931,-0.565550523455237,-1.41958808921935,-0.854037565764117,100,97.9417697759463,97.6041250903442
"HER44L","HER44L_2A","HER44L_2A_42",3.2,610.57,6.49,1,29499,92108,1.32,0.0227993225344161,0.144395709384635,0.858774482129674,0.327875971685413,0.349589612194381,30.8007990619707,0.180223216224432,0.118339340773874,3.29178790115951,0.19542276458071,0.968428366699961,52.104051765319,8.42163547140314,6.18692793605775,0.161631105184197,-0.820077889153116,-1.7829488395459,-0.962870950392784,100,98.1434837364832,97.7841229860598
"HER44L","HER44L_2A","HER44L_2A_43",3.25,612.22,6.49,1,29320,89258,1.43,0.0190459118510386,0.161330076855856,0.87499159739183,0.413408321943131,0.30585493737256,28.80302045755,0.1624504246118,0.181496336462838,3.45851352259741,0.221828855676802,0.714781868291918,53.8080620224518,8.80481301395953,6.11121007761802,0.163633713667028,-0.940983344464527,-1.69076185026369,-0.749778505799159,100,98.2063232427345,97.9295973470165
"HER44L","HER44L_2A","HER44L_2A_44",3.3,613.88,6.5,1,29602,90374,1.51,0,0.15491181091907,0.829884701352159,0.351871113373315,0.364042755659814,28.5391816230332,0.183681147232611,0.12282293580012,3.58067585810078,0.261137052692146,0.781198132206166,53.5618651382035,9.19622900391706,5.82432920226206,0.171693591703508,-0.820408960170873,-1.67843078392105,-0.858021823750179,100,98.2627746918361,97.9275012724899
"HER44L","HER44L_2A","HER44L_2A_45",3.35,615.53,6.5,1,29887,92072,1.29,0.0510470066904162,0.156399339647233,0.860196368059779,0.400773307846034,0.450734208011122,29.4128508124077,0.146624380919281,0.209618559388305,3.71122599704579,0,0.778738378660179,53.0378399513424,8.82135719871405,6.01243536074858,0.166321954416071,-0.940983344464527,-1.70474809223843,-0.763764747773899,100,98.3436875488748,98.0374055087323
"HER44L","HER44L_2A","HER44L_2A_46",3.4,617.19,6.51,1,29624,91243,1.43,0.0449349539142729,0.191795534999945,0.795677476628344,0.390166916914174,0.384687044485604,29.6680293282772,0.174259943228522,0.197275407428515,3.6397312670561,0.108501474085683,0.920618567999737,52.3492213101279,8.70861326348323,6.01120060407752,0.166356118496807,-0.710144756928516,-1.42276404090128,-0.712619283972766,100,97.8212027224006,97.5735124886293
"HER44L","HER44L_2A","HER44L_2A_47",3.45,618.84,6.51,1,29199,89151,1.43,0.0190687709616269,0.164888784197597,0.887258695920405,0.363428340680419,0.338751107671254,28.5863310562977,0.15479355251203,0.246772330091642,3.49968031766329,0.127872934683851,0.837904229902076,53.646061177104,8.9253065024509,6.01055674249089,0.166373938861707,-0.790310929013593,-1.68286538098892,-0.892554451975324,100,97.9820753552961,97.7981178001368
"HER44L","HER44L_2A","HER44L_2A_48",3.5,620.5,6.51,1,28777,85573,1.37,0.022203265048555,0.153085669545301,0.83788110735863,0.433547964895469,0.336554754420203,26.6252205719094,0.189312049361364,0.178794713285733,3.49409276290419,0.0444065300971101,0.974606476341837,55.561917894663,9.04257183924836,6.14448177823727,0.162747654902621,-1.04100473940628,-1.69987851739847,-0.658873777992185,100,98.1442744790997,97.8941955990792
"HER44L","HER44L_2A","HER44L_2A_49",3.55,622.15,6.51,1,28751,85287,1.28,0.025795256017916,0.145391443010072,0.825448192573311,0.34002837478162,0.2931279092945,25.4997830853471,0.145391443010072,0.24036488562149,3.58436807485314,0.144218931372894,0.969667123946205,55.9850856519751,9.61342291322241,5.82363702890596,0.171713998492083,-0.849599357375483,-1.73649679055301,-0.886897433177523,100,98.1274989154267,97.8120932850259
"HER44L","HER44L_2A","HER44L_2A_50",3.6,623.81,6.5,1,29092,88866,1.54,0.0326334031012986,0.178921072176085,0.830463844439943,0.42085837103054,0.407354893885175,27.6168613417955,0.162041725744379,0.186798100510882,3.32973240609457,0.139535930502104,1.19280714784057,53.819233452614,8.97418585285711,5.99711598746082,0.166746816651682,-0.8553515951943,-1.53503962238024,-0.679688027185941,100,97.5581212162132,97.2914275425922
"HER44L","HER44L_2A","HER44L_2A_51",3.65,625.46,6.49,1,28961,87106,1.3,0.0126282919661103,0.17564806098317,0.875944251831102,0.417881661424012,0.391477050949418,26.4597157486281,0.129726999288224,0.151539503593323,3.38553027345992,0.0918421233898928,0.999931118407458,55.4072050145799,9.22439326797236,6.00659614187928,0.166483641713114,-0.866715946244305,-1.60682010989202,-0.740104163647716,100,98.0230982940326,97.723463366473
"HER44L","HER44L_2A","HER44L_2A_52",3.7,627.12,6.49,1,29125,86866,1.47,0.0218727695531048,0.185342942002625,0.914051527640274,0.400617042341077,0.530702461262174,26.1540763935257,0.145050998089011,0.13814380770382,3.50655031888196,0.0771302926346327,0.790873299104368,55.9597541040223,9.18656321230401,6.09147869674185,0.164163752314339,-0.770798114790011,-1.59567909626267,-0.824880981472661,100,98.244422443764,98.010729169065
"HER44L","HER44L_2A","HER44L_2A_53",3.75,628.77,6.49,1,29308,87352,1.38,0.0183166956681015,0.192325304515065,0.785328326769851,0.337714076380621,0.404112098177489,27.0102573495741,0.171719021888451,0.160271087095888,3.54542540525689,0.159126293616632,0.820816924626797,55.4824159721586,9.04730286656287,6.13248133620144,0.163066130197049,-0.563011376936561,-1.40691364832263,-0.843902271386065,100,98.4831486399853,98.1351314222914
"HER44L","HER44L_2A","HER44L_2A_54",3.8,630.43,6.48,1,29578,89505,1.41,0,0.128484442209932,0.856935366739288,0.434612591475337,0.364225462264678,28.0475951064186,0.145243282498184,0.213395899670409,3.54058432489805,0.0446902407686721,0.81447963800905,54.5779565387409,8.8363778559857,6.17650777595145,0.161903787103378,-1.2186472152552,-1.89755467300401,-0.67890745774881,100,98.2950673146752,98.0045807496788
"HER44L","HER44L_2A","HER44L_2A_55",3.85,632.08,6.48,1,29639,90629,1.46,0.0364121859448962,0.136821547186883,0.865065266084807,0.367432058171226,0.514184201524898,27.8520120491233,0.151165741650024,0.191991525891271,3.23406415165124,0.205232320780324,0.902580851603791,54.1250593077271,9.08870229176092,5.95520213670025,0.167920412614927,-0.987860924375407,-1.84412745474537,-0.856266530369964,100,98.0171909653643,97.6707234991007
"HER44L","HER44L_2A","HER44L_2A_56",3.9,633.74,6.48,1,29503,87596,1.5,0.0102744417553313,0.191789579432851,0.936115804374629,0.359605461436595,0.358463856797114,25.9372574090141,0.194072788711813,0.231745741814695,3.41453947668843,0.195214393351295,1.14731266267866,55.9306361021051,9.19905018493995,6.08004467609829,0.164472475659788,-0.628608659422374,-1.58534036085504,-0.956731701432666,100,98.4337184346317,98.1060779031006
"HER44L","HER44L_2A","HER44L_2A_57",3.95,635.39,6.48,1,29592,89376,1.33,0.0201396348012889,0.196920873612603,0.812298603651987,0.380415324024347,0.274122807017544,26.3762083780881,0.184613319011815,0.211466165413534,3.58709273182957,0.0581811672037236,0.885025062656642,55.2799409237379,9.42199248120301,5.867117919487,0.17044143542413,-0.658461622572055,-1.41706601978664,-0.758604397214589,100,97.9826799140709,97.6884174722521
"HER44L","HER44L_2A","HER44L_2A_58",4,637.05,6.48,1,29528,86888,1.4,0.0310744866955161,0.149617898904337,0.720467728570113,0.401666513212411,0.255501335052021,24.6858024123009,0.181843292514501,0.24744498664948,3.58047141147224,0.0126599760611362,0.652564220605837,57.8273179265261,9.33155326397201,6.19696595954613,0.161369290476664,-0.987537471746845,-1.57181592064452,-0.584278448897671,100,98.2955068594052,98.0779854525366
"HER44L","HER44L_2A","HER44L_2A_59",4.05,638.7,6.48,1,29977,88859,1.4,0.0472658931565739,0.149675328329151,0.782137993900449,0.344365792997896,0.298225278249811,24.1348653484734,0.214947276021562,0.290347629390383,3.63722301623921,0.284720737347933,0.882296672256046,56.8878785491622,9.41829190065159,6.04014816585016,0.165558852621167,-0.833235973730627,-1.65356271734304,-0.820326743612411,100,97.7649984807392,97.3722414161762
"HER44L","HER44L_2A","HER44L_2A_60",4.1,640.35,6.48,1,30229,88729,1.35,0,0.127354078148069,0.756235278206674,0.333600063113525,0.307678436587812,24.4756505764744,0.166800031556763,0.264851401458373,3.9378331774279,0.0586054164929166,0.741583924083445,57.0647702554971,9.31149905893225,6.12841926894215,0.163174214445125,-0.96297163561172,-1.78138131825934,-0.818409682647621,100,97.8530131073268,97.5464616979792
"HER44L","HER44L_2A","HER44L_2A_61",4.15,642,6.48,1,30097,87978,1.41,0,0.15572074836891,0.768373911659733,0.450112528132033,0.290981836368183,23.5911250539908,0.220509672872764,0.204596603696379,3.82481984132397,0.144354270385778,0.600150037509377,57.7030621291687,9.49100911591534,6.07976047904192,0.164480163889217,-1.06143328542636,-1.59621215021484,-0.534778864788484,100,97.8119529882471,97.4448157493919
"HER44L","HER44L_2A","HER44L_2A_62",4.2,643.65,6.48,1,29661,84332,1.42,0.0391310534553906,0.148223687331025,0.718588436180809,0.341507375610682,0.240715268225585,22.1161599392876,0.179054214295878,0.167196319309396,3.84314376511882,0.189726319783712,0.613053170801119,59.3784091448086,9.4886875681829,6.25781054736316,0.159800299550674,-0.834646742833645,-1.57856624876701,-0.743919505933369,100,97.7695299530427,97.4635962623915
