"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Si","K","Ca","Ti","Mn","Fe","Ni","Cu","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered","cps_sum_filtered_pc"
"HER44L","HER44L_2A","HER44L_2A_203",11.25,1141.8,6.61,1,21554,78810,1.35,0.0266463646745337,0.300723258469737,2.19134627585332,0.699149854079432,0.714376348179165,44.4765892653217,0.142113944930846,0.18018018018018,1.28536987691917,0.567186905215074,3.71907118385992,34.114960030453,9.10544347164065,3.74665551839465,0.266904708770364,-0.843674668017783,-1.98608093701155,-1.14240626899376,100,97.8898616926786,97.5231569597767
"HER44L","HER44L_2A","HER44L_2A_204",11.3,1147.54,6.62,1,22424,82977,1.47,0.0590525085264591,0.355520204393989,2.73810815045133,1.10392036347422,0.762861997903033,45.8235414632971,0.156669920580402,0.10605348470058,1.20394808199863,0.42782939850802,3.51543198717717,33.1031490654037,8.19986261253118,4.03703703703704,0.247706422018349,-1.13304100833431,-2.04144042350122,-0.908399415166912,100,97.9994456295118,97.5559492389457
"HER44L","HER44L_2A","HER44L_2A_205",11.35,1153.27,6.63,1,22502,82556,1.43,0.0314937739231552,0.356121905131063,2.40563980813024,0.874557875866079,0.778865255099569,46.7997480498086,0.0993265177576433,0.113862105722176,1.15557924318039,0.329473327196085,2.63699791656573,34.2058723775377,8.14961965211493,4.19723543400713,0.238252062750097,-0.898445371554145,-1.91029807726644,-1.01185270571229,100,98.226658268327,97.9371578080333
"HER44L","HER44L_2A","HER44L_2A_206",11.4,1159.01,6.64,1,22428,82517,1.41,0.0484748597258747,0.296908515820982,2.38617497000618,0.882242447010919,0.792563956518051,45.7445132518148,0.111492177369512,0.248433656095108,1.22399020807834,0.479901111286159,2.64915108401905,34.276573312166,8.21648872353576,4.1716814159292,0.239711497666525,-1.08904283765196,-2.0840228680944,-0.99498003044244,100,97.6295793594047,97.3569082734467
"HER44L","HER44L_2A","HER44L_2A_207",11.45,1164.74,6.65,1,22513,81988,1.39,0.0707420598136313,0.385422256915646,2.28326096501927,1.53193150217105,0.75010977216178,43.5136849295019,0.0768405132458408,0.240279065229058,1.13431233839098,0.568375859881934,2.6418500268332,34.9477972386203,8.94277211299215,3.90793780687398,0.255889435661187,-1.37994513344123,-1.77902044345063,-0.399075310009393,100,97.5276869785822,97.0873786407767
"HER44L","HER44L_2A","HER44L_2A_208",11.5,1170.48,6.66,1,22733,80144,1.41,0.0486624076662008,0.323168297065282,2.46930525054901,0.801058095428229,0.778598522659213,42.7106208824117,0.163455779596726,0.189658614493911,1.31887602315832,0.291974445997205,3.01457376721901,36.8661409462967,8.39613695348373,4.39084559369892,0.227746564678806,-0.907760241990423,-2.03351888390303,-1.1257586419126,100,97.7478039528848,97.3722299860252
"HER44L","HER44L_2A","HER44L_2A_209",11.55,1176.21,6.66,1,23288,85132,1.46,0.0422872715312691,0.32890100079876,2.4279941737537,0.886858055725227,0.912700277216558,44.510877225955,0.155053328947987,0.279565850678946,1.27801531738947,0.481605036883898,2.35751538786825,35.3780012216323,8.11798148757224,4.35798003183331,0.229464107842486,-0.991928146079775,-1.99906395651252,-1.00713581043274,100,97.5508621904807,97.1573556359536
"HER44L","HER44L_2A","HER44L_2A_210",11.6,1181.95,6.67,1,22801,81175,1.45,0.0234062211271943,0.373267631659994,2.21496766245765,1.33169079149985,0.842623960578996,41.7332922697875,0.110871573760394,0.157684016014783,1.29350169387127,0.468124422543887,2.77671696951032,37.5448105943948,8.80689867570065,4.26311372219891,0.234570331725564,-1.27190901212984,-1.7806974095222,-0.508788397392357,100,98.0437326763166,97.6778564829073
"HER44L","HER44L_2A","HER44L_2A_211",11.65,1187.68,6.67,1,22725,78772,1.38,0.0558574112628853,0.500177728126746,2.15431879347992,0.894988066825776,0.719798913319454,39.6232163712994,0.0596658711217184,0.260244757020261,1.41928604072513,0.528106433758188,2.97567663636825,39.1903214340121,9.14411212105824,4.28585311675691,0.23332577499919,-0.581846893514335,-1.46026635593629,-0.878419462421958,100,97.9294673234144,97.5257705783781
"HER44L","HER44L_2A","HER44L_2A_212",11.7,1193.42,6.68,1,23052,78488,1.37,0.0522372846804607,0.337631230251758,1.98246865762919,0.77846294975028,0.700744062786668,38.599531138518,0.230608500662522,0.24207522168994,1.55055549892977,0.443379879726837,2.55198246865763,40.1806645601875,9.21287330547345,4.3613608076338,0.229286235215778,-0.835367133185373,-1.77014387875211,-0.934776745566742,100,97.2620018346754,96.863214758944
"HER44L","HER44L_2A","HER44L_2A_213",11.75,1199.15,6.69,1,23470,80741,1.52,0.0334402595954967,0.30839350515847,1.84416839028499,0.653942854311936,0.687383113907432,40.0428530734076,0.126329869582988,0.167201297977484,1.62371038258134,0.381466665015296,2.6913216333709,40.1468894365936,8.7923112173493,4.56613607550359,0.219003547740244,-0.751643387241554,-1.7884071362193,-1.03676374897775,100,97.8845939485515,97.4994116991367
"HER44L","HER44L_2A","HER44L_2A_214",11.8,1204.89,6.69,1,23634,80234,1.57,0.0673031383204128,0.345240172495451,1.81967744347783,0.831318393698432,0.716653787671062,38.6344941047436,0.100954707480619,0.228082857641399,1.81967744347783,0.342747463668769,2.46653538400179,41.088565944612,9.23050078520328,4.45139076424521,0.224648891315558,-0.878772539728285,-1.66217420851504,-0.783401668786758,100,98.0469626342947,97.6917516264925
"HER44L","HER44L_2A","HER44L_2A_215",11.85,1210.62,6.7,1,24418,81263,1.45,0.0147668680703395,0.270725914622891,1.67603952598353,0.776491146032019,0.685428792931593,35.9130231470657,0.114443227545131,0.205505580645558,1.90000369171702,0.45654233784133,2.59650763570136,42.435056544799,8.99794494419355,4.71608315098468,0.212040366546804,-1.05367831618885,-1.8230819403571,-0.769403624168244,100,96.4079593418899,96.042479357149
"HER44L","HER44L_2A","HER44L_2A_216",11.9,1216.36,6.71,1,24706,81625,1.37,0.0343032159264931,0.263399693721286,1.93200612557427,0.670137825421133,0.694640122511485,37.1944869831547,0.13353751914242,0.207044410413476,1.97488514548239,0.470444104134763,2.40367534456355,42.7761102603369,9.06707503828484,4.71774084583164,0.211965860923359,-0.933810774294318,-1.99264155883538,-1.05883078454106,100,98.1929555895865,97.8217457886677
"HER44L","HER44L_2A","HER44L_2A_217",11.95,1222.09,6.72,1,25009,81775,1.44,0.0232344848670131,0.399877713237542,1.85998165698563,0.731274839498624,0.668908590645063,36.6848058697646,0.141852644451238,0.255579333537145,1.99082849281565,0.344848670131458,2.2525221644757,43.4668297156833,9.06878630388261,4.79301510248112,0.208636939091293,-0.603630583053378,-1.53716312136204,-0.933532538308661,100,98.1522470192602,97.8893304799755
"HER44L","HER44L_2A","HER44L_2A_218",12,1227.82,6.73,1,25452,84169,1.37,0.0427710914944932,0.357613848328957,2.01499364374057,0.85304565814017,0.630873599543775,37.8108329670069,0.212667371597619,0.177024795352208,2.13974266059951,0.285140609963288,2.39993346719101,42.0166569639654,8.73718352362509,4.80894751155834,0.207945709034356,-0.869359304299348,-1.72891755160297,-0.859558247303624,100,98.0859936556214,97.6784802005489
"HER44L","HER44L_2A","HER44L_2A_219",12.05,1284.4,6.74,1,24930,82859,1.47,0.0506885190504351,0.301717375300209,1.8718545963625,0.777223958773338,0.648088922144848,38.507585174815,0.112238863611678,0.234132683232962,2.04323006553301,0.195512859194535,2.17719258016631,42.1462967209356,8.46860328992626,4.97677069972923,0.200933508962831,-0.946237808242107,-1.82519424531429,-0.878956437072185,100,97.9543561954646,97.5343656090467
"HER44L","HER44L_2A","HER44L_2A_220",12.1,1340.97,6.74,1,24666,81612,1.48,0.064941430181836,0.39577513110817,1.86369651521835,0.836886732343283,0.671469881880116,38.2713326471597,0.156839680439151,0.221781110620987,1.79752977503308,0.133558790373965,2.3342155565358,42.236435818262,8.52693231387541,4.95329788762753,0.201885697708152,-0.748842536348134,-1.54947096903664,-0.800628432688503,100,97.9892662843699,97.5113953830319
"HER44L","HER44L_2A","HER44L_2A_221",12.15,1397.54,6.74,1,24204,79608,1.56,0.0489900512511305,0.334137272635916,2.19199075469802,0.575319063410712,0.574062908250427,37.7273640840117,0.234901014973369,0.258767963018792,1.87795196462667,0.129383981509396,2.52989649281479,42.5585368304693,8.77298763943322,4.85108820160367,0.206139315230224,-0.543372875332486,-1.88101352585483,-1.33764065052234,100,98.1534519143805,97.8142900211034
"HER44L","HER44L_2A","HER44L_2A_222",12.2,1454.11,6.75,1,23212,76480,1.25,0.0392259414225941,0.273274058577406,1.92599372384937,0.628922594142259,0.53739539748954,35.3046548117155,0.152981171548117,0.17913179916318,2.21365062761506,0.17913179916318,2.42154811715481,44.581589958159,9.48744769874477,4.69900771775083,0.212810886907555,-0.83353301814095,-1.95272216449782,-1.11918914635687,100,98.2949790794979,97.9249476987448
"HER44L","HER44L_2A","HER44L_2A_223",12.25,1510.68,6.77,1,23165,74368,1.31,0.0255486230636833,0.341544750430293,1.75613166953528,0.539210413080895,0.59434165232358,34.5901462994836,0.178840361445783,0.345578743545611,2.31551204819277,0.0847138554216867,2.00354991394148,45.6258067986231,9.31180077452668,4.8997833935018,0.204090654563673,-0.456627160288033,-1.63739004281784,-1.18076288252981,100,98.2062177280551,97.7127259036145
"HER44L","HER44L_2A","HER44L_2A_224",12.3,1567.25,6.78,1,23878,75749,1.39,0.0580865754003353,0.277231382592509,1.58549947854097,0.646873226049189,0.631031432758188,34.0334525868328,0.112212702477921,0.336638107433761,2.27593763614041,0.227065703837674,2.33930480930441,45.9702438316017,9.39022297324057,4.895543371292,0.204267417150078,-0.847297860387204,-1.74380229136251,-0.896504430975311,100,98.3339714055631,97.8838004462105
"HER44L","HER44L_2A","HER44L_2A_225",12.35,1623.82,6.77,1,24404,76038,1.43,0.07627765064836,0.384018517057261,1.53081354059812,0.595754754201846,0.585233698940004,32.6310528946053,0.216996764775507,0.355085615087193,2.26334201320392,0.26565664536153,1.9674373339646,46.8042294642153,9.83324127409979,4.75979670991039,0.210093006265981,-0.439138323214752,-1.3828638260231,-0.943725502808349,100,98.0128356874194,97.5091401667587
"HER44L","HER44L_2A","HER44L_2A_226",12.4,1680.39,6.77,1,24765,80215,1.41,0.0211930436950695,0.305429159134825,1.45733341644331,0.559745683475659,0.688150595275198,35.7863242535685,0.180764196222652,0.173284298447921,2.09561802655364,0.175777597706165,2.22277628872405,44.7784080284236,9.29501963473166,4.81746244635193,0.207578161975556,-0.605764677197527,-1.56264575092734,-0.956881073729814,100,98.1237923081718,97.7398242224023
"HER44L","HER44L_2A","HER44L_2A_227",12.45,1736.96,6.77,1,25036,81634,1.4,0.034299434059338,0.306244946958375,1.77989563172208,0.798686821667442,0.576965480069579,36.2447019624176,0.135972756449519,0.360144057623049,1.90484357008109,0.238871058627533,2.43770977778867,43.6019305681456,9.10894970232991,4.78671328671329,0.20891161431702,-0.958583644064407,-1.75992474570804,-0.80134110164363,100,98.0290075213759,97.5292157679398
"HER44L","HER44L_2A","HER44L_2A_228",12.5,1793.53,6.77,1,24956,81672,1.43,0.0453031638750122,0.315897737290626,1.8574297188755,0.670976589283965,0.513027720638652,36.0307081986483,0.17386619649329,0.193456753844647,1.77049662062886,0.35263003232442,2.29821725928103,44.1007934175727,9.06797923400921,4.86335403726708,0.205619412515964,-0.753315702026398,-1.77153039442691,-1.01821469240052,100,97.7079047898913,97.3907826427662
"HER44L","HER44L_2A","HER44L_2A_229",12.55,1850.11,6.77,1,24797,81250,1.23,0,0.332307692307692,1.55815384615385,0.813538461538462,0.631384615384615,35.9630769230769,0.158769230769231,0.297846153846154,1.84,0.493538461538462,2.66461538461538,43.4166153846154,9.20369230769231,4.71730409200321,0.211985485882753,-0.895331880853312,-1.54519564370575,-0.649863762852435,100,97.8510769230769,97.3735384615385
"HER44L","HER44L_2A","HER44L_2A_230",12.6,1906.68,6.78,1,24595,78273,1.31,0.0613238281399716,0.270846907618208,1.57525583534552,0.861088753465435,0.565967830541822,33.7907068848773,0.17247326664367,0.205690340219488,2.41718089251722,0.235074674536558,2.58837657940797,45.2467645292757,9.41193003973273,4.80738428125424,0.208013327309691,-1.15664383624029,-1.76061922849233,-0.603975392252037,100,97.8051179844902,97.4026803623216
"HER44L","HER44L_2A","HER44L_2A_231",12.65,1963.25,6.78,1,24939,80948,1.3,0.0568266047339032,0.29895735533923,1.64426545436577,0.747393388348075,0.569501408311509,35.8971191382122,0.224835696990661,0.297721994366754,2.18535356031032,0.413845925779513,2.34224440381479,43.7601917280229,8.89212827988338,4.92122811892192,0.203201309883409,-0.916290731874155,-1.70474809223843,-0.78845736036427,100,97.6194594060384,97.330384938479
"HER44L","HER44L_2A","HER44L_2A_232",12.7,2019.82,6.78,1,24811,78593,1.37,0,0.271016502741974,1.63755041797616,0.951738704464774,0.676905067881364,34.8911480666217,0.132327306503124,0.239207054063339,2.04089422722125,0.385530517985062,2.056162762587,45.1528762103495,9.17766213275991,4.91986690697352,0.203257530926818,-1.25611081226505,-1.7987770418867,-0.542666229621649,100,97.9667400404616,97.6130189711552
"HER44L","HER44L_2A","HER44L_2A_233",12.75,2076.39,6.78,1,24897,79186,1.44,0.0404111837951153,0.363700654156038,1.4308084762458,0.592276412497159,0.591013563003561,35.7272750233627,0.132599196827722,0.21468441391155,2.03445053418534,0.199530219988382,2.10390725633319,44.8033743338469,9.26426388503018,4.83615049073064,0.206776030215908,-0.487642288310333,-1.36966378089206,-0.882021492581727,100,98.0350061879625,97.4982951531836
"HER44L","HER44L_2A","HER44L_2A_234",12.8,2132.96,6.78,1,25038,78447,1.56,0.0293191581577371,0.339082437824264,1.50929927212003,0.604229607250755,0.555789258990146,33.8151873239257,0.133848330720104,0.284268359529364,2.24610246408403,0.359478373933994,2.14539752954224,46.1687508763879,9.46753859293536,4.8765315739868,0.205063780440665,-0.577711012913377,-1.49315750666225,-0.915446493748875,100,98.122299131898,97.6582915854016
"HER44L","HER44L_2A","HER44L_2A_235",12.85,2189.53,6.78,1,25116,79020,1.41,0.0379650721336371,0.275879524171096,1.63629460895976,0.568210579600101,0.541635029106555,33.3839534295115,0.129081245254366,0.197418375094913,1.96912174133131,0.64540622627183,2.20450518855986,46.5363199190078,9.57858769931663,4.85836966574184,0.205830364669731,-0.722527824953165,-1.78022531598277,-1.0576974910296,100,98.0916223740825,97.7043786383194
"HER44L","HER44L_2A","HER44L_2A_236",12.9,2246.1,6.79,1,25696,84683,1.47,0.0295218638923987,0.257430653141717,1.70636373298065,0.733323099087184,0.638853134631508,36.8669036288275,0.0956508390113718,0.262154151364501,2.0984140854717,0.379060732378399,2.35702561316911,43.3829694271578,8.79043019260064,4.93524986566362,0.202623986063477,-1.04683601914439,-1.89136953775744,-0.844533518613054,100,98.0220351192093,97.5981011537144
"HER44L","HER44L_2A","HER44L_2A_237",12.95,2302.67,6.79,1,26312,86869,1.47,0.0356859178763425,0.2705222806755,1.52528519955335,0.775880924150157,0.740195006273815,38.6363374736672,0.141592512864198,0.23598752144033,2.01222530476925,0.189941175793436,1.84760961908161,42.6389160690235,8.51281815146945,5.00878972278567,0.199649028077754,-1.05364459676815,-1.72958222427616,-0.675937627508016,100,98.0234606131071,97.5629971566382
"HER44L","HER44L_2A","HER44L_2A_238",13,2359.24,6.79,1,26914,86637,1.47,0.0173136188926209,0.288560314877016,1.74405854311668,0.641758140286483,0.541339150709281,37.2716045107748,0.131583503583919,0.244699147015709,2.18497870424876,0.174290430185717,2.35118944561792,43.6233941618477,8.75838267714718,4.98075909330522,0.200772609408901,-0.799307376388336,-1.79906604441049,-0.999758668022157,100,98.4348488521071,97.9731523483038
"HER44L","HER44L_2A","HER44L_2A_239",13.05,2415.82,6.79,1,26839,85412,1.3,0.0316114831639582,0.249379478293448,1.60867325434365,0.727064112771039,0.642766824333817,36.8039619725566,0.146349459092399,0.229475951856882,2.21631620849529,0.189668898983749,1.92595888165597,44.3684728141245,8.78213834121669,5.05212638314891,0.197936457673633,-1.07003891622405,-1.86418930707287,-0.794150390848816,100,98.3690816278743,97.9218376808879
"HER44L","HER44L_2A","HER44L_2A_240",13.1,2472.39,6.79,1,25998,81455,1.31,0.00613835860290958,0.272543121969185,1.51740224663925,0.62120189061445,0.519305137806151,35.7498005033454,0.2308022834694,0.240623657234056,2.2134921122092,0.26886010680744,1.87711006076975,45.2421582468848,9.07740470198269,4.98404111441709,0.20064039943558,-0.823859287415186,-1.71695825614536,-0.89309896873017,100,98.2652998588178,97.8368424283347
"HER44L","HER44L_2A","HER44L_2A_241",13.15,2528.96,6.8,1,25240,81587,1.44,0.0416733057962666,0.261071003958964,1.68409182835501,0.800372608381237,0.516013580594948,36.5536176106488,0.208366528981333,0.246362778383811,2.12901565200338,0.486597129444642,2.0910194026009,43.8905708017209,8.59818353414147,5.10463292943692,0.195900471948393,-1.12028496356701,-1.86418930707287,-0.743904343505864,100,97.882015517178,97.5069557650116
"HER44L","HER44L_2A","HER44L_2A_242",13.2,2585.53,6.8,1,24460,81102,1.69,0.0579517151241646,0.400729945007521,1.97775640551404,0.905033168109294,0.586915242534093,39.5489630342038,0.0838450346477276,0.250302088727775,1.84582377746541,0.457448644916278,1.82116347315726,41.9126532021405,8.33148381051022,5.0306348971437,0.198782066368557,-0.814683846284778,-1.59643060609672,-0.781746759811944,100,98.5598382284037,98.1800695420581
"HER44L","HER44L_2A","HER44L_2A_243",13.25,2642.1,6.8,1,24034,82183,1.36,0.0815253762943674,0.400326101505178,1.86169889149824,0.599880753927211,0.63395106043829,41.1058248056167,0.152099582638745,0.197121059099814,1.81667741503717,0.481851477799545,2.16103087013129,39.7953348016013,8.46282077801978,4.70237239396118,0.212658614890689,-0.404451423277318,-1.53696526362111,-1.13251384034379,100,98.218609688135,97.7501429736077
"HER44L","HER44L_2A","HER44L_2A_244",13.3,2698.67,6.8,1,24126,81244,1.48,0.0541578455024371,0.386490079267392,1.74166707695338,1.11023583279996,0.628969523903304,41.4024420264881,0.0652355866279356,0.188321599133474,1.67396977007533,0.451725665895328,2.36694402048151,39.2902860518931,8.57047905076067,4.5843745511992,0.218132264026816,-1.05522153415437,-1.50549182416908,-0.450270290014714,100,98.2964895869233,97.9309241297819
"HER44L","HER44L_2A","HER44L_2A_245",13.35,2755.24,6.79,1,24004,81587,1.51,0.0747668133403606,0.41550737249807,1.66325517545687,0.781987326412296,0.585877652076924,40.8802873006729,0.13727677203476,0.0882493534509174,1.84833368061088,0.414281687033473,2.32880238273254,39.1667790211676,8.54793043009303,4.5820189274448,0.218244406196213,-0.632338175964339,-1.38703155245442,-0.754693376490079,100,97.3280056871805,96.9333349675806
"HER44L","HER44L_2A","HER44L_2A_246",13.4,2811.81,6.78,1,23189,78347,1.34,0.0702005182074617,0.381635544436928,1.98858922485864,0.739020000765824,0.562880518718011,39.3416467765198,0.163375751464638,0.283354818946482,1.86095191902689,0.343344352687403,2.63443399236729,40.1393799379683,9.26902114950158,4.3304874690168,0.230920885270923,-0.660858904182309,-1.65071465304001,-0.989855748857698,100,98.2743436251548,97.7778345054692
"HER44L","HER44L_2A","HER44L_2A_247",13.45,2868.38,6.78,1,23164,77357,1.38,0.0491228977338832,0.523546673216386,2.302312654317,1.04580063859767,0.5907674806417,39.569786832478,0.143490569696343,0.196491590935533,1.50341921222385,0.416251922902905,2.74829685742725,40.3066302984862,9.08902878860349,4.43464656521121,0.225497113534317,-0.691911849951953,-1.48104321618312,-0.78913136623117,100,98.7667567253125,98.4849464172602
"HER44L","HER44L_2A","HER44L_2A_248",13.5,2924.95,6.78,1,22981,77980,1.56,0.0769428058476532,0.452680174403693,2.36342651962042,0.76558091818415,0.62067196717107,39.0664272890485,0.117978968966402,0.18850987432675,1.60553988202103,0.414208771479867,2.66478584252372,40.8758656065658,8.92408309823031,4.58039948268429,0.218321568627451,-0.525449056459305,-1.65268190073653,-1.12723284427722,100,98.5239805078225,98.1367017183893
"HER44L","HER44L_2A","HER44L_2A_249",13.55,2981.53,6.77,1,24048,85083,1.55,0.0846232502380029,0.419590282430098,2.14966562062927,1.11538145105368,0.57120693910652,42.1223981288859,0.15044133375645,0.224486677714702,1.52674447304397,0.361999459351457,2.78433999741429,38.0181704923428,8.46585099256021,4.49076773566569,0.222679073793551,-0.977673016830289,-1.63378886661123,-0.656115849780938,100,98.5049892457953,97.9948990985273
"HER44L","HER44L_2A","HER44L_2A_250",13.6,3038.1,6.77,1,23729,80962,1.38,0.0284083891208221,0.465650552110867,1.9379461969813,0.800375484795336,0.597811318890344,38.6428200884366,0.156863713841061,0.237148291791211,1.69215187371853,0.224796818260418,2.85442553296608,40.9550159334009,9.04004347718683,4.53040032791365,0.220731045298269,-0.541645508904264,-1.42594856528502,-0.884303056380758,100,98.0126479088955,97.6334576715002
"HER44L","HER44L_2A","HER44L_2A_251",13.65,3094.67,6.77,1,24481,84564,1.37,0.0780473960550589,0.597180833451587,1.68274916039922,0.928290998533655,0.545149236081548,40.8625419800388,0.163190009933305,0.109975876259401,1.5503050943664,0.374864008325056,2.44666761269571,39.4683316777825,8.89030793245353,4.43947858472998,0.225251677852349,-0.441125288507049,-1.03596416881449,-0.594838880307444,100,98.097299087082,97.6976018163758
"HER44L","HER44L_2A","HER44L_2A_252",13.7,3151.24,6.77,1,24313,80542,1.51,0.0695289414218669,0.403516177894763,1.62027265277743,0.51525911946562,0.466837178118249,37.0254028953838,0.150232177000819,0.27066623624941,1.96046783044871,0.217277941943334,2.2112686548633,43.1340170345906,9.41868838618361,4.57962035328236,0.218358711608762,-0.244453337900961,-1.39013313742706,-1.1456797995261,100,97.8359116982444,97.4634352263415
"HER44L","HER44L_2A","HER44L_2A_253",13.75,3207.81,6.77,1,24483,80140,1.49,0.0324432243573746,0.318193161966559,1.51609683054654,0.596456201647118,0.497878712253556,37.0314449713002,0.190915897179935,0.185924631894185,1.80808584976291,0.409283753431495,2.2335912153731,43.913151984028,9.12028949338657,4.81488575728554,0.207689247556263,-0.62834718733303,-1.56123581061622,-0.932888623283193,100,98.1582231095583,97.8537559271275
"HER44L","HER44L_2A","HER44L_2A_254",13.8,3264.38,6.78,1,24162,80315,1.46,0.0510489945838262,0.448235074394571,1.54143061694578,0.7844113801905,0.54908796613335,37.4911286808193,0.212911660337421,0.273921434352238,1.81659714872689,0.389715495237502,2.3768909917201,42.3109008279898,8.93979953931395,4.73286908077994,0.211288329115414,-0.559615787935423,-1.23514842179439,-0.675532633858963,100,97.7015501462989,97.1860798107452
"HER44L","HER44L_2A","HER44L_2A_255",13.85,3320.95,6.79,1,23929,77985,1.36,0.0538565108674745,0.353914214271975,1.66314034750272,0.603962300442393,0.523177534141181,38.3445534397641,0.142335064435468,0.291081618259922,1.85035583766109,0.266717958581779,2.07475796627557,42.7684811181637,8.64781688786305,4.945581257414,0.202200701586064,-0.534457228299268,-1.54740831859929,-1.01295109030003,100,98.1098929281272,97.5841507982304
"HER44L","HER44L_2A","HER44L_2A_256",13.9,3377.52,6.79,1,23902,82760,1.38,0.0483325277912035,0.347994200096665,1.75567907201547,0.640405993233446,0.664572257129048,41.2058965683905,0.206621556307395,0.246495891735138,1.8753020782987,0.405993233446109,2.27887868535524,39.7317544707588,8.1005316578057,4.90483293556086,0.203880542546074,-0.609916526410222,-1.61842518343434,-1.00850865702412,100,97.9652005799903,97.5084581923635
"HER44L","HER44L_2A","HER44L_2A_257",13.95,3434.09,6.8,1,22972,79078,1.36,0.0695515819823466,0.352816206783176,1.5503679910974,0.787829737727307,0.714484433091378,41.4110119122891,0.146690609271858,0.166923796757632,1.3986190849541,0.432484382508409,2.47097802170009,40.3677381825539,8.37906876754597,4.81768789616662,0.207568448092225,-0.803334736966087,-1.48030033467479,-0.676965597708704,100,98.6671387743747,98.2485647082627
"HER44L","HER44L_2A","HER44L_2A_258",14,3490.66,6.8,1,23012,77030,1.51,0.0337530832143321,0.405036998571985,1.68895235622485,0.930806179410619,0.553031286511749,38.2097883941322,0.0804881215110996,0.127223159807867,1.65390107750227,0.563416850577697,2.89627417889134,40.6581851226795,8.8939374269765,4.57144942344183,0.218749002203135,-0.832072652790138,-1.42788529070302,-0.595812637912885,100,97.0530961962872,96.6947942360119
"HER44L","HER44L_2A","HER44L_2A_259",14.05,3547.24,6.81,1,23182,77709,1.44,0.0244501923844085,0.344876397843236,1.96888391306026,0.687179091224955,0.561067572610637,38.681491204365,0.119677257460526,0.17887246007541,1.87880425690718,0.27152582069001,2.87868844020641,41.0634546834987,9.03370265992356,4.54558404558405,0.219993732372297,-0.689408858449338,-1.74203603387562,-1.05262717542629,100,98.1263431520159,97.6926739502503
"HER44L","HER44L_2A","HER44L_2A_260",14.1,3603.81,6.81,1,23602,78836,1.26,0.0431275052006697,0.345020041605358,1.9001471409001,0.819422598812725,0.559389111573393,38.9758485970876,0.173778476837993,0.271449591557157,1.49550966563499,0.485818661525191,2.69546907504186,40.8277944086458,9.16332639910701,4.45556478405316,0.224438437878647,-0.864997437486605,-1.70608409778117,-0.841086660294563,100,98.1784971332894,97.7561012735299
"HER44L","HER44L_2A","HER44L_2A_261",14.15,3660.38,6.82,1,23684,77928,1.5,0.0808438558669541,0.408068986757006,1.50266913047942,0.734010881839647,0.505594908120316,39.4890155014886,0.139872703007905,0.327225130890052,1.78754747972487,0.328508366697464,2.31239092495637,41.1354070423981,8.83251206241659,4.6572715385733,0.214717993511355,-0.587087608599621,-1.30356198081754,-0.716474372217919,100,97.9314238784519,97.5836669746433
"HER44L","HER44L_2A","HER44L_2A_262",14.2,3716.95,6.82,1,23791,78145,1.43,0.0371104997120737,0.382622048755519,1.66869281463945,1.88239810608484,0.811312304050163,37.1386525049587,0.126687567982596,0.234180049907224,1.79282103781432,0.138204619617378,2.46336937743938,41.4818606436752,9.09719111907352,4.55985370656914,0.219305281342547,-1.59325414721075,-1.47274816909591,0.120505978114839,100,97.6889116386205,97.2551026937104
"HER44L","HER44L_2A","HER44L_2A_263",14.25,3773.52,6.81,1,23641,77837,1.5,0.059097858345003,0.371288718732736,1.55453062168378,0.751570589822321,0.593548055551987,38.0718681346917,0.170869894780117,0.265940362552514,1.659878977864,0.409830800262086,2.15707182959261,42.1997250664851,9.42867787812994,4.47567788527047,0.223429841385819,-0.705185159119424,-1.43194895047835,-0.72676379135893,100,98.0240759535953,97.6938987884939
"HER44L","HER44L_2A","HER44L_2A_264",14.3,3830.09,6.81,1,24184,82130,1.54,0.0450505296481188,0.322659198831121,1.86777060757336,1.51588944356508,0.613661268720321,39.9342505783514,0.13758675270912,0.192377937416291,1.60842566662608,0.284914160477292,2.55205162547181,40.2179471569463,8.6837939851455,4.63137969713965,0.215918379703915,-1.54716098291259,-1.75590415594098,-0.208743173028393,100,98.3477413856082,97.9763789114818
"HER44L","HER44L_2A","HER44L_2A_265",14.35,3886.66,6.8,1,25122,86233,1.52,0.0556631451996335,0.321222733756219,1.75802766922176,0.990340125010147,0.543875314554753,40.5448030336414,0.12408242784085,0.179745573040483,1.72903644776362,0.560110398571313,2.59529414493291,39.2297612283001,8.80869272784201,4.45352817272249,0.224541074226256,-1.12591368760123,-1.69981306001498,-0.573899372413747,100,97.7723145431563,97.4406549696752
"HER44L","HER44L_2A","HER44L_2A_266",14.4,3943.23,6.79,1,25252,87177,1.46,0.0470307535244388,0.314303084529176,1.88581850717506,0.960115626828177,0.535691753558852,40.3260034183328,0.191564288745885,0.23630085917157,1.71834314096608,0.426718056368079,2.59586817623915,40.3592690732647,8.26938297945559,4.88056595921764,0.204894270122783,-1.11669596410141,-1.79175946922805,-0.67506350512665,100,98.2736272181883,97.8664097181596
