"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","K","Si","Ca","Ti","Mn","Fe","Ni","Cu","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER44L","HER44L_2A","HER44L_2A_9",1.55,555.96,6.46,1,28456,90588,1.39,-1.55713995270939,-3.63031188137563,0.104973945552457,-0.85460303179961,-0.805961224577264,3.6743385550316,-1.48438059842697,-1.57618814768009,1.28197528970285,-1.83025360933288,0.215571321547966,4.08963947894406,2.37233985512291,5.57003337866238,0.179532137784091,-0.705725962766805,-1.66722903746251,-0.961503074695703
"HER44L","HER44L_2A","HER44L_2A_10",1.6,557.61,6.46,1,28535,90642,1.41,-1.41339300546469,-3.53539416156332,0.125935340782386,-0.722853388311823,-0.9571555719831,3.63693030711062,-1.78053924927072,-1.51183307827794,1.24701220883545,-1.72924595488317,0.32028850962874,4.0489369661588,2.27131107723877,5.91643781875245,0.16902062197467,-0.693147180559945,-1.54343234712688,-0.850285166566939
"HER44L","HER44L_2A","HER44L_2A_11",1.65,559.27,6.45,1,28549,91606,1.39,-1.42185773994306,-3.51124961247607,0.0406639865647133,-0.682753258297988,-0.883686662286542,3.5769922073543,-1.83228563739335,-1.60616145794101,1.25024032776698,-1.3830179066268,0.228322955953389,3.98346977097588,2.24132302634957,5.71018542037084,0.175125661669855,-0.741700405976936,-1.46633706879343,-0.724636662816491
"HER44L","HER44L_2A","HER44L_2A_12",1.7,560.92,6.45,1,28465,90907,1.44,-1.38939971649958,-4.70617975634915,0.178784329241718,-0.67320414050334,-0.823144287794254,3.63318462788525,-1.82377616810216,-1.48730393148095,1.28778167095742,-0.799887425629987,0.199095022089281,4.06881786874007,2.33523190744566,5.6615,0.176631634725779,-0.718855537270152,-1.57229836548464,-0.853442828214491
"HER44L","HER44L_2A","HER44L_2A_13",1.75,562.58,6.45,1,28362,90324,1.42,-1.3942645792307,-4.08158864981579,0.233846074908673,-0.637724821834737,-0.794335527502857,3.66284789283852,-1.60311289035809,-1.83435365190491,1.26037748140125,-1.49904353046388,0.35652745150913,4.056706460877,2.2741182895764,5.94588455371459,0.168183554686622,-0.759329087441246,-1.63233173229995,-0.873002644858706
"HER44L","HER44L_2A","HER44L_2A_14",1.8,564.23,6.45,1,27526,85967,1.4,-1.56129609070993,-3.8321324853894,0.0673117378318891,-0.761176790597818,-0.966366538295432,3.58559805590389,-1.36297419256954,-1.11165976428863,1.29850560110156,-1.94128211351711,0.159163700933257,4.08869988790458,2.33760899169269,5.76150627615063,0.17356572258533,-0.803689054959769,-1.63381371843224,-0.830124663472476
"HER44L","HER44L_2A","HER44L_2A_15",1.85,565.89,6.45,1,27707,87453,1.42,-1.38551210362519,-4.30867368434434,0.228217660890453,-0.779376300054873,-1.00545671104239,3.60287025178443,-1.60062348324213,-1.30299107993719,1.3704745093535,-1.64841414707848,0.38907568293684,4.08161751987077,2.35879188448861,5.60091568103777,0.178542234332425,-0.608589792531882,-1.61804937576902,-1.00945958323714
"HER44L","HER44L_2A","HER44L_2A_16",1.9,567.54,6.45,1,28175,89327,1.39,-1.28436996112788,-3.34869786499766,0.451722963849181,-0.75943119988542,-0.756432696889163,3.73663439974767,-1.74729212426083,-1.6188137994877,1.40764714878755,-3.10183778706614,0.526661156058891,4.1117694256031,2.38244033966839,5.63747242766316,0.17738445958387,-0.527020309685971,-1.74028713983868,-1.21326683015271
"HER44L","HER44L_2A","HER44L_2A_17",1.95,569.2,6.45,1,28976,97181,1.3,-1.43436742605094,-2.81584250073488,0.154571964834817,-0.79327660744705,-0.821665610709736,3.73306514605954,-1.86181144087788,-1.89955176886073,1.17349760778793,-1.93877248201401,0.347683229050152,3.93000452197913,2.22646536698367,5.49391304347826,0.182019626464071,-0.643385671000882,-1.5927953354591,-0.949409664458221
"HER44L","HER44L_2A","HER44L_2A_18",2,570.85,6.45,1,28447,90988,1.43,-1.32418710265609,-3.52141167999231,0.236612149282835,-0.774723686184682,-0.760251653576148,3.70357344096563,-1.55620832800231,-1.4139571020848,1.39257921128649,-2.48531974830553,0.079629609156006,4.09274348234841,2.3309214077625,5.82366771159875,0.171713093796259,-0.551607008324617,-1.56480154583837,-1.01319453751376
"HER44L","HER44L_2A","HER44L_2A_19",2.05,572.51,6.45,1,28573,95467,1.41,-1.56172939561812,-3.11310350709746,0.0660181290113173,-0.841770957607517,-1.11370467309116,3.68202847875575,-1.66467736487056,-1.42480701975104,1.12988207914093,-1.43433090126229,0.170310838908314,3.92826328950424,2.17762100397761,5.75891472868217,0.173643828240678,-0.72275903460659,-1.63212932363617,-0.909370289029581
"HER44L","HER44L_2A","HER44L_2A_20",2.1,574.16,6.45,1,28681,93130,1.4,-1.48338326198741,-3.58751741625761,0.102611257256755,-0.784157035351078,-1.11941788478599,3.82732651269361,-2.1059128753334,-1.67797491137317,1.27190731606974,-1.21261166168394,0.288878411527382,4.13010084298043,2.3501507062447,5.9302110817942,0.168628061667149,-0.70230754995861,-1.59086152686116,-0.888553976902555
"HER44L","HER44L_2A","HER44L_2A_21",2.15,575.82,6.45,1,28812,91494,1.46,-1.59247958896701,-3.11230534271142,0.104282151638769,-0.784331015712554,-1.13822431668941,3.64996162952211,-1.75499851846478,-1.52598984769817,1.21503880208819,-1.50286743027732,0.0573802379660096,4.05913201336029,2.3254012259453,5.6623166790952,0.176606159046511,-0.811628784180469,-1.70188522168875,-0.890256437508279
