"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Si","S","Cl","K","Ca","Ti","V","Mn","Fe","Ni","Cu","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER44L","HER44L_2A","HER44L_2A_11",1.65,559.27,6.45,1,28549,91606,1.39,-0.821664444406611,-1.53388160487676,-0.0493188938795789,-1.06429920735684,-0.970636642110716,-1.16195827842586,-1.06176549853402,-0.964085902536844,-1.38018588908691,-0.332628852683487,-0.7694361472171,-0.100654078619775,2.04978541079741,-0.970743095595236,-1.08698906101026,NA,-1.23154993758441,52836,5.71018542037084,0.175125661669855,-0.741700405976936,-1.46633706879343,-0.724636662816491
"HER44L","HER44L_2A","HER44L_2A_12",1.7,560.92,6.45,1,28465,90907,1.44,-0.966979540653637,-1.67766426421795,-1.08194091090049,-1.09244805284342,-0.942350032365648,-1.21495615658761,-1.44386923391151,-0.989875940124315,-1.42460580664034,-0.51436226192758,-0.70650121289672,-0.827302786598161,1.81287726786653,-0.360435280808717,-1.15810670335358,NA,-1.19321206872716,53292,5.6615,0.176631634725779,-0.718855537270152,-1.57229836548464,-0.853442828214491
"HER44L","HER44L_2A","HER44L_2A_13",1.75,562.58,6.45,1,28362,90324,1.42,-0.917300928293416,-1.41186574302258,-0.23540652777824,-1.08872384296716,-0.90413231039395,-1.18217440434782,-1.58995633877014,-0.947002792286084,-1.36055519807745,0.0821346406683764,-1.24956091624583,-1.07713624001984,1.7394207331809,-1.13391980145491,-1.04987160852395,NA,-1.40827659684905,51983,5.94588455371459,0.168183554686622,-0.759329087441246,-1.63233173229995,-0.873002644858706
"HER44L","HER44L_2A","HER44L_2A_14",1.8,564.23,6.45,1,27526,85967,1.4,-0.891684069037524,-1.35316303972973,-1.28239190856961,-1.18302808626702,-1.01009188912444,-1.28383081732977,NA,-1.14462818130052,-1.52256501803811,0.746954205450653,0.108146812539188,-0.429444252108964,1.76872516669101,-1.42962884476086,-1.19213843206197,NA,-1.27126163083981,51712,5.76150627615063,0.17356572258533,-0.803689054959769,-1.63381371843224,-0.830124663472476
"HER44L","HER44L_2A","HER44L_2A_15",1.85,565.89,6.45,1,27707,87453,1.42,-0.940949528997188,-1.9808482760422,-0.155552154328393,-1.09712559672964,-0.921837065924194,-1.29051326551266,-0.859440256974808,-1.17213172052238,-1.48796407812884,0.0182210926750386,-0.349944629264393,0.342432096817438,2.16309132793218,-1.25918904499496,-1.0445567244895,NA,-1.14457353773212,51903,5.60091568103777,0.178542234332425,-0.608589792531882,-1.61804937576902,-1.00945958323714
"HER44L","HER44L_2A","HER44L_2A_16",1.9,567.54,6.45,1,28175,89327,1.39,-0.814929220001753,-1.66146463542085,-0.200202663559907,-1.05934594384121,-0.800102466958387,-1.29660628298979,-1.87734974419658,-0.965292276561206,-1.33096782581386,-0.437481840534917,-1.01231153093141,-0.0933318009550776,2.19962426128167,-1.76777660769205,-0.965238348184319,NA,-1.17404724996203,51155,5.63747242766316,0.17738445958387,-0.527020309685971,-1.74028713983868,-1.21326683015271
"HER44L","HER44L_2A","HER44L_2A_17",1.95,569.2,6.45,1,28976,97181,1.3,-0.59738464380477,-1.32969030479636,-0.52861675805881,-1.04148488499743,-0.875555808589795,-1.20226186851393,-0.593537283627022,-0.835164152049334,-1.01983179293706,-0.273356805013744,-1.16307365374277,-0.0136652195182303,1.93298514916688,-1.34437632804933,-0.963053899312962,NA,-1.05604884402411,52276,5.49391304347826,0.182019626464071,-0.643385671000882,-1.5927953354591,-0.949409664458221
"HER44L","HER44L_2A","HER44L_2A_18",2,570.85,6.45,1,28447,90988,1.43,-0.844398706368825,-1.67162032447928,-0.241927598845275,-1.07062975724461,-0.923386541057849,-1.29434842577344,-1.56847845612218,-0.949085918356235,-1.35319806026531,0.113573443610644,-0.61004132904605,-0.187208694572705,2.22038895243364,-1.63517393402038,-1.236378230838,NA,-1.31842438669202,52242,5.82366771159875,0.171713093796259,-0.551607008324617,-1.56480154583837,-1.01319453751376
"HER44L","HER44L_2A","HER44L_2A_19",2.05,572.51,6.45,1,28573,95467,1.41,-0.706251520318688,-1.32245895291626,-1.57555499946411,-1.10871146353648,-0.926855893977206,-1.23357906913692,-0.896241189370019,-1.13308205618695,-1.11152115010735,0.280942513972982,-0.277263434150435,-0.400411878922678,1.72965497541685,-0.967091467176536,-1.08883503754254,NA,-1.26927327895001,52314,5.75891472868217,0.173643828240678,-0.72275903460659,-1.63212932363617,-0.909370289029581
"HER44L","HER44L_2A","HER44L_2A_20",2.1,574.16,6.45,1,28681,93130,1.4,-0.861894507015846,-1.27736080987669,-0.269011014737311,-1.16705344232163,-1.01301486347112,-1.32147960173692,-0.750502645791446,-1.29884743622847,-1.21126733516032,-1.17636009674297,-1.13138784918828,-1.10435723712232,1.45359543800184,-0.947981892560291,-1.14117385698204,NA,-1.39696069032701,52531,5.9302110817942,0.168628061667149,-0.70230754995861,-1.59086152686116,-0.888553976902555
"HER44L","HER44L_2A","HER44L_2A_21",2.15,575.82,6.45,1,28812,91494,1.46,-0.744717523530191,-1.6166585455588,-0.530773885907385,-1.18362889110045,-0.976877234208921,-1.27988520395397,-1.88586958495315,-1.26031931806307,-1.38434279912687,-0.328390347336366,-0.760956525016018,-0.0431071312247206,1.5172199288618,-1.13869193962401,-1.23056476432128,NA,-1.19386060838529,53605,5.6623166790952,0.176606159046511,-0.811628784180469,-1.70188522168875,-0.890256437508279
"HER44L","HER44L_2A","HER44L_2A_22",2.2,577.47,6.45,1,28530,89594,1.29,-0.808283133148398,-1.70516714648607,-1.31397865744943,-1.15687495639732,-0.989237453333275,-1.31202595693852,-1.57895961067697,-1.18812726765205,-1.47158923179316,-0.527403320732405,-0.955846837425933,-0.688350616145604,1.36509998275035,-1.25867716230348,-1.30386869130928,NA,-1.28846584838715,53431,5.78402742508888,0.172889913291626,-0.696101392457377,-1.6165134136503,-0.920412021192924
"HER44L","HER44L_2A","HER44L_2A_23",2.25,579.13,6.45,1,28635,89397,1.33,-0.717128942300835,-1.53551216705637,-0.787756976283718,-1.04465651653609,-0.960747103490393,-1.33844744856868,-1.93153812749324,-1.2500742149386,-1.54209388880375,-0.130262043344277,-0.498110966581649,-0.473007063527368,1.72268520248614,-0.969708342602853,-1.14593154507215,NA,-1.37654825748471,54030,5.90214614205416,0.169429894809748,-0.427037593362292,-1.44966397505248,-1.02262638169019
"HER44L","HER44L_2A","HER44L_2A_24",2.3,580.78,6.45,1,28625,88780,1.56,-0.824798231475317,-1.42892325603647,-0.14990536814858,-1.09442479200727,-1.00794125168122,-1.21930572631526,-1.03426996398766,-0.957153695603438,-1.53927429545556,0.13328325531248,-0.993584062839544,-0.855537852085521,2.14175823046566,-1.57103477874495,-1.21989278948205,NA,-1.47762093207214,53265,6.04377148902407,0.165459597838216,-0.716195575996236,-1.44905020615129,-0.732854630155058
"HER44L","HER44L_2A","HER44L_2A_25",2.35,582.44,6.45,1,28611,88974,1.3,-0.786104919142749,-1.29331191733768,-0.898241289293442,-1.0885286983289,-0.918394081791651,-1.22029865218273,-1.7783108122155,-1.12250272896171,-1.56152719410605,-0.363846697687425,-0.397599294289294,-0.823835998883193,2.20270775875176,-1.32961986672357,-1.21036531364343,NA,-1.33251510677929,53741,5.84250063661828,0.171159587682786,-0.703299552023963,-1.6073950108043,-0.904095458780337
"HER44L","HER44L_2A","HER44L_2A_26",2.4,584.09,6.45,1,28117,86446,1.4,-0.897145911960921,-1.68441117053067,-0.997034919245324,-1.23091215226175,-1.02560652808716,-1.34066663329004,-1.32483014497612,-1.22474492388437,-1.67038203076595,-0.321658844092019,-0.429535145414297,-0.496904311942026,1.89500962465096,-1.41147736705043,-1.20194646543865,NA,-1.50735092092195,53682,6.08673267326733,0.164291756132474,-0.8240527511068,-1.72051631550637,-0.896463564399567
"HER44L","HER44L_2A","HER44L_2A_27",2.45,585.75,6.45,1,28602,88955,1.35,-0.819129008628073,-1.49842248109146,-0.6607113025527,-1.1265998366553,-1.00238807521627,-1.34377665314235,-1.60759224890625,-1.3127106927864,-1.5772950720613,-0.720774637108692,-0.296453788979013,-0.384293168633275,1.67262927895399,-1.50043077719641,-1.22341914846307,NA,-1.32895585498734,54148,5.83773203687334,0.171299400809016,-0.574339029488317,-1.52510550713153,-0.950766477643211
"HER44L","HER44L_2A","HER44L_2A_28",2.5,587.4,6.45,1,28855,90200,1.42,-0.664934109226279,-1.60136397142545,0.170771488460329,-1.08029093225826,-1.01910115515661,-1.31440380335063,-1.52495655066593,-1.2793806715079,-1.526681388421,-0.611042564092472,-1.26688797502297,-0.501979610347859,2.23011918853833,-1.67734599736161,-1.28314186737517,NA,-1.4485328256171,54310,6.00232078390923,0.166602225372685,-0.535276719630155,-1.39859463920154,-0.863317919571387
"HER44L","HER44L_2A","HER44L_2A_29",2.55,589.06,6.46,1,29201,91379,1.41,-0.794663359778738,-1.68375131272989,-0.734008988163118,-1.19587163603496,-1.03823369327409,-1.34473739562556,-0.846206442826419,-1.10437537524962,-1.43241166676139,-0.604164553840016,-1.43389161601839,-0.593313699759194,1.71030409314811,-1.23896044216082,-1.22539647567876,NA,-1.29534157832189,53971,5.79307740717432,0.172619823577978,-0.727796315973119,-1.60429651293368,-0.876500196960562
"HER44L","HER44L_2A","HER44L_2A_30",2.6,590.71,6.46,1,28830,89629,1.44,-0.81336746176208,-1.4547736867383,-0.478097635083226,-1.08719889678949,-1.02407703672258,-1.25013156766964,-1.74049633801228,-1.17914609391448,-1.56844909414482,-0.176336259390776,-0.668709843852856,-0.834702763230463,1.77530386902981,-1.06224327442267,-1.28101262991303,NA,-1.45016278340987,54482,6.00462843918745,0.166538198013018,-0.654925967739748,-1.40118297361364,-0.746257005873894
"HER44L","HER44L_2A","HER44L_2A_31",2.65,592.37,6.46,1,29030,90441,1.4,-0.890627108850518,-1.42871952373458,-1.83286106212984,-1.26364966868476,-1.06520781305394,-1.27358416079709,-1.86836561678911,-1.25369839590777,-1.47826611019865,0.130327501605027,-1.55426888947133,-0.245777093882381,1.75062858130575,NA,-1.33724101905971,NA,-1.52828634646755,54220,6.11735363612497,0.16346937899661,-1.0307010830519,-1.72249599836183,-0.691794915309932
"HER44L","HER44L_2A","HER44L_2A_32",2.7,594.02,6.46,1,29874,97486,1.46,-0.876788661325598,-1.72955234474216,-0.719259086042942,-1.09757314800434,-0.975137061337975,-1.21068423346759,-0.981663744267231,-1.03369961165716,-1.22655602609408,0.234913392631245,-1.60888398253424,-0.916104023185872,2.19891035631236,NA,-1.40110684120712,NA,-1.42998417406906,55070,5.97618444388143,0.167330846192979,-0.735180562266498,-1.52077227534844,-0.785591713081947
"HER44L","HER44L_2A","HER44L_2A_33",2.75,595.68,6.47,1,29450,91637,1.32,-0.899031477107131,-1.81339408477149,-2.13857220890909,-1.13565439519405,-0.981956379943889,-1.31975017212832,-1.46448852002137,-1.00072627197483,-1.45711687619234,0.906901449723399,-0.116664150302375,-0.272737394106659,2.1045115398765,-1.55782518786364,-1.28911402313265,NA,-1.65796271856002,54278,6.31410861069937,0.158375482852082,-0.636634970296603,-1.58496505591537,-0.948330085618772
"HER44L","HER44L_2A","HER44L_2A_34",2.8,597.33,6.47,1,29390,92158,1.34,-0.905839499094803,-1.91052462251441,-1.65689837206567,-1.17354758326805,-1.04191220101068,-1.32656187168492,-0.986566849364508,-1.23667284772146,-1.41755245637505,-0.198326208370978,-0.563013039192051,-0.525847127705647,2.13802768235498,-1.41094436471031,-1.27074805173692,NA,-1.29658109431191,54480,5.79471189822898,0.172571133399337,-0.708095141995818,-1.5434525620111,-0.835357420015286
"HER44L","HER44L_2A","HER44L_2A_35",2.85,598.99,6.46,1,29279,90927,1.35,NA,-1.84789669749325,-0.752482956751466,-1.09609329184875,-1.02782113959229,-1.23995489976647,-1.24210417931362,-1.09255819116192,-1.46245752485211,-0.0661542015122672,-1.0898509453159,-0.700467807241685,2.19351246431138,-1.58000375490201,-1.26330980599246,NA,-1.49149432668712,53967,6.06374345549738,0.1649146286183,-0.688005781059527,-1.41036138720253,-0.722355606143001
"HER44L","HER44L_2A","HER44L_2A_36",2.9,600.64,6.46,1,29371,91272,1.45,-0.952519872001814,-1.46325759108952,-0.50065842238884,-1.1388876608486,-0.968256259641496,-1.29423157163737,-1.20038631820318,-1.13240346865029,-1.47212619229387,-0.052748690425248,-0.517821596443232,-0.738187980514082,2.14133717654292,-0.445575780374475,-1.24895752606274,NA,-1.45109844041486,54128,6.00595392182242,0.16650144390328,-0.687544925011276,-1.61833674757623,-0.930791822564955
"HER44L","HER44L_2A","HER44L_2A_37",2.95,602.3,6.46,1,29344,90978,1.31,-0.961011578809149,-1.28683243791936,-0.623803351448824,-1.14480209894117,-1.01894724883614,-1.27212610177795,-1.38122896400208,-1.1522560768396,-1.5291639290244,0.0358793624575356,-0.544088733021753,-0.638922295352388,1.65432242618198,-1.64075350937445,-1.23965041652246,NA,-1.51478688477055,54701,6.09757363435838,0.163999659531004,-0.736869991573777,-1.52920896768022,-0.792338976106446
"HER44L","HER44L_2A","HER44L_2A_38",3,603.95,6.47,1,28992,88810,1.39,-0.634524484459938,-1.55278700312209,1.22670215103902,-1.09953127777543,-1.01708808716091,-1.38496873886667,-1.50453429165769,-1.04590983108118,-1.61122651618674,0.322554769197121,-0.507293569453173,-1.45468760261732,2.11330676565325,-1.00461814414553,-1.25870481431213,NA,-1.46126568218048,54387,6.02039499160966,0.166102058319039,-0.440733246945622,-1.43995664211332,-0.999223395167701
"HER44L","HER44L_2A","HER44L_2A_39",3.05,605.61,6.47,1,29049,89440,1.3,-0.748069401506754,-1.54969816145552,-1.61488145600419,-1.24957822635334,-1.08507023425944,-1.34515998583693,NA,-1.19293845300292,-1.65054091530679,-0.184460965236265,-1.00210205626658,-0.870587641227708,2.06267350786352,-1.25969035794649,-1.249029191167,NA,-1.40221927651472,55486,5.93748437109277,0.168421495956873,-0.866500067371139,-1.63482714643892,-0.76832707906778
"HER44L","HER44L_2A","HER44L_2A_40",3.1,607.26,6.48,1,29211,90620,1.38,-0.878729043330554,-1.66192366527657,-0.510757285629406,-1.26499598852885,-1.08363214447496,-1.28470362004787,-1.53945931277598,-1.21628759939955,-1.63874443852982,-0.738491629710927,-0.807808077923147,-1.19029125353311,2.08640436016773,-1.17146723233893,-1.18995653614766,NA,-1.41266421142116,55887,5.95198407762159,0.16801120214011,-1.01630364120539,-1.68227523638637,-0.66597159518098
"HER44L","HER44L_2A","HER44L_2A_41",3.15,608.91,6.49,1,29698,92701,1.3,-0.849756174493655,-1.46188036370891,-0.164612138256191,-1.12381688354336,-1.04886903360156,-1.34541777123661,-1.79202109456241,-1.09192167664452,-1.58019366596703,-0.104206820401674,-1.09818981230299,-0.517841759982406,2.22625341501976,NA,-1.18728411967053,NA,-1.40166932661943,56347,5.93672288563339,0.168443098871931,-0.565550523455237,-1.41958808921935,-0.854037565764117
"HER44L","HER44L_2A","HER44L_2A_42",3.2,610.57,6.49,1,29499,92108,1.32,-0.856502651382765,-1.53103587337337,-0.561274582332567,-1.27109832800368,-1.04840931742827,-1.40070410374463,-1.22890627063948,-1.09601938680787,-1.55390689370574,0.0806147644332034,-1.48178240543073,-0.450508426961569,1.90840431686329,-1.15258696451168,-1.22145598594794,NA,-1.57508366469758,55749,6.18692793605775,0.161631105184197,-0.820077889153116,-1.7829488395459,-0.962870950392784
"HER44L","HER44L_2A","HER44L_2A_43",3.25,612.22,6.49,1,29320,89258,1.43,-0.886778952390994,-1.48343868749451,-1.22409590722162,-1.24347607116315,-1.05434496228864,-1.29338749501055,-1.41666092802138,-1.23638241105663,-1.68353604826203,-0.28228386855406,-0.937875057025348,-0.994834329634948,1.99410735840538,-1.07724207189238,-1.37034572721912,NA,-1.52410284463237,55887,6.11121007761802,0.163633713667028,-0.940983344464527,-1.69076185026369,-0.749778505799159
"HER44L","HER44L_2A","HER44L_2A_44",3.3,613.88,6.5,1,29602,90374,1.51,NA,-1.51174521434101,0.0273696774285376,-1.25638287187312,-1.07499644420078,-1.37934440631814,-1.52484399308576,-1.08407774202694,-1.68925848493679,0.0562066993330422,-1.47097540177126,-0.728551227493073,2.19522510182602,-0.924750868885337,-1.33381339863281,NA,-1.31892085551754,56717,5.82432920226206,0.171693591703508,-0.820408960170873,-1.67843078392105,-0.858021823750179
"HER44L","HER44L_2A","HER44L_2A_45",3.35,615.53,6.5,1,29887,92072,1.29,-0.666438822915353,-1.72894275845476,-0.613217193965473,-1.2494915240524,-1.0554969343934,-1.3031637357172,-1.46818547384869,-0.851112136895415,-1.63880483607593,-0.492305017576984,-0.651949895775015,-0.662927456909361,2.43894779197137,NA,-1.33106936201724,NA,-1.45566774156856,56955,6.01243536074858,0.166321954416071,-0.940983344464527,-1.70474809223843,-0.763764747773899
"HER44L","HER44L_2A","HER44L_2A_46",3.4,617.19,6.51,1,29624,91243,1.43,-0.704131712869989,-1.63710432951949,-1.21113863746406,-1.16247725622163,-1.08292261527021,-1.31113041260771,NA,-1.00853437154264,-1.61055838441734,-0.0267377605953563,-0.742679585901696,-0.790161371836639,2.40418623802781,-1.49247200425838,-1.24954440963104,NA,-1.45479801946979,55711,6.01120060407752,0.166356118496807,-0.710144756928516,-1.42276404090128,-0.712619283972766
"HER44L","HER44L_2A","HER44L_2A_47",3.45,618.84,6.51,1,29199,89151,1.43,-0.886237609929066,-1.87862240423666,-1.04831898779959,-1.23430041827131,-1.04686981351368,-1.36351099433819,-1.58097955858624,-1.1500819744064,-1.68915950982481,-0.392524016317356,-0.332185449216029,-1.38908980711147,2.06916717221321,-1.42947832634934,-1.30477539527441,NA,-1.45434436273946,55783,6.01055674249089,0.166373938861707,-0.790310929013593,-1.68286538098892,-0.892554451975324
"HER44L","HER44L_2A","HER44L_2A_48",3.5,620.5,6.51,1,28777,85573,1.37,-0.870247997530006,-1.74423879654133,-0.950018347487161,-1.27305401146944,-1.08613257765127,-1.28412851196149,-1.74617613112551,-1.18530254438311,-1.81373281420583,0.0379723488857521,-1.01443734396232,-0.993841646988476,1.88570794549601,-1.75041157010898,-1.25081332765095,NA,-1.54665942662168,55284,6.14448177823727,0.162747654902621,-1.04100473940628,-1.69987851739847,-0.658873777992185
"HER44L","HER44L_2A","HER44L_2A_49",3.55,622.15,6.51,1,28751,85287,1.28,-0.848109371749289,-1.58867935881333,-1.08571477157482,-1.29231535472601,-1.09517627029911,-1.41762113133295,-1.22465300004591,-1.29776499857964,-1.86879967015054,-0.630551614834605,-0.48355395891148,-0.824438919253627,1.9744826328698,-1.39050984256179,-1.25701348732306,NA,-1.31840135566252,55947,5.82363702890596,0.171713998492083,-0.849599357375483,-1.73649679055301,-0.886897433177523
"HER44L","HER44L_2A","HER44L_2A_50",3.6,623.81,6.5,1,29092,88866,1.54,-0.795387468918652,-1.34848234687931,-0.633786431794836,-1.20377126791847,-1.07670078302452,-1.282825481425,-1.81066621276551,-0.97835125415465,-1.73495015930678,-0.289066470345255,-0.889591501682438,-1.1293475775968,1.80626286070698,-1.38713654023043,-1.12102320306162,NA,-1.44485193539781,55802,5.99711598746082,0.166746816651682,-0.8553515951943,-1.53503962238024,-0.679688027185941
"HER44L","HER44L_2A","HER44L_2A_51",3.65,625.46,6.49,1,28961,87106,1.3,-0.932419070939034,-1.85637912121742,-0.1673698720126,-1.22255704516083,-1.06651236164575,-1.30427187923004,-1.23357978250103,-1.04728131045475,-1.81756030276419,-0.84146475910328,-1.25282896111787,-0.91369196533533,1.74645467714586,-1.57654561729748,-1.23660409231112,NA,-1.45155163446723,56298,6.00659614187928,0.166483641713114,-0.866715946244305,-1.60682010989202,-0.740104163647716
"HER44L","HER44L_2A","HER44L_2A_52",3.7,627.12,6.49,1,29125,86866,1.47,-0.873415274085981,-1.62073516545278,-1.12989875733658,-1.20528120737414,-1.05238745691609,-1.3338345336801,-1.32166133284877,-0.716221642379636,-1.84118236849189,-0.634601214941025,-1.38432914287105,-1.35557205929296,1.86818464129706,-1.63311297338017,-1.34650723396877,NA,-1.5106095407051,56590,6.09147869674185,0.164163752314339,-0.770798114790011,-1.59567909626267,-0.824880981472661
"HER44L","HER44L_2A","HER44L_2A_53",3.75,628.77,6.49,1,29308,87352,1.38,-0.895406036210836,-1.44107118750955,-0.877099707181894,-1.18649644016707,-1.11104104702825,-1.41659343254807,-1.54610179492776,-1.01741534907681,-1.79603109300167,-0.219623766758954,-1.17697156324602,-0.576239766354929,1.96497097566205,-1.33135833046774,-1.32793890059768,NA,-1.5385519349079,56368,6.13248133620144,0.163066130197049,-0.563011376936561,-1.40691364832263,-0.843902271386065
"HER44L","HER44L_2A","HER44L_2A_54",3.8,630.43,6.48,1,29578,89505,1.41,NA,-1.58750090434923,-1.38546504537036,-1.32186865733969,-1.06942106279467,-1.27176410480256,-1.5501616000106,-1.10094262626672,-1.73318942267672,-0.57754855030878,-0.672839466227497,-0.756624608476075,2.04071751010119,-1.74644001750766,-1.32431520935737,NA,-1.56814194444824,56759,6.17650777595145,0.161903787103378,-1.2186472152552,-1.89755467300401,-0.67890745774881
"HER44L","HER44L_2A","HER44L_2A_55",3.85,632.08,6.48,1,29639,90629,1.46,-0.771347668389381,-1.55421086889512,-0.869045262160917,-1.30072406334205,-1.06184329587834,-1.36242896517376,-1.10440412612238,-0.713992395172451,-1.73159582641811,-0.468894786442073,-0.851906291751796,-0.626498124841406,1.64098493164488,-1.144243281863,-1.27510362981749,NA,-1.41497545921966,57290,5.95520213670025,0.167920412614927,-0.987860924375407,-1.84412745474537,-0.856266530369964
