"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Si","S","Cl","K","Ca","Ti","V","Mn","Fe","Ni","Cu","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER44L","HER44L_2A","HER44L_2A_1",1.05,539.41,6.49,1,28946,95148,1.45,0.0707395498392283,0.144694533762058,0.228295819935691,0.446945337620579,2.05787781350482,1,0.0707395498392283,1.02572347266881,110.199356913183,0.504823151125402,0.520900321543408,0.520900321543408,8.43729903536977,0.340836012861736,2.69131832797428,147.019292604502,25.8327974276527,53757,5.69118745332338,0.175710255232596,-0.805318979048542,-1.52699424322303,-0.721675264174483
"HER44L","HER44L_2A","HER44L_2A_0",1.1,541.07,6.49,1,29307,97267,1.51,NA,0.138513513513514,0.266891891891892,0.543918918918919,2.35472972972973,1,0.0777027027027027,1.13513513513514,120.89527027027,0.547297297297297,0.638513513513513,0.516891891891892,8.98986486486486,0.239864864864865,2.78716216216216,156.527027027027,26.8885135135135,54291,5.82133433848473,0.171781921781922,-0.608955089339597,-1.46538104577606,-0.856425956436463
"HER44L","HER44L_2A","HER44L_2A_1",1.15,542.72,6.49,1,29547,97239,1.53,NA,0.0884146341463415,0.23780487804878,0.402439024390244,2.03353658536585,1,0.179878048780488,0.902439024390244,107.59756097561,0.585365853658537,0.399390243902439,0.454268292682927,8.74085365853658,0.481707317073171,3.08536585365854,141.40243902439,23.6646341463415,54142,5.97526410718887,0.167356619232428,-0.910211685797773,-1.61998812332925,-0.70977643753148
"HER44L","HER44L_2A","HER44L_2A_2",1.2,544.38,6.49,1,29993,99524,1.57,0.078167115902965,0.0835579514824798,0.185983827493261,0.487870619946092,2.05390835579515,1,0.110512129380054,0.716981132075472,101.385444743935,0.226415094339623,0.45822102425876,0.280323450134771,7.9622641509434,0.258760107816712,2.18867924528302,125.33153638814,21.3234501347709,54409,5.87763873088105,0.170136349950536,-0.717705031341609,-1.43744952442082,-0.719744493079211
"HER44L","HER44L_2A","HER44L_2A_3",1.25,546.03,6.48,1,29560,96377,1.4,0.0171990171990172,0.105651105651106,0.132678132678133,0.385749385749386,1.87714987714988,1,0.0909090909090909,0.727272727272727,84.953316953317,0.292383292383292,0.469287469287469,0.26044226044226,6.71007371007371,0.722358722358722,2.31695331695332,113.194103194103,19.6265356265356,54058,5.76740110165248,0.173388322118515,-0.952567380094287,-1.58232198381821,-0.629754603723926
"HER44L","HER44L_2A","HER44L_2A_4",1.3,547.69,6.48,1,29525,97230,1.66,0.0455486542443064,0.0890269151138716,0.204968944099379,0.463768115942029,1.76811594202899,1,0.0766045548654244,0.697722567287785,73.5134575569358,0.227743271221532,0.345755693581781,0.265010351966874,5.74534161490683,0.447204968944099,2.00414078674948,94.1697722567288,16.4616977225673,53435,5.72053829706955,0.174808723946882,-0.768370601797533,-1.33828514193353,-0.569914540135997
"HER44L","HER44L_2A","HER44L_2A_5",1.35,549.34,6.48,1,28845,93709,1.33,0.0257611241217799,0.0913348946135831,0.147540983606557,0.409836065573771,2.25292740046838,1,0.0608899297423888,0.807962529274005,77.9742388758782,0.320843091334895,0.377049180327869,0.161592505854801,6.54566744730679,0.351288056206089,2.01170960187354,105.067915690867,17.8149882903981,52471,5.89772577888787,0.169556883024251,-0.89199803930511,-1.70422847674219,-0.812230437437082
"HER44L","HER44L_2A","HER44L_2A_6",1.4,551,6.48,1,28731,94153,1.43,0.0154798761609907,0.0619195046439628,0.148606811145511,0.603715170278638,2.80804953560372,1,0.222910216718266,1.11455108359133,102.795665634675,0.687306501547988,0.241486068111455,0.634674922600619,8.09907120743034,0.442724458204334,3.08359133126935,138.634674922601,25.2074303405573,52921,5.49975436010808,0.181826302507872,-0.50465276465891,-1.53714289155139,-1.03249012689248
"HER44L","HER44L_2A","HER44L_2A_7",1.45,552.65,6.47,1,28335,90730,1.53,0.0890207715133531,0.13353115727003,0.195845697329377,0.489614243323442,2.52522255192878,1,0.115727002967359,0.818991097922849,92.1839762611276,0.513353115727003,0.519287833827893,0.632047477744807,7.64094955489614,0.293768545994065,2.59347181008902,131.373887240356,22.7804154302671,51950,5.7669662628631,0.173401395884625,-0.714137456451781,-1.64046665467279,-0.926329198221012
"HER44L","HER44L_2A","HER44L_2A_8",1.5,554.31,6.47,1,28270,89696,1.4,0.0941828254847645,0.113573407202216,0.191135734072022,0.390581717451524,2.24930747922438,1,0.10803324099723,0.786703601108033,81.8310249307479,0.434903047091413,0.368421052631579,0.484764542936288,7.14681440443213,0.45983379501385,2.67313019390582,123.628808864266,21.8476454293629,52517,5.65867883859516,0.176719695272238,-0.940118067954713,-1.75074044978351,-0.810622381828797
"HER44L","HER44L_2A","HER44L_2A_9",1.55,555.96,6.46,1,28456,90588,1.39,0.059375,0.14375,0.240625,0.49375,2.615625,1,0.115625,1.05,92.946875,0.53125,0.484375,0.3,8.49375,0.375,2.921875,140.8,25.278125,53145,5.57003337866238,0.179532137784091,-0.705725962766805,-1.66722903746251,-0.961503074695703
"HER44L","HER44L_2A","HER44L_2A_10",1.6,557.61,6.46,1,28535,90642,1.41,0.0575916230366492,0.0418848167539267,0.183246073298429,0.5,2.34031413612565,1,0.0706806282722513,0.790575916230366,78.4424083769634,0.345549738219895,0.452879581151832,0.431937172774869,7.18586387434555,0.363874345549738,2.84293193717278,118.437172774869,20.0183246073298,52890,5.91643781875245,0.16902062197467,-0.693147180559945,-1.54343234712688,-0.850285166566939
"HER44L","HER44L_2A","HER44L_2A_11",1.65,559.27,6.45,1,28549,91606,1.39,0.0568720379146919,0.0971563981042654,0.18957345971564,0.476303317535545,2.06398104265403,1,0.106635071090047,0.817535545023697,70.957345971564,0.315165876777251,0.395734597156398,0.476303317535545,6.92417061611374,0.495260663507109,2.49052132701422,106.545023696682,18.6587677725118,52836,5.71018542037084,0.175125661669855,-0.741700405976936,-1.46633706879343,-0.724636662816491
"HER44L","HER44L_2A","HER44L_2A_12",1.7,560.92,6.45,1,28465,90907,1.44,0.0152284263959391,0.0761421319796954,0.144670050761421,0.487309644670051,2.34771573604061,1,0.0710659898477157,0.860406091370558,74.3578680203046,0.314720812182741,0.441624365482233,0.312182741116751,7.12182741116751,0.880710659898477,2.39593908629442,114.954314720812,20.3045685279188,53292,5.6615,0.176631634725779,-0.718855537270152,-1.57229836548464,-0.853442828214491
"HER44L","HER44L_2A","HER44L_2A_13",1.75,562.58,6.45,1,28362,90324,1.42,0.0295566502463054,0.123152709359606,0.184729064039409,0.467980295566502,2.39408866995074,1,0.0517241379310345,0.854679802955665,73.9211822660099,0.379310344827586,0.300492610837438,0.231527093596059,6.6871921182266,0.421182266009852,2.70689655172414,109.603448275862,18.4334975369458,51983,5.94588455371459,0.168183554686622,-0.759329087441246,-1.63233173229995,-0.873002644858706
"HER44L","HER44L_2A","HER44L_2A_14",1.8,564.23,6.45,1,27526,85967,1.4,0.0436046511627907,0.156976744186047,0.148255813953488,0.447674418604651,2.29360465116279,1,NA,0.813953488372093,77.4505813953488,0.546511627906977,0.703488372093023,0.47093023255814,7.86337209302326,0.305232558139535,2.51453488372093,128.093023255814,22.2325581395349,51712,5.76150627615063,0.17356572258533,-0.803689054959769,-1.63381371843224,-0.830124663472476
"HER44L","HER44L_2A","HER44L_2A_15",1.85,565.89,6.45,1,27707,87453,1.42,0.0264705882352941,0.0176470588235294,0.223529411764706,0.544117647058823,2.74411764705882,1,0.155882352941176,0.797058823529412,80.25,0.438235294117647,0.591176470588235,0.717647058823529,8.60588235294118,0.417647058823529,3.22352941176471,129.529411764706,23.1264705882353,51903,5.60091568103777,0.178542234332425,-0.608589792531882,-1.61804937576902,-1.00945958323714
"HER44L","HER44L_2A","HER44L_2A_16",1.9,567.54,6.45,1,28175,89327,1.39,0.072289156626506,0.0903614457831325,0.22289156626506,0.590361445783133,3.3644578313253,1,0.0240963855421687,1.00301204819277,89.9307228915663,0.370481927710843,0.421686746987952,0.587349397590361,8.75602409638554,0.0933734939759036,3.62650602409639,130.867469879518,23.2138554216867,51155,5.63747242766316,0.17738445958387,-0.527020309685971,-1.74028713983868,-1.21326683015271
"HER44L","HER44L_2A","HER44L_2A_17",1.95,569.2,6.45,1,28976,97181,1.3,0.130102040816327,0.142857142857143,0.173469387755102,0.525510204081633,2.58418367346939,1,0.165816326530612,0.971938775510204,92.6530612244898,0.341836734693878,0.329081632653061,0.528061224489796,7.16326530612245,0.316326530612245,3.13520408163265,112.821428571429,20.5357142857143,52276,5.49391304347826,0.182019626464071,-0.643385671000882,-1.5927953354591,-0.949409664458221
"HER44L","HER44L_2A","HER44L_2A_18",2,570.85,6.45,1,28447,90988,1.43,0.0614035087719298,0.087719298245614,0.219298245614035,0.576023391812866,2.75438596491228,1,0.064327485380117,1.01461988304094,88.3391812865497,0.456140350877193,0.526315789473684,0.555555555555556,8.75730994152047,0.178362573099415,2.35380116959064,130.368421052632,22.3859649122807,52242,5.82366771159875,0.171713093796259,-0.551607008324617,-1.56480154583837,-1.01319453751376
"HER44L","HER44L_2A","HER44L_2A_19",2.05,572.51,6.45,1,28573,95467,1.41,0.10079575596817,0.151193633952255,0.119363395225464,0.485411140583554,2.48275862068966,1,0.137931034482759,0.761273209549072,92.4270557029178,0.437665782493369,0.557029177718833,0.442970822281167,7.19893899204244,0.551724137931034,2.75596816976127,118.233421750663,20.5305039787798,52314,5.75891472868217,0.173643828240678,-0.72275903460659,-1.63212932363617,-0.909370289029581
"HER44L","HER44L_2A","HER44L_2A_20",2.1,574.16,6.45,1,28681,93130,1.4,0.0577507598784195,0.185410334346505,0.227963525835866,0.495440729483283,2.43161094224924,1,0.179331306990881,0.714285714285714,100.936170212766,0.264437689969605,0.407294832826748,0.279635258358663,7.83586626139818,0.650455927051672,2.93009118541033,136.629179331307,23.0395136778115,52531,5.9302110817942,0.168628061667149,-0.70230754995861,-1.59086152686116,-0.888553976902555
"HER44L","HER44L_2A","HER44L_2A_21",2.15,575.82,6.45,1,28812,91494,1.46,0.0949720670391061,0.0977653631284916,0.195530726256983,0.444134078212291,2.43575418994413,1,0.0223463687150838,0.701117318435754,84.5251396648045,0.377094972067039,0.474860335195531,0.58659217877095,7.40223463687151,0.486033519553073,2.32402234636872,127.259776536313,22.4748603351955,53605,5.6623166790952,0.176606159046511,-0.811628784180469,-1.70188522168875,-0.890256437508279
"HER44L","HER44L_2A","HER44L_2A_22",2.2,577.47,6.45,1,28530,89594,1.29,0.0766961651917404,0.0825958702064897,0.153392330383481,0.498525073746313,2.51032448377581,1,0.0648967551622419,0.811209439528024,84.2035398230089,0.365781710914454,0.448377581120944,0.410029498525074,7.55457227138643,0.433628318584071,2.10324483775811,134.380530973451,23.2330383480826,53431,5.78402742508888,0.172889913291626,-0.696101392457377,-1.6165134136503,-0.920412021192924
"HER44L","HER44L_2A","HER44L_2A_23",2.25,579.13,6.45,1,28635,89397,1.33,0.115853658536585,0.128048780487805,0.198170731707317,0.652439024390244,2.78048780487805,1,0.0182926829268293,0.786585365853659,83.984756097561,0.451219512195122,0.600609756097561,0.503048780487805,8.5640243902439,0.655487804878049,2.9969512195122,140.859756097561,23.8658536585366,54030,5.90214614205416,0.169429894809748,-0.427037593362292,-1.44966397505248,-1.02262638169019
"HER44L","HER44L_2A","HER44L_2A_24",2.3,580.78,6.45,1,28625,88780,1.56,0.0607594936708861,0.126582278481013,0.2,0.488607594936709,2.08101265822785,1,0.118987341772152,0.893670886075949,69.126582278481,0.407594936708861,0.377215189873418,0.306329113924051,7.65569620253165,0.19493670886076,2.15696202531646,115.703797468354,19.1443037974684,53265,6.04377148902407,0.165459597838216,-0.716195575996236,-1.44905020615129,-0.732854630155058
"HER44L","HER44L_2A","HER44L_2A_25",2.35,582.44,6.45,1,28611,88974,1.3,0.0732323232323232,0.154040404040404,0.156565656565657,0.494949494949495,2.46969696969697,1,0.0328282828282828,0.755050505050505,68.1186868686869,0.338383838383838,0.517676767676768,0.315656565656566,7.75757575757576,0.333333333333333,2.19949494949495,115.876262626263,19.8333333333333,53741,5.84250063661828,0.171159587682786,-0.703299552023963,-1.6073950108043,-0.904095458780337
"HER44L","HER44L_2A","HER44L_2A_26",2.4,584.09,6.45,1,28117,86446,1.4,0.0460122699386503,0.0920245398773006,0.184049079754601,0.438650306748466,2.45092024539877,1,0.104294478527607,0.815950920245399,76.5092024539877,0.420245398773006,0.622699386503067,0.496932515337423,8.91104294478528,0.349693251533742,2.72699386503067,141.432515337423,23.2361963190184,53682,6.08673267326733,0.164291756132474,-0.8240527511068,-1.72051631550637,-0.896463564399567
"HER44L","HER44L_2A","HER44L_2A_27",2.45,585.75,6.45,1,28602,88955,1.35,0.0769230769230769,0.138461538461538,0.209230769230769,0.563076923076923,2.58769230769231,1,0.0646153846153846,0.729230769230769,82.6523076923077,0.353846153846154,0.664615384615385,0.538461538461538,8.55692307692308,0.289230769230769,2.63384615384615,142.243076923077,24.3661538461538,54148,5.83773203687334,0.171299400809016,-0.574339029488317,-1.52510550713153,-0.950766477643211
"HER44L","HER44L_2A","HER44L_2A_28",2.5,587.4,6.45,1,28855,90200,1.42,0.130434782608696,0.107246376811594,0.255072463768116,0.585507246376812,2.37101449275362,1,0.072463768115942,0.72463768115942,81.3507246376812,0.353623188405797,0.365217391304348,0.472463768115942,9.08115942028986,0.156521739130435,2.21159420289855,134.939130434783,22.4811594202899,54310,6.00232078390923,0.166602225372685,-0.535276719630155,-1.39859463920154,-0.863317919571387
"HER44L","HER44L_2A","HER44L_2A_29",2.55,589.06,6.46,1,29201,91379,1.41,0.086687306501548,0.0928792569659443,0.204334365325077,0.48297213622291,2.40247678018576,1,0.173374613003096,0.947368421052632,91.6934984520124,0.374613003095975,0.337461300309598,0.46749226006192,8.64086687306501,0.473684210526316,2.62848297213622,142.495356037152,24.5975232198142,53971,5.79307740717432,0.172619823577978,-0.727796315973119,-1.60429651293368,-0.876500196960562
"HER44L","HER44L_2A","HER44L_2A_30",2.6,590.71,6.46,1,28830,89629,1.44,0.0675324675324675,0.127272727272727,0.18961038961039,0.519480519480519,2.10909090909091,1,0.038961038961039,0.74025974025974,70.9506493506494,0.381818181818182,0.475324675324675,0.327272727272727,7.45714285714286,0.509090909090909,1.9974025974026,121.309090909091,20.2025974025974,54482,6.00462843918745,0.166538198013018,-0.654925967739748,-1.40118297361364,-0.746257005873894
