"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","Fe a*2"
"HER44L","HER44L_2B","HER44L_2B_427",32.3,8929.5,7.07,1,27626,98007,1.5,0,47,58,54,131,82,104,369,1349,849,95,56,438,45783,214,118,165,239,0,66,1621,288,1658,0,555,0,0,0,13,94,49,13,0,23,0,22,19,0,36186,7249,57
"HER44L","HER44L_2B","HER44L_2B_428",32.35,8931.32,7.07,1,27051,96397,1.47,0,0,7,9,127,84,113,348,1312,824,107,37,470,44429,135,145,241,190,0,67,1578,366,1516,0,852,0,0,0,9,22,38,0,0,5,0,198,154,0,35925,7089,7
"HER44L","HER44L_2B","HER44L_2B_429",32.4,8933.15,7.07,1,26507,95258,1.5,25,53,51,0,150,48,129,385,1266,805,70,8,421,44701,180,83,249,222,0,183,1225,480,1695,0,761,0,0,0,0,0,30,0,0,0,32,48,65,25,34802,7066,0
"HER44L","HER44L_2B","HER44L_2B_430",32.45,8934.98,7.07,1,26184,92315,1.31,14,36,61,10,133,63,130,540,1391,815,91,31,388,40525,227,140,275,295,0,119,1250,438,1634,0,775,0,0,0,11,13,0,0,0,0,0,215,114,108,34872,7601,23
"HER44L","HER44L_2B","HER44L_2B_431",32.5,8936.81,7.06,1,26800,97256,1.43,24,57,80,7,128,70,130,457,1715,1053,106,68,589,45907,28,117,257,256,0,143,1312,421,1808,0,770,0,0,10,4,31,0,0,0,51,0,13,104,0,34398,7142,146
"HER44L","HER44L_2B","HER44L_2B_432",32.55,8938.64,7.06,1,25571,88542,1.68,30,52,74,15,120,70,134,539,1556,901,59,38,476,39257,102,88,171,174,140,0,1278,214,1683,0,823,0,0,0,0,28,0,0,0,112,0,0,14,0,33497,6897,148
"HER44L","HER44L_2B","HER44L_2B_433",32.6,8940.47,7.06,1,24451,83042,1.5,0,21,106,0,124,38,147,414,1472,727,80,52,402,33854,167,113,218,266,0,14,1129,339,1554,0,980,0,0,7,0,15,0,0,13,40,0,131,85,0,33486,7048,0
"HER44L","HER44L_2B","HER44L_2B_434",32.65,8942.3,7.06,1,23977,82693,1.4,53,50,74,0,102,46,130,449,1771,736,75,34,433,33145,129,83,153,242,0,92,1279,373,1824,0,695,0,0,0,27,60,67,0,0,0,0,193,115,0,33284,6979,29
"HER44L","HER44L_2B","HER44L_2B_435",32.7,8944.13,7.05,1,24144,82228,1.44,4,35,79,10,148,61,148,560,1886,757,51,30,361,31895,0,108,231,263,0,100,1216,485,2107,0,730,0,6,0,0,4,72,0,0,0,0,179,92,33,33321,7256,0
"HER44L","HER44L_2B","HER44L_2B_436",32.75,8945.96,7.05,1,24328,80672,1.55,0,15,86,0,107,70,117,490,1677,640,49,31,361,31140,98,89,351,189,0,185,1198,411,1755,0,830,0,0,0,19,428,62,0,0,0,47,195,34,0,33004,6994,196
"HER44L","HER44L_2B","HER44L_2B_437",32.8,8947.79,7.05,1,24338,84915,1.45,71,56,86,32,89,70,120,425,1512,747,43,15,488,36485,248,151,353,209,0,194,1090,402,1786,0,765,0,0,0,0,127,0,73,0,122,255,59,66,31,31755,6990,155
"HER44L","HER44L_2B","HER44L_2B_438",32.85,8949.62,7.05,1,23898,85857,1.5,12,33,83,19,142,80,138,462,1920,836,60,39,467,39952,26,151,306,277,0,0,1044,408,2052,0,649,0,0,0,27,0,15,66,293,90,0,152,100,7,29101,6850,216
"HER44L","HER44L_2B","HER44L_2B_439",32.9,8951.45,7.05,1,22145,80146,1.48,0,20,96,25,147,52,126,508,1923,807,79,56,425,37170,0,175,216,308,0,0,924,382,2371,0,616,0,0,0,0,0,0,0,182,0,0,263,88,0,26475,6712,80
"HER44L","HER44L_2B","HER44L_2B_440",32.95,8953.28,7.05,1,20975,76187,1.63,0,15,153,11,127,49,139,672,2424,770,52,7,300,35251,56,143,153,146,0,67,766,439,2469,0,499,0,0,0,31,0,59,88,245,0,0,74,107,0,24360,6515,103
"HER44L","HER44L_2B","HER44L_2B_441",33,8955.11,7.04,1,20624,78929,1.64,27,63,264,14,167,52,166,899,2875,1247,88,6,414,37612,24,78,113,139,0,0,396,536,3119,0,488,0,0,0,107,34,0,60,0,67,29,131,37,41,22974,6662,0
"HER44L","HER44L_2B","HER44L_2B_442",33.05,8956.94,7.04,1,18610,67110,1.7,0,8,263,0,157,44,166,830,3051,456,104,17,394,28520,5,102,125,212,0,0,326,274,2864,0,477,0,0,9,19,18,26,96,57,14,29,237,25,114,21406,6665,0
"HER44L","HER44L_2B","HER44L_2B_443",33.1,8958.77,7.04,1,17352,58238,1.5,47,68,308,4,122,31,142,770,2662,440,5,53,163,19711,0,85,96,144,0,0,253,452,3113,0,678,0,0,0,0,29,87,41,149,102,0,90,12,21,21710,6650,53
"HER44L","HER44L_2B","HER44L_2B_444",33.15,8960.59,7.03,1,17761,61124,2.03,24,46,321,0,152,28,151,681,2862,378,35,154,223,21806,0,216,48,28,0,0,202,270,3193,0,743,0,0,0,0,91,38,0,0,0,0,13,5,80,22431,6905,277
"HER44L","HER44L_2B","HER44L_2B_445",33.2,8962.42,7.02,1,18010,65796,1.61,27,44,208,0,104,34,168,630,2766,680,43,0,299,26910,0,195,18,189,0,0,233,460,2990,0,417,0,0,0,22,93,157,0,209,0,0,178,205,0,21766,6751,0
"HER44L","HER44L_2B","HER44L_2B_446",33.25,8964.25,7.02,1,19328,77226,1.52,23,36,181,33,91,35,145,530,2339,943,18,17,547,38597,0,254,34,227,0,0,212,537,3071,0,474,0,0,0,22,28,40,62,0,36,90,44,141,0,21692,6727,38
"HER44L","HER44L_2B","HER44L_2B_447",33.3,8966.08,7.02,1,19942,75990,1.55,0,23,155,0,137,40,159,669,2070,802,16,37,429,36813,44,64,34,262,0,0,410,504,2714,0,708,0,7,0,48,137,94,44,47,0,0,53,5,0,22821,6644,57
"HER44L","HER44L_2B","HER44L_2B_448",33.35,8967.91,7.02,1,20022,75482,1.56,16,46,125,20,137,42,112,757,2127,799,63,12,415,36322,29,69,77,178,0,26,358,418,2888,0,460,0,0,0,0,77,52,41,0,61,34,197,118,11,22658,6737,162
"HER44L","HER44L_2B","HER44L_2B_449",33.4,8969.74,7.02,1,19911,73060,1.81,0,39,142,12,108,65,170,579,1745,591,85,22,391,33154,0,48,61,169,0,0,379,291,2777,25,803,0,10,0,12,33,91,0,0,0,0,225,142,84,24117,6690,0
"HER44L","HER44L_2B","HER44L_2B_450",33.45,8971.57,7.02,1,21342,82747,1.73,0,45,151,6,120,59,115,548,1733,803,80,0,492,42740,25,102,146,244,9,8,485,347,2525,0,564,0,0,0,12,73,23,251,119,107,13,24,48,128,23564,7038,239
"HER44L","HER44L_2B","HER44L_2B_451",33.5,8973.4,7.02,1,21453,78847,1.54,0,15,98,0,98,51,128,667,2228,803,44,31,353,36401,43,100,133,72,0,0,527,567,2804,0,752,0,0,0,42,26,0,0,0,59,11,69,51,0,25134,7540,104
"HER44L","HER44L_2B","HER44L_2B_452",33.55,8975.23,7.01,1,21820,83101,1.58,45,67,115,0,124,63,134,598,2559,691,69,54,516,40507,103,98,288,252,0,0,641,331,3095,0,674,0,0,8,51,42,67,0,0,31,0,209,35,20,24800,6814,0
"HER44L","HER44L_2B","HER44L_2B_453",33.6,8977.06,7.02,1,21506,84233,1.68,15,23,166,0,103,45,93,761,2940,728,10,30,555,41373,0,41,115,198,0,52,615,581,3303,0,705,0,0,0,44,75,0,29,15,0,0,26,74,18,24665,6835,23
"HER44L","HER44L_2B","HER44L_2B_454",33.65,8978.89,7.01,1,19546,67166,1.56,0,19,274,22,90,50,125,672,3543,511,25,28,392,25363,53,157,79,207,0,95,362,329,3434,0,429,0,0,0,31,49,50,60,0,0,0,76,63,195,23317,7066,0
"HER44L","HER44L_2B","HER44L_2B_455",33.7,8980.72,7,1,19190,66484,1.41,0,25,303,16,87,36,118,800,3685,457,32,10,414,25653,0,30,39,136,50,58,186,224,3533,0,405,0,0,12,41,52,73,54,0,65,14,0,78,82,22523,7193,94
"HER44L","HER44L_2B","HER44L_2B_456",33.75,8982.55,7,1,20758,82052,1.69,20,55,252,0,77,43,111,618,2773,882,62,28,598,41908,0,78,138,302,0,26,352,280,3203,0,552,0,0,0,28,33,73,30,0,0,0,123,0,0,22288,7119,51
"HER44L","HER44L_2B","HER44L_2B_457",33.8,8984.38,7.01,1,21034,84860,1.63,7,46,248,6,113,42,172,671,3032,1254,94,61,704,43154,84,115,78,183,0,79,354,315,3229,0,460,8,0,4,32,66,51,47,0,27,38,105,81,0,22808,7092,150
"HER44L","HER44L_2B","HER44L_2B_458",33.85,8986.21,7.02,1,20896,78867,1.58,0,34,325,0,130,43,133,793,3201,646,40,36,542,36037,0,258,156,93,0,124,411,452,3138,0,614,0,0,0,27,0,0,0,178,24,38,126,109,0,23820,7339,0
"HER44L","HER44L_2B","HER44L_2B_459",33.9,8988.04,7.02,1,20357,75870,1.57,0,65,480,10,76,36,158,788,4535,759,8,23,442,30910,120,200,132,213,0,0,385,283,4093,0,702,0,0,0,11,0,61,57,170,0,0,145,0,16,23520,7472,0
"HER44L","HER44L_2B","HER44L_2B_460",33.95,8989.86,7.01,1,18058,61683,1.45,7,40,407,0,115,22,132,829,3471,373,18,0,280,20865,142,116,66,152,0,161,65,292,3526,0,632,0,0,0,17,118,0,141,0,72,86,0,208,87,22214,7029,65
"HER44L","HER44L_2B","HER44L_2B_461",34,8991.69,7,1,19428,74369,1.61,0,55,404,0,93,12,140,928,5058,491,31,5,569,32808,0,41,0,206,0,33,141,324,3946,0,756,0,0,0,29,118,201,48,28,101,0,67,0,60,20864,6812,151
"HER44L","HER44L_2B","HER44L_2B_462",34.05,8993.52,6.99,1,17392,61726,1.5,21,43,351,0,109,32,139,874,3619,591,28,14,360,22840,56,38,0,160,0,92,107,373,3644,0,496,0,0,0,32,10,70,11,0,57,39,134,0,102,20334,6950,168
"HER44L","HER44L_2B","HER44L_2B_463",34.1,8995.35,6.98,1,18441,65744,1.58,0,32,313,17,107,30,139,831,3014,690,64,23,347,25921,107,71,178,267,0,114,234,410,3239,0,553,0,0,9,59,35,41,63,71,108,72,103,125,55,21604,6698,67
"HER44L","HER44L_2B","HER44L_2B_464",34.15,8997.18,6.97,1,20247,74114,1.56,0,31,194,7,119,43,123,582,2453,608,82,19,383,32495,52,83,103,102,0,25,633,343,3386,0,585,0,4,0,31,60,0,36,25,37,0,88,0,29,24302,7051,135
"HER44L","HER44L_2B","HER44L_2B_465",34.2,8999.01,6.97,1,20998,77432,1.44,0,0,141,18,117,21,104,591,2109,708,31,49,315,32909,130,136,194,208,0,28,657,450,3077,0,655,0,0,5,0,19,32,105,65,0,0,126,0,0,26841,7591,69
"HER44L","HER44L_2B","HER44L_2B_466",34.25,9000.84,6.98,1,21866,78921,1.39,6,48,116,21,107,61,105,498,1806,620,39,21,317,31976,90,117,252,153,0,130,951,371,2767,0,732,0,0,0,13,25,20,33,44,10,0,83,0,0,29604,7785,269
"HER44L","HER44L_2B","HER44L_2B_467",34.3,9002.67,6.98,1,24701,90978,1.46,0,4,85,0,104,42,106,407,1674,633,86,0,425,40187,27,122,130,254,31,146,1121,552,2331,0,677,0,0,0,6,68,21,83,0,108,0,27,91,0,33658,7772,131
"HER44L","HER44L_2B","HER44L_2B_468",34.35,9004.5,6.99,1,26260,97607,1.5,19,36,91,23,141,56,92,453,1605,709,55,47,381,44739,26,122,232,138,0,134,1614,302,1926,16,755,0,0,0,37,15,5,86,0,0,0,93,143,62,36125,7329,60
"HER44L","HER44L_2B","HER44L_2B_469",34.4,9006.33,7,1,26642,97067,1.44,27,72,118,5,184,79,82,458,1472,771,84,0,461,43613,159,111,218,144,0,138,1523,430,1512,0,984,0,0,0,0,52,111,0,0,13,0,181,72,0,36714,7279,60
"HER44L","HER44L_2B","HER44L_2B_470",34.45,9008.16,7.01,1,26994,97698,1.52,12,59,91,28,163,52,107,415,1425,820,68,25,464,44593,242,141,200,261,75,26,1560,311,1307,0,707,0,0,0,0,62,41,0,0,0,0,6,53,0,37106,7278,65
"HER44L","HER44L_2B","HER44L_2B_471",34.5,9009.99,7.02,1,27354,101643,1.5,21,29,68,6,140,47,98,360,1451,818,86,25,406,48977,114,141,275,259,0,85,1587,225,1429,0,757,0,14,0,0,0,7,30,0,43,0,187,322,0,36542,7094,0
"HER44L","HER44L_2B","HER44L_2B_472",34.55,9011.82,7.03,1,27280,103476,1.39,0,33,74,15,199,50,124,325,1227,894,57,42,405,51534,120,96,242,171,0,0,1587,272,1411,0,760,0,0,0,0,46,47,0,28,0,0,68,0,24,36406,7219,258
"HER44L","HER44L_2B","HER44L_2B_473",34.6,9013.65,7.03,1,27242,100385,1.6,0,48,41,13,174,64,103,376,1216,876,78,37,438,48842,172,94,263,140,0,0,1499,185,1427,5,607,0,0,0,0,0,0,0,0,0,0,39,138,0,36248,7262,95
"HER44L","HER44L_2B","HER44L_2B_474",34.65,9015.48,7.03,1,27350,99709,1.66,0,43,68,11,151,91,129,386,1099,745,67,48,391,46741,171,77,147,195,0,26,1604,313,1336,0,883,0,0,0,43,91,6,96,27,20,0,200,53,0,37033,7418,66
"HER44L","HER44L_2B","HER44L_2B_475",34.7,9017.31,7.03,1,27623,101929,1.68,0,35,35,0,143,72,123,407,1508,854,79,59,466,48415,310,144,255,275,0,110,1398,284,1518,0,964,0,0,0,40,71,0,0,0,0,0,63,89,0,36973,7239,72
"HER44L","HER44L_2B","HER44L_2B_476",34.75,9019.13,7.03,1,26814,97771,1.48,0,0,58,0,159,53,113,440,1457,1027,65,44,534,44856,218,116,234,159,0,132,1577,382,1806,0,704,0,0,0,0,73,0,18,0,66,0,187,19,0,35667,7607,65
"HER44L","HER44L_2B","HER44L_2B_477",34.8,9020.96,7.03,1,27140,100480,1.48,25,8,61,0,153,63,140,462,1799,843,86,30,562,48005,306,130,183,272,30,142,1453,435,2011,0,761,0,0,14,40,81,0,0,8,56,0,15,46,230,34752,7278,341
"HER44L","HER44L_2B","HER44L_2B_478",34.85,9022.79,7.03,1,26614,96925,1.62,0,22,56,9,137,57,85,442,1534,858,101,15,508,45643,396,137,231,187,73,49,1571,323,1616,0,883,0,7,0,0,91,53,0,0,0,0,0,205,0,34298,7338,0
"HER44L","HER44L_2B","HER44L_2B_479",34.9,9024.62,7.03,1,25423,91161,1.47,0,31,84,0,123,25,94,402,1465,938,68,26,447,43203,289,103,166,135,0,47,1247,183,1614,0,677,0,0,0,31,32,0,0,0,0,0,0,115,0,32803,6813,36
"HER44L","HER44L_2B","HER44L_2B_480",34.95,9026.45,7.01,1,24185,87364,1.5,16,29,72,5,119,38,96,410,1643,784,54,15,388,40210,196,117,174,203,0,20,1316,335,1723,0,767,0,0,0,16,47,11,0,0,8,0,132,93,5,31493,6829,49
"HER44L","HER44L_2B","HER44L_2B_481",35,9028.28,7,1,24716,92617,1.55,7,67,83,23,151,79,107,430,1919,858,96,15,464,46172,93,129,160,133,0,0,1134,386,1899,0,653,0,9,0,0,58,0,0,0,4,0,61,81,0,30496,6850,185
"HER44L","HER44L_2B","HER44L_2B_482",35.05,9030.11,7,1,24771,96446,1.49,0,40,136,21,138,87,114,718,2661,1064,72,48,598,47994,112,85,195,137,0,157,983,340,2629,0,895,0,0,0,0,0,0,0,0,89,0,179,128,43,29711,7072,179
"HER44L","HER44L_2B","HER44L_2B_483",35.1,9031.94,7,1,23687,92769,1.51,0,47,187,17,162,86,127,847,3001,1091,50,43,635,46307,227,94,146,211,0,120,753,457,2994,0,731,0,0,0,0,16,58,0,0,0,36,124,67,159,26970,7006,39
"HER44L","HER44L_2B","HER44L_2B_484",35.15,9033.77,7,1,22486,88052,1.75,0,23,222,0,115,45,135,929,3253,982,55,19,642,43929,17,105,85,175,0,37,440,426,2940,0,625,0,16,0,44,87,0,0,0,46,0,0,15,0,25610,7035,134
"HER44L","HER44L_2B","HER44L_2B_485",35.2,9035.6,6.99,1,21730,81565,1.42,0,0,201,0,110,17,147,656,3271,794,69,28,417,37116,10,132,39,300,0,36,557,497,3142,0,662,0,0,0,0,34,10,34,28,59,0,151,116,0,26113,6819,68
"HER44L","HER44L_2B","HER44L_2B_486",35.25,9037.43,6.98,1,22500,85776,1.68,0,27,185,0,105,45,103,635,2636,745,66,28,554,41784,88,48,108,199,0,0,694,401,3042,0,615,0,20,0,0,0,50,0,49,0,0,29,67,0,26455,6998,0
"HER44L","HER44L_2B","HER44L_2B_487",35.3,9039.26,6.97,1,23244,91229,1.55,0,32,139,0,146,33,108,624,3328,787,76,51,532,46349,39,97,173,187,0,0,601,280,3151,0,633,0,0,0,8,0,59,0,7,24,0,186,29,0,26438,7112,0
"HER44L","HER44L_2B","HER44L_2B_488",35.35,9041.09,6.96,1,22718,88493,1.56,11,51,205,12,156,52,133,707,3559,872,54,29,560,43498,81,89,62,85,31,13,681,334,3710,0,478,0,6,0,0,94,0,0,42,0,0,18,0,42,25704,7124,17
"HER44L","HER44L_2B","HER44L_2B_489",35.4,9042.92,6.96,1,21160,82454,1.49,29,65,261,0,102,41,142,655,3541,790,60,39,527,38579,0,85,110,144,0,33,506,418,3049,0,617,0,0,0,12,55,42,24,75,84,0,132,121,112,25038,6966,43
"HER44L","HER44L_2B","HER44L_2B_490",35.45,9044.75,6.95,1,19763,72103,1.42,0,33,169,15,97,25,107,417,2219,753,55,0,346,31065,117,97,65,184,0,42,497,190,2708,0,535,0,0,0,0,34,0,146,48,53,22,58,169,74,24956,6807,0
"HER44L","HER44L_2B","HER44L_2B_491",35.5,9046.58,6.94,1,21548,83076,1.56,60,83,192,38,125,62,79,553,2640,866,56,32,450,40101,25,72,85,225,0,57,576,313,2626,0,563,0,0,0,23,62,7,139,0,26,77,136,133,0,25742,6852,96
"HER44L","HER44L_2B","HER44L_2B_492",35.55,9048.4,6.95,1,20985,78463,1.57,0,18,118,0,140,47,127,563,2567,686,87,0,426,34345,18,123,86,95,0,0,597,264,2924,0,648,0,0,0,0,0,0,0,87,89,56,273,158,32,26737,7152,0
"HER44L","HER44L_2B","HER44L_2B_493",35.6,9050.23,6.97,1,20985,76918,1.53,26,40,171,8,130,37,148,506,2307,584,66,19,400,31888,112,118,73,125,0,150,833,242,2372,0,587,0,0,0,0,47,0,36,0,42,0,170,204,0,28549,6928,59
"HER44L","HER44L_2B","HER44L_2B_494",35.65,9052.06,6.98,1,20628,74180,1.46,32,40,145,26,119,39,137,522,2050,675,50,21,325,30457,25,110,181,131,0,31,701,288,1874,0,716,0,0,8,0,0,48,23,0,0,0,54,0,13,28502,6837,76
"HER44L","HER44L_2B","HER44L_2B_495",35.7,9053.89,7,1,20882,74573,1.61,0,0,96,18,96,23,126,736,1545,613,48,46,304,30764,0,68,98,48,0,43,722,260,1963,0,461,0,0,0,18,31,0,0,0,28,0,149,30,0,29132,7107,68
"HER44L","HER44L_2B","HER44L_2B_496",35.75,9055.72,7.02,1,22292,82601,1.47,17,47,91,0,100,41,98,371,1844,747,45,35,470,37207,115,61,85,118,0,33,1055,282,2005,0,674,0,0,0,0,44,0,0,0,26,0,89,0,0,29599,7302,71
"HER44L","HER44L_2B","HER44L_2B_497",35.8,9057.55,7.04,1,23351,84820,1.34,36,64,109,34,160,60,132,433,1971,594,60,13,468,38015,37,66,92,192,0,0,1052,380,1955,0,670,0,11,0,23,17,106,29,8,0,0,65,10,57,30865,7036,0
"HER44L","HER44L_2B","HER44L_2B_498",35.85,9059.38,7.06,1,23764,83970,1.42,48,76,97,18,112,50,130,480,1624,736,22,53,358,36831,177,106,142,188,0,0,1029,217,1706,0,891,0,0,0,0,25,0,0,0,0,0,72,67,35,31801,6879,0
"HER44L","HER44L_2B","HER44L_2B_499",35.9,9061.21,7.07,1,24142,85462,1.43,0,0,57,0,83,47,139,368,1593,733,41,37,386,37521,22,185,186,87,0,24,1251,199,1780,0,782,0,0,0,0,14,0,0,0,0,0,0,80,18,32730,7099,58
"HER44L","HER44L_2B","HER44L_2B_500",35.95,9063.04,7.07,1,24461,86685,1.41,17,17,68,20,146,57,167,393,1508,726,29,43,364,38584,168,106,161,41,0,113,1246,142,1693,0,808,0,0,0,19,92,17,5,0,8,0,26,0,0,32815,7086,7
"HER44L","HER44L_2B","HER44L_2B_501",36,9064.87,7.07,1,25248,92042,1.46,0,27,59,8,165,44,145,408,1492,713,71,12,417,43322,173,106,200,134,0,49,1201,207,1554,0,704,0,0,0,0,25,52,55,0,9,0,0,0,0,33681,7009,143
"HER44L","HER44L_2B","HER44L_2B_502",36.05,9066.96,7.07,1,26310,98051,1.51,0,4,57,0,166,51,117,316,1273,729,78,30,410,47066,170,134,262,205,0,22,1229,345,1407,7,865,0,5,0,0,38,10,24,0,29,0,107,0,65,35391,7439,133
"HER44L","HER44L_2B","HER44L_2B_503",36.1,9069.05,7.07,1,26560,95652,1.41,53,64,76,18,129,54,128,316,1217,716,72,17,374,43449,138,98,148,134,0,112,1392,371,1575,0,920,0,0,0,0,0,0,0,0,75,0,55,28,72,36347,7504,171
"HER44L","HER44L_2B","HER44L_2B_504",36.15,9071.14,7.07,1,27362,98490,1.36,12,25,35,0,152,53,136,352,1265,805,83,32,371,47171,151,87,182,157,42,39,1394,0,1331,0,995,0,0,0,0,62,0,0,0,32,0,21,0,0,36130,7375,162
"HER44L","HER44L_2B","HER44L_2B_505",36.2,9073.22,7.08,1,27410,101145,1.47,0,25,29,0,145,49,118,343,1301,744,112,17,431,49742,81,121,251,180,0,0,1565,224,1255,0,757,0,0,0,0,13,42,0,0,30,0,198,47,0,36260,7065,0
"HER44L","HER44L_2B","HER44L_2B_506",36.25,9075.31,7.08,1,27426,98216,1.54,16,45,45,8,130,49,147,319,1245,699,82,65,399,45585,241,53,251,108,0,7,1596,399,1200,0,841,0,0,0,32,0,0,0,0,0,26,202,47,55,37204,7120,14
"HER44L","HER44L_2B","HER44L_2B_507",36.3,9077.4,7.08,1,27086,93863,1.43,8,16,48,19,112,66,141,356,1088,745,76,33,345,41962,185,67,236,157,34,60,1511,169,1070,0,743,0,0,0,0,0,0,0,0,12,0,11,76,62,37463,6992,6
"HER44L","HER44L_2B","HER44L_2B_508",36.35,9079.49,7.08,1,26997,94538,1.41,13,48,57,7,95,49,113,314,1167,756,124,15,444,40436,159,122,237,224,54,180,1577,278,1413,0,898,0,0,0,0,0,0,0,0,6,0,0,60,8,38111,7573,76
"HER44L","HER44L_2B","HER44L_2B_509",36.4,9081.58,7.07,1,26914,94119,1.33,0,37,36,11,117,58,134,364,1351,751,61,48,433,40652,64,149,214,186,0,64,1610,301,1371,0,813,0,0,0,28,25,0,14,0,0,0,111,141,0,37505,7470,0
"HER44L","HER44L_2B","HER44L_2B_510",36.45,9083.67,7.07,1,27449,95904,1.38,21,38,32,18,125,77,158,374,1207,751,83,45,404,42606,65,96,296,180,0,116,1779,280,1176,0,723,0,0,0,0,0,39,17,0,0,0,125,45,0,37924,7104,62
"HER44L","HER44L_2B","HER44L_2B_511",36.5,9085.76,7.07,1,27353,96868,1.52,33,37,40,24,108,69,130,343,1165,780,89,17,443,42963,154,105,301,288,0,0,1608,423,1239,0,920,0,4,0,0,0,65,0,49,0,0,74,93,0,37986,7318,69
"HER44L","HER44L_2B","HER44L_2B_512",36.55,9087.85,7.07,1,27238,95080,1.44,62,52,57,24,122,70,136,309,1145,728,69,10,399,43587,170,150,309,168,0,50,1639,160,1146,0,606,0,0,0,24,0,0,12,21,16,0,82,0,0,36796,6961,178
"HER44L","HER44L_2B","HER44L_2B_513",36.6,9089.94,7.08,1,27460,101689,1.52,15,43,29,16,127,65,110,309,1004,717,138,0,273,51220,133,73,293,119,0,6,1731,202,1112,0,725,0,0,0,0,0,0,0,0,14,0,99,28,0,36181,6907,55
"HER44L","HER44L_2B","HER44L_2B_514",36.65,9092.02,7.08,1,27572,102510,1.58,5,32,23,0,142,45,129,278,1105,672,57,42,471,51660,132,115,306,139,0,22,1612,145,950,0,726,0,0,0,0,55,56,0,0,0,0,86,18,0,36381,7106,55
"HER44L","HER44L_2B","HER44L_2B_515",36.7,9094.11,7.08,1,26981,97418,1.66,47,53,39,12,133,67,118,254,1003,655,72,27,313,46629,81,81,249,95,0,136,1582,454,1065,0,814,0,0,0,0,53,0,0,0,5,0,227,43,0,36231,6880,0
"HER44L","HER44L_2B","HER44L_2B_516",36.75,9096.2,7.08,1,27340,101241,1.46,19,53,56,17,137,36,151,306,1042,738,94,54,398,50052,335,123,255,134,0,42,1659,288,1012,0,686,0,0,0,0,15,26,0,0,0,0,64,140,8,36290,7011,41
"HER44L","HER44L_2B","HER44L_2B_517",36.8,9098.29,7.08,1,27343,100720,1.58,31,55,49,28,130,48,150,309,1049,765,116,0,373,50058,123,81,230,126,0,16,1911,327,967,0,567,0,0,0,0,0,0,0,0,0,0,73,25,0,36052,7061,234
"HER44L","HER44L_2B","HER44L_2B_518",36.85,9100.38,7.08,1,27425,102679,1.43,21,38,13,13,111,46,121,347,1092,767,90,0,344,51369,185,82,229,171,0,42,1758,170,1049,0,745,0,0,0,0,0,0,0,0,4,0,57,139,67,36598,7011,70
"HER44L","HER44L_2B","HER44L_2B_519",36.9,9102.47,7.08,1,27255,100978,1.54,73,50,29,31,135,67,126,311,1136,1093,71,28,390,50560,272,98,266,119,35,96,1630,131,812,0,725,0,0,0,13,44,0,0,0,0,0,13,0,0,35592,7032,175
"HER44L","HER44L_2B","HER44L_2B_520",36.95,9104.56,7.09,1,27108,101334,1.46,31,58,65,16,138,61,107,315,1151,695,74,49,311,50832,122,89,279,134,0,0,1666,156,902,0,836,0,5,0,0,0,0,0,12,0,0,0,141,4,36112,6973,280
"HER44L","HER44L_2B","HER44L_2B_521",37,9106.65,7.09,1,27868,108540,1.61,0,20,34,12,173,45,105,286,1043,649,85,59,363,59047,24,185,267,110,0,23,1534,343,1056,0,551,0,0,0,0,0,12,0,18,30,0,167,153,55,35143,6948,124
"HER44L","HER44L_2B","HER44L_2B_522",37.05,9108.74,7.09,1,27089,101846,1.6,0,54,35,0,147,53,115,240,978,618,93,8,314,53333,272,93,243,80,0,155,1514,300,955,0,639,0,0,0,0,5,0,0,10,22,0,150,15,0,34872,6533,44
"HER44L","HER44L_2B","HER44L_2B_523",37.1,9110.82,7.09,1,26601,99425,1.43,0,50,43,0,143,60,106,279,1045,630,88,52,340,51176,255,126,242,134,0,0,1445,309,1009,0,698,0,0,0,6,0,15,0,0,0,0,177,0,95,34094,6808,114
"HER44L","HER44L_2B","HER44L_2B_524",37.15,9112.91,7.09,1,26722,101982,1.39,0,19,50,27,168,67,116,340,1207,706,70,38,404,54045,193,88,245,73,0,0,1559,155,1045,0,837,0,0,0,26,29,0,0,0,73,0,39,100,0,33487,6776,196
"HER44L","HER44L_2B","HER44L_2B_525",37.2,9115,7.1,1,25957,98875,1.59,26,44,44,0,165,68,101,370,1307,758,99,33,413,53221,107,50,197,62,0,116,1367,154,1376,19,656,0,0,0,33,10,0,0,0,27,0,50,0,41,31745,6216,111
"HER44L","HER44L_2B","HER44L_2B_526",37.25,9117.09,7.1,1,25029,97850,1.42,43,46,55,0,149,64,113,364,1364,747,73,26,473,54164,101,85,200,116,0,4,1192,178,1308,0,851,0,0,0,0,0,0,0,0,0,0,138,47,27,29548,6374,80
"HER44L","HER44L_2B","HER44L_2B_527",37.3,9119.18,7.11,1,23433,90835,1.52,10,41,60,0,152,43,137,438,1435,722,67,31,439,47918,92,66,129,121,0,0,1052,346,1687,0,867,0,0,0,0,81,0,0,0,0,0,131,6,73,27779,6912,84
