"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","qc"
"HER24L","HER24L_3A","HER24L_3A_2",5.1,1186.5,6.67,1,30814,68160,1.33,0,0.0484154929577465,0.0234741784037559,0.0469483568075117,0.051349765258216,0.0762910798122066,0.208333333333333,0.0469483568075117,0.7643779342723,0.129107981220657,0,0,0.0469483568075117,2.86825117370892,0.0161384976525822,0.305164319248826,0.149647887323944,0.1731220657277,0,0.0630868544600939,4.92224178403756,0.0220070422535211,1.61384976525822,0,1.56103286384977,0,0,0,0,0,0.0777582159624413,0,0,0,0,0,0.190727699530516,0,74.5231807511737,12.0715962441315,TRUE
"HER24L","HER24L_3A","HER24L_3A_3",5.2,1206.17,6.69,1,30582,67603,1.3,0,0,0,0,0.0473351774329542,0.0133130186530184,0.220404419922193,0.0266260373060367,0.73073680162123,0.124254840761505,0,0.0384598316642753,0.0473351774329542,2.71585580521574,0.113900270698046,0.24703045722823,0.137567859414523,0.16567312101534,0,0.0665650932650918,5.03971717231484,0.150880878067541,1.62418827566824,0,1.92151235891898,0,0,0,0,0.0843157848024496,0.109462597813706,0,0,0,0,0,0.279573391713385,0.0295844858955964,74.0573643181516,12.0083428250226,TRUE
"HER24L","HER24L_3A","HER24L_3A_4",5.3,1225.85,6.69,1,30510,66920,1.28,0.0104602510460251,0.0448296473401076,0.0119545726240287,0.0149432157800359,0.0732217573221757,0.0597728631201434,0.242080095636581,0.068738792588165,0.702331141661686,0.130005977286312,0,0.017931858936043,0.0239091452480574,3.18589360430365,0.0537955768081291,0.212193664076509,0.124028690974298,0.13747758517633,0,0.0164375373580395,4.69665271966527,0,1.61685594739988,0,1.70203227734608,0.00896592946802152,0.0283921099820681,0,0,0.0627615062761506,0.0926479378362224,0,0,0,0,0.00597728631201435,0,0,74.3514644351464,12.3042438732815,TRUE
"HER24L","HER24L_3A","HER24L_3A_5",5.4,1245.53,6.7,1,30451,67795,1.24,0.0191754554170662,0.0649015414116085,0.0221255254812302,0.0177004203849841,0.0708016815399366,0.0663765764436905,0.258131130614352,0.0339258057378863,0.741942621137252,0.0988273471494948,0,0,0.0545762961870344,2.86746810236743,0.0575263662511985,0.281731691127664,0.0855520318607567,0.122427907662807,0,0.157828748432775,4.76141308356073,0.193229589202744,1.63433881554687,0,1.69481525186223,0,0.0132753152887381,0,0,0.0781768567003466,0.0914521719890847,0,0,0,0,0.364333652924257,0.140128328047791,0,73.8697544066672,12.1380632790029,TRUE
"HER24L","HER24L_3A","HER24L_3A_6",5.5,1265.21,6.72,1,30244,67047,1.48,0,0,0,0.0462362223514848,0.0596596417438513,0.0760660432234104,0.228198129670231,0.0522021865258699,0.838217966501111,0.184944889405939,0.0119319283487703,0.00745745521798142,0.0656256059182365,3.68398287768282,0.0566766596566588,0.235655584888213,0.137217176010858,0.0879979715721807,0,0.0760660432234104,4.70267126045908,0.0775575342670067,1.61230181812758,0,1.74802750309484,0.0134234193923665,0.0343042940027145,0,0,0,0.0477277133950811,0,0,0,0,0.0775575342670067,0.0149149104359628,0,73.7467746506182,12.0766029799991,TRUE
"HER24L","HER24L_3A","HER24L_3A_7",5.6,1284.89,6.73,1,29280,65103,1.28,0,0.0537609633964641,0.0199683578329724,0,0.0307205505122652,0.0506889083452376,0.248836459149348,0.0445447982427845,0.700428551679646,0.225796046265149,0.0168963027817459,0,0.0721932937038232,3.41612521696389,0.0614411010245304,0.274948927084773,0.107521926792928,0.089089596485569,0,0.290309202340906,4.8768873938221,0.14131453235642,1.89392193908115,0,1.55138780086939,0.0107521926792928,0.0184323303073591,0,0,0,0.0921616515367955,0,0,0,0,0.0215043853585856,0.213507826060243,0,73.2915533846367,12.18530636069,TRUE
"HER24L","HER24L_3A","HER24L_3A_8",5.7,1304.57,6.75,1,29174,64913,1.17,0,0,0.023107852048126,0.00616209387950026,0.047756227566127,0.0277294224577511,0.238781137830635,0.0569993683853773,0.73945126554003,0.0631614622648776,0,0.0107836642891254,0.0400536102167517,2.41862184770385,0.0569993683853773,0.149430776577881,0.177160199035632,0,0,0.0939719316623789,4.8434057892872,0.024648375518001,2.40629765994485,0,1.72846733319982,0,0,0,0,0.0169457581686257,0.0431346571565018,0,0,0,0,0.274213177637761,0.11553926024063,0,73.6786159937147,12.7185617672885,TRUE
"HER24L","HER24L_3A","HER24L_3A_9",5.8,1324.25,6.76,1,30456,67186,1.39,0.0253028904831364,0.0267912958056738,0.0148840532253743,0.010418837257762,0.0372101330634358,0.0610246182240348,0.218795582413003,0.0476289703211979,0.684666448367219,0.0803738874170214,0,0.0208376745155241,0.0238144851605989,2.76545708927455,0.0282797011282112,0.2783317953145,0.0878159140297086,0.256005715476439,0.0133956479028369,0,4.85666656743965,0.0818622927395588,1.69975887833775,0,1.9364153246212,0,0,0,0,0.0282797011282112,0.055070996933885,0,0,0,0,0,0.157770964188968,0.16223618015658,74.3979400470336,11.9429643080404,TRUE
"HER24L","HER24L_3A","HER24L_3A_10",5.9,1343.93,6.77,1,30003,66261,1.41,0,0.0256561174748344,0.00754591690436305,0,0.0633857019966496,0.0498030515687961,0.273162191937942,0.134317320897662,0.902491661761821,0.0679132521392674,0,0.00603673352349044,0.0664040687583948,2.51128114577202,0.00754591690436305,0.274671375318815,0.027165300855707,0.170537722038605,0,0.101115286518465,4.84749701936282,0.188647922609076,1.83667617452197,0,1.77781802266793,0,0,0,0.0120734670469809,0.0120734670469809,0.0724408022818853,0,0,0,0,0.203739756417802,0.0724408022818853,0,74.1431611355096,12.1443986658819,TRUE
"HER24L","HER24L_3A","HER24L_3A_11",6,1363.6,6.78,1,29760,67240,1.51,0,0.0252825698988697,0,0.0178465199286139,0.0624628197501487,0.0624628197501487,0.287031528851874,0.0594883997620464,0.660321237358715,0.101130279595479,0,0.037180249851279,0.0728732897085068,2.59518143961927,0.0252825698988697,0.287031528851874,0.135336109458656,0.23051754907793,0,0.126412849494349,5.00892325996431,0.261748958953004,2.04491374182034,0,1.74301011302796,0.0148720999405116,0,0,0,0,0.0535395597858418,0,0,0,0,0.621653777513385,0.428316478286734,0,73.0621653777513,11.9750148720999,TRUE
"HER24L","HER24L_3A","HER24L_3A_12",6.1,1383.28,6.79,1,30466,67642,1.57,0,0,0.019218828538482,0.0177404571124449,0.0413943999290382,0.0635699713195943,0.251323142426303,0.0532213713373348,0.821974512876615,0.124183199787115,0,0.0251323142426303,0.076875314153928,3.0543153661926,0,0.283847313799119,0.110877856952781,0.0458295142071494,0,0.12122645693504,5.6459004760356,0,1.63507879719701,0,1.42662842612578,0,0,0,0,0,0.038437657076964,0,0,0,0,0.180361313976523,0.322284970876083,0,73.9673575589131,11.6732207799888,TRUE
"HER24L","HER24L_3A","HER24L_3A_13",6.2,1402.96,6.79,1,30487,67095,1.26,0.0402414486921529,0.0447127207690588,0.0223563603845294,0.0372606006408823,0.0745212012817647,0.0387510246665176,0.245919964229823,0.0387510246665176,0.71242268425367,0.184812579178776,0,0,0.0253372084358,2.26991579104255,0.0119233922050823,0.286161412921976,0.275728444742529,0.116253073999553,0,0.0417318727177882,5.6293315448245,0.0789924733586705,1.85557791191594,0,1.9807735300693,0,0.0134138162307176,0,0,0,0.00596169610254117,0,0,0,0,0.0700499292048588,0,0.0670690811535882,73.9071465832029,11.924882629108,TRUE
"HER24L","HER24L_3A","HER24L_3A_14",6.3,1422.64,6.8,1,30896,68150,1.51,0,0.00733675715333822,0.0117388114453412,0.0410858400586941,0.086573734409391,0.0542920029347029,0.252384446074835,0.0586940572267058,0.676449009537784,0.0674981658107117,0,0,0.0513573000733676,2.03815113719736,0.0616287600880411,0.272927366104182,0.0836390315480558,0.121790168745415,0,0.227439471753485,5.58473954512106,0.0630961115187087,1.74174614820249,0,1.42773294203962,0.020542920029347,0,0,0.0220102714600147,0.0733675715333822,0,0,0,0,0,0,0.133528980190756,0,74.6749816581071,12.1452677916361,TRUE
"HER24L","HER24L_3A","HER24L_3A_15",6.4,1442.32,6.81,1,31111,68879,1.2,0,0.0101627491688323,0.0101627491688323,0,0.0754947081113257,0,0.191640412897981,0.0348437114359965,0.707036977888761,0.0435546392949956,0,0.0203254983376646,0.0290364261966637,2.21257567618578,0.116145704786655,0.333918901261633,0.172766735870149,0.156796701461984,0,0.180025842419315,5.35431699066479,0,1.67685361285733,0,1.65652811451966,0,0,0,0.0217773196474978,0.015970034408165,0,0,0,0,0,0,0,0,74.7499237793812,12.2301427140348,TRUE
"HER24L","HER24L_3A","HER24L_3A_16",6.5,1462,6.82,1,30886,68315,1.2,0.0336675693478738,0.0541608724291883,0,0.040986606162629,0.0673351386957476,0.0512332577032862,0.218107297079704,0.0365951840737759,0.726048452023714,0.0995389006806704,0,0,0.0307399546219717,2.52067627900168,0,0.2122520676279,0.153699773109859,0.0995389006806704,0,0.101002708043621,5.50391568469589,0,1.89709434238454,0,1.9044133791993,0,0,0,0.0131742662665593,0,0,0,0,0,0,0,0.0556246797921394,0,74.3950816072605,11.7851130791188,TRUE
