"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered"
"HER24L","HER24L_3B","HER24L_3B_196",50.5,8082.16,7.38,1,35675,74813,1.28,0.113616617432799,0.0267333217488939,0.701749695908465,0.0708433026345689,0.0187133252242257,0.21921323834093,0.283373210538275,4.44575140684106,0,0.973092911659738,78.49036932084,11.987221472204,6.5478367528992,0.152722194785511,-0.974559639998131,-3.26766598903763,-2.2931063490395,100,97.3306778233729
"HER24L","HER24L_3B","HER24L_3B_197",50.6,8087.88,7.38,1,35821,74878,1.29,0.097491920190176,0.0240391036085366,0.641042762894308,0.0948209086781164,0,0.184299794332114,0.194983840380352,4.27762493656348,0,1.00830684580251,78.583829696306,12.0048612409519,6.54600066748248,0.152765031780021,-1.37230811914515,-3.28341434600577,-1.91110622686062,100,97.1113010497075
"HER24L","HER24L_3B","HER24L_3B_198",50.7,8093.6,7.37,1,35706,76161,1.39,0.103727629626712,0.0288861753390843,0.686703168288232,0.0919105578970864,0.00919105578970864,0.237654442562466,0.312495896850094,4.27646695815444,0,1.12656083822429,77.9125799293602,12.0704822678274,6.45480256717067,0.154923406191544,-1.15745278869104,-3.16853901070661,-2.01108622201556,100,96.8566589199197
"HER24L","HER24L_3B","HER24L_3B_199",50.8,8099.32,7.38,1,35587,75794,1.55,0.134575296197588,0.0303454099269071,0.757315882523683,0.113465445813653,0.0316647755759031,0.192627384753411,0.217695332084334,4.26023168060796,0.242763279415257,1.08979602607067,78.2476185450036,11.775338417289,6.64504201680672,0.150488137993829,-1.31885308032436,-3.21713518039042,-1.89828210006606,100,97.0934374752619
"HER24L","HER24L_3B","HER24L_3B_200",50.9,8105.04,7.37,1,35782,75419,1.47,0.188281467534706,0.0291703682096024,0.69478513371962,0.0981185112504807,0.0437555523144035,0.271814794680386,0.275792572163513,4.3530144923693,0,0.855222158872433,78.4828756679351,11.9744361500418,6.55420219244823,0.15257387102769,-1.21302263984585,-3.17044923096273,-1.95742659111687,100,97.2672668690913
"HER24L","HER24L_3B","HER24L_3B_201",51,8110.75,7.37,1,35662,75069,1.43,0.153192396328711,0.0306384792657422,0.666053897081352,0.126550240445457,0.0119889701474643,0.23178675618431,0.203812492506894,4.13086626969854,0,1.06835045091849,78.6263304426594,11.7918181939283,6.66787166741979,0.14997289238276,-1.41838267567139,-3.07911388249304,-1.66073120682165,100,97.0413885891646
"HER24L","HER24L_3B","HER24L_3B_202",51.1,8116.47,7.38,1,35616,75587,1.32,0.11906809371982,0.050273195126146,0.707793668223372,0.0926085173376374,0.0224906399248548,0.264595763821821,0.263272785002712,3.88823474936166,0,0.866551126516464,78.8296929366161,11.9345919271832,6.60514355392972,0.1513971637157,-0.610909082322973,-2.64468058716962,-2.03377150484665,100,97.0391734028338
"HER24L","HER24L_3B","HER24L_3B_203",51.2,8122.19,7.38,1,35752,75847,1.17,0.113386158977942,0.0184582119266418,0.6816353975767,0.0896541722151173,0.0092291059633209,0.301923609371498,0.255778079554893,4.30867404116181,0.185900562975464,1.07980539770854,78.4711326749904,11.8963175867206,6.59625401751081,0.151601196276757,-1.58045037556085,-3.60898554489317,-2.02853516933232,100,97.411894999143
"HER24L","HER24L_3B","HER24L_3B_204",51.3,8127.91,7.38,1,35951,75707,1.5,0.10567054565628,0.0330220455175875,0.643269446682605,0.0660440910351751,0.0118879363863315,0.20737844585045,0.262855482319997,4.42759586299814,0,1.19011452045386,78.473588967995,11.7849076043166,6.65882089217664,0.150176737922909,-0.693147180559945,-2.96938829821439,-2.27624111765444,100,97.2063349492121
"HER24L","HER24L_3B","HER24L_3B_205",51.4,8133.63,7.38,1,36118,75475,1.33,0.115269956939384,0.0503477972838688,0.715468698244452,0.100695594567738,0,0.359059291156012,0.25306392845313,4.20271613116926,0,0.747267307055316,78.9744948658496,11.770785028155,6.70936515083296,0.149045398114284,-0.693147180559945,-2.65398297983193,-1.96083579927199,100,97.2891685988738
"HER24L","HER24L_3B","HER24L_3B_206",51.5,8139.35,7.39,1,36010,76309,1.43,0.152013523961787,0.0432452266443015,0.707649163270388,0.0956636831828487,0,1.06278420631904,0.296164279442792,4.44639557588227,0.00917322989424576,1.14141189112687,77.6697375145789,11.7941527211731,6.58544444444444,0.151850039649733,-0.793951879681911,-2.79506157809184,-2.00110969840993,100,97.4183910154765
"HER24L","HER24L_3B","HER24L_3B_207",51.6,8145.06,7.38,1,35975,75989,1.39,0.130282014502099,0.0197396991669847,0.729052889233968,0.0776428167234731,0,0.833015304846754,0.303991367171564,4.14665280501125,0,0.927765860848281,78.4034531313743,11.779336482912,6.65601608758798,0.150240021484441,-1.36948724280351,-3.60911448564507,-2.23962724284156,100,97.3509323717906
"HER24L","HER24L_3B","HER24L_3B_208",51.7,8150.78,7.38,1,35972,75560,1.23,0.166754896770778,0.017204870301747,0.764955002646903,0.115140285865537,0.0317628374801482,0.802011646373743,0.362625727898359,4.47326627845421,0,1.18845950238221,77.8348332451032,11.6993118051879,6.65294117647059,0.150309460654288,-1.90095876119305,-3.79462451121084,-1.89366575001779,100,97.4563260984648
"HER24L","HER24L_3B","HER24L_3B_209",51.8,8156.5,7.38,1,35792,75520,1.45,0.121822033898305,0.0463453389830508,0.760063559322034,0.108580508474576,0.0251588983050847,0.504502118644068,0.217161016949153,4.09295550847458,0,1.20630296610169,78.1342690677966,12.0630296610169,6.47716794731065,0.154388462385819,-0.85137118577484,-2.79728133483015,-1.94591014905531,100,97.2801906779661
"HER24L","HER24L_3B","HER24L_3B_210",51.9,8162.22,7.38,1,35821,76439,1.46,0.138672667094023,0.0052329308337367,0.575622391711038,0.0928845222988265,0.00915762895903923,0.473580240453172,0.261646541686835,4.36164784991954,0,1.09237431154254,78.5410588835542,11.6903674825678,6.71844225604297,0.148844026917183,-2.87638551592142,-4.70048036579242,-1.82409484987099,100,97.2422454506207
"HER24L","HER24L_3B","HER24L_3B_211",52,8167.94,7.38,1,36039,75188,1.52,0.130339947864021,0.0305899877640049,0.708889716444113,0.0930999627600149,0.00797999680800128,0.49874980050008,0.316539873384051,4.29722828110869,0,0.950949619620152,78.6774485290206,11.6494653402139,6.75373901130266,0.148066130231929,-1.11300102612021,-3.14302720823669,-2.03002618211649,100,97.3612810554876
"HER24L","HER24L_3B","HER24L_3B_212",52.1,8173.66,7.38,1,36342,75863,1.32,0.147634551757774,0.0434994661429155,0.713127611615676,0.108089582536942,0.028999644095277,0.543084243966097,0.27813295018652,4.48439950964238,0.264951293779576,1.02816919974164,78.1711769901006,11.6802657421932,6.69258548696535,0.149419085037856,-0.910211685797773,-2.79691171738,-1.88670003158223,100,97.4915307857585
"HER24L","HER24L_3B","HER24L_3B_213",52.2,8179.37,7.37,1,36187,76144,1.36,0.128703509140576,0.0131330111367934,0.727568816978357,0.0893044757301954,0,0.774847657070813,0.288926245009456,4.24458919941164,0.131330111367934,1.15307837781046,78.7534145828956,11.5531098970372,6.81664203705809,0.146699796551379,-1.91692261218206,-4.01457959375324,-2.09765698157118,100,97.858005883589
"HER24L","HER24L_3B","HER24L_3B_214",52.3,8185.09,7.36,1,36226,76693,1.46,0.112135396972344,0.0404208989086357,0.671508481869271,0.11083149700755,0.039116998943841,0.531991185636238,0.239917593522225,4.28722308424498,0.0208623994367152,0.852750576975734,78.2496446872596,11.7572659825538,6.65542863480093,0.150253282676798,-1.00866405200517,-2.81017969617859,-1.80151564417342,100,96.9136687833309
"HER24L","HER24L_3B","HER24L_3B_215",52.4,8190.81,7.36,1,35994,76670,1.32,0.139559149602191,0.0417373157688796,0.657362723359854,0.108256162775532,0.0313029868266597,0.867353593322029,0.215208034433286,4.34459371331681,0.0899960871266467,0.936481022564236,77.9261771227338,11.9433937654885,6.52462596920389,0.153265490576775,-0.953104704996871,-2.75684036527164,-1.80373566027477,100,97.3014216773184
"HER24L","HER24L_3B","HER24L_3B_216",52.5,8196.53,7.36,1,36526,76702,1.43,0.116033480222158,0.0586686135954734,0.749654507053271,0.0899585408463925,0,1.45628536413653,0.281609345258272,4.30757998487654,0,0.910015384214232,78.0057886365414,11.719381502438,6.65613527644899,0.15023733119401,-0.42744401482694,-2.54770755102703,-2.12026353620009,100,97.6949753591823
"HER24L","HER24L_3B","HER24L_3B_217",52.6,8202.25,7.36,1,36346,76302,1.42,0.138921653429792,0.0353857041755131,0.761447930591597,0.0393174490839034,0.0445597756284239,1.08516159471573,0.264737490498283,4.4389400015727,0.129747581976881,0.969830410736285,77.6323032161673,11.5855416633902,6.70079185520362,0.149236093525787,-0.105360515657826,-3.06891389084758,-2.96355337518976,100,97.1258944719667
