"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered"
"HER24L","HER24L_3A","HER24L_3A_135",18.4,3570.2,7.13,1,28045,63838,1.28,0.0845891162003822,0.184842883548983,1.6024938124628,0.466806604216924,0.192675209123093,6.87521538895329,0.220871581189887,3.62480027569786,0.0986873022337793,2.93868855540587,68.0409787274037,12.4299006861117,5.47397605545054,0.182682567455567,-0.92640886203974,-2.15981014148596,-1.23340127944622,100,96.7605501425483
"HER24L","HER24L_3A","HER24L_3A_136",18.5,3573.91,7.14,1,28007,63483,1.17,0.114991415024495,0.149646362018178,1.51064064395192,0.472567459004773,0.165398610651671,6.58601515366319,0.267788226769371,3.93648693350976,0.135469338248035,3.06538758407763,67.3172345352299,12.8160294882094,5.25258112094395,0.19038259038259,-1.14990558305566,-2.3120141832829,-1.16210860022724,100,96.5376557503584
"HER24L","HER24L_3A","HER24L_3A_137",18.6,3577.63,7.14,1,28115,63539,1.42,0.094430192480209,0.291159760147311,1.42589590645116,1.09066872314641,0.275421394733943,6.76434945466564,0.187286548419081,4.27611388281213,0.229780135035175,2.49453091801885,67.2106894977887,12.3971104361101,5.42148025898185,0.184451469382976,-1.32067417411158,-1.58868348096465,-0.268009306853076,100,96.7374368498088
"HER24L","HER24L_3A","HER24L_3A_138",18.7,3581.34,7.14,1,27315,61810,1.57,0.0647144475004045,0.156932535188481,1.86377608801165,0.44005824300275,0.302540042064391,8.84322925093027,0.169875424688562,3.82300598608639,0.245914900501537,2.72771396214205,65.8534217764116,12.6727066817667,5.1964764458062,0.192438089622642,-1.03109108779261,-2.47454386275245,-1.44345277495984,100,97.1638893382948
"HER24L","HER24L_3A","HER24L_3A_139",18.8,3585.06,7.15,1,26472,61272,1.23,0.117508813160987,0.221961091526309,2.03681942812378,0.386799843321582,0.205640423031727,9.59002480741611,0.328045436741089,3.47793445619533,0.435761848805327,3.28861470165818,64.0520955738347,12.4836793315054,5.13086677997124,0.194898843194211,-0.555405255399079,-2.21664266319332,-1.66123740779424,100,96.6248857553205
"HER24L","HER24L_3A","HER24L_3A_140",18.9,3588.77,7.15,1,25062,58289,1.3,0.0909262468047144,0.279641098663556,2.40525656641905,0.847501243802433,0.327677606409443,10.9111496165657,0.233320180480022,3.21844601897442,0.229889001355316,3.39515174389679,61.9293520218223,12.5289505738647,4.94290017800904,0.202310377306222,-1.10878531638116,-2.15190486678777,-1.04311955040661,100,96.3972619190585
"HER24L","HER24L_3A","HER24L_3A_141",19,3592.49,7.16,1,23975,55425,1.47,0.119079837618403,0.389715832205683,2.65403698691926,0.768606224627876,0.294091114118178,9.73026612539468,0.301308073973839,3.39738385205232,0.196662156066757,3.45151105096978,62.1326116373478,13.1655390166892,4.71933671371797,0.211894183581613,-0.679160938585205,-1.91841931291727,-1.23925837433207,100,96.6008119079838
"HER24L","HER24L_3A","HER24L_3A_142",19.1,3596.21,7.16,1,23371,57681,1.29,0.0797489641303029,0.556509075778853,3.29224528007489,0.93965083823096,0.449021341516271,15.6984102217368,0.162965274527141,2.5727709297689,0.192437717792687,4.60290216882509,55.5104800540906,12.6974220280508,4.37179137083561,0.228739186108248,-0.52382487830963,-1.77764158768227,-1.25381670937264,100,96.7545638945233
"HER24L","HER24L_3A","HER24L_3A_143",19.2,3599.92,7.17,1,22483,55409,1.56,0.073995199335848,0.481871176162717,3.22871735638615,1.06841848797127,0.489090220000361,17.5910050713783,0.140771354834052,2.16932267321193,0.339295060369254,4.35488819505856,53.5598909924381,12.7361980905629,4.2053280430778,0.237793577517943,-0.796257976483756,-1.90216342510847,-1.10590544862471,100,96.2334638777094
"HER24L","HER24L_3A","HER24L_3A_144",19.3,3603.64,7.16,1,22033,56082,1.57,0.0873720623372918,0.620519952926073,3.36293284832923,1.64937056453051,0.748903391462501,18.6744409971114,0.112335508719375,1.86334296209122,0.262116187011875,4.89996790414037,51.2553047323562,12.6118897328911,4.06404637353315,0.246060184379892,-0.977591257737951,-1.69001098341893,-0.712419725680978,100,96.1484968439071
"HER24L","HER24L_3A","HER24L_3A_145",19.4,3607.35,7.17,1,21921,54703,1.43,0.0968868252198234,0.623366177357732,3.20823355209038,0.804343454655138,0.488090232711186,18.1690218086759,0.168180904155165,1.76772754693527,0.380235087655156,4.52808803904722,52.6790121199934,13.4526442791072,3.91588531050414,0.255370094041712,-0.25489224962879,-1.63834165861645,-1.38344940898766,100,96.3658300276036
"HER24L","HER24L_3A","HER24L_3A_146",19.5,3611.07,7.18,1,21900,56582,1.29,0.0724612067441943,0.49839171467958,3.46399915167368,1.93170973100986,0.593828426001202,19.0891096108303,0.208546887702803,1.55526492524124,0.438301933477078,4.22395814923474,51.7143261107773,12.9564172351631,3.991406356568,0.25053825911623,-1.35477441723842,-1.93879268128645,-0.584018264048024,100,96.7463150825351
"HER24L","HER24L_3A","HER24L_3A_147",19.6,3614.78,7.18,1,22522,60052,1.3,0.108239525744355,0.604476120695397,3.93658829014854,1.30386997935123,0.704389529074802,24.3122627056551,0.22813561579964,1.69353227203091,0.371344834476787,4.52774262306001,47.6320522214081,11.7764604009858,4.04468325791855,0.247238148510698,-0.768729861725952,-1.87370754426114,-1.10497768253519,100,97.1990941184307
"HER24L","HER24L_3A","HER24L_3A_148",19.7,3618.5,7.19,1,22099,59296,1.35,0.0860091743119266,0.514368591473287,3.68658931462493,1.38626551538046,0.625674581759309,22.2072315164598,0.138289260658392,1.75897193739881,0.283324338909876,4.29708580679978,47.9290339989207,13.0632757690232,3.66899044668216,0.272554539057002,-0.991428618448768,-1.96951689212907,-0.978088273680304,100,95.9761198057204
"HER24L","HER24L_3A","HER24L_3A_149",19.8,3622.21,7.19,1,22120,61341,1.36,0.0749906261717285,0.655352863500758,3.90929394695228,1.69054955087136,0.826527118892747,27.9584617140249,0.092923167212794,1.42645212826658,0.340718279780245,4.62333512658744,43.7798536052559,11.6936469897785,3.74390073888192,0.267101098491901,-0.947635119610506,-1.78593824696844,-0.838303127357932,100,97.0721051172951
"HER24L","HER24L_3A","HER24L_3A_150",19.9,3625.93,7.19,1,20725,53495,1.57,0.0953360127114684,0.994485465931396,4.09384054584541,1.40760818768109,0.529021403869521,17.6259463501262,0.05981867464249,1.38704551827274,0.858024114403215,5.02476866996916,48.4381717917562,15.2350686980092,3.17938650306748,0.314526088298858,-0.347421738458249,-1.4150133334689,-1.06759159501065,100,95.7491354332181
"HER24L","HER24L_3A","HER24L_3A_151",20,3629.64,7.2,1,19374,48659,1.26,0.0883700856984319,0.663803201874268,3.21831521404057,0.815881954006453,0.472677202573008,16.9855525185474,0.133582687683676,1.1447008775355,0.365811052426067,5.41112641032491,50.1757126122608,16.6279619392096,3.01755036460264,0.331394634446037,-0.206283957464534,-1.57862755332809,-1.37234359586356,100,96.1034957561808
"HER24L","HER24L_3A","HER24L_3A_152",20.1,3633.06,7.22,1,17664,43262,1.45,0.0416069529841431,0.600989320882067,3.06735703388655,0.989320882067403,0.409135037677407,16.0556608571032,0.210346262308724,1.13956821228792,0.841385049234894,4.91655494429291,52.5056631686006,15.124127409736,3.47164909063121,0.288047545674664,-0.498441564566269,-1.62999440331668,-1.13155283875041,100,95.9017151310619
"HER24L","HER24L_3A","HER24L_3A_153",20.2,3636.48,7.22,1,19399,51637,1.33,0.0658442589615973,0.602281309913434,3.74731297325561,1.11354261479172,0.567422584580824,21.3006177740767,0.325348103104363,1.26653368708484,0.735906423688441,5.17458411604082,47.8494103065631,13.255998605651,3.60964207450694,0.277035777885705,-0.614577128618116,-1.82806969328465,-1.21349256466653,100,96.0048027577125
"HER24L","HER24L_3A","HER24L_3A_154",20.3,3639.9,7.23,1,19353,50149,1.48,0.0797623083212028,0.877385391533231,4.18951524457118,1.32006620271591,0.486550080759337,19.430098307045,0.0997028854015035,0.833516121956569,0.973100161518674,6.36104408861592,47.9511057049991,13.6951883387505,3.50131042516016,0.285607352268474,-0.408490829024701,-1.56339397393269,-1.15490314490799,100,96.2970348361882
"HER24L","HER24L_3A","HER24L_3A_155",20.4,3643.32,7.23,1,19405,48598,1.42,0.0679040289723857,0.963002592699288,3.82114490308243,1.18934935594057,0.537059138236141,17.8114325692415,0.100827194534755,1.29017655047533,0.539116836083789,5.96732375817935,49.7057492077863,14.2289806164863,3.49327548806941,0.286264282165922,-0.211105572754731,-1.37824926543506,-1.16714369268033,100,96.2220667517182
"HER24L","HER24L_3A","HER24L_3A_156",20.5,3646.74,7.22,1,19512,51538,1.4,0.0562691606193488,0.745081299235516,3.89809460980248,1.08851721060189,0.552990026776359,21.3958632465365,0.087314214754162,1.24374248127595,0.789708564554309,5.65214016841942,46.0805619154798,13.4075827544724,3.43690303907381,0.290959619352394,-0.379078352934969,-1.65474981222721,-1.27567145929224,100,94.9978656525282
"HER24L","HER24L_3A","HER24L_3A_157",20.6,3650.16,7.22,1,19122,50756,1.56,0.0433446292063992,0.624556702655844,3.70793600756561,0.902356371660493,0.596973756797226,24.0385373157853,0.163527464733234,0.941760580029947,0.764441642367405,5.21711718811569,46.2211364173694,13.5432264165813,3.41286005237125,0.293009377664109,-0.367967410236904,-1.78118854626804,-1.41322113603114,100,96.7649144928678
"HER24L","HER24L_3A","HER24L_3A_158",20.7,3653.57,7.24,1,19154,50192,1.49,0.0338699394325789,0.918473063436404,3.57228243544788,1.79510678992668,0.633567102327064,22.7386834555308,0.167357347784508,0.79494740197641,0.643528849218999,5.84754542556583,46.2324673254702,13.2291998724896,3.49472891566265,0.286145227321698,-0.670107214611689,-1.35824743060848,-0.688140215996795,100,96.6070290086069
"HER24L","HER24L_3A","HER24L_3A_159",20.8,3656.99,7.23,1,20154,50834,1.5,0.114096864303419,1.31408112680489,4.03076680961561,1.17637801471456,0.548845261045757,19.675807530393,0.228193728606838,0.641303064877838,1.00719990557501,5.26222606916631,48.8137860487076,13.9080143211237,3.50975954738331,0.284919803336826,0.110697419586014,-1.12081897470225,-1.23151639428827,100,96.7206987449345
"HER24L","HER24L_3A","HER24L_3A_160",20.9,3660.41,7.23,1,20238,52852,1.54,0.100280027245894,0.860894573526073,4.16067509271172,1.31310073412548,0.616816771361538,21.0720502535382,0.170286838719443,1.36229470975554,0.575191099674563,5.15401498524181,46.3255884356316,12.9285552107773,3.58319918044783,0.279080215651037,-0.422174541555854,-1.57546057160381,-1.15328603004796,100,94.6397487323091
"HER24L","HER24L_3A","HER24L_3A_161",21,3663.83,7.25,1,20281,53634,1.51,0.0559346683074169,1.08513256516389,4.52697915501361,1.73583920647351,0.497818547936011,20.5261587798784,0.203229294850282,1.18767945706082,0.454935302233658,5.80788305925346,47.4270052578588,13.5697505313793,3.49505358615004,0.286118646066753,-0.469788829545629,-1.42835270444795,-0.958563874902322,100,97.0783458254093
"HER24L","HER24L_3A","HER24L_3A_162",21.1,3667.25,7.23,1,21069,65326,1.43,0.0489850901631816,0.693445182622539,4.59235220279827,1.38382879710988,0.976640235128433,37.5685025870251,0.127055077610752,0.87867005480207,0.431681107063038,3.69072038698221,35.7943238526773,10.3144230474849,3.47031760166221,0.288158063550443,-0.690937234909142,-1.89047544216721,-1.19953820725807,100,96.5006276214677
"HER24L","HER24L_3A","HER24L_3A_163",21.2,3670.67,7.22,1,19940,56810,1.53,0.0334448160535117,0.718183418412251,4.21052631578947,1.28498503784545,0.851962682626298,30.042246083436,0.223552191515578,1.1371237458194,0.589684914627706,4.5731385319486,40.9558176377398,11.9767646541102,3.41960611405056,0.292431340525207,-0.581777359738275,-1.76861794066636,-1.18684058092809,100,96.5974300299243
"HER24L","HER24L_3A","HER24L_3A_164",21.3,3674.09,7.22,1,19910,52649,1.37,0.0702767383995897,0.577408877661494,4.00957283139281,1.13962278485821,0.600201333358658,21.9510342076773,0.150050333339665,1.3998366540675,0.782540978935972,6.27172405933636,46.1908108416114,13.468441945716,3.42955859540262,0.29158271310498,-0.679901953809925,-1.9378893464421,-1.25798739263217,100,96.6115215863549
"HER24L","HER24L_3A","HER24L_3A_165",21.4,3677.51,7.22,1,19025,48804,1.4,0.116793705433981,0.626997787066634,4.0447504302926,1.20481927710843,0.633144824194738,20.0618801737563,0.194656175723301,1.24784853700516,0.485615933120236,5.69215638062454,48.2153102204737,13.9968035406934,3.44473722734592,0.29029790489142,-0.653141845946246,-1.86423211804105,-1.2110902720948,100,96.520776985493
"HER24L","HER24L_3A","HER24L_3A_166",21.5,3680.92,7.24,1,19767,52719,1.42,0.0493180826646939,0.772017678635786,3.72920578918417,3.81266715984749,0.931353022629413,22.1608907604469,0.0436275346649216,1.0432671332916,0.3433297293196,4.95077675980197,44.4507672755553,14.550731235418,3.05488202320428,0.327344883502603,-1.59707681561053,-1.57494311526452,0.0221337003460096,100,96.8379521614598
"HER24L","HER24L_3A","HER24L_3A_167",21.6,3684.34,7.26,1,19404,49665,1.56,0.0523507500251686,1.00271821202054,4.73170240612101,1.34501157756972,0.491291654082352,19.2449411054062,0.215443471257425,1.05104198127454,1.02486660626195,5.42837007953287,47.2606463304138,14.6521695358905,3.22550501580322,0.31002897068848,-0.293688096511993,-1.55157053011355,-1.25788243360156,100,96.500553709856
"HER24L","HER24L_3A","HER24L_3A_168",21.7,3687.76,7.28,1,19654,53586,1.35,0.0802448400701676,0.905087149628634,4.1969917515769,1.60303064233195,0.712872765274512,25.2565968723174,0.184749748068525,1.22046803269511,0.81551151420147,4.9415892210652,43.3060874108909,13.2142723845781,3.27722073153509,0.305136602602775,-0.571620031046772,-1.53409206102183,-0.96247202997506,100,96.4375023326988
"HER24L","HER24L_3A","HER24L_3A_169",21.8,3691.18,7.28,1,18838,49183,1.36,0.0691295772929671,0.910883841977919,4.18843909480918,0.864119716162088,0.591667852713336,19.43354411077,0.213488400463575,1.07354167090255,0.323282434987699,7.0918813411138,47.2663318626355,13.95197527601,3.38778781696298,0.295177872413645,0.0527040634905684,-1.52566802936864,-1.57837209285921,100,95.9782851798386
"HER24L","HER24L_3A","HER24L_3A_170",21.9,3694.6,7.29,1,18288,46583,1.33,0.0558143528755125,0.940257175364403,4.1753429362643,1.12487388102956,0.463688470042719,16.6176502157439,0.287658587896872,0.74490694030011,0.953137410643368,6.37356975720756,48.75598394264,14.3936629242428,3.38732289336316,0.2952183867559,-0.179272773944596,-1.4907983456761,-1.3115255717315,100,94.8865465942511
"HER24L","HER24L_3A","HER24L_3A_171",22,3698.02,7.31,1,18624,47047,1.41,0.080770293536251,0.935234977788169,3.77707398983995,1.10527770102238,0.618530405764448,19.7802197802198,0.138159712627798,0.437860012328097,0.971369056475439,5.0800263566221,48.4451718494272,14.3069696261186,3.38612390432328,0.29532292032292,-0.167054084663166,-1.39590710124234,-1.22885301657918,100,95.6766637617701
"HER24L","HER24L_3A","HER24L_3A_172",22.1,3701.44,7.33,1,18086,46204,1.6,0.0692580728941217,1.32672495887802,3.52999740282227,1.0215565751883,0.517271231927972,18.4183187602805,0.207774218682365,1.12977231408536,0.753181542723574,5.71595532854298,48.5693879317808,14.5398666782097,3.34042869901756,0.299362773494942,0.261385950350656,-0.978583666684803,-1.23996961703546,100,95.7990650160159
"HER24L","HER24L_3A","HER24L_3A_173",22.2,3704.85,7.32,1,18355,47310,1.59,0.0760938490805327,0.826463749735785,3.55316000845487,2.06932995138449,0.587613612344113,20.5495666878038,0.0951173113506658,1.16254491650814,0.376241809342634,4.65440710209258,47.9687169731558,13.8892411752272,3.45366002130574,0.289547898122852,-0.917824082545145,-1.45843657342325,-0.540612490878105,100,95.8084971464807
"HER24L","HER24L_3A","HER24L_3A_174",22.3,3708.27,7.3,1,20085,53292,1.39,0.0694288073256774,0.774975606094723,4.48097275388426,1.0677024694138,0.613600540418825,21.5773474442693,0.106957892366584,1.20093072130901,0.519777827816558,5.2484425429708,46.5266831794641,13.5723936050439,3.42803815844048,0.291712038717483,-0.320432841165298,-1.75476388155146,-1.43433104038616,100,95.7592133903775
"HER24L","HER24L_3A","HER24L_3A_175",22.4,3711.69,7.29,1,19617,51630,1.51,0.0813480534572923,0.885144295951966,4.1874878946349,1.34417974046097,0.571373232616696,20.4551617276777,0.0464846019755956,1.38485376718962,0.672089870230486,5.93259732713539,46.205694363742,13.678094131319,3.37807986406117,0.29602615694165,-0.4177885696126,-1.55410560730495,-1.13631703769235,100,95.4445090063916
"HER24L","HER24L_3A","HER24L_3A_176",22.5,3715.11,7.29,1,20916,58224,1.39,0.073852706787579,0.745397087111844,3.98976367133828,2.3340890354493,0.721352019785655,25.9755427315196,0.151140423193185,1.17477328936521,0.516968947513053,5.42559769167354,42.5391591096455,12.3969497114592,3.43142144638404,0.291424418604651,-1.14145988005074,-1.67757019867,-0.536110318619266,100,96.044586424842
"HER24L","HER24L_3A","HER24L_3A_177",22.6,3718.53,7.3,1,20035,51247,1.82,0.0819560169375768,0.70248014517923,3.37385603059691,1.24299959021992,0.452709426893282,20.8578063106133,0,1.88498838956427,0.747360821121236,5.0890783850762,47.9735399145316,14.3208382929732,3.34991143207521,0.298515354891194,-0.570665624122008,-1.56919445423313,-0.998528830111127,100,96.7276133237068
"HER24L","HER24L_3A","HER24L_3A_178",22.7,3721.95,7.3,1,20444,53216,1.45,0.0732862297053518,0.569377630787733,3.96873120865905,1.39431749849669,0.616355983162959,22.4293445580277,0.212342152736019,1.1462717979555,0.528036680697535,5.55472038484666,46.4164912808178,12.8607937462417,3.60914669783752,0.277073802680053,-0.895616437658011,-1.94165783931678,-1.04604140165877,100,95.7700691521347
"HER24L","HER24L_3A","HER24L_3A_179",22.8,3725.37,7.29,1,20868,56826,1.48,0.0827086192939852,0.761975152219055,4.20758103684933,1.53978812515398,0.746137331503185,22.6304860451202,0.276281983599057,1.21247316369268,0.445218737901665,5.83359729701193,44.6872910287544,12.7265688241298,3.51133849557522,0.284791683074742,-0.703486158355125,-1.70872923945583,-1.00524308110071,100,95.1501073452293
"HER24L","HER24L_3A","HER24L_3A_180",22.9,3728.78,7.29,1,21216,55330,1.42,0.0722935116573288,0.733779143321887,4.12434484005061,1.28320983191759,0.717513103198988,23.5694921380806,0.345201518163745,1.27055846737755,0.544008675221399,5.06958250497018,46.11603108621,13.058015543105,3.53162629757785,0.28315566703245,-0.558911810433628,-1.72645437082029,-1.16754256038666,100,96.9040303632749
"HER24L","HER24L_3A","HER24L_3A_181",23,3732.2,7.3,1,21366,57417,1.61,0.050507689360294,0.646150094919623,3.92218332549593,1.46646463590923,0.75935698486511,27.760071059094,0.172422801609279,1.02234529843078,0.478952226692443,3.81245972447185,43.7187592524862,12.9369350540781,3.37937533656435,0.295912676280774,-0.819577951634892,-1.80337192665215,-0.983793975017254,100,96.7466081474128
"HER24L","HER24L_3A","HER24L_3A_182",23.1,3735.62,7.3,1,21741,57275,1.53,0.0593627237014404,0.609340899170668,3.89524225229158,1.65168048886949,0.862505456132693,26.1091226538629,0.118725447402881,1.26407682234832,0.738542121344391,4.61457878655609,44.2723701440419,12.8345700567438,3.44946265814175,0.289900224789999,-0.997170646849451,-1.85513327223011,-0.857962625380654,100,97.0301178524662
"HER24L","HER24L_3A","HER24L_3A_183",23.2,3739.04,7.31,1,21159,55344,1.44,0.0451720150332466,0.545677941601619,3.67519514310494,1.43104943625325,0.585429314830876,23.7225354148598,0.166233015322347,1.7002746458514,0.863688927435675,5.46400693842151,45.4267851980341,13.6347210176352,3.33169891333157,0.300147169961418,-0.964134374439556,-1.90733255923364,-0.943198184794079,100,97.2607690083839
"HER24L","HER24L_3A","HER24L_3A_184",23.3,3742.46,7.31,1,21270,55369,1.57,0.0668243963228521,0.623092344091459,3.57781430042081,1.34010005598801,0.639346926980802,23.1320775162997,0.131842727880222,1.44123968285503,0.621286279325977,5.38929726019975,46.3526522061081,13.3305640340263,3.47717111502506,0.287590103253458,-0.765804826136021,-1.74781262966719,-0.98200780353117,100,96.646137730499
"HER24L","HER24L_3A","HER24L_3A_185",23.4,3745.88,7.31,1,21490,58318,1.33,0.116602078260571,0.797352446928907,3.84786858259885,1.93250797352447,0.684179841558352,24.8636784526218,0.0788778764703865,1.67529750677321,0.414966219692033,5.13906512569018,44.3893823519325,12.3392434582805,3.59741523068371,0.277977363155252,-0.88527710845242,-1.57397786105523,-0.688700752602811,100,96.2790219143318
"HER24L","HER24L_3A","HER24L_3A_186",23.5,3749.3,7.31,1,20644,54719,1.32,0.0475154882216415,0.917414426433232,4.21243078272629,1.58080374275846,0.561048264770921,22.350554651949,0.118788720554104,1.65390449386867,0.3527111241068,5.38387031926753,45.5454229792211,12.9900034722857,3.50619020821609,0.28520985474681,-0.54412938724015,-1.52423583573902,-0.98010644849887,100,95.7144684661635
"HER24L","HER24L_3A","HER24L_3A_187",23.6,3752.72,7.31,1,20923,56201,1.53,0.110318321738047,0.565826230849985,3.85402394975178,2.18679382929129,0.617426736179072,23.8750200174374,0.177932776996851,1.39321364388534,0.530239675450615,4.87713741748367,44.3017028166759,14.2150495542784,3.11653523594943,0.320869146116154,-1.35190472678586,-1.91858604478076,-0.566681317994901,100,96.7046849700183
"HER24L","HER24L_3A","HER24L_3A_188",23.7,3756.13,7.31,1,22183,59942,1.41,0.0633946147943012,0.555537019118481,4.0739381402022,1.3996863634847,0.714023556104234,25.8633345567382,0.0767408494878382,1.51813419638984,0.577224650495479,5.61876480597911,44.2177438190251,12.1300590570885,3.64530325952414,0.274325598943596,-0.924068216486762,-1.99243016469021,-1.06836194820344,100,96.8085816289079
"HER24L","HER24L_3A","HER24L_3A_189",23.8,3759.55,7.32,1,22515,62739,1.41,0.0510049570442627,0.688566920097547,3.5129664164236,1.50145842299048,0.793764644001339,29.5972202298411,0.176923444747286,1.58274757327978,0.455856803583098,4.47568498063406,42.4743779786098,11.2689076969668,3.76916548797737,0.265310717502252,-0.779579686332253,-1.62960358202869,-0.850023895696442,100,96.5794800682191
"HER24L","HER24L_3A","HER24L_3A_190",23.9,3762.97,7.32,1,22309,59311,1.62,0.0910455058926675,0.649120736456981,3.55414678558783,1.54945962806225,0.777258855861476,24.3057780175684,0.0640690597022475,1.44323987118747,1.01161673214075,4.42582320311578,46.3016978300821,13.1206690158655,3.52891287586739,0.283373388682543,-0.870042788067903,-1.70025157537347,-0.830208787305566,100,97.2939252415235
"HER24L","HER24L_3A","HER24L_3A_191",24,3766.39,7.32,1,22260,59477,1.27,0.0823847873968089,0.818803907392774,4.01163474956706,1.23913445533568,0.558198967668174,24.9424147149318,0.359802949039124,1.64097045916909,0.544748390134001,5.22050540545085,45.244380180574,12.3863005867814,3.65277589249355,0.273764399851356,-0.414323769106747,-1.58910947957527,-1.17478571046852,100,97.0492795534408
"HER24L","HER24L_3A","HER24L_3A_192",24.1,3769.81,7.32,1,22204,60267,1.37,0.0779862943235933,0.59236398028772,3.15429671296066,1.78372907229495,0.59236398028772,26.9766207045315,0.207410357243599,1.76381767799957,0.230640317254882,4.5464350307797,44.5666782816467,12.4413028689001,3.58215524139771,0.279161547339812,-1.10234015878212,-1.67239956070879,-0.570059401926666,100,96.9336452785106
"HER24L","HER24L_3A","HER24L_3A_193",24.2,3773.23,7.32,1,21918,57028,1.66,0.075401557129831,0.703163358350284,3.30364031703725,1.68689065020692,0.668092866661991,21.6121905029108,0.227958195973908,1.62025671599916,0.61899417829838,4.82920670547801,47.9518832854037,13.1900119239672,3.63546929008242,0.275067651576099,-0.875053023359137,-1.54719102782974,-0.672138004470602,100,96.4876902574174
"HER24L","HER24L_3A","HER24L_3A_194",24.3,3776.65,7.33,1,22203,56056,1.31,0.0891965177679463,0.563721992293421,3.34130155558727,1.2594548308834,0.608320251177394,20.8987441130298,0.128442985585843,1.90880548023405,0.247966319394891,5.71392892821464,49.0652204937919,12.7319109461967,3.85372005044136,0.259489528795811,-0.80387302390633,-1.77955448885718,-0.975681464950847,100,96.5570144141573
"HER24L","HER24L_3A","HER24L_3A_195",24.4,3780.06,7.33,1,22454,57421,1.41,0.0801100642622037,0.531164556521133,3.05114853450828,1.62484108601383,0.581668727469044,20.7554727364553,0.242071715922746,2.03061597673325,0.768011703035475,5.03300186342976,48.8514654917191,13.2129360338552,3.69724528799262,0.270471640939717,-1.11809342423993,-1.74820149488893,-0.630108070648993,100,96.7625084899253
"HER24L","HER24L_3A","HER24L_3A_196",24.5,3783.48,7.33,1,22642,59398,1.42,0.0521903094380282,0.611131687935621,2.93612579548133,1.14650324926765,0.627967271625307,23.0142429038015,0.185191420586552,2.1212835449005,0.208761237752113,5.2527021111822,46.8113404491734,13.1401730698003,3.5624599615631,0.280704909188995,-0.629159471884661,-1.56953377020407,-0.940374298319413,100,96.1076130509445
"HER24L","HER24L_3A","HER24L_3A_197",24.6,3786.9,7.34,1,22659,62300,1.44,0.0754414125200642,0.430176565008026,3.3868378812199,1.58266452648475,0.764044943820225,27.3980738362761,0.200642054574639,1.71268057784912,0.304975922953451,5.34189406099518,43.5072231139647,12.2343499197432,3.55615324061926,0.281202730123593,-1.30266937409178,-2.06345624595926,-0.760786871867477,100,96.9390048154093
"HER24L","HER24L_3A","HER24L_3A_198",24.7,3790.32,7.34,1,22443,57483,1.51,0.0626272115234069,0.659325365760312,3.34011794791504,1.36736078492772,0.567124193239741,20.5138910634448,0.198319503157455,2.02842579545257,0.36010646625959,5.00843727710801,49.0179705304177,13.1795487361481,3.71924498416051,0.26887177485183,-0.72942058734678,-1.6225442599394,-0.893123672592621,100,96.3032548753545
"HER24L","HER24L_3A","HER24L_3A_199",24.8,3793.74,7.34,1,21943,56749,1.42,0.10749088089658,0.653756013321821,3.44675677104442,1.60355248550635,0.585032335371548,21.3307723484114,0.20264674267388,1.4608186928404,0.251986819150998,5.18951875803979,48.277502687272,13.4575058591341,3.58740343066649,0.278753148154907,-0.897242536903461,-1.66245478798733,-0.765212251083867,100,96.5673403936633
"HER24L","HER24L_3A","HER24L_3A_200",24.9,3797.16,7.34,1,23433,60517,1.75,0.0479204190558025,0.485813903531239,2.77442702050663,1.21288233058479,0.642794586645075,21.2502272088835,0.232992382305798,2.00274303088388,0.482509047044632,4.31283771502223,49.1828742336864,12.5039245170778,3.93339500462535,0.254233301975541,-0.914929261275834,-1.74237388973886,-0.827444628463025,100,95.1319463952278
"HER24L","HER24L_3A","HER24L_3A_201",25,3800.58,7.35,1,23791,62327,1.51,0.08824426011199,0.372230333563303,2.84306961669902,1.18568196768656,0.571181029088517,22.0963627320423,0.195741813339323,2.04084907022639,0.447639064931731,4.28706660034977,49.2130216439103,12.5306849359026,3.92740076824584,0.254621328203958,-1.15856054928189,-2.03312675949872,-0.874566210216824,100,95.8717730678518
"HER24L","HER24L_3A","HER24L_3A_202",25.1,3821.91,7.36,1,24760,67655,1.37,0.0812948045229473,0.464119429458281,2.5703939102801,1.48547779173749,0.999187051954771,24.4446086763728,0.183282832015372,2.1742664991501,0.425689158229251,4.0277880422733,47.641711625157,11.6931490651097,4.07432688661358,0.245439314966493,-1.16334983458492,-1.71167252844603,-0.548322693861107,100,96.1909688862612
"HER24L","HER24L_3A","HER24L_3A_203",25.2,3843.24,7.36,1,25693,63655,1.44,0.119393606158197,0.592255125284738,2.81046265022386,0.966145628780143,0.549838975728537,16.4150498782499,0.114680700651952,3.04767889403817,0.146100070693583,4.11122456994737,55.5604430131176,12.6541512842668,4.39068901303538,0.227754686572228,-0.489377080358507,-1.55716689606071,-1.0677898157022,100,97.0874243971409
