"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER24L","HER24L_3A","HER24L_3A_12",6.1,1383.28,6.79,1,30466,67642,1.57,-2.41590763083964,0.295739696443422,-1.58417428699355,-2.05653362993174,1.60702801619791,-0.764135354578976,2.22118015811676,-6.02682554348386,0.982583389224775,4.79363250983118,2.94741267601372,6.33649949341439,0.157815841544581,-0.847297860387204,-2.73724935579447,-1.88995149540727
"HER24L","HER24L_3A","HER24L_3A_13",6.2,1402.96,6.79,1,30487,67095,1.26,-2.97058184136653,-0.0947181099599421,-1.43810497006856,-3.37604694947469,1.06267502887573,-1.00372851846597,1.9705313406906,-2.27743466080658,0.861274991976541,4.54510560655308,2.72102808204632,6.19772528433946,0.161349520045172,-1.56218502758355,-2.91151419446997,-1.34932916688642
"HER24L","HER24L_3A","HER24L_3A_14",6.3,1422.64,6.8,1,30896,68150,1.51,-2.53357354445262,-0.111580720075184,-2.39699800944686,-2.66362667270081,0.989913414967815,-1.01603699430234,1.99745114522557,-2.46295597723866,0.832880888765668,4.59031540810567,2.77421106115175,6.14848375015102,0.162641724469946,-0.139761942375159,-2.44451858888271,-2.30475664650755
"HER24L","HER24L_3A","HER24L_3A_15",6.4,1442.32,6.81,1,31111,68879,1.2,-2.58237534098043,0.389064240004521,-2.36726396136348,-2.7567287281252,1.52849852319289,-0.358833455326833,2.41185953174805,-5.80125116584863,1.2514698833837,5.04785288394348,3.23770758937194,6.1119420702754,0.163614116184668,-0.22314355131421,-3.01021029273464,-2.78706674142043
"HER24L","HER24L_3A","HER24L_3A_16",6.5,1462,6.82,1,30886,68315,1.2,-2.60165923223332,0.348834255841831,-1.62564926565754,-2.76871331689648,1.59206646627313,-0.876149148546462,2.37268438821554,-5.8597557702548,1.30805341406165,4.97636819269157,3.13392001650488,6.3126319711837,0.158412529760148,-1.00063188030791,-2.98770010185673,-1.98706822154882
"HER24L","HER24L_3A","HER24L_3A_17",6.6,1481.68,6.83,1,30448,67262,1.29,-2.28704493591765,-0.133991576894565,-1.60320014802002,-2.74966845786576,1.14932890454523,-1.15206500307866,1.93951842946515,-3.2315065447585,0.811544723076052,4.54366929872819,2.71341531072053,6.236123238119,0.16035603560356,-0.693147180559945,-2.16959263867413,-1.47644545811419
"HER24L","HER24L_3A","HER24L_3A_18",6.7,1501.36,6.84,1,30498,67991,1.4,-2.13976685298046,0.387864741473881,-1.53363104941015,-3.16938627016162,1.47756544984143,-0.64099450843388,2.42780035822876,-5.87743647126383,0.992616940534297,4.95207429849083,3.12329336368073,6.22693635915146,0.160592616067184,-0.617161273582023,-2.54982619588732,-1.93266492230529
"HER24L","HER24L_3A","HER24L_3A_19",6.8,1521.03,6.84,1,30265,68358,1.37,-2.45846103034037,-0.280654538861252,-1.89884524240495,-3.31866229556348,0.94016895581654,-1.19476899131281,1.91293234803214,-1.23922075388365,0.537271243213622,4.42087498918234,2.57936531612186,6.30671325180933,0.158561196628547,-0.567984037605939,-2.19504355138986,-1.62705951378392
"HER24L","HER24L_3A","HER24L_3A_20",6.9,1540.71,6.85,1,30679,70192,1.37,-2.38767541499914,-0.0268214138811148,-0.923263274615294,-2.0875708225488,1.40500083279644,-0.900405136539243,2.28818619911149,-6.07655486911307,0.990764979540403,4.77305402525588,2.94528489499244,6.22062552831784,0.160755537437152,-1.48393283068381,-2.38381053291663,-0.899877702232825
"HER24L","HER24L_3A","HER24L_3A_21",7,1560.39,6.86,1,30588,69344,1.38,-2.63403752854589,-0.322402600031927,-1.97557590597384,-3.282732946535,1.09165589869076,-1.15553697355927,1.89120357967618,-1.18711854560957,0.559054179166595,4.4217066281497,2.59378421457226,6.22158536585366,0.160730736813219,-0.669616683149751,-2.33236965435157,-1.66275297120182
"HER24L","HER24L_3A","HER24L_3A_22",7.1,1580.07,6.86,1,30472,69583,1.4,-2.49578132990129,-0.201743297485701,-2.09743368956199,-3.51271558755513,0.947768788990091,-0.903511221089553,1.99141963288583,-1.47839448115576,0.601047060524072,4.49750728394957,2.65183684039986,6.33300346363187,0.157902961168841,-0.405465108108164,-2.31339600909826,-1.9079309009901
"HER24L","HER24L_3A","HER24L_3A_23",7.2,1599.75,6.86,1,30586,69116,1.29,-2.66007980918887,-0.262184536390498,-2.35469815963769,-2.81423048901613,0.789907736642719,-1.15600241241259,1.99953346727144,-1.14547599942561,0.530788390692429,4.43945611626057,2.63298569520422,6.08952722920407,0.164216360706003,-0.311779624030841,-2.41982597629234,-2.1080463522615
