"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER24L","HER24L_3A","HER24L_3A_2",5.1,1186.5,6.67,1,30814,68160,1.33,-0.921988752988793,-1.01160091167848,1.77841322727516,0,-1.01160091167848,3.10080865794126,0.860201265223112,3.64087023492758,-1.769286613376,2.52572864430826,6.35821638904744,4.53796143629464,59023,6.17343218279047,0.161984447288119,-1.01160091167848,-2.79001413895364,-1.77841322727516
"HER24L","HER24L_3A","HER24L_3A_3",5.2,1206.17,6.69,1,30582,67603,1.3,-0.965080896043587,-1.54044504094715,1.77171871834461,0,-0.965080896043587,3.08452777233712,0.687177013573442,3.70277061881765,0.194156014440957,2.57042882322616,6.39026064129859,4.57102229855553,58183,6.16715939886672,0.162149206032158,-1.54044504094715,-3.31216375929176,-1.77171871834461
"HER24L","HER24L_3A","HER24L_3A_4",5.3,1225.85,6.69,1,30510,66920,1.28,-0.574087820543957,-0.637266722165489,1.68682457604952,0,-1.6933193964148,3.19890766663115,0.489918938946677,3.58702491814298,NA,2.52065834075184,6.34897821967527,4.55011908367527,57990,6.0427495749332,0.165487579387411,-0.637266722165489,-2.32409129821501,-1.68682457604952
"HER24L","HER24L_3A","HER24L_3A_5",5.4,1245.53,6.7,1,30451,67795,1.24,-0.333491608483075,-1.06919840346182,2.01589755070877,0,-0.593774706746742,3.36781036562942,1.04758080865566,3.87492540999887,0.670504703810186,2.80561924791626,6.61668438638301,4.81072716021475,58309,6.08579414266618,0.164317092651757,-1.06919840346182,-3.08509595417059,-2.01589755070877
"HER24L","HER24L_3A","HER24L_3A_6",5.5,1265.21,6.72,1,30244,67047,1.48,-1.1314021114911,-1.26493350411562,1.51122028428865,0,-1.03609193168678,2.99169186401699,0.24231346742193,3.23582809394002,-0.869037847023609,2.16536025203417,5.98833465409905,4.17896733608108,57542,6.10658268494504,0.163757710587521,-1.26493350411562,-2.77615378840428,-1.51122028428865
"HER24L","HER24L_3A","HER24L_3A_7",5.6,1284.89,6.73,1,29280,65103,1.28,-1.99470031322475,-1.62313675679226,1.13206022273565,0,-1.14028498506868,2.71663006859174,0.196953219062019,3.07263032454806,-0.468644009729696,2.12677291638561,5.78256850607262,3.98835396652327,55648,6.01474851884533,0.166257990149848,-1.62313675679226,-2.75519697952791,-1.13206022273565
"HER24L","HER24L_3A","HER24L_3A_8",5.7,1304.57,6.75,1,29174,64913,1.17,-0.279584862219162,-0.102654154060083,2.46021403719763,0,-0.455475528682826,3.64525883163805,0.861138911799075,4.33967908684479,-0.940983344464527,3.64015026369532,7.061773545862,5.30512342101704,56083,5.79299903100775,0.172622159031509,-0.102654154060083,-2.56286819125771,-2.46021403719763
"HER24L","HER24L_3A","HER24L_3A_9",5.8,1324.25,6.76,1,30456,67186,1.39,-0.770108221696074,-0.523248143764548,2.14224244291887,0,-1.21639532432449,3.53827187280951,1.24212457029031,4.10141825002905,0.0183491386681966,3.05155234365168,6.83049419283701,5.0012082830775,58009,6.22943668993021,0.160528158447534,-0.523248143764548,-2.66549058668341,-2.14224244291887
"HER24L","HER24L_3A","HER24L_3A_10",5.9,1343.93,6.77,1,30003,66261,1.41,-0.0689928714869514,0.68197387996182,2.58692826418031,0,-0.0224728558520586,3.61031713161083,1.39734419730648,4.26798658529633,1.02165124753198,3.29748160321721,6.99552192623892,5.18639214037581,57175,6.10513234745868,0.16379661292949,0.68197387996182,-1.90495438421849,-2.58692826418031
"HER24L","HER24L_3A","HER24L_3A_11",6,1363.6,6.78,1,29760,67240,1.51,-0.481838086892738,-0.53062825106217,1.87631685725612,0,-0.32768740706548,3.24500212946042,1.04318248372878,3.90256667018611,0.950976289862045,3.00670130492456,6.58265635563492,4.77416808158357,57179,6.10121708892201,0.163901724102836,-0.53062825106217,-2.40694510831829,-1.87631685725612
