"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER24L","HER24L_3A","HER24L_3A_2",5.1,1186.5,6.67,1,30814,68160,1.33,-1.63413402323377,-0.40708932178718,-0.418178774690615,-0.412198097358616,-0.508499727300435,-0.375946872013718,0.434031168360755,0.186625289982606,-0.815054752969191,-0.273392388988366,NA,-0.28142795667087,59023,6.17343218279047,0.161984447288119,-1.01160091167848,-2.79001413895364,-1.77841322727516
"HER24L","HER24L_3A","HER24L_3A_3",5.2,1206.17,6.69,1,30582,67603,1.3,-1.73073812305237,-0.457623037531748,-0.434251469425326,-0.417534402622408,-0.506579832868905,-0.387679656037237,-0.311911862126027,0.309861926697464,-0.443457915117947,-0.264766549273733,NA,-0.277622161116812,58183,6.16715939886672,0.162149206032158,-1.54044504094715,-3.31216375929176,-1.77171871834461
"HER24L","HER24L_3A","HER24L_3A_4",5.3,1225.85,6.69,1,30510,66920,1.28,-1.06126742861496,-0.352056688353308,-0.451616328823003,-0.410627648597648,-0.572960245290538,-0.347766547072696,-0.785219165560937,0.00922221957835308,NA,-0.270563763701496,NA,-0.200508399736241,57990,6.0427495749332,0.165487579387411,-0.637266722165489,-2.32409129821501,-1.68682457604952
"HER24L","HER24L_3A","HER24L_3A_5",5.4,1245.53,6.7,1,30451,67795,1.24,-1.11228473080443,-0.438988003415017,-0.426962136579069,-0.450738801606538,-0.485752588265445,-0.373815439067851,0.157954377106731,0.0885556478102571,-0.320065640382585,-0.258727161422064,NA,-0.227545709595633,58309,6.08579414266618,0.164317092651757,-1.06919840346182,-3.08509595417059,-2.01589755070877
"HER24L","HER24L_3A","HER24L_3A_6",5.5,1265.21,6.72,1,30244,67047,1.48,-1.40182862758007,-0.392538571472877,-0.372434129726297,-0.336465153981002,-0.454180125581997,-0.301852921555514,-0.449652746664238,0.0461343685676558,-0.653713334779205,-0.26691862428398,NA,-0.240466989042756,57542,6.10658268494504,0.163757710587521,-1.26493350411562,-2.77615378840428,-1.51122028428865
"HER24L","HER24L_3A","HER24L_3A_7",5.6,1284.89,6.73,1,29280,65103,1.28,-2.15688696424747,-0.411238874974918,-0.44705335887037,-0.280503668864156,-0.434295763142573,-0.323463861142161,0.0965902982251944,0.216860707816918,-0.466759225627778,-0.14250234375303,NA,-0.182712525704909,55648,6.01474851884533,0.166257990149848,-1.62313675679226,-2.75519697952791,-1.13206022273565
"HER24L","HER24L_3A","HER24L_3A_8",5.7,1304.57,6.75,1,29174,64913,1.17,-1.71330514047253,-0.380250494697166,-0.427282057537203,-0.49768009922775,-0.526548956269177,-0.412529675121267,-1.59655409947791,0.167362689445885,-0.806685641696118,0.070738317023768,NA,-0.0357053014368539,56083,5.79299903100775,0.172622159031509,-0.102654154060083,-2.56286819125771,-2.46021403719763
"HER24L","HER24L_3A","HER24L_3A_9",5.8,1324.25,6.76,1,30456,67186,1.39,-2.00000683941817,-0.405181808701021,-0.461651335284493,-0.475892703827468,-0.573268159694372,-0.384456345689357,0.0864523360469358,0.13920626929047,-0.643334388604296,-0.236139346479863,NA,-0.315067067160818,58009,6.22943668993021,0.160528158447534,-0.523248143764548,-2.66549058668341,-2.14224244291887
"HER24L","HER24L_3A","HER24L_3A_10",5.9,1343.93,6.77,1,30003,66261,1.41,-1.3128660008719,-0.186305273626476,-0.339190312717784,-0.491944991863497,-0.452980018029622,-0.40578317307807,0.050577271340079,0.145402645973106,-0.335304715198853,-0.17593141440188,NA,-0.239568375976902,57175,6.10513234745868,0.16379661292949,0.68197387996182,-1.90495438421849,-2.58692826418031
"HER24L","HER24L_3A","HER24L_3A_11",6,1363.6,6.78,1,29760,67240,1.51,-1.31283229453233,-0.372665388301754,-0.468454201487459,-0.446215808758993,-0.431704152274403,-0.395124578832258,0.270642970890049,0.340981440267016,-0.113850580699312,-0.0753333686886688,NA,-0.237140391723127,57179,6.10121708892201,0.163901724102836,-0.53062825106217,-2.40694510831829,-1.87631685725612
