"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","qc","label"
"HER24L","HER24L_3A_102",15.1,3447.59,7.07,1,34072,73790,1.59,0,15,32,31,60,68,70,669,144,26,0,28,1250,0,221,136,48,0,204,2994,0,1010,0,1120,0,0,0,0,0,0,0,0,62,0,0,56537,8881,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_103",15.2,3451.31,7.08,1,33960,73491,1.23,9,35,0,0,44,40,35,643,164,26,0,27,1559,80,145,69,86,0,121,2880,47,1006,0,1271,9,0,0,0,0,0,0,0,0,162,0,55780,9105,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_104",15.3,3455.02,7.07,1,33217,71423,1.3,0,10,7,0,60,47,53,615,103,0,12,21,1287,60,167,56,125,0,97,2919,0,983,0,1006,8,0,0,0,25,0,0,0,81,5,0,54904,8538,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_105",15.4,3458.74,7.08,1,33020,71434,1.34,21,49,29,17,52,36,42,647,74,0,12,11,1182,36,168,120,85,0,152,2938,35,1140,0,1248,4,0,0,0,0,0,0,0,96,133,106,54196,8630,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_106",15.5,3462.45,7.07,1,33126,71043,1.29,0,59,9,25,55,35,50,727,91,0,0,46,1759,28,189,49,163,0,23,3107,30,1079,0,1128,0,0,0,0,13,0,0,0,0,0,0,53745,8378,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_107",15.6,3466.17,7.07,1,32777,71337,1.41,0,0,21,27,48,45,72,796,142,0,20,41,1782,81,207,78,91,0,172,3080,0,1190,0,1391,0,12,0,0,0,0,0,0,7,131,13,53022,8643,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_108",15.7,3469.88,7.06,1,32484,71232,1.39,0,16,10,0,64,51,115,726,156,22,0,74,1769,29,164,123,130,0,0,3243,0,1490,0,1295,0,0,0,0,0,0,0,0,156,0,0,52448,8930,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_109",15.8,3473.6,7.06,1,32518,71852,1.36,0,13,0,19,50,55,92,795,185,6,0,80,2740,113,140,48,141,0,84,3306,0,1548,0,1155,0,15,0,0,23,0,22,0,0,88,110,52098,8700,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_110",15.9,3477.31,7.06,1,32580,70564,1.49,0,0,0,10,50,36,75,698,142,0,0,32,1937,33,159,152,72,0,82,3261,0,1521,0,997,7,12,0,0,0,0,0,0,192,179,0,51972,8813,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_111",16,3481.03,7.04,1,32450,71862,1.51,0,10,0,36,68,46,66,780,187,0,27,44,1849,73,181,193,29,0,4,3382,71,1541,0,1340,9,12,0,0,0,0,119,0,214,284,0,52322,8837,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_112",16.1,3484.74,7.03,1,32755,71380,1.32,66,62,27,42,67,75,122,923,133,0,0,56,1861,89,160,56,68,0,0,3338,14,1397,0,1507,0,0,0,0,0,0,0,0,9,90,90,52030,8844,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_113",16.2,3488.46,7.01,1,33218,72664,1.35,8,0,21,0,60,58,114,825,180,19,0,30,2324,124,215,157,74,0,0,3330,121,1721,0,1295,0,0,0,16,26,0,31,0,175,155,23,52679,8742,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_114",16.3,3492.17,7,1,33177,72613,1.29,0,35,13,10,71,41,60,981,165,0,0,69,2757,0,214,195,25,0,148,2977,53,1628,0,1303,0,0,0,31,0,0,0,0,0,175,0,52679,8790,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_115",16.4,3495.89,6.97,1,32733,70756,1.39,0,5,0,0,57,42,74,861,156,13,0,27,1761,10,226,60,77,0,107,2777,0,1726,0,1252,6,15,0,0,0,0,0,0,0,103,127,52368,8679,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_116",16.5,3499.61,6.95,1,32210,69997,1.37,6,30,15,39,75,50,70,620,133,15,0,32,2061,0,141,60,48,0,0,2493,26,1493,0,1285,0,14,0,0,0,0,0,0,56,100,10,52183,8814,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_117",16.6,3503.32,6.93,1,32697,71337,1.17,0,0,13,10,70,29,70,770,184,12,23,38,2964,68,216,79,172,0,0,2610,161,1431,0,913,0,8,0,0,0,0,0,0,8,70,0,52361,8815,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_118",16.7,3507.04,6.93,1,32371,70912,1.26,11,20,0,20,50,50,82,671,560,0,10,96,3202,46,127,74,67,0,166,2915,0,1332,0,976,0,0,0,0,86,0,32,0,90,157,0,51330,8559,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_119",16.8,3510.75,6.94,1,32750,72648,1.34,13,0,18,35,58,52,130,749,737,0,0,117,2651,50,155,77,71,0,134,3188,169,1571,0,1215,0,12,0,0,0,0,5,0,190,78,34,52255,8666,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_120",16.9,3514.47,6.95,1,32748,71385,1.27,11,12,12,0,66,42,72,785,437,0,6,139,2690,77,204,118,75,0,12,2844,51,1565,54,1253,7,0,0,11,0,0,0,0,130,75,0,51847,8535,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_121",17,3518.18,6.96,1,32140,69482,1.27,5,34,0,10,86,38,121,830,146,10,0,69,2585,0,183,15,0,0,281,3079,111,1337,0,1254,0,0,0,0,0,0,0,0,0,9,0,50363,8535,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_122",17.1,3521.9,6.98,1,32095,68914,1.34,0,14,9,7,49,55,73,774,157,19,0,40,1932,15,210,110,8,0,103,2839,144,1308,0,1067,0,9,0,0,0,0,0,0,82,69,0,50861,8773,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_123",17.2,3525.61,6.99,1,31969,69414,1.41,0,30,38,17,80,43,41,806,190,0,0,85,2343,45,165,43,0,21,59,2936,0,1138,0,1298,0,0,0,11,0,0,0,0,0,52,29,50960,8724,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_124",17.3,3529.33,6.99,1,31442,67292,1.25,0,14,29,9,54,47,69,744,118,0,0,49,1680,50,272,105,43,0,0,2868,87,1338,0,891,0,0,0,4,0,0,0,0,204,179,62,49798,8392,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_125",17.4,3533.04,7,1,31156,67395,1.26,0,25,17,0,45,33,72,790,255,0,6,79,2712,14,154,172,101,52,54,3043,104,1574,0,939,0,0,0,11,0,10,19,0,104,192,77,48447,8134,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_126",17.5,3536.76,7.02,1,30537,66829,1.54,0,0,24,22,40,49,89,863,152,0,34,70,2868,0,196,12,5,0,87,3055,0,1653,0,1106,0,5,0,37,0,0,0,0,201,104,81,47509,8347,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_127",17.6,3540.47,7.03,1,29596,64896,1.18,0,31,0,10,60,53,83,913,221,8,15,58,3180,0,215,72,30,0,181,2701,258,1583,0,986,0,0,0,0,0,0,0,0,43,231,63,45786,7987,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_128",17.7,3544.19,7.04,1,29355,65473,1.21,0,29,0,22,53,42,128,870,251,36,0,169,5076,82,154,166,50,0,0,2932,42,1547,0,1157,0,0,0,0,0,0,32,0,24,49,0,44500,7936,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_129",17.8,3547.91,7.06,1,28987,65054,1.22,0,31,14,24,48,30,80,848,218,0,8,147,4516,12,193,100,65,0,0,2764,0,1852,0,1058,0,0,0,6,0,0,19,0,133,0,8,44537,8200,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_130",17.9,3551.62,7.07,1,29069,65515,1.35,0,10,11,0,53,48,83,976,498,26,14,156,4261,126,138,102,45,0,31,2755,93,2001,0,1181,7,11,0,7,0,0,52,0,197,91,67,44349,7969,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_131",18,3555.34,7.08,1,29178,66304,1.21,7,17,29,23,80,35,117,987,302,28,23,96,4762,129,147,142,129,0,0,2761,141,1873,0,1020,0,5,0,0,0,11,0,0,193,41,60,44737,8120,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_132",18.1,3559.05,7.09,1,29160,66012,1.23,4,0,10,23,59,57,98,996,215,13,75,139,3848,122,153,229,96,0,224,2683,446,1781,0,969,0,0,0,25,51,0,0,0,70,76,190,45002,8069,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_133",18.2,3562.77,7.11,1,29187,65466,1.29,11,58,13,11,46,44,147,1062,229,0,0,93,3736,90,108,126,34,0,119,2882,213,1906,0,1375,0,0,0,24,0,0,0,0,54,15,104,44816,7976,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_134",18.3,3566.48,7.12,1,28612,64500,1.29,0,12,28,12,48,30,89,924,253,13,5,125,4430,105,178,181,55,0,91,2612,29,1880,0,807,0,10,0,0,44,0,0,0,245,23,0,44028,7942,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_135",18.4,3570.2,7.13,1,28045,63838,1.28,0,6,11,17,54,43,118,1023,298,14,47,123,4389,47,141,87,88,0,0,2314,63,1876,0,1025,5,0,0,7,0,0,18,0,229,173,60,43436,7935,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_136",18.5,3573.91,7.14,1,28007,63483,1.17,23,64,4,16,73,32,95,959,300,15,22,105,4181,59,170,131,78,0,66,2499,86,1946,0,1253,0,0,0,0,0,82,0,0,93,0,55,42735,8136,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_137",18.6,3577.63,7.14,1,28115,63539,1.42,0,19,32,21,60,44,185,906,693,9,27,175,4298,94,119,87,25,0,88,2717,146,1585,0,1045,0,0,0,10,0,0,0,0,155,0,108,42705,7877,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_138",18.7,3581.34,7.14,1,27315,61810,1.57,0,5,0,16,40,44,97,1152,272,9,4,187,5466,0,105,0,0,0,18,2363,152,1686,0,1126,0,14,0,31,0,0,0,0,146,153,0,40704,7833,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_139",18.8,3585.06,7.15,1,26472,61272,1.23,8,7,18,0,72,60,136,1248,237,38,27,126,5876,0,201,202,77,0,17,2131,267,2015,0,1089,0,0,0,22,0,0,0,0,142,64,157,39246,7649,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_140",18.9,3588.77,7.15,1,25062,58289,1.3,0,5,21,15,53,38,163,1402,494,0,19,191,6360,40,136,132,72,0,24,1876,134,1979,0,1187,0,19,0,22,0,0,0,0,178,137,0,36098,7303,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_141",19,3592.49,7.16,1,23975,55425,1.47,4,52,44,9,66,40,216,1471,426,0,31,163,5393,50,167,33,0,0,0,1883,109,1913,0,862,0,0,0,55,243,12,48,0,126,97,14,34437,7297,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_142",19.1,3596.21,7.16,1,23371,57681,1.29,34,25,64,12,46,46,321,1899,542,0,25,259,9055,46,94,51,160,0,150,1484,111,2655,0,894,0,0,0,4,11,0,0,0,21,51,94,32019,7324,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_143",19.2,3599.92,7.17,1,22483,55409,1.56,0,29,42,15,41,37,267,1789,592,49,0,271,9747,78,78,13,319,0,0,1202,188,2413,0,942,0,15,0,15,97,29,56,0,0,172,0,29677,7057,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_144",19.3,3603.64,7.16,1,22033,56082,1.57,0,29,78,0,49,36,348,1886,925,59,12,420,10473,30,63,17,257,0,101,1045,147,2748,0,830,0,11,0,76,0,20,0,0,219,234,0,28745,7073,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_145",19.4,3607.35,7.17,1,21921,54703,1.43,39,35,81,16,53,63,341,1755,440,0,25,267,9939,56,92,41,111,0,0,967,208,2477,0,916,0,0,0,85,44,0,0,0,83,20,0,28817,7359,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_146",19.5,3611.07,7.18,1,21900,56582,1.29,45,22,88,8,41,45,282,1960,1093,0,28,336,10801,8,118,85,177,0,111,880,248,2390,4,734,0,11,0,52,30,85,81,0,26,0,6,29261,7331,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_147",19.6,3614.78,7.18,1,22522,60052,1.3,18,27,95,30,65,44,363,2364,783,0,30,423,14600,34,137,45,85,0,93,1017,223,2719,0,603,0,9,0,13,4,0,26,0,30,214,90,28604,7072,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_148",19.7,3618.5,7.19,1,22099,59296,1.35,26,33,69,20,51,58,305,2186,822,14,15,371,13168,75,82,0,33,0,221,1043,168,2548,0,874,0,0,0,24,76,40,150,0,249,195,24,28420,7746,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_149",19.8,3622.21,7.19,1,22120,61341,1.36,0,20,43,0,46,37,402,2398,1037,18,25,507,17150,128,57,0,359,0,35,875,209,2836,0,773,0,18,0,30,62,0,0,0,0,39,0,26855,7173,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_150",19.9,3625.93,7.19,1,20725,53495,1.57,0,26,94,0,51,45,532,2190,753,0,27,283,9429,31,32,15,103,0,38,742,459,2688,0,883,0,9,0,49,101,0,70,0,208,315,26,25912,8150,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_151",20,3629.64,7.2,1,19374,48659,1.26,0,11,80,12,43,24,323,1566,397,0,13,230,8265,118,65,47,142,0,0,557,178,2633,0,817,0,0,0,41,0,6,0,0,88,0,173,24415,8091,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_152",20.1,3633.06,7.22,1,17664,43262,1.45,0,11,58,0,18,22,260,1327,428,0,23,177,6946,37,91,17,42,0,0,493,364,2127,0,1052,0,14,0,27,0,75,147,35,13,22,13,22715,6543,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_153",20.2,3636.48,7.22,1,19399,51637,1.33,0,40,63,11,34,24,311,1935,575,25,28,293,10999,138,168,53,121,0,224,654,380,2672,0,631,0,0,0,0,164,82,48,0,12,144,115,24708,6845,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_154",20.3,3639.9,7.23,1,19353,50149,1.48,21,43,67,7,40,27,440,2101,662,0,34,244,9744,113,50,120,23,0,259,418,488,3190,0,663,0,0,0,36,9,0,0,76,170,0,0,24047,6868,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_155",20.4,3643.32,7.23,1,19405,48598,1.42,0,26,91,6,33,41,468,1857,578,0,0,261,8656,0,49,299,24,0,0,627,262,2900,0,862,0,14,0,18,0,92,64,0,102,27,0,24156,6915,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_156",20.5,3646.74,7.22,1,19512,51538,1.4,6,22,113,23,29,35,384,2009,561,26,0,285,11027,55,45,45,221,0,162,641,407,2913,0,954,0,7,0,22,0,0,268,115,95,0,0,23749,6910,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_157",20.6,3650.16,7.22,1,19122,50756,1.56,9,29,82,0,22,19,317,1882,458,0,0,303,12201,0,83,0,154,0,61,478,388,2648,0,732,0,0,0,0,0,0,0,0,196,91,0,23460,6874,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_158",20.7,3653.57,7.24,1,19154,50192,1.49,0,7,94,0,17,14,461,1793,901,32,17,318,11413,0,84,0,55,0,7,399,323,2935,0,1000,0,0,0,27,44,0,0,0,0,107,65,23205,6640,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_159",20.8,3656.99,7.23,1,20154,50834,1.5,0,25,125,14,58,35,668,2049,598,0,13,279,10002,0,116,24,41,0,87,326,512,2675,0,657,0,5,0,49,0,0,0,255,0,35,88,24814,7070,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_160",20.9,3660.41,7.23,1,20238,52852,1.54,31,38,110,17,53,43,455,2199,694,41,77,326,11137,0,90,66,227,9,110,720,304,2724,0,893,0,18,0,30,15,32,149,57,37,267,122,24484,6833,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_161",21,3663.83,7.25,1,20281,53634,1.51,0,0,82,0,30,20,582,2428,931,51,10,267,11009,0,109,50,95,0,51,637,244,3115,0,640,0,0,0,35,0,0,0,0,99,126,16,25437,7278,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_162",21.1,3667.25,7.23,1,21069,65326,1.43,0,19,126,0,32,33,453,3000,904,31,12,638,24542,119,83,288,268,0,28,574,282,2411,0,740,0,14,0,60,47,46,96,0,20,99,16,23383,6738,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_163",21.2,3670.67,7.22,1,19940,56810,1.53,14,10,131,0,19,30,408,2392,730,0,19,484,17067,175,127,72,0,0,162,646,335,2598,0,601,0,6,0,21,237,0,75,0,89,69,33,23267,6804,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_164",21.3,3674.09,7.22,1,19910,52649,1.37,0,29,119,4,37,34,304,2111,600,13,11,316,11557,49,79,78,26,0,86,737,412,3302,0,669,0,0,0,0,9,0,0,43,231,56,71,24319,7091,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_165",21.4,3677.51,7.22,1,19025,48804,1.4,17,25,82,6,57,28,306,1974,588,13,0,309,9791,0,95,49,141,0,12,609,237,2778,0,588,0,0,0,0,0,6,0,0,82,387,0,23531,6831,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_166",21.5,3680.92,7.24,1,19767,52719,1.42,0,0,111,0,26,52,407,1966,2010,0,31,491,11683,101,23,0,53,0,39,550,181,2610,0,589,0,19,0,58,0,0,0,0,137,274,0,23434,7671,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_167",21.6,3684.34,7.26,1,19404,49665,1.56,0,22,48,17,26,31,498,2350,668,35,5,244,9558,21,107,0,182,34,23,522,509,2696,0,852,0,9,0,17,10,0,0,0,0,131,0,23472,7277,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_168",21.7,3687.76,7.28,1,19654,53586,1.35,0,20,91,12,43,41,485,2249,859,39,0,382,13534,27,99,50,101,0,157,654,437,2648,0,638,0,0,0,28,65,39,134,0,210,6,8,23206,7081,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_169",21.8,3691.18,7.28,1,18838,49183,1.36,0,6,108,0,34,19,448,2060,425,14,10,291,9558,21,105,111,98,0,0,528,159,3488,0,1090,0,0,0,24,44,66,0,0,132,0,0,23247,6862,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_170",21.9,3694.6,7.29,1,18288,46583,1.33,39,27,100,36,26,44,438,1945,524,0,24,216,7741,0,134,51,133,0,138,347,444,2969,0,1012,0,0,0,12,32,67,135,59,84,103,58,22712,6705,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_171",22,3698.02,7.31,1,18624,47047,1.41,8,15,86,7,38,13,440,1777,520,0,28,291,9306,29,65,11,49,0,25,206,457,2390,0,693,0,13,0,80,101,0,118,196,124,30,191,22792,6731,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_172",22.1,3701.44,7.33,1,18086,46204,1.6,0,32,61,10,32,25,613,1631,472,0,18,239,8510,43,96,0,58,0,0,522,348,2641,0,836,0,7,0,53,11,110,99,22,98,159,113,22441,6718,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_173",22.2,3704.85,7.32,1,18355,47310,1.59,12,18,74,31,36,36,391,1681,979,0,38,278,9722,13,45,10,86,0,184,550,178,2202,0,856,0,11,0,17,77,0,0,0,0,50,228,22694,6571,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_174",22.3,3708.27,7.3,1,20085,53292,1.39,0,10,105,10,37,33,413,2388,569,15,20,327,11499,9,57,0,74,0,151,640,277,2797,0,605,0,0,0,28,163,0,0,0,221,131,453,24795,7233,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_175",22.4,3711.69,7.29,1,19617,51630,1.51,0,0,103,7,42,38,457,2162,694,0,11,295,10561,51,24,42,83,0,395,715,347,3063,0,504,0,12,0,23,236,102,172,0,126,286,0,23856,7062,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_176",22.5,3715.11,7.29,1,20916,58224,1.39,6,26,81,20,43,25,434,2323,1359,0,0,420,15124,36,88,141,146,0,29,684,301,3159,0,858,0,0,0,14,113,0,54,0,242,130,87,24768,7218,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_177",22.6,3718.53,7.3,1,20035,51247,1.82,0,26,100,7,42,35,360,1729,637,13,25,232,10689,0,0,0,0,0,51,966,383,2608,0,992,0,0,0,50,0,0,0,0,51,20,144,24585,7339,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_178",22.7,3721.95,7.3,1,20444,53216,1.45,0,17,108,0,39,26,303,2112,742,38,79,328,11936,40,113,197,232,0,122,610,281,2956,0,833,0,12,0,11,35,30,0,0,46,222,0,24701,6844,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_179",22.8,3725.37,7.29,1,20868,56826,1.48,0,8,70,0,47,36,433,2391,875,53,31,424,12860,211,157,434,182,0,83,689,253,3315,0,872,0,0,0,21,98,0,86,65,59,96,19,25394,7232,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_180",22.9,3728.78,7.29,1,21216,55330,1.42,29,42,56,21,40,44,406,2282,710,9,0,397,13041,35,191,90,60,0,90,703,301,2805,0,820,0,5,0,25,63,0,33,86,0,44,22,25516,7225,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_181",23,3732.2,7.3,1,21366,57417,1.61,17,25,58,0,29,24,371,2252,842,25,0,436,15939,19,99,0,21,0,0,587,275,2189,0,815,0,0,0,19,0,215,14,259,44,0,0,25102,7428,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_182",23.1,3735.62,7.3,1,21741,57275,1.53,0,25,41,12,34,52,349,2231,946,7,36,494,14954,0,68,0,74,0,0,724,423,2643,0,1077,0,9,0,38,0,0,5,14,78,0,0,25357,7351,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_183",23.2,3739.04,7.31,1,21159,55344,1.44,0,11,46,0,25,51,302,2034,792,33,43,324,13129,60,92,0,63,0,60,941,478,3024,0,864,0,0,0,44,0,0,0,0,0,66,9,25141,7546,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_184",23.3,3742.46,7.31,1,21270,55369,1.57,18,23,19,0,37,40,345,1981,742,15,0,354,12808,66,73,90,30,0,0,798,344,2984,0,895,0,16,0,47,0,0,0,0,43,118,12,25665,7381,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_185",23.4,3745.88,7.31,1,21490,58318,1.33,9,39,59,8,68,41,465,2244,1127,22,12,399,14500,65,46,134,100,0,0,977,242,2997,0,933,0,6,0,30,103,0,101,0,101,88,143,25887,7196,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_186",23.5,3749.3,7.31,1,20644,54719,1.32,5,12,77,9,26,28,502,2305,865,23,24,307,12230,135,65,71,175,0,68,905,193,2946,53,823,0,0,0,48,58,0,41,0,63,228,83,24922,7108,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_187",23.6,3752.72,7.31,1,20923,56201,1.53,32,28,50,6,62,55,318,2166,1229,0,21,347,13418,61,100,131,102,71,0,783,298,2741,0,647,0,5,0,60,84,0,0,0,0,27,194,24898,7989,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_188",23.7,3756.13,7.31,1,22183,59942,1.41,0,0,24,11,38,20,333,2442,839,38,35,428,15503,17,46,35,89,0,85,910,346,3368,0,830,0,16,0,50,16,10,109,0,126,72,101,26505,7271,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_189",23.8,3759.55,7.32,1,22515,62739,1.41,0,28,31,22,32,38,432,2204,942,18,58,498,18569,98,111,0,263,0,147,993,286,2808,0,914,0,14,0,0,0,15,15,0,148,72,0,26648,7070,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_190",23.9,3762.97,7.32,1,22309,59311,1.62,0,7,48,10,54,39,385,2108,919,18,44,461,14416,172,38,0,16,0,65,856,600,2625,0,728,0,7,0,0,28,0,0,52,72,121,26,27462,7782,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_191",24,3766.39,7.32,1,22260,59477,1.27,0,34,71,0,49,50,487,2386,737,28,7,332,14835,65,214,135,171,0,0,976,324,3105,0,842,0,0,0,24,0,0,6,0,102,6,0,26910,7367,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_192",24.1,3769.81,7.32,1,22204,60267,1.37,24,37,31,0,47,17,357,1901,1075,21,33,357,16258,115,125,27,122,0,0,1063,139,2740,0,947,0,0,0,0,0,0,72,0,58,61,95,26859,7498,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_193",24.2,3773.23,7.32,1,21918,57028,1.66,10,0,52,0,43,33,401,1884,962,26,38,381,12325,0,130,115,118,0,84,924,353,2754,0,1083,0,7,0,27,0,12,0,0,59,49,84,27346,7522,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_194",24.3,3776.65,7.33,1,22203,56056,1.31,28,30,40,22,50,35,316,1873,706,21,19,341,11715,91,72,0,41,0,87,1070,139,3203,55,908,0,0,0,14,0,72,12,0,104,0,104,27504,7137,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_195",24.4,3780.06,7.33,1,22454,57421,1.41,0,15,50,0,46,33,305,1752,933,17,24,334,11918,62,139,0,85,0,0,1166,441,2890,0,958,0,0,0,9,0,104,61,0,100,112,0,28051,7587,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_196",24.5,3783.48,7.33,1,22642,59398,1.42,0,24,7,16,31,58,363,1744,681,8,38,373,13670,72,110,121,92,0,101,1260,124,3120,0,946,0,0,0,34,48,0,20,0,94,244,55,27805,7805,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_197",24.6,3786.9,7.34,1,22659,62300,1.44,27,25,69,6,47,42,268,2110,986,25,24,476,17069,0,125,40,94,0,47,1067,190,3328,0,787,0,6,0,20,0,0,0,0,128,40,168,27105,7622,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_198",24.7,3790.32,7.34,1,22443,57483,1.51,0,30,58,13,36,44,379,1920,786,49,14,326,11792,73,114,0,96,0,110,1166,207,2879,0,954,0,0,0,41,76,21,0,0,106,0,210,28177,7576,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_199",24.8,3793.74,7.34,1,21943,56749,1.42,0,17,28,6,61,48,371,1956,910,0,0,332,12105,175,115,81,106,0,0,829,143,2945,0,924,0,23,0,28,0,130,8,36,81,0,47,27397,7637,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_200",24.9,3797.16,7.34,1,23433,60517,1.75,13,19,29,0,29,23,294,1679,734,5,89,389,12860,66,141,51,33,0,247,1212,292,2610,0,1219,0,0,0,0,12,0,0,0,54,104,308,29764,7567,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_201",25,3800.58,7.35,1,23791,62327,1.51,0,8,54,0,55,33,232,1772,739,25,191,356,13772,40,122,69,7,0,94,1272,279,2672,0,785,0,15,0,0,0,0,0,0,74,177,470,30673,7810,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_202",25.1,3821.91,7.36,1,24760,67655,1.37,24,34,52,23,55,36,314,1739,1005,36,36,676,16538,0,124,41,143,0,138,1471,288,2725,25,1572,0,0,0,7,49,0,7,0,0,23,115,32232,7911,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_203",25.2,3843.24,7.36,1,25693,63655,1.44,0,40,36,7,76,47,377,1789,615,0,37,350,10449,94,73,51,97,0,20,1940,93,2617,0,866,0,30,0,34,111,49,0,0,46,52,32,35367,8055,TRUE,"HER24L_3A"
