"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER24L","HER24L_3A","HER24L_3A_12",6.1,1383.28,6.79,1,30466,67642,1.57,0.333333333333333,0.428571428571429,6.61904761904762,1,0.619047619047619,24.5952380952381,2.28571428571429,45.4642857142857,NA,13.1666666666667,595.630952380952,94,57929,6.33649949341439,0.157815841544581,-0.847297860387204,-2.73724935579447,-1.88995149540727
"HER24L","HER24L_3A","HER24L_3A_13",6.2,1402.96,6.79,1,30487,67095,1.26,0.403225806451613,0.209677419354839,3.85483870967742,1,0.137096774193548,12.2822580645161,1.54838709677419,30.4596774193548,0.42741935483871,10.0403225806452,399.903225806452,64.5241935483871,57589,6.19772528433946,0.161349520045172,-1.56218502758355,-2.91151419446997,-1.34932916688642
"HER24L","HER24L_3A","HER24L_3A_14",6.3,1422.64,6.8,1,30896,68150,1.51,1.28260869565217,0.869565217391304,10.0217391304348,1,0.760869565217391,30.195652173913,4.04347826086957,82.7391304347826,0.934782608695652,25.804347826087,1106.32608695652,179.934782608696,59168,6.14848375015102,0.162641724469946,-0.139761942375159,-2.44451858888271,-2.30475664650755
"HER24L","HER24L_3A","HER24L_3A_15",6.4,1442.32,6.81,1,31111,68879,1.2,1.73333333333333,0.8,16.2333333333333,1,0.666666666666667,50.8,7.66666666666667,122.933333333333,NA,38.5,1716.23333333333,280.8,59911,6.1119420702754,0.163614116184668,-0.22314355131421,-3.01021029273464,-2.78706674142043
"HER24L","HER24L_3A","HER24L_3A_16",6.5,1462,6.82,1,30886,68315,1.2,0.676470588235294,0.367647058823529,7.29411764705882,1,0.308823529411765,25.3235294117647,2.13235294117647,55.2941176470588,NA,19.0588235294118,747.397058823529,118.397058823529,58874,6.3126319711837,0.158412529760148,-1.00063188030791,-2.98770010185673,-1.98706822154882
"HER24L","HER24L_3A","HER24L_3A_17",6.6,1481.68,6.83,1,30448,67262,1.29,0.377358490566038,0.5,4.37735849056604,1,0.311320754716981,15.8207547169811,1.57547169811321,34.877358490566,0.188679245283019,11.2830188679245,471.650943396226,75.6320754716981,58012,6.236123238119,0.16035603560356,-0.693147180559945,-2.16959263867413,-1.47644545811419
"HER24L","HER24L_3A","HER24L_3A_18",6.7,1501.36,6.84,1,30498,67991,1.4,0.276315789473684,0.539473684210526,6.90789473684211,1,0.184210526315789,20.5657894736842,2.46052631578947,53.2105263157895,NA,12.6578947368421,664.315789473684,106.684210526316,58596,6.22693635915146,0.160592616067184,-0.617161273582023,-2.54982619588732,-1.93266492230529
"HER24L","HER24L_3A","HER24L_3A_19",6.8,1521.03,6.84,1,30265,68358,1.37,0.377777777777778,0.566666666666667,5.08888888888889,1,0.233333333333333,17.2777777777778,2.03333333333333,45.7222222222222,1.94444444444444,11.5444444444444,561.577777777778,89.0444444444445,58556,6.30671325180933,0.158561196628547,-0.567984037605939,-2.19504355138986,-1.62705951378392
"HER24L","HER24L_3A","HER24L_3A_20",6.9,1540.71,6.85,1,30679,70192,1.37,0.127906976744186,0.226744186046512,2.4593023255814,1,0.308139534883721,10.3139534883721,1.02325581395349,24.953488372093,NA,6.81395348837209,299.494186046512,48.1453488372093,59794,6.22062552831784,0.160755537437152,-1.48393283068381,-2.38381053291663,-0.899877702232825
"HER24L","HER24L_3A","HER24L_3A_21",7,1560.39,6.86,1,30588,69344,1.38,0.464285714285714,0.511904761904762,5.27380952380952,1,0.261904761904762,21.7261904761905,2.28571428571429,48.3452380952381,2.21428571428571,12.75,607.345238095238,97.6190476190476,59217,6.22158536585366,0.160730736813219,-0.669616683149751,-2.33236965435157,-1.66275297120182
"HER24L","HER24L_3A","HER24L_3A_22",7.1,1580.07,6.86,1,30472,69583,1.4,0.695652173913043,0.666666666666667,6.73913043478261,1,0.231884057971014,21.304347826087,3.33333333333333,60.5217391304348,1.8695652173913,15.0579710144928,741.971014492754,117.159420289855,59280,6.33300346363187,0.157902961168841,-0.405465108108164,-2.31339600909826,-1.9079309009901
"HER24L","HER24L_3A","HER24L_3A_23",7.2,1599.75,6.86,1,30586,69116,1.29,0.625,0.732142857142857,8.23214285714286,1,0.625,23.6071428571429,3.35714285714286,79.1785714285714,3.39285714285714,18.2142857142857,908.535714285714,149.196428571429,59233,6.08952722920407,0.164216360706003,-0.311779624030841,-2.41982597629234,-2.1080463522615
"HER24L","HER24L_3A","HER24L_3A_24",7.3,1619.43,6.86,1,30788,70081,1.31,0.862068965517241,0.862068965517241,13.7586206896552,1,0.689655172413793,51.5862068965517,5.41379310344828,157.379310344828,NA,41.3448275862069,1783.79310344828,285.896551724138,60021,6.23929562175853,0.160274502223081,-0.148420005118273,-2.77008559202166,-2.62166558690339
