"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER24L","HER24L_3A","HER24L_3A_2",5.1,1186.5,6.67,1,30814,68160,1.33,-0.435130438668655,-0.396603900906445,-0.273101473674963,NA,-0.113543683606982,0.140010020749062,0.138757817974225,0.0932297208517957,-1.14602102291715,0.109934112808384,0.0421964962431416,0.00907896597761314,59023,6.17343218279047,0.161984447288119,-1.01160091167848,-2.79001413895364,-1.77841322727516
"HER24L","HER24L_3A","HER24L_3A_3",5.2,1206.17,6.69,1,30582,67603,1.3,-0.463111181164053,-1.08864126918535,-0.280246289708436,NA,-0.0477931757599659,0.125254881827443,0.0234895247697936,0.130767727303702,0.492507625794333,0.162042377422901,0.0629243315171391,0.0331584933799439,58183,6.16715939886672,0.162149206032158,-1.54044504094715,-3.31216375929176,-1.77171871834461
"HER24L","HER24L_3A","HER24L_3A_4",5.3,1225.85,6.69,1,30510,66920,1.28,-0.209230176705124,0.093244114851296,-0.370850848655213,NA,-1.07707166115331,0.228915780330386,-0.107923276419819,0.0605765170775789,NA,0.104023516345702,0.0362207832984682,0.0179338591422104,57990,6.0427495749332,0.165487579387411,-0.637266722165489,-2.32409129821501,-1.68682457604952
"HER24L","HER24L_3A","HER24L_3A_5",5.4,1245.53,6.7,1,30451,67795,1.24,-0.0530053946959403,-0.471975100901285,-0.0196427331804361,NA,0.477003950376345,0.381989934191066,0.26358956813043,0.235166880523221,0.890029286600615,0.436210516818038,0.209386606668622,0.207744979940623,58309,6.08579414266618,0.164317092651757,-1.06919840346182,-3.08509595417059,-2.01589755070877
"HER24L","HER24L_3A","HER24L_3A_6",5.5,1265.21,6.72,1,30244,67047,1.48,-0.571107460092232,-0.728111070725867,-0.558267188275561,NA,-0.148158826814911,0.041118996502494,-0.272877378625817,-0.152398392354816,-0.394747024004522,-0.310157528833866,-0.197061627578276,-0.252390568759662,57542,6.10658268494504,0.163757710587521,-1.26493350411562,-2.77615378840428,-1.51122028428865
"HER24L","HER24L_3A","HER24L_3A_7",5.6,1284.89,6.73,1,29280,65103,1.28,-1.13166729692221,-1.19685038836581,-0.962931505724356,NA,-0.295423312445325,-0.208165661728761,-0.303096254638428,-0.251365774063647,-0.0606110712249728,-0.355139878914327,-0.330161529171511,-0.391221789170626,55648,6.01474851884533,0.166257990149848,-1.62313675679226,-2.75519697952791,-1.13206022273565
"HER24L","HER24L_3A","HER24L_3A_8",5.7,1304.57,6.75,1,29174,64913,1.17,-0.0180024758562487,0.792829974284246,0.454560765468181,NA,0.672473385810217,0.63343759859251,0.139382475612734,0.517005625674942,-0.454786852534583,1.40904695845957,0.49729267817295,0.567833238246041,56083,5.79299903100775,0.172622159031509,-0.102654154060083,-2.56286819125771,-2.46021403719763
"HER24L","HER24L_3A","HER24L_3A_9",5.8,1324.25,6.76,1,30456,67186,1.39,-0.336510835768839,0.242447088968842,0.115200766316654,NA,-0.402996222518147,0.536476814105735,0.393194101271831,0.372518043085657,0.34579358459293,0.722901692116995,0.347689551402947,0.346479879877775,58009,6.22943668993021,0.160528158447534,-0.523248143764548,-2.66549058668341,-2.14224244291887
"HER24L","HER24L_3A","HER24L_3A_10",5.9,1343.93,6.77,1,30003,66261,1.41,0.118739859208837,1.81958226232281,0.589798443094286,NA,1.28447115170056,0.601770424545907,0.496601001214436,0.473529423807466,1.18306747556155,1.00958839548406,0.454437795886421,0.481356572781196,57175,6.10513234745868,0.16379661292949,0.68197387996182,-1.90495438421849,-2.58692826418031
"HER24L","HER24L_3A","HER24L_3A_11",6,1363.6,6.78,1,29760,67240,1.51,-0.149330253898276,0.232789593027787,-0.168612341988119,NA,0.853086693404522,0.270690547324047,0.260659415839946,0.251929261271779,1.12408793562082,0.670617565950057,0.187375563611135,0.181117563850973,57179,6.10121708892201,0.163901724102836,-0.53062825106217,-2.40694510831829,-1.87631685725612
