"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER24L","HER24L_3A","HER24L_3A_2",5.1,1186.5,6.67,1,30814,68160,1.33,35,32,521,88,32,1955,208,3355,15,1100,50795,8228,59023,6.17343218279047,0.161984447288119,-1.01160091167848,-2.79001413895364,-1.77841322727516
"HER24L","HER24L_3A","HER24L_3A_3",5.2,1206.17,6.69,1,30582,67603,1.3,32,18,494,84,32,1836,167,3407,102,1098,50065,8118,58183,6.16715939886672,0.162149206032158,-1.54044504094715,-3.31216375929176,-1.77171871834461
"HER24L","HER24L_3A","HER24L_3A_4",5.3,1225.85,6.69,1,30510,66920,1.28,49,46,470,87,16,2132,142,3143,NA,1082,49756,8234,57990,6.0427495749332,0.165487579387411,-0.637266722165489,-2.32409129821501,-1.68682457604952
"HER24L","HER24L_3A","HER24L_3A_5",5.4,1245.53,6.7,1,30451,67795,1.24,48,23,503,67,37,1944,191,3228,131,1108,50080,8229,58309,6.08579414266618,0.164317092651757,-1.06919840346182,-3.08509595417059,-2.01589755070877
"HER24L","HER24L_3A","HER24L_3A_6",5.5,1265.21,6.72,1,30244,67047,1.48,40,35,562,124,44,2470,158,3153,52,1081,49445,8097,57542,6.10658268494504,0.163757710587521,-1.26493350411562,-2.77615378840428,-1.51122028428865
"HER24L","HER24L_3A","HER24L_3A_7",5.6,1284.89,6.73,1,29280,65103,1.28,20,29,456,147,47,2224,179,3175,92,1233,47715,7933,55648,6.01474851884533,0.166257990149848,-1.62313675679226,-2.75519697952791,-1.13206022273565
"HER24L","HER24L_3A","HER24L_3A_8",5.7,1304.57,6.75,1,29174,64913,1.17,31,37,480,41,26,1570,97,3144,16,1562,47827,8256,56083,5.79299903100775,0.172622159031509,-0.102654154060083,-2.56286819125771,-2.46021403719763
"HER24L","HER24L_3A","HER24L_3A_9",5.8,1324.25,6.76,1,30456,67186,1.39,25,32,460,54,16,1858,187,3263,55,1142,49985,8024,58009,6.22943668993021,0.160528158447534,-0.523248143764548,-2.66549058668341,-2.14224244291887
"HER24L","HER24L_3A","HER24L_3A_10",5.9,1343.93,6.77,1,30003,66261,1.41,42,89,598,45,44,1664,182,3212,125,1217,49128,8047,57175,6.10513234745868,0.16379661292949,0.68197387996182,-1.90495438421849,-2.58692826418031
"HER24L","HER24L_3A","HER24L_3A_11",6,1363.6,6.78,1,29760,67240,1.51,42,40,444,68,49,1745,193,3368,176,1375,49127,8052,57179,6.10121708892201,0.163901724102836,-0.53062825106217,-2.40694510831829,-1.87631685725612
"HER24L","HER24L_3A","HER24L_3A_12",6.1,1383.28,6.79,1,30466,67642,1.57,28,36,556,84,52,2066,192,3819,NA,1106,50033,7896,57929,6.33649949341439,0.157815841544581,-0.847297860387204,-2.73724935579447,-1.88995149540727
"HER24L","HER24L_3A","HER24L_3A_13",6.2,1402.96,6.79,1,30487,67095,1.26,50,26,478,124,17,1523,192,3777,53,1245,49588,8001,57589,6.19772528433946,0.161349520045172,-1.56218502758355,-2.91151419446997,-1.34932916688642
"HER24L","HER24L_3A","HER24L_3A_14",6.3,1422.64,6.8,1,30896,68150,1.51,59,40,461,46,35,1389,186,3806,43,1187,50891,8277,59168,6.14848375015102,0.162641724469946,-0.139761942375159,-2.44451858888271,-2.30475664650755
"HER24L","HER24L_3A","HER24L_3A_15",6.4,1442.32,6.81,1,31111,68879,1.2,52,24,487,30,20,1524,230,3688,NA,1155,51487,8424,59911,6.1119420702754,0.163614116184668,-0.22314355131421,-3.01021029273464,-2.78706674142043
"HER24L","HER24L_3A","HER24L_3A_16",6.5,1462,6.82,1,30886,68315,1.2,46,25,496,68,21,1722,145,3760,NA,1296,50823,8051,58874,6.3126319711837,0.158412529760148,-1.00063188030791,-2.98770010185673,-1.98706822154882
"HER24L","HER24L_3A","HER24L_3A_17",6.6,1481.68,6.83,1,30448,67262,1.29,40,53,464,106,33,1677,167,3697,20,1196,49995,8017,58012,6.236123238119,0.16035603560356,-0.693147180559945,-2.16959263867413,-1.47644545811419
"HER24L","HER24L_3A","HER24L_3A_18",6.7,1501.36,6.84,1,30498,67991,1.4,21,41,525,76,14,1563,187,4044,NA,962,50488,8108,58596,6.22693635915146,0.160592616067184,-0.617161273582023,-2.54982619588732,-1.93266492230529
"HER24L","HER24L_3A","HER24L_3A_19",6.8,1521.03,6.84,1,30265,68358,1.37,34,51,458,90,21,1555,183,4115,175,1039,50542,8014,58556,6.30671325180933,0.158561196628547,-0.567984037605939,-2.19504355138986,-1.62705951378392
"HER24L","HER24L_3A","HER24L_3A_20",6.9,1540.71,6.85,1,30679,70192,1.37,22,39,423,172,53,1774,176,4292,NA,1172,51513,8281,59794,6.22062552831784,0.160755537437152,-1.48393283068381,-2.38381053291663,-0.899877702232825
"HER24L","HER24L_3A","HER24L_3A_21",7,1560.39,6.86,1,30588,69344,1.38,39,43,443,84,22,1825,192,4061,186,1071,51017,8200,59217,6.22158536585366,0.160730736813219,-0.669616683149751,-2.33236965435157,-1.66275297120182
"HER24L","HER24L_3A","HER24L_3A_22",7.1,1580.07,6.86,1,30472,69583,1.4,48,46,465,69,16,1470,230,4176,129,1039,51196,8084,59280,6.33300346363187,0.157902961168841,-0.405465108108164,-2.31339600909826,-1.9079309009901
"HER24L","HER24L_3A","HER24L_3A_23",7.2,1599.75,6.86,1,30586,69116,1.29,35,41,461,56,35,1322,188,4434,190,1020,50878,8355,59233,6.08952722920407,0.164216360706003,-0.311779624030841,-2.41982597629234,-2.1080463522615
"HER24L","HER24L_3A","HER24L_3A_24",7.3,1619.43,6.86,1,30788,70081,1.31,25,25,399,29,20,1496,157,4564,NA,1199,51730,8291,60021,6.23929562175853,0.160274502223081,-0.148420005118273,-2.77008559202166,-2.62166558690339
"HER24L","HER24L_3A","HER24L_3A_25",7.4,1639.11,6.86,1,31218,70243,1.42,27,35,415,45,19,1575,209,4495,NA,1166,52178,8130,60308,6.4179581795818,0.155812794664418,-0.251314428280906,-2.47293045874128,-2.22161603046038
