"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER34L","HER34L_1A","HER34L_1A_3",11.2,311.29,6.44,1,31513.1582,69707,1.51,-0.1263017852522,-0.284771770235143,-0.309564490982718,-0.336881762312617,-0.323653129773399,-0.365393019778601,-0.357761658191154,-1.18792781094419,-0.512898248369104,NA,-1.02321646687268,-0.531436327240586,-0.0493036697246507,NA,-0.295014296285911,58033,6.27595285857573,0.159338354276125,-0.393042588109607,-2.26099119569521,-1.8679486075856
"HER34L","HER34L_1A","HER34L_1A_4",11.3,318.27,6.45,1,32379.19336,74221,1.52,-0.61229366086192,-0.195256668333113,-0.264274119522117,-0.298412546200936,-0.271551313549818,-0.334779409715552,-0.637810081674437,-0.201282711691252,-0.665320748399497,-0.43341991867921,-1.03610019131186,0.204697243589689,0.0736376776896734,NA,-0.102664648048218,60365,5.95609587462549,0.167895215431346,-0.128175193423998,-1.65944833300876,-1.53127313958476
"HER34L","HER34L_1A","HER34L_1A_5",11.4,325.24,6.46,1,33784.93359,74694,1.22,-1.05808701491269,-0.302387355806897,-0.318657206818387,-0.376729126018059,-0.370905612819902,-0.374527893692601,-0.424389283419179,-0.372424426590786,0.174620146974229,NA,-1.07153762730664,-0.479024574539553,-0.296989012533532,NA,-0.316438799074057,63015,6.31371866295265,0.158385264435008,0.362905493689368,-2.47397757925581,-2.83688307294518
"HER34L","HER34L_1A","HER34L_1A_6",11.5,332.22,6.46,1,34402.92969,76312,1.32,-1.00698945486642,-0.310924669288604,-0.339389543850699,-0.364688516114339,-0.343851778178786,-0.38466105901785,-0.143061695223905,0.707930778405383,-0.313730550449734,-0.288013274206148,-0.923902582604088,-0.554546745093038,-0.328744843444321,NA,-0.405620274297623,64607,6.47593149733858,0.154417939783793,-0.198450938723838,-2.54409552117833,-2.34564458245449
"HER34L","HER34L_1A","HER34L_1A_7",11.6,339.2,6.47,1,34864.18359,76763,1.27,-0.925286117533438,-0.309092220474239,-0.324436306466141,-0.339519968541162,-0.32405353382549,-0.384884954413689,NA,-0.644923906691373,-0.801730192517728,0.00140041454438678,-0.794280455061562,NA,-0.460206234955162,NA,-0.493100907719992,65366,6.6433582787652,0.150526278734115,-0.704708002961021,-2.56494935746154,-1.86024135450052
"HER34L","HER34L_1A","HER34L_1A_8",11.7,346.17,6.48,1,34586.17188,76003,1.64,-0.590920095744546,-0.297934456684149,-0.318607088285317,-0.337657461654619,-0.349909431649311,-0.39671306008871,-0.410434945596496,0.272007404433174,-0.211847357570766,NA,-0.913096676205839,-0.282833800537388,-0.456877086951283,NA,-0.403384527147622,65094,6.47176308539945,0.154517399169948,-0.556810737007814,-2.40676844547886,-1.84995770847104
"HER34L","HER34L_1A","HER34L_1A_9",11.8,353.15,6.47,1,34635.38281,75858,1.51,-0.167058612146682,-0.339824903781932,-0.368476384402778,-0.355049513993507,-0.283226214856271,-0.40748532248069,-0.442074593435014,0.714547657088287,-0.109220031963992,-0.323520416899968,-1.05768183948637,NA,-0.438840378976759,NA,-0.508787005755744,65692,6.67429906542056,0.149828467408808,-1.17865499634165,-3.16968558067743,-1.99103058433578
"HER34L","HER34L_1A","HER34L_1A_10",11.9,360.13,6.47,1,34763.63281,76483,1.52,-1.19476389628227,-0.298653174411982,-0.336805176317733,-0.343436456582113,-0.311354977431789,-0.373738788216846,-0.739550859725233,-1.09564423128301,-0.756608144976,NA,-0.887394572638127,-0.434249306354714,-0.401273245464153,NA,-0.387675299497643,64535,6.44262484142544,0.155216239438637,-0.470003629245736,-2.35327820730956,-1.88327457806383
"HER34L","HER34L_1A","HER34L_1A_11",12,367.1,6.47,1,34818.89453,76761,1.53,-0.57241159236707,-0.304887909791258,-0.360061796147319,-0.351155048632179,-0.3432047997658,-0.387515861200043,0.0709227729705502,-0.421888164099561,-0.24306113411208,0.054074107215656,-0.9141017223487,-0.543638584858722,-0.588972854720083,NA,-0.363283472814507,65464,6.39789806757826,0.156301333568842,-0.419853845560264,-2.36167400936405,-1.94182016380379
"HER34L","HER34L_1A","HER34L_1A_12",12.1,374.08,6.48,1,35053.09766,77325,1.35,-0.712727261416943,-0.307546950359002,-0.373185455211846,-0.370632610113685,-0.386758669130781,-0.402779708463427,-0.553793877735658,0.667445753422502,-0.182167410013465,-0.339449824030224,-0.936473920965797,NA,-0.465502714311749,NA,-0.448939429870314,66720,6.55777072949705,0.152490845021765,0.0454623740767574,-2.35243289872161,-2.39789527279837
"HER34L","HER34L_1A","HER34L_1A_13",12.2,381.06,6.48,1,35178.38281,78484,1.35,-0.263333662651816,-0.301640326743983,-0.350731342066398,-0.33587524027832,-0.313751375945103,-0.384632254400019,-0.723594274576967,0.609215307900187,0.398570948299347,0.0465721716839078,-0.800404150405404,NA,-0.378424749428913,NA,-0.481206850087039,65929,6.62008784096163,0.151055397454476,-0.640779195042629,-2.34650432692888,-1.70572513188625
"HER34L","HER34L_1A","HER34L_1A_14",12.3,388.03,6.49,1,34840.20703,76745,1.41,-0.185041790133968,-0.317184873482127,-0.363064422452053,-0.336195728091042,-0.335297857018391,-0.394326142358629,-0.181958839898038,-0.37689723185055,-0.022243551658815,-0.360346220450896,-0.990245404681738,NA,-0.511209958255573,NA,-0.399890194380149,65754,6.46525885558583,0.154672847961226,-0.910870664404816,-2.57323097829326,-1.66236031388844
"HER34L","HER34L_1A","HER34L_1A_15",12.4,395.01,6.5,1,34982.08984,80352,1.42,-0.503974407622858,-0.264426158981845,-0.207551891575513,-0.282213999498499,-0.16111165796427,-0.29125018751568,-0.414012035259254,0.148322458203026,-0.43951479145687,0.0183282146964406,-1.0551195010191,NA,-0.430644871080054,NA,-0.407657497153521,64221,6.47973445143256,0.15432731194392,-0.794499674820233,-2.32890240131142,-1.53440272649119
"HER34L","HER34L_1A","HER34L_1A_16",12.5,401.99,6.49,1,34657.51563,75353,1.39,-0.471344060250271,-0.285721985287375,-0.338294964380597,-0.356469264778834,-0.384736565393829,-0.405846846596357,-0.302367350819923,-0.583625682891485,-0.693884045216428,-0.578040989925206,-0.99428898782705,-0.488187431031367,-0.379005729080311,NA,-0.36562326431466,65065,6.40216154721274,0.156197245668592,-0.0327898228229908,-2.17285598631926,-2.14006616349627
"HER34L","HER34L_1A","HER34L_1A_17",12.6,408.96,6.49,1,34306.19531,76598,1.6,-0.971028436866918,-0.356954994041931,-0.343205976807919,-0.357535828426193,-0.353070786511531,-0.390762114084633,-0.532351654386927,-1.31326291406356,-0.618359798159267,-0.309129113236161,-0.984305031309683,-0.174684477706323,-0.393672342132245,NA,-0.371071000753772,65612,6.41211025756891,0.155954897815363,-2.164963715118,-4.31175743882733,-2.14679372370933
"HER34L","HER34L_1A","HER34L_1A_18",12.7,415.94,6.48,1,35192.12891,78452,1.35,-0.926345369328135,-0.285259073236333,-0.272419119475474,-0.348613094347194,-0.344898365905765,-0.359025562885087,-0.897637922848576,0.598800156446478,-0.351813264368152,-0.0916378644439906,-0.969479264357469,-0.583590165959223,-0.502843081579441,NA,-0.37725535924381,65742,6.42344173441734,0.155679780613859,-0.193191229030858,-2.38287997567837,-2.18968874664752
"HER34L","HER34L_1A","HER34L_1A_19",12.8,422.92,6.46,1,35833.94141,77461,1.54,-0.351500400792986,-0.327227254371434,-0.308403215850621,-0.326530568749277,-0.331268028217642,-0.41415396539691,-0.87743558886395,-0.797078079817916,-0.0256643419280597,-0.21681465215486,-0.886828980818313,-0.614396527163186,-0.488393089408626,NA,-0.51197904648861,66737,6.68063068247209,0.149686466372657,-1.28093384546206,-3.00071981506503,-1.71978596960297
"HER34L","HER34L_1A","HER34L_1A_20",12.9,429.89,6.47,1,35426.53516,76716,1.71,-0.39846286566489,-0.315567920367894,-0.317273272303813,-0.331361746734171,-0.365185660975519,-0.420049604206978,-0.705110280578359,-0.52948843295875,-0.549836695946885,-0.57447023860488,-0.889946121852029,-0.588012975689457,-0.496621273630372,NA,-0.539166044462498,66738,6.73504867872045,0.148477026329375,-0.951558870711613,-2.70975814344737,-1.75819927273575
