"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered"
"HER34L","HER34L_1A","HER34L_1A_249",35.8,2016.02,7.27,1,35988.90625,75949,1.53,0.0697836706210747,0.0684669975904884,0.790003818351789,0.138250668211563,0.0829504009269378,2.45427852901289,0.10006715032456,0.242267837627882,0.11060053456925,0.111917207599837,4.86905686710819,0,0.987504772939736,76.3973192537097,11.5366890939973,6.62211823784524,0.151009082605174,-0.702716631576096,-2.44568593663472,-1.74296930505862,100,97.9591568025912
"HER34L","HER34L_1A","HER34L_1A_250",35.9,2023.05,7.26,1,36064.19141,75864,1.42,0.0724981545924286,0.0474533375514078,0.669619318780976,0.0843614889802805,0.0210903722450701,2.02467573552673,0.0487714858167247,0.204312981124117,0.110724454286618,0,4.60297374248655,0,1.11383528419277,77.6046609722662,11.4217547189708,6.79446047316792,0.147178720657676,-0.575364144903562,-2.64696250912237,-2.07159836421881,100,98.0267320468206
"HER34L","HER34L_1A","HER34L_1A_251",36,2030.08,7.27,1,35958.55469,76254,1.41,0.0485220447451937,0.0393421984420489,0.813072101135678,0.141631914391376,0.0406536050567839,3.27851653683741,0,0.278018202323813,0.0196710992210245,0.00524562645893986,4.6318881632439,0,1.03732263225536,76.2425577674614,11.0131927505442,6.92283877113598,0.144449413464515,-1.28093384546206,-3.02852209637698,-1.74758825091492,100,97.5896346421171
"HER34L","HER34L_1A","HER34L_1A_252",36.1,2037.11,7.28,1,36205.69531,77176,1.49,0.045350886285892,0.0220275733388618,0.700995128019073,0.0855188141391106,0.0194360941225251,3.11236653882036,0.00518295843267337,0.317456204001244,0.231937389862133,0.0518295843267337,4.51694827407484,0.0570125427594071,0.980874883383435,76.2400228050171,11.3921426350161,6.6923339399454,0.149424701303557,-1.35644139797021,-3.46020593479027,-2.10376453682006,100,97.7791023115995
"HER34L","HER34L_1A","HER34L_1A_253",36.2,2044.14,7.28,1,36141.30078,76115,1.29,0.0932799054062931,0.0381002430532747,0.781711883334428,0.0433554489916574,0.0433554489916574,1.98252644025488,0.0735728831373579,0.307429547395389,0.182618406358799,0.077514287591145,5.01083886224791,0,1.16665571832096,76.05202653879,11.3157721868226,6.72088703123186,0.148789883739009,-0.129211731480006,-3.02126557555916,-2.89205384407915,100,97.1687578006963
"HER34L","HER34L_1A","HER34L_1A_254",36.3,2051.16,7.28,1,36272.1875,76263,1.56,0.0812976148328809,0.043271311120727,0.743479800165218,0.0458938148250134,0.0419600592685837,2.13340676343705,0,0.285852903767227,0.107522651875746,0.0354038000078675,4.69034787511637,0,0.89427376316169,77.0806288763883,11.6924327655613,6.59235168778737,0.1516909363092,-0.0588405000229335,-2.84385174226127,-2.78501124223834,100,97.875771999528
"HER34L","HER34L_1A","HER34L_1A_255",36.4,2058.19,7.28,1,36220.79688,76568,1.4,0.0861978894577369,0.0535471737540487,0.637341970535994,0.0927280325984745,0.0300386584473932,1.91071988297984,0.0809737749451468,0.24814543934803,0.0757496604325567,0.0156723435377703,4.78006477901996,0,1.03698673074914,76.8715390241354,11.6772019642671,6.58304440219215,0.151905401043171,-0.549107810337008,-2.47674333914884,-1.92763552881183,100,97.5969073242085
"HER34L","HER34L_1A","HER34L_1A_256",36.5,2065.22,7.29,1,36084.66016,76621,1.24,0.0548152595241513,0.0365435063494342,0.663003615196878,0.0404588820297307,0.0522050090706203,1.62879628300335,0.0665613865650409,0.219261038096605,0.150089401078033,0.0900536406468201,4.70889181816995,0.297568551702536,1.05323605799977,77.147257279336,11.4929327468971,6.71258233022939,0.148973964236775,-0.101782694309942,-2.89827693740328,-2.79649424309334,100,97.701674475666
"HER34L","HER34L_1A","HER34L_1A_257",36.6,2072.25,7.29,1,35942.31641,74999,1.39,0.0746676622354965,0.0600008000106668,0.730676409018787,0.0320004266723556,0,1.04801397351965,0.0466672888971853,0.270670275603675,0.148001973359645,0.0680009066787557,4.55606074747663,0.0800010666808891,0.740009866798224,78.0517073560981,11.5948212642835,6.73160073597056,0.148553076633981,0.628608659422374,-2.4996127971777,-3.12822145660007,100,97.5013000173336
"HER34L","HER34L_1A","HER34L_1A_258",36.7,2079.28,7.29,1,35771.94531,74502,1.34,0.07516576736195,0.0147647043032402,0.700652331481034,0.0550320796757134,0.0295294086064804,1.42009610480256,0.0510053421384661,0.304689806985047,0.167780730718638,0.0711390298247027,4.49115459987651,0,1.00936887600333,77.7401948940968,11.6560629244852,6.66950713956702,0.149936116578611,-1.31567679390594,-3.85977231508427,-2.54409552117833,100,97.7866366003597
"HER34L","HER34L_1A","HER34L_1A_259",36.8,2086.31,7.29,1,35538.46484,73873,1.25,0.113708662163443,0.0473786092347678,0.694435043926739,0.0663300529286749,0.0148904200452127,0.743167327711072,0.0284271655408607,0.345187010139022,0.184099738740812,0.234185697074709,4.27355055297605,0,1.10459843244487,77.8565917182191,11.8514206814398,6.56938892061679,0.15222115969747,-0.336472236621213,-2.68492778368136,-2.34845554706014,100,97.5579711125851
"HER34L","HER34L_1A","HER34L_1A_260",36.9,2093.34,7.29,1,35336.25391,74009,1.39,0.0702617249253469,0.0878271561566836,0.743152859787323,0.0689105379075518,0.0526962936940102,0.930967855260847,0.0243213663203124,0.30266589198611,0.172951938277777,0.0270237403559027,4.59538704752125,0,1.17147914442838,77.6459619775973,11.6972260130525,6.63798082476609,0.150648220656052,0.242561637171311,-2.13553100833088,-2.37809264550219,100,97.5908335472713
"HER34L","HER34L_1A","HER34L_1A_261",37,2100.37,7.31,1,35387.33984,73667,1.53,0.0638006162868041,0.0475110972348541,0.784611834335591,0.073302835733775,0,0.7818969144936,0,0.116741553205642,0,0,3.99636200741173,0.120813932968629,0.942077185171108,78.2141257279379,12.0270949000231,6.50316027088036,0.153771390884793,-0.433635985074861,-2.80422580718296,-2.3705898221081,100,97.1683386048027
"HER34L","HER34L_1A","HER34L_1A_262",37.1,2107.39,7.31,1,35775.02734,74844,1.54,0.0587889476778366,0.0347389236278125,0.712147934370157,0.0240500240500241,0.0467639356528245,1.02747047191492,0,0.185719630164075,0.145636256747368,0.0187055742611298,4.36240714018492,0,1.36016247127358,77.5800331355887,11.7938645716424,6.57799932026736,0.152021906861394,0.367724780125317,-3.02042488614436,-3.38814966626968,100,97.3504890171557
"HER34L","HER34L_1A","HER34L_1A_263",37.2,2114.42,7.32,1,35857.34766,75360,1.24,0.0756369426751592,0.0225583864118896,0.682059447983015,0.106157112526539,0.0132696390658174,1.03503184713376,0.0172505307855626,0.287951167728238,0.131369426751592,0.135350318471338,4.68949044585987,0,0.723195329087049,78.0254777070064,11.6587048832272,6.69246528568177,0.149421768707483,-1.54881329061767,-3.40900992139895,-1.86019663078128,100,97.6035031847134
"HER34L","HER34L_1A","HER34L_1A_264",37.3,2121.45,7.32,1,35839.45313,74789,1.39,0.0655176563398361,0.0441241359023386,0.688603939081951,0.0655176563398361,0.0681918463945233,1.43604005936702,0,0.247362580058565,0.0454612309296822,0.0508096110390565,4.80819371832756,0,1.06566473679284,77.1129444169597,11.4816349997994,6.716198905322,0.148893743931197,-0.395312736644146,-2.74765933919726,-2.35234660255311,100,97.1800665873324
"HER34L","HER34L_1A","HER34L_1A_265",37.4,2128.48,7.33,1,35684.6875,75392,1.39,0.071625636672326,0.0437712224108659,0.773291595925297,0.126008064516129,0.0649936332767402,1.32109507640068,0,0.255995331069609,0.114070458404075,0.0928480475382003,4.87982809847199,0.185696095076401,1.24283743633277,76.528013582343,11.7598684210526,6.50755695916986,0.153667498613422,-1.05736933013406,-2.87167962488401,-1.81431029474995,100,97.4599426994907
"HER34L","HER34L_1A","HER34L_1A_266",37.5,2135.51,7.33,1,35460.95313,73486,1.21,0.080287401681953,0.0503497264785129,0.775657948452766,0.0612361538252184,0.0503497264785129,0.959366409928422,0.0394632991318074,0.345644068257899,0.166018017037259,0,4.97917970769943,0,0.97569605094848,77.7195656315489,11.8008872438288,6.58590867158672,0.151839336053088,-0.195744577126095,-2.73471844818437,-2.53897387105828,100,98.0037013852979
"HER34L","HER34L_1A","HER34L_1A_267",37.6,2142.54,7.33,1,35539.67578,74774,1.47,0.0855912482948619,0.0601813464573247,0.794393773236686,0.0601813464573247,0.0588439832027175,1.49650948190548,0,0.267472650921443,0.115013239896221,0.0361088078743948,4.6700724850884,0.0748923422580041,1.11001150132399,77.354428009736,11.6404097681012,6.64533547794118,0.150481492367006,0,-2.58021682959233,-2.58021682959233,100,97.8241099847541
"HER34L","HER34L_1A","HER34L_1A_268",37.7,2149.57,7.34,1,35618.26563,75966,1.39,0.067135297369876,0.0592370270910671,0.745070162967643,0.0289603243556328,0.072400810889082,1.44143432588263,0.069768054129479,0.310665297633152,0.201405892109628,0.0434404865334492,4.72448200510755,0.0763499460284864,0.964905352394492,76.9291525155991,11.7197167153727,6.56407952375604,0.152344284736482,0.715620036412004,-2.53193158843286,-3.24755162484487,100,97.4541242134639
"HER34L","HER34L_1A","HER34L_1A_269",37.8,2156.6,7.34,1,35984.74609,75637,1.44,0.0634610045348176,0.0475957534011132,0.706003675449846,0.112378862197073,0.0185094596559885,1.48075677247908,0.0938694025410844,0.282930311884395,0.124277800547351,0.0991578195856525,4.99094358581118,0,1.08412549413647,76.8671417427978,11.4837976122797,6.69352981809809,0.149398004815961,-0.859132318034206,-2.69687690050408,-1.83774458246988,100,97.4549492973016
"HER34L","HER34L_1A","HER34L_1A_270",37.9,2163.62,7.33,1,35955.1875,76910,1.6,0.0884150305551944,0.0533090625406319,0.743726433493694,0.0975165778182291,0.0546092835782083,2.03874658691978,0,0.265245091665583,0.119620335457028,0.0286048628266805,4.81081783903264,0,1.23651020673515,75.8913015212586,11.6668833701729,6.50484787696423,0.153731496710526,-0.603916046832003,-2.63556692467549,-2.03165087784349,100,97.0953062020543
"HER34L","HER34L_1A","HER34L_1A_271",38,2170.65,7.35,1,35787.85547,75745,1.29,0.0739322727572777,0.0409267938477787,0.738002508416397,0.0686513961317579,0.0528087662551984,1.85226747640108,0.0673311769753779,0.258762954650472,0.190111558518714,0.167667832860255,4.71714304574559,0.0620503003498581,0.764406891543996,76.7218958347086,11.6588553699914,6.58056845204394,0.151962555710426,-0.517256514096281,-2.89216226866995,-2.37490575457367,100,97.4348141791537
"HER34L","HER34L_1A","HER34L_1A_272",38.1,2177.68,7.35,1,35810.55469,75338,1.4,0.0610581645384799,0.0265470280602087,0.702168892192519,0.0716769757625634,0.0132735140301043,2.75558151264966,0.0676949215535321,0.334492553558629,0.0809684355836364,0.0703496243595529,4.89394462289947,0.0106188112240835,1.04595290557222,75.566115373384,11.5147734211155,6.56253602305476,0.152380115931846,-0.993251773010283,-3.27525615830431,-2.28200438529402,100,97.2152167564841
"HER34L","HER34L_1A","HER34L_1A_273",38.2,2184.71,7.36,1,35699.75391,75474,1.41,0.075522696557755,0.0582982219042319,0.727402814214167,0.0529983835493017,0.0304740705408485,3.42237061769616,0,0.299440867053555,0.222593210907067,0.117921403397196,4.59893473249066,0.060948141081697,0.764501682698678,75.8115377480987,11.2820308980576,6.71967116852613,0.148816805900241,0.0953101798043249,-2.52390880759127,-2.61921898739559,100,97.5249754882476
"HER34L","HER34L_1A","HER34L_1A_274",38.3,2191.74,7.36,1,35501.16016,75333,1.39,0.0637170960933456,0.0464603825680645,0.747348439594866,0.165929937743087,0.0464603825680645,2.81284430462082,0.0345134270505622,0.278762295408387,0.0225664715330599,0.0212390320311152,4.3832052354214,0.244248868357825,1.34867853397581,76.3689219863805,11.1637662113549,6.84078478002378,0.146182058368532,-1.27296567581289,-2.77793156665028,-1.50496589083739,100,97.7486626047018
"HER34L","HER34L_1A","HER34L_1A_275",38.4,2198.77,7.35,1,35496.32422,73696,1.35,0.0949848024316109,0.0759878419452888,0.698816760746852,0.115338688666956,0,1.59031697785497,0,0.236105080330004,0.123480243161094,0.0773447676943118,4.91342813721233,0,1.04483282674772,77.0408163265306,11.7469062092922,6.55839205267414,0.15247639847823,-0.417299565755167,-2.21881520992859,-1.80151564417342,100,97.758358662614
"HER34L","HER34L_1A","HER34L_1A_276",38.5,2205.8,7.36,1,35527.18359,73833,1.39,0.0907453306786938,0.0419866455379031,0.689393631573957,0.106998225725624,0.0121896712851977,1.47901344927065,0.0067720396028876,0.320994677176872,0.0880365148375388,0.0907453306786938,4.76074384082998,0.0758468435523411,1.05643817805047,77.312312922406,11.4786071268945,6.73533923303835,0.14847062121159,-0.935460647981875,-2.79846081206538,-1.8630001640835,100,97.6108244281013
"HER34L","HER34L_1A","HER34L_1A_277",38.6,2212.83,7.36,1,35489.45703,74262,1.29,0.070022353289704,0,0.706956451482589,0.0201987557566454,0.0377043440790714,1.14055640839191,0.188521720395357,0.255850906250842,0.0619428509870459,0.0686757695725943,4.46931135708707,0.0673291858554846,1.15536882928012,77.7975276722954,11.564460962538,6.72729389846297,0.148648180842594,NA,NA,-3.55534806148941,100,97.6044275672619
"HER34L","HER34L_1A","HER34L_1A_278",38.7,2219.86,7.36,1,35355.26563,74716,1.29,0.0776272819744098,0.0508592537073719,0.765565608437282,0.111087317308207,0.0361368381605011,1.51640880132769,0.0107072113068151,0.310509127897639,0.152577761122116,0.0896728946945768,4.81155308100005,0,1.29824937095134,76.6181273087424,11.53969698592,6.63952679192763,0.150613143276386,-0.781254448070212,-2.71155283165341,-1.9302983835832,100,97.3887788425505
"HER34L","HER34L_1A","HER34L_1A_279",38.8,2226.88,7.37,1,35420.38672,75092,1.46,0.0972140840568902,0.0319607947584297,0.749746977041496,0.0585947903904544,0.0466094923560433,1.49549885473819,0.00799019868960742,0.20508176636659,0.12917487881532,0,4.90598199541895,0.145155276194535,0.946838544718479,76.6792734245992,11.6297341927236,6.59338142677201,0.151667245571379,-0.606135803570316,-3.15522579779174,-2.54908999422143,100,97.1288552708677
"HER34L","HER34L_1A","HER34L_1A_280",38.9,2233.91,7.37,1,35465.78125,74730,1.47,0.073598287167135,0.073598287167135,0.805566706811187,0.0762745885186672,0.0173959587849592,1.4010437575271,0.014719657433427,0.227485614880235,0.0481734243275793,0,4.79994647397297,0.0669075337883046,1.06784423926134,77.259467416031,11.2605379365717,6.86108140225787,0.145749618955245,-0.0357180826020792,-2.39292426007635,-2.35720617747427,100,97.1925598822427
"HER34L","HER34L_1A","HER34L_1A_281",39,2240.94,7.38,1,35584.56641,74829,1.4,0.0441005492522952,0.0494460703737856,0.799155407662805,0.0975557604671985,0.0668190140186291,1.19739673121383,0,0.217829985700731,0.0601371126167662,0.0935466196260808,4.86308784027583,0.0133638028037258,1.14260513971856,77.6624036135723,11.2884042283072,6.87983899609329,0.145352238703238,-0.679541528504167,-2.78267284130641,-2.10313131280224,100,97.5958518756097
"HER34L","HER34L_1A","HER34L_1A_282",39.1,2247.97,7.38,1,35506.75781,74890,1.55,0.0600881292562425,0.0614234210174923,0.87862197890239,0.101482173854987,0.0146882093737482,1.44879156095607,0.0120176258512485,0.248364267592469,0.0867939644812391,0.0614234210174923,4.99532647883562,0.096141006809988,1.22846842034985,76.6110295099479,11.7932968353585,6.49615036231884,0.153937323526336,-0.502091943797236,-2.66056353483622,-2.15847159103899,100,97.6979570036053
"HER34L","HER34L_1A","HER34L_1A_283",39.2,2255,7.38,1,36032.94922,76052,1.46,0.0880976174196602,0.0657444906116867,0.848103928890759,0.0736338294850891,0.0381318045547783,1.3096302529848,0.114395413664335,0.272182191132383,0.170935675590386,0,4.78093935728186,0.0696891600483879,1.23862620312418,77.2208488928628,11.2383632251617,6.87118287118287,0.145535349407438,-0.113328685307003,-2.55722731136763,-2.44389862606062,100,97.5293220428128
"HER34L","HER34L_1A","HER34L_1A_284",39.3,2262.03,7.39,1,36099.66797,75582,1.29,0.10849143976079,0.0687994496044032,0.768701542695351,0.0701225159429494,0.0436611891720251,1.12196025508719,0,0.261967135032151,0.186552353735016,0.12569130216189,5.23008123627319,0.0105845307083697,1.09152972930063,77.0858140827181,11.5146463443677,6.69458807307825,0.149374388548478,-0.0190481949706945,-2.41350703827048,-2.39445884329979,100,97.6886031065598
"HER34L","HER34L_1A","HER34L_1A_285",39.4,2269.06,7.39,1,35932.71484,75082,1.46,0.109213926107456,0.0599344716443355,0.840414480168349,0.114541434698063,0.0146506486241709,1.54098185983325,0,0.297008603926374,0.0812445060067659,0.146506486241709,5.11041261554034,0.213100343624304,1.10545803255108,77.146320023441,11.4168509096721,6.75723285114326,0.14798957236331,-0.647684806483188,-2.64064337277089,-1.99295856628771,100,98.1966383420793
"HER34L","HER34L_1A","HER34L_1A_286",39.5,2276.09,7.38,1,35951.47656,75872,1.38,0.10148671446647,0.0724905103331927,0.847479966258962,0.133118937157318,0.08171657528469,1.24156474061577,0,0.34927245887811,0.12389287220582,0.0659004639392661,5.08751581611135,0.109394770139182,1.37072964993674,76.1967524251371,11.7922290172923,6.46160724265117,0.15476025738601,-0.607787331608789,-2.45881153900515,-1.85102420739636,100,97.5735449177562
"HER34L","HER34L_1A","HER34L_1A_287",39.6,2283.11,7.38,1,36116.23438,75936,1.53,0.106668773704172,0.0632111251580278,0.783554572271386,0.113253265908133,0.0737463126843658,1.43278550358196,0.0500421407501054,0.3226401179941,0.0882321955330805,0.106668773704172,5.026601348504,0,0.836230509903076,76.7751790981879,11.3029393173198,6.79249679599208,0.147221269296741,-0.583146285345617,-2.51736039463774,-1.93421410929212,100,97.0817530552044
"HER34L","HER34L_1A","HER34L_1A_288",39.7,2290.14,7.38,1,35950.28125,77202,1.47,0.0375637936841014,0.0660604647547991,0.762933602756405,0.158026994119323,0.0569933421413953,1.36524960493251,0,0.446879614517759,0.0479262195279915,0.101033651977928,5.23432035439496,0,1.26033004326313,75.1716276780394,11.8196419781871,6.3598904109589,0.15723541372299,-0.872195412008931,-2.44660055092726,-1.57440513891833,100,96.5285873422968
"HER34L","HER34L_1A","HER34L_1A_289",39.8,2297.17,7.37,1,35950.43359,75862,1.56,0.0962273602066911,0.0527273206612006,0.790909809918009,0.123909203553821,0.0540455036777306,1.20086472805884,0.0593182357438507,0.191136537396852,0.0659091508265008,0.0632727847934407,5.26877751707047,0,1.21009200917455,76.942342674857,11.6527378661253,6.60294117647059,0.151447661469933,-0.854415328156068,-2.70805020110221,-1.85363487294614,100,97.7722707020643
"HER34L","HER34L_1A","HER34L_1A_290",39.9,2304.2,7.37,1,35688.92969,75016,1.41,0.0959795243681348,0.0453236642849525,0.846486082968967,0.106643915964594,0.0599872027300842,1.25706515943265,0.0893142796203477,0.278607230457502,0.1346379439053,0.0973125733176922,5.31353311293591,0,0.999786712168071,76.7422949770716,11.7654900287939,6.52266032177657,0.153311678160121,-0.85566611005772,-2.92726447427653,-2.07159836421881,100,97.8324624080196
"HER34L","HER34L_1A","HER34L_1A_291",40,2311.23,7.36,1,35813.74609,75626,1.51,0.117684394255944,0,0.852881284214424,0.105783725173882,0.0647925316690027,1.3937005791659,0.0198344484701029,0.281649168275461,0.165287070584191,0,4.88191891677465,0.212889746912438,1.06709332769153,75.9104011847777,11.632242879433,6.52586108900762,0.153236482720178,NA,NA,-2.08722368212189,100,96.7061592573983
"HER34L","HER34L_1A","HER34L_1A_292",40.1,2318.14,7.36,1,35838.92969,74416,1.27,0.0833154160395614,0.061814663513223,0.771339496882391,0.115566544829069,0.00671898516448076,1.82353257364008,0,0.288916362072673,0.130348312190927,0.110191356697484,5.23140184906472,0.0658460546119114,0.838529348527198,76.3867985379488,11.6816276069662,6.53905441159554,0.152927309830413,-0.625705899764413,-2.52398799983047,-1.89828210006606,100,97.5959471081488
"HER34L","HER34L_1A","HER34L_1A_293",40.2,2325.05,7.35,1,35559.08594,75927,1.3,0.0842914905106221,0.0131705453922847,0.763891632752512,0.118534908530562,0.0408286907160826,1.68582981021244,0.123803126687476,0.295020216787177,0.136973672079761,0.172534144638929,5.153634412001,0.0500480724906818,1.0826188312458,75.6963925876171,11.6717373266427,6.48544346648612,0.154191460486481,-2.19722457733622,-4.06044301054642,-1.8632184332102,100,97.0893094683051
"HER34L","HER34L_1A","HER34L_1A_294",40.3,2331.96,7.35,1,35465.08203,74783,1.26,0.0615113060454916,0.029418450717409,0.661915141141703,0.12837142131233,0.0374416645494297,1.61667758715216,0.070871722182849,0.224649987296578,0.220638380380568,0.0976157682895845,5.08404316489042,0.0441276760761136,1.13261035262025,76.2659962825776,11.6884853509487,6.524882736529,0.153259459269909,-1.47330573810952,-3.11351530921037,-1.64020957110085,100,97.3643742561812
"HER34L","HER34L_1A","HER34L_1A_295",40.4,2338.87,7.35,1,35351.14453,75075,1.5,0.0812520812520812,0.0546120546120546,0.559440559440559,0.125208125208125,0.031968031968032,2.32167832167832,0,0.255744255744256,0.0719280719280719,0.027972027972028,5.24542124542125,0,1.05627705627706,76.3782883782884,11.3619713619714,6.72227432590856,0.148759177551839,-0.829722715565696,-2.32668264457311,-1.49695992900741,100,97.5717615717616
"HER34L","HER34L_1A","HER34L_1A_296",40.5,2345.78,7.35,1,35643.63281,76448,1.43,0.0693281707827543,0.0470908329845123,0.792695688572625,0.0811008790288824,0.0654039347007116,3.65215571368774,0.0876412724989535,0.251151109250733,0.11118668899121,0.0627877773126831,5.147289660946,0,1.01245290916702,75.0078484721641,11.5267894516534,6.50726282342261,0.153674444560706,-0.543615446588982,-2.8233610476132,-2.27974560102422,100,97.9149225617413
"HER34L","HER34L_1A","HER34L_1A_297",40.6,2352.7,7.35,1,35615.55078,77721,1.33,0.114512165309247,0.0270197243988111,0.764272204423515,0.167264960564069,0.0784858661108323,5.06040838383448,0.138958582622457,0.230310984161295,0.154398425136064,0.0887790944532366,4.83138405321599,0,0.854337952419552,74.0134583960577,10.8747957437501,6.8059630856602,0.146929977053056,-1.82301201273216,-3.34235688163922,-1.51934486890706,100,97.3983865364573
"HER34L","HER34L_1A","HER34L_1A_298",40.7,2359.61,7.35,1,35954.32813,83230,1.25,0.0865072690135768,0.0384476751171453,0.617565781569146,0.100925147182506,0.0480595938964316,11.4658176138412,0.0841042893187553,0.301573951700108,0.117746005046257,0.0925147182506308,4.57166886939805,0.0528655532860747,1.20148984741079,68.3815931755377,10.4745884897273,6.52833218628126,0.153178479811646,-0.965080896043587,-2.77648736265544,-1.81140646661185,100,97.6354679802956
"HER34L","HER34L_1A","HER34L_1A_299",40.8,2366.52,7.35,1,36045.83984,84737,1.3,0.0790681756493621,0.0778880536247448,0.526334422979336,0.156956229274107,0,13.9773652595678,0.0141614642954081,0.233664160874234,0.164036961421811,0.061366345280102,4.69334529190318,0.0731675655262754,1.06683031025408,66.1611810661222,10.2198567331862,6.47378752886836,0.1544690794285,-0.700694386195328,-1.91066420999364,-1.20996982379831,100,97.5052220399589
"HER34L","HER34L_1A","HER34L_1A_300",40.9,2373.43,7.36,1,35758.43359,81583,1.37,0.10786560925683,0.0355466212323646,0.688869004572031,0.113994337055514,0.0367723667921013,10.5977961094836,0.0637387691063089,0.226762928551291,0.101736881458147,0.109091354816567,4.71544316830712,0.0686417513452558,0.834732726180699,69.6824093254722,10.6076020739615,6.56910099376011,0.152227831624127,-1.16530366316678,-2.96420601990722,-1.79890235674044,100,97.9910030275915
"HER34L","HER34L_1A","HER34L_1A_301",41,2380.34,7.37,1,35457.82031,80226,1.41,0.088499987535213,0.0324084461396555,0.595816817490589,0.100964774512004,0.0623239348839528,8.15695659761175,0,0.265499962605639,0.0573380200932366,0.0922394236282502,4.75033031685489,0.114676040186473,1.03083788298058,71.0330815446364,11.1210829406925,6.38724501232907,0.156562022917508,-1.13635261665096,-2.91151419446997,-1.77516157781902,100,97.5020566898512
"HER34L","HER34L_1A","HER34L_1A_302",41.1,2387.25,7.39,1,35202.96484,79705,1.3,0.107897873408193,0.0664952010538862,0.600966062354934,0.114171005583088,0.0589674424440123,9.43479079104197,0.0388934194843485,0.23461514334107,0.0426572987892855,0.0539489367040964,4.95451979173201,0.0526943102691174,1.16554795809548,70.2465340944734,10.3004830311775,6.81973203410475,0.146633327379889,-0.540567592964728,-2.20140868385879,-1.66084109089407,100,97.4731823599523
"HER34L","HER34L_1A","HER34L_1A_303",41.2,2394.16,7.37,1,35097.12109,79535,1.81,0.109385804991513,0.0477777079273276,0.616080970641856,0.183566983089206,0.0817250267177972,7.56773747406802,0.128245426541774,0.238888539636638,0.0892688753379016,0.144590431885333,5.24674671528258,0.10435657257811,0.931665304582888,70.5425284465958,11.2415917520588,6.27513700928308,0.159359070331159,-1.34602046198195,-2.55681923137829,-1.21079876939634,100,97.2741560319356
"HER34L","HER34L_1A","HER34L_1A_304",41.3,2401.07,7.35,1,34928.87109,76699,1.37,0.0677974941003142,0.056063312429106,0.705354698235961,0.125164604492888,0.0651898981733791,6.96097732695342,0,0.329860884757298,0.131683594310226,0.08083547373499,5.1356601780988,0,1.00262063390657,71.8992424933832,11.2296118593463,6.40264716126785,0.156185398759656,-0.803148075774274,-2.53221916315292,-1.72907108737865,100,97.7900624519225
"HER34L","HER34L_1A","HER34L_1A_305",41.4,2407.98,7.33,1,35184.38281,77567,1.53,0.0992690190416027,0.034808617066536,0.636868771513659,0.118607139634123,0.046411489422048,6.79025874405353,0,0.247527943584256,0.123763971792128,0.105715059239109,5.10913146054379,0.13536684414764,0.556937873064576,72.1015380251911,11.3978882772313,6.32586811446669,0.158081069966206,-1.22595171104471,-2.90669865118359,-1.68074694013888,100,97.5040932355254
"HER34L","HER34L_1A","HER34L_1A_306",41.5,2414.89,7.32,1,34890.95703,78304,1.44,0.104720065386187,0.0664078463424602,0.703667756436453,0.14175521046179,0.0676849203105844,7.56027789129546,0.0357580711074785,0.306497752349816,0.140478136493666,0.0727932161830813,4.93205966489579,0.109828361258684,1.26941152431549,70.8712198610544,11.0441356763384,6.41709065679926,0.155833858906208,-0.758286482730907,-2.36049109057149,-1.60220460784058,100,97.4266959542297
"HER34L","HER34L_1A","HER34L_1A_307",41.6,2421.8,7.33,1,35282.98438,83114,1.35,0.134754674302765,0.0360950020453834,0.622037201915441,0.119113506749765,0.0589551700074596,14.0192987944269,0.0589551700074596,0.173256009817841,0.0168443342878456,0.132348340833073,5.0015641167553,0,0.933657386240585,66.0526505763169,10.3616719204947,6.37470970738504,0.156869888340407,-1.19392246847243,-2.84684549284627,-1.65292302437384,100,97.7212022042015
"HER34L","HER34L_1A","HER34L_1A_308",41.7,2428.71,7.33,1,34899.76563,77278,1.51,0.109992494629778,0.0647014674292813,0.670307202567354,0.100934289189679,0.0711716141722094,7.86122829265768,0.00905820544009938,0.251041693625611,0.135873081601491,0,5.53715158259789,0.010352234788685,0.964051864696291,71.0240948264707,10.8711405574678,6.53326984882752,0.153062711802645,-0.444685821261446,-2.33795223683134,-1.89326641556989,100,97.6810994073346
"HER34L","HER34L_1A","HER34L_1A_309",41.8,2435.63,7.33,1,34815.875,77517,1.23,0.108363326754131,0.0490215049602023,0.679850871421753,0.117393603983642,0.0606318613981449,7.32097475392495,0,0.211566495091399,0.125133841608937,0.042571306939123,5.41687629810235,0.159964910922765,1.23327786163035,70.894126449682,11.2904266160971,6.27913619744059,0.159257574379037,-0.873273346790464,-2.62961438881498,-1.75634104202451,100,97.7101797025169
"HER34L","HER34L_1A","HER34L_1A_310",41.9,2442.54,7.33,1,34703.21484,76152,1.26,0.076163462548587,0.0302027523899569,0.694663304969009,0.16283223027629,0.0420212207164618,6.40823615926043,0.132629477886333,0.219298245614035,0.174650698602794,0.0196974472108415,5.70175438596491,0,1.2553839689043,71.4846622544385,11.1737052211367,6.39757903396404,0.156309127982806,-1.68478734967589,-3.13549421592915,-1.45070686625326,100,97.5759008299191
