"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER34L","HER34L_1A","HER34L_1A_28",13.7,485.71,6.51,1,35530.15625,75775,1.27,52,37,477,49,37,2939,75,228,61,90,2876,26,659,57760,8663,66423,6.66743622301743,0.149982686980609,-0.280902385466402,-2.55659857824412,-2.27569619277771
"HER34L","HER34L_1A","HER34L_1A_29",13.8,492.68,6.52,1,35146.19141,76931,1.42,46,25,538,53,16,3654,41,215,95,67,2922,186,838,57567,8672,66239,6.6382610701107,0.150641860788299,-0.751416088683921,-3.06898273529358,-2.31756664660966
"HER34L","HER34L_1A","HER34L_1A_30",13.9,499.66,6.52,1,34862.10938,74452,1.32,31,14,542,54,NA,3582,27,117,38,107,2680,NA,605,56478,8299,64777,6.8053982407519,0.146942172173236,-1.34992671694902,-3.65620867182439,-2.30628195487537
"HER34L","HER34L_1A","HER34L_1A_31",14,506.64,6.5,1,34153.01563,74364,1.29,52,49,536,72,35,2979,101,222,244,50,2592,35,855,56111,8428,64539,6.65768865685809,0.150202277628273,-0.384845820905429,-2.39231386296018,-2.00746804205475
"HER34L","HER34L_1A","HER34L_1A_32",14.1,513.61,6.48,1,34841.37891,75805,1.29,46,24,448,104,34,3149,106,273,52,126,2763,106,531,57296,8851,66147,6.47339283696757,0.154478497626361,-1.46633706879343,-2.92673940206704,-1.46040233327361
"HER34L","HER34L_1A","HER34L_1A_33",14.2,520.59,6.48,1,34732.92188,75019,1.34,54,43,488,76,23,3667,50,257,50,89,2804,NA,546,56469,8675,65144,6.50939481268012,0.153624112344826,-0.569533224592769,-2.42911529015958,-1.85958206556682
"HER34L","HER34L_1A","HER34L_1A_34",14.3,527.57,6.48,1,34561.68359,75347,1.33,49,19,462,62,42,3349,NA,207,125,212,2916,20,587,56930,8551,65481,6.65770085370132,0.15020200245916,-1.18269540587865,-3.1911259119153,-2.00843050603665
"HER34L","HER34L_1A","HER34L_1A_35",14.4,534.54,6.48,1,34713.96094,75507,1.44,61,20,469,56,21,3628,44,144,75,49,2989,94,755,56941,8461,65402,6.72981917031084,0.148592402662405,-1.02961941718116,-3.15487049489229,-2.12525107771113
"HER34L","HER34L_1A","HER34L_1A_36",14.5,541.52,6.48,1,34297.19141,74486,1.45,64,36,587,17,41,3229,59,145,99,54,2850,NA,549,55913,8787,64700,6.36315010811426,0.157154865594763,0.750305594399894,-2.79150588137199,-3.54181147577188
"HER34L","HER34L_1A","HER34L_1A_37",14.6,548.5,6.48,1,34438.88281,73902,1.23,31,26,469,25,37,2991,NA,199,122,61,2689,44,743,56105,8618,64723,6.51021118589,0.153604848052758,0.0392207131532813,-2.8925062304248,-2.93172694357808
"HER34L","HER34L_1A","HER34L_1A_38",14.7,555.47,6.47,1,34620.48438,74148,1.27,41,38,511,69,38,3004,103,167,46,142,3004,98,622,55930,8597,64527,6.50575782249622,0.153709994636152,-0.596520344870874,-2.59878343047732,-2.00226308560645
"HER34L","HER34L_1A","HER34L_1A_39",14.8,562.45,6.47,1,34923.14063,74682,1.3,46,12,471,37,18,3363,55,207,53,37,2859,NA,906,56651,8336,64987,6.7959452975048,0.147146564050061,-1.12601126285622,-3.66995144422842,-2.54394018137219
"HER34L","HER34L_1A","HER34L_1A_40",14.9,569.43,6.47,1,34488.39063,74436,1.35,39,41,480,65,37,3273,138,172,160,49,3020,NA,763,55717,8589,64306,6.48701827919432,0.154154028393489,-0.460815203191329,-2.46021403719763,-1.9993988340063
"HER34L","HER34L_1A","HER34L_1A_41",15,576.4,6.47,1,34338.59375,73471,1.3,50,27,465,80,18,3087,7,220,90,11,2696,134,832,55171,8716,63887,6.32985314364387,0.157981548277175,-1.08618976866955,-2.84620053958303,-1.76001077091347
"HER34L","HER34L_1A","HER34L_1A_42",15.1,583.12,6.47,1,33867.75,73257,1.32,38,37,514,74,NA,3428,NA,176,195,82,2526,71,759,54955,8602,63557,6.38863055103464,0.156528068419616,-0.693147180559945,-2.63130535281094,-1.938158172251
"HER34L","HER34L_1A","HER34L_1A_43",15.2,589.84,6.47,1,33877.24219,74050,1.36,44,64,561,61,88,3554,46,200,128,62,2588,184,861,55135,8516,63651,6.4742837012682,0.154457241316768,0.0480092191863607,-2.17083782216302,-2.21884704134939
"HER34L","HER34L_1A","HER34L_1A_44",15.3,596.55,6.47,1,33874.32422,73409,1.31,67,28,597,99,58,3329,57,182,66,81,2674,NA,747,54712,8606,63318,6.3574250522891,0.157296388360871,-1.26291533995939,-3.0597126032174,-1.79679726325801
"HER34L","HER34L_1A","HER34L_1A_45",15.4,603.27,6.46,1,34390.23438,75106,1.54,57,39,554,88,76,4460,NA,176,7,16,2710,NA,905,55612,8803,64415,6.3173917982506,0.158293174135079,-0.81377516834856,-2.65360304061764,-1.83982787226908
"HER34L","HER34L_1A","HER34L_1A_46",15.5,609.99,6.46,1,34191.66797,75414,1.37,46,36,513,110,65,4375,6,262,108,NA,2471,NA,834,55849,8863,64712,6.30136522622137,0.158695768948414,-1.11696142733631,-2.65675690671466,-1.53979547937835
"HER34L","HER34L_1A","HER34L_1A_47",15.6,616.71,6.47,1,33608.27734,74295,1.31,54,46,477,74,40,4122,80,183,136,29,2493,168,975,54986,8457,63443,6.50183280122975,0.153802786163751,-0.475423696715075,-2.33887509439925,-1.86345139768417
"HER34L","HER34L_1A","HER34L_1A_48",15.7,623.42,6.47,1,33632.41016,74244,1.43,44,45,492,51,59,4544,NA,92,77,86,2230,NA,839,55168,8458,63626,6.52258217072594,0.153313515081206,-0.125163142954006,-2.39181622672199,-2.26665308376798
"HER34L","HER34L_1A","HER34L_1A_49",15.8,630.14,6.46,1,33960.92969,75499,1.54,34,45,475,154,93,6191,103,169,136,36,2297,NA,803,55175,8329,63504,6.62444471124985,0.150956048935206,-1.23029011264331,-2.35665231426432,-1.12636220162101
"HER34L","HER34L_1A","HER34L_1A_50",15.9,636.86,6.46,1,33988.11328,74104,1.36,64,40,546,75,68,5052,10,173,101,47,2585,NA,766,54306,8508,62814,6.38293370944993,0.156667771516959,-0.628608659422374,-2.61373952163097,-1.98513086220859
"HER34L","HER34L_1A","HER34L_1A_51",16,643.57,6.46,1,33936.94531,74020,1.31,59,47,484,89,49,5529,106,150,NA,49,2418,38,666,54193,8293,62486,6.53478837573857,0.15302714372705,-0.638488768022081,-2.33193730500657,-1.69344853698449
"HER34L","HER34L_1A","HER34L_1A_52",16.1,650.29,6.46,1,33733.34375,74818,1.17,54,38,517,65,50,5420,92,236,183,62,2517,30,643,54690,8274,62964,6.60986221899927,0.151289083927592,-0.536801110169251,-2.61045671478204,-2.07365560461279
"HER34L","HER34L_1A","HER34L_1A_53",16.2,657.01,6.46,1,33229.94922,73412,1.23,45,67,542,36,22,5435,112,199,23,61,2202,195,980,53360,8406,61766,6.3478467761123,0.157533733133433,0.621173680934856,-2.09057338204868,-2.71174706298354
"HER34L","HER34L_1A","HER34L_1A_54",16.3,663.72,6.46,1,33201.70703,72768,1.5,41,56,528,75,88,5615,21,170,140,96,2451,NA,975,52373,8394,60767,6.23933762211103,0.160273423328814,-0.292136422801161,-2.24374459297111,-1.95160817016995
"HER34L","HER34L_1A","HER34L_1A_55",16.4,670.44,6.46,1,33321.07422,72369,1.29,23,15,547,65,44,5460,28,203,104,60,2551,16,1217,52304,8233,60537,6.35296975586056,0.157406699296421,-1.46633706879343,-3.59639860131977,-2.13006153252634
"HER34L","HER34L_1A","HER34L_1A_56",16.5,677.16,6.47,1,33555.58984,72439,1.56,41,57,549,95,80,5388,61,166,64,70,2585,NA,977,52361,8283,60644,6.32150187130267,0.158190256106644,-0.510825623765991,-2.26504717367498,-1.75422154990899
"HER34L","HER34L_1A","HER34L_1A_57",16.6,683.87,6.47,1,32391.5625,70158,1.49,46,61,517,104,55,5169,91,183,60,70,2356,104,1027,50292,8057,58349,6.24202556782922,0.160204406267398,-0.533517034968061,-2.13716901033512,-1.60365197536706
"HER34L","HER34L_1A","HER34L_1A_58",16.7,690.59,6.47,1,31804.49023,69481,1.49,63,49,519,126,68,5735,82,139,125,42,2414,NA,1106,49206,8063,57269,6.10269130596552,0.163862130634475,-0.944461608840851,-2.36008358505526,-1.41562197621441
"HER34L","HER34L_1A","HER34L_1A_59",16.8,697.31,6.47,1,31184.52539,68349,1.44,52,70,631,76,104,7165,92,176,145,NA,1896,77,1309,46986,7831,54817,6,0.166666666666667,-0.0822380982369721,-2.19881062049185,-2.11657252225488
"HER34L","HER34L_1A","HER34L_1A_60",16.9,704.02,6.46,1,30008.87695,67010,1.27,50,55,651,192,136,7391,97,187,50,5,1818,17,2033,44034,8360,52394,5.26722488038278,0.189853295180997,-1.25016218679531,-2.4711764569761,-1.22101427018079
"HER34L","HER34L_1A","HER34L_1A_61",17,710.74,6.47,1,30786.41016,69317,1.28,47,85,718,104,132,7530,41,166,49,NA,1688,16,1950,46736,8185,54921,5.70995723885156,0.175132660047929,-0.201739642651056,-2.13381831255791,-1.93207866990685
"HER34L","HER34L_1A","HER34L_1A_62",17.1,717.46,6.47,1,32167.28906,73549,1.25,68,51,613,125,104,7153,63,167,143,79,2198,16,1454,50852,8553,59405,5.9455161931486,0.168193974671596,-0.896488104577975,-2.48653930321189,-1.59005119863391
"HER34L","HER34L_1A","HER34L_1A_63",17.2,724.17,6.47,1,32632.79102,73952,1.31,34,69,648,108,89,7156,117,216,107,41,2112,169,1283,51676,8377,60053,6.16879551151964,0.162106200170292,-0.44802472252696,-2.23978419175502,-1.79175946922805
"HER34L","HER34L_1A","HER34L_1A_64",17.3,730.89,6.48,1,33293.42578,75312,1.34,32,45,481,93,73,5971,80,214,95,107,2333,118,1202,53792,8728,62520,6.16315307057745,0.162254610350982,-0.725937003382936,-2.36920478033544,-1.64326777695251
"HER34L","HER34L_1A","HER34L_1A_65",17.4,737.61,6.49,1,33711.88672,75100,1.32,63,54,480,47,35,5153,132,193,13,NA,2427,144,1058,54917,8500,63417,6.46082352941176,0.154779030172806,0.138836444854216,-2.18480205733766,-2.32363850219188
"HER34L","HER34L_1A","HER34L_1A_66",17.5,744.33,6.5,1,34323.6875,75561,1.58,27,53,544,95,71,5778,55,157,52,33,2238,NA,893,54949,8724,63673,6.29860155891793,0.158765400644234,-0.583584978048419,-2.32865733330382,-1.7450723552554
"HER34L","HER34L_1A","HER34L_1A_67",17.6,751.04,6.51,1,33654.91797,73347,1.41,45,58,456,102,72,4980,5,214,120,29,2173,NA,602,54438,8438,62876,6.45152879829343,0.155002020647342,-0.564529802737852,-2.06204979896797,-1.49751999623011
"HER34L","HER34L_1A","HER34L_1A_68",17.7,757.76,6.53,1,34024.50781,75256,1.43,57,47,497,93,71,5071,NA,126,37,48,2383,47,867,55627,8576,64203,6.4863572761194,0.154169737717296,-0.682451891443197,-2.35844242438657,-1.67599053294337
"HER34L","HER34L_1A","HER34L_1A_69",17.8,764.48,6.53,1,34277.52734,75179,1.46,38,17,469,38,70,4847,88,143,118,54,2362,53,732,55586,8764,64350,6.34253765403925,0.15766559925161,-0.80437281567017,-3.31738942439006,-2.51301660871989
"HER34L","HER34L_1A","HER34L_1A_70",17.9,771.19,6.54,1,34460.39453,76099,1.58,60,74,523,93,57,5079,62,136,118,NA,2549,107,832,56118,8342,64460,6.72716374970031,0.148651056701949,-0.228534399949086,-1.95551637086075,-1.72698197091167
"HER34L","HER34L_1A","HER34L_1A_71",18,777.91,6.54,1,34390.22656,74401,1.33,44,44,481,66,26,4090,98,154,71,124,2293,40,813,55423,8817,64240,6.28592491777249,0.15908557818956,-0.405465108108164,-2.3916776361875,-1.98621252807934
"HER34L","HER34L_1A","HER34L_1A_72",18.1,784.63,6.55,1,34736.68359,76009,1.45,36,36,490,67,50,4096,166,241,74,23,2627,NA,613,56745,8661,65406,6.55178385867683,0.152630187681734,-0.621173680934856,-2.61088645264856,-1.98971277171371
"HER34L","HER34L_1A","HER34L_1A_73",18.2,791.34,6.55,1,34572.61719,75450,1.4,51,31,554,79,70,4562,63,179,173,81,2687,69,899,55774,8450,64224,6.60047337278106,0.151504285150787,-0.935460647981875,-2.88317748226214,-1.94771683428026
"HER34L","HER34L_1A","HER34L_1A_74",18.3,798.06,6.55,1,34483.52344,76601,1.31,44,43,535,109,66,5697,120,191,159,74,2735,39,1037,55468,8523,63991,6.5080370761469,0.153656162111488,-0.930147766535581,-2.52106663120244,-1.59091886466686
"HER34L","HER34L_1A","HER34L_1A_75",18.4,804.78,6.56,1,34629.31641,77457,1.57,47,61,556,154,47,6303,NA,146,53,NA,2740,160,992,55890,8819,64709,6.33745322598934,0.157792091608517,-0.926078738240318,-2.20989443007727,-1.28381569183695
"HER34L","HER34L_1A","HER34L_1A_76",18.5,811.49,6.56,1,34543.60156,76192,1.3,41,22,492,28,29,4263,38,167,177,122,2792,132,878,56125,8867,64992,6.32964926130597,0.157986636971047,-0.241162056816888,-3.10743626313399,-2.8662742063171
"HER34L","HER34L_1A","HER34L_1A_77",18.6,818.21,6.57,1,34718.72266,76530,1.58,60,31,522,95,38,4553,59,174,109,35,2922,NA,725,56501,8761,65262,6.449149640452,0.155059202491991,-1.11988968711539,-2.82368038339749,-1.7037906962821
"HER34L","HER34L_1A","HER34L_1A_78",18.7,824.93,6.56,1,34976.08203,76997,1.46,38,51,509,84,50,4553,52,160,70,35,2885,176,949,56781,8555,65336,6.63717124488603,0.150666596220567,-0.498991166118988,-2.3006223838262,-1.80163121770721
"HER34L","HER34L_1A","HER34L_1A_79",18.8,831.64,6.56,1,34497.17578,77428,1.36,61,52,510,161,67,5317,61,191,141,60,2928,97,934,56395,8389,64784,6.72249374180474,0.148754322191684,-1.13016064640304,-2.28316700713694,-1.15300636073391
"HER34L","HER34L_1A","HER34L_1A_80",18.9,838.36,6.57,1,34131.61719,75515,1.36,48,44,502,99,68,5216,119,218,107,148,2583,85,842,55475,8510,63985,6.51880141010576,0.153402433528616,-0.810930216216329,-2.43441048577347,-1.62348026955714
"HER34L","HER34L_1A","HER34L_1A_81",19,845.08,6.56,1,33917.82813,74530,1.4,56,35,498,111,53,4095,NA,166,167,45,2496,NA,652,55724,8475,64199,6.57510324483776,0.1520888665566,-1.15418213982292,-2.65525201553524,-1.50106987571232
"HER34L","HER34L_1A","HER34L_1A_82",19.1,851.79,6.56,1,34056.04688,74900,1.31,45,45,517,23,51,4538,46,211,65,95,2344,NA,984,55562,8469,64031,6.56063289644586,0.152424318779022,0.67116827384117,-2.44138038473811,-3.11254865857928
"HER34L","HER34L_1A","HER34L_1A_83",19.2,858.51,6.54,1,34170.84375,74660,1.45,47,18,464,57,41,4165,NA,185,NA,47,2434,NA,927,55883,8595,64478,6.50180337405468,0.153803482275468,-1.15267950993839,-3.24951279433009,-2.09683328439171
"HER34L","HER34L_1A","HER34L_1A_84",19.3,865.23,6.54,1,34909.36719,76700,1.52,55,23,429,104,23,3941,103,178,26,118,2940,80,825,57203,8854,66057,6.46069573074317,0.15478209184833,-1.50889668321222,-2.92596270299887,-1.41706601978664
"HER34L","HER34L_1A","HER34L_1A_85",19.4,871.95,6.54,1,35205.38281,76729,1.46,46,55,541,69,40,4561,24,158,128,73,2704,NA,791,57195,8660,65855,6.60450346420323,0.151411836699012,-0.226773319364788,-2.28608609361401,-2.05931277424922
"HER34L","HER34L_1A","HER34L_1A_86",19.5,878.66,6.57,1,34743.71094,76106,1.42,60,27,544,105,70,4832,94,182,66,67,2684,NA,637,56582,8633,65215,6.55415266998726,0.152575023859178,-1.35812348415319,-3.00311238085161,-1.64498889669842
"HER34L","HER34L_1A","HER34L_1A_87",19.6,885.38,6.59,1,34498.74609,75733,1.4,57,15,538,45,32,5033,60,211,86,79,2513,NA,822,56234,8641,64875,6.50781159588011,0.153661485933777,-1.09861228866811,-3.57980835905957,-2.48119607039146
"HER34L","HER34L_1A","HER34L_1A_88",19.7,892.1,6.6,1,34272.26953,76280,1.31,28,41,527,53,28,5302,NA,222,119,98,2577,NA,719,56283,8449,64732,6.66149840217777,0.150116376170424,-0.256719846847814,-2.55362848183705,-2.29690863498924
"HER34L","HER34L_1A","HER34L_1A_89",19.8,898.81,6.61,1,33844.24219,73628,1.49,60,58,427,102,47,3727,NA,199,97,30,2411,39,713,55499,8416,63915,6.59446292775665,0.151642371934629,-0.564529802737852,-1.99634100268221,-1.43181119994435
"HER34L","HER34L_1A","HER34L_1A_90",19.9,905.53,6.61,1,34196.43359,74842,1.2,58,38,465,30,21,4163,NA,153,13,NA,2621,NA,746,55833,8744,64577,6.38529277218664,0.1566098902083,0.23638877806423,-2.50445124586097,-2.7408400239252
"HER34L","HER34L_1A","HER34L_1A_91",20,912.25,6.6,1,34455.875,75029,1.45,32,18,446,83,4,4072,NA,128,83,95,2644,194,788,55634,8484,64118,6.55752003771806,0.15249667469533,-1.52846884990043,-3.2099471941239,-1.68147834422347
"HER34L","HER34L_1A","HER34L_1A_92",20.1,919.09,6.61,1,33855.44922,73818,1.43,58,45,464,114,NA,3705,NA,178,20,NA,2655,NA,737,55673,8613,64286,6.46383373969581,0.154706949508739,-0.929535958624176,-2.33322206245594,-1.40368610383176
"HER34L","HER34L_1A","HER34L_1A_93",20.2,925.93,6.62,1,34231.52344,74145,1.53,44,22,460,78,6,3776,34,183,90,52,2468,NA,833,56061,8419,64480,6.65886684879439,0.150175701468044,-1.26566637333128,-3.04018403612482,-1.77451766279355
"HER34L","HER34L_1A","HER34L_1A_94",20.3,932.77,6.61,1,34019.24219,74678,1.42,68,57,473,43,34,3603,131,127,84,130,2596,NA,916,56130,8574,64704,6.54653603918824,0.152752538749332,0.281851152140988,-2.11604412065738,-2.39789527279837
"HER34L","HER34L_1A","HER34L_1A_95",20.4,939.61,6.61,1,34704.08594,76010,1.44,19,39,489,58,22,3756,63,241,70,57,2783,134,770,56929,8720,65649,6.52855504587156,0.153173250891461,-0.396881364416773,-2.52880084334523,-2.13191947892845
"HER34L","HER34L_1A","HER34L_1A_96",20.5,946.45,6.61,1,35088.62109,76175,1.32,60,27,615,70,28,4101,5,223,139,85,2978,NA,762,56341,8717,65058,6.46334748193186,0.154718588594452,-0.95265837604503,-3.12578540180219,-2.17312702575716
"HER34L","HER34L_1A","HER34L_1A_97",20.6,953.29,6.62,1,34380.08984,74671,1.43,65,30,484,61,27,3450,47,187,99,71,2743,NA,850,56405,8520,64925,6.62030516431925,0.151050438790887,-0.709676482511156,-2.78088752505448,-2.07121104254332
"HER34L","HER34L_1A","HER34L_1A_98",20.7,960.13,6.63,1,34541.48438,74958,1.38,61,29,559,73,56,4025,76,202,140,52,2941,NA,678,55763,8486,64249,6.57117605467829,0.152179760773273,-0.923163611161917,-2.95885364316862,-2.03569003200671
"HER34L","HER34L_1A","HER34L_1A_99",20.8,966.97,6.63,1,33729.32813,72453,1.4,42,11,514,62,31,3069,68,170,NA,52,2866,NA,887,54941,8354,63295,6.57661000718219,0.152054021586793,-1.72923911224672,-3.84432799265679,-2.11508888041007
"HER34L","HER34L_1A","HER34L_1A_100",20.9,973.82,6.63,1,34536.81641,75585,1.45,59,51,523,53,7,3425,87,223,8,92,3142,NA,835,56334,8670,65004,6.49757785467128,0.153903504100543,-0.0384662808277961,-2.3277558313406,-2.2892895505128
"HER34L","HER34L_1A","HER34L_1A_101",21,980.66,6.62,1,34305.91797,74297,1.37,60,36,536,91,38,3877,9,185,151,138,3020,NA,649,55585,8488,64073,6.54865692742696,0.152703067374292,-0.92734056806074,-2.70061522261469,-1.77327465455395
"HER34L","HER34L_1A","HER34L_1A_102",21.1,987.5,6.63,1,33997.40625,74523,1.51,36,35,490,94,45,3439,NA,221,88,125,3000,136,716,55515,8683,64198,6.39352758263273,0.156408177969918,-0.98794672078059,-2.63905732961526,-1.65111060883467
"HER34L","HER34L_1A","HER34L_1A_103",21.2,994.34,6.62,1,34485.67969,75300,1.35,39,45,512,89,74,3764,NA,205,83,114,3202,79,948,55670,8522,64192,6.53250410701713,0.153080653853063,-0.68197387996182,-2.43166213526919,-1.74968825530737
"HER34L","HER34L_1A","HER34L_1A_104",21.3,1001.18,6.62,1,33946.66406,74416,1.38,56,44,553,5,43,3705,NA,142,NA,48,3076,152,875,55338,8598,63936,6.43614794138172,0.155372438469045,2.17475172148416,-2.53116836760407,-4.70592008908823
"HER34L","HER34L_1A","HER34L_1A_105",21.4,1008.02,6.63,1,33548.89063,72828,1.39,38,22,440,53,47,2778,11,149,89,72,3107,95,894,54876,8409,63285,6.52586514448805,0.1532363874918,-0.879249460193806,-2.99573227355399,-2.11648281336018
"HER34L","HER34L_1A","HER34L_1A_106",21.5,1014.86,6.65,1,33142.76953,72551,1.29,59,40,473,76,41,2904,36,177,48,80,2880,NA,1046,54344,8649,62993,6.28326974216672,0.159152804357427,-0.641853886172395,-2.470215934378,-1.8283620482056
