"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER34L","HER34L_1A","HER34L_1A_3",11.2,311.29,6.44,1,31513.1582,69707,1.51,-0.0360517227821311,-0.298632461553969,-0.412881525567428,-0.410733868389372,-0.372056871602348,-0.431466346451934,-0.383575082575505,-1.04040489905578,-0.857615808164942,NA,-1.07401664393812,-0.7495900453132,0.331771757853097,-0.0982063288748666,-0.711598388573431,58033,6.27595285857573,0.159338354276125,-0.393042588109607,-2.26099119569521,-1.8679486075856
"HER34L","HER34L_1A","HER34L_1A_4",11.3,318.27,6.45,1,32379.19336,74221,1.52,-0.755386469410212,-0.0593789084564149,-0.254945247768987,-0.307757318603162,-0.231539444279701,-0.348196964200703,-0.769925054451779,-0.0740572572149622,-1.18798705654767,-0.68538291984743,-1.03596601140343,1.12147535212083,0.751224861587776,0.0650110610969098,0.544537868534125,60365,5.95609587462549,0.167895215431346,-0.128175193423998,-1.65944833300876,-1.53127313958476
"HER34L","HER34L_1A","HER34L_1A_5",11.4,325.24,6.46,1,33784.93359,74694,1.22,-1.43240740741311,-0.329013865121913,-0.367291672182311,-0.503995649327827,-0.481348203964406,-0.427552458594077,-0.402892581169319,-0.0291108552688775,0.941072099696587,NA,-0.989708379694583,-0.578872399561919,-0.200003515919321,0.33657275533216,0.433597059501834,63015,6.31371866295265,0.158385264435008,0.362905493689368,-2.47397757925581,-2.83688307294518
"HER34L","HER34L_1A","HER34L_1A_6",11.5,332.22,6.46,1,34402.92969,76312,1.32,-1.30546598153757,-0.348002242351877,-0.406368689369555,-0.469022481475906,-0.403282966562936,-0.44473953136119,0.0800448836760237,1.11702239435628,-0.233581227886452,-0.236252613186738,-0.777072492000707,-0.770076162803353,-0.245634397497152,0.493381609746762,0.480120624579892,64607,6.47593149733858,0.154417939783793,-0.198450938723838,-2.54409552117833,-2.34564458245449
"HER34L","HER34L_1A","HER34L_1A_7",11.6,339.2,6.47,1,34864.18359,76763,1.27,-1.13621074703684,-0.340406891459892,-0.346124954539221,-0.397133192002514,-0.344734038511833,-0.440825643503333,NA,-0.119003659161047,-1.48165038844343,0.613453372387544,-0.601741146007512,NA,-0.624721721374519,0.578394839247399,0.319077514694307,65366,6.6433582787652,0.150526278734115,-0.704708002961021,-2.56494935746154,-1.86024135450052
"HER34L","HER34L_1A","HER34L_1A_8",11.7,346.17,6.48,1,34586.17188,76003,1.64,-0.543817426284306,-0.310025487891948,-0.334727491192942,-0.393247284463412,-0.41889601404323,-0.473951882764041,-0.344940085387878,0.734977977814563,0.0417281457658225,NA,-0.750959312810231,-0.0189185214977205,-0.624721721374519,0.535137224236474,0.605376376713124,65094,6.47176308539945,0.154517399169948,-0.556810737007814,-2.40676844547886,-1.84995770847104
"HER34L","HER34L_1A","HER34L_1A_9",11.8,353.15,6.47,1,34635.38281,75858,1.51,0.260144937594137,-0.427753426717729,-0.481266305645104,-0.439878174932639,-0.227636182409627,-0.498853285222004,-0.383575082575505,1.22938839922149,0.335391477661582,-0.321223211744166,-0.890478298770774,NA,-0.551010297287253,0.610237250297108,0.333392457795248,65692,6.67429906542056,0.149828467408808,-1.17865499634165,-3.16968558067743,-1.99103058433578
"HER34L","HER34L_1A","HER34L_1A_10",11.9,360.13,6.47,1,34763.63281,76483,1.52,-1.64397645053902,-0.313823163337941,-0.399855853171681,-0.410733868389372,-0.313507943551245,-0.417058701294024,-0.885830046014661,-0.613414080567979,-1.37152663898252,NA,-0.739767950300027,-0.442298282960895,-0.468523703665789,0.483268139570597,0.532012293320802,64535,6.44262484142544,0.155216239438637,-0.470003629245736,-2.35327820730956,-1.88327457806383
"HER34L","HER34L_1A","HER34L_1A_11",12,367.1,6.47,1,34818.89453,76761,1.53,-0.501503617659124,-0.329013865121913,-0.461727797051482,-0.430163406084884,-0.399379704692862,-0.448766865243914,0.447077356958484,0.0832551495963343,-0.0316876872081174,0.75911725562885,-0.744244495304109,-0.735932633653097,-1.02486945213396,0.558468298999311,0.850519777316735,65464,6.39789806757826,0.156301333568842,-0.419853845560264,-2.36167400936405,-1.94182016380379
"HER34L","HER34L_1A","HER34L_1A_12",12.1,374.08,6.48,1,35053.09766,77325,1.35,-0.71307266078503,-0.332811540567906,-0.486150932793509,-0.482623157862764,-0.520380822665142,-0.483027564753276,-0.557432569919828,1.25186160019454,0.170205853470217,-0.357639182554492,-0.727084406121796,NA,-0.615946551840321,0.686338610038549,0.812943051676765,66720,6.55777072949705,0.152490845021765,0.0454623740767574,-2.35243289872161,-2.39789527279837
