"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER34L","HER34L_1A","HER34L_1A_36",14.5,541.52,6.48,1,34297.19141,74486,1.45,-2.11465597043113,0.651153064823268,-2.83520212517919,-1.98790426479199,2.35466353314134,-1.71824069784289,2.22985120583731,-5.72557388307536,0.584344395151158,5.20599619193835,3.35556855042914,6.36315010811426,0.157154865594763,0.750305594399894,-2.79150588137199,-3.54181147577188
"HER34L","HER34L_1A","HER34L_1A_37",14.6,548.5,6.48,1,34438.88281,73902,1.23,-2.77578189445985,0.0811139342399267,-2.8135222224427,-2.43403260073779,1.93207857863019,-1.94448437541909,1.82567771213171,-2.26495627069386,0.540422274368914,4.86337927719932,2.99010558718322,6.51021118589,0.153604848052758,0.0392207131532813,-2.8925062304248,-2.93172694357808
"HER34L","HER34L_1A","HER34L_1A_38",14.7,555.47,6.47,1,34620.48438,74148,1.27,-2.68313642811335,-0.108373449203489,-2.09820283219364,-2.68313642811335,1.66133477272631,-1.38385344398309,1.66133477272631,-1.75157822410841,0.0878484445444559,4.58517599290502,2.71258682281323,6.50575782249622,0.153709994636152,-0.596520344870874,-2.59878343047732,-2.00226308560645
"HER34L","HER34L_1A","HER34L_1A_39",14.8,562.45,6.47,1,34923.14063,74682,1.3,-3.05362212485056,0.538407503273458,-1.98098532258571,-2.67413250314566,2.50231453878074,-1.98098532258571,2.3400054215018,-5.6185714823121,1.19157096780304,5.32611108802219,3.40988723609852,6.7959452975048,0.147146564050061,-1.12601126285622,-3.66995144422842,-2.54394018137219
"HER34L","HER34L_1A","HER34L_1A_40",14.9,569.43,6.47,1,34488.39063,74436,1.35,-2.11550238831006,0.322695263512333,-1.663517264567,-2.21558584686704,2.24059575133765,-1.94114900116528,2.16017117479324,-5.85317200659343,0.785395782573092,5.07488652690163,3.20518200838487,6.48701827919432,0.154154028393489,-0.460815203191329,-2.46021403719763,-1.9993988340063
"HER34L","HER34L_1A","HER34L_1A_41",15,576.4,6.47,1,34338.59375,73471,1.3,-2.74569629537247,0.0662848285779744,-1.68345165087523,-3.13346182638123,1.957378105597,-3.59299415575967,1.82199451759206,-1.17262602710924,0.647132836619171,4.84031005164774,2.9951296154639,6.32985314364387,0.157981548277175,-1.08618976866955,-2.84620053958303,-1.76001077091347
"HER34L","HER34L_1A","HER34L_1A_42",15.1,583.12,6.47,1,33867.75,73257,1.32,-2.31487136723141,0.29170937370594,-1.63496941342149,-5.9524575269578,2.18756642550512,-1.5336169191612,1.8823305804304,-1.67579140794174,0.680860906322581,4.96183061708604,3.10740873166355,6.38863055103464,0.156528068419616,-0.693147180559945,-2.63130535281094,-1.938158172251
"HER34L","HER34L_1A","HER34L_1A_43",15.2,589.84,6.47,1,33877.24219,74050,1.36,-2.30260551220961,-0.145490932211557,-2.34985839706016,-1.98835641237311,1.69911756013209,-2.33385805571372,1.38203419764629,-1.25663695702692,0.282262488558445,4.44056535722241,2.57282666303583,6.4742837012682,0.154457241316768,0.0480092191863607,-2.17083782216302,-2.21884704134939
"HER34L","HER34L_1A","HER34L_1A_44",15.3,596.55,6.47,1,33874.32422,73409,1.31,-2.58182566148267,0.444469262481489,-1.34395130548105,-1.87158404756342,2.16160609150535,-1.54240224420489,1.94258316786096,-5.94912149146914,0.668281486505335,4.96073512866771,3.11120961318033,6.3574250522891,0.157296388360871,-1.26291533995939,-3.0597126032174,-1.79679726325801
"HER34L","HER34L_1A","HER34L_1A_45",15.4,603.27,6.46,1,34390.23438,75106,1.54,-2.20201843703852,0.42807022259398,-1.40226152142031,-1.54709246929877,2.51223034397581,-3.05768454709624,2.01417495834621,-5.89089789115245,0.918141414890525,5.03527437470587,3.1920635514939,6.3173917982506,0.158293174135079,-0.81377516834856,-2.65360304061764,-1.83982787226908
"HER34L","HER34L_1A","HER34L_1A_46",15.5,609.99,6.46,1,34191.66797,75414,1.37,-1.99786474394239,0.633440608868546,-0.899252455274285,-1.41912791456019,2.7751076875152,-5.60878265658662,2.20400016199096,-5.60878265658662,1.11864906826424,5.32164214791073,3.48097075240045,6.30136522622137,0.158695768948414,-1.11696142733631,-2.65675690671466,-1.53979547937835
"HER34L","HER34L_1A","HER34L_1A_47",15.6,616.71,6.47,1,33608.27734,74295,1.31,-2.47431392074992,-0.154850789968519,-2.00697340892366,-2.61088945575567,1.99987481024693,-2.92326414079782,1.49718160378001,-1.1945628075369,0.559001063953118,4.59039055017998,2.71840649557246,6.50183280122975,0.153802786163751,-0.475423696715075,-2.33887509439925,-1.86345139768417
"HER34L","HER34L_1A","HER34L_1A_48",15.7,623.42,6.47,1,33632.41016,74244,1.43,-2.11382949310041,0.258038284453183,-1.99122717100808,-1.84812632736741,2.47931211702207,-1.47656277093492,1.76773430484303,-5.94247088958951,0.790931002247853,4.97568559071969,3.10051535271451,6.52258217072594,0.153313515081206,-0.125163142954006,-2.39181622672199,-2.26665308376798
"HER34L","HER34L_1A","HER34L_1A_49",15.8,630.14,6.46,1,33960.92969,75499,1.54,-2.19845008493665,0.138326372805672,-0.983666364506502,-1.48379669915574,2.70392193384381,-2.41617356878152,1.71270297698295,-6.02709148142575,0.662507787753218,4.89119187368538,3.00052725373514,6.62444471124985,0.150956048935206,-1.23029011264331,-2.35665231426432,-1.12636220162101
"HER34L","HER34L_1A","HER34L_1A_50",15.9,636.86,6.46,1,33988.11328,74104,1.36,-2.23492262491529,0.355954110802388,-1.61776135133326,-1.71438818702233,2.57924271367232,-2.0772936807117,1.90937286771221,-5.94849469161959,0.693992109747663,4.95391371943764,3.10038501422996,6.38293370944993,0.156667771516959,-0.628608659422374,-2.61373952163097,-1.98513086220859
"HER34L","HER34L_1A","HER34L_1A_51",16,643.57,6.46,1,33936.94531,74020,1.31,-2.39045562556509,-0.0775077455355022,-1.76184696614272,-2.34963363104484,2.3562864580434,-2.34963363104484,1.52945287413704,-2.59809499034334,0.241133409442638,4.63866884371992,2.76163100433334,6.53478837573857,0.15302714372705,-0.638488768022081,-2.33193730500657,-1.69344853698449
"HER34L","HER34L_1A","HER34L_1A_52",16.1,650.29,6.46,1,33733.34375,74818,1.17,-2.55821493162334,0.0281986645064955,-2.03212183572656,-2.28995094502866,2.37625900150735,-2.07864185136145,1.6094436368513,-2.78778937326784,0.245922148351366,4.68767786329907,2.79921762249228,6.60986221899927,0.151289083927592,-0.536801110169251,-2.61045671478204,-2.07365560461279
"HER34L","HER34L_1A","HER34L_1A_53",16.2,657.01,6.46,1,33229.94922,73412,1.23,-2.12384503771268,-0.0462434229548505,-2.73243483024456,-3.20785852695964,2.25744603238225,-2.21621835784369,1.35422260391356,-1.06523808365827,0.545219716676577,4.5414826781548,2.69346722824651,6.3478467761123,0.157533733133433,0.621173680934856,-2.09057338204868,-2.71174706298354
"HER34L","HER34L_1A","HER34L_1A_54",16.3,663.72,6.46,1,33201.70703,72768,1.5,-2.04160094588041,0.186336218143337,-1.75391887342863,-1.59601584398282,2.54872273199068,-1.50994123521158,1.72000708334114,-6.08465221371496,0.798810372698129,4.78151335024844,2.95073935579668,6.23933762211103,0.160273423328814,-0.292136422801161,-2.24374459297111,-1.95160817016995
