"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER34L","HER34L_1A","HER34L_1A_55",16.4,670.44,6.46,1,33321.07422,72369,1.29,-3.3596956590519,0.173990905656338,-1.94262963926525,-2.32562189152136,2.47310282086048,-2.02141051711837,1.712348263173,-3.29907103723546,0.972681066978165,4.73256286648618,2.88374282103817,6.35296975586056,0.157406699296421,-1.46633706879343,-3.59639860131977,-2.13006153252634
"HER34L","HER34L_1A","HER34L_1A_56",16.5,677.16,6.47,1,33555.58984,72439,1.56,-2.01367958019553,0.235795687484564,-1.50977439927412,-1.67967343606951,2.51799252719154,-1.81144271370064,1.78374496858985,-6.07412259074195,0.811387079292865,4.79181382564941,2.94795863177352,6.32150187130267,0.158190256106644,-0.510825623765991,-2.26504717367498,-1.75422154990899
"HER34L","HER34L_1A","HER34L_1A_57",16.6,683.87,6.47,1,32391.5625,70158,1.49,-2.33143352940897,-0.208592672194574,-1.80460756429653,-2.43321622371891,2.09206005304842,-2.19588803741274,1.30657698848207,-1.80460756429653,0.476802531561053,4.36705326693948,2.53585275129724,6.24202556782922,0.160204406267398,-0.533517034968061,-2.13716901033512,-1.60365197536706
"HER34L","HER34L_1A","HER34L_1A_58",16.7,690.59,6.47,1,31804.49023,69481,1.49,-2.11140268220111,0.230403123946221,-1.17923860117066,-1.78931918303199,2.6310916946502,-2.26222557193569,1.76602887845742,-6.02342568762925,0.985983245079385,4.78036548115358,2.9717393026819,6.10269130596552,0.163862130634475,-0.944461608840851,-2.36008358505526,-1.41562197621441
"HER34L","HER34L_1A","HER34L_1A_59",16.8,697.31,6.47,1,31184.52539,68349,1.44,-1.8639162670298,0.322293250075741,-1.78279072221743,-1.47263579391359,2.75050675379378,-6.12659614407112,1.4214328258639,-1.76988731738152,1.05118627212408,4.63103010261674,2.83937704013923,6,0.166666666666667,-0.0822380982369721,-2.19881062049185,-2.11657252225488
"HER34L","HER34L_1A","HER34L_1A_60",16.9,704.02,6.46,1,30008.87695,67010,1.27,-2.25885079384274,0.195842077348762,-1.02151229567301,-1.36422155874977,2.62395112874363,-4.49244301534984,1.22183969394023,-3.39383072668173,1.33355709203061,4.40853756666167,2.74713083157217,5.26722488038278,0.189853295180997,-1.25016218679531,-2.4711764569761,-1.22101427018079
"HER34L","HER34L_1A","HER34L_1A_61",17,710.74,6.47,1,30786.41016,69317,1.28,-1.64628687885333,0.477227182614211,-1.44667382494931,-1.21028504688508,2.82614893899452,-6.10063417510684,1.33125774170096,-3.26742083105062,1.47546316551628,4.6516572460737,2.90954648194551,5.70995723885156,0.175132660047929,-0.201739642651056,-2.13381831255791,-1.93207866990685
"HER34L","HER34L_1A","HER34L_1A_62",17.1,717.46,6.47,1,32167.28906,73549,1.25,-2.48707588670225,-0.0183246771365336,-1.6020376983322,-1.78435925512615,2.43710731453529,-2.05629297060979,1.25743838527109,-3.60510626122746,0.844441574321917,4.39837479150292,2.61583468350318,5.9455161931486,0.168193974671596,-0.896488104577975,-2.48653930321189,-1.59005119863391
"HER34L","HER34L_1A","HER34L_1A_63",17.2,724.17,6.47,1,32632.79102,73952,1.31,-2.33006219749555,-0.103124722840816,-1.88720955731576,-2.07874776921464,2.29728873819369,-2.84088782126154,1.07730657807115,-1.44275900249464,0.579178044705001,4.27421064769103,2.45480706196207,6.16879551151964,0.162106200170292,-0.44802472252696,-2.23978419175502,-1.79175946922805
"HER34L","HER34L_1A","HER34L_1A_64",17.3,730.89,6.48,1,33293.42578,75312,1.34,-2.7009271957496,-0.351624478188099,-1.9862738099687,-2.22550349903453,2.16526856642038,-1.84743736511448,1.2257702206078,-1.75044509912717,0.563005123735979,4.36333003392177,2.54483750249665,6.16315307057745,0.162254610350982,-0.725937003382936,-2.36920478033544,-1.64326777695251
"HER34L","HER34L_1A","HER34L_1A_65",17.4,737.61,6.49,1,33711.88672,75100,1.32,-1.98208695670808,0.186447128165206,-2.11821913103266,-2.40590120348444,2.55810824927176,-5.98942014194056,1.80540301023883,-1.01268639951998,0.975660203660851,4.92417630067228,3.0585189406768,6.46082352941176,0.154779030172806,0.138836444854216,-2.18480205733766,-2.32363850219188
"HER34L","HER34L_1A","HER34L_1A_66",17.5,744.33,6.5,1,34323.6875,75561,1.58,-1.99435665446482,0.317445093634153,-1.41899250956126,-1.70667458201304,2.67864523528869,-2.45698017641293,1.73044391556966,-5.98334070102909,0.812365074144423,4.93083825880268,3.09060704604154,6.29860155891793,0.158765400644234,-0.583584978048419,-2.32865733330382,-1.7450723552554
"HER34L","HER34L_1A","HER34L_1A_67",17.6,751.04,6.51,1,33654.91797,73347,1.41,-1.83825246956973,0.208893477418755,-1.28106092524581,-1.62533047232706,2.59759603959783,-2.51459253181329,1.7685341542057,-5.91578991347545,0.486127283251736,4.98904617427481,3.12482918368252,6.45152879829343,0.155002020647342,-0.564529802737852,-2.06204979896797,-1.49751999623011
"HER34L","HER34L_1A","HER34L_1A_68",17.7,757.76,6.53,1,34024.50781,75256,1.43,-2.46718825898199,-0.127789192865228,-1.79509448761988,-2.06172315087383,2.19310122622718,-2.44656897177925,1.43814575829536,-2.46718825898199,0.427802444770469,4.58805268070862,2.71845021110054,6.4863572761194,0.154169737717296,-0.682451891443197,-2.35844242438657,-1.67599053294337
"HER34L","HER34L_1A","HER34L_1A_69",17.8,764.48,6.53,1,34277.52734,75179,1.46,-3.27517771043988,-0.0128167736319448,-2.5019878222064,-1.90286959129473,2.3207720594131,-2.15821628310358,1.60213780885086,-2.17656542177177,0.431596233550602,4.76015517161447,2.91297232901929,6.34253765403925,0.15766559925161,-0.80437281567017,-3.31738942439006,-2.51301660871989
"HER34L","HER34L_1A","HER34L_1A_70",17.9,771.19,6.54,1,34460.39453,76099,1.58,-1.76716693161734,0.17683663916739,-1.54136026288365,-2.02421203460723,2.44841149541888,-6.08465504515365,1.75919359299882,-1.40252381802943,0.640378597013191,4.85057466994461,2.94452309774842,6.72716374970031,0.148651056701949,-0.228534399949086,-1.95551637086075,-1.72698197091167
"HER34L","HER34L_1A","HER34L_1A_71",18,777.91,6.54,1,34390.22656,74401,1.33,-2.44705547683732,-0.0757738525570422,-2.04902534721668,-2.95788110060331,2.06282675132176,-1.42540422930534,1.48433433108167,-2.54014589990333,0.448242399394898,4.66905002531446,2.83083239931024,6.28592491777249,0.15908557818956,-0.405465108108164,-2.3916776361875,-1.98621252807934
"HER34L","HER34L_1A","HER34L_1A_72",18.1,784.63,6.55,1,34736.68359,76009,1.45,-2.18560701135925,0.399919203791047,-1.57701721882737,-1.86469929127915,2.5214853535434,-2.61847109365553,2.07745345560103,-5.79652492400347,0.623470004143669,5.14981552427452,3.2701759977711,6.55178385867683,0.152630187681734,-0.621173680934856,-2.61088645264856,-1.98971277171371
"HER34L","HER34L_1A","HER34L_1A_73",18.2,791.34,6.55,1,34572.61719,75450,1.4,-2.91430310986527,-0.0610708989185595,-1.99801237799111,-2.11735913562368,2.04569656826241,-1.97331976540074,1.51651368897805,-2.13154377061564,0.422355750659317,4.54904200663574,2.66200104387949,6.60047337278106,0.151504285150787,-0.935460647981875,-2.88317748226214,-1.94771683428026
"HER34L","HER34L_1A","HER34L_1A_74",18.3,798.06,6.55,1,34483.52344,76601,1.31,-2.62137934641732,-0.121434819264776,-1.70508861454316,-2.20087636094461,2.24230153472228,-2.08808086679927,1.50868329840686,-2.71668952622164,0.539482083390256,4.51801060478845,2.64507201288293,6.5080370761469,0.153656162111488,-0.930147766535581,-2.52106663120244,-1.59091886466686
"HER34L","HER34L_1A","HER34L_1A_75",18.4,804.78,6.56,1,34629.31641,77457,1.57,-2.05717600614242,0.138254848739776,-1.14088527426826,-2.31310938027962,2.56462924035021,-6.18431039118751,1.73176770511528,-1.10290602620304,0.716420272857665,4.74684825320459,2.90046675781333,6.33745322598934,0.157792091608517,-0.926078738240318,-2.20989443007727,-1.28381569183695
"HER34L","HER34L_1A","HER34L_1A_76",18.5,811.49,6.56,1,34543.60156,76192,1.3,-3.12852474113309,-0.0635097830195498,-2.89672312707577,-2.86282157540008,2.09394400878344,-1.45183460168982,1.67085260888294,-1.37366982884049,0.514765940622937,4.67133548519553,2.82618561367396,6.32964926130597,0.157986636971047,-0.241162056816888,-3.10743626313399,-2.8662742063171
"HER34L","HER34L_1A","HER34L_1A_77",18.6,818.21,6.57,1,34718.72266,76530,1.58,-2.4023217292539,0.391523832011293,-1.30370944058579,-2.20449598592398,2.55570361457006,-2.28453869359752,2.11230813305762,-5.86805763205363,0.719492382771166,5.07397368268449,3.21012183632021,6.449149640452,0.155059202491991,-1.11988968711539,-2.82368038339749,-1.7037906962821
"HER34L","HER34L_1A","HER34L_1A_78",18.7,824.93,6.56,1,34976.08203,76997,1.46,-2.46412107218,-0.180954065043055,-1.97271353427111,-2.4835391580371,2.00839645586226,-2.83184585230532,1.55226194857239,-1.2392150581876,0.44109719383316,4.5316098623155,2.63902327944087,6.63717124488603,0.150666596220567,-0.498991166118988,-2.3006223838262,-1.80163121770721
"HER34L","HER34L_1A","HER34L_1A_79",18.8,831.64,6.56,1,34497.17578,77428,1.36,-2.53756005439098,-0.271482377739394,-1.42025563271071,-2.28834426276699,2.07100060385987,-2.39697810376979,1.47456437888464,-1.92288448927253,0.332694561345589,4.43230154504215,2.52694383151815,6.72249374180474,0.148754322191684,-1.13016064640304,-2.28316700713694,-1.15300636073391
"HER34L","HER34L_1A","HER34L_1A_80",18.9,838.36,6.57,1,34131.61719,75515,1.36,-2.68891769894189,-0.27499001861247,-1.89041000272412,-2.26147368411495,2.06409761431018,-1.49163388276675,1.36151367619028,-2.0412328924587,0.241386769289646,4.42812558506402,2.55353453476475,6.51880141010576,0.153402433528616,-0.810930216216329,-2.43441048577347,-1.62348026955714
"HER34L","HER34L_1A","HER34L_1A_81",19,845.08,6.56,1,33917.82813,74530,1.4,-2.31899160813243,0.310095549162982,-1.18401167529344,-1.91352650002426,2.41525562013081,-2.07386915009944,1.92033474369124,-5.90251054658854,0.579066582687895,5.02567361166553,3.14248337279965,6.57510324483776,0.1520888665566,-1.15418213982292,-2.65525201553524,-1.50106987571232
"HER34L","HER34L_1A","HER34L_1A_82",19.1,851.79,6.56,1,34056.04688,74900,1.31,-2.06362817463743,0.357705671132962,-2.71421574077858,-1.94102585254509,2.52819243132994,-1.32792137965868,1.86777110975386,-5.89226957112652,1.00037207004557,5.03300321996439,3.15201621651958,6.56063289644586,0.152424318779022,0.67116827384117,-2.44138038473811,-3.11254865857928
"HER34L","HER34L_1A","HER34L_1A_83",19.2,858.51,6.54,1,34170.84375,74660,1.45,-2.84749929948338,0.350099126937532,-1.7314952681034,-2.05426866036646,2.54277334317109,-1.92073726774193,2.00576375686687,-5.79193827864982,1.04109345413638,5.13909511412055,3.26711397911258,6.50180337405468,0.153803482275468,-1.15267950993839,-3.24951279433009,-2.09683328439171
"HER34L","HER34L_1A","HER34L_1A_84",19.3,865.23,6.54,1,34909.36719,76700,1.52,-3.11949941713591,-0.233768038796245,-1.64359289732633,-3.11949941713591,1.98189024022881,-1.51842975437232,1.68895169107014,-1.90310409281141,0.419041526037125,4.65682585750897,2.79118430273308,6.46069573074317,0.15478209184833,-1.50889668321222,-2.92596270299887,-1.41706601978664
"HER34L","HER34L_1A","HER34L_1A_85",19.4,871.95,6.54,1,35205.38281,76729,1.46,-1.93924010865174,0.33067420205276,-1.71609655733753,-2.25101973268258,2.46092460345745,-1.66052670618272,1.9382653918937,-5.96459179938689,0.709969592427539,4.98964744546585,3.10199366894416,6.60450346420323,0.151411836699012,-0.226773319364788,-2.28608609361401,-2.05931277424922
"HER34L","HER34L_1A","HER34L_1A_86",19.5,878.66,6.57,1,34743.71094,76106,1.42,-2.63348103392802,0.335100250560019,-1.30224644999116,-1.70300566706191,2.51753712774186,-1.74617783892712,1.92975046283974,-5.96568554410323,0.492652739241565,4.97777832161606,3.0977776320122,6.55415266998726,0.152575023859178,-1.35812348415319,-3.00311238085161,-1.64498889669842
"HER34L","HER34L_1A","HER34L_1A_87",19.6,885.38,6.59,1,34498.74609,75733,1.4,-3.03084042190847,0.486286426760746,-1.97478774765916,-2.30692158268177,2.72054103154701,-1.42140250947437,2.02620124500194,-5.80342914414825,0.909527056528819,5.13386547368987,3.26096017234363,6.50781159588011,0.153661485933777,-1.09861228866811,-3.57980835905957,-2.48119607039146
"HER34L","HER34L_1A","HER34L_1A_88",19.7,892.1,6.6,1,34272.26953,76280,1.31,-2.16672140931488,0.364705256108017,-1.91540698103397,-2.53709519761177,2.67163694953889,-1.30927117746365,1.95037815590089,-5.90439102759824,0.674860184411856,5.0337745543099,3.13753069275297,6.66149840217777,0.150116376170424,-0.256719846847814,-2.55362848183705,-2.29690863498924
"HER34L","HER34L_1A","HER34L_1A_89",19.8,898.81,6.61,1,33844.24219,73628,1.49,-2.13249219629086,-0.150906444614782,-1.57530065196694,-2.33882862928869,2.0135975356089,-2.77604243571143,1.5781819176505,-2.52115018608264,0.360853322143006,4.71410865953795,2.827979109015,6.59446292775665,0.151642371934629,-0.564529802737852,-1.99634100268221,-1.43181119994435
"HER34L","HER34L_1A","HER34L_1A_90",19.9,905.53,6.61,1,34196.43359,74842,1.2,-1.71472397992028,0.765900008075723,-1.94429842156478,-2.28724317269161,2.95594580368494,-5.37828562604992,2.49340703827372,-5.37828562604992,1.23777955908289,5.55185265575645,3.69795176140278,6.38529277218664,0.1566098902083,0.23638877806423,-2.50445124586097,-2.7408400239252
"HER34L","HER34L_1A","HER34L_1A_91",20,912.25,6.6,1,34455.875,75029,1.45,-3.21561109030045,-0.0574914748533235,-1.72923327062358,-4.55061215703279,2.15208503818152,-1.59570187799906,1.72037627482551,-0.887050510903146,0.510716251378982,4.76651770912491,2.88600510820143,6.55752003771806,0.15249667469533,-1.52846884990043,-3.2099471941239,-1.68147834422347
"HER34L","HER34L_1A","HER34L_1A_92",20.1,919.09,6.61,1,33855.44922,73818,1.43,-1.39047244611791,0.922923562980348,-0.474181714243758,-5.21911384260701,2.9985945642383,-5.21911384260701,2.66546266798932,-5.21911384260701,1.38482998199346,5.70815468797423,3.84203022300705,6.46383373969581,0.154706949508739,-0.929535958624176,-2.33322206245594,-1.40368610383176
"HER34L","HER34L_1A","HER34L_1A_93",20.2,925.93,6.62,1,34231.52344,74145,1.53,-2.52828832914328,0.469615497924214,-1.29433469260541,-3.71787239601712,2.57290277764002,-1.69349063152031,2.14778594427275,-5.66378254507243,1.06245085728631,5.27043095507133,3.37458256216394,6.65886684879439,0.150175701468044,-1.26566637333128,-3.04018403612482,-1.77451766279355
"HER34L","HER34L_1A","HER34L_1A_94",20.3,932.77,6.61,1,34019.24219,74678,1.42,-1.87605284846215,0.22471146268651,-2.15230622509031,-2.38114779751915,2.25330375971966,-1.06129853580742,1.92561635265418,-5.93649585900857,0.884611613247898,4.99894766455376,3.12011041302557,6.54653603918824,0.152752538749332,0.281851152140988,-2.11604412065738,-2.39789527279837
"HER34L","HER34L_1A","HER34L_1A_95",20.4,939.61,6.61,1,34704.08594,76010,1.44,-2.5743759682317,-0.0688500312409686,-2.18571797843992,-3.12776120641649,1.96812062322833,-2.20281241179922,1.66838859910867,-1.35798064390721,0.384432951217689,4.68632229959949,2.81023376688134,6.52855504587156,0.153173250891461,-0.396881364416773,-2.52880084334523,-2.13191947892845
"HER34L","HER34L_1A","HER34L_1A_96",20.5,946.45,6.61,1,35088.62109,76175,1.32,-2.55942695091355,0.531615502444769,-1.62895158404744,-2.52433563110228,2.42759847754357,-1.43728416483524,2.10771149162453,-5.89163146108875,0.745626570195706,5.04756407846909,3.18151367170959,6.46334748193186,0.154718588594452,-0.95265837604503,-3.12578540180219,-2.17312702575716
"HER34L","HER34L_1A","HER34L_1A_97",20.6,953.29,6.62,1,34380.08984,74671,1.43,-2.39826409995219,0.351897586500147,-1.70511691939224,-2.50004679426213,2.31416801866067,-1.55558518542128,2.08492068440844,-5.83225130443734,0.914160824136038,5.10807951036927,3.21803767939062,6.62030516431925,0.151050438790887,-0.709676482511156,-2.78088752505448,-2.07121104254332
"HER34L","HER34L_1A","HER34L_1A_98",20.7,960.13,6.63,1,34541.48438,74958,1.38,-2.49241277413281,0.434326627934226,-1.5895450625908,-1.85055888796042,2.40691845040477,-1.92331824224285,2.09323474536641,-5.89361015579497,0.627010971763727,5.03527362307801,3.15268070417471,6.57117605467829,0.152179760773273,-0.923163611161917,-2.95885364316862,-2.03569003200671
"HER34L","HER34L_1A","HER34L_1A_99",20.8,966.97,6.63,1,33729.32813,72453,1.4,-3.24530343621356,0.513956814662175,-1.58707535961003,-2.26447418320183,2.29922275457968,-1.75991817244944,2.23081137988181,-5.73021008600156,1.05876165699061,5.18382327633423,3.30040535502793,6.57661000718219,0.152054021586793,-1.72923911224672,-3.84432799265679,-2.11508888041007
"HER34L","HER34L_1A","HER34L_1A_100",20.9,973.82,6.63,1,34536.81641,75585,1.45,-1.84341823660417,0.466829729135443,-1.80567790862132,-3.71522041350576,2.34448672369847,-1.26206246203234,2.25827108161197,-5.7946619551856,0.933966657899102,5.14440933541267,3.27307744819156,6.49757785467128,0.153903504100543,-0.0384662808277961,-2.3277558313406,-2.2892895505128
"HER34L","HER34L_1A","HER34L_1A_101",21,980.66,6.62,1,34305.91797,74297,1.37,-2.36565878556035,0.309421396304289,-1.45478812115553,-2.31301505207493,2.28649813759802,-1.04210276507388,2.0367664831821,-5.97657669820458,0.500395664685108,4.94910995176637,3.06994978853339,6.54865692742696,0.152703067374292,-0.92734056806074,-2.70061522261469,-1.77327465455395
"HER34L","HER34L_1A","HER34L_1A_102",21.1,987.5,6.63,1,33997.40625,74523,1.51,-2.83806394345309,-0.225138754114681,-1.86770599030866,-2.59294148542011,1.72164386845824,-1.58530097495772,1.58511796353117,-1.50160195608108,0.153492958690419,4.50284366456653,2.64765464908898,6.39352758263273,0.156408177969918,-0.98794672078059,-2.63905732961526,-1.65111060883467
"HER34L","HER34L_1A","HER34L_1A_103",21.2,994.34,6.62,1,34485.67969,75300,1.35,-2.63969198456103,-0.228057535879357,-1.96852371071986,-2.15084526751382,1.76516975918387,-1.72340125268688,1.60350976855903,-2.08630674637624,0.387075417559801,4.45888126296232,2.58219028947217,6.53250410701713,0.153080653853063,-0.68197387996182,-2.43166213526919,-1.74968825530737
"HER34L","HER34L_1A","HER34L_1A_104",21.3,1001.18,6.62,1,33946.66406,74416,1.38,-2.34128785129761,0.169214345679354,-4.35619087183987,-2.36376070714967,2.06975806577738,-2.2561300429573,1.88376003425411,-1.11751241967549,0.627415749868462,4.77328284199769,2.91145085534297,6.43614794138172,0.155372438469045,2.17475172148416,-2.53116836760407,-4.70592008908823
"HER34L","HER34L_1A","HER34L_1A_105",21.4,1008.02,6.63,1,33548.89063,72828,1.39,-3.10613878317256,-0.152588123654866,-2.25264895253744,-2.37043198819382,1.68821343064079,-1.95117355795332,1.80010171238583,-1.67728480763388,0.555190719173143,4.67121659708085,2.79554375386528,6.52586514448805,0.1532363874918,-0.879249460193806,-2.99573227355399,-2.11648281336018
"HER34L","HER34L_1A","HER34L_1A_106",21.5,1014.86,6.65,1,33142.76953,72551,1.29,-2.21487263242053,0.232762622570243,-1.58463927727115,-2.19077508084146,2.04574397016118,-1.53399554445239,2.0374480359597,-5.92844469912483,1.0252395117457,4.97466319287245,3.13686990080109,6.28326974216672,0.159152804357427,-0.641853886172395,-2.470215934378,-1.8283620482056
"HER34L","HER34L_1A","HER34L_1A_107",21.6,1021.7,6.65,1,32763.17969,71640,1.41,-2.72881115147403,-0.0689630521896994,-2.47098204217193,-2.95933481008586,1.69603548038278,-1.78926355743561,1.6857680862376,-1.19892587074189,0.421911785156943,4.63700168573544,2.77556344658626,6.43363255535607,0.155433185124551,-0.264692554227082,-2.687641329471,-2.42294877524392
"HER34L","HER34L_1A","HER34L_1A_108",21.7,1028.54,6.65,1,33298.875,72306,1.46,-2.35347961463083,0.00527574983027358,-1.91164686235179,-2.44657003769684,1.873516323485,-1.24016117857302,1.78576749421199,-3.96291752706493,0.644472415661477,4.74259770072348,2.86314553640518,6.55058483058001,0.152658125322141,-0.449916870678998,-2.37912517011638,-1.92920829943738
"HER34L","HER34L_1A","HER34L_1A_109",21.8,1035.38,6.65,1,33506.30859,73223,1.34,-2.32587866462945,-0.0578850164050265,-1.6946068877876,-2.62698375741337,1.91141117357775,-3.59884434044234,1.71541667650283,-1.39371458359901,0.605848278948625,4.67072962782168,2.79450749342592,6.529453937149,0.153152163967426,-0.640779195042629,-2.28612381593997,-1.64534462089734
"HER34L","HER34L_1A","HER34L_1A_110",21.9,1042.22,6.66,1,33405.03516,73593,1.42,-2.06613740705027,0.391896224486629,-1.73945317679522,-2.63145121610034,2.32831174762216,-1.58764716392722,2.09239049960525,-5.85032704096854,0.807684004902212,5.06788381622687,3.18684971199846,6.56094660482816,0.152417030686411,-0.333144446528538,-2.47907572947721,-2.14593128294867
"HER34L","HER34L_1A","HER34L_1A_111",22,1049.07,6.65,1,33663.17188,73183,1.37,-2.78261600755868,0.111716151553583,-1.48984770444961,-3.62991386794588,1.82148217546808,-2.93676668738594,1.84375638608002,-1.43268929060966,0.7696661343089,4.80702687157982,2.91818583895938,6.61237162646286,0.151231669435816,-1.31928365083693,-2.92872156327103,-1.6094379124341
"HER34L","HER34L_1A","HER34L_1A_112",22.1,1055.91,6.65,1,33656.16797,73798,1.56,-2.3282903929919,0.483012841428569,-1.22094442435504,-2.35495864007406,2.11405121803999,-1.66181145951412,1.8481191222845,-5.96587655271829,1.04262862936399,4.9510102934377,3.09305936509866,6.411217128229,0.155976623470906,-1.12528053575027,-2.83638794989699,-1.71110741414672
"HER34L","HER34L_1A","HER34L_1A_113",22.2,1062.75,6.65,1,34145.41406,76860,1.47,-2.88712727757525,0.726244624030546,-2.14952833444447,-1.95281804019841,2.86284457955033,-1.42429283933302,1.90339018612334,-5.97816973093356,0.907339939101257,4.92848325445995,3.06363363921928,6.45561079545455,0.154904010121569,-0.762140052046897,-3.65866567551744,-2.89652562347054
"HER34L","HER34L_1A","HER34L_1A_114",22.3,1069.59,6.66,1,34625.26953,81730,1.28,-3.0568646667943,0.34433271486786,-2.61057756416588,-2.5523086560419,2.86997802237037,-2.24593445057797,1.26104002662723,-1.48564796718039,0.564137364916555,4.37702348002098,2.53482169595745,6.31103600978907,0.15845258978857,-0.45783309362548,-3.43190387039829,-2.97407077677281
"HER34L","HER34L_1A","HER34L_1A_115",22.4,1076.43,6.67,1,34037.3125,78305,1.34,-2.78639011843917,0.666767002153697,-1.68777782977106,-2.67306143313217,3.04279076561137,-1.26906749491287,1.81517357195481,-6.00526594330737,0.97387933176144,4.90168037248827,3.02127177559306,6.55685096153846,0.15251223580738,-1.12601126285622,-3.49271249049793,-2.3667012276417
"HER34L","HER34L_1A","HER34L_1A_116",22.5,1083.27,6.68,1,34701.71094,81377,1.53,-2.58398146242003,0.321236803593133,-1.68319491708184,-2.45768773709573,2.65338069882872,-2.36083791110582,1.28681882718417,-2.60339954827713,0.522672756410404,4.39204334957978,2.51294914038434,6.54822394730652,0.152713164370521,-0.912361453734265,-2.9235831658856,-2.01122171215134
"HER34L","HER34L_1A","HER34L_1A_117",22.6,1090.11,6.67,1,34704.48828,78988,1.36,-2.96544137846103,0.598036809111631,-1.03323007376388,-1.96691254834991,3.18455200544476,-4.2182043469564,1.76320986429808,-4.2182043469564,0.936050174914772,4.89150504818096,3.02863879253742,6.44282151763448,0.155211501244125,-1.97408102602201,-3.61091791264422,-1.63683688662221
"HER34L","HER34L_1A","HER34L_1A_118",22.7,1096.95,6.66,1,34542.71094,78185,1.17,-2.36626536731727,0.240531100079771,-2.36626536731727,-2.36626536731727,2.48253548130035,-2.07858329486549,1.21460456296727,-2.24672021666748,0.538986315013084,4.40233730741505,2.54510484670926,6.40661524076671,0.156088661862629,0,-2.62162516244659,-2.62162516244659
"HER34L","HER34L_1A","HER34L_1A_119",22.8,1103.79,6.65,1,34311.57031,76271,1.25,-2.33396597477274,0.508562140558028,-1.84148948967494,-2.18632997596667,2.46856364537385,-6.118155608691,1.68036744493421,-0.850297449627669,0.924130563248747,4.80736911689828,2.9412455877199,6.46382879739474,0.15470706779905,-0.501479761347753,-2.86419225231439,-2.36271249096664
"HER34L","HER34L_1A","HER34L_1A_120",22.9,1110.63,6.65,1,33726.96875,74135,1.23,-2.57394980487097,-0.1760545320726,-1.69018226470238,-2.29631806827269,1.93690970164588,-2.63582520858906,1.42388385697029,-1.28196612322232,0.332951254976405,4.41280148033766,2.54774970779979,6.45692124105012,0.154872572030531,-0.895671444671419,-2.4162781433989,-1.52060669872748
"HER34L","HER34L_1A","HER34L_1A_121",23,1117.48,6.65,1,34145.93359,75344,1.27,-1.98198076748853,0.487501411973835,-3.57121597260512,-1.26863087961107,2.5942018816263,-5.87380106559916,2.01190432564386,-1.50435321313214,0.873785461230155,5.05305426039501,3.17953455756686,6.51181839457056,0.153566936208446,1.67397643357167,-2.48837285776449,-4.16234929133616
"HER34L","HER34L_1A","HER34L_1A_122",23.1,1124.32,6.65,1,34165.03516,74441,1.49,-2.39522017821499,-0.0764038902923585,-1.92521654896925,-2.93681746064773,1.93119764350612,-2.18304565827135,1.56887763432189,-1.66635491505296,0.535731120569502,4.51536744951417,2.63188480353695,6.57703315048891,0.152044238962923,-0.476924072090309,-2.33537491581704,-1.85845084372673
"HER34L","HER34L_1A","HER34L_1A_123",23.2,1131.16,6.66,1,34181.74609,74475,1.34,-2.08096711652729,0.266591342109486,-1.49318045162517,-2.08096711652729,2.2163182896915,-1.56217332311212,2.05003076334284,-5.99299012195544,0.702808795103054,4.92630765248766,3.04822128701277,6.5416321212839,0.152867049302022,-0.596816071621513,-2.36584728977201,-1.7690312181505
"HER34L","HER34L_1A","HER34L_1A_124",23.3,1138,6.68,1,34184.20313,74456,1.46,-2.43424326123355,0.296960244843379,-1.4007702747364,-1.84046855448681,2.38930236993947,-1.70135575202409,1.93349255520496,-6.04516117387777,0.941405285528654,4.86195010246518,2.99888845837698,6.44407700484233,0.155181261683956,-1.05121004977353,-2.75684036527164,-1.70563031549812
"HER34L","HER34L_1A","HER34L_1A_125",23.4,1144.84,6.69,1,34449.02344,74803,1.41,-2.2912118247925,0.243566655035674,-1.44067247048112,-1.98105689648866,2.36491068836952,-1.23121437225217,1.9415762880515,-6.07540145871076,0.665117900895463,4.83668249648355,2.96770299388951,6.48232651613666,0.154265601634023,-0.863772697590709,-2.55596457105372,-1.69219187346301
"HER34L","HER34L_1A","HER34L_1A_126",23.5,1151.68,6.69,1,34573.94141,75216,1.57,-2.4165136627238,0.22066219879175,-1.36275194022104,-3.48915046498865,2.46568999481332,-4.26234035322213,1.98150287046839,-1.89521673909052,0.945322645057773,4.85610400404951,2.95669144706541,6.68266178266178,0.149640971295975,-1.07121331448,-2.66195909390194,-1.59074577942195
"HER34L","HER34L_1A","HER34L_1A_127",23.6,1158.52,6.68,1,34802.35156,75008,1.4,-2.70911636487216,0.102626294787178,-2.07312759815216,-1.96190196304194,2.04399478430887,-3.15714108739912,1.74877760606478,-1.61980646886637,0.251276542236521,4.63011464570589,2.74430360922852,6.59236350660164,0.151690664357115,-0.649344557901552,-2.83824269246122,-2.18889813455967
"HER34L","HER34L_1A","HER34L_1A_128",23.7,1165.36,6.68,1,34653.59766,76229,1.25,-2.12785919542696,0.40583761853047,-1.18093149409092,-2.6764251471758,2.47842148484516,-2.24564223108335,2.05130298122164,-5.93452168519728,1.09633579091884,4.99130887554923,3.14217300190898,6.35493827160494,0.157357940747936,-0.960742494444989,-2.55440444428492,-1.59366194983993
