"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Fe","Cu","Br","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER14L","HER14L_2A","HER14L_2A_2",1.6,168.88,6.64,1,25557,65410,1.37,-0.518451191698209,2.75188360311345,4.71818587114595,2.40505224961262,1.18878171201389,0.250391602641294,0.991317650494611,6.90155511752607,NA,4.8808524932685,52728,5.54843517138599,0.180230996508192,-0.806087591740541,-2.68012774048259,-1.87404014874205
"HER14L","HER14L_2A","HER14L_2A_3",1.7,176.08,6.65,1,25943,68375,1.35,0.291409554779713,3.73325953977684,6.60224221841802,4.66898607688875,2.32260245481781,0.255111609190433,0.641264927585642,6.77042422869989,NA,4.68877501156855,51987,5.58480050664978,0.179057425383289,-1.07407117975199,-2.70197115502583,-1.62789997527384
"HER14L","HER14L_2A","HER14L_2A_4",1.8,183.27,6.66,1,25354,65492,1.27,-0.881223708157779,8.03207572122123,3.73958064315243,6.40491614521391,2.30320169974982,-0.219793174833969,0.453212265116982,5.70900435059689,NA,4.86780493281194,50396,5.55089041986221,0.180151277427815,-0.755022584278033,-1.78820706762369,-1.03318448334565
"HER14L","HER14L_2A","HER14L_2A_5",1.9,190.47,6.69,1,25677,65686,1.42,-2.08936874849498,3.80151846652166,7.54482519412889,2.38114029198315,1.99746162084023,NA,1.11822347200873,5.79244610621158,NA,4.95868654063247,50500,5.53383361366283,0.18070655350588,-0.595983432106298,-2.78180537734471,-2.18582194523841
"HER14L","HER14L_2A","HER14L_2A_6",2,197.67,6.72,1,25548,67553,1.25,0.469033528262451,5.02592790654214,7.31168579165785,2.84159521535342,3.05599866127891,0.843087062443097,0.951286614213222,7.2700614061331,NA,5.72701232861834,49449,5.39371605896043,0.185400934915498,-0.513945751102234,-2.56494935746154,-2.0510036063593
"HER14L","HER14L_2A","HER14L_2A_7",2.1,204.86,6.74,1,25227,65931,1.51,0.0579443458037087,1.87540592911032,4.51838135237219,5.79879334898747,3.03664925189815,0.250029794601591,0.702402861661261,6.57116814753117,NA,7.46032192745686,48690,5.10226845469357,0.195991255434649,-1.64412347042199,-2.86388014244919,-1.2197566720272
"HER14L","HER14L_2A","HER14L_2A_8",2.2,212.06,6.75,1,25500,65637,1.31,-0.173479225040241,2.39311318288108,2.33749990262628,4.79918359995068,2.40613441875691,-1.87325874153708,0.918374557898923,5.46126231317127,NA,6.60117579504002,50135,5.2426845971859,0.190741972259168,-1.36736635123437,-2.40243042796376,-1.03506407672939
"HER14L","HER14L_2A","HER14L_2A_9",2.3,219.26,6.76,1,25948,65568,1.44,-0.566481712683503,1.87669557421154,1.85653965649637,5.35813471667984,1.91245733313159,NA,0.98734186002257,4.8127028526032,NA,7.06736085514016,51433,5.16554783025653,0.193590308881205,-1.5812670354674,-2.43992865450492,-0.858661619037519
"HER14L","HER14L_2A","HER14L_2A_10",2.4,226.45,6.77,1,27986,68909,1.26,-0.144982064015194,2.81040007503203,2.46784416388582,1.53353404652738,1.20286626991073,0.534557951352522,1.06928942734277,4.67033004701799,NA,4.71955438023772,55421,5.57894112060779,0.179245483754282,-0.538996500732687,-2.33273813116473,-1.79374163043205
"HER14L","HER14L_2A","HER14L_2A_11",2.5,233.65,6.79,1,28354,70501,1.42,-0.576730819433668,0.53354858934104,2.02314399774705,2.94256152711456,1.36672143223074,1.57982200010797,1.09007846559999,2.77215237448578,NA,3.36332408056621,56651,5.84935316164914,0.17095907399752,-1.58609054843711,-2.91360405938943,-1.32751351095232
"HER14L","HER14L_2A","HER14L_2A_12",2.6,240.85,6.79,1,27550,69187,1.64,-0.606365960464545,0.961264815246794,3.31841733764415,0.791558695653585,0.997224894880385,-1.21125872198876,0.852572766891472,2.94889437063463,NA,2.75426475492987,57225,5.97950969630443,0.167237792191898,-0.755667537541279,-2.97289278158417,-2.21722524404289
