"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","qc"
"HER14L","HER14L_2A","HER14L_2A_2",1.6,168.88,6.64,1,25557,65410,1.37,0,0,0,0,0.0550374560464761,0.0412780920348571,0.175814095704021,0.0703256382816083,1.02583702797737,0.157468277021862,0,0,0.105488457422412,9.52759516893441,0,0.27518728023238,0.13759364011619,0.128420730775111,0,0.155939458798349,3.04387708301483,0.116190184987005,3.12031799419049,0,1.03042348264791,0,0,0.00764409111756612,0,0.0351628191408042,0.00917290934107935,0,0,0,0,0,0.0596239107170157,0.110074912092952,68.3014829536768,12.3100443357285,TRUE
"HER14L","HER14L_2A","HER14L_2A_3",1.7,176.08,6.65,1,25943,68375,1.35,0,0.0131627056672761,0,0,0.0702010968921389,0.0438756855575868,0.152102376599634,0.0804387568555759,1.19926873857404,0.235466179159049,0.0160877513711152,0.00585009140767825,0.253016453382084,13.9919561243144,0.149177330895795,0.321755027422303,0.130164533820841,0.122851919561243,0,0.00877513711151737,2.56234003656307,0.163802559414991,2.90018281535649,0,1.27239488117002,0.00731261425959781,0,0,0,0.118464351005484,0.0848263254113346,0,0,0,0,0.00877513711151737,0.0131627056672761,0.0424131627056673,64.4855575868373,11.5466179159049,TRUE
"HER14L","HER14L_2A","HER14L_2A_4",1.8,183.27,6.66,1,25354,65492,1.27,0,0.0305380809869908,0.0152690404934954,0.0335918890856899,0.0442802174311366,0.0381726012337385,0.169486349477799,0.143528980638857,0.858120075734441,0.305380809869908,0.0152690404934954,0.0229035607402431,0.172540157576498,14.0612593904599,0.0885604348622733,0.201551334514139,0.105356379405118,0.0702375862700788,0,0.0732913943687779,2.42166982226837,0,2.55756428266048,0,1.10700543577842,0,0,0,0,0.096194955109021,0.229035607402431,0,0,0,0,0.0290111769376412,0.0824528186648751,0.0778721065168265,65.2033836193734,11.746472851646,TRUE
"HER14L","HER14L_2A","HER14L_2A_5",1.9,190.47,6.69,1,25677,65686,1.42,0,0.00608957768778735,0.0304478884389368,0,0.0167463386414152,0.0441494382364583,0.213135219072557,0.0822092987851293,1.32752793593764,0.14919465335079,0.0152239442194684,0,0.188776908321408,12.6815455348172,0.0867764820509698,0.229881557713973,0,0.103522820692385,0,0.152239442194684,3.01586334987669,0.137015497975215,2.58350333404378,0,1.51173766099321,0,0.0106567609536279,0,0,0.114179581646013,0.108090003958225,0,0,0,0,0.135493103553269,0.175075358523886,0,65.1143318210882,11.7665864872271,TRUE
"HER14L","HER14L_2A","HER14L_2A_6",2,197.67,6.72,1,25548,67553,1.25,0.0488505321747369,0.042929255547496,0.0651340428996492,0.0680946812132696,0.07105531952689,0.0532914896451675,0.183559575444466,0.0947404260358533,1.23162553846609,0.158394149778692,0.00888191494086125,0.0532914896451675,0.217606916051101,16.4937160451793,0.0177638298817225,0.248693618344115,0.155433511465072,0.105102660133525,0,0.0399686172338756,2.71786597190354,0,2.9443548028955,0,1.37225585836306,0,0,0,0.0118425532544817,0,0.0488505321747369,0,0,0.0207244681953429,0,0.297544150518852,0.028126063979394,0,61.7515136263378,11.4487883587702,TRUE
"HER14L","HER14L_2A","HER14L_2A_7",2.1,204.86,6.74,1,25227,65931,1.51,0,0.0242677951191397,0.0273012695090322,0.0182008463393548,0.0621862249927955,0.0348849554837633,0.192625623758171,0.0515690646281719,0.903975368187954,0.266945746310537,0.0303347438989246,0.00606694877978493,0.225993842046988,16.4110964493182,0.263912271920644,0.168357828639032,0.124372449985591,0.14105655913,0,0.103138129256344,2.50564984605117,0.119822238400752,2.71040936736892,0,1.14058637059957,0,0,0,0,0.0940377060866664,0,0,0,0.213859944487419,0,0.134989610350215,0.174424777418817,0,61.747887943456,12.102046078476,TRUE
"HER14L","HER14L_2A","HER14L_2A_8",2.2,212.06,6.75,1,25500,65637,1.31,0.0441823971235736,0.0365647424470954,0.0472294589941649,0,0.05941770647653,0.0655118302177126,0.182823712235477,0.0609412374118257,0.673400673400673,0.239194356841416,0.0182823712235477,0,0.137117784176608,14.2846260493319,0.0792236086353733,0.295565001447354,0.0137117784176608,0.0898883251824428,0,0,2.79415573533221,0.038088273382391,2.43003184179655,0,1.38946021298962,0,0,0,0.00609412374118256,0.0198059021588433,0.146258969788382,0,0,0,0,0.199582552523729,0.222435516553164,0.0441823971235736,64.1467464996877,12.2354769413593,TRUE
"HER14L","HER14L_2A","HER14L_2A_9",2.3,219.26,6.76,1,25948,65568,1.44,0,0.0442288921425085,0.0289775500244021,0.00610053684724256,0.0518545632015617,0.0518545632015617,0.218094192288921,0.054904831625183,0.629880429477794,0.266898487066862,0.0259272816007809,0,0.129636408003904,12.4176427525622,0.125061005368472,0.207418252806247,0,0.106759394826745,0,0,2.92520741825281,0,2.25872376769156,0,1.82406051732552,0,0,0,0,0.0686310395314788,0,0,0,0,0,0.115910200097609,0,0,65.7195583211323,12.7226695949244,TRUE
"HER14L","HER14L_2A","HER14L_2A_10",2.4,226.45,6.77,1,27986,68909,1.26,0.0246702172430307,0.0101583247471303,0.0130607032463104,0.0261214064926207,0.0638523269819617,0.0464380559868812,0.185752223947525,0.0711082732299119,0.73285057104297,0.121899896965563,0,0,0.107388004469663,9.57930023654385,0.191556980945885,0.220580765937686,0.153826060456544,0.0594987592331916,0,0.121899896965563,3.11280094037063,0.0507916237356514,2.29142782510267,0,1.65145336603346,0,0,0,0,0.0653035162315518,0.0972296797225326,0,0,0,0,0.322164013408989,0.252506929428667,0,68.2015411629831,12.2248182385465,TRUE
"HER14L","HER14L_2A","HER14L_2A_11",2.5,233.65,6.79,1,28354,70501,1.42,0,0.018439454759507,0,0,0.0538999446816357,0.0482262662940951,0.217018198323428,0.0368789095190139,0.679422986907987,0.180139288804414,0,0.00992893717819605,0.075176238634913,10.4069445823464,0.1432603792854,0.226947135501624,0.215599778726543,0.0170210351626218,0,0.296449695748996,3.1517283442788,0.171628771223103,1.59997730528645,0,1.34608019744401,0,0,0,0,0,0.0127657763719664,0,0.0907788542006496,0,0,0.339002283655551,0.307797052524078,0,68.6231400973036,11.7317484858371,TRUE
"HER14L","HER14L_2A","HER14L_2A_12",2.6,240.85,6.79,1,27550,69187,1.64,0,0.0361339558009453,0.0101175076242647,0.0448061051931721,0.0549236128174368,0.0664864786737393,0.263055198230882,0.0448061051931721,0.875887088614913,0.0953936433144955,0,0.0260164481766806,0.0592596875135502,8.95688496393831,0,0.157544047292121,0.0549236128174368,0,0,0.104065792706722,3.02224406319106,0.177779062540651,1.71997629612499,0,1.36875424573981,0,0.0187896570164915,0,0,0.0852761356902308,0,0,0,0,0,0.0130082240883403,0.0332432393368696,0,70.8601326838857,11.850492144478,TRUE
"HER14L","HER14L_2A","HER14L_2A_13",2.7,248.04,6.79,1,27949,70246,1.26,0.0128121174159383,0.0156592546194801,0.0484013324602113,0.0142356860177092,0.0754491358938587,0.0597898812743786,0.240583093699285,0.0540956068672949,0.841329043646613,0.115309056743444,0,0.0213535290265638,0.0412834894513567,9.09375622811263,0,0.217805996070951,0.223500270478034,0.21638242746918,0,0,2.79873587108163,0.153745408991259,1.74387153716938,0,1.58443185377103,0,0,0,0,0.0270478034336475,0.217805996070951,0.00569427440708368,0,0,0,0.24770093670814,0.133815448566466,0,70.0395752071292,11.7558295134243,TRUE
"HER14L","HER14L_2A","HER14L_2A_14",2.8,255.24,6.79,1,28404,72499,1.47,0,0.0386212223616877,0.0386212223616877,0.0220692699209644,0.0731044566131947,0.0289659167712658,0.19862342928868,0.0593111629125919,1.00553111077394,0.165519524407233,0.0179312818107836,0.0455178692119891,0.0868977503137974,10.2635898426185,0.137932937006028,0.193106111808439,0.253796604091091,0.0524145160622905,0,0.194485441178499,3.12831901129671,0,1.6772645139933,0,1.52415895391661,0,0,0,0,0,0.0551731748024111,0,0,0,0,0.317245755113864,0.238623981020428,0.0303452461413261,68.6850853115215,11.4677443826811,TRUE
"HER14L","HER14L_2A","HER14L_2A_15",2.9,262.44,6.79,1,28269,71965,1.46,0.0319599805460988,0.0347391092892378,0.0597512679774891,0.051413881748072,0.0805947335510317,0.0319599805460988,0.212603348850135,0.0931008128951574,0.919891613979018,0.105606892239283,0,0.0264017230598207,0.116723407211839,9.07246578197735,0.166747724588342,0.258458973111929,0.0597512679774891,0.1139442784687,0,0.122281664698117,3.25019106510109,0.240394636281526,1.659139859654,0,1.52018342249705,0.00833738622941708,0.0111165149725561,0,0,0.0958799416382964,0.0472451886333634,0,0,0,0,0.389078024039464,0.179253803932467,0,69.664420204266,11.3763635100396,TRUE
"HER14L","HER14L_2A","HER14L_2A_16",3,269.63,6.79,1,28496,73171,1.59,0.039633188011644,0.0327998797337743,0,0.0218665864891829,0.058766451189679,0.0464664962895136,0.192699293435924,0.0696997444342704,0.830930286588949,0.15306610542428,0,0,0.0983996392013229,9.26186603982452,0.166732721980019,0.196799278402646,0.161266075357724,0.143499473835263,0,0.154432767079854,3.20482158232086,0.0833663609900097,1.31882849762884,0,1.54022768583182,0,0.0245999098003307,0,0,0.0232332481447568,0.0423665113227918,0,0,0,0,0.240532451381012,0.259665714559047,0.0669664211231226,69.8500772163835,11.7163903732353,TRUE
"HER14L","HER14L_2A","HER14L_2A_17",3.1,276.83,6.79,1,29090,72953,1.39,0,0.0356393842610996,0,0.00959521883952682,0.0370101298096034,0.0520883308431456,0.172713939111483,0.0589420585856647,0.596274313599167,0.202870341178567,0,0,0.0493468397461379,9.08256000438639,0.116513371622826,0.286485819637301,0.200128850081559,0.0233026743245651,0,0,3.08966046632764,0,1.15416775184023,0,1.431058352638,0,0,0,0,0,0.00822447329102299,0,0.0520883308431456,0,0,0.0479760941976341,0,0,71.6283086370677,11.6650446177676,TRUE
"HER14L","HER14L_2A","HER14L_2A_18",3.2,284.03,6.8,1,29874,74705,1.49,0,0.00937018941168596,0,0.0307877652098253,0.0749615152934877,0.0722843183187203,0.187403788233719,0.0481895455458135,0.505990228231042,0.0763001137808714,0,0.0200789773107556,0.0281105682350579,9.08105213841108,0.200789773107556,0.210159962519242,0.041496553108895,0.032126363697209,0,0.198112576132789,3.01452379358811,0,0.896860986547085,0,1.14048591125092,0,0,0.0147245833612208,0,0.164647613948196,0.0843317047051737,0.00669299243691855,0,0,0,0.00669299243691855,0.194096780670638,0,72.2321129777123,11.4276152867947,TRUE
"HER14L","HER14L_2A","HER14L_2A_19",3.3,291.22,6.81,1,30212,75779,1.23,0,0,0.0131962680953826,0.0382691774766096,0.0316710434289183,0.050145818762454,0.160994470763668,0.0263925361907653,0.398527296480555,0.124044920096597,0,0.0184747753335357,0.0738991013341427,8.33344330223413,0.125364546906135,0.253368347431346,0.116127159239367,0.104250517953523,0,0.0369495506670714,3.09188561474815,0,0.938254661581705,0,1.54660262077884,0.00923738766676784,0.0105570144763061,0,0,0,0.0171551485239974,0,0,0,0,0.150437456287362,0,0,72.7021998178915,11.6285514456512,TRUE
"HER14L","HER14L_2A","HER14L_2A_20",3.4,298.42,6.82,1,30283,75638,1.42,0,0,0,0,0.0436288637986197,0.0237975620719744,0.17054919484915,0.00528834712710542,0.376794732806261,0.140141198868294,0,0.00661043390888178,0.0330521695444089,7.06390967503107,0.249874401755731,0.314656654062773,0.207567624738888,0.118987810359872,0,0.220788492556651,3.15978740844549,0.144107459213623,0.753589465612523,0,1.5375869272059,0,0,0,0,0,0.0634601655252651,0.0304079959808562,0,0,0,0.0343742563261853,0.111055289669214,0,73.6336233110341,11.5563605595071,TRUE
"HER14L","HER14L_2A","HER14L_2A_21",3.5,305.62,6.83,1,30431,76193,1.31,0,0.0275615870224299,0.00524982609951045,0.0091871956741433,0.0144370217736537,0.0262491304975523,0.140432848161905,0.040686152271206,0.31892693554526,0.102371608940454,0,0,0.023624217447797,6.52159647211686,0.023624217447797,0.181119000433111,0.122058456813618,0.0997466958906986,0,0.229679891853582,3.40976205163204,0,0.992217132807476,0,1.79675298255745,0,0,0,0,0.0091871956741433,0.0695601958185135,0,0,0,0,0.0118121087238985,0.040686152271206,0.12074600028874,74.2509154384261,11.4118094838108,TRUE
"HER14L","HER14L_2A","HER14L_2A_22",3.6,312.82,6.83,1,30788,77657,1.53,0,0.0270419923509793,0,0.0283297062724545,0.0618102682308098,0.0412068454872066,0.189293946456855,0.0386314176442561,0.413356168793541,0.0888522605817891,0,0.0103017113718016,0.0167402809791777,7.39276562318915,0,0.204746513514558,0.122332822540144,0.00772628352885123,0,0.204746513514558,3.427894458967,0,0.6284043936799,0,1.42163616930863,0,0,0,0,0.0386314176442561,0.0759751213670371,0,0,0,0,0.336093333505029,0.218911366650785,0,73.8001725536655,11.2043988307558,TRUE
"HER14L","HER14L_2A","HER14L_2A_23",3.7,320.01,6.83,1,30759,76643,1.23,0,0.0221807601476978,0,0.019571258953851,0.00913325417846379,0.0443615202953955,0.167008076406195,0.0117427553723106,0.356196912960088,0.0848087888000209,0,0,0.0717612828307869,6.5968190180447,0.0574090262646295,0.245293112221599,0.210064846104667,0.152655819840038,0,0.129170309095416,3.23839098156387,0.0352282661169318,0.474929217280117,0,1.7066137807758,0,0,0,0,0.0273997625353914,0.0469710214892423,0,0,0,0,0.0965515441723315,0.0495805226830891,0.026095011938468,74.2833657346398,11.8366974152891,TRUE
