Site,label,ID,depth,SH20_age,surface,validity,kcps,cps,MSE,S,K,Ca,Ti,Fe,Cu,Br,Sr,Mo_inc,Mo_coh,TS_sum,inc_coh,coh_inc,LnK_Ti,LnK_Ca,LnTi_Ca
HER14L,HER14L_2A,HER14L_2A_2,1.6,168.88,6.64,1,25557,65410,1.37,36,46,671,103,6232,90,1991,2041,44676,8052,52728,5.548435171,0.180230997,-0.806087592,-2.68012774,-1.874040149
HER14L,HER14L_2A,HER14L_2A_3,1.7,176.08,6.65,1,25943,68375,1.35,48,55,820,161,9567,89,1752,1983,44092,7895,51987,5.584800507,0.179057425,-1.07407118,-2.701971155,-1.627899975
HER14L,HER14L_2A,HER14L_2A_4,1.8,183.27,6.66,1,25354,65492,1.27,29,94,562,200,9209,69,1586,1675,42703,7693,50396,5.55089042,0.180151277,-0.755022584,-1.788207068,-1.033184483
HER14L,HER14L_2A,HER14L_2A_5,1.9,190.47,6.69,1,25677,65686,1.42,11,54,872,98,8330,NA,1981,1697,42771,7729,50500,5.533833614,0.180706554,-0.595983432,-2.781805377,-2.185821945
HER14L,HER14L_2A,HER14L_2A_6,2,197.67,6.72,1,25548,67553,1.25,48,64,832,107,11142,105,1836,1989,41715,7734,49449,5.393716059,0.185400935,-0.513945751,-2.564949357,-2.051003606
HER14L,HER14L_2A,HER14L_2A_7,2.1,204.86,6.74,1,25227,65931,1.51,41,34,596,176,10820,82,1652,1787,40711,7979,48690,5.102268455,0.195991255,-1.64412347,-2.863880142,-1.219756672
HER14L,HER14L_2A,HER14L_2A_8,2.2,212.06,6.75,1,25500,65637,1.31,39,40,442,157,9376,9,1834,1595,42104,8031,50135,5.242684597,0.190741972,-1.367366351,-2.402430428,-1.035064077
HER14L,HER14L_2A,HER14L_2A_9,2.3,219.26,6.76,1,25948,65568,1.44,34,36,413,175,8142,NA,1918,1481,43091,8342,51433,5.16554783,0.193590309,-1.581267035,-2.439928655,-0.858661619
HER14L,HER14L_2A,HER14L_2A_10,2.4,226.45,6.77,1,27986,68909,1.26,44,49,505,84,6601,106,2145,1579,46997,8424,55421,5.578941121,0.179245484,-0.538996501,-2.332738131,-1.79374163
HER14L,HER14L_2A,HER14L_2A_11,2.5,233.65,6.79,1,28354,70501,1.42,38,26,479,127,7337,152,2222,1128,48380,8271,56651,5.849353162,0.170959074,-1.586090548,-2.913604059,-1.327513511
HER14L,HER14L_2A,HER14L_2A_12,2.6,240.85,6.79,1,27550,69187,1.64,38,31,606,66,6197,38,2091,1190,49026,8199,57225,5.979509696,0.167237792,-0.755667538,-2.972892782,-2.217225244
HER14L,HER14L_2A,HER14L_2A_13,2.7,248.04,6.79,1,27949,70246,1.26,53,38,591,81,6388,157,1966,1225,49200,8258,57458,5.957859046,0.167845528,-0.756862995,-2.744229858,-1.987366863
HER14L,HER14L_2A,HER14L_2A_14,2.8,255.24,6.79,1,28404,72499,1.47,53,43,729,120,7441,184,2268,1216,49796,8314,58110,5.989415444,0.166961202,-1.026291627,-2.830473616,-1.804181989
HER14L,HER14L_2A,HER14L_2A_15,2.9,262.44,6.79,1,28269,71965,1.46,58,67,662,76,6529,43,2339,1194,50134,8187,58321,6.123610602,0.16330235,-0.126040721,-2.290572937,-2.164532216
HER14L,HER14L_2A,HER14L_2A_16,3,269.63,6.79,1,28496,73171,1.59,43,51,608,112,6777,118,2345,965,51110,8573,59683,5.961740348,0.167736255,-0.786673239,-2.478349249,-1.691676011
HER14L,HER14L_2A,HER14L_2A_17,3.1,276.83,6.79,1,29090,72953,1.39,27,43,435,148,6626,146,2254,842,52255,8510,60765,6.140423032,0.162855229,-1.236012158,-2.314145915,-1.078133757
HER14L,HER14L_2A,HER14L_2A_18,3.2,284.03,6.8,1,29874,74705,1.49,56,36,378,57,6784,31,2252,670,53961,8537,62498,6.320838702,0.158206853,-0.459532329,-2.351375257,-1.891842928
HER14L,HER14L_2A,HER14L_2A_19,3.3,291.22,6.81,1,30212,75779,1.23,24,20,302,94,6315,88,2343,711,55093,8812,63905,6.252042669,0.159947725,-1.547562509,-2.714694744,-1.167132235
HER14L,HER14L_2A,HER14L_2A_20,3.4,298.42,6.82,1,30283,75638,1.42,33,4,285,106,5343,157,2390,570,55695,8741,64436,6.371696602,0.15694407,-3.277144733,-4.266194819,-0.989050086
HER14L,HER14L_2A,HER14L_2A_21,3.5,305.62,6.83,1,30431,76193,1.31,11,31,243,78,4969,93,2598,756,56574,8695,65269,6.506497987,0.153692509,-0.922721622,-2.059074239,-1.136352617
HER14L,HER14L_2A,HER14L_2A_22,3.6,312.82,6.83,1,30788,77657,1.53,48,30,321,69,5741,95,2662,488,57311,8701,66012,6.586714171,0.151820767,-0.832909123,-2.370243741,-1.537334619
HER14L,HER14L_2A,HER14L_2A_23,3.7,320.01,6.83,1,30759,76643,1.23,7,9,273,65,5056,161,2482,364,56933,9072,66005,6.275683422,0.159345195,-1.977162693,-3.412247218,-1.435084525
HER14L,HER14L_2A,HER14L_2A_24,3.8,327.21,6.85,1,30776,75777,1.32,21,24,240,82,4738,84,2405,503,57153,8764,65917,6.521337289,0.153342782,-1.228665417,-2.302585093,-1.073919676
HER14L,HER14L_2A,HER14L_2A_25,3.9,334.41,6.86,1,30763,76038,1.47,43,19,244,69,4717,43,2707,371,56914,8737,65651,6.514135287,0.153512317,-1.289667525,-2.552729246,-1.263061721
HER14L,HER14L_2A,HER14L_2A_26,4,341.6,6.87,1,31132,76709,1.22,59,34,266,41,4819,135,2457,475,57654,8544,66198,6.747893258,0.148194401,-0.187211542,-2.057135784,-1.869924242
HER14L,HER14L_2A,HER14L_2A_27,4.1,348.8,6.88,1,30880,76054,1.28,22,25,312,90,4434,74,2456,531,57444,8567,66011,6.705264387,0.14913655,-1.280933845,-2.524127363,-1.243193517
HER14L,HER14L_2A,HER14L_2A_28,4.2,356,6.88,1,30329,74595,1.38,34,26,329,60,4129,25,2206,623,56525,8642,65167,6.540731312,0.152888103,-0.836248024,-2.537961213,-1.701713189
HER14L,HER14L_2A,HER14L_2A_29,4.3,363.19,6.89,1,30377,76442,1.33,40,17,284,74,3690,63,2558,714,57619,8843,66462,6.515775189,0.153473681,-1.470851749,-2.815760894,-1.344909145
HER14L,HER14L_2A,HER14L_2A_30,4.4,370.39,6.89,1,31057,77947,1.38,30,22,357,73,5038,147,2476,481,57899,8935,66834,6.480022384,0.154320455,-1.199416988,-2.786693328,-1.587276341
HER14L,HER14L_2A,HER14L_2A_31,4.5,377.59,6.9,1,30926,76220,1.41,30,6,259,68,4240,123,2459,491,57882,8747,66629,6.617354522,0.151117791,-2.427748236,-3.765068592,-1.337320357
HER14L,HER14L_2A,HER14L_2A_32,4.6,384.78,6.9,1,31046,76956,1.34,25,16,297,31,4297,19,2588,551,57957,8906,66863,6.507635302,0.153665649,-0.661398482,-2.921143417,-2.259744934
HER14L,HER14L_2A,HER14L_2A_33,4.7,391.98,6.91,1,30728,76166,1.43,36,11,305,82,4276,63,2403,638,56927,9062,65989,6.28194659,0.159186326,-2.008823974,-3.322416504,-1.313592529
HER14L,HER14L_2A,HER14L_2A_34,4.8,399.18,6.9,1,30715,76955,1.64,45,39,286,35,4712,37,2559,553,57572,8806,66378,6.537815126,0.152956298,0.108213585,-1.992430165,-2.100643749
HER14L,HER14L_2A,HER14L_2A_35,4.9,406.37,6.91,1,30887,77949,1.64,53,38,344,82,5082,21,2605,483,57843,8952,66795,6.461461126,0.154763757,-0.769133088,-2.203055498,-1.43392241
HER14L,HER14L_2A,HER14L_2A_36,5,413.57,6.91,1,31266,79304,1.41,62,32,341,74,5303,134,2607,463,58872,8984,67856,6.552983081,0.152602256,-0.83832919,-2.366146574,-1.527817384
HER14L,HER14L_2A,HER14L_2A_37,5.1,420.77,6.91,1,31490,80898,1.34,36,21,394,73,5741,129,2719,677,59571,8871,68442,6.715251945,0.14891474,-1.245937003,-2.931828472,-1.685891468
HER14L,HER14L_2A,HER14L_2A_38,5.2,427.96,6.92,1,30994,79097,1.39,35,53,359,54,5721,32,2568,672,57824,9195,67019,6.288635128,0.159017017,-0.018692133,-1.913030475,-1.894338342
HER14L,HER14L_2A,HER14L_2A_39,5.3,435.16,6.91,1,30916,79129,1.33,53,24,387,76,5702,84,2678,661,58010,9112,67122,6.366330114,0.157076366,-1.15267951,-2.780370863,-1.627691353
