"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","Ca","Fe","Cu","Br","Sr","Zr","Mo_inc","Mo_coh"
"HER14L","HER14L_2D_245",135.4,14363.83,7.48,1,32277,74586,1.32,28,251,1191,170,1323,242,1287,60526,8779
"HER14L","HER14L_2D_246",135.5,14369.31,7.48,1,32447,76248,1.31,47,342,494,136,1454,394,1292,61728,9213
"HER14L","HER14L_2D_247",135.6,14374.79,7.48,1,32382,74881,1.31,66,310,402,145,1435,282,1392,61053,8875
"HER14L","HER14L_2D_248",135.7,14380.26,7.49,1,32488,74487,1.31,58,316,384,154,1818,171,1245,60593,9017
"HER14L","HER14L_2D_249",135.8,14385.74,7.49,1,32454,75268,1.25,54,338,397,236,1683,190,1311,61087,8840
"HER14L","HER14L_2D_250",135.9,14391.22,7.49,1,32462,74804,1.42,53,310,368,68,1551,184,1305,61149,9011
"HER14L","HER14L_2D_251",136,14396.7,7.5,1,32589,75994,1.27,60,321,397,49,1575,302,1531,61456,9124
"HER14L","HER14L_2D_252",136.1,14402.18,7.5,1,32351,75926,1.47,54,315,345,113,1805,441,1375,61285,9048
"HER14L","HER14L_2D_253",136.2,14407.65,7.51,1,32348,76033,1.44,34,347,322,193,1690,312,1574,61433,9245
"HER14L","HER14L_2D_254",136.3,14413.13,7.5,1,32246,75138,1.51,20,364,327,127,1549,312,1465,61115,8871
"HER14L","HER14L_2D_255",136.4,14418.61,7.5,1,32170,74794,1.42,47,339,304,105,1640,357,1095,60926,8908
"HER14L","HER14L_2D_256",136.5,14424.09,7.5,1,32588,75416,1.35,55,317,317,129,1412,374,1519,61664,9093
"HER14L","HER14L_2D_257",136.6,14429.57,7.51,1,32391,74862,1.24,64,313,318,150,1354,400,1379,60973,9113
"HER14L","HER14L_2D_258",136.7,14435.04,7.51,1,32296,75021,1.32,60,323,375,152,1505,593,1474,61081,8731
"HER14L","HER14L_2D_259",136.8,14440.52,7.5,1,32663,75511,1.38,40,354,386,135,1568,309,1099,61388,9065
"HER14L","HER14L_2D_260",136.9,14446,7.5,1,32415,74885,1.48,50,347,409,186,1605,402,1292,60698,8832
"HER14L","HER14L_2D_261",137,14451.48,7.5,1,31871,74998,1.4,35,303,378,161,1608,429,1494,60435,8989
"HER14L","HER14L_2D_262",137.1,14456.96,7.5,1,31937,75703,1.35,43,216,394,62,1621,174,1209,61647,9208
"HER14L","HER14L_2D_263",137.2,14462.43,7.51,1,32650,75962,1.64,36,329,420,140,1499,262,1375,62056,9004
"HER14L","HER14L_2D_264",137.3,14467.91,7.52,1,32478,75874,1.54,40,317,465,182,1483,182,1572,61479,9383
"HER14L","HER14L_2D_265",137.4,14473.39,7.52,1,32484,75503,1.46,41,312,591,152,1447,252,1257,61722,9072
"HER14L","HER14L_2D_266",137.5,14478.87,7.52,1,32424,77205,1.41,66,350,2937,33,1384,197,1477,61379,8713
"HER14L","HER14L_2D_267",137.6,14484.35,7.52,1,32544,79095,1.63,52,296,4900,106,1410,367,1441,60781,9043
"HER14L","HER14L_2D_268",137.7,14489.82,7.51,1,32584,77776,1.3,74,269,2887,87,1554,123,1405,61155,9147
"HER14L","HER14L_2D_269",137.8,14495.3,7.51,1,32442,75992,1.41,57,311,665,118,1561,208,1402,61563,9047
"HER14L","HER14L_2D_270",137.9,14500.78,7.51,1,32586,76021,1.43,38,309,467,135,1369,108,1505,61891,9241
"HER14L","HER14L_2D_271",138,14506.26,7.51,1,32639,76802,1.16,39,316,574,76,1445,309,1686,62033,9262
"HER14L","HER14L_2D_272",138.1,14511.74,7.52,1,32625,75531,1.28,51,297,476,82,1574,313,1298,61478,8995
"HER14L","HER14L_2D_273",138.2,14517.21,7.51,1,32464,75883,1.49,65,348,509,120,1417,266,1321,61618,8957
"HER14L","HER14L_2D_274",138.3,14522.69,7.51,1,32678,76455,1.43,69,330,465,115,1436,394,1444,61964,9230
"HER14L","HER14L_2D_275",138.4,14528.17,7.51,1,32763,75451,1.2,29,333,655,119,1546,250,1162,61398,8950
"HER14L","HER14L_2D_276",138.5,14533.65,7.5,1,32491,75024,1.6,74,317,769,139,1373,150,1338,60541,9209
"HER14L","HER14L_2D_277",138.6,14539.13,7.49,1,32368,74653,1.42,67,312,741,134,1295,277,1331,60948,8787
"HER14L","HER14L_2D_278",138.7,14544.61,7.49,1,32406,74402,1.6,42,297,656,0,1255,216,1282,60662,8973
"HER14L","HER14L_2D_279",138.8,14550.08,7.49,1,32414,75593,1.33,48,290,1458,158,1283,266,1340,61161,8788
"HER14L","HER14L_2D_280",138.9,14555.56,7.49,1,32300,75650,1.49,29,331,1729,182,1218,153,1562,60322,9189
"HER14L","HER14L_2D_281",139,14561.04,7.48,1,32424,75937,1.4,33,331,2457,96,1174,226,1220,60732,8856
"HER14L","HER14L_2D_282",139.1,14566.52,7.48,1,32453,77104,1.44,79,255,3413,165,1422,276,1276,60042,8861
"HER14L","HER14L_2D_283",139.2,14572,7.48,1,32202,75472,1.41,64,302,1926,150,1297,226,1292,60251,8853
"HER14L","HER14L_2D_284",139.3,14577.47,7.48,1,32342,77267,1.69,52,347,4997,75,1157,389,1407,59177,8803
"HER14L","HER14L_2D_285",139.4,14582.95,7.48,1,32395,80066,1.69,63,316,6522,186,1230,351,1514,59907,8808
"HER14L","HER14L_2D_286",139.5,14588.43,7.48,1,32439,82898,1.87,61,316,10787,179,1097,159,1375,58824,8674
"HER14L","HER14L_2D_287",139.6,14593.91,7.47,1,32666,83618,1.61,77,256,13821,105,1079,411,969,57618,8451
"HER14L","HER14L_2D_288",139.7,14599.39,7.46,1,32654,81344,1.59,91,257,9545,127,1132,228,1296,58941,8597
"HER14L","HER14L_2D_289",139.8,14604.86,7.46,1,32640,80290,1.46,47,279,8468,226,1015,280,1234,58794,8783
"HER14L","HER14L_2D_290",139.9,14610.34,7.46,1,32658,74775,1.22,23,341,953,223,915,147,1300,60671,9030
"HER14L","HER14L_2D_291",140,14615.33,7.46,1,32621,73237,1.32,29,292,489,66,1025,278,1299,60278,8666
"HER14L","HER14L_2D_292",140.1,14620.31,7.47,1,32220,73242,1.69,67,362,565,107,1157,177,1189,59950,8864
"HER14L","HER14L_2D_293",140.2,14625.3,7.46,1,32430,74820,1.34,63,303,2197,199,972,254,1264,60085,8687
"HER14L","HER14L_2D_294",140.3,14630.28,7.46,1,32566,75476,1.38,52,336,2807,148,1148,157,1224,59892,8769
"HER14L","HER14L_2D_295",140.4,14635.27,7.45,1,32103,74300,1.31,30,270,829,242,942,301,1315,60311,8974
"HER14L","HER14L_2D_296",140.5,14640.25,7.44,1,32165,74784,1.48,83,297,2457,119,1070,188,1372,59292,8677
"HER14L","HER14L_2D_297",140.6,14645.24,7.44,1,32155,77860,1.53,104,282,6605,139,878,180,1281,58403,9050
"HER14L","HER14L_2D_298",140.7,14650.22,7.43,1,32135,75829,1.38,85,277,3657,206,916,100,1337,59355,8759
"HER14L","HER14L_2D_299",140.8,14655.21,7.43,1,32140,74164,1.58,63,285,1424,100,1069,276,1548,59609,8864
"HER14L","HER14L_2D_300",140.9,14660.19,7.42,1,32053,74981,1.24,47,255,3302,68,999,64,1435,59125,8600
"HER14L","HER14L_2D_301",141,14665.18,7.43,1,32224,77260,1.53,55,265,5444,154,981,288,1389,59109,8651
"HER14L","HER14L_2D_302",141.1,14670.17,7.44,1,31982,73057,1.46,52,253,1391,176,830,0,1331,59332,8550
"HER14L","HER14L_2D_303",141.2,14675.15,7.44,1,32379,82571,1.54,57,260,11277,184,773,384,1390,58375,8852
"HER14L","HER14L_2D_304",141.3,14680.14,7.45,1,32468,79991,1.32,64,236,9181,140,907,67,1357,58551,8632
"HER14L","HER14L_2D_305",141.4,14685.12,7.45,1,32941,91993,1.4,104,248,21686,103,750,395,1397,57405,8548
"HER14L","HER14L_2D_307",141.6,14695.09,7.46,1,32338,81148,1.36,75,283,10285,124,686,241,1276,58749,8296
"HER14L","HER14L_2D_308",141.7,14700.08,7.46,1,32537,77149,1.49,67,268,4991,99,715,133,1332,59831,8777
"HER14L","HER14L_2D_309",141.8,14705.06,7.46,1,32544,75902,1.26,67,284,1414,204,860,442,1276,61185,9077
"HER14L","HER14L_2D_310",141.9,14710.05,7.46,1,32509,75374,1.24,60,256,772,183,933,195,1097,61452,9252
"HER14L","HER14L_2D_311",142,14715.03,7.46,1,32432,74770,1.39,31,281,816,151,787,407,1304,61149,8918
"HER14L","HER14L_2D_312",142.1,14720.02,7.47,1,32279,74646,1.44,49,252,1256,153,887,230,1345,60692,9117
"HER14L","HER14L_2D_313",142.2,14725,7.47,1,31906,74798,1.38,53,285,1568,155,785,232,1152,60412,9072
"HER14L","HER14L_2D_314",142.3,14729.99,7.47,1,31973,74186,1.42,35,276,504,138,793,271,1300,60942,8916
"HER14L","HER14L_2D_315",142.4,14734.98,7.47,1,32066,74492,1.45,34,240,738,71,1012,284,1410,60611,9162
"HER14L","HER14L_2D_316",142.5,14739.96,7.48,1,32250,74874,1.38,51,271,1321,53,804,239,1312,60998,8894
"HER14L","HER14L_2D_317",142.6,14744.95,7.48,1,32267,74713,1.33,62,306,1343,111,962,199,1261,60725,9062
"HER14L","HER14L_2D_318",142.7,14749.93,7.49,1,32171,74957,1.46,41,289,876,185,884,341,1242,61342,9076
"HER14L","HER14L_2D_319",142.8,14754.92,7.5,1,32098,75553,1.47,68,309,616,170,952,399,1501,61122,9107
"HER14L","HER14L_2D_320",142.9,14759.9,7.5,1,32266,74451,1.28,62,304,455,131,838,256,1492,60939,9124
"HER14L","HER14L_2D_321",143,14764.89,7.5,1,32303,74801,1.31,45,307,652,121,889,395,1189,61477,9044
"HER14L","HER14L_2D_322",143.1,14769.87,7.5,1,32344,76113,1.5,12,290,425,117,955,380,1407,61801,9423
"HER14L","HER14L_2D_323",143.2,14774.86,7.5,1,32315,74777,1.28,53,286,358,140,1000,165,1132,61601,8845
"HER14L","HER14L_2D_324",143.3,14779.84,7.51,1,32336,75763,1.37,62,328,371,84,1013,459,1345,61973,9213
"HER14L","HER14L_2D_325",143.4,14784.83,7.51,1,32104,74375,1.54,53,309,353,83,896,133,1336,60779,9240
"HER14L","HER14L_2D_326",143.5,14789.81,7.5,1,32092,74465,1.28,49,251,419,151,878,204,1247,61069,9155
"HER14L","HER14L_2D_327",143.6,14794.8,7.51,1,32544,76065,1.28,60,242,397,66,1039,454,1346,62238,9011
"HER14L","HER14L_2D_328",143.7,14799.79,7.51,1,32352,74733,1.29,46,298,434,129,943,355,1527,61139,8946
"HER14L","HER14L_2D_329",143.8,14804.77,7.51,1,32184,75386,1.47,49,308,386,86,894,322,1596,61760,9055
"HER14L","HER14L_2D_330",143.9,14809.76,7.51,1,32254,75160,1.42,44,323,379,161,1105,298,1322,61424,9108
"HER14L","HER14L_2D_331",144,14814.74,7.52,1,31891,74544,1.41,55,319,335,73,975,204,1384,61401,8876
"HER14L","HER14L_2D_332",144.1,14819.73,7.52,1,32094,74590,1.34,34,336,370,185,933,396,1387,60894,8907
"HER14L","HER14L_2D_333",144.2,14824.71,7.52,1,32147,74555,1.51,70,298,509,137,927,153,1396,60864,8957
"HER14L","HER14L_2D_334",144.3,14829.7,7.52,1,32098,73991,1.47,45,240,386,34,1131,476,1436,60921,8467
"HER14L","HER14L_2D_335",144.4,14834.68,7.51,1,32031,74300,1.46,64,270,375,171,920,354,1377,61028,8759
"HER14L","HER14L_2D_336",144.5,14839.67,7.52,1,32225,74465,1.31,42,274,331,51,995,393,1146,61358,8860
"HER14L","HER14L_2D_337",144.6,14844.65,7.52,1,32184,74599,1.54,26,236,327,162,936,96,1377,61809,8788
"HER14L","HER14L_2D_338",144.7,14849.64,7.53,1,32102,75068,1.43,38,343,420,119,1073,406,1520,61477,8910
"HER14L","HER14L_2D_339",144.8,14854.62,7.52,1,32242,75507,1.81,32,332,418,78,1123,255,1319,62005,8878
"HER14L","HER14L_2D_340",144.9,14859.61,7.52,1,31969,73978,1.39,62,297,440,84,841,293,1001,60989,9023
"HER14L","HER14L_2D_341",145,14864.6,7.52,1,31708,73562,1.54,37,316,438,46,858,423,1204,60231,8911
"HER14L","HER14L_2D_342",145.1,14869.58,7.52,1,31576,73716,1.45,62,350,344,119,956,354,1193,60435,8528
"HER14L","HER14L_2D_343",145.2,14874.57,7.53,1,31469,73481,1.63,64,265,343,99,918,547,1285,60482,8664
"HER14L","HER14L_2D_344",145.3,14879.55,7.51,1,31256,73539,1.55,70,310,1674,142,815,293,1517,59145,8656
"HER14L","HER14L_2D_345",145.4,14884.54,7.5,1,31227,73510,1.43,48,299,1509,108,826,212,1187,59960,8432
"HER14L","HER14L_2D_346",145.5,14889.52,7.5,1,31410,74057,1.28,46,273,397,120,685,313,1587,60634,9019
"HER14L","HER14L_2D_347",145.6,14894.51,7.5,1,31951,74275,1.64,29,294,575,41,955,58,1495,61207,8939
"HER14L","HER14L_2D_348",145.7,14899.49,7.51,1,31940,74752,1.31,39,306,640,23,998,293,1302,60935,9136
"HER14L","HER14L_2D_349",145.8,14904.48,7.51,1,31990,74652,1.42,50,299,475,121,1069,355,1522,61074,8784
"HER14L","HER14L_2D_350",145.9,14909.46,7.51,1,32094,75425,1.34,49,304,519,94,953,299,1111,62028,9000
"HER14L","HER14L_2D_351",146,14914.45,7.51,1,32190,74897,1.35,73,292,698,165,967,467,1211,61092,8971
"HER14L","HER14L_2D_352",146.1,14919.43,7.5,1,31978,74937,1.37,59,309,573,134,950,197,1265,60904,9122
"HER14L","HER14L_2D_353",146.2,14924.42,7.5,1,32206,75264,1.55,61,395,473,128,972,432,1319,61538,8939
"HER14L","HER14L_2D_354",146.3,14929.4,7.51,1,32074,75415,1.41,30,294,657,166,876,295,1387,61407,9046
"HER14L","HER14L_2D_355",146.4,14934.39,7.52,1,32076,74320,1.35,39,328,594,156,1039,197,1106,61172,8908
"HER14L","HER14L_2D_356",146.5,14939.38,7.51,1,31700,73987,1.7,68,294,533,118,989,230,1105,60914,8817
"HER14L","HER14L_2D_357",146.6,14944.36,7.5,1,31741,74693,1.45,44,258,438,133,961,312,1209,61544,8987
"HER14L","HER14L_2D_358",146.7,14949.35,7.51,1,32096,74078,1.49,55,317,522,174,803,83,1297,61324,8738
"HER14L","HER14L_2D_359",146.8,14954.33,7.52,1,31830,74260,1.48,48,286,498,143,1134,351,1343,60387,8896
"HER14L","HER14L_2D_360",146.9,14959.32,7.52,1,31751,73702,1.41,33,307,631,151,917,241,1345,60332,8644
"HER14L","HER14L_2D_361",147,14964.3,7.52,1,31820,74080,1.57,44,318,585,183,1017,372,1060,61089,8619
"HER14L","HER14L_2D_362",147.1,14969.29,7.52,1,31784,74140,1.58,51,318,663,180,1093,444,1076,60463,8650
"HER14L","HER14L_2D_363",147.2,14974.27,7.52,1,31751,73945,1.47,50,294,703,70,935,353,1221,60794,8813
"HER14L","HER14L_2D_364",147.3,14979.26,7.52,1,31836,76212,1.32,41,288,794,77,1028,569,1365,61245,9189
"HER14L","HER14L_2D_365",147.4,14984.24,7.52,1,31593,75045,1.53,49,304,813,224,963,388,1535,60818,8728
"HER14L","HER14L_2D_366",147.5,14989.23,7.52,1,31778,73859,1.58,54,303,1123,120,881,352,1116,60315,8648
"HER14L","HER14L_2D_367",147.6,14994.21,7.52,1,31917,76072,1.43,51,327,2356,237,1093,332,1240,60772,8768
"HER14L","HER14L_2D_368",147.7,14999.2,7.53,1,31939,74918,1.48,32,316,1199,149,804,426,1262,60712,8746
"HER14L","HER14L_2D_369",147.8,15004.19,7.52,1,31843,74209,1.46,41,318,832,72,832,467,1260,60512,8806
"HER14L","HER14L_2D_370",147.9,15009.17,7.52,1,31836,74185,1.54,19,293,1107,37,700,312,1242,60879,8650
"HER14L","HER14L_2D_371",148,15014.16,7.51,1,31885,75328,1.47,35,320,957,188,856,381,1170,61077,8909
"HER14L","HER14L_2D_372",148.1,15019.14,7.51,1,32032,74957,1.67,44,352,1220,115,757,271,1302,61384,8604
"HER14L","HER14L_2D_373",148.2,15024.13,7.51,1,32066,76628,1.51,37,338,2191,103,963,378,1304,61448,9012
"HER14L","HER14L_2D_374",148.3,15029.11,7.51,1,31795,74650,1.54,34,305,1171,190,905,283,1328,60565,8742
"HER14L","HER14L_2D_375",148.4,15034.1,7.52,1,31864,74525,1.58,54,270,725,107,863,283,1450,60572,9155
"HER14L","HER14L_2D_376",148.5,15039.08,7.52,1,31693,73910,1.65,48,283,793,99,657,213,1295,60410,8748
"HER14L","HER14L_2D_377",148.6,15044.07,7.51,1,31695,73838,1.54,16,275,831,62,718,301,1459,60845,8476
"HER14L","HER14L_2D_378",148.7,15049.05,7.5,1,31886,74832,1.71,62,309,862,116,898,327,1129,61362,8918
"HER14L","HER14L_2D_379",148.8,15054.04,7.51,1,31747,74609,1.44,52,303,843,199,803,374,1107,61085,8899
"HER14L","HER14L_2D_380",148.9,15059.02,7.51,1,31633,74801,1.59,25,292,1095,193,831,476,1239,60876,8720
"HER14L","HER14L_2D_381",149,15064.01,7.5,1,31634,75440,1.47,39,305,1749,166,888,130,1083,61027,8910
"HER14L","HER14L_2D_382",149.1,15069,7.5,1,31583,76480,1.5,46,348,1850,140,667,562,1317,61287,9207
"HER14L","HER14L_2D_383",149.2,15073.98,7.5,1,31765,76498,1.48,55,296,2651,103,681,206,1115,61356,9101
"HER14L","HER14L_2D_384",149.3,15078.97,7.51,1,31360,76187,1.48,35,271,2943,173,705,245,1223,60764,9063
"HER14L","HER14L_2D_385",149.4,15083.95,7.5,1,31591,77703,1.64,47,271,3535,106,882,450,1286,61116,8942
"HER14L","HER14L_2D_386",149.5,15088.94,7.49,1,31631,76333,1.43,54,294,2971,135,676,256,1257,60430,9131
"HER14L","HER14L_2D_387",149.6,15093.92,7.48,1,31518,76669,1.54,64,262,4034,19,857,167,1364,59940,8944
"HER14L","HER14L_2D_388",149.7,15098.91,7.48,1,31634,77029,1.41,45,311,5000,161,588,461,1178,59790,8687
"HER14L","HER14L_2D_389",149.8,15103.89,7.48,1,31293,76712,1.29,18,318,4707,71,764,316,1295,59632,8678
"HER14L","HER14L_2D_390",149.9,15108.88,7.49,1,30996,75701,1.5,66,239,4386,157,745,259,1157,59193,8645
"HER14L","HER14L_2D_391",150,15112.29,7.49,1,31410,77996,1.35,49,238,5389,82,631,377,1380,60267,8740
"HER14L","HER14L_2D_392",150.1,15115.71,7.49,1,31421,76672,1.33,40,224,4774,175,723,327,1363,59685,8894
"HER14L","HER14L_2D_393",150.2,15119.13,7.48,1,31645,76160,1.45,57,278,3843,144,626,256,1269,60027,8820
"HER14L","HER14L_2D_394",150.3,15122.55,7.48,1,31788,77023,1.74,32,309,3589,182,759,214,1276,60654,9073
"HER14L","HER14L_2D_395",150.4,15125.96,7.49,1,31593,76633,1.27,26,283,2865,180,842,261,1500,60642,8890
"HER14L","HER14L_2D_396",150.5,15129.38,7.48,1,31452,76472,1.14,40,273,3554,181,796,546,1360,59824,8757
"HER14L","HER14L_2D_397",150.6,15132.8,7.47,1,31329,75097,1.25,45,314,2287,135,764,408,1308,59786,9093
"HER14L","HER14L_2D_398",150.7,15136.21,7.46,1,31348,74244,1.54,44,282,1941,116,756,472,1029,59937,8739
"HER14L","HER14L_2D_399",150.8,15139.63,7.46,1,31424,74644,1.41,47,245,2302,212,816,253,1177,59714,8966
"HER14L","HER14L_2D_400",150.9,15143.05,7.46,1,31438,74432,1.52,36,285,2479,119,826,424,1092,59662,8870
"HER14L","HER14L_2D_401",151,15146.46,7.46,1,31450,74683,1.2,69,309,2516,75,881,379,1206,59663,8413
"HER14L","HER14L_2D_402",151.1,15149.88,7.46,1,31049,75047,1.39,64,280,2520,106,872,458,1252,59651,9013
"HER14L","HER14L_2D_403",151.2,15153.3,7.46,1,31024,74713,1.31,48,301,2352,69,802,318,1301,59487,8780
"HER14L","HER14L_2D_404",151.3,15156.71,7.47,1,31086,74458,1.24,49,294,1832,134,790,194,1324,59920,9010
"HER14L","HER14L_2D_405",151.4,15160.13,7.48,1,30932,74081,1.25,36,256,1595,146,971,312,1481,59242,9059
"HER14L","HER14L_2D_406",151.5,15163.55,7.48,1,31645,75894,1.25,56,254,1935,139,883,207,1269,60893,8976
"HER14L","HER14L_2D_407",151.6,15166.96,7.48,1,31707,74318,1.43,52,281,1859,178,1036,342,1142,59235,8850
"HER14L","HER14L_2D_408",151.7,15170.38,7.48,1,31537,75833,1.37,46,287,2212,193,824,215,1350,60188,8971
"HER14L","HER14L_2D_409",151.8,15173.8,7.48,1,31590,76011,1.38,64,274,2624,223,934,345,1433,59839,8874
"HER14L","HER14L_2D_410",151.9,15177.21,7.48,1,31690,76264,1.36,49,306,3036,193,928,300,1244,60297,8979
"HER14L","HER14L_2D_411",152,15180.63,7.47,1,31808,76209,1.22,54,285,3172,85,937,303,1372,59979,9025
"HER14L","HER14L_2D_412",152.1,15184.05,7.47,1,31638,75975,1.42,23,310,3773,174,821,228,1218,59990,8901
"HER14L","HER14L_2D_413",152.2,15187.46,7.46,1,31820,76609,1.34,49,287,4061,107,773,226,1365,59999,8916
"HER14L","HER14L_2D_414",152.3,15190.88,7.46,1,32214,78888,1.64,53,270,4639,110,976,271,1306,60564,9242
"HER14L","HER14L_2D_415",152.4,15194.3,7.45,1,32099,78296,1.23,23,262,4372,73,931,386,1472,60349,9090
"HER14L","HER14L_2D_416",152.5,15197.71,7.43,1,32358,77988,1.51,58,284,4493,140,716,198,1341,60632,9145
"HER14L","HER14L_2D_417",152.6,15201.13,7.42,1,32349,78051,1.36,68,332,4004,155,796,273,1369,60500,9187
"HER14L","HER14L_2D_418",152.7,15204.55,7.41,1,32410,77918,1.32,61,301,4906,77,908,74,1263,60478,8922
"HER14L","HER14L_2D_419",152.8,15207.97,7.41,1,32342,77282,1.38,66,268,5214,225,755,141,1086,59698,8953
"HER14L","HER14L_2D_420",152.9,15211.38,7.41,1,31902,79283,1.31,84,237,7494,166,826,336,1283,59058,8770
"HER14L","HER14L_2D_421",153,15214.8,7.4,1,31916,81527,1.29,90,218,9681,150,828,129,1309,59108,8853
"HER14L","HER14L_2D_422",153.1,15218.22,7.4,1,32051,80630,1.45,61,288,11373,139,743,0,1199,57174,8746
"HER14L","HER14L_2D_423",153.2,15221.63,7.4,1,31212,80317,1.5,95,266,11884,46,758,62,1302,56176,8689
"HER14L","HER14L_2D_424",153.3,15225.05,7.39,1,31549,83642,1.47,66,235,14599,222,864,118,1180,56847,8529
"HER14L","HER14L_2D_425",153.4,15228.47,7.38,1,32024,84023,1.53,65,274,14452,106,699,0,1102,57323,8853
"HER14L","HER14L_2D_426",153.5,15231.88,7.38,1,31642,84015,1.33,89,269,15207,138,684,232,1129,56624,8485
"HER14L","HER14L_2D_427",153.6,15235.3,7.37,1,31244,81940,1.47,76,246,13675,143,685,219,1266,56013,8427
"HER14L","HER14L_2D_428",153.7,15238.72,7.36,1,31458,82781,1.52,61,204,12683,165,644,200,1443,57507,8779
"HER14L","HER14L_2D_429",153.8,15242.13,7.36,1,31690,82909,1.57,79,253,13347,180,698,104,1354,57484,8707
"HER14L","HER14L_2D_430",153.9,15245.55,7.34,1,32024,83488,1.48,65,291,13567,118,638,230,1141,57388,8676
"HER14L","HER14L_2D_431",154,15248.97,7.33,1,32460,82664,1.39,77,279,11922,79,775,13,1385,58386,8644
"HER14L","HER14L_2D_432",154.1,15252.38,7.32,1,32340,83490,1.5,87,284,13045,146,663,152,1203,57735,8626
"HER14L","HER14L_2D_433",154.2,15255.8,7.31,1,31661,82180,1.43,109,254,12238,95,680,207,1275,57250,8537
"HER14L","HER14L_2D_434",154.3,15259.22,7.3,1,31793,80617,1.17,87,273,11265,93,628,259,1393,57094,8370
"HER14L","HER14L_2D_435",154.4,15262.63,7.3,1,32422,81470,1.45,85,244,10654,135,784,273,1352,58361,8607
"HER14L","HER14L_2D_436",154.5,15266.05,7.3,1,32256,79319,1.3,49,282,7941,89,821,125,1403,59089,8712
"HER14L","HER14L_2D_437",154.6,15269.47,7.29,1,32064,77646,1.33,45,315,5868,156,797,244,1260,59110,8842
"HER14L","HER14L_2D_438",154.7,15272.88,7.3,1,32190,77745,1.74,87,314,5870,140,778,154,1098,59375,9013
"HER14L","HER14L_2D_439",154.8,15276.3,7.3,1,31976,76227,1.49,43,293,4789,223,856,136,1392,58604,8766
"HER14L","HER14L_2D_440",154.9,15279.72,7.31,1,31726,75381,1.54,83,290,4805,190,804,165,1256,57943,8769
"HER14L","HER14L_2D_441",155,15283.13,7.3,1,31364,75863,1.35,90,302,4580,260,814,191,1464,58395,8530
"HER14L","HER14L_2D_442",155.1,15286.55,7.3,1,31506,76671,1.44,74,296,5592,164,802,229,1316,58520,8467
"HER14L","HER14L_2D_443",155.2,15289.97,7.31,1,31314,73245,1.6,66,291,3714,126,715,176,1069,57588,8415
"HER14L","HER14L_2D_444",155.3,15293.39,7.31,1,31212,75118,1.48,55,285,3868,232,787,0,1311,58632,9016
"HER14L","HER14L_2D_445",155.4,15296.8,7.31,1,31126,76031,1.39,50,276,4473,87,940,278,1382,58908,8856
"HER14L","HER14L_2D_446",155.5,15300.22,7.32,1,31771,78486,1.56,54,290,5407,216,806,414,1287,59588,9265
"HER14L","HER14L_2D_447",155.6,15303.64,7.32,1,31674,76095,1.27,57,291,4046,163,738,336,1189,59462,8802
"HER14L","HER14L_2D_448",155.7,15307.05,7.31,1,31599,76364,1.28,73,321,4515,248,885,121,1160,59302,8754
"HER14L","HER14L_2D_449",155.8,15310.47,7.31,1,31515,77135,1.66,84,265,4306,164,1000,261,1371,59230,9051
"HER14L","HER14L_2D_450",155.9,15313.89,7.31,1,31406,76097,1.38,33,296,4778,139,771,332,1215,58819,8747
"HER14L","HER14L_2D_451",156,15317.3,7.31,1,31316,75817,1.33,56,342,5785,180,799,83,1271,57715,8726
"HER14L","HER14L_2D_452",156.1,15320.72,7.3,1,31242,76249,1.41,71,268,5411,164,720,256,1333,58096,8798
"HER14L","HER14L_2D_453",156.2,15324.14,7.3,1,31514,76040,1.37,77,298,4946,124,768,208,1296,58401,8862
"HER14L","HER14L_2D_454",156.3,15327.55,7.3,1,31585,76741,1.47,63,307,5741,191,809,246,1276,58345,8701
"HER14L","HER14L_2D_455",156.4,15330.97,7.29,1,30851,76264,1.33,54,245,6554,159,872,316,1278,57229,8697
"HER14L","HER14L_2D_456",156.5,15334.39,7.28,1,30921,78060,1.47,70,293,7817,174,923,372,1158,57439,8818
"HER14L","HER14L_2D_457",156.6,15337.8,7.28,1,30746,76768,1.28,55,281,7494,201,881,175,1321,56958,8370
"HER14L","HER14L_2D_458",156.7,15341.22,7.29,1,30830,78348,1.34,53,269,8077,229,1124,199,1329,57310,8814
"HER14L","HER14L_2D_459",156.8,15344.64,7.3,1,30642,76641,1.25,84,305,7525,238,780,279,1115,56823,8252
"HER14L","HER14L_2D_460",156.9,15348.05,7.3,1,30788,77180,1.49,53,264,7486,146,622,142,1381,57691,8442
"HER14L","HER14L_2D_461",157,15351.47,7.3,1,31155,78457,1.28,65,272,7521,44,828,289,1357,57910,8838
"HER14L","HER14L_2D_462",157.1,15354.89,7.29,1,30935,77144,1.57,50,281,7384,93,1028,60,1272,57227,8729
"HER14L","HER14L_2D_463",157.2,15358.3,7.29,1,30730,78100,1.51,76,308,8152,130,944,351,1250,57038,8760
"HER14L","HER14L_2D_464",157.3,15361.72,7.29,1,30710,77190,1.33,62,284,7022,171,839,186,1218,57566,8808
"HER14L","HER14L_2D_465",157.4,15365.14,7.29,1,31200,75437,1.51,49,259,4337,207,965,354,1199,58234,8827
"HER14L","HER14L_2D_466",157.5,15368.55,7.29,1,31449,75593,1.21,36,298,3178,160,1091,413,1267,59512,8756
"HER14L","HER14L_2D_467",157.6,15371.97,7.29,1,31633,75980,1.31,58,318,3776,229,1054,307,1420,58909,8927
