"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Fe","Cu","Br","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER14L","HER14L_2A","HER14L_2A_2",1.6,168.88,6.64,1,25557,65410,1.37,-1.16606933072492,1.78063993727702,3.66481760933952,1.56434111583448,0.749704048524507,-0.360606876648761,0.175669423546339,6.21767208427164,-4.88847807429072,-2.79867904103337,52728,5.54843517138599,0.180230996508192,-0.806087591740541,-2.68012774048259,-1.87404014874205
"HER14L","HER14L_2A","HER14L_2A_3",1.7,176.08,6.65,1,25943,68375,1.35,-0.557313024770947,2.53740764377432,5.42159488901591,3.32808163821362,1.62435460755104,-0.380569370074213,-0.118251268296547,5.98553584890618,-5.07319839356485,-3.24777164880236,51987,5.58480050664978,0.179057425383289,-1.07407117975199,-2.70197115502583,-1.62789997527384
"HER14L","HER14L_2A","HER14L_2A_4",1.8,183.27,6.66,1,25354,65492,1.27,-1.52117717586473,5.81673437192928,2.37965839132122,4.51404509291683,1.53046408277398,-0.779819238583252,-0.322397020789933,4.75281239213787,-5.51254175567404,-3.82558506771534,50396,5.55089041986221,0.180151277427815,-0.755022584278033,-1.78820706762369,-1.03318448334565
"HER14L","HER14L_2A","HER14L_2A_5",1.9,190.47,6.69,1,25677,65686,1.42,-2.43431163479569,2.4533223430524,6.03469836917144,1.41229451907766,1.29993399540237,NA,0.163371486649147,4.84086406762132,-5.4910332253476,-3.72260841880015,50500,5.53383361366283,0.18070655350588,-0.595983432106298,-2.78180537734471,-2.18582194523841
"HER14L","HER14L_2A","HER14L_2A_6",2,197.67,6.72,1,25548,67553,1.25,-0.557313024770947,3.29417535027162,5.56308030751334,1.68597839323994,2.03742046376297,-0.0611694752669813,-0.0149485983601351,6.00954994221985,-5.82504804924054,-3.70830610645082,49449,5.39371605896043,0.185400934915498,-0.513945751102234,-2.56494935746154,-2.0510036063593
"HER14L","HER14L_2A","HER14L_2A_7",2.1,204.86,6.74,1,25227,65931,1.51,-0.912420869910763,0.771616328613958,2.78053374373059,3.78422142848409,1.95297144427075,-0.520306824052377,-0.241230637268466,5.20107546732635,-6.14261517347209,-3.0074928013336,48690,5.10226845469357,0.195991255434649,-1.64412347042199,-2.86388014244919,-1.2197566720272
"HER14L","HER14L_2A","HER14L_2A_8",2.2,212.06,6.75,1,25500,65637,1.31,-1.01388025423643,1.27612813294549,0.964804206346937,3.20644436080816,1.57426217673423,-1.97756884411037,-0.0174081857395735,4.43262448128896,-5.70200660369665,-2.85874875290056,50135,5.2426845971859,0.190741972259168,-1.36736635123437,-2.40243042796376,-1.03506407672939
"HER14L","HER14L_2A","HER14L_2A_9",2.3,219.26,6.76,1,25948,65568,1.44,-1.26752871505058,0.939786930057802,0.62288111164482,3.75381210913272,1.25062835669263,NA,0.0858944841968385,3.97635670832926,-5.38981661204671,-1.96914492477217,51433,5.16554783025653,0.193590308881205,-1.5812670354674,-2.43992865450492,-0.858661619037519
"HER14L","HER14L_2A","HER14L_2A_10",2.4,226.45,6.77,1,27986,68909,1.26,-0.760231793422271,2.03289583944279,1.70760265345843,0.986564048158561,0.846479477694159,-0.0412069818415294,0.365057651763095,4.36858689911918,-4.15434132594269,-1.73458700224314,55421,5.57894112060779,0.179245483754282,-0.538996500732687,-2.33273813116473,-1.79374163043205
"HER14L","HER14L_2A","HER14L_2A_11",2.5,233.65,6.79,1,28354,70501,1.42,-1.06460994639926,0.098933922838581,1.40105091338067,2.29416478026723,1.03950580796208,0.877067715729261,0.459751765871472,2.56352755170844,-3.71689577533289,-2.17223776013267,56651,5.84935316164914,0.17095907399752,-1.58609054843711,-2.91360405938943,-1.32751351095232
"HER14L","HER14L_2A","HER14L_2A_12",2.6,240.85,6.79,1,27550,69187,1.64,-1.06460994639926,0.519360426448191,2.89843825914512,0.439196299834001,0.740524807275353,-1.39865653477226,0.298648792518258,2.81167318261635,-3.51256473723172,-2.37819105796304,57225,5.97950969630443,0.167237792191898,-0.755667537541279,-2.97289278158417,-2.21722524404289
"HER14L","HER14L_2A","HER14L_2A_13",2.7,248.04,6.79,1,27949,70246,1.26,-0.303664563956792,1.10795753150165,2.72158148602333,0.895336090104467,0.790617238092165,0.976880182856521,0.14492458130336,2.95175539361274,-3.45752820374936,-2.20942377224093,57458,5.9578590457738,0.167845528455285,-0.756862994946053,-2.74422985767971,-1.98736686273366
"HER14L","HER14L_2A","HER14L_2A_14",2.8,255.24,6.79,1,28404,72499,1.47,-0.303664563956792,1.52838403511126,4.34866379874375,2.08129954480768,1.06678126767386,1.51586750534372,0.516322275598555,2.91573425364224,-3.26901226147644,-2.04923787392843,58110,5.98941544382969,0.166961201702948,-1.02629162708848,-2.8304736163151,-1.80418198922661
"HER14L","HER14L_2A","HER14L_2A_15",2.9,262.44,6.79,1,28269,71965,1.46,-0.0500161031426375,3.54643125243739,3.55870354546645,0.743289493347645,0.827596467124471,-1.298844067645,0.603637627568618,2.82768257815879,-3.16210221367737,-2.41251660760143,58321,6.12361060217418,0.163302349702797,-0.126040720895365,-2.29057293654604,-2.16453221565068
"HER14L","HER14L_2A","HER14L_2A_16",3,269.63,6.79,1,28496,73171,1.59,-0.810961485585102,2.20106644088663,2.92201916222802,1.83802498999676,0.89263794797562,0.198342939263894,0.611016389706933,1.91114468335378,-2.85339154310965,-1.30837809423308,59683,5.96174034760294,0.167736255135981,-0.786673238570769,-2.47834924924184,-1.69167601067107
"HER14L","HER14L_2A","HER14L_2A_17",3.1,276.83,6.79,1,29090,72953,1.39,-1.6226365601904,1.52838403511126,0.882271045556771,2.93276048664588,0.853036078586412,0.75729275517655,0.499105163942486,1.41885577042358,-2.4912258486424,-1.48858722983465,60765,6.14042303172738,0.162855229164673,-1.23601215807055,-2.31414591539512,-1.07813375732457
"HER14L","HER14L_2A","HER14L_2A_18",3.2,284.03,6.8,1,29874,74705,1.49,-0.151475487468299,0.939786930057802,0.210215307693988,0.165512425671722,0.89447379622545,-1.53839398875043,0.496645576563048,0.73045176209842,-1.95161477898201,-1.41135474314826,62498,6.32083870212018,0.158206853097608,-0.45953232937844,-2.35137525716348,-1.89184292778504
"HER14L","HER14L_2A","HER14L_2A_19",3.3,291.22,6.81,1,30212,75779,1.23,-1.77482563667889,-0.405577881492952,-0.685859009456388,1.2906572416722,0.771471963486787,-0.400531863499665,0.608556802327494,0.894548066408487,-1.59356100943011,-0.624727563935056,63905,6.25204266908761,0.159947724756321,-1.54756250871601,-2.71469474382088,-1.16713223510487
"HER14L","HER14L_2A","HER14L_2A_20",3.4,298.42,6.82,1,30283,75638,1.42,-1.31825840721341,-1.75094269304371,-0.886296685661078,1.65556907388858,0.516551320795995,0.976880182856521,0.666357105744296,0.33021687353728,-1.4031472556578,-0.827820399295557,64436,6.37169660221943,0.156944070383338,-3.27714473299218,-4.26619481914876,-0.989050086156583
"HER14L","HER14L_2A","HER14L_2A_21",3.5,305.62,6.83,1,30431,76193,1.31,-2.43431163479569,0.519360426448191,-1.38149565040208,0.804108132050374,0.418464571447892,-0.300719396372405,0.922154193205888,1.074653766261,-1.12511787099691,-0.959401672909402,65269,6.50649798734905,0.153692508926362,-0.922721622204446,-2.0590742388554,-1.13635261665096
"HER14L","HER14L_2A","HER14L_2A_22",3.6,312.82,6.83,1,30788,77657,1.53,-0.557313024770947,0.435275125726269,-0.461840430168794,0.530424257888094,0.620932407000661,-0.260794409521501,1.00086098934792,0.00202426491714566,-0.892003358488295,-0.942238898090205,66012,6.58671417078497,0.151820767391949,-0.832909122935104,-2.37024374146786,-1.53733461853276
"HER14L","HER14L_2A","HER14L_2A_23",3.7,320.01,6.83,1,30759,76643,1.23,-2.63723040344702,-1.33051618943409,-1.02778210415851,0.408786980482637,0.441281542552932,1.05673015655833,0.779498125198462,-0.494266996898667,-1.01156548294997,0.118992678230157,66005,6.27568342151675,0.15934519522948,-1.97716269255942,-3.41224721784874,-1.43508452528932
"HER14L","HER14L_2A","HER14L_2A_24",3.8,327.21,6.85,1,30776,75777,1.32,-1.92701471316738,-0.0692366786052633,-1.41686700502643,0.925745409455832,0.357881579203475,-0.480381837201473,0.684804011090084,0.0620594982013166,-0.941979061305611,-0.762029762488634,65917,6.52133728890917,0.153342781656256,-1.22866541691631,-2.30258509299405,-1.07391967607774
"HER14L","HER14L_2A","HER14L_2A_25",3.9,334.41,6.86,1,30763,76038,1.47,-0.810961485585102,-0.489663182214874,-1.36970519886062,0.530424257888094,0.352374034453983,-1.298844067645,1.05620170538528,-0.466250554699388,-1.01757521936471,-0.839262249175021,65651,6.51413528671169,0.1535123168289,-1.28966752543082,-2.55272924612676,-1.26306172069594
"HER14L","HER14L_2A","HER14L_2A_26",4,341.6,6.87,1,31132,76709,1.22,0.000713589020193424,0.771616328613958,-1.11031526494867,-0.321036683950109,0.379124966094375,0.537705327496578,0.748753282955482,-0.0500062705958025,-0.783511801106401,-1.3913315058592,66198,6.74789325842697,0.148194401082319,-0.187211542088146,-2.05713578416554,-1.86992424207739
"HER14L","HER14L_2A","HER14L_2A_27",4.1,348.8,6.88,1,30880,76054,1.28,-1.87628502100455,0.0148486221166589,-0.567954494041865,1.16901996426675,0.278153312353681,-0.680006771455993,0.747523489265763,0.174125266998436,-0.849935203585111,-1.32554086905228,66011,6.70526438659974,0.1491365503795,-1.28093384546206,-2.52412736294128,-1.24319351747922
"HER14L","HER14L_2A","HER14L_2A_28",4.2,356,6.88,1,30329,74595,1.38,-1.26752871505058,0.098933922838581,-0.367516817837175,0.256740383725815,0.198162781468196,-1.65816894930314,0.440075066835965,0.542341364474684,-1.14061666490861,-1.11100618381231,65167,6.54073131219625,0.152888102609465,-0.836248024200619,-2.53796121274389,-1.70171318854327
