"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Fe","Cu","Br","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER14L","HER14L_2A","HER14L_2A_2",1.6,168.88,6.64,1,25557,65410,1.37,-1.7512221173153,-0.184740532147256,-0.381206946068546,NA,0.262716527722849,-1.07767301649482,-1.05725667232302,0.889008972133736,-1.73133142287603,-1.48822033048709,52728,5.54843517138599,0.180230996508192,-0.806087591740541,-2.68012774048259,-1.87404014874205
"HER14L","HER14L_2A","HER14L_2A_3",1.7,176.08,6.65,1,25943,68375,1.35,-1.96239215002388,-0.556054005829449,-0.772920912497475,NA,0.247043101575475,-1.61219368447325,-1.90972554880137,0.250160103221924,-2.40747482603476,-2.1848403865832,51987,5.58480050664978,0.179057425383289,-1.07407117975199,-2.70197115502583,-1.62789997527384
"HER14L","HER14L_2A","HER14L_2A_4",1.8,183.27,6.66,1,25354,65492,1.27,-2.91976076274334,-0.113985731656636,-1.71936683783118,NA,0.0256102343571399,-2.16258504407756,-2.37925250101705,-0.26804925434119,-2.77349232652286,-2.54756286958692,50396,5.55089041986221,0.180151277427815,-0.755022584278033,-1.78820706762369,-1.03318448334565
"HER14L","HER14L_2A","HER14L_2A_5",1.9,190.47,6.69,1,25677,65686,1.42,-3.25983941228395,0.106376196036617,0.114970831191777,NA,0.557838030188291,NA,-0.990896137380193,0.70788069026166,-1.72223640058653,-1.47504499812358,50500,5.53383361366283,0.18070655350588,-0.595983432106298,-2.78180537734471,-2.18582194523841
"HER14L","HER14L_2A","HER14L_2A_6",2,197.67,6.72,1,25548,67553,1.25,-1.41973465559304,0.22004620296685,-0.0995826304621143,NA,0.734077769896235,-0.942188145267753,-1.23403645376076,0.803147768331858,-1.88818809276074,-1.6053191691233,49449,5.39371605896043,0.185400934915498,-0.513945751102234,-2.56494935746154,-2.0510036063593
"HER14L","HER14L_2A","HER14L_2A_7",2.1,204.86,6.74,1,25227,65931,1.51,-2.29006291530399,-1.34590870476767,-1.42245093408411,NA,0.276558899042672,-1.81182579635007,-2.12909264272695,-0.00934346681163361,-2.6557676482017,-2.30209162429437,48690,5.10226845469357,0.195991255434649,-1.64412347042199,-2.86388014244919,-1.2197566720272
"HER14L","HER14L_2A","HER14L_2A_8",2.2,212.06,6.75,1,25500,65637,1.31,-2.20475756131877,-0.96243877642474,-1.71637560332752,NA,0.251377202307976,-4.25795690647598,-1.80453099798313,-0.00857270414577343,-2.43831967922567,-2.12174874032258,50135,5.2426845971859,0.190741972259168,-1.36736635123437,-2.40243042796376,-1.03506407672939
"HER14L","HER14L_2A","HER14L_2A_9",2.3,219.26,6.76,1,25948,65568,1.44,-2.53114360941905,-1.25881590412471,-1.99710712885079,NA,0.0346272259641284,NA,-1.89912689222764,-0.254028616467877,-2.56384669591764,-2.22712497049912,51433,5.16554783025653,0.193590308881205,-1.5812670354674,-2.43992865450492,-0.858661619037519
"HER14L","HER14L_2A","HER14L_2A_10",2.4,226.45,6.77,1,27986,68909,1.26,-1.21386753247104,0.185336312959598,-0.508996126771462,NA,0.489692454468097,-0.648582362097125,-0.644171546048128,0.818157246928183,-1.35702474235546,-1.11617012325273,55421,5.57894112060779,0.179245483754282,-0.538996500732687,-2.33273813116473,-1.79374163043205
"HER14L","HER14L_2A","HER14L_2A_11",2.5,233.65,6.79,1,28354,70501,1.42,-1.95760751646038,-1.26549928115321,-1.25096385747061,NA,0.22258416575501,-0.710374765292551,-1.20516334897006,-0.189099729684838,-1.92220237022048,-1.76100803152657,56651,5.84935316164914,0.17095907399752,-1.58609054843711,-2.91360405938943,-1.32751351095232
"HER14L","HER14L_2A","HER14L_2A_12",2.6,240.85,6.79,1,27550,69187,1.64,-1.08827772179737,-0.114879367861434,0.164946869480565,NA,0.644235512297571,-1.56467868994851,-0.324188558835703,0.762164280158339,-0.940268018513373,-0.796380627104413,57225,5.97950969630443,0.167237792191898,-0.755667537541279,-2.97289278158417,-2.21722524404289
"HER14L","HER14L_2A","HER14L_2A_13",2.7,248.04,6.79,1,27949,70246,1.26,-0.918389799666793,-0.116535773184235,-0.200855823313914,NA,0.492789911826471,-0.147537858795916,-0.719500531182814,0.525964528640685,-1.23619018444089,-1.0915755984417,57458,5.9578590457738,0.167845528455285,-0.756862994946053,-2.74422985767971,-1.98736686273366
"HER14L","HER14L_2A","HER14L_2A_14",2.8,255.24,6.79,1,28404,72499,1.47,-1.44041691615951,-0.489851475286009,-0.492381064318486,NA,0.284026391188085,-0.421135520321778,-1.09064208814123,-0.012002558700081,-1.79641841422511,-1.66857556591502,58110,5.98941544382969,0.166961201702948,-1.02629162708848,-2.8304736163151,-1.80418198922661
"HER14L","HER14L_2A","HER14L_2A_15",2.9,262.44,6.79,1,28269,71965,1.46,-0.714028484884402,0.757520774800531,0.0810897937995356,NA,0.567062083555676,-1.58506798607641,-0.367212321877258,0.577131059183098,-1.11484963848496,-1.0093001919455,58321,6.12361060217418,0.163302349702797,-0.126040720895365,-2.29057293654604,-2.16453221565068
"HER14L","HER14L_2A","HER14L_2A_16",3,269.63,6.79,1,28496,73171,1.59,-1.62649201532179,-0.157840336623145,-0.671426047045169,NA,0.262774986822342,-0.859235064137562,-0.938740603666027,-0.229922687902501,-1.65667308836786,-1.51969696243591,59683,5.96174034760294,0.167736255135981,-0.786673238570769,-2.47834924924184,-1.69167601067107
