"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Fe","Cu","Br","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER14L","HER14L_2A","HER14L_2A_2",1.6,168.88,6.64,1,25557,65410,1.37,0.0008058017727639,0.00102963559853165,0.015019249709016,0.00230548840540783,0.139493240218462,0.00201450443190975,0.044565314710359,0.0456844838391978,1,0.180230996508192,52728,5.54843517138599,0.180230996508192,-0.806087591740541,-2.68012774048259,-1.87404014874205
"HER14L","HER14L_2A","HER14L_2A_3",1.7,176.08,6.65,1,25943,68375,1.35,0.00108863285856845,0.00124739181710968,0.0185974780005443,0.00365145604644834,0.216978136623424,0.00201850675859566,0.0397350993377483,0.044974144969609,1,0.179057425383289,51987,5.58480050664978,0.179057425383289,-1.07407117975199,-2.70197115502583,-1.62789997527384
"HER14L","HER14L_2A","HER14L_2A_4",1.8,183.27,6.66,1,25354,65492,1.27,0.000679109196075217,0.00220125049762312,0.013160667868768,0.00468351169707046,0.215652296091609,0.00161581153548931,0.0371402477577688,0.0392244104629651,1,0.180151277427815,50396,5.55089041986221,0.180151277427815,-0.755022584278033,-1.78820706762369,-1.03318448334565
"HER14L","HER14L_2A","HER14L_2A_5",1.9,190.47,6.69,1,25677,65686,1.42,0.000257183605714152,0.00126253770077856,0.0203876458347946,0.00229127212363517,0.19475813050899,NA,0.0463164293563396,0.039676416263356,1,0.18070655350588,50500,5.53383361366283,0.18070655350588,-0.595983432106298,-2.78180537734471,-2.18582194523841
"HER14L","HER14L_2A","HER14L_2A_6",2,197.67,6.72,1,25548,67553,1.25,0.00115066522833513,0.00153422030444684,0.0199448639578089,0.00256502457149706,0.267098166127292,0.0025170801869831,0.0440129449838188,0.047680690399137,1,0.185400934915498,49449,5.39371605896043,0.185400934915498,-0.513945751102234,-2.56494935746154,-2.0510036063593
"HER14L","HER14L_2A","HER14L_2A_7",2.1,204.86,6.74,1,25227,65931,1.51,0.00100709881850114,0.000835155117781435,0.0146397779469922,0.00432315590380978,0.265775834541033,0.00201419763700228,0.0405787133698509,0.0438947704551595,1,0.195991255434649,48690,5.10226845469357,0.195991255434649,-1.64412347042199,-2.86388014244919,-1.2197566720272
"HER14L","HER14L_2A","HER14L_2A_8",2.2,212.06,6.75,1,25500,65637,1.31,0.00092627778833365,0.000950028500855026,0.010497814934448,0.00372886186585598,0.222686680600418,0.000213756412692381,0.0435588067642029,0.0378823864715941,1,0.190741972259168,50135,5.2426845971859,0.190741972259168,-1.36736635123437,-2.40243042796376,-1.03506407672939
"HER14L","HER14L_2A","HER14L_2A_9",2.3,219.26,6.76,1,25948,65568,1.44,0.000789027871249217,0.000835441275440347,0.00958436796546843,0.00406117286672391,0.188948968462092,NA,0.0445104546192941,0.0343691258035321,1,0.193590308881205,51433,5.16554783025653,0.193590308881205,-1.5812670354674,-2.43992865450492,-0.858661619037519
"HER14L","HER14L_2A","HER14L_2A_10",2.4,226.45,6.77,1,27986,68909,1.26,0.00093622997212588,0.00104261974168564,0.0107453667255357,0.00178734812860395,0.140455773772794,0.00225546311466689,0.0456412111411367,0.0335978892269719,1,0.179245483754282,55421,5.57894112060779,0.179245483754282,-0.538996500732687,-2.33273813116473,-1.79374163043205
"HER14L","HER14L_2A","HER14L_2A_11",2.5,233.65,6.79,1,28354,70501,1.42,0.000785448532451426,0.000537412153782555,0.00990078544853245,0.00262505167424556,0.151653575857792,0.0031417941298057,0.045928069450186,0.0233154195948739,1,0.17095907399752,56651,5.84935316164914,0.17095907399752,-1.58609054843711,-2.91360405938943,-1.32751351095232
"HER14L","HER14L_2A","HER14L_2A_12",2.6,240.85,6.79,1,27550,69187,1.64,0.000775098927099906,0.000632317545792029,0.0123607881532248,0.00134622445233142,0.126402317137845,0.000775098927099906,0.0426508383306817,0.0242728348223392,1,0.167237792191898,57225,5.97950969630443,0.167237792191898,-0.755667537541279,-2.97289278158417,-2.21722524404289
"HER14L","HER14L_2A","HER14L_2A_13",2.7,248.04,6.79,1,27949,70246,1.26,0.00107723577235772,0.000772357723577236,0.0120121951219512,0.00164634146341463,0.129837398373984,0.00319105691056911,0.0399593495934959,0.0248983739837398,1,0.167845528455285,57458,5.9578590457738,0.167845528455285,-0.756862994946053,-2.74422985767971,-1.98736686273366
"HER14L","HER14L_2A","HER14L_2A_14",2.8,255.24,6.79,1,28404,72499,1.47,0.00106434251747128,0.000863523174552173,0.0146397300988031,0.00240983211502932,0.14942967306611,0.00369507590971162,0.0455458269740541,0.0244196320989638,1,0.166961201702948,58110,5.98941544382969,0.166961201702948,-1.02629162708848,-2.8304736163151,-1.80418198922661
"HER14L","HER14L_2A","HER14L_2A_15",2.9,262.44,6.79,1,28269,71965,1.46,0.00115689950931504,0.00133641839869151,0.0132046116408026,0.00151593728806798,0.130230980970998,0.000857701360354251,0.0466549646946184,0.0238161726572785,1,0.163302349702797,58321,6.12361060217418,0.163302349702797,-0.126040720895365,-2.29057293654604,-2.16453221565068
"HER14L","HER14L_2A","HER14L_2A_16",3,269.63,6.79,1,28496,73171,1.59,0.00084132263744864,0.00099784777929955,0.0118959107806691,0.00219135198591274,0.132596360790452,0.00230874584230092,0.0458814322050479,0.018880845235766,1,0.167736255135981,59683,5.96174034760294,0.167736255135981,-0.786673238570769,-2.47834924924184,-1.69167601067107
"HER14L","HER14L_2A","HER14L_2A_17",3.1,276.83,6.79,1,29090,72953,1.39,0.000516696966797436,0.000822887761936657,0.00832456224284757,0.0028322648550378,0.12680126303703,0.00279399100564539,0.0431346282652378,0.0161132905942015,1,0.162855229164673,60765,6.14042303172738,0.162855229164673,-1.23601215807055,-2.31414591539512,-1.07813375732457
"HER14L","HER14L_2A","HER14L_2A_18",3.2,284.03,6.8,1,29874,74705,1.49,0.00103778654954504,0.000667148496136098,0.00700505920942903,0.00105631845221549,0.125720427716314,0.000574488982783862,0.041733844813847,0.0124163747891996,1,0.158206853097608,62498,6.32083870212018,0.158206853097608,-0.45953232937844,-2.35137525716348,-1.89184292778504
"HER14L","HER14L_2A","HER14L_2A_19",3.3,291.22,6.81,1,30212,75779,1.23,0.000435627030657252,0.00036302252554771,0.00548164013577042,0.00170620587007424,0.11462436244169,0.00159729911240993,0.0425280888679143,0.0129054507832211,1,0.159947724756321,63905,6.25204266908761,0.159947724756321,-1.54756250871601,-2.71469474382088,-1.16713223510487
"HER14L","HER14L_2A","HER14L_2A_20",3.4,298.42,6.82,1,30283,75638,1.42,0.000592512792889846,7.18197324714965e-05,0.00511715593859413,0.00190322291049466,0.0959332076488015,0.00281892449950624,0.0429122901517192,0.0102343118771883,1,0.156944070383338,64436,6.37169660221943,0.156944070383338,-3.27714473299218,-4.26619481914876,-0.989050086156583
"HER14L","HER14L_2A","HER14L_2A_21",3.5,305.62,6.83,1,30431,76193,1.31,0.000194435606462333,0.000547954890939301,0.00429525930639516,0.00137872520946018,0.0878318662283028,0.0016438646728179,0.0459221550535582,0.0133630289532294,1,0.153692508926362,65269,6.50649798734905,0.153692508926362,-0.922721622204446,-2.0590742388554,-1.13635261665096
"HER14L","HER14L_2A","HER14L_2A_22",3.6,312.82,6.83,1,30788,77657,1.53,0.000837535551639301,0.000523459719774563,0.00560101900158783,0.0012039573554815,0.100172741707526,0.00165762244595278,0.0464483258013296,0.00851494477499956,1,0.151820767391949,66012,6.58671417078497,0.151820767391949,-0.832909122935104,-2.37024374146786,-1.53733461853276
"HER14L","HER14L_2A","HER14L_2A_23",3.7,320.01,6.83,1,30759,76643,1.23,0.00012295153952892,0.000158080550822897,0.00479511004162788,0.00114169286705426,0.0888061405511742,0.00282788540916516,0.0435951030158256,0.00639348005550384,1,0.15934519522948,66005,6.27568342151675,0.15934519522948,-1.97716269255942,-3.41224721784874,-1.43508452528932
"HER14L","HER14L_2A","HER14L_2A_24",3.8,327.21,6.85,1,30776,75777,1.32,0.000367434780326492,0.000419925463230277,0.00419925463230277,0.00143474533270345,0.0829002851993771,0.00146973912130597,0.042080030794534,0.00880093783353455,1,0.153342781656256,65917,6.52133728890917,0.153342781656256,-1.22866541691631,-2.30258509299405,-1.07391967607774
"HER14L","HER14L_2A","HER14L_2A_25",3.9,334.41,6.86,1,30763,76038,1.47,0.000755525881154022,0.000333837017254103,0.00428717011631584,0.00121235548371227,0.0828794321256633,0.000755525881154022,0.0475629897740451,0.00651860702111958,1,0.1535123168289,65651,6.51413528671169,0.1535123168289,-1.28966752543082,-2.55272924612676,-1.26306172069594
"HER14L","HER14L_2A","HER14L_2A_26",4,341.6,6.87,1,31132,76709,1.22,0.00102334616852257,0.000589724910674021,0.00461373018350852,0.000711138862871613,0.0835848336628855,0.00234155479238214,0.042616297221355,0.00823880389912235,1,0.148194401082319,66198,6.74789325842697,0.148194401082319,-0.187211542088146,-2.05713578416554,-1.86992424207739
"HER14L","HER14L_2A","HER14L_2A_27",4.1,348.8,6.88,1,30880,76054,1.28,0.000382981686512081,0.000435206461945547,0.00543137664508043,0.00156674326300397,0.0771882180906622,0.00128821112735882,0.0427546828215305,0.00924378525172342,1,0.1491365503795,66011,6.70526438659974,0.1491365503795,-1.28093384546206,-2.52412736294128,-1.24319351747922
"HER14L","HER14L_2A","HER14L_2A_28",4.2,356,6.88,1,30329,74595,1.38,0.000601503759398496,0.000459973463069438,0.00582043343653251,0.00106147722246793,0.073047324192835,0.000442282176028306,0.0390269792127377,0.0110216718266254,1,0.152888102609465,65167,6.54073131219625,0.152888102609465,-0.836248024200619,-2.53796121274389,-1.70171318854327
"HER14L","HER14L_2A","HER14L_2A_29",4.3,363.19,6.89,1,30377,76442,1.33,0.000694215449764835,0.000295041566150055,0.00492892969333032,0.00128429858206494,0.064041375240806,0.00109338933337961,0.0443950780124612,0.0123917457783023,1,0.153473680556761,66462,6.51577518941536,0.153473680556761,-1.47085174914795,-2.81576089410499,-1.34490914495704
"HER14L","HER14L_2A","HER14L_2A_30",4.4,370.39,6.89,1,31057,77947,1.38,0.000518143663966562,0.000379972020242146,0.00616590960120209,0.0012608162489853,0.0870135926354514,0.00253890395343616,0.042764123732707,0.00830757007893055,1,0.154320454584708,66834,6.4800223838836,0.154320454584708,-1.19941698779008,-2.78669332842132,-1.58727634063125
"HER14L","HER14L_2A","HER14L_2A_31",4.5,377.59,6.9,1,30926,76220,1.41,0.000518295843267337,0.000103659168653467,0.00447462078020801,0.00117480391140596,0.0732524791817836,0.00212501295739608,0.0424829826198127,0.00848277530147542,1,0.151117791368647,66629,6.61735452155025,0.151117791368647,-2.42774823594805,-3.76506859247148,-1.33732035652343
"HER14L","HER14L_2A","HER14L_2A_32",4.6,384.78,6.9,1,31046,76956,1.34,0.000431354279897165,0.000276066739134186,0.00512448884517832,0.000534879307072485,0.0741411736287247,0.000327829252721845,0.0446537950549545,0.00950704832893352,1,0.153665648670566,66863,6.50763530204357,0.153665648670566,-0.661398482245365,-2.92114341656292,-2.25974493431755
"HER14L","HER14L_2A","HER14L_2A_33",4.7,391.98,6.91,1,30728,76166,1.43,0.000632388848876631,0.000193229926045637,0.00535773885853813,0.00144044126688566,0.0751137421610132,0.00110668048553411,0.0422119556625151,0.011207335710647,1,0.159186326347779,65989,6.2819465901567,0.159186326347779,-2.00882397446588,-3.32241650380904,-1.31359252934316
"HER14L","HER14L_2A","HER14L_2A_34",4.8,399.18,6.9,1,30715,76955,1.64,0.000781629959007851,0.000677412631140138,0.00496769262836101,0.000607934412561662,0.0818453414854443,0.0006426735218509,0.0444486903355798,0.00960536371847426,1,0.152956298200514,66378,6.53781512605042,0.152956298200514,0.108213584640233,-1.99243016469021,-2.10064374933044
"HER14L","HER14L_2A","HER14L_2A_35",4.9,406.37,6.91,1,30887,77949,1.64,0.000916273360648652,0.000656950711408468,0.00594713275590823,0.00141763048251301,0.0878585135625746,0.000363051708936258,0.0450357000847121,0.00835018930553394,1,0.154763757066542,66795,6.46146112600536,0.154763757066542,-0.769133087537867,-2.20305549764701,-1.43392241010915
"HER14L","HER14L_2A","HER14L_2A_36",5,413.57,6.91,1,31266,79304,1.41,0.0010531322190515,0.00054355211305884,0.00579222720478326,0.00125696426144857,0.0900767767359696,0.00227612447343389,0.0442825112107623,0.00786451963582008,1,0.152602255741269,67856,6.55298308103295,0.152602255741269,-0.838329190404443,-2.36614657448379,-1.52781738407935
"HER14L","HER14L_2A","HER14L_2A_37",5.1,420.77,6.91,1,31490,80898,1.34,0.000604320894394924,0.000352520521730372,0.00661395645532222,0.00122542848030082,0.0963723959644794,0.00216548320491514,0.0456430142183277,0.0113645901529268,1,0.148914740393816,68442,6.71525194453838,0.148914740393816,-1.24593700342497,-2.93182847157451,-1.68589146814954
"HER14L","HER14L_2A","HER14L_2A_38",5.2,427.96,6.92,1,30994,79097,1.39,0.000605285002767017,0.000916574432761483,0.0062084947426674,0.000933868289983398,0.0989381571665744,0.000553403431101273,0.0444106253458771,0.0116214720531267,1,0.159017017155506,67019,6.28863512778684,0.159017017155506,-0.0186921330121525,-1.91303047493616,-1.894338341924
"HER14L","HER14L_2A","HER14L_2A_39",5.3,435.16,6.91,1,30916,79129,1.33,0.000913635580072401,0.000413721772108257,0.00667126357524565,0.00131011894500948,0.0982933976900534,0.0014480262023789,0.046164454404413,0.0113945871401483,1,0.157076366143768,67122,6.36633011413521,0.157076366143768,-1.15267950993839,-2.78037086268184,-1.62769135274345
"HER14L","HER14L_2A","HER14L_2A_40",5.4,442.36,6.91,1,31181,77897,1.54,0.000740370874154169,0.000688717092236437,0.00621567175743384,0.00146352382100243,0.0871399300952151,0.00198006164017976,0.0464023140894299,0.00998639783742833,1,0.150398595017132,66814,6.64899828277046,0.150398595017132,-0.75377180237638,-2.19999850421894,-1.44622670184256
