"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Fe","Cu","Br","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER14L","HER14L_2A","HER14L_2A_2",1.6,168.88,6.64,1,25557,65410,1.37,-1.05121004977353,-0.806087591740541,1.87404014874205,0,4.10272359932095,-0.134919317899371,2.96166331583456,2.98646617458021,6.07246273543108,4.35894679853005,52728,5.54843517138599,0.180230996508192,-0.806087591740541,-2.68012774048259,-1.87404014874205
"HER14L","HER14L_2A","HER14L_2A_3",1.7,176.08,6.65,1,25943,68375,1.35,-1.21020335407657,-1.07407117975199,1.62789997527384,0,4.0846705906937,-0.592767995252323,2.38710890651187,2.51096176353533,5.61262927409874,3.89258056170528,51987,5.58480050664978,0.179057425383289,-1.07407117975199,-2.70197115502583,-1.62789997527384
"HER14L","HER14L_2A","HER14L_2A_4",1.8,183.27,6.66,1,25354,65492,1.27,-1.93102153656156,-0.755022584278033,1.03318448334565,0,3.82961917917333,-1.06421086195078,2.07065303564676,2.12525107771113,5.36370708781197,3.6497487369109,50396,5.55089041986221,0.180151277427815,-0.755022584278033,-1.78820706762369,-1.03318448334565
"HER14L","HER14L_2A","HER14L_2A_5",1.9,190.47,6.69,1,25677,65686,1.42,-2.1870722058722,-0.595983432106298,2.18582194523841,0,4.44265125649032,NA,3.00638956802798,2.85164978656365,6.0786481031515,4.3677672884363,50500,5.53383361366283,0.18070655350588,-0.595983432106298,-2.78180537734471,-2.18582194523841
"HER14L","HER14L_2A","HER14L_2A_6",2,197.67,6.72,1,25548,67553,1.25,-0.801627823554015,-0.513945751102234,2.0510036063593,0,4.64564819611885,-0.0188684843043828,2.84251573671853,2.92255844439207,5.96578722087427,4.28055263770534,49449,5.39371605896043,0.185400934915498,-0.513945751102234,-2.56494935746154,-2.0510036063593
"HER14L","HER14L_2A","HER14L_2A_7",2.1,204.86,6.74,1,25227,65931,1.51,-1.45691192833384,-1.64412347042199,1.2197566720272,0,4.11866755736232,-0.763764747773899,2.23925795904277,2.31780952012128,5.44376961014637,3.81408437427013,48690,5.10226845469357,0.195991255434649,-1.64412347042199,-2.86388014244919,-1.2197566720272
"HER14L","HER14L_2A","HER14L_2A_8",2.2,212.06,6.75,1,25500,65637,1.31,-1.39268415921866,-1.36736635123437,1.03506407672939,0,4.08966270646849,-2.85902122801209,2.4580088474681,2.31838320987064,5.59165222168531,3.93481852684015,50135,5.2426845971859,0.190741972259168,-1.36736635123437,-2.40243042796376,-1.03506407672939
"HER14L","HER14L_2A","HER14L_2A_9",2.3,219.26,6.76,1,25948,65568,1.44,-1.63842544930735,-1.5812670354674,0.858661619037519,0,3.84000515513941,NA,2.39425228151987,2.13568684034428,5.50628346365774,3.86427230083338,51433,5.16554783025653,0.193590308881205,-1.5812670354674,-2.43992865450492,-0.858661619037519
"HER14L","HER14L_2A","HER14L_2A_10",2.4,226.45,6.77,1,27986,68909,1.26,-0.646627164925052,-0.538996500732687,1.79374163043205,0,4.36415963284546,0.232622295268753,3.2400780325188,2.93373021541233,6.32702225002444,4.6080232549705,55421,5.57894112060779,0.179245483754282,-0.538996500732687,-2.33273813116473,-1.79374163043205
"HER14L","HER14L_2A","HER14L_2A_11",2.5,233.65,6.79,1,28354,70501,1.42,-1.20660092673221,-1.58609054843711,1.32751351095232,0,4.0564982322554,0.179693434387685,2.86197588374098,2.18401434559941,5.94265469770543,4.17632361323331,56651,5.84935316164914,0.17095907399752,-1.58609054843711,-2.91360405938943,-1.32751351095232
"HER14L","HER14L_2A","HER14L_2A_12",2.6,240.85,6.79,1,27550,69187,1.64,-0.55206858230004,-0.755667537541279,2.21722524404289,0,4.54216584093568,-0.55206858230004,3.45574295740221,2.89205384407915,6.61045130658634,4.82211273256975,57225,5.97950969630443,0.167237792191898,-0.755667537541279,-2.97289278158417,-2.21722524404289
"HER14L","HER14L_2A","HER14L_2A_13",2.7,248.04,6.79,1,27949,70246,1.26,-0.424157241120317,-0.756862994946053,1.98736686273366,0,4.36772735466246,0.661796650675869,3.18930714603467,2.71624696830639,6.40919974780796,4.6244885517736,57458,5.9578590457738,0.167845528455285,-0.756862994946053,-2.74422985767971,-1.98736686273366
"HER14L","HER14L_2A","HER14L_2A_14",2.8,255.24,6.79,1,28404,72499,1.47,-0.817199829229924,-1.02629162708848,1.80418198922661,0,4.12726878461522,0.42744401482694,2.9391619220656,2.31583031974407,6.02819819571963,4.23820437703054,58110,5.98941544382969,0.166961201702948,-1.02629162708848,-2.8304736163151,-1.80418198922661
"HER14L","HER14L_2A","HER14L_2A_15",2.9,262.44,6.79,1,28269,71965,1.46,-0.270290329739912,-0.126040720895365,2.16453221565068,0,4.4532757309003,-0.569533224592769,3.42674542629785,2.75433095366622,6.49172135932736,4.67956946909012,58321,6.12361060217418,0.163302349702797,-0.126040720895365,-2.29057293654604,-2.16453221565068
"HER14L","HER14L_2A","HER14L_2A_16",3,269.63,6.79,1,28496,73171,1.59,-0.957298755601532,-0.786673238570769,1.69167601067107,0,4.10279093384102,0.0521857531705702,3.04154180958529,2.15362923004389,6.12323658046723,4.33787413738366,59683,5.96174034760294,0.167736255135981,-0.786673238570769,-2.47834924924184,-1.69167601067107
"HER14L","HER14L_2A","HER14L_2A_17",3.1,276.83,6.79,1,29090,72953,1.39,-1.70137540775979,-1.23601215807055,1.07813375732457,0,3.80154430909573,-0.0136056520557786,2.72324942083561,1.73856774047821,5.86667858526449,4.0517849478033,60765,6.14042303172738,0.162855229164673,-1.23601215807055,-2.31414591539512,-1.07813375732457
"HER14L","HER14L_2A","HER14L_2A_18",3.2,284.03,6.8,1,29874,74705,1.49,-0.017699577099401,-0.45953232937844,1.89184292778504,0,4.77927090963719,-0.609064063349404,3.67652272142503,2.46422644455046,6.85296557456153,5.00911366917576,62498,6.32083870212018,0.158206853097608,-0.45953232937844,-2.35137525716348,-1.89184292778504
"HER14L","HER14L_2A","HER14L_2A_19",3.3,291.22,6.81,1,30212,75779,1.23,-1.36524095192206,-1.54756250871601,1.16713223510487,0,4.20738825251459,-0.0659579677917974,3.21589265623779,2.02337764753324,6.37348316305823,4.54057492565223,63905,6.25204266908761,0.159947724756321,-1.54756250871601,-2.71469474382088,-1.16713223510487
"HER14L","HER14L_2A","HER14L_2A_20",3.4,298.42,6.82,1,30283,75638,1.42,-1.16693153264559,-3.27714473299218,0.989050086156583,0,3.9201034778457,0.392806711236241,3.11560955081349,1.68219726671653,6.26420656116722,4.41234078446842,64436,6.37169660221943,0.156944070383338,-3.27714473299218,-4.26619481914876,-0.989050086156583
"HER14L","HER14L_2A","HER14L_2A_21",3.5,305.62,6.83,1,30431,76193,1.31,-1.95881355389122,-0.922721622204446,1.13635261665096,0,4.15426506491273,0.175890666463664,3.50578837054095,2.27133254948994,6.58659596800414,4.71379460009879,65269,6.50649798734905,0.153692508926362,-0.922721622204446,-2.0590742388554,-1.13635261665096
"HER14L","HER14L_2A","HER14L_2A_22",3.6,312.82,6.83,1,30788,77657,1.53,-0.362905493689368,-0.832909122935104,1.53733461853276,0,4.42128218557038,0.319770387003281,3.6527264943578,1.95620890125589,6.72214135175808,4.83708673596877,66012,6.58671417078497,0.151820767391949,-0.832909122935104,-2.37024374146786,-1.53733461853276
"HER14L","HER14L_2A","HER14L_2A_23",3.7,320.01,6.83,1,30759,76643,1.23,-2.22847712084032,-1.97716269255942,1.43508452528932,0,4.35394366593106,0.907017095088826,3.64243269586892,1.7227665977411,6.77524314695478,4.9385607560719,66005,6.27568342151675,0.15934519522948,-1.97716269255942,-3.41224721784874,-1.43508452528932
"HER14L","HER14L_2A","HER14L_2A_24",3.8,327.21,6.85,1,30776,75777,1.32,-1.36219680954083,-1.22866541691631,1.07391967607774,0,4.05665113745448,0.0240975515790605,3.37858593527561,1.81387092283549,6.54676791401929,4.6716884534511,65917,6.52133728890917,0.153342781656256,-1.22866541691631,-2.30258509299405,-1.07391967607774
"HER14L","HER14L_2A","HER14L_2A_25",3.9,334.41,6.86,1,30763,76038,1.47,-0.472906388903697,-1.28966752543082,1.26306172069594,0,4.224821778687,-0.472906388903697,3.66948978501704,1.68209555801018,6.71519013094709,4.84121565570084,65651,6.51413528671169,0.1535123168289,-1.28966752543082,-2.55272924612676,-1.26306172069594
"HER14L","HER14L_2A","HER14L_2A_26",4,341.6,6.87,1,31132,76709,1.22,0.363965377201412,-0.187211542088146,1.86992424207739,0,4.76674964993602,1.19170271173412,4.09312430581687,2.44974273733033,7.24864284080101,5.33941249449567,66198,6.74789325842697,0.148194401082319,-0.187211542088146,-2.05713578416554,-1.86992424207739
"HER14L","HER14L_2A","HER14L_2A_27",4.1,348.8,6.88,1,30880,76054,1.28,-1.40876721697195,-1.28093384546206,1.24319351747922,0,3.89724771984599,-0.195744577126095,3.30647961893677,1.77495235091167,6.45875616885024,4.55586322163378,66011,6.70526438659974,0.1491365503795,-1.28093384546206,-2.52412736294128,-1.24319351747922
"HER14L","HER14L_2A","HER14L_2A_28",4.2,356,6.88,1,30329,74595,1.38,-0.567984037605939,-0.836248024200619,1.70171318854327,0,4.23144596366399,-0.8754687373539,3.60459163759135,2.34020195656535,6.84809373492407,4.97004475426978,65167,6.54073131219625,0.152888102609465,-0.836248024200619,-2.53796121274389,-1.70171318854327
"HER14L","HER14L_2A","HER14L_2A_29",4.3,363.19,6.89,1,30377,76442,1.33,-0.615185639090233,-1.47085174914795,1.34490914495704,0,3.9093166438304,-0.160930366812637,3.54291588893462,2.26681786913541,6.65754256019871,4.78331637137157,66462,6.51577518941536,0.153473680556761,-1.47085174914795,-2.81576089410499,-1.34490914495704
"HER14L","HER14L_2A","HER14L_2A_30",4.4,370.39,6.89,1,31057,77947,1.38,-0.889262059486236,-1.19941698779008,1.58727634063125,0,4.23430501576416,0.699973145630345,3.5239401926561,1.88540782895737,6.67599595110638,4.80727198644514,66834,6.4800223838836,0.154320454584708,-1.19941698779008,-2.78669332842132,-1.58727634063125
"HER14L","HER14L_2A","HER14L_2A_31",4.5,377.59,6.9,1,30926,76220,1.41,-0.818310323513951,-2.42774823594805,1.33732035652343,0,4.1328108430499,0.592676650196311,3.58800233704009,1.97693642261841,6.7466540292225,4.85695835824375,66629,6.61735452155025,0.151117791368647,-2.42774823594805,-3.76506859247148,-1.33732035652343
"HER14L","HER14L_2A","HER14L_2A_32",4.6,384.78,6.9,1,31046,76956,1.34,-0.215111379616946,-0.661398482245365,2.25974493431755,0,4.93168517928985,-0.489548225318706,4.42465345113564,2.87774760466777,7.53346943077552,5.6604932813965,66863,6.50763530204357,0.153665648670566,-0.661398482245365,-2.92114341656292,-2.25974493431755
"HER14L","HER14L_2A","HER14L_2A_33",4.7,391.98,6.91,1,30728,76166,1.43,-0.823200308808143,-2.00882397446588,1.31359252934316,0,3.95405402488068,-0.26358452087272,3.37775398847222,2.05161903608054,6.54280577699868,4.70512587796283,65989,6.2819465901567,0.159186326347779,-2.00882397446588,-3.32241650380904,-1.31359252934316
"HER14L","HER14L_2A","HER14L_2A_34",4.8,399.18,6.9,1,30715,76955,1.64,0.251314428280906,0.108213584640233,2.10064374933044,0,4.90251966384201,0.0555698511548108,4.29202377467038,2.76000994003292,7.40544355589315,5.52784052482629,66378,6.53781512605042,0.152956298200514,0.108213584640233,-1.99243016469021,-2.10064374933044
