Site,label,ID,depth,SH20_age,surface,validity,kcps,cps,MSE,K,Ca,Ti,Fe,Br,Sr,Mo_inc,Mo_coh,inc_coh,coh_inc,LnK_Ti,LnK_Ca,LnTi_Ca
HER14L,HER14L_2A,HER14L_2A_354,36.8,1541.16,7.53,1,31332,74808,1.39,-3.693219536,-0.802847778,-2.63032533,-0.075214422,0.855658734,-0.49562111,4.363857822,2.477711619,6.59452326,0.151640985,-1.098612289,-2.941510719,-1.842898431
HER14L,HER14L_2A,HER14L_2A_355,36.9,1542.57,7.53,1,31395,74822,1.42,-4.109371928,-0.506595173,-2.977969816,0.008037907,0.968298768,-0.649905638,4.599003449,2.66850243,6.893633982,0.145061371,-1.203972804,-3.705408756,-2.501435952
HER14L,HER14L_2A,HER14L_2A_356,37,1543.99,7.54,1,31358,75077,1.39,-6.028911184,-0.285907996,-2.770814646,0.297238289,1.272236622,-0.54411425,4.983204993,3.077068173,6.727686501,0.148639506,NA,NA,-2.520917087
HER14L,HER14L_2A,HER14L_2A_357,37.1,1545.41,7.53,1,31223,74875,1.48,-3.139090643,-0.775880928,-3.30898968,0.041563969,0.771055602,-0.520327133,4.395505066,2.536163748,6.420087898,0.155761107,0.175890666,-2.392012903,-2.567903569
HER14L,HER14L_2A,HER14L_2A_358,37.2,1546.83,7.53,1,31122,73862,1.35,-3.519144975,-0.811094774,-2.848987313,-0.002186803,1.046622663,-0.699390785,4.381137909,2.453044078,6.877071023,0.145410742,-0.693147181,-2.751535313,-2.058388132
HER14L,HER14L_2A,HER14L_2A_359,37.3,1548.25,7.53,1,31311,77249,1.35,-3.27654343,-0.912473253,-2.457516003,0.130328876,0.974387867,-0.596524743,4.019373643,2.118967043,6.689243028,0.149493746,-0.832909123,-2.386466577,-1.553557454
HER14L,HER14L_2A,HER14L_2A_360,37.4,1549.67,7.53,1,31163,76950,1.43,-3.507459223,-0.894719201,-2.439618593,0.449595088,0.968844,-0.647859123,3.997232652,2.0739844,6.843817787,0.146117274,-1.088140989,-2.641286985,-1.553145996
HER14L,HER14L_2A,HER14L_2A_361,37.5,1551.09,7.54,1,31305,76924,1.38,-3.354603124,-0.84800365,-2.743694042,0.578253968,0.947682293,-0.689570308,3.999034965,2.110899897,6.607659764,0.151339511,-0.623188592,-2.531119493,-1.907930901
HER14L,HER14L_2A,HER14L_2A_362,37.6,1552.51,7.54,1,31480,78006,1.2,-3.991239479,-0.954264247,-2.687183216,0.45450297,1.125492902,-0.188091931,4.069150988,2.171632014,6.669955654,0.149926034,-1.343734747,-3.088514007,-1.74477926
HER14L,HER14L_2A,HER14L_2A_363,37.7,1553.93,7.54,1,31460,77631,1.31,-3.49690433,-0.885537801,-2.6288157,0.57061299,0.967650608,-0.588718336,3.975562972,2.086149598,6.616107977,0.151146264,-0.885519073,-2.63905733,-1.753538256
HER14L,HER14L_2A,HER14L_2A_364,37.8,1555.35,7.54,1,31402,77911,1.43,-3.062450027,-0.94008344,-2.583712718,0.382792221,0.86039144,-0.570260024,3.901586088,2.011736459,6.618990121,0.151080449,-0.485507816,-2.137963113,-1.652455298
HER14L,HER14L_2A,HER14L_2A_365,37.9,1556.77,7.54,1,31314,76741,1.54,-3.088128713,-0.977321512,-2.41478416,0.305853156,0.999987342,-0.867221651,3.978154207,2.063461332,6.785511525,0.147372825,-0.683096845,-2.128231706,-1.445134861
HER14L,HER14L_2A,HER14L_2A_366,38,1558.19,7.54,1,31331,76964,1.3,-3.541212161,-0.822112124,-2.488062246,0.147667293,1.04613344,-0.560593525,4.067344265,2.150835057,6.797841241,0.147105524,-1.075355427,-2.750801368,-1.675445942
HER14L,HER14L_2A,HER14L_2A_367,38.1,1559.61,7.54,1,31427,76607,1.39,-3.481305467,-0.796438602,-2.552592215,0.25785114,1.004165786,-0.631683369,4.058419483,2.141583243,6.800067774,0.147057358,-0.94803943,-2.714481091,-1.766441661
HER14L,HER14L_2A,HER14L_2A_368,38.2,1561.03,7.53,1,31466,76764,1.28,-3.906287738,-0.812723215,-2.807675449,0.324592957,1.08073769,-0.384841228,4.211074444,2.29512254,6.794054724,0.14718751,-1.137078569,-3.148200867,-2.011122298
HER14L,HER14L_2A,HER14L_2A_369,38.3,1562.44,7.53,1,31567,77448,1.48,-3.574747038,-0.816686416,-2.84385953,0.219012047,1.098441185,-0.558081555,4.182567279,2.293354028,6.614773716,0.151176751,-0.751416089,-2.794839331,-2.043423242
HER14L,HER14L_2A,HER14L_2A_370,38.4,1563.86,7.52,1,31751,76850,1.39,-3.875553446,-0.828652886,-2.286318241,0.50271614,1.012537495,-0.869870842,4.135171282,2.209970499,6.857191625,0.145832296,-1.630271999,-3.095815732,-1.465543733
HER14L,HER14L_2A,HER14L_2A_371,38.5,1565.28,7.51,1,31721,76328,1.34,-4.318903058,-0.89572677,-2.361158452,0.36707877,1.017031172,-0.305527559,4.200936628,2.296269269,6.717811279,0.148858007,-2.032921526,-3.507466575,-1.474545049
HER14L,HER14L_2A,HER14L_2A_372,38.6,1566.7,7.51,1,31636,76844,1.3,-3.575090321,-1.187739961,-2.426467612,0.206473491,1.108108712,-0.587080093,4.174348185,2.2874476,6.599496773,0.151526705,-1.17557333,-2.423031246,-1.247457916
HER14L,HER14L_2A,HER14L_2A_373,38.7,1568.12,7.5,1,31595,75547,1.6,-3.209990034,-1.001433891,-2.330256898,0.028185526,1.118716963,-0.925516691,4.127030343,2.193264682,6.916185638,0.144588369,-0.895013333,-2.231710753,-1.33669742
HER14L,HER14L_2A,HER14L_2A_374,38.8,1569.54,7.5,1,31660,75219,1.68,-3.250295358,-0.919895577,-2.259896654,-0.098217014,0.935466814,-0.675532379,4.075360211,2.193009959,6.569543035,0.152217589,-1.006804739,-2.353878387,-1.347073648
HER14L,HER14L_2A,HER14L_2A_375,38.9,1570.96,7.5,1,31608,75679,1.52,-6.443109696,-0.69371671,-1.598922609,0.411244806,1.462700617,-0.336086808,4.558606738,2.639283662,6.817003865,0.14669201,NA,NA,-0.909921284
HER14L,HER14L_2A,HER14L_2A_376,39,1572.38,7.5,1,31599,75864,1.54,-3.136437987,-0.939213409,-2.378752285,0.165143663,0.969688744,-0.849530706,4.05163901,2.11746297,6.91902881,0.144528954,-0.769687258,-2.217225244,-1.447537986
HER14L,HER14L_2A,HER14L_2A_377,39.1,1573.8,7.5,1,31611,75853,1.5,-3.048764782,-0.971986358,-2.568179044,0.129289048,0.979242952,-0.821270141,4.099497323,2.202171002,6.668674699,0.149954833,-0.488846717,-2.095614401,-1.606767684
HER14L,HER14L_2A,HER14L_2A_378,39.2,1575.22,7.5,1,31560,75202,1.5,-3.452097275,-0.871880445,-2.309999874,0.195960185,1.162693155,-1.094392883,4.142552343,2.227164795,6.790228903,0.14727044,-1.165303663,-2.611589935,-1.446286272
HER14L,HER14L_2A,HER14L_2A_379,39.3,1576.64,7.5,1,31544,76563,1.56,-4.582030344,-0.890376963,-2.313346803,0.459960052,1.191139985,-0.423147261,4.217078325,2.34072301,6.530268199,0.153133067,-2.374905755,-3.80666249,-1.431756735
HER14L,HER14L_2A,HER14L_2A_380,39.4,1578.06,7.5,1,31592,75623,1.62,-3.412810021,-0.819422729,-2.509098072,0.303046021,1.040810267,-0.902195015,4.114983966,2.184685583,6.89224887,0.145090524,-0.922721622,-2.622796809,-1.700075187
HER14L,HER14L_2A,HER14L_2A_381,39.5,1579.48,7.5,1,31492,77125,1.35,-3.033550173,-1.039468481,-2.270198734,0.24256487,0.930547639,-0.867097255,3.962715359,2.074486776,6.608270098,0.151325534,-0.773189888,-2.009952515,-1.236762627
HER14L,HER14L_2A,HER14L_2A_382,39.6,1580.9,7.5,1,31486,77181,1.3,-4.133924976,-0.950330965,-2.43525593,0.532026683,1.05829086,-0.499853758,4.163601945,2.265446141,6.674204634,0.149830587,-1.755391825,-3.249820629,-1.494428804
HER14L,HER14L_2A,HER14L_2A_383,39.7,1582.31,7.49,1,31455,77925,1.37,-3.407905083,-1.038997347,-2.419958363,0.410748715,0.988306186,-0.71521027,4.040511976,2.142504187,6.673217855,0.149852743,-1.006238969,-2.395217895,-1.388978926
HER14L,HER14L_2A,HER14L_2A_384,39.8,1583.73,7.49,1,31594,77156,1.41,-3.610432384,-0.932459638,-2.261878351,0.412933209,1.109388365,-1.009115382,4.097196325,2.194367857,6.70546875,0.149132005,-1.37663245,-2.713165302,-1.336532852
HER14L,HER14L_2A,HER14L_2A_385,39.9,1585.15,7.49,1,31586,76836,1.47,-3.319775467,-0.9168424,-2.713639664,0.496715112,1.033008288,-0.872609145,4.099938127,2.19320515,6.731704584,0.148550785,-0.619039208,-2.428588219,-1.809549011
HER14L,HER14L_2A,HER14L_2A_386,40,1586.01,7.48,1,31595,77554,1.49,-3.57008843,-0.994934902,-2.41740892,0.506883883,0.930831735,-0.62564945,4.034008921,2.136357163,6.670841184,0.149906132,-1.175998952,-2.606513782,-1.43051483
HER14L,HER14L_2A,HER14L_2A_387,40.1,1586.88,7.47,1,31588,76969,1.4,-3.267067915,-1.172855056,-2.516101163,0.658670132,0.874932382,-0.643435055,3.99584449,2.070012185,6.861527889,0.145740135,-0.763764748,-2.115373551,-1.351608803
HER14L,HER14L_2A,HER14L_2A_388,40.2,1587.74,7.47,1,31599,76537,1.48,-4.185818726,-0.909932647,-2.499419773,0.80959012,0.948802548,-0.437099272,4.098163743,2.175714007,6.83836058,0.14623388,-1.742969305,-3.342356882,-1.599387577
HER14L,HER14L_2A,HER14L_2A_389,40.3,1588.6,7.46,1,31513,76771,1.4,-3.46587751,-0.968790441,-2.561421235,0.677257217,0.829405092,-0.641352318,3.999760965,2.131018231,6.480741953,0.15430332,-0.922333046,-2.524515788,-1.602182742
HER14L,HER14L_2A,HER14L_2A_390,40.4,1589.46,7.46,1,31467,77048,1.35,-3.146309218,-0.958013271,-2.52573273,0.409038844,0.959304937,-0.707446506,3.933683612,2.035474333,6.674570176,0.149822382,-0.629968279,-2.206253984,-1.576285705
HER14L,HER14L_2A,HER14L_2A_391,40.5,1590.32,7.46,1,31507,77045,1.53,-3.616075052,-0.776794956,-2.348641894,0.470770196,0.960056885,-0.84348633,4.014285769,2.139885383,6.517512275,0.153432776,-1.292768303,-2.872353252,-1.579584949
HER14L,HER14L_2A,HER14L_2A_392,40.6,1591.18,7.45,1,31564,77063,1.46,-3.652830948,-0.951469735,-2.576691515,0.62891484,0.867870081,-0.283238906,3.934884949,2.032561235,6.702093945,0.1492071,-1.098612289,-2.733023122,-1.634410833
HER14L,HER14L_2A,HER14L_2A_393,40.7,1592.04,7.45,1,31635,76565,1.29,-3.485554713,-1.00802817,-2.311434871,0.594969294,0.95467146,-0.80131516,3.978853988,2.077838172,6.693331829,0.149402424,-1.194840321,-2.504907316,-1.310066996
HER14L,HER14L_2A,HER14L_2A_394,40.8,1592.9,7.44,1,31715,77385,1.51,-3.935852969,-0.937492573,-2.336997166,0.560441759,1.059223313,-0.755608557,4.132434563,2.21385163,6.81195237,0.146800792,-1.642227735,-3.049799495,-1.40757176
HER14L,HER14L_2A,HER14L_2A_395,40.9,1593.76,7.43,1,31915,77177,1.41,-3.179017277,-0.967086552,-2.410968788,0.467302563,0.931492222,-0.989227678,4.013097895,2.134407616,6.545534151,0.15277592,-0.780158558,-2.231967526,-1.451808968
HER14L,HER14L_2A,HER14L_2A_396,41,1594.62,7.44,1,32059,77348,1.36,-3.11595735,-0.971196342,-2.484685573,0.235349262,0.892102844,-0.629385421,3.97631707,2.09745551,6.54665215,0.15274983,-0.640779195,-2.162619048,-1.521839853
HER14L,HER14L_2A,HER14L_2A_397,41.1,1595.49,7.43,1,31882,76884,1.57,-3.290764576,-0.95862068,-2.344915041,0.245837443,0.994200346,-0.779134856,4.027924166,2.105473198,6.838358649,0.146233921,-0.961411167,-2.355031568,-1.393620401
HER14L,HER14L_2A,HER14L_2A_398,41.2,1596.35,7.43,1,31859,77257,1.52,-3.975075032,-0.881643092,-1.949700712,0.456994115,0.993275209,-0.933062006,4.089842768,2.19936875,6.623123288,0.150986167,-2.072472872,-3.145109675,-1.072636802
HER14L,HER14L_2A,HER14L_2A_399,41.3,1597.21,7.43,1,31781,77823,1.53,-3.849425484,-0.938110553,-2.20260004,0.390872991,1.064628982,-0.764897712,4.118844549,2.180687268,6.946620848,0.143954884,-1.686398954,-2.957511061,-1.271112107
HER14L,HER14L_2A,HER14L_2A_400,41.4,1598.07,7.43,1,31699,77273,1.33,-3.977218632,-0.914347056,-2.448749782,0.38729442,1.057567122,-0.501119942,4.138401866,2.258172005,6.555616021,0.152540966,-1.573505903,-3.117429209,-1.543923305
HER14L,HER14L_2A,HER14L_2A_401,41.5,1598.93,7.43,1,31852,77587,1.28,-3.872052923,-0.81334585,-2.436968397,0.45604537,1.15903838,-0.863898129,4.146621932,2.224559617,6.835696601,0.14629087,-1.474401629,-3.10765019,-1.633248561
HER14L,HER14L_2A,HER14L_2A_402,41.6,1599.79,7.43,1,31991,77364,1.45,-3.434375257,-0.907504408,-2.41501234,0.303974402,1.011631708,-0.690774071,4.017247971,2.114811995,6.702834908,0.149190606,-1.037987667,-2.55357267,-1.515585004
HER14L,HER14L_2A,HER14L_2A_403,41.7,1600.65,7.43,1,31991,76522,1.44,-3.270654511,-0.980339511,-2.506889763,0.368855343,0.991681782,-0.698228483,4.012408358,2.083166785,6.884965963,0.145244001,-0.777028665,-2.312535424,-1.535506759
HER14L,HER14L_2A,HER14L_2A_404,41.8,1601.51,7.43,1,31950,77177,1.27,-3.173780568,-0.950332796,-2.438073773,0.302093982,0.935309811,-0.791821887,4.005858736,2.110746496,6.653918219,0.15028739,-0.747214402,-2.243070965,-1.495856564
HER14L,HER14L_2A,HER14L_2A_405,41.9,1602.37,7.43,1,31852,77477,1.34,-3.570405883,-0.983369738,-2.340953993,0.543635883,0.988889241,-0.709127086,4.001433136,2.06989844,6.900767732,0.144911413,-1.252762968,-2.617395833,-1.364632864
HER14L,HER14L_2A,HER14L_2A_406,42,1603.23,7.43,1,31921,77257,1.34,-3.231546764,-0.89917711,-2.561930081,0.365446873,0.94427061,-0.714225455,4.022746204,2.074415723,7.017657242,0.142497698,-0.68117099,-2.353640264,-1.672469274
HER14L,HER14L_2A,HER14L_2A_407,42.1,1604.1,7.42,1,32057,76541,1.24,-3.768381483,-0.883073027,-2.477397301,0.465725022,1.062474475,-0.786379402,4.145372267,2.24165945,6.71140116,0.149000183,-1.324925415,-2.929287174,-1.604361759
HER14L,HER14L_2A,HER14L_2A_408,42.2,1604.96,7.42,1,32059,75175,1.44,-3.195970255,-0.86382636,-2.418941591,0.292932707,1.002734322,-1.113408586,4.106121774,2.190357989,6.792787636,0.147214966,-0.79078565,-2.355031568,-1.564245918
HER14L,HER14L_2A,HER14L_2A_409,42.3,1605.82,7.42,1,32033,76986,1.4,-3.481224658,-0.93438705,-2.591962598,0.300689663,1.078250569,-0.698273148,4.121043536,2.205863687,6.788813559,0.147301143,-0.909370289,-2.578124779,-1.66875449
HER14L,HER14L_2A,HER14L_2A_410,42.4,1606.68,7.42,1,31938,76411,1.49,-3.471887375,-0.853123864,-2.4158347,0.289312741,1.05058032,-0.802058386,4.062340952,2.140670314,6.833028989,0.146347981,-1.076872302,-2.648231706,-1.571359404
HER14L,HER14L_2A,HER14L_2A_411,42.5,1607.54,7.42,1,32052,76444,1.63,-3.348987829,-0.870681863,-2.422225797,0.308482428,1.094591789,-0.879551101,4.012939177,2.105433196,6.736913205,0.148435933,-0.942958979,-2.502764267,-1.559805288
HER14L,HER14L_2A,HER14L_2A_412,42.6,1608.4,7.42,1,31856,75950,1.37,-3.515626663,-0.761349744,-2.605808446,0.25230245,1.107446815,-0.637879058,4.042789111,2.118125536,6.853517878,0.145910468,-0.929535959,-2.785011242,-1.855475284
HER14L,HER14L_2A,HER14L_2A_413,42.7,1609.26,7.4,1,31943,76264,1.57,-3.361650812,-0.970773112,-2.420042272,0.372349077,0.966041472,-0.590665939,3.959910759,2.044830828,6.788147296,0.147315601,-0.95753369,-2.414503009,-1.456969319
HER14L,HER14L_2A,HER14L_2A_414,42.8,1610.12,7.4,1,31873,76897,1.36,-3.414767231,-0.925366192,-2.246561651,0.297485574,0.865271572,-0.622110946,3.976131324,2.069917551,6.728210881,0.148627922,-1.187165686,-2.514555344,-1.327389658
HER14L,HER14L_2A,HER14L_2A_415,42.9,1610.98,7.4,1,31993,76627,1.39,-3.344278382,-0.926134948,-2.500558343,0.348344059,0.897767537,-0.47637948,3.968158365,2.033081192,6.925262793,0.144398852,-0.858226931,-2.441231586,-1.583004655
HER14L,HER14L_2A,HER14L_2A_416,43,1611.84,7.39,1,32038,76918,1.44,-3.417344942,-0.96060917,-2.770717777,0.589988243,1.025306314,-0.746336013,4.093151957,2.186561389,6.73074347,0.148571997,-0.661398482,-2.48490665,-1.823508168
HER14L,HER14L_2A,HER14L_2A_417,43.1,1612.71,7.39,1,31842,76403,1.47,-4.701151261,-0.716807594,-2.258804225,0.691907942,1.191183321,-0.742721882,4.216460996,2.319932704,6.663355285,0.150074543,-2.564949357,-4.11554677,-1.550597412
HER14L,HER14L_2A,HER14L_2A_418,43.2,1613.57,7.39,1,31986,77905,1.46,-3.900641878,-0.840371084,-2.43430481,0.636555324,1.039639074,-0.699057551,4.063911139,2.134269786,6.887710898,0.145186117,-1.504077397,-3.106826321,-1.602748924
HER14L,HER14L_2A,HER14L_2A_419,43.3,1614.43,7.38,1,32016,76665,1.56,-3.472045601,-0.866889823,-2.582783541,0.511367401,1.137780397,-1.059112451,4.129489992,2.202193627,6.871580634,0.145526925,-0.909370289,-2.636591237,-1.727220948
HER14L,HER14L_2A,HER14L_2A_420,43.4,1615.29,7.37,1,32126,77520,1.47,-3.98770694,-0.906816858,-2.282958847,0.54787496,1.13922881,-0.849800177,4.128278734,2.211900318,6.796954315,0.14712472,-1.751754135,-3.135494216,-1.383740081
HER14L,HER14L_2A,HER14L_2A_421,43.5,1616.15,7.36,1,32255,78352,1.25,-6.561089991,-0.516084677,-1.9967418,0.794551112,1.384819607,-0.12173962,4.460027856,2.556257514,6.711776973,0.14899184,NA,NA,-1.488755942
HER14L,HER14L_2A,HER14L_2A_422,43.6,1617.01,7.34,1,32359,78770,1.36,-3.518205967,-0.940155986,-2.42916313,0.449927284,0.890949335,-0.431067227,3.944402757,2.033312935,6.761091393,0.147905115,-1.108368464,-2.604865965,-1.496497501
HER14L,HER14L_2A,HER14L_2A_423,43.7,1617.87,7.33,1,32350,76697,1.48,-3.563027774,-0.923970444,-2.677989585,0.651944776,1.128672904,-1.078121124,4.186443884,2.276047362,6.756411692,0.148007559,-0.90825856,-2.675527009,-1.767268449
HER14L,HER14L_2A,HER14L_2A_424,43.8,1618.73,7.33,1,32391,77928,1.47,-3.351833732,-0.974347331,-2.578643844,0.415163501,0.961943802,-0.74094728,4.088867371,2.179797514,6.747442526,0.148204301,-0.78845736,-2.403076632,-1.614619271
HER14L,HER14L_2A,HER14L_2A_425,43.9,1619.59,7.32,1,32413,78250,1.46,-3.901751475,-0.92436834,-2.239203738,0.612598436,0.90895359,-0.585913943,4.022847148,2.106838321,6.794436376,0.147179243,-1.700409691,-3.021585652,-1.321175962
HER14L,HER14L_2A,HER14L_2A_426,44,1620.45,7.33,1,32446,79129,1.38,-3.980586381,-0.84280645,-2.518306113,0.668852484,1.003740961,-0.622406384,4.102157261,2.189354621,6.772677235,0.147652098,-1.504077397,-3.189561437,-1.68548404
HER14L,HER14L_2A,HER14L_2A_427,44.1,1621.31,7.34,1,32236,77972,1.42,-3.730097555,-0.874127224,-2.588925652,0.784100852,1.014834573,-1.013389292,4.15288982,2.254714478,6.674326986,0.149827841,-1.171637424,-2.897918964,-1.72628154
HER14L,HER14L_2A,HER14L_2A_428,44.2,1622.18,7.34,1,31982,77661,1.46,-3.073544959,-0.934548886,-2.236691057,0.576404649,0.728663181,-1.005532113,3.928395901,2.016853284,6.764159391,0.14783803,-0.84729786,-2.155201588,-1.307903727
HER14L,HER14L_2A,HER14L_2A_429,44.3,1623.04,7.34,1,31867,77463,1.34,-4.199954014,-0.778451366,-3.051331305,0.990863799,1.028270976,-0.550295273,4.244089326,2.316807858,6.871474067,0.145529182,-1.203972804,-3.499029631,-2.295056827
HER14L,HER14L_2A,HER14L_2A_430,44.4,1623.9,7.34,1,31633,76580,1.38,-3.534704601,-0.807785916,-2.756035247,0.538586552,0.974976817,-0.77559923,4.13986313,2.220698495,6.815920398,0.146715328,-0.798507696,-2.760947147,-1.962439451
HER14L,HER14L_2A,HER14L_2A_431,44.5,1624.76,7.34,1,31746,77291,1.26,-4.310515867,-0.683955177,-2.80643847,0.57732385,1.112964643,-0.42723533,4.209041195,2.328815156,6.55559189,0.152541527,-1.572396641,-3.71135231,-2.138955669
HER14L,HER14L_2A,HER14L_2A_432,44.6,1625.62,7.34,1,31852,77358,1.47,-3.415798887,-0.891151908,-2.326236434,0.351042109,0.933257729,-0.733297521,3.98619109,2.095993822,6.62128821,0.151028013,-1.107828944,-2.549879105,-1.442050161
HER14L,HER14L_2A,HER14L_2A_433,44.7,1626.48,7.33,1,31823,77664,1.29,-3.137341459,-0.9149727,-2.393421953,0.348375772,0.980000513,-0.994827314,4.003821184,2.108365957,6.656198529,0.150235904,-0.755022584,-2.24116228,-1.486139696
HER14L,HER14L_2A,HER14L_2A_434,44.8,1627.34,7.32,1,31948,78266,1.32,-3.543585699,-0.855944369,-2.455125781,0.29423609,0.999386659,-0.487585373,3.972022916,2.076595556,6.65601318,0.150240087,-1.108975076,-2.716349004,-1.607373928
HER14L,HER14L_2A,HER14L_2A_435,44.9,1628.2,7.32,1,31939,78389,1.33,-3.321417569,-1.04882319,-2.56231242,0.663348842,0.918927669,-0.538934773,3.90687192,1.982339521,6.852605403,0.145929897,-0.771399377,-2.293239231,-1.521839853
HER14L,HER14L_2A,HER14L_2A_436,45,1629.06,7.34,1,32245,79906,1.35,-3.319961281,-1.057764249,-2.167281771,0.577793752,0.885353035,-0.68388458,3.829513935,1.936231159,6.641747256,0.15056279,-1.167132235,-2.281078888,-1.113946653
HER14L,HER14L_2B,HER14L_2B_47,45.1,1629.92,7.33,1,33297,79308,1.44,-3.862865117,-0.83031887,-2.451878143,-0.067375928,1.114213394,-0.381625027,4.182562895,2.297286796,6.588763333,0.15177355,-1.450010176,-3.081426995,-1.631416819
HER14L,HER14L_2B,HER14L_2B_48,45.2,1630.79,7.32,1,33291,80200,1.39,-4.459546346,-0.933185822,-2.458066346,0.175182642,1.276380582,-0.271407905,4.284096924,2.386546272,6.670141474,0.149921858,-2.093234864,-3.62877553,-1.535540666
HER14L,HER14L_2B,HER14L_2B_49,45.3,1631.65,7.32,1,33468,80255,1.33,-3.739739599,-1.018444172,-2.28578659,0.029797758,1.04641792,-0.337209773,4.090733712,2.214230743,6.531201329,0.153111189,-1.485385264,-2.759482375,-1.274097111
HER14L,HER14L_2B,HER14L_2B_50,45.4,1632.51,7.32,1,33542,80681,1.21,-3.922276095,-1.007512884,-2.522188412,-0.009142595,1.249154422,-0.363758459,4.245454179,2.330269843,6.788809244,0.147301237,-1.443452775,-2.968905031,-1.525452256
HER14L,HER14L_2B,HER14L_2B_51,45.5,1633.37,7.32,1,33516,80593,1.41,-3.308697545,-0.917643804,-2.210085256,-0.125448898,1.194993472,-0.830060508,4.046480192,2.150462347,6.659925492,0.15015183,-1.115561847,-2.414080597,-1.29851875
HER14L,HER14L_2B,HER14L_2B_52,45.6,1634.23,7.32,1,32667,78442,1.32,-3.19272854,-1.02231522,-2.756010888,-0.167668651,1.168548591,-0.307661834,4.100370121,2.177466422,6.841440443,0.146168049,-0.445311017,-2.191789781,-1.746478765
HER14L,HER14L_2B,HER14L_2B_53,45.7,1635.09,7.31,1,33068,78476,1.45,-3.09237258,-1.118291554,-2.594969976,-0.166824363,1.155169827,-0.546405673,4.136531784,2.227162534,6.749456049,0.148160088,-0.506269807,-1.993462689,-1.487192882
HER14L,HER14L_2B,HER14L_2B_54,45.8,1635.95,7.32,1,33244,80316,1.41,-3.163374453,-1.023308289,-2.362596608,-0.141841533,1.201459781,-0.807679534,4.093147308,2.204193328,6.613043478,0.151216305,-0.813510863,-2.160378304,-1.346867441
HER14L,HER14L_2B,HER14L_2B_55,45.9,1636.81,7.32,1,33296,79500,1.53,-3.399431452,-0.880175322,-2.826085471,-0.042197193,1.312710854,-0.68495036,4.207212558,2.312916386,6.648469986,0.150410546,-0.587786665,-2.549445171,-1.961658506
HER14L,HER14L_2B,HER14L_2B_56,46,1637.67,7.31,1,33406,80150,1.27,-3.41675188,-0.984271027,-2.602243842,-0.057272952,1.286949101,-0.7238699,4.200373119,2.297087382,6.708506335,0.149064479,-0.832909123,-2.462433794,-1.629524671
HER14L,HER14L_2B,HER14L_2B_57,46.1,1638.53,7.32,1,33374,80201,1.29,-3.436166761,-1.00200531,-2.519876029,-0.041238992,1.198562227,-0.590167855,4.146460342,2.244432378,6.700074635,0.149252069,-0.935460648,-2.463166663,-1.527706015
HER14L,HER14L_2B,HER14L_2B_58,46.2,1639.4,7.32,1,33408,79199,1.54,-3.797833605,-0.950711831,-2.331496537,-0.03996128,1.240355091,-0.619779775,4.199829522,2.299598416,6.688048833,0.149520439,-1.504077397,-2.893145685,-1.389068288
HER14L,HER14L_2B,HER14L_2B_59,46.3,1640.26,7.32,1,33376,80060,1.54,-4.011964854,-0.899757589,-2.21044921,-0.016466126,1.278379637,-0.636588172,4.201034218,2.295812096,6.72151356,0.148776015,-1.852384091,-3.170210653,-1.317826562
HER14L,HER14L_2B,HER14L_2B_60,46.4,1641.12,7.33,1,33234,78059,1.26,-3.433267073,-1.176894823,-2.302906086,0.061283541,1.155970407,-0.744761468,4.165019064,2.275556438,6.616413439,0.151139286,-1.15267951,-2.285777975,-1.133098465
HER14L,HER14L_2B,HER14L_2B_61,46.5,1641.98,7.32,1,33078,78853,1.34,-4.177003826,-1.128825077,-2.552298441,0.252896803,1.358208264,-0.432034905,4.287551038,2.391506144,6.660114483,0.150147569,-1.68948062,-3.124565145,-1.435084525
HER14L,HER14L_2B,HER14L_2B_62,46.6,1642.84,7.32,1,33181,79162,1.54,-3.584500313,-1.1544019,-2.472642798,0.257100228,1.273449893,-0.89801429,4.237864285,2.341144893,6.664601581,0.150046479,-1.139434283,-2.467393067,-1.327958784
HER14L,HER14L_2B,HER14L_2B_63,46.7,1643.7,7.32,1,33236,79744,1.28,-3.430228416,-1.089005531,-2.520016731,0.428905125,1.186690662,-0.922848911,4.108524585,2.237979216,6.492410761,0.154025991,-0.928713252,-2.369074834,-1.440361582
HER14L,HER14L_2B,HER14L_2B_64,46.8,1644.56,7.32,1,33217,78187,1.45,-3.595765385,-1.045719433,-2.902618204,0.50305632,1.151505144,-0.560442644,4.171791671,2.278192531,6.643845987,0.150515229,-0.712949808,-2.586259144,-1.873309336
HER14L,HER14L_2B,HER14L_2B_65,46.9,1645.42,7.32,1,33256,79701,1.44,-6.589164235,-0.607750024,-2.123256116,0.765837686,1.514027517,0.052017935,4.44420815,2.544079087,6.687371719,0.149535579,NA,NA,-1.524538469
HER14L,HER14L_2B,HER14L_2B_66,47,1646.28,7.32,1,33159,79492,1.29,-3.897348726,-1.078239988,-2.387994272,0.327745586,1.168255638,-0.408082326,4.095370571,2.180293517,6.788093938,0.147316759,-1.547562509,-2.86505395,-1.317491441
HER14L,HER14L_2B,HER14L_2B_67,47.1,1647.14,7.33,1,33040,79613,1.61,-3.559376342,-0.966612296,-2.375606245,0.075574771,1.170074245,-0.59067274,4.072330099,2.174288508,6.673425367,0.149848083,-1.207415149,-2.624168717,-1.416753569
