Site,label,ID,depth,SH20_age,surface,validity,kcps,cps,MSE,K,Ca,Ti,Fe,Br,Sr,Mo_inc,Mo_coh,inc_coh,coh_inc,LnK_Ti,LnK_Ca,LnTi_Ca
HER14L,HER14L_2C,HER14L_2C_51,85.5,12012.63,7.66,1,32708,76326,1.48,-3.521521895,-0.644308222,-2.717149079,-1.19567994,0.951124794,-0.309729925,4.689801292,2.747462974,6.9757076,0.143354633,-0.83832919,-2.934521543,-2.096192352
HER14L,HER14L_2C,HER14L_2C_52,85.6,12025.27,7.66,1,32884,76455,1.31,-3.438567065,-0.647401957,-3.000312134,-0.824827543,0.971196325,-0.342989456,4.606460161,2.676441668,6.890288366,0.145131807,-0.456758402,-2.839386203,-2.382627801
HER14L,HER14L_2C,HER14L_2C_53,85.7,12037.91,7.67,1,32859,77129,1.41,-3.590838572,-0.532407705,-2.786465757,-0.851897884,1.009614624,-0.589241179,4.617781327,2.723455146,6.648668797,0.150406048,-0.83832919,-3.116289236,-2.277960046
HER14L,HER14L_2C,HER14L_2C_54,85.8,12050.55,7.68,1,32828,76689,1.39,-3.311384597,-0.755708877,-2.452722978,-1.132097721,0.817039279,-0.261164139,4.510050007,2.585989026,6.849357213,0.145999102,-0.88238918,-2.593387293,-1.710998113
HER14L,HER14L_2C,HER14L_2C_55,85.9,12063.19,7.69,1,32896,77073,1.54,-2.603119558,-0.841035857,-2.441478206,-1.018549712,0.711385375,-0.700750217,4.400982047,2.492566128,6.74301676,0.148301574,-0.164303051,-1.776766685,-1.612463633
HER14L,HER14L_2C,HER14L_2C_56,86,12075.83,7.69,1,32967,77888,1.38,-3.442225609,-0.628814893,-2.849161887,-0.763162945,0.946327302,-0.490295959,4.556509732,2.670824259,6.5914602,0.151711452,-0.615185639,-2.859339649,-2.24415401
HER14L,HER14L_2C,HER14L_2C_57,86.1,12088.47,7.69,1,32755,76328,1.69,-3.153413164,-0.625021403,-2.816940928,-0.80521756,0.77448319,-0.414725994,4.481616932,2.559218926,6.837977751,0.146242067,-0.346276237,-2.559630196,-2.213353959
HER14L,HER14L_2C,HER14L_2C_58,86.2,12101.11,7.7,1,32722,76049,1.44,-3.11359821,-0.693903709,-2.718285474,-0.451010383,0.646896935,-0.603752612,4.424219217,2.509434236,6.786113241,0.147359757,-0.405465108,-2.447767103,-2.042301995
HER14L,HER14L_2C,HER14L_2C_59,86.3,12113.75,7.71,1,32913,76673,1.41,-2.634490708,-0.542626647,-2.832941647,-1.001336269,0.732805122,-0.800310523,4.493684416,2.585216258,6.743373364,0.148293732,0.202940844,-2.10959458,-2.312535424
HER14L,HER14L_2C,HER14L_2C_60,86.4,12126.39,7.72,1,32728,74954,1.4,-3.564118485,-0.43104265,-2.899142181,-0.445677057,0.820682077,-0.679938697,4.569403705,2.629833289,6.95643789,0.143751733,-0.693147181,-3.187810005,-2.494662825
HER14L,HER14L_2C,HER14L_2C_61,86.5,12139.03,7.73,1,32605,75903,1.53,-3.802891056,-0.67613052,-2.485589566,-0.542233697,0.831190473,-0.449484338,4.519940385,2.605198319,6.785824176,0.147366035,-1.368275856,-3.192825148,-1.824549292
HER14L,HER14L_2C,HER14L_2C_62,86.6,12151.68,7.73,1,32752,75328,1.39,-3.079443841,-0.872463089,-2.301739272,-0.528162122,0.587881453,-0.747871211,4.41738812,2.524409962,6.639722614,0.150608701,-0.79395188,-2.233592222,-1.439640342
HER14L,HER14L_2C,HER14L_2C_63,86.7,12164.32,7.73,1,32830,76106,1.33,-3.306665396,-0.868534811,-2.808826968,0.156041731,0.533133717,-0.347061847,4.28304564,2.358867936,6.850167598,0.14598183,-0.510825624,-2.468099531,-1.957273908
HER14L,HER14L_2C,HER14L_2C_64,86.8,12176.96,7.72,1,32567,74844,1.53,-3.430137536,-0.56386333,-3.040672769,0.076420361,0.606207923,-0.829213076,4.545066927,2.6361915,6.746133451,0.148233059,-0.405465108,-2.912350665,-2.506885557
HER14L,HER14L_2C,HER14L_2C_65,86.9,12189.6,7.71,1,32818,76036,1.4,-3.175877578,-0.470497606,-2.705873949,0.16769069,0.871375376,-2.064020063,4.630216252,2.746986877,6.575299914,0.152084318,-0.485507816,-2.743524589,-2.258016774
HER14L,HER14L_2C,HER14L_2C_66,87,12202.24,7.71,1,32711,76984,1.26,-3.745386586,-0.798181353,-2.595481003,0.34720205,0.574204578,-0.547788159,4.339775948,2.425654526,6.781614251,0.147457517,-1.187165686,-2.9985062,-1.811340514
HER14L,HER14L_2C,HER14L_2C_67,87.1,12214.88,7.71,1,32943,79549,1.28,-3.597327169,-0.971585616,-2.750029309,0.973174888,0.525016787,-0.592378241,4.140531367,2.272597293,6.475478406,0.154428744,-0.869037847,-2.660797316,-1.791759469
HER14L,HER14L_2C,HER14L_2C_68,87.2,12227.52,7.71,1,32742,77201,1.44,-3.476963483,-0.737414615,-2.764013675,0.276766943,0.590352407,-0.689486148,4.339130998,2.461627574,6.537747786,0.152957874,-0.733969175,-2.777783539,-2.043814364
HER14L,HER14L_2C,HER14L_2C_69,87.3,12240.16,7.71,1,32775,76914,1.4,-3.396192043,-0.702740641,-3.312810434,0.276248685,0.828417715,-0.804838511,4.506584779,2.605330449,6.694898838,0.149367455,-0.087011377,-2.734957654,-2.647946277
HER14L,HER14L_2C,HER14L_2C_70,87.4,12252.8,7.71,1,32625,76761,1.44,-4.041562307,-0.642932321,-2.617527618,0.229747613,0.613862172,-0.50395307,4.420199485,2.542166047,6.541219019,0.152876703,-1.485385264,-3.47609869,-1.990713426
HER14L,HER14L_2C,HER14L_2C_71,87.5,12265.44,7.71,1,32826,77599,1.6,-2.764825007,-0.768033737,-3.160720664,-0.078810695,0.682105367,-0.66162938,4.324530415,2.427383701,6.667450813,0.149982359,0.405465108,-2.013594976,-2.419060084
HER14L,HER14L_2C,HER14L_2C_72,87.6,12278.08,7.71,1,32845,77837,1.42,-3.338677085,-0.827337178,-2.799680584,-0.210977141,0.752686849,-0.417052784,4.372216225,2.468821697,6.709241172,0.149048152,-0.554310736,-2.544804791,-1.990494056
HER14L,HER14L_2C,HER14L_2C_73,87.7,12290.72,7.71,1,32766,77235,1.36,-3.241104763,-0.725715096,-2.232104633,-0.120629603,0.464069774,-0.730344734,4.236693385,2.34913567,6.603819889,0.15142751,-1.027516367,-2.542065064,-1.514548697
HER14L,HER14L_2C,HER14L_2C_74,87.8,12303.36,7.71,1,32641,77054,1.46,-3.634918034,-0.73199906,-2.477465245,0.25597419,0.412112547,-0.505370317,4.313033645,2.368632276,6.990119021,0.143059081,-1.189584067,-2.946942109,-1.757358043
HER14L,HER14L_2C,HER14L_2C_75,87.9,12316,7.7,1,32828,77613,1.28,-3.859370582,-0.901859521,-1.421380852,0.33028416,0.320386858,-0.925513712,4.174141873,2.283311777,6.625470177,0.150932685,-2.48490665,-3.006203573,-0.521296924
HER14L,HER14L_2C,HER14L_2C_76,88,12328.64,7.69,1,32810,76707,1.38,-4.878835115,-0.448018316,-2.576250022,0.958312072,0.509322956,-0.729371253,4.537852538,2.626987139,6.759568852,0.147938429,-2.505525937,-4.651576559,-2.146050622
HER14L,HER14L_2C,HER14L_2C_77,88.1,12341.28,7.69,1,32304,75609,1.43,-3.451648995,-0.68690345,-3.297498315,0.421286622,0.344776086,-0.204833801,4.385313241,2.489508613,6.658523225,0.150183452,-0.16034265,-2.804677037,-2.644334387
HER14L,HER14L_2C,HER14L_2C_78,88.2,12353.92,7.68,1,31481,75630,1.63,-3.528132965,-0.732013745,-2.909093756,0.319986239,0.245175169,-0.392638749,4.453893119,2.542824688,6.76094128,0.147908399,-0.641853886,-2.841998174,-2.200144287
HER14L,HER14L_2C,HER14L_2C_79,88.3,12366.56,7.68,1,32492,76172,1.22,-3.332270757,-0.693213428,-3.523325994,0.618972961,0.416721679,-0.70257387,4.569074402,2.646615008,6.838397182,0.146233097,0.200670695,-2.68039867,-2.881069365
HER14L,HER14L_2C,HER14L_2C_80,88.4,12379.2,7.67,1,32770,77466,1.5,-3.225623364,-0.764814266,-3.117409779,0.594284353,0.379097782,-0.47835245,4.25269168,2.360126044,6.636977492,0.150670995,-0.111225635,-2.487354631,-2.376128996
HER14L,HER14L_2C,HER14L_2C_81,88.5,12391.84,7.66,1,32946,77255,1.26,-3.56641627,-0.783877217,-2.330944798,0.485716444,0.276899538,-0.676044512,4.250178046,2.344488769,6.724661247,0.148706375,-1.264597426,-2.820882732,-1.556285305
HER14L,HER14L_2C,HER14L_2C_82,88.6,12404.48,7.66,1,33130,77324,1.51,-3.479556612,-0.720954131,-2.750041787,0.662401644,0.223116165,-0.560785379,4.261510286,2.364309815,6.667811527,0.149974245,-0.749236647,-2.793992631,-2.044755984
HER14L,HER14L_2C,HER14L_2C_83,88.7,12417.13,7.66,1,32165,75102,1.56,-3.448180705,-0.658905064,-2.968607625,0.911973855,0.256912743,-0.750439874,4.294171235,2.363075435,6.897742976,0.144974958,-0.494696242,-2.826129489,-2.331433247
HER14L,HER14L_2C,HER14L_2C_84,88.8,12429.77,7.63,1,31973,75945,1.43,-3.673071809,-0.817696893,-2.657151237,0.724898476,0.44325166,-0.71370718,4.293613987,2.399862997,6.644863916,0.150492172,-1.047318994,-2.901421594,-1.8541026
HER14L,HER14L_2C,HER14L_2C_85,88.9,12442.41,7.62,1,32303,76736,1.49,-4.005862095,-0.587043112,-2.95271218,0.993599898,0.426540747,-0.578347405,4.290451647,2.413372501,6.534992393,0.153022366,-1.098612289,-3.485626061,-2.387013773
HER14L,HER14L_2C,HER14L_2C_86,89,12455.05,7.61,1,32239,77984,1.42,-3.744876475,-0.773347803,-2.721487608,1.084132672,0.236834812,-0.481775757,4.134875688,2.26564447,6.483895051,0.154228283,-1.052092273,-3.013750779,-1.961658506
HER14L,HER14L_2C,HER14L_2C_87,89.1,12467.69,7.6,1,31995,76143,1.19,-2.757349148,-0.838763103,-3.837269303,1.167049789,0.107543525,-0.485417796,4.274675423,2.369530613,6.721021391,0.148786909,1.118030375,-1.934860313,-3.052890687
HER14L,HER14L_2C,HER14L_2C_88,89.2,12480.33,7.61,1,32359,77466,1.56,-4.093206446,-0.802674632,-2.51275607,1.305602459,0.144000837,-0.735811687,4.283229308,2.41161623,6.4993587,0.153861334,-1.639743262,-3.361976669,-1.722233407
HER14L,HER14L_2C,HER14L_2C_89,89.3,12492.97,7.61,1,32303,77563,1.53,-2.990471812,-0.961775469,-2.854339637,1.439352431,0.182360075,-1.216225925,4.140826939,2.260273399,6.557740631,0.152491545,-0.138836445,-2.047006266,-1.908169821
HER14L,HER14L_2C,HER14L_2C_90,89.4,12505.61,7.6,1,31969,76703,1.21,-3.556685848,-0.853777047,-2.844490473,1.194248299,0.087960351,-0.526923826,4.190213258,2.309455287,6.559080009,0.152460406,-0.732367894,-2.739548868,-2.007180974
HER14L,HER14L_2C,HER14L_2C_91,89.5,12518.25,7.6,1,32004,76674,1.34,-3.43929331,-0.907522351,-2.361089893,1.069232473,0.069988148,-0.701390145,4.068213802,2.201861275,6.465261347,0.154672788,-1.098612289,-2.560130071,-1.461517782
HER14L,HER14L_2C,HER14L_2C_92,89.6,12530.89,7.61,1,31854,75967,1.4,-2.921641034,-0.941829333,-2.719404168,0.861764593,0.064563233,-0.476299985,4.007841996,2.125004697,6.572743402,0.152143472,-0.205443974,-1.994819652,-1.789375678
HER14L,HER14L_2C,HER14L_2C_93,89.7,12543.53,7.62,1,31812,75385,1.33,-3.318807707,-0.842950893,-2.314605103,0.881032497,0.172773736,-0.829406668,4.05810625,2.193857888,6.451679756,0.154998394,-1.021651248,-2.500980475,-1.479329227
HER14L,HER14L_2C,HER14L_2C_94,89.8,12556.17,7.63,1,31632,76041,1.43,-3.075547365,-0.718381704,-3.793387158,1.341234115,0.303454284,-0.570519312,4.190973354,2.322173786,6.481117491,0.154294379,0.744440475,-2.379546134,-3.123986609
HER14L,HER14L_2C,HER14L_2C_95,89.9,12568.81,7.63,1,31785,75791,1.41,-3.731470437,-0.98526847,-2.466873011,1.611660945,-0.133017275,-0.494427309,4.054181186,2.145214372,6.746786632,0.148218708,-1.295322583,-2.786084204,-1.490761621
HER14L,HER14L_2C,HER14L_2C_96,90,12575.64,7.62,1,31988,75753,1.45,-3.283488684,-1.054261376,-2.508424381,1.330907107,0.039087743,-0.565729669,3.976433833,2.065475426,6.760231884,0.14792392,-0.78845736,-2.251291799,-1.462834438
HER14L,HER14L_2C,HER14L_2C_97,90.1,12582.46,7.62,1,31774,75747,1.32,-6.59936371,-0.575916117,-1.379007885,1.558006732,0.163365797,-0.052578299,4.379655136,2.505838344,6.513720698,0.153522088,NA,NA,-0.806087592
HER14L,HER14L_2C,HER14L_2C_98,90.2,12589.29,7.62,1,31773,77713,1.25,-3.539175102,-1.02873515,-2.686963227,1.81415278,0.022066886,-0.856737476,4.069575789,2.2058155,6.448538334,0.155073902,-0.872488109,-2.542726221,-1.670238111
HER14L,HER14L_2C,HER14L_2C_99,90.3,12596.11,7.63,1,32177,81668,1.52,-3.116026191,-1.094608489,-2.757392382,2.155463933,-0.017878912,-1.161747792,3.928417258,2.063772575,6.454244398,0.154936804,-0.364643114,-2.038619547,-1.673976434
HER14L,HER14L_2C,HER14L_2C_100,90.4,12602.94,7.62,1,32627,90011,1.52,-3.361116706,-1.223855594,-2.836106448,2.812322115,-0.284243427,-0.927085727,3.84917407,1.970911717,6.542765051,0.152840579,-0.534923175,-2.158545723,-1.623622547
HER14L,HER14L_2C,HER14L_2C_101,90.5,12609.76,7.61,1,32651,85942,1.55,-3.783222875,-0.939831326,-2.893365401,2.742252941,0.071539409,-1.405288345,4.037443518,2.170472079,6.469293294,0.154576389,-0.916290732,-2.885308456,-1.969017724
HER14L,HER14L_2C,HER14L_2C_102,90.6,12616.59,7.62,1,32016,79832,1.36,-3.406108272,-0.99787699,-2.88391889,2.043948707,-0.006817469,-0.872411458,4.011266189,2.111918183,6.682188324,0.149651574,-0.534082486,-2.434644815,-1.900562329
HER14L,HER14L_2C,HER14L_2C_103,90.7,12623.42,7.62,1,31614,77309,1.4,-3.908026411,-1.056269489,-1.851574388,1.610156412,-0.064671655,-0.812860241,3.973121446,2.110124325,6.443620671,0.155192252,-2.097141119,-2.895648815,-0.798507696
HER14L,HER14L_2C,HER14L_2C_104,90.8,12630.24,7.62,1,32017,79508,1.37,-3.951970778,-0.998798119,-2.910516904,2.0748341,0.259333435,-0.848381109,4.138635808,2.236863568,6.698403649,0.149289301,-1.078809661,-3.007428313,-1.928618652
HER14L,HER14L_2C,HER14L_2C_105,90.9,12637.07,7.62,1,31527,76006,1.44,-3.553644913,-0.909673569,-2.895589053,1.598849074,0.088468189,-0.530700076,4.044253037,2.15803731,6.595004562,0.151629918,-0.675128675,-2.676608675,-2.00148
HER14L,HER14L_2C,HER14L_2C_106,91,12643.89,7.63,1,31428,82416,1.4,-4.367661129,-1.056510028,-2.775030334,2.628410231,0.131222187,-0.878758166,4.087479338,2.2308479,6.402747814,0.156182943,-1.662547738,-3.395118336,-1.732570598
HER14L,HER14L_2C,HER14L_2C_107,91.1,12650.72,7.63,1,31455,88252,1.62,-3.637708975,-1.286333718,-2.923942508,3.106497432,0.182746837,-1.765906798,4.097779009,2.226868722,6.494855115,0.153968023,-0.735706795,-2.389958723,-1.654251928
HER14L,HER14L_2C,HER14L_2C_108,91.2,12657.54,7.63,1,31739,93976,1.79,-3.737818618,-1.450347163,-3.475454354,3.511822787,0.352350573,-1.645954556,4.15085341,2.29454792,6.400696028,0.156233009,-0.274436846,-2.33367568,-2.059238834
HER14L,HER14L_2C,HER14L_2C_112,91.6,12684.85,7.6,1,30525,93596,1.34,-3.248415443,-1.543667351,-3.499729871,3.468918901,0.094642652,-1.480076248,4.015167199,2.193160162,6.184882041,0.161684571,0.259511195,-1.727855667,-1.987366863
HER14L,HER14L_2C,HER14L_2C_113,91.7,12691.67,7.58,1,31786,94856,1.57,-3.18032479,-1.417552858,-3.269936949,3.516144924,0.210341139,-2.366224999,4.164818685,2.342734849,6.185324661,0.161673001,0.09237332,-1.786845454,-1.879218775
HER14L,HER14L_2C,HER14L_2C_114,91.8,12698.5,7.58,1,31887,84125,1.29,-3.723487804,-1.317362032,-2.807197072,2.820554838,0.182151231,-1.531326528,4.124381262,2.252286105,6.502539829,0.153786063,-0.944461609,-2.448539006,-1.504077397
HER14L,HER14L_2C,HER14L_2C_115,91.9,12705.32,7.59,1,32124,83999,1.42,-2.976148569,-1.135598935,-3.843649137,2.593950121,0.108509914,-1.053360837,4.080199114,2.226098329,6.386546295,0.156579152,0.896088025,-1.857572688,-2.753660712
HER14L,HER14L_2C,HER14L_2C_116,92,12712.15,7.59,1,32560,82108,1.34,-3.127646732,-1.103693876,-3.579631856,2.397172178,0.187365378,-0.98491034,4.061109258,2.15023599,6.759656652,0.147936508,0.46536325,-2.043934853,-2.509298103
HER14L,HER14L_2C,HER14L_2C_117,92.1,12718.97,7.6,1,32191,79487,1.43,-4.087930687,-1.104777196,-2.701636326,1.917960543,0.181766763,-0.591423126,4.124722465,2.261317564,6.446241259,0.155129161,-1.435084525,-3.044522438,-1.609437912
HER14L,HER14L_2C,HER14L_2C_118,92.2,12725.8,7.6,1,32345,80628,1.25,-3.853702672,-0.894749649,-3.699551992,2.280297745,0.256260031,-0.710988208,4.234995583,2.387439162,6.344876096,0.157607491,-0.162518929,-3.013225431,-2.850706502
HER14L,HER14L_2C,HER14L_2C_119,92.3,12732.63,7.6,1,32260,78952,1.35,-3.193644968,-0.999007714,-3.148182594,1.855166964,0.079542846,-0.778977814,4.026779904,2.158323376,6.47889342,0.154347345,-0.046520016,-2.215573716,-2.1690537
HER14L,HER14L_2C,HER14L_2C_120,92.4,12739.45,7.6,1,32135,75655,1.53,-2.859846663,-0.889911334,-3.714261991,1.530918277,0.069927643,-0.796491259,4.272599905,2.387065421,6.590501792,0.151733515,0.884202417,-1.988469763,-2.872672181
HER14L,HER14L_2C,HER14L_2C_121,92.5,12746.28,7.6,1,32095,76484,1.35,-3.327108915,-0.989654997,-3.625601904,1.67401896,0.23923834,-0.514989354,4.222686989,2.321410881,6.695078986,0.149363436,0.310154928,-2.367123614,-2.677278542
HER14L,HER14L_2C,HER14L_2C_122,92.6,12753.1,7.6,1,32315,78255,1.36,-3.748694691,-0.912544487,-3.133509052,1.904145305,0.20830168,-0.942308589,4.246544519,2.378065317,6.479034724,0.154343979,-0.639079959,-2.884506638,-2.245426679
HER14L,HER14L_2C,HER14L_2C_123,92.7,12759.93,7.61,1,32358,78695,1.46,-3.334018666,-1.031433573,-2.8350275,2.007330018,-0.0381818,-1.110986205,4.123946964,2.218370761,6.723933379,0.148722473,-0.510825624,-2.329492546,-1.818666922
HER14L,HER14L_2C,HER14L_2C_124,92.8,12766.75,7.61,1,32184,78708,1.6,-3.480901325,-0.986425224,-3.743265589,2.1556724,0.18757917,-0.720404648,4.236313003,2.351432212,6.586199121,0.15183264,0.274436846,-2.530517161,-2.804954007
HER14L,HER14L_2C,HER14L_2C_125,92.9,12773.58,7.62,1,32031,80752,1.27,-4.642170574,-1.077343768,-2.482686324,2.306193344,0.031696144,-0.476367047,4.131781458,2.208896769,6.841350112,0.146169979,-2.26436388,-3.679460232,-1.415096352
HER14L,HER14L_2C,HER14L_2C_126,93,12780.4,7.62,1,32158,77711,1.45,-3.700099679,-0.932960562,-2.792542627,2.093973813,-0.01557753,-0.997863448,4.129202061,2.215867972,6.776318875,0.147572748,-0.934309237,-2.8088549,-1.874545663
HER14L,HER14L_2C,HER14L_2C_127,93.1,12787.23,7.6,1,32005,78263,1.39,-3.713246771,-0.987178065,-2.975647828,1.919430212,-0.112205482,-0.581712956,4.18044402,2.27011687,6.755957837,0.148017502,-0.762140052,-2.769608094,-2.007468042
HER14L,HER14L_2C,HER14L_2C_128,93.2,12794.06,7.59,1,31905,78997,1.28,-6.432736017,-0.676993803,-2.60409462,2.235975822,0.366319845,-0.12646073,4.572658391,2.665331113,6.735705494,0.148462548,NA,NA,-1.945910149
HER14L,HER14L_2C,HER14L_2C_129,93.3,12800.88,7.58,1,32065,78421,1.46,-6.264602269,-0.557492005,-2.768094708,2.4879792,0.307680273,-0.751173523,4.732468279,2.813234753,6.816396438,0.146705082,NA,NA,-2.238046572
HER14L,HER14L_2C,HER14L_2C_130,93.4,12807.71,7.6,1,32496,79574,1.32,-3.69883147,-0.824012125,-3.498160774,2.156399625,-0.019721807,-1.06774231,4.419872227,2.532196635,6.60461303,0.151409325,-0.211309094,-2.928838039,-2.717528945
HER14L,HER14L_2C,HER14L_2C_131,93.5,12814.53,7.6,1,32226,78378,1.54,-3.599233533,-0.71443282,-3.822377084,2.197280041,-0.022683264,-0.949518909,4.394859004,2.516106564,6.545946543,0.152766295,0.236388778,-2.933296803,-3.169685581
HER14L,HER14L_2C,HER14L_2C_132,93.6,12821.36,7.6,1,32190,80922,1.36,-4.465184558,-0.938824033,-2.640635266,2.232713514,0.112614431,-0.848875797,4.228127661,2.320064047,6.740673751,0.148353123,-1.913649287,-3.62877553,-1.715126243
HER14L,HER14L_2C,HER14L_2C_133,93.7,12828.18,7.57,1,31297,77708,1.34,-3.797836933,-0.79623954,-3.335213411,2.284784797,0.061033466,-1.162990136,4.338078614,2.408383143,6.888111058,0.145177682,-0.485507816,-3.059293755,-2.573785939
HER14L,HER14L_2C,HER14L_2C_134,93.8,12835.01,7.57,1,31204,79030,1.45,-3.434090222,-0.976433215,-2.956054421,2.209987906,-0.106504658,-1.045031531,4.088030831,2.220095311,6.475533959,0.15442742,-0.490622916,-2.487680577,-1.99705766
HER14L,HER14L_2C,HER14L_2C_135,93.9,12841.83,7.57,1,31216,79486,1.46,-3.526166081,-0.835660189,-2.923990678,2.495279299,-0.011381248,-1.925461848,4.299287634,2.428093112,6.496671556,0.153924974,-0.622529613,-2.732003442,-2.109473829
HER14L,HER14L_2C,HER14L_2C_136,94,12848.66,7.58,1,31342,78814,1.38,-3.05512787,-0.808861207,-3.53470095,2.309289299,-0.12456924,-1.220643456,4.165106618,2.269506805,6.657195872,0.150213396,0.494696242,-2.267842145,-2.762538386
HER14L,HER14L_2C,HER14L_2C_137,94.1,12855.49,7.57,1,31823,79479,1.66,-3.903993296,-0.965765517,-3.240699079,2.367995414,-0.075351899,-0.76849908,4.227693112,2.358620345,6.482897836,0.154252007,-0.693147181,-2.995732274,-2.302585093
HER14L,HER14L_2C,HER14L_2C_138,94.2,12862.31,7.56,1,31154,77962,1.38,-3.830710512,-0.754935531,-4.23617562,2.572422087,0.106330256,-0.7830185,4.409058921,2.517028899,6.633477297,0.150750497,0.441832752,-3.141686186,-3.583518938
HER14L,HER14L_2C,HER14L_2C_139,94.3,12869.14,7.58,1,30134,75919,1.45,-2.934489791,-0.797101005,-3.135160486,2.286357314,-0.421570104,-1.520182393,4.204719864,2.317426601,6.602142857,0.151465974,0.205852054,-2.157693739,-2.363545793
HER14L,HER14L_2C,HER14L_2C_140,94.4,12875.96,7.6,1,29945,75225,1.25,-3.729362296,-0.820641399,-2.748533043,2.445696146,-0.523909491,-1.30161406,4.296135923,2.382228219,6.780241439,0.147487373,-1.016934258,-2.962844407,-1.945910149
HER14L,HER14L_2C,HER14L_2C_141,94.5,12882.79,7.62,1,30150,74961,1.46,-3.363068787,-1.117642108,-3.363068787,2.18543068,-0.067231921,-0.925564376,4.273468906,2.377676393,6.658495954,0.150184067,0,-2.279237729,-2.279237729
HER14L,HER14L_2C,HER14L_2C_142,94.6,12889.61,7.65,1,30999,75089,1.8,-3.91167963,-0.783458173,-3.563372935,2.157902697,0.322426875,-1.483931394,4.557950145,2.704162416,6.384555295,0.15662798,-0.374693449,-3.211576522,-2.836883073
HER14L,HER14L_2C,HER14L_2C_143,94.7,12896.44,7.68,1,31376,74647,1.36,-3.086694899,-0.791831852,-2.655911982,2.068151733,0.181703423,-3.048954571,4.629920079,2.703618068,6.86476952,0.145671315,-0.444685821,-2.33020026,-1.885514439
HER14L,HER14L_2C,HER14L_2C_144,94.8,12903.27,7.7,1,31461,75182,1.71,-3.980960809,-0.842127692,-2.674709156,1.715616281,-0.044620496,-1.138738395,4.438534739,2.527005529,6.764084911,0.147839658,-1.365240952,-3.215536924,-1.850295972
HER14L,HER14L_2C,HER14L_2C_145,94.9,12910.09,7.73,1,31274,75244,1.43,-3.326020345,-0.856106479,-3.480171024,1.600197608,0.007458863,-0.676810643,4.324709156,2.406742864,6.80777238,0.146890928,0.16034265,-2.503255788,-2.663598439
HER14L,HER14L_2C,HER14L_2C_146,95,12916.92,7.73,1,31223,74300,1.35,-3.283937567,-1.08671299,-3.283937567,1.584146183,-0.025841029,-0.713508744,4.35911743,2.450674285,6.743246363,0.148296525,0,-2.229616073,-2.229616073
HER14L,HER14L_2C,HER14L_2C_147,95.1,12923.74,7.75,1,31466,75899,1.37,-4.357034512,-0.719448353,-3.069180224,1.937770128,0.278907332,-1.294812497,4.545233988,2.678564138,6.467326733,0.154623393,-1.386294361,-3.767822656,-2.381528295
HER14L,HER14L_2C,HER14L_2C_148,95.2,12930.57,7.76,1,31978,76548,1.4,-3.28022741,-0.721708942,-4.261056663,1.764003834,0.109796671,-0.816374169,4.545184335,2.660382343,6.585662611,0.151845009,1.056052674,-2.597847061,-3.653899735
HER14L,HER14L_2C,HER14L_2C_149,95.3,12937.39,7.78,1,32672,77246,1.4,-3.35061608,-0.757574988,-3.008866786,1.679821841,-0.285150469,-1.101275502,4.365135073,2.45852691,6.730858984,0.148569447,-0.352821375,-2.628007493,-2.275186119
HER14L,HER14L_2C,HER14L_2C_150,95.4,12944.22,7.78,1,32474,78384,1.26,-3.160868721,-0.890371943,-3.332718978,1.673531717,-0.079441727,-0.744015535,4.213347736,2.320537451,6.638614946,0.150633831,0.176930708,-2.294443935,-2.471374644
HER14L,HER14L_2C,HER14L_2C_151,95.5,12951.04,7.78,1,32523,79596,1.51,-3.189254608,-1.194554295,-2.966111057,1.77638332,0.072680706,-0.876719185,4.132016617,2.245558503,6.596575417,0.15159381,-0.228258652,-2.016610963,-1.788352311
HER14L,HER14L_2C,HER14L_2C_152,95.6,12957.87,7.78,1,33119,81378,1.61,-3.954807332,-1.040044121,-3.0385166,1.920123399,0.331839676,-0.681864286,4.182685959,2.280583306,6.700587723,0.14924064,-0.95097629,-2.968905031,-2.017928741
HER14L,HER14L_2C,HER14L_2C_153,95.7,12964.7,7.78,1,32921,81151,1.67,-3.201407389,-0.828829924,-3.306767904,1.957360513,0.091647834,-1.073175683,4.121895334,2.239277219,6.571289168,0.152177141,0.108213585,-2.395561549,-2.503775134
HER14L,HER14L_2C,HER14L_2C_154,95.8,12971.52,7.78,1,32888,82861,1.4,-3.385903783,-1.10728788,-2.523680272,2.055716162,-0.223319874,-0.894439732,3.98692523,2.091990149,6.652738069,0.15031405,-0.877718457,-2.302585093,-1.424866636
HER14L,HER14L_2C,HER14L_2C_155,95.9,12978.35,7.79,1,32560,80579,1.47,-3.628745718,-0.892880829,-2.775968392,2.070925754,-0.072299359,-1.0203742,4.114740785,2.204601961,6.754674476,0.148045624,-0.875468737,-2.772588722,-1.897119985
HER14L,HER14L_2C,HER14L_2C_156,96,12985.17,7.79,1,32592,79960,1.34,-4.223390638,-0.752459919,-3.019417834,2.11520344,0.164866546,-1.017937834,4.285232602,2.447903638,6.280299831,0.159228067,-1.265666373,-3.555348061,-2.289681688
HER14L,HER14L_2C,HER14L_2C_157,96.1,12992,7.79,1,32172,78963,1.53,-3.408799789,-1.028096917,-2.517826865,1.951317979,-0.242533914,-1.106214696,4.107259396,2.244894805,6.439539978,0.155290596,-0.909818217,-2.409557213,-1.499738995
