"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Fe","Cu","Br","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered"
"HER14L","HER14L_2A","HER14L_2A_12",2.6,240.85,6.79,1,27550,69187,1.64,0.0549236128174368,0.0448061051931721,0.875887088614913,0.0953936433144955,8.95688496393831,0.0549236128174368,3.02224406319106,1.71997629612499,70.8601326838857,11.850492144478,5.97950969630443,0.167237792191898,-0.755667537541279,-2.97289278158417,-2.21722524404289,100,97.5356642143755
"HER14L","HER14L_2A","HER14L_2A_13",2.7,248.04,6.79,1,27949,70246,1.26,0.0754491358938587,0.0540956068672949,0.841329043646613,0.115309056743444,9.09375622811263,0.223500270478034,2.79873587108163,1.74387153716938,70.0395752071292,11.7558295134243,5.9578590457738,0.167845528455285,-0.756862994946053,-2.74422985767971,-1.98736686273366,100,96.7414514705464
"HER14L","HER14L_2A","HER14L_2A_14",2.8,255.24,6.79,1,28404,72499,1.47,0.0731044566131947,0.0593111629125919,1.00553111077394,0.165519524407233,10.2635898426185,0.253796604091091,3.12831901129671,1.6772645139933,68.6850853115215,11.4677443826811,5.98941544382969,0.166961201702948,-1.02629162708848,-2.8304736163151,-1.80418198922661,100,96.7792659209093
"HER14L","HER14L_2A","HER14L_2A_15",2.9,262.44,6.79,1,28269,71965,1.46,0.0805947335510317,0.0931008128951574,0.919891613979018,0.105606892239283,9.07246578197735,0.0597512679774891,3.25019106510109,1.659139859654,69.664420204266,11.3763635100396,6.12361060217418,0.163302349702797,-0.126040720895365,-2.29057293654604,-2.16453221565068,100,96.28152574168
"HER14L","HER14L_2A","HER14L_2A_16",3,269.63,6.79,1,28496,73171,1.59,0.058766451189679,0.0696997444342704,0.830930286588949,0.15306610542428,9.26186603982452,0.161266075357724,3.20482158232086,1.31882849762884,69.8500772163835,11.7163903732353,5.96174034760294,0.167736255135981,-0.786673238570769,-2.47834924924184,-1.69167601067107,100,96.625712372388
"HER14L","HER14L_2A","HER14L_2A_17",3.1,276.83,6.79,1,29090,72953,1.39,0.0370101298096034,0.0589420585856647,0.596274313599167,0.202870341178567,9.08256000438639,0.200128850081559,3.08966046632764,1.15416775184023,71.6283086370677,11.6650446177676,6.14042303172738,0.162855229164673,-1.23601215807055,-2.31414591539512,-1.07813375732457,100,97.7149671706441
"HER14L","HER14L_2A","HER14L_2A_18",3.2,284.03,6.8,1,29874,74705,1.49,0.0749615152934877,0.0481895455458135,0.505990228231042,0.0763001137808714,9.08105213841108,0.041496553108895,3.01452379358811,0.896860986547085,72.2321129777123,11.4276152867947,6.32083870212018,0.158206853097608,-0.45953232937844,-2.35137525716348,-1.89184292778504,100,97.3991031390134
"HER14L","HER14L_2A","HER14L_2A_19",3.3,291.22,6.81,1,30212,75779,1.23,0.0316710434289183,0.0263925361907653,0.398527296480555,0.124044920096597,8.33344330223413,0.116127159239367,3.09188561474815,0.938254661581705,72.7021998178915,11.6285514456512,6.25204266908761,0.159947724756321,-1.54756250871601,-2.71469474382088,-1.16713223510487,100,97.3910977975429
"HER14L","HER14L_2A","HER14L_2A_20",3.4,298.42,6.82,1,30283,75638,1.42,0.0436288637986197,0.00528834712710542,0.376794732806261,0.140141198868294,7.06390967503107,0.207567624738888,3.15978740844549,0.753589465612523,73.6336233110341,11.5563605595071,6.37169660221943,0.156944070383338,-3.27714473299218,-4.26619481914876,-0.989050086156583,100,96.9406911869695
"HER14L","HER14L_2A","HER14L_2A_21",3.5,305.62,6.83,1,30431,76193,1.31,0.0144370217736537,0.040686152271206,0.31892693554526,0.102371608940454,6.52159647211686,0.122058456813618,3.40976205163204,0.992217132807476,74.2509154384261,11.4118094838108,6.50649798734905,0.153692508926362,-0.922721622204446,-2.0590742388554,-1.13635261665096,100,97.1847807541375
"HER14L","HER14L_2A","HER14L_2A_22",3.6,312.82,6.83,1,30788,77657,1.53,0.0618102682308098,0.0386314176442561,0.413356168793541,0.0888522605817891,7.39276562318915,0.122332822540144,3.427894458967,0.6284043936799,73.8001725536655,11.2043988307558,6.58671417078497,0.151820767391949,-0.832909122935104,-2.37024374146786,-1.53733461853276,100,97.1786187980478
"HER14L","HER14L_2A","HER14L_2A_23",3.7,320.01,6.83,1,30759,76643,1.23,0.00913325417846379,0.0117427553723106,0.356196912960088,0.0848087888000209,6.5968190180447,0.210064846104667,3.23839098156387,0.474929217280117,74.2833657346398,11.8366974152891,6.27568342151675,0.15934519522948,-1.97716269255942,-3.41224721784874,-1.43508452528932,100,97.1021489242331
"HER14L","HER14L_2A","HER14L_2A_24",3.8,327.21,6.85,1,30776,75777,1.32,0.0277128944138723,0.0316718793301397,0.316718793301398,0.108212254377977,6.25255684442509,0.110851577655489,3.17378624120775,0.663789804294179,75.4226216398116,11.565514602056,6.52133728890917,0.153342781656256,-1.22866541691631,-2.30258509299405,-1.07391967607774,100,97.6734365308735
"HER14L","HER14L_2A","HER14L_2A_25",3.9,334.41,6.86,1,30763,76038,1.47,0.0565506720324048,0.0249875062468766,0.320892185486204,0.0907441016333938,6.20347720876404,0.0565506720324048,3.56006207422604,0.487913937767958,74.8494173965649,11.49030747784,6.51413528671169,0.1535123168289,-1.28966752543082,-2.55272924612676,-1.26306172069594,100,97.1409032325942
"HER14L","HER14L_2A","HER14L_2A_26",4,341.6,6.87,1,31132,76709,1.22,0.0769140518061766,0.0443233518883051,0.346765047126152,0.0534487478653092,6.2821833161689,0.175989779556506,3.2030139879284,0.619223298439557,75.1593685225984,11.1381976039317,6.74789325842697,0.148194401082319,-0.187211542088146,-2.05713578416554,-1.86992424207739,100,97.0994277073094
"HER14L","HER14L_2A","HER14L_2A_27",4.1,348.8,6.88,1,30880,76054,1.28,0.0289268151576511,0.0328713808609672,0.410234833144871,0.118336971099482,5.83006810950114,0.0972992873484629,3.22928445578142,0.698188129486944,75.530544087096,11.2643647934362,6.70526438659974,0.1491365503795,-1.28093384546206,-2.52412736294128,-1.24319351747922,100,97.2401188629132
"HER14L","HER14L_2A","HER14L_2A_28",4.2,356,6.88,1,30329,74595,1.38,0.0455794624304578,0.034854883035056,0.441048327635901,0.0804343454655138,5.53522354045177,0.0335143106106307,2.95730276828206,0.835176620416918,75.7758562906361,11.5852268918828,6.54073131219625,0.152888102609465,-0.836248024200619,-2.53796121274389,-1.70171318854327,100,97.3242174408472
"HER14L","HER14L_2A","HER14L_2A_29",4.3,363.19,6.89,1,30377,76442,1.33,0.0523272546505848,0.0222390832264985,0.371523508019152,0.0968054211035818,4.82718924151644,0.082415426074671,3.3463279349049,0.934041495512938,75.3761021428011,11.568247821878,6.51577518941536,0.153473680556761,-1.47085174914795,-2.81576089410499,-1.34490914495704,100,96.6772193296879
"HER14L","HER14L_2A","HER14L_2A_30",4.4,370.39,6.89,1,31057,77947,1.38,0.0384876903537019,0.0282243062593814,0.458003515209052,0.0936533798606746,6.46336613339833,0.188589682733139,3.17651737719219,0.61708596867102,74.2799594596328,11.4629171103442,6.4800223838836,0.154320454584708,-1.19941698779008,-2.78669332842132,-1.58727634063125,100,96.8068046236545
"HER14L","HER14L_2A","HER14L_2A_31",4.5,377.59,6.9,1,30926,76220,1.41,0.0393597480976122,0.00787194961952244,0.339805825242718,0.0892154290212543,5.56284439779585,0.16137496720021,3.22618735240094,0.644187877197586,75.9406979795329,11.4759905536605,6.61735452155025,0.151117791368647,-2.42774823594805,-3.76506859247148,-1.33732035652343,100,97.4875360797691
"HER14L","HER14L_2A","HER14L_2A_32",4.6,384.78,6.9,1,31046,76956,1.34,0.032486095950933,0.0207911014085971,0.385934819897084,0.0402827589791569,5.58371017204636,0.0246894329227091,3.36296065284058,0.715993554758563,75.311866521129,11.5728468215604,6.50763530204357,0.153665648670566,-0.661398482245365,-2.92114341656292,-2.25974493431755,100,97.0515619314933
"HER14L","HER14L_2A","HER14L_2A_33",4.7,391.98,6.91,1,30728,76166,1.43,0.0472651839403408,0.0144421395373264,0.400441141716776,0.107659585641887,5.6140535146916,0.0827140718955965,3.15495102801775,0.837644093164929,74.7406979492162,11.8976971352047,6.2819465901567,0.159186326347779,-2.00882397446588,-3.32241650380904,-1.31359252934316,100,96.8975658430271
"HER14L","HER14L_2A","HER14L_2A_34",4.8,399.18,6.9,1,30715,76955,1.64,0.058475732570983,0.0506789682281853,0.371645767006692,0.0454811253329868,6.12305893054382,0.0480800467805861,3.32531999220324,0.718601780261192,74.8125527905919,11.4430511337795,6.53781512605042,0.152956298200514,0.108213584640233,-1.99243016469021,-2.10064374933044,100,96.9969462672991
"HER14L","HER14L_2A","HER14L_2A_35",4.9,406.37,6.91,1,30887,77949,1.64,0.0679931750246956,0.048749823602612,0.441314192613119,0.105196987774057,6.51964746180195,0.0269406919909171,3.34192869696853,0.619635915791094,74.206211753839,11.4844321286995,6.46146112600536,0.154763757066542,-0.769133087537867,-2.20305549764701,-1.43392241010915,100,96.8620508281056
"HER14L","HER14L_2A","HER14L_2A_36",5,413.57,6.91,1,31266,79304,1.41,0.0781801674568748,0.0403510541712902,0.429990921012812,0.0933118127711086,6.6869262584485,0.168970039342278,3.2873499445173,0.583829315040855,74.2358519116312,11.3285584585897,6.55298308103295,0.152602255741269,-0.838329190404443,-2.36614657448379,-1.52781738407935,100,96.9333198829819
"HER14L","HER14L_2A","HER14L_2A_37",5.1,420.77,6.91,1,31490,80898,1.34,0.044500482088556,0.0259586145516576,0.487033053969196,0.0902370886795718,7.09659076862222,0.159460060817326,3.36102252218843,0.836856288165344,73.637172736038,10.9656604613217,6.71525194453838,0.148914740393816,-1.24593700342497,-2.93182847157451,-1.68589146814954,100,96.7044920764419
"HER14L","HER14L_2A","HER14L_2A_38",5.2,427.96,6.92,1,30994,79097,1.39,0.0442494658457337,0.0670063339949682,0.453873092531954,0.0682706044477035,7.23289126009836,0.040456654487528,3.24664652262412,0.849589744238087,73.1051746589631,11.6249668129006,6.28863512778684,0.159017017155506,-0.0186921330121525,-1.91303047493616,-1.894338341924,100,96.7331251501321
"HER14L","HER14L_2A","HER14L_2A_39",5.3,435.16,6.91,1,30916,79129,1.33,0.0669792364367046,0.0303302202732247,0.489074801905749,0.0960456975318783,7.20595483324698,0.106155770956287,3.38434707882066,0.835344816691731,73.3106699187403,11.515373630401,6.36633011413521,0.157076366143768,-1.15267950993839,-2.78037086268184,-1.62769135274345,100,97.0402760050045
"HER14L","HER14L_2A","HER14L_2A_40",5.4,442.36,6.91,1,31181,77897,1.54,0.0552010988869918,0.0513498594297598,0.463432481353582,0.10911845128824,6.49704096435036,0.147630845860559,3.45969677908007,0.744572961731517,74.5587121455255,11.2135255529738,6.64899828277046,0.150398595017132,-0.75377180237638,-2.19999850421894,-1.44622670184256,100,97.3002811404804
"HER14L","HER14L_2A","HER14L_2A_41",5.5,449.55,6.9,1,31270,78539,1.37,0.0674823972803321,0.0216452972408612,0.511847617107424,0.080214925069074,6.13962489973134,0.0636626389437095,3.45560804186455,0.457097747615834,74.435630705764,11.4096181514916,6.52393706059592,0.153281674962796,-1.30992138233532,-3.1632387445628,-1.85331736222749,100,96.6424324221088
"HER14L","HER14L_2A","HER14L_2A_42",5.6,456.75,6.91,1,31060,77557,1.55,0.0722049589334296,0.0232087368000309,0.390680402800521,0.0709155846667612,5.53657310107405,0.180512397333574,3.34979434480447,0.442255373467256,75.4206583545006,11.520559072682,6.54661443760492,0.152750709474476,-1.11696142733631,-2.8233610476132,-1.7063996202769,100,97.0073623270627
"HER14L","HER14L_2A","HER14L_2A_43",5.7,463.95,6.91,1,31215,77964,1.26,0.0423272279513622,0.025652865425068,0.395054127546047,0.057718947206403,4.78041147196142,0.270637730234467,3.42722282078908,0.595146477861577,76.2980349905084,11.0627982145606,6.8968115942029,0.144994536437757,-0.810930216216329,-2.73436750941958,-1.92343729320325,100,96.9550048740444
"HER14L","HER14L_2A","HER14L_2A_44",5.8,471.15,6.91,1,31509,78205,1.32,0.0511476248321718,0.0179016686912601,0.436033501694265,0.0997378684227351,5.09558212390512,0.196918355603862,3.56754683204399,0.911706412633463,75.3225497090979,11.5082155872387,6.54511111111111,0.152785794316368,-1.71765149707433,-3.19282514766826,-1.47517365059393,100,97.2073396841634
"HER14L","HER14L_2A","HER14L_2A_45",5.9,478.34,6.92,1,31439,76924,1.5,0.0337995944048671,0.0311996256044927,0.373095522853726,0.124798502417971,5.11673859913681,0.109198689615725,3.53725755290937,0.605792730487234,75.8631896417243,11.4203629556445,6.64280022766079,0.150538924207893,-1.38629436111989,-2.48142838541168,-1.09513402429178,100,97.215433414799
"HER14L","HER14L_2A","HER14L_2A_46",6,485.54,6.91,1,31313,77197,1.48,0.0595878078163659,0.0440431622990531,0.361413008277524,0.0673601305750223,4.3252976151923,0.0764278404601215,3.24364936461261,0.51556407632421,76.5055636877081,11.8217029159164,6.47161954854263,0.154520826278361,-0.424883193965266,-2.1048512572052,-1.67996806323994,100,97.0206096091817
"HER14L","HER14L_2A","HER14L_2A_47",6.1,492.74,6.91,1,31298,77244,1.45,0.0414271658640153,0.0194189839987572,0.375433690642639,0.0854435295945316,4.31489824452385,0.18901144425457,3.47599813577754,0.631764279426234,76.374864067112,11.6242038216561,6.57033077180087,0.152199338927028,-1.48160454092422,-2.96183072187831,-1.48022618095409,100,97.1324633628502
"HER14L","HER14L_2A","HER14L_2A_48",6.2,499.93,6.91,1,31053,76407,1.47,0.0667478110644313,0.0602039080188988,0.409648330650333,0.102084887510307,3.91718036305574,0.0772180559372832,3.45387202743204,0.598112738361668,76.5819885612575,11.7646288952583,6.50951162531984,0.153621355573025,-0.528067430200497,-1.91756179405106,-1.38949436385056,100,97.0316855785465
"HER14L","HER14L_2A","HER14L_2A_49",6.3,507.13,6.91,1,31103,77292,1.49,0.0414014386999948,0.0388138487812451,0.354499818868706,0.047870413496869,3.59804378202143,0.225120322931222,3.43890700201832,0.543393882937432,77.2059204057341,11.5872276561611,6.66301920500223,0.15008211281295,-0.209720530982069,-2.21193072472592,-2.00221019374385,100,97.0811985716504
"HER14L","HER14L_2A","HER14L_2A_50",6.4,514.33,6.93,1,31433,77743,1.43,0.0347298149029495,0.0270120782578496,0.491362566404692,0.0977579975045985,4.68981130133903,0.133774101848398,3.50385243687535,0.366592490642244,76.2049316337162,11.7991330409169,6.45851956829827,0.154834244818041,-1.28621090256291,-2.90089817088315,-1.61468726832024,100,97.3489574624082
"HER14L","HER14L_2A","HER14L_2A_51",6.5,521.52,6.94,1,31641,76991,1.27,0.0623449494096713,0.0519541245080594,0.387058227585042,0.100011689678014,4.16282422620826,0.163655492200387,3.40559286150329,0.519541245080594,76.7920925822499,11.3844475328285,6.74535082715345,0.148250257936844,-0.654925967739748,-2.00821403239147,-1.35328806465172,100,97.0295229312517
"HER14L","HER14L_2A","HER14L_2A_52",6.6,528.72,6.94,1,31057,75821,1.67,0.0540747286371849,0.0316534996900595,0.482715870273407,0.112106144735627,3.71664842194115,0.166180873372812,3.25371598897403,0.249271310059218,77.2635549517944,11.7513617599346,6.57485970819304,0.15209450001707,-1.26459742614237,-2.72457950305342,-1.45998207691105,100,97.0812835494124
"HER14L","HER14L_2A","HER14L_2A_53",6.7,535.92,6.95,1,31055,75300,1.39,0.0398406374501992,0.0385126162018592,0.435590969455511,0.0810092961487384,3.50730411686587,0.150066401062417,3.37051792828685,0.387782204515272,77.8034528552457,11.7051792828685,6.64692534604039,0.150445498924658,-0.743578034186837,-2.42571777839767,-1.68213974421083,100,97.5192563081009
"HER14L","HER14L_2A","HER14L_2A_54",6.8,543.11,6.94,1,31052,75922,1.46,0.0395142382971998,0.0302942493611865,0.384605252759411,0.138299834040199,3.42588446036722,0.0592713574457996,3.5799899897263,0.484707989778984,77.5927926029346,11.326097837254,6.85079660425631,0.145968426413173,-1.51846613422837,-2.54125958633913,-1.02279345211076,100,97.0614578119649
"HER14L","HER14L_2A","HER14L_2A_55",6.9,550.31,6.95,1,30826,76035,1.3,0.0328795949233905,0.0236733083448412,0.399815874268429,0.0789110278161373,3.51943184059972,0.209114223712764,3.49707371605182,0.374827382126652,77.4985204182285,11.5078582231867,6.7344,0.148491328106439,-1.20397280432594,-2.82665594351006,-1.62268313918412,100,97.1421056092589
"HER14L","HER14L_2A","HER14L_2A_56",7,557.51,6.96,1,30781,75970,1.47,0.0368566539423457,0.0394892720810846,0.373831775700935,0.0881927076477557,3.1749374753192,0.126365670659471,3.63169672239042,0.777938659997367,77.2528629722259,11.3439515598262,6.81004873520538,0.146841827258941,-0.803495237728811,-2.24777685649905,-1.44428161877024,100,96.8461234697907
"HER14L","HER14L_2A","HER14L_2A_57",7.1,564.7,6.95,1,30801,75881,1.26,0.0606212358825002,0.0105428236317392,0.359773856433099,0.089614000869783,2.96253344051871,0.137056707212609,3.29990379673436,0.492877004783806,77.7137886954574,11.5457097297084,6.73096678461363,0.148567068000678,-2.14006616349627,-3.53003025350512,-1.38996409000885,100,96.6724212912323
"HER14L","HER14L_2A","HER14L_2A_58",7.2,571.9,6.96,1,30897,76095,1.54,0.0459951376568763,0.0407385504960904,0.329850844339313,0.101189302845128,3.18286352585584,0.120901504698075,3.48774558118142,0.375845981996189,77.3230829883698,11.7786976805309,6.56465469150954,0.152330936963579,-0.909818217368538,-2.09146573464664,-1.1816475172781,100,96.7869110979696
"HER14L","HER14L_2A","HER14L_2A_59",7.3,579.1,6.95,1,30855,76646,1.73,0.0495785820525533,0.0417503848863607,0.324870182396994,0.0600161782741435,3.64402578086267,0.255721107428959,3.62706468700258,0.5310127077734,76.4266889335386,11.3821986796441,6.71458046767538,0.148929632285158,-0.362905493689368,-2.05171699366498,-1.68881149997561,100,96.3429272238604
"HER14L","HER14L_2A","HER14L_2A_60",7.4,586.29,6.96,1,30769,76079,1.28,0.0433759644579976,0.0262884633078773,0.360151947317919,0.101210583735328,3.90383680121978,0.0525769266157547,3.40435599837011,0.425873105587613,77.0002234519381,12.0019979232114,6.41561712846348,0.155869650569297,-1.34807314829969,-2.61739583283408,-1.26932268453439,100,97.3198911657619
"HER14L","HER14L_2A","HER14L_2A_61",7.5,593.49,6.96,1,30772,75817,1.56,0.0593534431591859,0.0342931004919741,0.400965482675389,0.105517232282997,3.47283590751415,0.164870675442183,3.25388765052693,0.819077515596766,77.5050450426685,11.6583352018677,6.64803710827017,0.1504203396753,-1.1239300966524,-2.45893116338474,-1.33500106673234,100,97.4741812522257
"HER14L","HER14L_2A","HER14L_2A_62",7.6,600.69,6.97,1,31095,77749,1.43,0.0437304659867008,0.0360133249302242,0.391001813528148,0.0913195025016399,3.44570348171681,0.261096605744125,3.49715108875998,0.779431246704138,76.7405368557795,11.7017582219707,6.55803473290833,0.152484706276712,-0.930475366866112,-2.38482319123102,-1.45434782436491,100,96.987742607622
"HER14L","HER14L_2A","HER14L_2A_63",7.7,607.89,6.99,1,31291,78698,1.56,0.0635340161122265,0.0597219751454929,0.419324506340695,0.0584512948232484,3.10808406821012,0.137233474802409,3.71165722127627,0.736994586901827,75.6906147551399,12.3255991257719,6.14092783505155,0.162841841959474,0.0215062052209637,-1.94894505275047,-1.97045125797143,100,96.3112150245241
"HER14L","HER14L_2A","HER14L_2A_64",7.8,615.08,7,1,31328,77584,1.4,0.0489791709630852,0.0257785110332027,0.425345432047845,0.114714374097752,3.14497834605073,0.0863580119612291,3.52134460713549,0.592905753763663,77.1885955867189,11.570684677253,6.67104823437674,0.149901479477674,-1.49290409617815,-2.80336038090653,-1.31045628472839,100,96.719684471025
"HER14L","HER14L_2A","HER14L_2A_65",7.9,622.28,7,1,31142,77827,1.71,0.066814858596631,0.0334074292983155,0.461279504542125,0.093797782260655,3.58615904506148,0.140054222827553,3.83029025916456,0.677142893854318,76.6777596463952,11.741426497231,6.53053184504268,0.153126885179972,-1.03236290312691,-2.6252258504668,-1.59286294733989,100,97.3081321392319
"HER14L","HER14L_2A","HER14L_2A_66",8,629.48,7.01,1,30832,76421,1.41,0.0575757972285105,0.0170110309993326,0.334986456602243,0.0549587155363055,3.06591120241818,0.0353306028447678,3.83271613823426,0.719697465356381,77.418510618809,11.398699310399,6.79187234531053,0.147234804948955,-1.17272026082183,-2.98022808701803,-1.80750782619619,100,96.9353973384279
"HER14L","HER14L_2A","HER14L_2A_67",8.1,636.67,7,1,30773,76257,1.58,0.0537655559489621,0.0393406506943625,0.388161086851043,0.107531111897924,2.99382351784099,0.0917948516201791,3.72424826573298,1.00580930275253,76.9201515926407,11.7851475930079,6.52687214865917,0.153212745281893,-1.0055218656021,-2.28916207266191,-1.28364020705981,100,97.1097735289875
"HER14L","HER14L_2A","HER14L_2A_68",8.2,643.87,7,1,30955,75912,1.55,0.0698176836336811,0.0316155548529877,0.364896195594899,0.0645484244915165,3.16155548529877,0.0843081462746338,3.45926862683107,0.865475814100537,77.3290125408368,11.9151122352197,6.48999447208402,0.154083336172532,-0.713766467762681,-2.44596367583939,-1.73219720807671,100,97.3456107071346
"HER14L","HER14L_2A","HER14L_2A_69",8.3,651.07,7.01,1,30883,75784,1.54,0.0461838910587987,0.0461838910587987,0.381346986171223,0.036947112847039,3.01382877652275,0.137232133431859,3.54692283331574,0.504064182413174,77.577061121081,11.92995883036,6.50270987722597,0.153782041468932,0.22314355131421,-2.11107862662302,-2.33422217793723,100,97.2197297582603
"HER14L","HER14L_2A","HER14L_2A_70",8.4,658.26,7.01,1,30678,75995,1.58,0.047371537601158,0.0434239094677281,0.39607868938746,0.0789525626685966,2.96598460425028,0.218435423383117,3.83841042173827,0.643463385749062,76.9129547996579,11.7191920521087,6.56299124185942,0.152369546621044,-0.59783700075562,-2.2106027032824,-1.61276570252677,100,96.8642673860122
"HER14L","HER14L_2A","HER14L_2A_71",8.5,665.46,7.01,1,30806,75981,1.47,0.0605414511522618,0.0263223700662008,0.406680617522802,0.0789671101986023,2.90598965530856,0.131611850331004,3.74830549742699,0.856793145654835,76.9745067845909,11.6976612574196,6.58033303330333,0.151967992340047,-1.09861228866811,-2.73760900334375,-1.63899671467564,100,96.8873797396718
"HER14L","HER14L_2A","HER14L_2A_72",8.6,672.66,7.02,1,30989,76510,1.52,0.0745000653509345,0.0405175794013854,0.435237223892302,0.0784211214220363,3.11723957652594,0.132008887727094,3.81518755718207,0.667886550777676,76.6736374330153,11.6952032414064,6.55599016540009,0.152532260539011,-0.660357357736954,-2.3741552854953,-1.71379792775834,100,96.7298392367011
"HER14L","HER14L_2A","HER14L_2A_73",8.7,679.85,7.03,1,30783,76046,1.35,0.0433947873655419,0.0355048260263525,0.419482944533572,0.0749546327222997,2.81803119164716,0.148594271888068,3.92788575335981,0.662756752491913,77.2663913946822,11.6639928464351,6.62435174746336,0.150958167398482,-0.747214401830221,-2.46935423678052,-1.72213983495029,100,97.0609894011519
"HER14L","HER14L_2A","HER14L_2A_74",8.8,687.05,7.05,1,30495,74936,1.4,0.0213515533255044,0,0.485747838155226,0.0920785737162379,2.79305006939255,0.0907441016333938,3.72584605530052,0.78867300096082,77.1258140279705,11.7607024661044,6.55792579144446,0.152487239380569,NA,NA,-1.66304736303948,100,96.8840076865592
"HER14L","HER14L_2A","HER14L_2A_75",8.9,694.25,7.05,1,30225,74818,1.46,0.0695019914993718,0.0374241492688925,0.421021679275041,0.0975701034510412,2.51677403833302,0.144350290037157,3.54192841294876,0.908872196530247,77.0442941538133,11.7685583683071,6.54662123793299,0.152750550804087,-0.958254930973187,-2.42036812865043,-1.46211319767724,100,96.5502953834639
"HER14L","HER14L_2A","HER14L_2A_76",9,701.44,7.05,1,30201,74943,1.49,0.0453678128711154,0.0360273808094152,0.449675086398997,0.0960730154917738,3.08234258036107,0.13476909117596,3.78821237473813,0.700532404627517,77.3027500900685,11.4113392845229,6.77420486435921,0.147618801028775,-0.980829253011726,-2.52424606434803,-1.54341681133631,100,97.0470891210654
