"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","Cl","K","Ca","Ti","Mn","Fe","Co","Ni","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER42L","HER42L_1A","HER42L_1A_31",3.5,702.66,7.31,1,18937,68666,1.61,0.0433673469387755,0.118197278911565,0.590136054421769,2.87329931972789,1,0.482993197278912,22.5595238095238,0.11734693877551,0.107142857142857,0.0824829931972789,0.291666666666667,0.336734693877551,3.17431972789116,18.8920068027211,6.01955782312925,29296,3.13843763243396,0.318629878021335,-0.527402167951768,-1.58286312620749,-1.05546095825572
"HER42L","HER42L_1A","HER42L_1A_35",3.9,777.81,7.24,1,18349,63149,1.47,0.0412735849056604,0.143867924528302,0.672169811320755,3.45047169811321,1,0.724056603773585,25.4587264150943,0.133254716981132,0.175707547169811,0.145047169811321,0.345518867924528,0.325471698113208,4.09669811320755,27.0518867924528,8.25117924528302,29937,3.27854794912105,0.305013077593723,-0.397244274963307,-1.63575522075147,-1.23851094578817
"HER42L","HER42L_1A","HER42L_1A_36",4,796.6,7.28,1,17661,62852,1.44,0.0441501103752759,0.249448123620309,1.50993377483444,7.0794701986755,1,1.03752759381898,52.8145695364238,0.209713024282561,0.132450331125828,0.147902869757174,0.832229580573951,0.514348785871965,6.80573951434879,47.2472406181015,15.2229580573951,28299,3.10368329466357,0.322197822735131,0.412065792139516,-1.5451332820706,-1.95719907421012
"HER42L","HER42L_1A","HER42L_1A_41",4.5,890.54,7.41,1,18172,68296,1.72,0.0386029411764706,0.0674019607843137,0.348039215686274,1.5,1,0.449754901960784,18.186887254902,NA,0.0079656862745098,0.136029411764706,0.198529411764706,0.166666666666667,1.4828431372549,13.0287990196078,3.79595588235294,27458,3.43228410008071,0.291351173399802,-1.0554401168029,-1.46090522491107,-0.405465108108164
"HER42L","HER42L_1A","HER42L_1A_42",4.6,909.33,7.42,1,19288,70548,1.47,0.0409276944065484,0.107776261937244,0.759890859481583,3.40109140518417,1,0.774897680763984,39.1132332878581,0.469304229195089,0.053206002728513,0.210095497953615,1.00545702592087,0.583901773533424,4.39290586630286,31.2305593451569,9.57025920873124,29907,3.26329294369209,0.306438930630788,-0.274580461959367,-1.49867684359627,-1.22409638163691
"HER42L","HER42L_1A","HER42L_1A_43",4.7,928.12,7.43,1,18665,65479,1.45,NA,0.26219512195122,1.07520325203252,5.9369918699187,1,1.10772357723577,51.8069105691057,0.172764227642276,0.197154471544715,0.180894308943089,1.32723577235772,0.434959349593496,6.58943089430894,45.4410569105691,13.630081300813,29063,3.33388010736654,0.299950798407658,0.0725097153659913,-1.70869287052944,-1.78120258589543
"HER42L","HER42L_1A","HER42L_1A_44",4.8,946.91,7.44,1,19357,68604,1.56,0.10250569476082,0.332574031890661,1.55808656036446,6.35535307517084,1,1.34396355353075,60.2619589977221,0.0136674259681093,0.369020501138952,0.277904328018223,1.97949886104784,0.776765375854214,7.36446469248292,54.5968109339408,15.4897494305239,30768,3.52470588235294,0.283711615487316,0.443458504547379,-1.40583895719286,-1.84929746174024
"HER42L","HER42L_1A","HER42L_1A_45",4.9,965.7,7.45,1,19528,74216,1.57,0.0423728813559322,0.193502824858757,0.894067796610169,4.53248587570621,1,1.01694915254237,47.3234463276836,0.182203389830508,0.396892655367232,0.161016949152542,0.939265536723164,0.468926553672316,4.26129943502825,32.25,9.19491525423729,29343,3.5073732718894,0.285113651294179,-0.111973671549544,-1.62324421896568,-1.51127054741614
"HER42L","HER42L_1A","HER42L_1A_46",5,984.48,7.45,1,19541,71728,1.4,0.04,0.107234042553191,0.559148936170213,2.43659574468085,1,0.597446808510638,25.3446808510638,NA,0.142127659574468,0.121702127659574,0.44936170212766,0.281702127659574,2.43063829787234,20.2953191489362,5.75063829787234,30604,3.52922894775788,0.283348010231895,-0.581339408093649,-1.4719412866135,-0.890601878519856
"HER42L","HER42L_1A","HER42L_1A_47",5.1,987.06,7.44,1,18861,64237,1.52,0.0637329286798179,0.215477996965099,0.799696509863429,3.35508345978756,1,0.752655538694992,33.051593323217,0.332321699544765,0.223065250379363,0.163884673748103,1.20182094081942,0.289833080424886,3.63429438543247,39.649468892261,10.0349013657056,32742,3.95115681233933,0.253090435914118,-0.223522985961145,-1.43399963231608,-1.21047664635494
"HER42L","HER42L_1A","HER42L_1A_48",5.2,989.64,7.44,1,21061,68360,1.58,0.1225,0.39,1.1075,7.0275,1,1.2125,49.815,0.085,0.2925,0.1975,2.9025,0.6575,7.3825,74.795,19.1225,37567,3.91136096221728,0.255665485660806,0.102105222937154,-1.8477258008614,-1.94983102379855
"HER42L","HER42L_1A","HER42L_1A_49",5.3,992.21,7.44,1,22715,72831,1.45,0.0234741784037559,0.198748043818466,0.672926447574335,5.58215962441315,1,0.62754303599374,31.5962441314554,0.298904538341158,0.183098591549296,0.247261345852895,2.47887323943662,0.549295774647887,4.45383411580595,51.8262910798122,11.2597809076682,40312,4.60277970813065,0.217260017513664,-0.396119245689927,-2.11569497667128,-1.71957573098136
"HER42L","HER42L_1A","HER42L_1A_50",5.4,994.79,7.46,1,22502,71502,1.28,0.0253521126760563,0.106103286384977,0.345539906103286,2.00845070422535,1,0.421596244131455,17.3192488262911,0.0197183098591549,0.150234741784038,0.175586854460094,1.44600938967136,0.298591549295775,2.34553990610329,32.6553990610329,7.10140845070423,42341,4.59843977257702,0.217465064120996,-1.06264713997459,-1.76001077091347,-0.69736363093888
"HER42L","HER42L_1A","HER42L_1A_51",5.5,997.36,7.49,1,23618,71989,1.49,0.077683615819209,0.186440677966102,0.581920903954802,2.50988700564972,1,0.580508474576271,24.6073446327684,0.111581920903955,0.217514124293785,0.173728813559322,2.71468926553672,0.258474576271186,2.96186440677966,52.5776836158192,10.524011299435,44676,4.99597369480607,0.200161182001343,-0.541420744344193,-1.46165847880512,-0.920237734460931
"HER42L","HER42L_1A","HER42L_1A_52",5.6,999.94,7.49,1,24436,72048,1.34,0.281853281853282,0.528957528957529,1.44401544401544,7.09266409266409,1,1.13899613899614,60.5637065637066,0.33976833976834,0.656370656370656,0.189189189189189,7.58301158301158,0.698841698841699,7.86872586872587,152.015444015444,29.7528957528958,47078,5.10926550739683,0.195722848724982,0.367427735714994,-1.59163328780059,-1.95906102351559
"HER42L","HER42L_1A","HER42L_1A_53",5.7,1002.52,7.49,1,25976,74667,1.58,0.0736196319018405,0.361963190184049,0.901840490797546,3.29038854805726,1,0.693251533742331,30.5030674846626,0.263803680981595,0.265848670756646,0.323108384458078,4.99795501022495,0.29038854805726,4.14928425357873,85.4744376278119,15.8752556237219,49560,5.38412984670875,0.185731033327751,-0.103317614028026,-1.29432327154554,-1.19100565751751
