"rowname","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"Cl",1,4005,134.503121098627,23.6665206261507,135,134.586895475819,23.7216,58,217,159,0.00986639403934715,0.0970787092704595,0.373966891037848,119,151
"K",2,4005,53.8139825218477,36.7013639273878,44,49.2480499219969,29.652,0,323,323,1.59138840348431,4.29037067120064,0.579937168694247,28,72
"Ca",3,4005,366.541073657928,136.2171758786,337,350.811856474259,115.6428,101,1314,1213,1.38631051289695,3.05653983619564,2.15243780756636,270,433
"Ti",4,4005,115.514357053683,91.3026228384496,92,102.296099843994,69.6822,0,1105,1105,2.22693919207807,9.70204324499719,1.44271980431158,52,155
"Mn",5,4005,82.4174781523096,54.8021187720915,71,76.6948517940718,48.9258,0,452,452,1.20228086458547,2.36927140603776,0.865956525812272,41,113
"Fe",6,4005,5638.96878901373,4324.77937975928,4531,4962.98658346334,3398.1192,573,31103,30530,1.64239553966692,3.31414455543222,68.3380681352071,2464,7323
"Co",7,4005,96.1405742821473,58.5273014852952,92,93.0390015600624,57.8214,0,491,491,0.655441110719507,1.02003771922873,0.924820057964328,54,132
"Ni",8,4005,187.422971285893,37.2821192429451,188,187.391575663027,37.065,63,334,271,0.0144433026899492,-0.0499220667364626,0.589113982778726,162,213
"Br",9,4005,2472.34456928839,524.372256474573,2435,2450.272074883,511.497,1071,4701,3630,0.531040657690629,0.594826873181003,8.28587630594146,2111,2807
"Rb",10,4005,87.3433208489388,75.4451109661155,78,79.9928237129485,91.9212,0,459,459,0.66342138889107,-0.115871499985834,1.19214708565264,16,140
"Sr",11,4005,679.162047440699,264.865627549415,644,662.510140405616,277.2462,72,1764,1692,0.575003032737257,0.00263440646068069,4.18527830271744,474,856
"Mo_inc",12,4005,33707.8684144819,4755.46005503974,34288,34001.7903276131,5289.9168,19796,42923,23127,-0.473182262883569,-0.522886888373952,75.1434754744991,30322,37614
"Mo_coh",13,4005,5677.57952559301,442.46800793078,5701,5692.40249609984,474.432,4271,6848,2577,-0.284897609205027,-0.354633643862659,6.99166505813898,5372,6015
"inc_coh",14,4005,5.91179617635908,0.471630184073228,5.99393939393939,5.94827605168008,0.481561167426477,4.19360824742268,6.87787429739397,2.68426604997129,-0.650643186133886,-0.0971139723889514,0.00745247163465954,5.60848890454385,6.27940412263988
"coh_inc",15,4005,0.170308766036775,0.0145677180603732,0.166835187057634,0.168635814000451,0.0132106237022297,0.145393759286776,0.238458134618221,0.0930643753314455,1.05688470829121,0.971565606380539,0.000230192021827408,0.159250779288847,0.178301146176794
"LnK_Ti",16,4004,NA,NA,-0.725416441128731,-0.716095546409569,0.453750939370491,-Inf,Inf,Inf,NA,NA,NA,-1.02006689395384,-0.408097770529945
"LnK_Ca",17,4005,-Inf,NA,-2.00175859054484,-2.03357825310983,0.426227658060505,-Inf,-0.666359864596296,Inf,NA,NA,NA,-2.32890240131142,-1.73929589969231
"LnTi_Ca",18,4005,-Inf,NA,-1.29006632902534,-1.33371916498861,0.49613586374294,-Inf,1.23557814374127,Inf,NA,NA,NA,-1.6756872979753,-0.991640169115942
