"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","Cl","K","Ca","Ti","Mn","Fe","Co","Ni","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER42L","HER42L_1A","HER42L_1A_10",1.4,308.11,7.12,1,18840,62810,1.55,-1.99516741583325,0.0910429952174185,8.20988711248991,5.52666887609385,0.90677738856414,5.69684960844321,2.57526047184015,NA,-1.23772208918149,2.68915151745879,-4.48462598657967,1.69643004700243,5.50559138680283,-5.75759327315407,-4.73108646815394,32882,3.7572337962963,0.266153253754332,1.08038477490884,-1.1982709609393,-2.27865573584815
"HER42L","HER42L_1A","HER42L_1A_12",1.6,345.68,7.16,1,21081,63932,1.4,-2.04575095846332,-0.382473392141475,3.85779457041588,6.26782464992875,1.31856125051748,2.36072381630414,1.49664888451733,1.65046127971104,-0.998415471133444,0.156698371865868,-4.2690102057267,2.59087713242894,6.30111249938727,-4.57050206061275,-2.3916474137793,39449,4.10138368033105,0.243820153865557,0.251762356619862,-1.91959284073794,-2.1713551973578
"HER42L","HER42L_1A","HER42L_1A_13",1.7,364.47,7.18,1,22462,69250,1.41,-2.39983575687377,0.998616070988632,8.72465074649866,5.45370535431736,2.10552596447276,3.05187338280307,2.14120657710514,-1.10794942374628,-0.466622986582231,0.312199880805784,-4.08727690472206,3.44699077133718,5.51376454891842,-4.24614890995318,-1.81889802287881,41220,4.19536173430804,0.238358469026017,0.636164869564513,-1.13492333173525,-1.77108820129976
"HER42L","HER42L_1A","HER42L_1A_14",1.8,383.26,7.18,1,21919,69905,1.63,-1.0846636484921,0.248881791003716,6.6811951084639,6.20254149886557,1.22705372563896,2.85250331554376,2.18263739159041,-1.47330183480023,-3.20535428202098,2.8446530263987,-3.80851650233358,5.91310916401314,6.48092206593032,-4.40977164582731,-1.47695808801284,40548,4.03451701018128,0.247861143595741,0.742337424750717,-1.46232904739589,-2.20466647214661
"HER42L","HER42L_1A","HER42L_1A_15",1.9,402.05,7.19,1,22837,77281,1.53,-2.75392055528422,0.525099683629738,10.6589140985316,7.13186635517668,2.42580230154758,5.77659763534693,3.67696753447178,1.54085555639485,-1.79610419796026,3.15565604427853,-3.9348057454046,3.0381006751422,5.884281231492,-4.50025997703043,-3.50295220209368,39399,4.36551818058014,0.229067881207886,0.715921105208498,-1.15650626708701,-1.87242737229551
"HER42L","HER42L_1A","HER42L_1A_16",2,420.84,7.19,1,21316,69758,1.46,-1.59049907479274,-2.07924044684418,5.43328326844268,6.26782464992875,2.0597722020335,3.66327492239828,2.66446894898715,NA,-2.11517968869099,2.93351103150723,-3.90092326555628,1.97754198813648,5.3693720182096,-4.61719238675865,-4.05290559733644,38640,4.4041958041958,0.227056208320102,0.244196960512042,-1.64452923224537,-1.88872619275741
"HER42L","HER42L_1A","HER42L_1A_17",2.1,439.62,7.19,1,21775,73771,1.39,-2.29866867161364,-1.36896586580584,5.27729428844002,6.87073375092397,2.53561133140181,5.16519609575172,3.3513389627514,0.134248773837149,-0.546391859264913,0.911991415288317,-3.75153233167958,1.72198567801462,5.21135755064146,-4.63495950201771,-4.01301260493541,38568,4.38358458961474,0.228123805884601,0.0733577845716525,-1.73832438777203,-1.81168217234368
"HER42L","HER42L_1A","HER42L_1A_18",2.2,458.41,7.2,1,21647,72572,1.47,-1.6410826174228,-2.27653894157705,5.72966233044772,6.26782464992875,4.77754569092557,4.8727866637714,3.15158954653095,0.335192599916821,-2.00882119178075,2.66693701618166,-3.88552213835249,2.38643208433146,5.68540095334589,-4.77151837627629,-3.3661762281473,38134,4.15951833310783,0.240412451615002,-0.354850958024927,-1.60028453044761,-1.24543357242269
"HER42L","HER42L_1A","HER42L_1A_19",2.3,477.2,7.21,1,21457,71370,1.37,-2.24808512898358,-1.68464345737843,5.37088767644162,6.23326298171883,3.15786250057575,4.77974729905039,2.88449301910465,0.115981153284451,-1.95564194332563,1.00084942039684,-3.5081945218598,1.05753927169778,6.07226396015065,-4.74176878793554,-3.01568779490968,38401,4.11059355869044,0.243273869265387,-0.076337627480991,-1.64995216729967,-1.57361453981868
"HER42L","HER42L_1A","HER42L_1A_20",2.4,495.99,7.22,1,22528,77090,1.37,-1.792833245313,-0.145715198462028,6.41601384245939,6.83617208271405,2.38004853910832,5.6038102437222,3.70094451647176,0.737080252076164,-2.77992029438001,0.201127374420129,-3.46815159112996,3.57476892639811,5.00157972300789,-4.54302501027025,-3.32913273520349,39253,4.30159373311723,0.232471977142139,0.282862786015832,-1.57059807911784,-1.85346086513367
