"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Cl","K","Ca","Ti","Mn","Fe","Co","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER42PB","HER42PB_1A","HER42PB_1A_2",1.1,-51.51,6.66,1,16596,44628,1.45,-1.86609819331431,-2.07827271325794,-0.286513244029887,-1.75487255820408,-1.39425801626127,2.5889328636496,-1.32343196369266,-1.07497060439416,1.99895651674489,-1.385125532698,0.0258614410122649,4.14126865111827,2.40852335332727,5.65711361310133,0.176768590555455,-0.328504066972036,-1.8070737042011,-1.47856963722906
"HER42PB","HER42PB_1A","HER42PB_1A_3",1.2,-50.47,6.68,1,16084,44476,1.35,-1.80770254780697,-1.72176011800625,-0.145818160000329,-1.45488117318423,-1.5009722803845,2.73531942038413,-2.27259107638594,-1.34412980889153,1.82413160824113,-0.960404687419768,0.359150931652949,4.00944676771646,2.28021112408484,5.63734136373414,0.177388583638584,-0.269663566949103,-1.58534036085504,-1.31567679390594
"HER42PB","HER42PB_1A","HER42PB_1A_4",1.3,-49.42,6.7,1,16223,44600,1.42,-1.48512684235957,-2.07864418197067,-0.225584186878822,-1.32690283714468,-1.4028887441226,2.71443536817245,-2.40141757423372,-0.946130341626882,1.89813283861592,-1.35996369940556,0.246107206480633,4.04475565708436,2.32322733738916,5.59404057480981,0.178761663707453,-0.760969776898706,-1.86774537620598,-1.10677559930727
"HER42PB","HER42PB_1A","HER42PB_1A_5",1.4,-48.38,6.7,1,16870,48427,1.4,-2.00570066317894,-1.43896740747466,-0.307794102757235,-1.94507604136251,-1.3704474610379,2.72433850485502,-1.35728937646039,-1.19477044696261,1.71818390013368,-0.874298551687843,0.118056762275404,3.83537694566543,2.09838793799255,5.6811803549319,0.176019759543787,0.510825623765991,-1.13599982073973,-1.64682544450572
"HER42PB","HER42PB_1A","HER42PB_1A_6",1.5,-47.34,6.71,1,16085,44532,1.13,-1.53035839371283,-1.65492111635459,-0.379102371559297,-1.60515960679553,-1.66517761652178,2.51616400414529,-1.68601170342462,-1.31263490986796,1.82537661387257,-1.20945067363273,0.512381781116579,3.95910037901488,2.22979361372002,5.63771764212293,0.177376744186047,-0.0502618347808883,-1.28322217598008,-1.23296034119919
"HER42PB","HER42PB_1A","HER42PB_1A_7",1.6,-46.29,6.73,1,16366,44776,1.31,-1.01879033451837,-1.60825908560348,0.11016911053903,-1.18279331078864,-1.2546190453599,2.85328564363407,-1.73747081708348,-0.800701553865786,2.29859908987169,-5.7979138276299,1.06379751285083,4.41559197720366,2.65910464075027,5.79307414489059,0.17261992078627,-0.430782916092454,-1.73097457815893,-1.30019166206648
"HER42PB","HER42PB_1A","HER42PB_1A_8",1.7,-45.25,6.76,1,16696,47047,1.33,-1.74192249657959,-2.09389891973677,-0.450663627719374,-1.67807102459305,-1.24883569715098,2.52892698273974,-1.79843470684293,-0.990091814191552,1.94695695753435,-1.24214670900018,0.466231151288823,3.99141878031816,2.31053112393335,5.37115568290353,0.186179671384878,-0.421213465076304,-1.65595792806899,-1.23474446299269
"HER42PB","HER42PB_1A","HER42PB_1A_9",1.8,-44.2,6.78,1,16936,47641,1.27,-1.75936861547377,-1.91843331010346,-0.346470508835903,-1.46436050292992,-1.42149679849813,2.51538936612266,-1.36046090791176,-1.29059122795128,1.78923405787611,-1.13206800071141,0.419163828850297,3.85436757849765,2.11509504106894,5.69415597637956,0.175618652553283,-0.458307589482544,-1.58113413627125,-1.1228265467887
"HER42PB","HER42PB_1A","HER42PB_1A_10",1.9,-43.16,6.81,1,16562,46327,1.18,-1.37513244408931,-2.25220246281018,0.0348784436478966,-1.85964075953793,-1.2406015511317,2.6110328186191,-2.17809449065646,-1.11584984615923,1.93336468228392,-1.32064425880524,0.466051908466268,4.02516372657014,2.27167423360272,5.77571458376799,0.173138749412997,-0.398907707562005,-2.30454395747938,-1.90563624991737
"HER42PB","HER42PB_1A","HER42PB_1A_11",2,-42.11,6.84,1,15674,42856,1.25,-1.93173533207656,-2.38165220275555,-0.593687804496051,-0.465398263283129,-1.12241671975457,2.29032665290465,-2.1053988261274,-0.913568408627186,1.87814259454774,-0.956355683832395,-0.032443793677167,4.05154363044499,2.28264415673263,5.86543818298693,0.17049024621904,-1.93589337081184,-1.80714438806753,0.128748982744308
"HER42PB","HER42PB_1A","HER42PB_1A_12",2.1,-41.07,6.84,1,16295,44760,1.36,-1.85726848692348,-1.78406508290018,-0.546543730373434,-1.73807996965836,-0.380277564332777,2.43665296218334,-2.05232906949486,-1.40643477378546,1.81790994037684,-0.860740324368649,0.165200774002101,4.01134879890604,2.1946265263689,6.15279612505504,0.162527732054677,-0.0465200156348928,-1.24593700342497,-1.19941698779008
"HER42PB","HER42PB_1A","HER42PB_1A_13",2.2,-40.03,6.79,1,16620,46542,1.29,-1.47160118235124,-1.69474473366545,-0.348296281092759,-2.45243043536297,-0.572117568793466,2.54448149300168,-1.37629100254692,-1.6639730749987,1.88034759674132,-1.24845763103703,0.159272010802925,3.99293658811139,2.25087422119121,5.71005440257909,0.175129679946364,0.76968725768228,-1.35420604656839,-2.12389330425067
"HER42PB","HER42PB_1A","HER42PB_1A_14",2.3,-38.98,6.75,1,17745,52423,1.2,-1.60162319084831,-1.75577387067557,-0.442386280363766,-1.98938872185707,-0.973014531425937,2.92461973655011,-1.91340281487915,-1.42228226219249,1.89704653362266,-1.12162503087758,0.229528680090405,3.97523864498142,2.19306310787529,5.94376380799357,0.168243562884368,0.23638877806423,-1.32105383925149,-1.55744261731572
