"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","qc"
"HER42PB","HER42PB_1A","HER42PB_1A_13",2.2,-40.03,6.79,1,16620,46542,1.29,0,0.0386747453912595,0.0537149241545271,0,0.051566327188346,0.255683038975549,0.249237248077006,0.204116711787203,0.790683683554639,0.0945382665119677,0,0,0.631687508057239,14.3032100038675,0.281466202569722,0.210562502685746,0.163293369429762,0,0,0,7.36109320613639,0.320140947960981,1.31494134330282,0,0.767049116926647,0,0,0,0.107429848309054,0.350221305487517,0.3974904387435,0,0.152550384598857,0.109578445275235,0,0.0494177302221649,0.189076533023935,0,60.8890894246057,10.6634867431567,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_14",2.3,-38.98,6.75,1,17745,52423,1.2,0.0953779829464167,0.0648570284035633,0.0705797073803483,0.0247982755660683,0.04578143181428,0.211739122141045,0.204108883505332,0.181218167598192,0.679091238578487,0.143066974419625,0.01144535795357,0.00953779829464167,0.398679968716022,19.7413349102493,0.154512332373195,0.253705434637468,0.13734429544284,0.06867214772142,0,0.0724872670392767,7.06369341701162,0.3433607386071,1.33147664193198,0,1.3467371192034,0,0,0,0.0152604772714267,0.316654903382103,0.398679968716022,0,0,0,0,0.215554241458902,0.307117105087462,0.143066974419625,56.4523205463251,9.49773954180417,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_15",2.4,-37.94,6.76,1,19359,57926,1.2,0.0103580430204053,0.0362531505714187,0,0.0397058315782205,0.0431585125850223,0.215792562925111,0.131201878258468,0.201981838897904,0.690536201360356,0.181265752857094,0.0362531505714187,0.0535165556054276,0.296930566584953,23.942616441667,0.243414010979526,0.284846183061147,0.00863170251700445,0,0,0.300383247591755,6.95542588820219,0.0966750681904499,1.37761972171391,0,1.29302903704727,0,0,0,0.00690536201360356,0.412595380312813,0.395331975278804,0,0,0,0,0.29002520457135,0.260677416013535,0.124296516244864,53.1799192072644,8.89065359251459,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_16",2.5,-36.89,6.78,1,19163,54196,1.4,0,0.0571997933426821,0,0.0701158757103845,0.0479740202228947,0.262011956601963,0.201121854011366,0.151302679164514,0.7638940143184,0.570152778802864,0.0295224739833198,0.0295224739833198,0.289689275961326,16.3831279061185,0.079341648830172,0.271237729721751,0.154992988412429,0.0553546387187246,0,0.154992988412429,7.17396117794671,0.422540408886265,1.38571112259207,0,1.8100966861023,0,0,0,0,0.363495460919625,0.365340615543583,0,0,0,0,0.204812163259281,0.422540408886265,0,58.3290279725441,9.95091888700273,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_17",2.6,-35.85,6.81,1,19345,53809,1.34,0.0297348027281681,0.0780538571614414,0.0130089761935736,0.0576111802858258,0.0557527551153153,0.210002044267688,0.224869445631772,0.130089761935736,0.828857626047687,0.289914326599639,0.0371685034102102,0.0501774796037837,0.280622200747087,15.4713895445,0.276905350406066,0.395844561318739,0.124514486424204,0.0873459830139939,0,0.0501774796037837,7.97821925700162,0.377260309613633,1.43470423163411,0,1.19125053429724,0.0148674013640841,0,0,0,0.447880466093033,0.43858834024048,0,0.0501774796037837,0.0427437789217417,0,0.148674013640841,0.135665037447267,0.0892044081845045,58.9288037317177,10.0299206452452,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_18",2.7,-34.8,6.84,1,19212,53059,1.31,0,0.0131928607776249,0.0320398047456605,0,0.0376938879360712,0.220509244426016,0.177161273299534,0.064079609491321,0.821726757006351,0.343014380218248,0.0226163327616427,0,0.277050076330123,15.3753368891234,0.297781714694962,0.433479711264818,0.329821519440623,0.126274524585838,0,0.188469439680356,8.16638082134982,0.145121468553874,1.37394221526979,0,1.12139316609812,0,0,0,0,0.371284796170301,0.523945042311389,0,0.107427580617803,0,0,0.352437852202265,0,0.256318437965284,58.8288509018263,9.99264969185247,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_19",2.8,-33.76,6.87,1,18667,51028,1.3,0,0,0.0352747511170338,0.0156776671631261,0.0431135846985969,0.23124559065611,0.219487340283766,0.105824253351101,0.883828486321235,0.190091714352904,0,0.0568315434663322,0.195970839539077,13.2633064200047,0.18029317237595,0.22928588226072,0.241044132633064,0,0,0,7.77416320451517,0,1.13075174414047,0,1.22677745551462,0,0,0,0,0.386062553891981,0.509524182801599,0,0.0195970839539077,0,0,0.0176373755585169,0.0568315434663322,0.0901465861879752,62.3775182252881,10.5197146664576,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_20",2.9,-32.72,6.88,1,19151,51026,1.36,0,0.01567828166033,0,0.0333163485282013,0.0431152745659076,0.243013365735115,0.194018735546584,0.145024105358053,0.762356445733548,0.180300239093795,0,0.0313565633206601,0.12542625328264,10.7161055148356,0.150903460980677,0.407635323168581,0.217536158037079,0.0313565633206601,0,0,8.28793164269196,0.0921099047544389,0.968133892525379,0,1.32677458550543,0,0,0,0,0.327284129659389,0.554619213734175,0,0.174420883471172,0.0823109787167327,0,0.131305608905264,0.0783914083016501,0.0489946301885313,63.8360835652413,10.7944969231372,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_21",3,-31.67,6.87,1,19630,53119,1.26,0.0451815734482953,0.0696549257327886,0.0263559178448389,0.0301210489655302,0.0338861800862215,0.352039759784635,0.192021687155255,0.144957548146614,0.833976543233118,0.19013912159491,0.0225907867241477,0,0.201434514956983,12.2743274534536,0.0715374912931343,0.308740751896685,0.240968391724242,0,0,0.210847342758712,7.70157570737401,0.297445358534611,1.36486003125059,0,1.36862516237128,0,0,0,0,0.357687456465671,0.459345996724336,0,0,0,0,0.0922457124569363,0.160018072629379,0.301210489655302,62.461642726708,10.1865622470303,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_22",3.1,-30.63,6.88,1,19370,53696,1.33,0,0,0,0.0297973778307509,0.0316597139451728,0.27003873659118,0.199269964243147,0.175059594755661,0.957240762812872,0.186233611442193,0.0502830750893921,0.0148986889153754,0.208581644815256,16.9584326579261,0.0335220500595948,0.378054231227652,0.201132300357569,0,0,0.128501191895113,8.05087902264601,0.27935041716329,1.26825089392134,0,0.957240762812872,0,0,0,0,0.558700834326579,0.458134684147795,0,0,0,0,0,0.108015494636472,0,58.9652860548272,9.53143623361144,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_23",3.2,-29.58,6.9,1,19100,51022,1.41,0,0,0,0.00979969424953941,0.0391987769981577,0.274391438987104,0.211673395790051,0.176394496491709,1.04660734585081,0.180314374191525,0.0489984712476971,0.0548782877974207,0.197953823840696,12.3907334091176,0.131315902943828,0.215593273489867,0.121516208694289,0,0,0.0881972482458547,8.12786641056799,0.0627180431970523,1.36999725608561,0,1.23280153659206,0,0.0156795107992631,0,0.0117596330994473,0.388067892281761,0.474305201677708,0,0,0,0,0.186194190741249,0.033318960448434,0.0529183489475128,62.0026655168359,10.8541413507899,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_24",3.3,-28.54,6.9,1,19321,53273,1.31,0.0300339759352768,0.0262797289433672,0.0225254819514576,0,0.0581908283745988,0.27781427740131,0.23088619000244,0.1370300152047,0.876616672610891,0.236517560490305,0.0075084939838192,0,0.262797289433672,14.0446379967338,0.176449608619751,0.245903177970079,0.129521521220881,0,0,0.227131943010531,8.42077600285323,0.388564563662643,1.47541906782047,0,1.25391849529781,0,0,0,0,0.336005105775909,0.471157997484655,0,0,0,0,0.213992078538847,0.0638221988624632,0,60.3438890244589,10.0426107033582,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_25",3.4,-27.49,6.9,1,19387,54212,1.41,0.073784401977422,0.0498044713347598,0.057182911532502,0.0405814210875821,0.0387368110381465,0.250866966723235,0.201062495388475,0.145724193905408,0.817162251899948,0.328340588799528,0,0.0166014904449199,0.239799306426621,15.483656754962,0.21950859588283,0.313583708404043,0.167859514498635,0,0,0.0498044713347598,7.68649007599793,0,1.43510661846086,0,1.4683095993507,0,0,0,0.0258245406920977,0.370766619936545,0.472220172655501,0,0,0,0,0.215819375783959,0.204751715487346,0,59.1271305246071,10.4995204013871,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_26",3.5,-26.45,6.89,1,20298,56727,1.28,0.0317309217832778,0.028205263807358,0.00881414493979939,0.028205263807358,0.0511220406508365,0.237981913374584,0.190385530699667,0.132212174096991,0.775644754702346,0.155128950940469,0.0193911188675587,0.0352565797591976,0.275001322121741,15.6733125319513,0.0793273044581945,0.333174678724417,0.42660461508629,0,0,0.0105769739277593,8.14779558235056,0.105769739277593,1.21635200169232,0,1.098242459499,0,0,0,0,0.296155269977259,0.57820790805084,0,0.0317309217832778,0,0,0,0.306732243905019,0.0810901334461544,59.5307349234051,10.1151127329138,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_27",3.6,-25.41,6.9,1,20294,55860,1.33,0.025062656641604,0.0340136054421769,0.0322234156820623,0.0179018976011457,0.0733977801646975,0.255997135696384,0.209452201933405,0.161117078410312,0.905836018617973,0.184389545291801,0.025062656641604,0.0232724668814894,0.239885427855353,15.952380952381,0.166487647690655,0.358037952022914,0.195130683852488,0,0,0.204081632653061,7.66201217329037,0.272108843537415,1.41962047977086,0,1.47332617257429,0.00716075904045829,0,0,0,0.322234156820623,0.409953455066237,0,0,0.025062656641604,0,0.232724668814894,0.0948800572860723,0.282849982098102,58.9778016469746,9.75653419262442,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_28",3.7,-24.36,6.91,1,20109,56267,1.3,0.0870847921517053,0.0390992944354595,0.0195496472177298,0.0266586098423588,0.0604261823093465,0.254145413830487,0.147510974461052,0.184833028240354,0.840634830362379,0.245259210549701,0.0373220537793023,0.056871700997032,0.307462633515204,17.1912488670091,0.167060621678782,0.307462633515204,0.245259210549701,0,0,0.131515808555637,8.35480832459523,0.188387509552669,1.43067872820659,0,1.01658165532195,0,0,0,0,0.421206035509268,0.371443297136865,0,0,0.140402011836423,0,0.18127854692804,0.282581264329003,0,57.7034496241136,9.55977748946985,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_29",3.8,-23.32,6.93,1,19773,56953,1.33,0,0.0386283426685161,0.040384176426176,0,0.0456516776991554,0.233525889768757,0.219479219707478,0.145734201885765,0.828753533615437,0.210700050919179,0.0438958439414956,0.0228258388495777,0.331852580197707,19.6425122469405,0.040384176426176,0.381015925412182,0.351166751531965,0,0,0.159780871947044,7.59924850315172,0.475830948325813,1.60307622074342,0,1.0096044106544,0,0,0,0.0175583375765982,0.212455884676839,0.50568012220603,0,0.0772566853370323,0,0,0.0158025038189384,0.194897547100241,0,56.0479693782593,9.50432813021263,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_30",3.9,-22.27,6.93,1,19707,56234,1.32,0.0462353736173845,0.0444570900167159,0.0160045524060177,0.0106697016040118,0.0231176868086923,0.241846569690934,0.167158658462852,0.177828360066863,0.725539709072803,0.320091048120354,0.0480136572180531,0.0284525376106982,0.266742540100295,18.7537788526514,0.0302308212113668,0.307643062915674,0.211615748479568,0,0,0.136927837251485,7.68752000569051,0.467688586975851,1.38172635771953,0,0.994060532773767,0,0,0,0,0.410783511754455,0.393000675747768,0,0,0,0,0.184941494469538,0,0,57.0135505210371,9.9103745065263,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_31",4,-21.23,6.92,1,19371,53069,1.39,0,0,0,0,0.0282650888465959,0.20539297895193,0.190318264900413,0.194086943413292,0.940285288963425,0.199739961182611,0.0527614991803124,0,0.246848442593605,16.5011588686427,0.0734892310011494,0.309031638056116,0.20539297895193,0,0,0.0791422487704686,7.89915016299535,0.06972055248827,1.16075298196687,0,1.19090241006991,0,0,0,0.0320337673594754,0.307147298799676,0.947822645989184,0,0,0,0,0.148862801258739,0,0.0791422487704686,59.4245227910833,9.51402890576419,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_32",4.1,-20.19,6.92,1,18704,52007,1.45,0.0442248158901686,0.086526813698156,0.0634529967119811,0.0173053627396312,0.0384563616436249,0.265348895341012,0.209587170957756,0.178822081642856,1.12292575999385,0.251889168765743,0.0634529967119811,0.0576845424654373,0.359566981367893,17.2765204683985,0.163439536985406,0.282654258080643,0.174976445478493,0,0,0,7.20672217201531,0.0769127232872498,1.30751629588325,0,1.48056992327956,0,0.0134597265752687,0,0,0.261503259176649,0.50954679177803,0,0.101909358355606,0,0,0.246120714519199,0,0.0807583594516123,58.4094448824197,9.64870113638549,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_33",4.2,-19.14,6.91,1,17772,48531,1.5,0.0370896952463374,0.0535740042447096,0.0494529269951165,0,0.0453318497455235,0.255506789474769,0.234901403226804,0.212235478354042,1.04881416002143,0.311141332344275,0.0247264634975583,0,0.362654797964188,14.2836537470895,0,0.307020255094682,0,0,0,0.0412107724959304,7.07382909892646,0.292596484721106,1.46298242360553,0,1.8359399146937,0,0,0,0,0.43271311120727,0.29053594609631,0,0,0,0,0.0659372359934887,0.0288475407471513,0.10096639261503,61.1773917702087,9.97094640539037,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_34",4.3,-18.1,6.9,1,18726,52063,1.66,0,0,0,0.0249697481896933,0.042256496936404,0.238172982732459,0.226648483567985,0.21128248468202,0.941167431765361,0.343814225073469,0.00960374930372817,0.0249697481896933,0.226648483567985,15.7885638553291,0.142135489695177,0.405278220617329,0.186312736492327,0,0,0.134452490252194,8.25538290148474,0.130610990530703,1.31763440447151,0,1.33300040335747,0,0,0,0,0.412961220060312,0.428327218946277,0,0.0153659988859651,0,0,0.230489983289476,0,0,58.9996734725237,9.93027678005493,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_35",4.4,-17.05,6.88,1,19032,51325,1.4,0,0.0409157330735509,0.0331222601071603,0,0.017535314174379,0.229907452508524,0.140282513395032,0.229907452508524,0.794934242571846,0.235752557233317,0.0350706283487579,0.0136385776911836,0.290306867998052,15.7447637603507,0.229907452508524,0.385776911836337,0.111056989771067,0,0,0,8.28251339503166,0,1.4203604481247,0,1.03068679980516,0,0.0233804188991719,0,0,0.563078421821724,0.481246955674623,0,0,0.0155869459327813,0,0.0311738918655626,0.187043351193376,0.0194836824159766,59.3784705309304,10.034096444228,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_36",4.5,-16.01,6.88,1,18737,51692,1.29,0,0.0290180298692254,0,0,0.0386907064923005,0.297918439990714,0.176042714539967,0.147024684670742,0.926642420490598,0.336609146483015,0.0367561711676855,0.0464288477907607,0.292114834016869,16.6776290335062,0.311460187263019,0.251489592199954,0.112203048827672,0,0,0.265031339472259,7.83293352936625,0.406252418169156,1.65596223787046,0,1.23229900177977,0,0,0,0,0.524259072970673,0.446877659986071,0,0.0522324537646057,0.0561015244138358,0,0.110268513503057,0.174108179215352,0.0541669890892208,57.3125435270448,10.1969356960458,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_37",4.6,-14.96,6.92,1,18171,50444,1.49,0.0674014749028626,0.103084608674966,0.0515423043374831,0.0317183411307589,0.0713662675442074,0.35088414875902,0.237887558480691,0.172468479898501,1.07049401316311,0.35088414875902,0.0436127190547934,0.00991198160336214,0.321148203948934,17.2488303861708,0.190310046784553,0.4242328126239,0.114978986599001,0,0,0.122908571881691,7.47958131789707,0.188327650463881,2.18261834906034,0,1.28062802315439,0,0,0,0,0.398461660455158,0.382602489889779,0,0.0674014749028626,0.0931726270716041,0,0.525335024978194,0.140750138767742,0,56.0363967964475,10.2410593925938,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_38",4.7,-13.92,6.95,1,17409,49076,1.39,0.0326024940907979,0.0489037411361969,0,0,0.0142635911647241,0.334175564430679,0.236368082158285,0.181351373380064,1.1268237020132,0.32194962914663,0.0101882794033744,0.0183389029260738,0.350476811476078,18.4896894612438,0.24248104980031,0.405493520254299,0.379003993805526,0,0,0.201727932186812,7.42725568505991,0.368815714402152,1.92354715135708,0,0.992338413888663,0,0,0,0,0.262857608607058,0.505338658407368,0,0.0305648382101231,0.0366778058521477,0,0.319911973265955,0.383079305566876,0.0896568587496944,55.0126334664602,10.253484391556,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_39",4.8,-12.88,6.96,1,17381,49628,1.27,0,0,0.0805996614814218,0.0423148222777464,0.0261948899814621,0.243813975981301,0.195454179092448,0.249858950592408,0.967195937777061,0.346578544370114,0,0.0322398645925687,0.330458612073829,19.4144434593375,0.284113806722012,0.318368662851616,0.0725396953332796,0,0,0.0947046022406706,7.63681792536471,0.278068832110905,2.35149512372048,0,1.20093495607318,0,0.00805996614814218,0,0,0.340533569759007,0.384863383573789,0.0805996614814218,0.0624647376481019,0.135004432981381,0,0.251873942129443,0.193439187555412,0.165229306036915,53.7237043604417,10.48803095027,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_40",4.9,-11.83,6.95,1,17687,49993,1.4,0,0.0440061608625208,0.0320044806272878,0.0260036405096714,0.0740103614506031,0.36805152721381,0.208029124077371,0.282039485527974,1.3481887464245,0.332046486508111,0.0200028003920549,0.082011481607425,0.382053487488248,20.3328465985238,0.230032204508631,0.404056567919509,0.286040045606385,0,0,0.10201428199948,7.04898685816014,0.246034444822275,1.93627107795091,0,1.37019182685576,0,0,0,0.0520072810193427,0.370051807253015,0.43006020842918,0,0.0120016802352329,0,0,0.18602604364611,0,0.0360050407056988,53.4754865681195,10.2834396815554,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_41",5,-10.79,6.94,1,17952,52255,1.42,0,0.0114821548177208,0.0267916945746818,0.0114821548177208,0.0593244665582241,0.264089560807578,0.181800784613913,0.254521098459478,1.20371256339106,0.369342646636685,0,0.0784613912544254,0.355946799349345,22.01511817051,0.386565878863267,0.300449717730361,0.130131087934169,0,0,0.170318629796192,6.68644148885274,0.250693713520237,1.87541862022773,0,1.53669505310497,0,0,0,0,0.466940962587312,0.499473734570854,0,0,0.216247249067075,0,0.233470481293656,0.185628169553153,0.132044780403789,52.0294708640321,10.0679360826715,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_42",5.1,-9.74,6.93,1,18376,57691,1.42,0.0225338441004663,0.0190670988542407,0,0,0.0450676882009326,0.260005893466919,0.187204243296181,0.232271931497114,1.66057097294205,0.622280771697492,0.0710682775476244,0.0606680418089477,0.674281950390876,28.7514516995719,0.448943509386213,0.256539148220693,0.249605657728242,0,0,0.312007072160302,6.31120972075367,0.216671577889099,2.10951448232827,0.0502678060702709,1.3416304102893,0,0,0,0.00866686311556395,0.32934079839143,0.483610961848469,0,0,0,0,0.168137144441941,0.0433343155778198,0,45.6951690904994,9.36887902792463,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_43",5.2,-8.7,6.94,1,17462,50454,1.38,0.073334126134697,0.0753161295437428,0.0693701193166052,0.0198200340904586,0.0792801363618345,0.267570460221192,0.216038371585999,0.208110357949816,1.51425060451104,0.400364688627264,0.0317120545447338,0.0515320886351925,0.374598644309668,20.7476116858921,0.0891901534070639,0.384508661354898,0.364688627264439,0,0,0,6.67935148848456,0.434058746581044,2.64993855789432,0,0.751179292028382,0,0,0,0,0.253696436357871,0.632259087485631,0,0.0951361636342015,0.0257660443175962,0,0.40234669203631,0.233876402267412,0.0792801363618345,52.8560669124351,9.93974709636501,TRUE
"HER42PB","HER42PB_1A","HER42PB_1A_44",5.3,-7.65,6.95,1,17769,51754,1.52,0.0135255245971326,0.0309154847934459,0.0560343161881207,0.0541020983885304,0.0850175831819763,0.276307145341423,0.20674730455617,0.199018433357808,1.11875410596282,0.450206747304556,0.0502376627893496,0.0541020983885304,0.41929126251111,22.6591181357963,0.243459442748387,0.330409243729953,0.21061174015535,0,0,0.0560343161881207,6.02851953472195,0.430884569308652,2.36310236889902,0,1.20570390694439,0.015457742396723,0,0,0,0.401901302314797,0.427020133709472,0,0,0,0,0.212543957954941,0.088882018781157,0,52.3515090621015,9.96058275688836,TRUE
