"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Cl","K","Ca","Ti","Mn","Fe","Co","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER42PB","HER42PB_1A","HER42PB_1A_2",1.1,-51.51,6.66,1,16596,44628,1.45,-0.650939248748097,NA,0.204226969502493,NA,NA,0.947373891668757,NA,-0.0479271938249638,0.522466572209693,NA,-0.312122012714478,-0.0232646413003639,0.0229683359563644,32520,5.65711361310133,0.176768590555455,-0.328504066972036,-1.8070737042011,-1.47856963722906
"HER42PB","HER42PB_1A","HER42PB_1A_3",1.2,-50.47,6.68,1,16084,44476,1.35,-0.959065088380466,NA,-0.0862962179561421,NA,NA,0.62590381651804,NA,-0.709584128468619,-0.0212606971788662,NA,-0.25797691233096,-0.509788845228611,-0.496880971378344,30857,5.63734136373414,0.177388583638584,-0.269663566949103,-1.58534036085504,-1.31567679390594
"HER42PB","HER42PB_1A","HER42PB_1A_4",1.3,-49.42,6.7,1,16223,44600,1.42,-0.710111787939407,NA,-0.458876373600744,NA,NA,0.320756049874697,NA,-0.396848297278454,-0.083514185978889,NA,-0.697128701457946,-0.614183226994968,-0.600061155660274,31203,5.59404057480981,0.178761663707453,-0.760969776898706,-1.86774537620598,-1.10677559930727
"HER42PB","HER42PB_1A","HER42PB_1A_5",1.4,-48.38,6.7,1,16870,48427,1.4,-0.585965146895081,NA,0.504315128326483,NA,NA,1.60809736100311,NA,0.03278436328504,0.418074138291079,NA,0.198826241372403,-0.153930171382134,-0.122879999806127,32377,5.6811803549319,0.176019759543787,0.510825623765991,-1.13599982073973,-1.64682544450572
"HER42PB","HER42PB_1A","HER42PB_1A_6",1.5,-47.34,6.71,1,16085,44532,1.13,-0.413030583608028,NA,-0.233822941692965,NA,NA,0.486953517861178,NA,-0.498564455170363,0.151552919859879,NA,0.294332129654288,-0.397490045192516,-0.375998997992606,31642,5.63771764212293,0.177376744186047,-0.0502618347808883,-1.28322217598008,-1.23296034119919
"HER42PB","HER42PB_1A","HER42PB_1A_7",1.6,-46.29,6.73,1,16366,44776,1.31,-0.299312731056202,NA,-0.113914311964684,NA,NA,0.313615593011965,NA,-0.394663734817443,0.209507492013156,NA,0.528964506377327,-0.359193942332893,-0.367421714623528,31975,5.79307414489059,0.17261992078627,-0.430782916092454,-1.73097457815893,-1.30019166206648
"HER42PB","HER42PB_1A","HER42PB_1A_8",1.7,-45.25,6.76,1,16696,47047,1.33,-0.589969698674347,NA,-0.230640918838627,NA,NA,0.662771422535725,NA,-0.0402268318720831,0.373040062740426,NA,0.343897362444557,-0.279390205059541,-0.190570927130349,33353,5.37115568290353,0.186179671384878,-0.421213465076304,-1.65595792806899,-1.23474446299269
"HER42PB","HER42PB_1A","HER42PB_1A_9",1.8,-44.2,6.78,1,16936,47641,1.27,-0.884344814256536,NA,-0.430249134190433,NA,NA,0.193568183711588,NA,-0.636785176017412,-0.0520025832765302,NA,-0.134412382361151,-0.674177860837467,-0.686004742781704,32875,5.69415597637956,0.175618652553283,-0.458307589482544,-1.58113413627125,-1.1228265467887
"HER42PB","HER42PB_1A","HER42PB_1A_10",1.9,-43.16,6.81,1,16562,46327,1.18,0.11008290569903,NA,0.965910239584854,NA,NA,1.20557839761558,NA,0.0259946071257384,0.56675416408486,NA,0.677692632287111,-0.0361079039421214,-0.0158037578395078,32476,5.77571458376799,0.173138749412997,-0.398907707562005,-2.30454395747938,-1.90563624991737
"HER42PB","HER42PB_1A","HER42PB_1A_11",2,-42.11,6.84,1,15674,42856,1.25,-2.37526310431249,NA,-2.66246329883533,NA,NA,-2.30881278605609,NA,-1.35629756975473,-1.0894967514448,NA,-2.77448465758411,-1.57329162614172,-1.69010308426043,32041,5.86543818298693,0.17049024621904,-1.93589337081184,-1.80714438806753,0.128748982744308
