"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Cl","K","Ca","Ti","Mn","Fe","Co","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER42PB","HER42PB_1A","HER42PB_1A_2",1.1,-51.51,6.66,1,16596,44628,1.45,0.00242446173330921,0.00195404378505518,0.0119051926904288,0.00271394970146553,0.00390808757011037,0.211724262710331,0.00419757553826669,0.00539171340691153,0.11735118509137,0.00394427356612991,0.0162836982087932,1,0.176768590555455,32520,5.65711361310133,0.176768590555455,-0.328504066972036,-1.8070737042011,-1.47856963722906
"HER42PB","HER42PB_1A","HER42PB_1A_3",1.2,-50.47,6.68,1,16084,44476,1.35,0.00293803418803419,0.00320512820512821,0.0156440781440781,0.0041971916971917,0.00400641025641026,0.279647435897436,0.00183150183150183,0.00469322344322344,0.112408424908425,0.00690628815628816,0.0259462759462759,1,0.177388583638584,30857,5.63734136373414,0.177388583638584,-0.269663566949103,-1.58534036085504,-1.31567679390594
"HER42PB","HER42PB_1A","HER42PB_1A_4",1.3,-49.42,6.7,1,16223,44600,1.42,0.00392882777379019,0.00215329983755808,0.0139397831589286,0.00460881719617695,0.00426882248498357,0.26436477654792,0.00154886479543652,0.00676211703373503,0.116844849080125,0.00445770843564656,0.022364096558498,1,0.178761663707453,31203,5.59404057480981,0.178761663707453,-0.760969776898706,-1.86774537620598,-1.10677559930727
"HER42PB","HER42PB_1A","HER42PB_1A_5",1.4,-48.38,6.7,1,16870,48427,1.4,0.00286949257200973,0.00508517670989067,0.0158366931822309,0.0030511060259344,0.00544840361774,0.329192546583851,0.00552104899930987,0.00650176165050307,0.120337074570484,0.00897170462387854,0.0242635574443355,1,0.176019759543787,32377,5.6811803549319,0.176019759543787,0.510825623765991,-1.13599982073973,-1.64682544450572
"HER42PB","HER42PB_1A","HER42PB_1A_6",1.5,-47.34,6.71,1,16085,44532,1.13,0.00409302325581395,0.0036093023255814,0.0130232558139535,0.0037953488372093,0.00357209302325581,0.236204651162791,0.00349767441860465,0.00509767441860465,0.118362790697674,0.00565581395348837,0.0318139534883721,1,0.177376744186047,31642,5.63771764212293,0.177376744186047,-0.0502618347808883,-1.28322217598008,-1.23296034119919
"HER42PB","HER42PB_1A","HER42PB_1A_7",1.6,-46.29,6.73,1,16366,44776,1.31,0.00432741675223705,0.00238374651606278,0.0134589995599237,0.00366730233240428,0.00341059116913598,0.209623001320229,0.00209036232947044,0.0053909344286343,0.120360862549509,0,0.0349860642511369,1,0.17261992078627,31975,5.79307414489059,0.17261992078627,-0.430782916092454,-1.73097457815893,-1.30019166206648
"HER42PB","HER42PB_1A","HER42PB_1A_8",1.7,-45.25,6.76,1,16696,47047,1.33,0.00320079664271997,0.00224055764990398,0.0117362543566399,0.00341418308556796,0.00526353225691728,0.231630983711502,0.0030229746070133,0.00682836617113593,0.129418877587311,0.00529909666405861,0.0294117647058824,1,0.186179671384878,33353,5.37115568290353,0.186179671384878,-0.421213465076304,-1.65595792806899,-1.23474446299269
"HER42PB","HER42PB_1A","HER42PB_1A_9",1.8,-44.2,6.78,1,16936,47641,1.27,0.00361178658274925,0.00307538263481619,0.0149477900157345,0.00486339579459305,0.00507795737376627,0.262086968960092,0.00539979974252611,0.00579316263767701,0.126770133028179,0.00679445000715205,0.0321842368759834,1,0.175618652553283,32875,5.69415597637956,0.175618652553283,-0.458307589482544,-1.58113413627125,-1.1228265467887
"HER42PB","HER42PB_1A","HER42PB_1A_10",1.9,-43.16,6.81,1,16562,46327,1.18,0.00447928331466965,0.00184228587942058,0.0184589820467435,0.00274536719286205,0.00512950186034751,0.243109489578442,0.00198677888957122,0.00581584365856302,0.123433153921179,0.00473214608243326,0.0284289997471372,1,0.173138749412997,32476,5.77571458376799,0.173138749412997,-0.398907707562005,-2.30454395747938,-1.90563624991737
"HER42PB","HER42PB_1A","HER42PB_1A_11",2,-42.11,6.84,1,15674,42856,1.25,0.00248410900854826,0.00157083363775846,0.00957112588587711,0.0108862424198144,0.00562577628406517,0.171805362752977,0.00208226784540075,0.00694089281800248,0.113757580185578,0.00664864469934975,0.0168042668225323,1,0.17049024621904,32041,5.86543818298693,0.17049024621904,-1.93589337081184,-1.80714438806753,0.128748982744308
