Site,Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,cps_sum,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,coh/inc_ratio_sum,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh
HER14L,HER14L_2B,HER14L_2B_326,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000325.spe,631,33,73,73,7.48,1,0.018363,-0.018,0.007439,0.110437,32790,1.63,0,17,9,8,55,28,95,0,406,7,0,0,0,178,0,272,31,87,0,11,1363,0,486,0,1430,5,0,7,0,111,84,0,0,0,0,182,0,0,0,85,18,0,62556,9459,72015,6.613384079,0.151208517,76887,1.067652572,0,0.000236062,0.000124974,0.000111088,0.00076373,0.000388808,0.00131917,0,0.005637714,9.72E-05,0,0,0,0.002471707,0,0.003776991,0.000430466,0.001208082,0,0.000152746,0.018926613,0,0.006748594,0,0.019856974,6.94E-05,0,9.72E-05,0,0.001541346,0.001166424,0,0,0,0,0.002527251,0,0,0,0.00118031,0.000249948,0,0.868652364,0.131347636,1,9.18E-05,2.10E-06,508483.2617,0,112.4275293,59.52045671,52.90707263,363.7361243,185.1747542,628.2714875,0,2685.033936,46.29368855,0,0,0,1177.182366,0,1798.840469,205.0149064,575.3644148,0,72.74722487,9014.042499,0,3214.104662,0,9457.139232,33.06692039,0,46.29368855,0,734.0856327,555.5242626,0,0,0,0,1203.635902,0,0,0,562.1376467,119.0409134,0,413706.8544,62556,476262.8544,43.73684897,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_327,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000326.spe,632,33.1,73.1,73.1,7.49,1,0.018365,-0.018,0.007476,0.110437,33039,1.59,0,11,22,13,64,63,70,21,355,30,0,0,9,164,19,236,37,12,0,87,1347,127,410,0,1441,0,0,0,0,63,60,0,0,0,0,33,75,0,191,0,26,6.92E+14,62994,9324,72318,6.756113256,0.148014097,77087,1.065944855,0,0.000152106,0.000304212,0.000179762,0.00088498,0.000871152,0.000967947,0.000290384,0.004908875,0.000414834,0,0,0.00012445,0.002267762,0.000262729,0.003263365,0.000511629,0.000165934,0,0.00120302,0.018626068,0.001756133,0.005669405,0,0.019925883,0,0,0,0,0.000871152,0.000829669,0,0,0,0,0.000456318,0.001037086,0,0.002641113,0,0.000359523,9568848696,0.871069443,0.128930557,1,9.34E-05,2.05E-06,520808.5026,0,74.31724582,148.6344916,87.82947233,432.3912484,425.6351351,472.9279279,141.8783784,2398.420206,202.6833977,0,0,60.80501931,1108.002574,128.3661519,1594.442728,249.9761905,81.07335907,0,587.7818533,9100.484556,858.0263835,2770.006435,0,9735.559202,0,0,0,0,425.6351351,405.3667954,0,0,0,0,222.9517375,506.7084942,0,1290.417632,0,175.6589447,4.68E+15,425594.5985,62994,488588.5985,45.64506633,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_328,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000327.spe,633,33.2,73.2,73.2,7.49,1,0.018369,-0.018,0.007539,0.110437,33183,1.18,0,11,0,10,19,24,69,22,231,0,0,5,17,280,69,270,101,158,22,99,1318,13,440,0,1429,0,0,0,6,89,44,22,0,0,0,0,114,0,91,0,25,4.51E+15,64082,9372,73454,6.837601366,0.146250117,78336,1.066463365,0,0.000149754,0,0.00013614,0.000258665,0.000326735,0.000939363,0.000299507,0.003144825,0,0,6.81E-05,0.000231437,0.003811909,0.000939363,0.00367577,0.00137501,0.002151006,0.000299507,0.001347782,0.017943203,0.000176982,0.005990143,0,0.019454352,0,0,0,8.17E-05,0.001211643,0.000599014,0.000299507,0,0,0,0,0.001551992,0,0.001238871,0,0.000340349,61398970784,0.872409944,0.127590056,1,9.31E-05,1.99E-06,535630.3406,0,75.21361502,0,68.37601366,129.9144259,164.1024328,471.7944942,150.42723,1579.485915,0,0,34.18800683,116.2392232,1914.528382,471.7944942,1846.152369,690.5977379,1080.341016,150.42723,676.9225352,9011.9586,88.88881776,3008.544601,0,9770.932352,0,0,0,41.02560819,608.5465216,300.8544601,150.42723,0,0,0,0,779.4865557,0,622.2217243,0,170.9400341,3.08E+16,438167.1707,64082,502249.1707,46.75279244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_329,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000328.spe,634,33.3,73.3,73.3,7.5,1,0.018371,-0.018,0.00755,0.110437,33509,1.38,0,0,0,9,53,50,79,33,332,0,0,0,0,1549,0,287,140,63,0,65,1470,118,500,0,1361,7,0,0,0,29,28,0,0,0,0,159,89,0,0,57,21,1.95E+15,63706,9299,73005,6.850844177,0.145967413,79426,1.08795288,0,0,0,0.000123279,0.000725978,0.000684885,0.001082118,0.000452024,0.004547634,0,0,0,0,0.021217725,0,0.003931238,0.001917677,0.000862955,0,0.00089035,0.020135607,0.001616328,0.006848846,0,0.018642559,9.59E-05,0,0,0,0.000397233,0.000383535,0,0,0,0,0.002177933,0.001219095,0,0,0.000780768,0.000287652,26710499281,0.872625163,0.127374837,1,9.38E-05,2.00E-06,544135.1496,0,0,0,61.65759759,363.0947414,342.5422088,541.21669,226.0778578,2274.480267,0,0,0,0,10611.95763,0,1966.192279,959.1181848,431.6031831,0,445.3048715,10070.74094,808.3996129,3425.422088,0,9323.998925,47.95590924,0,0,0,198.6744811,191.823637,0,0,0,0,1089.284224,609.7251317,0,0,390.4981181,143.8677277,1.34E+16,436439.8791,63706,500145.8791,46.93406593,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_330,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000329.spe,635,33.4,73.4,73.4,7.52,1,0.018373,-0.018,0.007561,0.110437,33552,1.68,0,8,0,23,61,41,64,13,359,23,0,7,15,542,0,282,69,110,0,29,1378,197,491,0,1157,9,0,9,0,85,124,10,0,0,0,312,100,0,0,83,0,0,63550,9572,73122,6.639155871,0.150621558,78640,1.075462925,0,0.000109406,0,0.000314543,0.000834222,0.000560707,0.00087525,0.000177785,0.004909603,0.000314543,0,9.57E-05,0.000205137,0.00741227,0,0.003856568,0.000943628,0.001504335,0,0.000396597,0.018845218,0.002694128,0.006714805,0,0.015822871,0.000123082,0,0.000123082,0,0.001162441,0.001695796,0.000136758,0,0,0,0.004266842,0.001367577,0,0,0.001135089,0,0,0.869095484,0.130904516,1,9.08E-05,2.06E-06,522103.2177,0,53.11324697,0,152.700585,404.9885081,272.2053907,424.9059758,86.30902633,2383.456958,152.700585,0,46.4740911,99.58733807,3598.422482,0,1872.241956,458.1017551,730.3071458,0,192.5355203,9148.756791,1307.913707,3259.825533,0,7681.503343,59.75240284,0,59.75240284,0,564.3282491,823.255328,66.39155871,0,0,0,2071.416632,663.9155871,0,0,551.0499373,0,0,421918.3556,63550,485468.3556,44.07839068,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_331,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000330.spe,636,33.5,73.5,73.5,7.52,1,0.018367,-0.018,0.007647,0.110437,33578,1.45,0,32,7,0,72,42,85,8,313,17,0,8,21,256,43,227,186,0,0,12,1392,0,441,0,1315,4,0,0,0,0,86,0,0,0,0,18,0,0,166,28,35,1.28E+15,64226,9612,73838,6.681856013,0.149659017,78423,1.062095398,0,0.000433381,9.48E-05,0,0.000975108,0.000568813,0.001151169,0.000108345,0.00423901,0.000230234,0,0.000108345,0.000284406,0.003467049,0.000582356,0.003074298,0.002519028,0,0,0.000162518,0.018852082,0,0.005972534,0,0.017809258,5.42E-05,0,0,0,0,0.001164712,0,0,0,0,0.000243777,0,0,0.002248165,0.000379209,0.000474011,17335247434,0.869823126,0.130176874,1,9.05E-05,2.03E-06,524011.1941,0,213.8193924,46.77299209,0,481.093633,280.6379526,567.9577611,53.45484811,2091.420932,113.5915522,0,53.45484811,140.3189763,1710.555139,287.3198086,1516.781315,1242.825218,0,0,80.18227216,9301.143571,0,2946.698502,0,8786.640658,26.72742405,0,0,0,0,574.6396171,0,0,0,0,120.2734082,0,0,1109.188098,187.0919684,233.8649605,8.55E+15,429148.8843,64226,493374.8843,44.64719978,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_332,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000331.spe,637,33.6,73.6,73.6,7.52,1,0.018367,-0.018,0.007647,0.110437,33569,1.45,5,5,0,12,48,30,86,8,303,26,0,0,0,264,0,231,75,127,0,190,1624,0,562,0,1220,11,10,0,0,66,81,0,0,0,0,264,10,0,18,56,35,3.44E+13,63988,9461,73449,6.763344255,0.147855848,78707,1.071519013,6.81E-05,6.81E-05,0,0.000163379,0.000653515,0.000408447,0.00117088,0.000108919,0.004125311,0.000353987,0,0,0,0.003594331,0,0.003145039,0.001021117,0.001729091,0,0.002586829,0.02211058,0,0.007651568,0,0.016610165,0.000149764,0.000136149,0,0,0.000898583,0.001102806,0,0,0,0,0.003594331,0.000136149,0,0.000245068,0.000762434,0.000476521,468352190,0.871189533,0.128810467,1,9.21E-05,2.01E-06,532288.7196,33.81672128,33.81672128,0,81.16013106,324.6405243,202.9003277,581.647606,54.10675404,2049.293309,175.8469506,0,0,0,1785.522883,0,1562.332523,507.2508192,858.9447204,0,1285.035409,10983.67107,0,3800.999472,0,8251.279992,74.39678681,67.63344255,0,0,446.3807209,547.8308847,0,0,0,0,1785.522883,67.63344255,0,121.7401966,378.7472783,236.7170489,2.33E+14,432772.8722,63988,496760.8722,45.74282552,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_333,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000332.spe,638,33.7,73.7,73.7,7.51,1,0.018368,-0.018,0.007632,0.110437,33760,1.52,0,36,0,0,59,41,68,24,388,7,0,0,0,251,0,273,123,125,0,103,1263,118,511,0,1339,0,0,0,0,61,35,0,0,0,0,317,174,0,0,134,45,5.53E+14,64220,9152,73372,7.017045455,0.142510121,78688,1.072452707,0,0.00049065,0,0,0.000804121,0.000558796,0.000926784,0.0003271,0.005288121,9.54E-05,0,0,0,0.003420924,0,0.003720765,0.001676389,0.001703647,0,0.001403805,0.017213651,0.001608243,0.00696451,0,0.018249468,0,0,0,0,0.00083138,0.000477021,0,0,0,0,0.004320449,0.002371477,0,0,0.00182631,0.000613313,7536935071,0.875265769,0.124734231,1,9.56E-05,1.94E-06,552157.2727,0,252.6136364,0,0,414.0056818,287.6988636,477.1590909,168.4090909,2722.613636,49.11931818,0,0,0,1761.278409,0,1915.653409,863.0965909,877.1306818,0,722.7556818,8862.528409,828.0113636,3585.710227,0,9395.823864,0,0,0,0,428.0397727,245.5965909,0,0,0,0,2224.403409,1220.965909,0,0,940.2840909,315.7670455,3.88E+15,450634.6591,64220,514854.6591,49.23892691,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_334,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000333.spe,639,33.8,73.8,73.8,7.51,1,0.018367,-0.018,0.007595,0.110437,32911,1.69,0,24,24,33,72,46,95,27,347,22,11,0,0,234,7,247,95,53,0,59,1572,0,582,0,1609,0,13,0,0,26,36,0,0,0,0,11,52,0,56,27,27,0,61719,9458,71177,6.525586805,0.153242924,76474,1.074420108,0,0.000337188,0.000337188,0.000463633,0.001011563,0.000646276,0.001334701,0.000379336,0.00487517,0.000309089,0.000154544,0,0,0.003287579,9.83E-05,0.003470222,0.001334701,0.000744623,0,0.000828919,0.022085786,0,0.008176799,0,0.022605617,0,0.000182643,0,0,0.000365287,0.000505781,0,0,0,0,0.000154544,0.000730573,0,0.000786771,0.000379336,0.000379336,0,0.867119997,0.132880003,1,9.17E-05,2.15E-06,499037.7253,0,156.6140833,156.6140833,215.3443646,469.8422499,300.176993,619.9307465,176.1908437,2264.378621,143.5629097,71.78145485,0,0,1526.987312,45.67910763,1611.819941,619.9307465,345.8561007,0,385.0096215,10258.22246,0,3797.89152,0,10499.66917,0,84.83262846,0,0,169.6652569,234.921125,0,0,0,0,71.78145485,339.3305139,0,365.4328611,176.1908437,176.1908437,0,402752.692,61719,464471.692,42.58328315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_335,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000334.spe,640,33.9,73.9,73.9,7.49,1,0.018365,-0.018,0.007465,0.110437,32868,1.62,6,35,0,22,57,50,92,31,321,0,0,22,35,344,0,196,68,82,0,96,1335,182,518,0,1486,4,16,0,0,50,82,0,0,0,0,0,66,0,253,75,38,3.58E+15,63073,9359,72432,6.739288386,0.148383619,77628,1.071653413,8.28E-05,0.000483212,0,0.000303733,0.000786945,0.000690303,0.001270157,0.000427988,0.004431743,0,0,0.000303733,0.000483212,0.004749282,0,0.002705986,0.000938812,0.001132096,0,0.001325381,0.01843108,0.002512702,0.007151535,0,0.020515794,5.52E-05,0.000220897,0,0,0.000690303,0.001132096,0,0,0,0,0,0.000911199,0,0.003492931,0.001035454,0.00052463,49425668213,0.870789154,0.129210846,1,9.30E-05,2.05E-06,523117.0431,40.43573031,235.8750935,0,148.2643445,384.139438,336.9644193,620.0145315,208.91794,2163.311572,0,0,148.2643445,235.8750935,2318.315205,0,1320.900524,458.2716102,552.6216476,0,646.971685,8996.949995,1226.550486,3490.951384,0,10014.58254,26.95715354,107.8286142,0,0,336.9644193,552.6216476,0,0,0,0,0,444.7930334,0,1705.039962,505.4466289,256.0929586,2.41E+16,425067.1363,63073,488140.1363,45.41800794,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_336,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000335.spe,641,34,74,74,7.49,1,0.01836,-0.018,0.007422,0.110437,32893,1.36,0,7,8,12,43,32,54,22,343,46,0,0,4,371,0,219,164,102,116,10,1404,0,402,0,1309,0,0,0,0,0,87,0,0,0,0,0,0,0,164,95,8,0,62627,8915,71542,7.024901851,0.142350743,76297,1.066464454,0,9.78E-05,0.000111822,0.000167734,0.000601046,0.00044729,0.000754801,0.000307512,0.004794387,0.000642979,0,0,5.59E-05,0.005185765,0,0.003061139,0.00229236,0.001425736,0.001621425,0.000139778,0.019624836,0,0.005619077,0,0.018296944,0,0,0,0,0,0.001216069,0,0,0,0,0,0,0,0.00229236,0.001327891,0.000111822,0,0.875387884,0.124612116,1,9.82E-05,1.99E-06,535978.9365,0,49.17431296,56.19921481,84.29882221,302.0707796,224.7968592,379.3446999,154.5478407,2409.541335,323.1454851,0,0,28.0996074,2606.238587,0,1538.453505,1152.083904,716.5399888,814.8886147,70.24901851,9862.962199,0,2824.010544,0,9195.596523,0,0,0,0,0,611.166461,0,0,0,0,0,0,0,1152.083904,667.3656758,56.19921481,0,439948.5282,62627,502575.5282,49.34924601,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_337,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000336.spe,642,34.1,74.1,74.1,7.5,1,0.018361,-0.018,0.007403,0.110437,32714,1.49,0,17,0,0,33,43,76,17,334,35,7,0,6,417,84,200,101,71,0,28,1575,0,534,0,1409,0,0,0,0,22,44,0,0,0,0,274,80,0,144,0,0,7.99E+14,61984,9038,71022,6.858154459,0.145811822,76429,1.07613134,0,0.000239362,0,0,0.000464645,0.000605446,0.001070091,0.000239362,0.004702768,0.000492805,9.86E-05,0,8.45E-05,0.00587142,0.001182732,0.002816029,0.001422095,0.00099969,0,0.000394244,0.022176227,0,0.007518797,0,0.019838923,0,0,0,0,0.000309763,0.000619526,0,0,0,0,0.00385796,0.001126412,0,0.002027541,0,0,11250035200,0.872743657,0.127256343,1,9.66E-05,2.05E-06,524161.8871,0,116.5886258,0,0,226.3190971,294.9006417,521.2197389,116.5886258,2290.623589,240.0354061,48.00708121,0,41.14892675,2859.850409,576.0849746,1371.630892,692.6736004,486.9289666,0,192.0283249,10801.59327,0,3662.254481,0,9663.139633,0,0,0,0,150.8793981,301.7587962,0,0,0,0,1879.134322,548.6523567,0,987.5742421,0,0,5.48E+15,425095.846,61984,487079.846,47.03428258,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_338,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000337.spe,643,34.2,74.2,74.2,7.5,1,0.018363,-0.018,0.007453,0.110437,32903,1.47,0,0,0,0,54,20,85,13,317,33,7,0,20,689,75,225,58,107,0,0,1486,0,443,0,1273,0,0,0,0,118,46,0,0,0,0,0,0,0,135,24,22,0,62423,9388,71811,6.649233063,0.150393285,76880,1.070588071,0,0,0,0,0.000751974,0.000278509,0.001183663,0.000181031,0.004414365,0.00045954,9.75E-05,0,0.000278509,0.00959463,0.001044408,0.003133225,0.000807676,0.001490022,0,0,0.020693209,0,0.006168971,0,0.017727089,0,0,0,0,0.001643202,0.00064057,0,0,0,0,0,0,0,0.001879935,0.000334211,0.00030636,0,0.869267939,0.130732061,1,9.26E-05,2.09E-06,511193.0379,0,0,0,0,359.0585854,132.9846613,565.1848104,86.44002983,2107.806881,219.4246911,46.54463144,0,132.9846613,4581.321581,498.6924798,1496.077439,385.6555177,711.4679378,0,0,9880.760332,0,2945.610247,0,8464.47369,0,0,0,0,784.6095015,305.8647209,0,0,0,0,0,0,0,897.6464636,159.5815935,146.2831274,0,415065.0755,62423,477488.0755,44.21230033,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_339,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000338.spe,644,34.3,74.3,74.3,7.51,1,0.018365,-0.018,0.007473,0.110437,32920,1.35,30,95,14,19,74,42,65,31,316,9,0,0,27,913,0,209,7,100,0,78,1659,0,492,0,1264,6,0,0,0,97,28,0,0,0,0,92,138,0,79,48,18,0,62784,9335,72119,6.725656133,0.148684378,77924,1.080075986,0.000415979,0.001317267,0.000194124,0.000263453,0.001026082,0.000582371,0.000901288,0.000429845,0.004381647,0.000124794,0,0,0.000374381,0.012659632,0,0.002897988,9.71E-05,0.001386597,0,0.001081546,0.023003647,0,0.006822058,0,0.017526588,8.32E-05,0,0,0,0.001344999,0.000388247,0,0,0,0,0.001275669,0.001913504,0,0.001095412,0.000665567,0.000249587,0,0.870561156,0.129438844,1,9.33E-05,2.06E-06,523888.2588,201.769684,638.9373326,94.15918586,127.7874665,497.6985538,282.4775576,437.1676486,208.4953401,2125.307338,60.5309052,0,0,181.5927156,6140.524049,0,1405.662132,47.07959293,672.5656133,0,524.6011784,11157.86352,0,3309.022817,0,8501.229352,40.3539368,0,0,0,652.3886449,188.3183717,0,0,0,0,618.7603642,928.1405463,0,531.3268345,322.8314944,121.0618104,0,422263.5946,62784,485047.5946,45.23445042,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_340,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000339.spe,645,34.4,74.4,74.4,7.52,1,0.018366,-0.018,0.007473,0.110437,32657,1.42,0,33,0,13,47,33,67,10,303,12,0,0,0,696,32,166,23,145,0,111,1407,0,399,0,1351,0,0,0,0,109,102,0,0,0,0,230,239,0,0,0,23,1.19E+15,62267,9338,71605,6.668130221,0.149967077,77133,1.077201313,0,0.000460862,0,0.000181552,0.000656379,0.000460862,0.000935689,0.000139655,0.004231548,0.000167586,0,0,0,0.009719992,0.000446896,0.002318274,0.000321207,0.002024998,0,0.001550171,0.019649466,0,0.005572237,0,0.018867398,0,0,0,0,0.00152224,0.001424482,0,0,0,0,0.003212066,0.003337756,0,0,0,0.000321207,16618951191,0.869590112,0.130409888,1,9.31E-05,2.09E-06,514332.8883,0,220.0482973,0,86.68569287,313.4021204,220.0482973,446.7647248,66.68130221,2020.443457,80.01756265,0,0,0,4641.018634,213.3801671,1106.909617,153.3669951,966.878882,0,740.1624545,9382.05922,0,2660.583958,0,9008.643928,0,0,0,0,726.826194,680.1492825,0,0,0,0,1533.669951,1593.683123,0,0,0,153.3669951,7.94E+15,415204.4644,62267,477471.4644,44.46396064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2B,HER14L_2B_341,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000340.spe,646,34.5,74.5,74.5,7.52,1,0.018366,-0.018,0.007446,0.110437,32890,1.42,19,27,0,14,39,35,73,9,249,31,0,10,17,590,0,187,135,86,0,182,1313,0,416,0,1235,8,0,0,0,68,133,0,0,0,0,32,97,0,122,48,0,0,62346,9085,71431,6.862520638,0.145719052,76436,1.069801627,0.000265991,0.000377987,0,0.000195993,0.000545981,0.000489983,0.001021965,0.000125996,0.003485881,0.000433985,0,0.000139995,0.000237992,0.008259719,0,0.002617911,0.001889936,0.001203959,0,0.002547913,0.018381375,0,0.005823802,0,0.017289412,0.000111996,0,0,0,0.000951968,0.001861937,0,0,0,0,0.000447985,0.001357954,0,0.001707942,0.000671977,0,0,0.872814324,0.127185676,1,9.61E-05,2.04E-06,524413.2396,130.3878921,185.2880572,0,96.07528894,267.6383049,240.1882223,500.9640066,61.76268575,1708.767639,212.7381398,0,68.62520638,116.6628509,4048.887177,0,1283.291359,926.4402862,590.1767749,0,1248.978756,9010.489598,0,2854.808586,0,8475.212988,54.90016511,0,0,0,466.6514034,912.7152449,0,0,0,0,219.6006604,665.6645019,0,837.2275179,329.4009906,0,0,427850.7117,62346,490196.7117,47.09418951,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
