"Site","label","depth","mean_age","Wet_den"
"HER14L","HER14L_2C",103,13371.2,0.9326
"HER14L","HER14L_2C",103.2,13378.92,0.913
"HER14L","HER14L_2C",103.4,13386.65,0.9276
"HER14L","HER14L_2C",103.6,13394.38,0.9399
"HER14L","HER14L_2C",103.8,13402.1,0.9129
"HER14L","HER14L_2C",104,13409.83,0.9188
"HER14L","HER14L_2C",104.2,13417.55,0.9306
"HER14L","HER14L_2C",104.4,13425.28,0.9481
"HER14L","HER14L_2C",104.6,13433,0.9207
"HER14L","HER14L_2C",104.8,13440.73,0.9326
"HER14L","HER14L_2C",105,13448.46,0.9189
"HER14L","HER14L_2C",105.2,13456.18,0.9527
"HER14L","HER14L_2C",105.4,13463.91,0.9288
"HER14L","HER14L_2C",105.6,13471.63,0.9271
"HER14L","HER14L_2C",105.8,13479.36,0.908
"HER14L","HER14L_2C",106,13487.08,0.8501
"HER14L","HER14L_2C",106.2,13494.81,0.8698
"HER14L","HER14L_2C",106.4,13502.54,0.8937
"HER14L","HER14L_2C",106.6,13510.26,0.8751
"HER14L","HER14L_2C",106.8,13517.99,0.8632
"HER14L","HER14L_2C",107,13525.71,0.9264
"HER14L","HER14L_2C",107.2,13533.44,0.8743
"HER14L","HER14L_2C",107.4,13541.16,0.939
"HER14L","HER14L_2C",107.6,13548.89,0.8988
"HER14L","HER14L_2C",107.8,13556.62,0.8785
"HER14L","HER14L_2C",108,13564.34,0.8895
"HER14L","HER14L_2C",108.2,13572.07,0.9141
"HER14L","HER14L_2C",108.4,13579.79,0.9077
"HER14L","HER14L_2C",108.6,13587.52,0.836
"HER14L","HER14L_2C",108.8,13595.24,0.8525
"HER14L","HER14L_2C",109,13602.97,0.9324
"HER14L","HER14L_2C",109.2,13610.7,0.8603
"HER14L","HER14L_2C",109.4,13618.42,0.8698
"HER14L","HER14L_2C",109.6,13626.15,0.9514
"HER14L","HER14L_2C",109.8,13633.87,0.9487
"HER14L","HER14L_2C",110,13641.6,0.9304
"HER14L","HER14L_2C",110.2,13646.65,0.9012
"HER14L","HER14L_2C",110.4,13651.71,0.8796
"HER14L","HER14L_2C",110.6,13656.77,0.811
"HER14L","HER14L_2C",110.8,13661.82,0.8835
"HER14L","HER14L_2C",111,13666.88,0.8037
"HER14L","HER14L_2C",111.2,13671.94,0.8792
"HER14L","HER14L_2C",111.4,13676.99,0.9134
"HER14L","HER14L_2C",111.6,13682.05,0.9285
"HER14L","HER14L_2C",111.8,13687.11,0.9242
"HER14L","HER14L_2C",112,13692.16,0.8856
"HER14L","HER14L_2C",112.2,13697.22,0.8721
"HER14L","HER14L_2C",112.4,13702.28,0.8866
"HER14L","HER14L_2C",112.6,13707.33,0.8353
"HER14L","HER14L_2C",112.8,13712.39,0.9002
"HER14L","HER14L_2C",113,13717.45,0.9251
"HER14L","HER14L_2C",113.2,13722.5,0.9137
"HER14L","HER14L_2C",113.4,13727.56,0.8766
"HER14L","HER14L_2C",113.6,13732.62,0.9074
"HER14L","HER14L_2C",113.8,13737.67,0.8497
"HER14L","HER14L_2C",114,13742.73,0.9052
"HER14L","HER14L_2C",114.2,13747.79,0.874
"HER14L","HER14L_2C",114.4,13752.85,0.9226
"HER14L","HER14L_2C",114.6,13757.9,0.9124
"HER14L","HER14L_2C",114.8,13762.96,0.8938
"HER14L","HER14L_2C",115,13768.02,0.8905
"HER14L","HER14L_2C",115.2,13773.07,0.8492
"HER14L","HER14L_2C",115.4,13778.13,0.9388
"HER14L","HER14L_2C",115.6,13783.19,0.8775
"HER14L","HER14L_2C",115.8,13788.24,0.9081
"HER14L","HER14L_2C",116,13793.3,0.9192
"HER14L","HER14L_2C",116.2,13798.36,0.876
"HER14L","HER14L_2C",116.4,13803.41,0.8672
"HER14L","HER14L_2C",116.6,13808.47,0.8848
"HER14L","HER14L_2C",116.8,13813.53,0.8815
"HER14L","HER14L_2C",117,13818.58,0.9183
"HER14L","HER14L_2C",117.2,13823.64,0.9559
"HER14L","HER14L_2C",117.4,13828.7,0.9153
"HER14L","HER14L_2C",117.6,13833.75,0.9006
"HER14L","HER14L_2C",117.8,13838.81,0.9039
"HER14L","HER14L_2C",118,13843.87,0.9335
"HER14L","HER14L_2C",118.2,13848.92,0.9019
"HER14L","HER14L_2C",118.4,13853.98,0.8817
"HER14L","HER14L_2C",118.6,13859.04,0.8486
"HER14L","HER14L_2C",118.8,13864.09,0.8814
"HER14L","HER14L_2C",119,13869.15,0.9162
"HER14L","HER14L_2C",119.2,13874.21,0.8952
"HER14L","HER14L_2C",119.4,13879.26,0.8796
"HER14L","HER14L_2C",119.6,13884.32,0.912
"HER14L","HER14L_2C",119.8,13889.38,0.9218
"HER14L","HER14L_2C",120,13894.43,0.9114
"HER14L","HER14L_2C",120.2,13897.78,0.8968
"HER14L","HER14L_2C",120.4,13901.12,0.9226
"HER14L","HER14L_2C",120.6,13904.46,0.8774
"HER14L","HER14L_2C",120.8,13907.8,0.8983
"HER14L","HER14L_2C",121,13911.15,0.9034
"HER14L","HER14L_2C",121.2,13914.49,0.9228
"HER14L","HER14L_2C",121.4,13917.83,0.8847
"HER14L","HER14L_2C",121.6,13921.18,0.902
"HER14L","HER14L_2C",121.8,13924.52,0.9497
"HER14L","HER14L_2C",122,13927.86,0.9203
"HER14L","HER14L_2C",122.2,13931.21,0.8666
"HER14L","HER14L_2C",122.4,13934.55,0.8731
"HER14L","HER14L_2C",122.6,13937.89,0.9039
"HER14L","HER14L_2C",122.8,13941.24,0.8796
"HER14L","HER14L_2C",123,13944.58,0.8877
"HER14L","HER14L_2C",123.2,13947.92,0.881
"HER14L","HER14L_2C",123.4,13951.27,0.9403
"HER14L","HER14L_2C",123.6,13954.61,0.9278
"HER14L","HER14L_2C",123.8,13957.95,0.8969
"HER14L","HER14L_2C",124,13961.3,0.8899
"HER14L","HER14L_2C",124.2,13964.64,0.9103
"HER14L","HER14L_2C",124.4,13967.98,0.9592
"HER14L","HER14L_2C",124.6,13971.33,0.9684
"HER14L","HER14L_2C",124.8,13974.67,0.9249
"HER14L","HER14L_2D",125,13978.01,0.8841
"HER14L","HER14L_2D",125.2,13981.36,0.9021
"HER14L","HER14L_2D",125.4,13984.7,0.9312
"HER14L","HER14L_2D",125.6,13988.04,0.9048
"HER14L","HER14L_2D",125.8,13991.38,0.966
"HER14L","HER14L_2D",126,13994.73,0.91
"HER14L","HER14L_2D",126.2,13998.07,0.8915
"HER14L","HER14L_2D",126.4,14001.41,0.9085
"HER14L","HER14L_2D",126.6,14004.76,0.8824
"HER14L","HER14L_2D",126.8,14008.1,0.929
"HER14L","HER14L_2D",127,14011.44,0.9604
"HER14L","HER14L_2D",127.2,14014.79,0.8975
"HER14L","HER14L_2D",127.4,14018.13,0.932
"HER14L","HER14L_2D",127.6,14021.47,0.9269
"HER14L","HER14L_2D",127.8,14024.82,0.8792
"HER14L","HER14L_2D",128,14028.16,0.8897
"HER14L","HER14L_2D",128.2,14031.5,0.9043
"HER14L","HER14L_2D",128.4,14034.85,0.8978
"HER14L","HER14L_2D",128.6,14038.19,0.9304
"HER14L","HER14L_2D",128.8,14041.53,0.9469
"HER14L","HER14L_2D",129,14044.88,0.9569
"HER14L","HER14L_2D",129.2,14048.22,0.899
"HER14L","HER14L_2D",129.4,14051.56,0.9101
"HER14L","HER14L_2D",129.6,14054.91,0.8673
"HER14L","HER14L_2D",129.8,14058.25,0.9135
"HER14L","HER14L_2D",130,14061.59,0.8963
"HER14L","HER14L_2D",130.2,14071.33,0.9353
"HER14L","HER14L_2D",130.4,14081.06,0.9412
"HER14L","HER14L_2D",130.6,14090.79,0.921
"HER14L","HER14L_2D",130.8,14100.52,0.9107
"HER14L","HER14L_2D",131,14110.26,0.8927
"HER14L","HER14L_2D",131.2,14119.99,0.9462
"HER14L","HER14L_2D",131.4,14129.72,0.8981
"HER14L","HER14L_2D",131.6,14139.46,0.8705
"HER14L","HER14L_2D",131.8,14149.19,0.8655
"HER14L","HER14L_2D",132,14158.92,0.9067
"HER14L","HER14L_2D",132.2,14168.66,0.9458
"HER14L","HER14L_2D",132.4,14178.39,0.8543
"HER14L","HER14L_2D",132.6,14188.12,0.853
"HER14L","HER14L_2D",132.8,14197.86,0.87
"HER14L","HER14L_2D",133,14207.59,0.875
"HER14L","HER14L_2D",133.2,14217.32,0.8633
"HER14L","HER14L_2D",133.4,14227.06,0.8936
"HER14L","HER14L_2D",133.6,14236.79,0.8793
"HER14L","HER14L_2D",133.8,14246.52,0.893
"HER14L","HER14L_2D",134,14256.25,0.84
"HER14L","HER14L_2D",134.2,14265.99,0.8827
"HER14L","HER14L_2D",134.4,14275.72,0.8602
"HER14L","HER14L_2D",134.6,14285.45,0.8938
"HER14L","HER14L_2D",134.8,14295.19,0.8786
"HER14L","HER14L_2D",135,14304.92,0.8987
"HER14L","HER14L_2D",135.2,14314.65,0.9219
"HER14L","HER14L_2D",135.4,14324.39,0.8786
"HER14L","HER14L_2D",135.6,14334.12,0.9009
"HER14L","HER14L_2D",135.8,14343.85,0.8616
"HER14L","HER14L_2D",136,14353.59,0.8525
"HER14L","HER14L_2D",136.2,14363.32,0.8779
"HER14L","HER14L_2D",136.4,14373.05,0.9055
"HER14L","HER14L_2D",136.6,14382.78,0.9233
"HER14L","HER14L_2D",136.8,14392.52,0.9422
"HER14L","HER14L_2D",137,14402.25,0.9279
"HER14L","HER14L_2D",137.2,14411.98,0.9569
"HER14L","HER14L_2D",137.4,14421.72,0.9283
"HER14L","HER14L_2D",137.6,14431.45,0.8961
"HER14L","HER14L_2D",137.8,14441.18,0.9289
"HER14L","HER14L_2D",138,14450.92,0.9124
"HER14L","HER14L_2D",138.2,14460.65,0.8857
"HER14L","HER14L_2D",138.4,14470.38,0.8745
"HER14L","HER14L_2D",138.6,14480.12,0.8984
"HER14L","HER14L_2D",138.8,14489.85,0.9069
"HER14L","HER14L_2D",139,14499.58,0.9029
"HER14L","HER14L_2D",139.2,14509.32,0.8687
"HER14L","HER14L_2D",139.4,14519.05,0.8509
"HER14L","HER14L_2D",139.6,14528.78,0.9504
"HER14L","HER14L_2D",139.8,14538.51,0.984
"HER14L","HER14L_2D",140,14548.25,0.8881
"HER14L","HER14L_2D",140.2,14559.43,0.8847
"HER14L","HER14L_2D",140.4,14570.6,0.8887
"HER14L","HER14L_2D",140.6,14581.78,0.9245
"HER14L","HER14L_2D",140.8,14592.96,0.967
"HER14L","HER14L_2D",141,14604.13,0.9561
"HER14L","HER14L_2D",141.2,14615.31,0.927
"HER14L","HER14L_2D",141.4,14626.49,0.9262
"HER14L","HER14L_2D",141.6,14637.67,0.9019
"HER14L","HER14L_2D",141.8,14648.84,0.8545
"HER14L","HER14L_2D",142,14660.02,0.8976
"HER14L","HER14L_2D",142.2,14671.2,0.8922
"HER14L","HER14L_2D",142.4,14682.38,0.8996
"HER14L","HER14L_2D",142.6,14693.55,0.9167
"HER14L","HER14L_2D",142.8,14704.73,0.9006
"HER14L","HER14L_2D",143,14715.91,0.8719
"HER14L","HER14L_2D",143.2,14727.09,0.8802
"HER14L","HER14L_2D",143.4,14738.26,0.9055
"HER14L","HER14L_2D",143.6,14749.44,0.9233
"HER14L","HER14L_2D",143.8,14760.62,0.9283
"HER14L","HER14L_2D",144,14771.79,0.9128
"HER14L","HER14L_2D",144.2,14782.97,0.861
"HER14L","HER14L_2D",144.4,14794.15,0.8145
"HER14L","HER14L_2D",144.6,14805.33,0.8785
"HER14L","HER14L_2D",144.8,14816.5,0.908
"HER14L","HER14L_2D",145,14827.68,0.9312
"HER14L","HER14L_2D",145.2,14838.86,0.8989
"HER14L","HER14L_2D",145.4,14850.04,0.8966
"HER14L","HER14L_2D",145.6,14861.21,0.8819
"HER14L","HER14L_2D",145.8,14872.39,0.8579
"HER14L","HER14L_2D",146,14883.57,0.8608
"HER14L","HER14L_2D",146.2,14894.74,0.9161
"HER14L","HER14L_2D",146.4,14905.92,0.8825
"HER14L","HER14L_2D",146.6,14917.1,0.8856
"HER14L","HER14L_2D",146.8,14928.28,0.8818
"HER14L","HER14L_2D",147,14939.45,0.8724
"HER14L","HER14L_2D",147.2,14950.63,0.8788
"HER14L","HER14L_2D",147.4,14961.81,0.9415
"HER14L","HER14L_2D",147.6,14972.99,0.8799
"HER14L","HER14L_2D",147.8,14984.16,0.8907
"HER14L","HER14L_2D",148,14995.34,0.8838
"HER14L","HER14L_2D",148.2,15006.52,0.8997
"HER14L","HER14L_2D",148.4,15017.7,0.924
"HER14L","HER14L_2D",148.6,15028.87,0.9399
"HER14L","HER14L_2D",148.8,15040.05,0.9287
"HER14L","HER14L_2D",149,15051.23,0.8545
"HER14L","HER14L_2D",149.2,15062.4,0.834
"HER14L","HER14L_2D",149.4,15073.58,0.8153
"HER14L","HER14L_2D",149.6,15084.76,0.8144
"HER14L","HER14L_2D",149.8,15095.94,0.7941
"HER14L","HER14L_2D",150,15107.11,0.8639
"HER14L","HER14L_2D",150.2,15114.05,0.9013
"HER14L","HER14L_2D",150.4,15120.98,0.8761
"HER14L","HER14L_2D",150.6,15127.92,0.8755
"HER14L","HER14L_2D",150.8,15134.85,0.8576
"HER14L","HER14L_2D",151,15141.79,0.8908
"HER14L","HER14L_2D",151.2,15148.72,0.8588
"HER14L","HER14L_2D",151.4,15155.66,0.9111
"HER14L","HER14L_2D",151.6,15162.59,0.8971
"HER14L","HER14L_2D",151.8,15169.53,0.8505
"HER14L","HER14L_2D",152,15176.47,0.898
"HER14L","HER14L_2D",152.2,15183.4,0.8567
"HER14L","HER14L_2D",152.4,15190.34,0.8721
"HER14L","HER14L_2D",152.6,15197.27,0.79
"HER14L","HER14L_2D",152.8,15204.21,0.794
"HER14L","HER14L_2D",153,15211.14,0.7257
"HER14L","HER14L_2D",153.2,15218.08,0.7277
"HER14L","HER14L_2D",153.4,15225.01,0.7561
"HER14L","HER14L_2D",153.6,15231.95,0.8036
"HER14L","HER14L_2D",153.8,15238.88,0.8247
"HER14L","HER14L_2D",154,15245.82,0.8405
"HER14L","HER14L_2D",154.2,15252.75,0.8355
"HER14L","HER14L_2D",154.4,15259.69,0.8712
"HER14L","HER14L_2D",154.6,15266.62,0.8631
"HER14L","HER14L_2D",154.8,15273.56,0.8603
"HER14L","HER14L_2D",155,15280.49,0.8782
"HER14L","HER14L_2D",155.2,15287.43,0.8914
"HER14L","HER14L_2D",155.4,15294.36,0.9045
"HER14L","HER14L_2D",155.6,15301.3,0.9278
"HER14L","HER14L_2D",155.8,15308.23,0.8647
"HER24L","HER24L_3A",3.1,737.03,0.648
"HER24L","HER24L_3A",3.3,775.46,0.6498
"HER24L","HER24L_3A",3.5,813.89,0.8843
"HER24L","HER24L_3A",3.7,852.32,0.9476
"HER24L","HER24L_3A",3.9,890.76,1.0184
"HER24L","HER24L_3A",4.1,929.19,0.964
"HER24L","HER24L_3A",4.3,967.62,0.8449
"HER24L","HER24L_3A",4.5,1006.06,0.8839
"HER24L","HER24L_3A",4.7,1044.49,0.8774
"HER24L","HER24L_3A",4.9,1082.92,0.9874
"HER24L","HER24L_3A",5.1,1126.89,0.9383
"HER24L","HER24L_3A",5.3,1176.4,0.927
"HER24L","HER24L_3A",5.5,1225.91,0.9155
"HER24L","HER24L_3A",5.7,1275.42,0.8472
"HER24L","HER24L_3A",5.9,1324.93,0.8985
"HER24L","HER24L_3A",6.1,1374.44,0.921
"HER24L","HER24L_3A",6.3,1423.95,0.8505
"HER24L","HER24L_3A",6.5,1473.46,0.8616
"HER24L","HER24L_3A",6.7,1522.97,0.9365
"HER24L","HER24L_3A",6.9,1572.48,0.9896
"HER24L","HER24L_3A",7.1,1621.99,0.913
"HER24L","HER24L_3A",7.3,1671.51,0.8603
"HER24L","HER24L_3A",7.5,1721.02,0.9352
"HER24L","HER24L_3A",7.7,1770.53,0.8802
"HER24L","HER24L_3A",7.9,1820.04,0.9669
"HER24L","HER24L_3A",8.1,1869.55,0.9659
"HER24L","HER24L_3A",8.3,1919.06,0.9427
"HER24L","HER24L_3A",8.5,1968.57,0.8746
"HER24L","HER24L_3A",8.7,2018.08,0.8183
"HER24L","HER24L_3A",8.9,2067.59,0.6809
"HER24L","HER24L_3A",9.1,2117.1,0.7565
"HER24L","HER24L_3A",9.3,2166.61,0.8486
"HER24L","HER24L_3A",9.5,2216.12,1.0218
"HER24L","HER24L_3A",9.7,2265.63,0.9961
"HER24L","HER24L_3A",9.9,2315.14,0.9883
"HER24L","HER24L_3A",10.1,2361.76,1.0373
"HER24L","HER24L_3A",10.3,2405.51,1.0571
"HER24L","HER24L_3A",10.5,2449.26,0.9976
"HER24L","HER24L_3A",10.7,2493.01,0.9639
"HER24L","HER24L_3A",10.9,2536.75,1.1237
"HER24L","HER24L_3A",11.1,2580.5,1.155
"HER24L","HER24L_3A",11.3,2624.25,1.0385
"HER24L","HER24L_3A",11.5,2667.99,1.0223
"HER24L","HER24L_3A",11.7,2711.74,1.0691
"HER24L","HER24L_3A",11.9,2755.49,1.0043
"HER24L","HER24L_3A",12.1,2799.24,1.0392
"HER24L","HER24L_3A",12.3,2842.98,1.0111
"HER24L","HER24L_3A",12.5,2886.73,1.0158
"HER24L","HER24L_3A",12.7,2930.48,0.9947
"HER24L","HER24L_3A",12.9,2974.22,1.0073
"HER24L","HER24L_3A",13.1,3017.97,1.0549
"HER24L","HER24L_3A",13.3,3061.72,1.0798
"HER24L","HER24L_3A",13.5,3105.46,1.0691
"HER24L","HER24L_3A",13.7,3149.21,1.0909
"HER24L","HER24L_3A",13.9,3192.96,1.0384
"HER24L","HER24L_3A",14.1,3236.71,1.1314
"HER24L","HER24L_3A",14.3,3280.45,1.1205
"HER24L","HER24L_3A",14.5,3324.2,1.1743
"HER24L","HER24L_3A",14.7,3367.95,1.0965
"HER24L","HER24L_3A",14.9,3411.69,1.1228
"HER24L","HER24L_3A",15.1,3437.85,1.1234
"HER24L","HER24L_3A",15.3,3446.42,1.0556
"HER24L","HER24L_3A",15.5,3454.98,1.0726
"HER24L","HER24L_3A",15.7,3463.55,1.0772
"HER24L","HER24L_3A",15.9,3472.11,1.1043
"HER24L","HER24L_3A",16.1,3480.68,1.0402
"HER24L","HER24L_3A",16.3,3489.25,0.9711
"HER24L","HER24L_3A",16.5,3497.81,0.9861
"HER24L","HER24L_3A",16.7,3506.38,0.8946
"HER24L","HER24L_3A",16.9,3514.94,0.8686
"HER24L","HER24L_3A",17.1,3523.51,0.8889
"HER24L","HER24L_3A",17.3,3532.08,0.9471
"HER24L","HER24L_3A",17.5,3540.64,1.0359
"HER24L","HER24L_3A",17.7,3549.21,1.1062
"HER24L","HER24L_3A",17.9,3557.77,1.1639
"HER24L","HER24L_3A",18.1,3566.34,1.1791
"HER24L","HER24L_3A",18.3,3574.91,1.219
"HER24L","HER24L_3A",18.5,3583.47,1.2639
"HER24L","HER24L_3A",18.7,3592.04,1.3509
"HER24L","HER24L_3A",18.9,3600.6,1.32
"HER24L","HER24L_3A",19.1,3609.17,1.4016
"HER24L","HER24L_3A",19.3,3617.74,1.5716
"HER24L","HER24L_3A",19.5,3626.3,1.6117
"HER24L","HER24L_3A",19.7,3634.87,1.5899
"HER24L","HER24L_3A",19.9,3643.43,1.655
"HER24L","HER24L_3A",20.1,3650.8,1.8758
"HER24L","HER24L_3A",20.3,3656.98,1.889
"HER24L","HER24L_3A",20.5,3663.15,1.9359
"HER24L","HER24L_3A",20.7,3669.33,1.9015
"HER24L","HER24L_3A",20.9,3675.5,1.9898
"HER24L","HER24L_3A",21.1,3681.67,1.8953
"HER24L","HER24L_3A",21.3,3687.85,1.8488
"HER24L","HER24L_3A",21.5,3694.02,1.8936
"HER24L","HER24L_3A",21.7,3700.19,1.8995
"HER24L","HER24L_3A",21.9,3706.37,1.8591
"HER24L","HER24L_3A",22.1,3712.54,1.8771
"HER24L","HER24L_3A",22.3,3718.71,1.7679
"HER24L","HER24L_3A",22.5,3724.89,1.8642
"HER24L","HER24L_3A",22.7,3731.06,1.8895
"HER24L","HER24L_3A",22.9,3737.24,1.8941
"HER24L","HER24L_3A",23.1,3743.41,1.7746
"HER24L","HER24L_3A",23.3,3749.58,1.8082
"HER24L","HER24L_3A",23.5,3755.76,1.8897
"HER24L","HER24L_3A",23.7,3761.93,1.8668
"HER24L","HER24L_3A",23.9,3768.1,1.784
"HER24L","HER24L_3A",24.1,3774.28,1.7484
"HER24L","HER24L_3A",24.3,3780.45,1.7941
"HER24L","HER24L_3A",24.5,3786.62,1.7587
"HER24L","HER24L_3A",24.7,3792.8,1.6217
"HER24L","HER24L_3A",24.9,3798.97,1.5143
"HER24L","HER24L_3A",25.1,3824.1,1.4164
"HER24L","HER24L_3A",25.3,3868.17,1.264
"HER24L","HER24L_3A",25.5,3912.25,1.2247
"HER24L","HER24L_3A",25.7,3956.32,1.1986
"HER24L","HER24L_3A",25.9,4000.4,1.2332
"HER24L","HER24L_3A",26.1,4044.47,1.2179
"HER24L","HER24L_3A",26.3,4088.55,1.2114
"HER24L","HER24L_3A",26.5,4132.63,1.201
"HER24L","HER24L_3A",26.7,4176.7,1.2635
"HER24L","HER24L_3A",26.9,4220.78,1.1872
"HER24L","HER24L_3A",27.1,4264.85,1.2825
"HER24L","HER24L_3A",27.3,4308.93,1.2712
"HER24L","HER24L_3A",27.5,4353,1.1784
"HER24L","HER24L_3A",27.7,4397.08,1.1997
"HER24L","HER24L_3A",27.9,4441.15,1.2718
"HER24L","HER24L_3A",28.1,4485.23,1.3496
"HER24L","HER24L_3A",28.3,4529.31,1.1387
"HER24L","HER24L_3A",28.5,4573.38,1.2189
"HER24L","HER24L_3A",28.7,4617.46,1.28
"HER24L","HER24L_3A",28.9,4661.53,1.2594
"HER24L","HER24L_3A",29.1,4705.61,1.2209
"HER24L","HER24L_3A",29.3,4749.68,1.1718
"HER24L","HER24L_3A",29.5,4793.76,1.2324
"HER24L","HER24L_3A",29.7,4837.83,1.1887
"HER24L","HER24L_3A",29.9,4881.91,1.1646
"HER24L","HER24L_3A",30.1,4925.74,1.2536
"HER24L","HER24L_3A",30.3,4969.33,1.3229
"HER24L","HER24L_3A",30.5,5012.92,1.5664
"HER24L","HER24L_3A",30.7,5056.51,1.4079
"HER24L","HER24L_3A",30.9,5100.1,1.227
"HER24L","HER24L_3A",31.1,5143.68,1.3122
"HER24L","HER24L_3A",31.3,5187.27,1.2519
"HER24L","HER24L_3A",31.5,5230.86,1.3009
"HER24L","HER24L_3A",31.7,5274.45,1.2524
"HER24L","HER24L_3A",31.9,5318.04,1.3272
"HER24L","HER24L_3A",32.1,5361.62,1.279
"HER24L","HER24L_3A",32.3,5405.21,1.173
"HER24L","HER24L_3A",32.5,5448.8,1.2567
"HER24L","HER24L_3A",32.7,5492.39,1.2561
"HER24L","HER24L_3A",32.9,5535.98,1.2437
"HER24L","HER24L_3B",33.1,5579.57,1.2566
"HER24L","HER24L_3B",33.3,5623.15,1.284
"HER24L","HER24L_3B",33.5,5666.74,1.2972
"HER24L","HER24L_3B",33.7,5710.33,1.2796
"HER24L","HER24L_3B",33.9,5753.92,1.3014
"HER24L","HER24L_3B",34.1,5797.51,1.4291
"HER24L","HER24L_3B",34.3,5841.1,1.4213
"HER24L","HER24L_3B",34.5,5884.68,1.5199
"HER24L","HER24L_3B",34.7,5928.27,1.602
"HER24L","HER24L_3B",34.9,5971.86,1.6946
"HER24L","HER24L_3B",35.1,6020.39,1.6572
"HER24L","HER24L_3B",35.3,6073.85,1.6947
"HER24L","HER24L_3B",35.5,6127.32,1.7303
"HER24L","HER24L_3B",35.7,6180.79,1.7401
"HER24L","HER24L_3B",35.9,6234.25,1.7861
"HER24L","HER24L_3B",36.1,6287.72,1.769
"HER24L","HER24L_3B",36.3,6341.19,1.7669
"HER24L","HER24L_3B",36.5,6394.65,1.7749
"HER24L","HER24L_3B",36.7,6448.12,1.8447
"HER24L","HER24L_3B",36.9,6501.59,2.3616
"HER24L","HER24L_3B",37.1,6555.06,2.332
"HER24L","HER24L_3B",37.3,6608.52,1.9622
"HER24L","HER24L_3B",37.5,6661.99,1.9903
"HER24L","HER24L_3B",37.7,6715.46,1.9951
"HER24L","HER24L_3B",37.9,6768.92,1.9455
"HER24L","HER24L_3B",38.1,6822.39,2.018
"HER24L","HER24L_3B",38.3,6875.86,1.9232
"HER24L","HER24L_3B",38.5,6929.32,1.8864
"HER24L","HER24L_3B",38.7,6982.79,1.9634
"HER24L","HER24L_3B",38.9,7036.26,2.015
"HER24L","HER24L_3B",39.1,7089.72,2.0001
"HER24L","HER24L_3B",39.3,7143.19,2.0015
"HER24L","HER24L_3B",39.5,7196.66,2.046
"HER24L","HER24L_3B",39.7,7250.12,2.0575
"HER24L","HER24L_3B",39.9,7303.59,1.9459
"HER24L","HER24L_3B",40.1,7339.62,1.7935
"HER24L","HER24L_3B",40.3,7358.22,1.6585
"HER24L","HER24L_3B",40.5,7376.81,1.5554
"HER24L","HER24L_3B",40.7,7395.41,1.3398
"HER24L","HER24L_3B",40.9,7414.01,1.1767
"HER24L","HER24L_3B",41.1,7432.6,1.1296
"HER24L","HER24L_3B",41.3,7451.2,1.056
"HER24L","HER24L_3B",41.5,7469.8,1.0151
"HER24L","HER24L_3B",41.7,7488.39,1.0734
"HER24L","HER24L_3B",41.9,7506.99,1.1308
"HER24L","HER24L_3B",42.1,7525.59,1.1026
"HER24L","HER24L_3B",42.3,7544.18,1.0524
"HER24L","HER24L_3B",42.5,7562.78,1.0638
"HER24L","HER24L_3B",42.7,7581.38,1.0254
"HER24L","HER24L_3B",42.9,7599.97,1.0452
"HER24L","HER24L_3B",43.1,7618.57,1.0599
"HER24L","HER24L_3B",43.3,7637.17,1.0492
"HER24L","HER24L_3B",43.5,7655.76,1.0597
"HER24L","HER24L_3B",43.7,7674.36,1.0577
"HER24L","HER24L_3B",43.9,7692.96,1.114
"HER24L","HER24L_3B",44.1,7711.55,1.0832
"HER24L","HER24L_3B",44.3,7730.15,1.0347
"HER24L","HER24L_3B",44.5,7748.75,1.0343
"HER24L","HER24L_3B",44.7,7767.34,1.1082
"HER24L","HER24L_3B",44.9,7785.94,1.0728
"HER24L","HER24L_3B",45.1,7800.47,1.099
"HER24L","HER24L_3B",45.3,7810.92,1.0994
"HER24L","HER24L_3B",45.5,7821.37,1.1064
"HER24L","HER24L_3B",45.7,7831.82,1.0336
"HER24L","HER24L_3B",45.9,7842.28,1.0903
"HER24L","HER24L_3B",46.1,7852.73,1.1454
"HER24L","HER24L_3B",46.3,7863.18,1.0963
"HER24L","HER24L_3B",46.5,7873.64,1.1123
"HER24L","HER24L_3B",46.7,7884.09,1.1053
"HER24L","HER24L_3B",46.9,7894.54,1.0176
"HER24L","HER24L_3B",47.1,7904.99,1.0344
"HER24L","HER24L_3B",47.3,7915.45,1.0283
"HER24L","HER24L_3B",47.5,7925.9,1.0068
"HER24L","HER24L_3B",47.7,7936.35,1.0506
"HER24L","HER24L_3B",47.9,7946.81,1.0608
"HER24L","HER24L_3B",48.1,7957.26,1.0632
"HER24L","HER24L_3B",48.3,7967.71,1.0923
"HER24L","HER24L_3B",48.5,7978.16,1.0757
"HER24L","HER24L_3B",48.7,7988.62,1.0569
"HER24L","HER24L_3B",48.9,7999.07,1.0806
"HER24L","HER24L_3B",49.1,8009.52,1.0588
"HER24L","HER24L_3B",49.3,8019.98,1.0554
"HER24L","HER24L_3B",49.5,8030.43,1.0492
"HER24L","HER24L_3B",49.7,8040.88,1.051
"HER24L","HER24L_3B",49.9,8051.33,1.0243
"HER24L","HER24L_3B",50.1,8061.95,1.0076
"HER24L","HER24L_3B",50.3,8072.72,0.9888
"HER24L","HER24L_3B",50.5,8083.5,1.0619
"HER24L","HER24L_3B",50.7,8094.27,1.1317
"HER24L","HER24L_3B",50.9,8105.05,1.1078
