"Site","label","depth","mean_age","Wet_den"
"HER49L","HER49L_1B",80.2,3774.53,0.9304
"HER49L","HER49L_1B",80.5,3785.37,0.9497
"HER49L","HER49L_1B",80.8,3796.21,0.924
"HER49L","HER49L_1B",81.1,3807.05,0.9947
"HER49L","HER49L_1B",81.4,3817.89,1.0019
"HER49L","HER49L_1B",81.7,3828.73,0.9605
"HER49L","HER49L_1B",82,3839.58,0.9662
"HER49L","HER49L_1B",82.3,3850.42,0.9623
"HER49L","HER49L_1B",82.6,3861.26,1.0246
"HER49L","HER49L_1B",82.9,3872.1,0.9598
"HER49L","HER49L_1B",83.2,3882.94,0.9633
"HER49L","HER49L_1B",83.5,3893.78,0.9495
"HER49L","HER49L_1B",83.8,3904.62,0.9296
"HER49L","HER49L_1B",84.1,3915.47,0.9862
"HER49L","HER49L_1B",84.4,3926.31,0.9398
"HER49L","HER49L_1B",84.7,3937.15,0.9267
"HER49L","HER49L_1B",85,3947.99,0.8934
"HER49L","HER49L_1B",85.3,3960.44,0.919
"HER49L","HER49L_1B",85.6,3972.88,0.9581
"HER49L","HER49L_1B",85.9,3985.33,1.0313
"HER49L","HER49L_1B",86.2,3997.77,0.9738
"HER49L","HER49L_1B",86.5,4010.22,0.9986
"HER49L","HER49L_1B",86.8,4022.67,0.9474
"HER49L","HER49L_1B",87.1,4035.11,0.9683
"HER49L","HER49L_1B",87.4,4047.56,0.9741
"HER49L","HER49L_1B",87.7,4060,1.0076
"HER49L","HER49L_1B",88,4072.45,0.9934
"HER49L","HER49L_1B",88.3,4084.9,0.9627
"HER49L","HER49L_1B",88.6,4097.34,0.9545
"HER49L","HER49L_1B",88.9,4109.79,0.9547
"HER49L","HER49L_1B",89.2,4122.23,0.9092
"HER49L","HER49L_1B",89.5,4134.68,0.9861
"HER49L","HER49L_1B",89.8,4147.13,0.8599
"HER49L","HER49L_1C",90.1,4159.61,1.0356
"HER49L","HER49L_1C",90.4,4172.15,0.9843
"HER49L","HER49L_1C",90.7,4184.7,1.0155
"HER49L","HER49L_1C",91,4197.25,0.9081
"HER49L","HER49L_1C",91.3,4209.8,1.0258
"HER49L","HER49L_1C",91.6,4222.35,0.945
"HER49L","HER49L_1C",91.9,4234.9,0.9041
"HER49L","HER49L_1C",92.2,4247.45,1.0096
"HER49L","HER49L_1C",92.5,4260,0.9177
"HER49L","HER49L_1C",92.8,4272.55,1.0068
"HER49L","HER49L_1C",93.1,4285.1,0.9069
"HER49L","HER49L_1C",93.4,4297.65,0.903
"HER49L","HER49L_1C",93.7,4310.2,0.8918
"HER49L","HER49L_1C",94,4322.75,0.8938
"HER49L","HER49L_1C",94.3,4335.3,0.9937
"HER49L","HER49L_1C",94.6,4347.85,0.9508
"HER49L","HER49L_1C",94.9,4360.4,0.9741
"HER49L","HER49L_1C",95.2,4372.59,0.8631
"HER49L","HER49L_1C",95.5,4384.6,0.9331
"HER49L","HER49L_1C",95.8,4396.61,1.0276
"HER49L","HER49L_1C",96.1,4408.62,1.0056
"HER49L","HER49L_1C",96.4,4420.63,0.9589
"HER49L","HER49L_1C",96.7,4432.64,0.9983
"HER49L","HER49L_1C",97,4444.65,1.0419
"HER49L","HER49L_1C",97.3,4456.67,0.9765
"HER49L","HER49L_1C",97.6,4468.68,1.0508
"HER49L","HER49L_1C",97.9,4480.69,1.0381
"HER49L","HER49L_1C",98.2,4492.7,1.0752
"HER49L","HER49L_1C",98.5,4504.71,1.0666
"HER49L","HER49L_1C",98.8,4516.72,1.0832
"HER49L","HER49L_1C",99.1,4528.73,1.1277
"HER49L","HER49L_1C",99.4,4540.75,1.0254
"HER49L","HER49L_1C",99.7,4552.76,0.9922
"HER49L","HER49L_1C",100,4564.77,1.0245
"HER49L","HER49L_1C",100.3,4575.86,0.8605
"HER49L","HER49L_1C",100.6,4586.95,1.0139
"HER49L","HER49L_1C",100.9,4598.04,0.9858
"HER49L","HER49L_1C",101.2,4609.13,0.9135
"HER49L","HER49L_1C",101.5,4620.22,1.0137
"HER49L","HER49L_1C",101.8,4631.31,0.9397
"HER49L","HER49L_1C",102.1,4642.41,0.916
"HER49L","HER49L_1C",102.4,4653.5,0.9572
"HER49L","HER49L_1C",102.7,4664.59,0.947
"HER49L","HER49L_1C",103,4675.68,1.0741
"HER49L","HER49L_1C",103.3,4686.77,0.9909
"HER49L","HER49L_1C",103.6,4697.86,0.9672
"HER49L","HER49L_1C",103.9,4708.95,0.9708
"HER49L","HER49L_1C",104.2,4720.04,0.9389
"HER49L","HER49L_1C",104.5,4731.13,0.9681
"HER49L","HER49L_1C",104.8,4742.22,0.9282
"HER49L","HER49L_1C",105.1,4754.09,1.0739
"HER49L","HER49L_1C",105.4,4767.51,1.0246
"HER49L","HER49L_1C",105.7,4780.92,1.0933
"HER49L","HER49L_1C",106,4794.34,1.0205
"HER49L","HER49L_1C",106.3,4807.76,1.0935
"HER49L","HER49L_1C",106.6,4821.17,1.0247
"HER49L","HER49L_1C",106.9,4834.59,1.0876
"HER49L","HER49L_1C",107.2,4848.01,1.0445
"HER49L","HER49L_1C",107.5,4861.42,0.9984
"HER49L","HER49L_1C",107.8,4874.84,0.979
"HER49L","HER49L_1C",108.1,4888.26,0.9078
"HER49L","HER49L_1C",108.4,4901.67,0.9911
"HER49L","HER49L_1C",108.7,4915.09,0.9625
"HER49L","HER49L_1C",109,4928.51,1.0208
"HER49L","HER49L_1C",109.3,4941.92,1.0319
"HER49L","HER49L_1C",109.6,4955.34,1.0171
"HER49L","HER49L_1C",109.9,4968.76,1.0097
"HER49L","HER49L_1C",110.2,4980.81,1.0062
"HER49L","HER49L_1C",110.5,4992.19,1.0864
"HER49L","HER49L_1C",110.8,5003.56,1.0064
"HER49L","HER49L_1C",111.1,5014.94,0.9925
"HER49L","HER49L_1C",111.4,5026.31,1.1166
"HER49L","HER49L_1C",111.7,5037.68,1.0691
"HER49L","HER49L_1C",112,5049.06,1.0098
"HER49L","HER49L_1C",112.3,5060.43,1.1011
"HER49L","HER49L_1C",112.6,5071.81,1.0057
"HER49L","HER49L_1C",112.9,5083.18,1.1801
"HER49L","HER49L_1C",113.2,5094.56,1.0804
"HER49L","HER49L_1C",113.5,5105.93,1.2777
"HER49L","HER49L_1C",113.8,5117.31,1.0614
"HER49L","HER49L_1C",114.1,5128.68,1.1231
"HER49L","HER49L_1C",114.4,5140.06,1.0676
"HER49L","HER49L_1C",114.7,5151.43,1.0712
"HER49L","HER49L_1C",115,5162.81,1.0849
"HER49L","HER49L_1C",115.3,5174.85,1.1042
"HER49L","HER49L_1C",115.6,5186.89,1.1048
"HER49L","HER49L_1C",115.9,5198.93,1.124
"HER49L","HER49L_1C",116.2,5210.97,1.0383
"HER49L","HER49L_1C",116.5,5223,0.9403
"HER49L","HER49L_1C",116.8,5235.04,0.9585
"HER49L","HER49L_1C",117.1,5247.08,1.0354
"HER49L","HER49L_1C",117.4,5259.12,1.0565
"HER49L","HER49L_1C",117.7,5271.16,1.0959
"HER49L","HER49L_1C",118,5283.2,1.0297
"HER49L","HER49L_1C",118.3,5295.24,1.1089
"HER49L","HER49L_1C",118.6,5307.28,1.1165
"HER49L","HER49L_1C",118.9,5319.32,1.1249
"HER49L","HER49L_1C",119.2,5331.36,1.176
"HER49L","HER49L_1C",119.5,5343.4,1.0062
"HER49L","HER49L_1C",119.8,5355.44,1.1215
"HER49L","HER49L_1C",120.1,5367.19,1.0809
"HER49L","HER49L_1C",120.4,5378.35,1.2292
"HER49L","HER49L_1C",120.7,5389.51,1.0778
"HER49L","HER49L_1C",121,5400.68,1.0986
"HER49L","HER49L_1C",121.3,5411.84,1.1168
"HER49L","HER49L_1C",121.6,5423,1.1153
"HER49L","HER49L_1C",121.9,5434.17,1.0842
"HER49L","HER49L_1C",122.2,5445.33,1.1044
"HER49L","HER49L_1C",122.5,5456.49,1.015
"HER49L","HER49L_1C",122.8,5467.66,1.0615
"HER49L","HER49L_1C",123.1,5478.82,1.0475
"HER49L","HER49L_1C",123.4,5489.98,1.1033
"HER49L","HER49L_1C",123.7,5501.15,1.027
"HER49L","HER49L_1C",124,5512.31,0.9377
"HER49L","HER49L_1C",124.3,5523.47,0.9921
"HER49L","HER49L_1C",124.6,5534.64,1.029
"HER49L","HER49L_1C",124.9,5545.8,1.0142
"HER49L","HER49L_1C",125.2,5559.05,1.0933
"HER49L","HER49L_1C",125.5,5573.34,1.0018
"HER49L","HER49L_1C",125.8,5587.63,1.0618
"HER49L","HER49L_1C",126.1,5601.91,0.9859
"HER49L","HER49L_1C",126.4,5616.2,1.0887
"HER49L","HER49L_1C",126.7,5630.49,1.1658
"HER49L","HER49L_1C",127,5644.78,1.1111
"HER49L","HER49L_1C",127.3,5659.07,1.1739
"HER49L","HER49L_1C",127.6,5673.36,1.0522
"HER49L","HER49L_1C",127.9,5687.65,1.2084
"HER49L","HER49L_1C",128.2,5701.94,1.1202
"HER49L","HER49L_1C",128.5,5716.23,1.0367
"HER49L","HER49L_1C",128.8,5730.52,1.0448
"HER49L","HER49L_1C",129.1,5744.81,1.0686
"HER49L","HER49L_1C",129.4,5759.1,1.0208
"HER49L","HER49L_1C",129.7,5773.39,1.0694
"HER49L","HER49L_1D",130,5787.68,0.9893
"HER49L","HER49L_1D",130.3,5801.74,0.9239
"HER49L","HER49L_1D",130.6,5815.8,0.9426
"HER49L","HER49L_1D",130.9,5829.85,1.1411
"HER49L","HER49L_1D",131.2,5843.91,0.9781
"HER49L","HER49L_1D",131.5,5857.97,1.0104
"HER49L","HER49L_1D",131.8,5872.03,0.9145
"HER49L","HER49L_1D",132.1,5886.09,0.9493
"HER49L","HER49L_1D",132.4,5900.15,0.9506
"HER49L","HER49L_1D",132.7,5914.21,1.0195
"HER49L","HER49L_1D",133,5928.27,0.9755
"HER49L","HER49L_1D",133.3,5942.32,0.9765
"HER49L","HER49L_1D",133.6,5956.38,1.0171
"HER49L","HER49L_1D",133.9,5970.44,0.9405
"HER49L","HER49L_1D",134.2,5984.5,1.0562
"HER49L","HER49L_1D",134.5,5998.56,0.9029
"HER49L","HER49L_1D",134.8,6012.62,0.9945
"HER49L","HER49L_1D",135.1,6025.25,1.1073
"HER49L","HER49L_1D",135.4,6035.01,1.0193
"HER49L","HER49L_1D",135.7,6044.78,1.0047
"HER49L","HER49L_1D",136,6054.55,1.0768
"HER49L","HER49L_1D",136.3,6064.32,0.9949
"HER49L","HER49L_1D",136.6,6074.09,1.1736
"HER49L","HER49L_1D",136.9,6083.85,1.0718
"HER49L","HER49L_1D",137.2,6093.62,0.9965
"HER49L","HER49L_1D",137.5,6103.39,0.9961
"HER49L","HER49L_1D",137.8,6113.16,1.0342
"HER49L","HER49L_1D",138.1,6122.92,1.0751
"HER49L","HER49L_1D",138.4,6132.69,1.0413
"HER49L","HER49L_1D",138.7,6142.46,1.0273
"HER49L","HER49L_1D",139,6152.23,0.987
"HER49L","HER49L_1D",139.3,6161.99,1.1178
"HER49L","HER49L_1D",139.6,6171.76,1.0259
"HER49L","HER49L_1D",139.9,6181.53,1.0848
"HER49L","HER49L_1D",140.2,6190.99,1.029
"HER49L","HER49L_1D",140.5,6200.3,1.1394
"HER49L","HER49L_1D",140.8,6209.61,1.0963
"HER49L","HER49L_1D",141.1,6218.91,1.1275
"HER49L","HER49L_1D",141.4,6228.22,1.1121
"HER49L","HER49L_1D",141.7,6237.53,1.0976
"HER49L","HER49L_1D",142,6246.84,1.1201
"HER49L","HER49L_1D",142.3,6256.14,1.115
"HER49L","HER49L_1D",142.6,6265.45,1.0941
"HER49L","HER49L_1D",142.9,6274.76,1.1479
"HER49L","HER49L_1D",143.2,6284.07,1.1569
"HER49L","HER49L_1D",143.5,6293.38,1.113
"HER49L","HER49L_1D",143.8,6302.68,1.0785
"HER49L","HER49L_1D",144.1,6311.99,1.1667
"HER49L","HER49L_1D",144.4,6321.3,1.1687
"HER49L","HER49L_1D",144.7,6330.61,1.0769
"HER49L","HER49L_1D",145,6339.91,1.049
"HER49L","HER49L_1D",145.3,6344.29,1.0526
"HER49L","HER49L_1D",145.6,6348.66,1.0603
"HER49L","HER49L_1D",145.9,6353.03,1.045
"HER49L","HER49L_1D",146.2,6357.41,1.069
"HER49L","HER49L_1D",146.5,6361.78,1.1086
"HER49L","HER49L_1D",146.8,6366.15,1.0824
"HER49L","HER49L_1D",147.1,6370.53,1.0124
"HER49L","HER49L_1D",147.4,6374.9,1.0201
"HER49L","HER49L_1D",147.7,6379.27,0.9858
"HER49L","HER49L_1D",148,6383.65,1.0068
"HER49L","HER49L_1D",148.3,6388.02,1.0167
"HER49L","HER49L_1D",148.6,6392.39,1.0528
"HER49L","HER49L_1D",148.9,6396.77,0.9583
"HER49L","HER49L_1D",149.2,6401.14,1.0047
"HER49L","HER49L_1D",149.5,6405.51,1.0535
"HER49L","HER49L_1D",149.8,6409.89,1.0449
"HER49L","HER49L_1D",150.1,6414.19,1.0496
"HER49L","HER49L_1D",150.4,6418.33,1.1049
"HER49L","HER49L_1D",150.7,6422.48,1.0519
"HER49L","HER49L_1D",151,6426.63,0.9445
"HER49L","HER49L_1D",151.3,6430.78,0.9817
"HER49L","HER49L_1D",151.6,6434.92,0.9976
"HER49L","HER49L_1D",151.9,6439.07,0.9518
"HER49L","HER49L_1D",152.2,6443.22,1.0188
"HER49L","HER49L_1D",152.5,6447.37,0.9881
"HER49L","HER49L_1D",152.8,6451.52,0.9736
"HER49L","HER49L_1D",153.1,6455.66,0.9726
"HER49L","HER49L_1D",153.4,6459.81,0.9884
"HER49L","HER49L_1D",153.7,6463.96,0.9774
"HER49L","HER49L_1D",154,6468.11,0.9879
"HER49L","HER49L_1D",154.3,6472.26,0.9586
"HER49L","HER49L_1D",154.6,6476.4,0.9835
"HER49L","HER49L_1D",154.9,6480.55,1.0225
"HER49L","HER49L_1D",155.2,6484.85,1.0104
"HER49L","HER49L_1D",155.5,6489.22,1.0519
"HER49L","HER49L_1D",155.8,6493.59,0.9537
"HER49L","HER49L_1D",156.1,6497.96,0.9674
"HER49L","HER49L_1D",156.4,6502.34,0.9895
"HER49L","HER49L_1D",156.7,6506.71,0.9439
"HER49L","HER49L_1D",157,6511.08,0.9368
"HER49L","HER49L_1D",157.3,6515.45,0.9603
"HER49L","HER49L_1D",157.6,6519.82,0.9259
"HER49L","HER49L_1D",157.9,6524.19,0.8435
"HER49L","HER49L_1D",158.2,6528.56,0.8584
"HER49L","HER49L_1D",158.5,6532.94,0.9194
"HER49L","HER49L_1D",158.8,6537.31,0.9949
"HER49L","HER49L_1D",159.1,6541.68,0.8965
"HER49L","HER49L_1D",159.4,6546.05,0.8238
"HER49L","HER49L_1D",159.7,6550.42,0.9358
"HER49L","HER49L_1D",160,6554.79,0.9805
"HER49L","HER49L_1D",160.3,6560.71,0.966
"HER49L","HER49L_1D",160.6,6566.63,0.9975
"HER49L","HER49L_1D",160.9,6572.54,1.02
"HER49L","HER49L_1D",161.2,6578.46,1.0422
"HER49L","HER49L_1D",161.5,6584.38,1.0334
"HER49L","HER49L_1D",161.8,6590.29,0.9361
"HER49L","HER49L_1D",162.1,6596.21,1.0111
"HER49L","HER49L_1D",162.4,6602.13,0.9722
"HER49L","HER49L_1D",162.7,6608.04,0.9738
"HER49L","HER49L_1D",163,6613.96,0.9904
"HER49L","HER49L_1D",163.3,6619.88,1.0247
"HER49L","HER49L_1D",163.6,6625.79,0.9231
"HER49L","HER49L_1D",163.9,6631.71,0.9262
"HER49L","HER49L_1D",164.2,6637.63,0.9149
"HER49L","HER49L_1D",164.5,6643.54,0.9438
"HER49L","HER49L_1D",164.8,6649.46,1.0493
"HER49L","HER49L_1D",165.1,6657.75,1.0057
"HER49L","HER49L_1D",165.4,6670.77,0.9332
"HER49L","HER49L_1D",165.7,6683.8,0.9859
"HER49L","HER49L_1D",166,6696.83,0.9272
"HER49L","HER49L_1D",166.3,6709.85,0.9143
"HER49L","HER49L_1D",166.6,6722.88,0.9465
"HER49L","HER49L_1D",166.9,6735.91,0.8305
"HER49L","HER49L_1D",167.2,6748.94,0.8489
"HER49L","HER49L_1D",167.5,6761.96,1.0828
"HER49L","HER49L_1D",167.8,6774.99,1.2252
"HER49L","HER49L_1D",168.1,6788.02,1.0813
"HER49L","HER49L_1D",168.4,6801.04,1.0409
"HER49L","HER49L_1D",168.7,6814.07,1.0789
"HER49L","HER49L_1D",169,6827.1,1.1394
"HER49L","HER49L_1D",169.3,6840.13,1.0323
"HER49L","HER49L_1D",169.6,6853.15,0.9926
"HER49L","HER49L_1D",169.9,6866.18,1.0449
"HER49L","HER49L_1E",170.2,6882.9,1.0071
"HER49L","HER49L_1E",170.5,6901.46,1.1266
"HER49L","HER49L_1E",170.8,6920.02,1.1106
"HER49L","HER49L_1E",171.1,6938.59,1.1311
"HER49L","HER49L_1E",171.4,6957.15,1.0676
"HER49L","HER49L_1E",171.7,6975.71,1.0116
"HER49L","HER49L_1E",172,6994.28,1.0739
"HER49L","HER49L_1E",172.3,7012.84,1.0891
"HER49L","HER49L_1E",172.6,7031.4,1.0196
"HER49L","HER49L_1E",172.9,7049.96,0.9701
"HER49L","HER49L_1E",173.2,7068.53,1.1173
"HER49L","HER49L_1E",173.5,7087.09,1.089
"HER49L","HER49L_1E",173.8,7105.65,1.0272
"HER49L","HER49L_1E",174.1,7124.22,0.9379
"HER49L","HER49L_1E",174.4,7142.78,1.1913
"HER49L","HER49L_1E",174.7,7161.34,1.2702
"HER49L","HER49L_1E",175,7179.9,1.4812
"HER49L","HER49L_1E",175.3,7187.03,1.0812
"HER49L","HER49L_1E",175.6,7194.16,1.0472
"HER49L","HER49L_1E",175.9,7201.29,1.1185
"HER49L","HER49L_1E",176.2,7208.41,1.1009
"HER49L","HER49L_1E",176.5,7215.54,1.0623
"HER49L","HER49L_1E",176.8,7222.67,1.0779
"HER49L","HER49L_1E",177.1,7229.8,1.1139
"HER49L","HER49L_1E",177.4,7236.92,1.1451
"HER49L","HER49L_1E",177.7,7244.05,1.0913
"HER49L","HER49L_1E",178,7251.18,1.1988
"HER49L","HER49L_1E",178.3,7258.3,1.0953
"HER49L","HER49L_1E",178.6,7265.43,1.1719
"HER49L","HER49L_1E",178.9,7272.56,1.1241
"HER49L","HER49L_1E",179.2,7279.69,1.079
"HER49L","HER49L_1E",179.5,7286.81,1.129
"HER49L","HER49L_1E",179.8,7293.94,1.1225
"HER49L","HER49L_1E",180.1,7301.09,1.1016
"HER49L","HER49L_1E",180.4,7308.29,1.0997
"HER49L","HER49L_1E",180.7,7315.48,1.1305
"HER49L","HER49L_1E",181,7322.68,1.0598
"HER49L","HER49L_1E",181.3,7329.88,0.9566
"HER49L","HER49L_1E",181.6,7337.07,1.0321
"HER49L","HER49L_1E",181.9,7344.27,1.0071
"HER49L","HER49L_1E",182.2,7351.47,1.029
"HER49L","HER49L_1E",182.5,7358.66,0.9987
"HER49L","HER49L_1E",182.8,7365.86,1.1073
"HER49L","HER49L_1E",183.1,7373.05,1.1267
"HER49L","HER49L_1E",183.4,7380.25,1.0007
"HER49L","HER49L_1E",183.7,7387.45,1.0965
"HER49L","HER49L_1E",184,7394.64,1.2412
"HER49L","HER49L_1E",184.3,7401.84,1.2433
"HER49L","HER49L_1E",184.6,7409.04,1.1372
"HER49L","HER49L_1E",184.9,7416.23,1.1708
"HER49L","HER49L_1E",185.2,7423.47,1.1776
"HER49L","HER49L_1E",185.5,7430.72,1.2392
"HER49L","HER49L_1E",185.8,7437.98,1.0458
"HER49L","HER49L_1E",186.1,7445.24,1.2284
"HER49L","HER49L_1E",186.4,7452.49,1.1909
"HER49L","HER49L_1E",186.7,7459.75,1.0755
"HER49L","HER49L_1E",187,7467,1.0566
"HER49L","HER49L_1E",187.3,7474.26,1.1232
"HER49L","HER49L_1E",187.6,7481.52,1.1877
"HER49L","HER49L_1E",187.9,7488.77,1.1455
"HER49L","HER49L_1E",188.2,7496.03,1.1072
"HER49L","HER49L_1E",188.5,7503.28,1.0832
"HER49L","HER49L_1E",188.8,7510.54,1.4625
"HER49L","HER49L_1E",189.1,7517.8,1.2587
"HER49L","HER49L_1E",189.4,7525.05,1.2148
"HER49L","HER49L_1E",189.7,7532.31,1.1182
"HER49L","HER49L_1E",190,7539.56,1.0583
"HER49L","HER49L_1E",190.3,7546.36,1.2745
"HER49L","HER49L_1E",190.6,7553.15,1.0711
"HER49L","HER49L_1E",190.9,7559.94,1.157
"HER49L","HER49L_1E",191.2,7566.73,1.1369
"HER49L","HER49L_1E",191.5,7573.52,1.2837
"HER49L","HER49L_1E",191.8,7580.32,1.1743
"HER49L","HER49L_1E",192.1,7587.11,1.1582
"HER49L","HER49L_1E",192.4,7593.9,1.0464
"HER49L","HER49L_1E",192.7,7600.69,1.0841
"HER49L","HER49L_1E",193,7607.48,1.1243
"HER49L","HER49L_1E",193.3,7614.28,1.0845
"HER49L","HER49L_1E",193.6,7621.07,1.3381
"HER49L","HER49L_1E",193.9,7627.86,1.1817
"HER49L","HER49L_1E",194.2,7634.65,1.0994
"HER49L","HER49L_1E",194.5,7641.44,1.1188
"HER49L","HER49L_1E",194.8,7648.24,1.1434
"HER49L","HER49L_1E",195.1,7655.05,1.1646
"HER49L","HER49L_1E",195.4,7661.91,1.398
"HER49L","HER49L_1E",195.7,7668.76,1.2634
"HER49L","HER49L_1E",196,7675.62,1.2975
"HER49L","HER49L_1E",196.3,7682.48,1.3207
"HER49L","HER49L_1E",196.6,7689.33,1.1534
"HER49L","HER49L_1E",196.9,7696.19,1.1651
"HER49L","HER49L_1E",197.2,7703.05,1.3322
"HER49L","HER49L_1E",197.5,7709.9,1.2324
"HER49L","HER49L_1E",197.8,7716.76,1.0974
"HER49L","HER49L_1E",198.1,7723.62,1.1008
"HER49L","HER49L_1E",198.4,7730.47,1.0754
"HER49L","HER49L_1E",198.7,7737.33,1.1335
"HER49L","HER49L_1E",199,7744.19,1.1082
"HER49L","HER49L_1E",199.3,7751.04,1.1636
"HER49L","HER49L_1E",199.6,7757.9,1.0117
"HER49L","HER49L_1E",199.9,7764.76,1.0287
"HER49L","HER49L_1E",200.2,7772.74,1.1396
"HER49L","HER49L_1E",200.5,7781.28,1.0969
"HER49L","HER49L_1E",200.8,7789.83,1.0469
"HER49L","HER49L_1E",201.1,7798.37,1.2338
"HER49L","HER49L_1E",201.4,7806.91,1.107
"HER49L","HER49L_1E",201.7,7815.46,1.1517
"HER49L","HER49L_1E",202,7824,1.0687
"HER49L","HER49L_1E",202.3,7832.55,1.1215
"HER49L","HER49L_1E",202.6,7841.09,1.1194
"HER49L","HER49L_1E",202.9,7849.63,1.1519
"HER49L","HER49L_1E",203.2,7858.18,1.0478
"HER49L","HER49L_1E",203.5,7866.72,1.0747
"HER49L","HER49L_1E",203.8,7875.26,1.0996
"HER49L","HER49L_1E",204.1,7883.81,1.0617
"HER49L","HER49L_1E",204.4,7892.35,1.2225
"HER49L","HER49L_1E",204.7,7900.89,1.1188
"HER49L","HER49L_1E",205,7909.44,1.2378
"HER49L","HER49L_1E",205.3,7921.66,1.065
"HER49L","HER49L_1E",205.6,7933.88,0.932
"HER49L","HER49L_1E",205.9,7946.1,1.0066
"HER49L","HER49L_1E",206.2,7958.32,0.9812
"HER49L","HER49L_1E",206.5,7970.54,0.9659
"HER49L","HER49L_1E",206.8,7982.75,1.0576
"HER49L","HER49L_1E",207.1,7994.97,0.9336
"HER49L","HER49L_1E",207.4,8007.19,1.0156
"HER49L","HER49L_1E",207.7,8019.41,1.0077
"HER49L","HER49L_1E",208,8031.63,1.0489
"HER49L","HER49L_1E",208.3,8043.85,1.0099
"HER49L","HER49L_1E",208.6,8056.07,0.9427
"HER49L","HER49L_1E",208.9,8068.29,1.0263
"HER49L","HER49L_1E",209.2,8080.51,1.0274
"HER49L","HER49L_1E",209.5,8092.73,0.9979
"HER49L","HER49L_1E",209.8,8104.95,0.9236
"HER49L","HER49L_1F",210.1,8117.4,0.9305
"HER49L","HER49L_1F",210.4,8130.33,0.907
"HER49L","HER49L_1F",210.7,8143.25,1.0605
"HER49L","HER49L_1F",211,8156.17,1.0205
"HER49L","HER49L_1F",211.3,8169.1,0.94
"HER49L","HER49L_1F",211.6,8182.02,0.9767
"HER49L","HER49L_1F",211.9,8194.95,0.8966
"HER49L","HER49L_1F",212.2,8207.87,0.9787
"HER49L","HER49L_1F",212.5,8220.79,0.928
"HER49L","HER49L_1F",212.8,8233.72,0.8338
"HER49L","HER49L_1F",213.1,8246.64,0.924
"HER49L","HER49L_1F",213.4,8259.56,0.8925
"HER49L","HER49L_1F",213.7,8272.49,0.8722
"HER49L","HER49L_1F",214,8285.41,0.9115
"HER49L","HER49L_1F",214.3,8298.34,0.8941
"HER49L","HER49L_1F",214.6,8311.26,0.8488
"HER49L","HER49L_1F",214.9,8324.18,0.8342
"HER49L","HER49L_1F",215.2,8334.43,0.7936
"HER49L","HER49L_1F",215.5,8343.34,0.7157
"HER49L","HER49L_1F",215.8,8352.25,0.7827
"HER49L","HER49L_1F",216.1,8361.16,0.7846
"HER49L","HER49L_1F",216.4,8370.07,0.7297
"HER49L","HER49L_1F",216.7,8378.99,0.8053
"HER49L","HER49L_1F",217,8387.9,0.6864
"HER49L","HER49L_1F",217.3,8396.81,0.783
"HER49L","HER49L_1F",217.6,8405.72,0.8819
"HER49L","HER49L_1F",217.9,8414.63,0.8384
"HER49L","HER49L_1F",218.2,8423.54,0.8416
"HER49L","HER49L_1F",218.5,8432.45,0.9406
"HER49L","HER49L_1F",218.8,8441.36,1.038
"HER49L","HER49L_1F",219.1,8450.27,1.1652
"HER49L","HER49L_1F",219.4,8459.18,0.9641
"HER49L","HER49L_1F",219.7,8468.09,0.9763
"HER49L","HER49L_1F",220,8477,1.0154
"HER49L","HER49L_1F",220.3,8484.35,0.967
"HER49L","HER49L_1F",220.6,8491.69,0.9612
"HER49L","HER49L_1F",220.9,8499.04,0.9264
"HER49L","HER49L_1F",221.2,8506.38,0.9199
"HER49L","HER49L_1F",221.5,8513.72,0.9365
"HER49L","HER49L_1F",221.8,8521.07,0.9344
"HER49L","HER49L_1F",222.1,8528.41,0.879
"HER49L","HER49L_1F",222.4,8535.76,0.937
"HER49L","HER49L_1F",222.7,8543.1,0.8781
"HER49L","HER49L_1F",223,8550.45,0.8856
"HER49L","HER49L_1F",223.3,8557.79,0.7643
"HER49L","HER49L_1F",223.6,8565.14,0.7107
"HER49L","HER49L_1F",223.9,8572.48,0.6806
"HER49L","HER49L_1F",224.2,8579.83,0.6934
"HER49L","HER49L_1F",224.5,8587.17,0.6845
"HER49L","HER49L_1F",224.8,8594.51,0.6523
"HER49L","HER49L_1F",225.1,8601.38,0.7058
"HER49L","HER49L_1F",225.4,8607.29,0.648
"HER49L","HER49L_1F",225.7,8613.2,0.7078
"HER49L","HER49L_1F",226,8619.12,0.6158
"HER49L","HER49L_1F",226.3,8625.03,0.5433
"HER49L","HER49L_1F",226.6,8630.94,0.5229
"HER49L","HER49L_1F",226.9,8636.85,0.5631
"HER49L","HER49L_1F",227.2,8642.76,0.6726
"HER49L","HER49L_1F",227.5,8648.67,0.734
"HER49L","HER49L_1F",227.8,8654.59,0.7059
"HER49L","HER49L_1F",228.1,8660.5,0.6455
"HER49L","HER49L_1F",228.4,8666.41,0.663
"HER49L","HER49L_1F",228.7,8672.32,0.6397
"HER49L","HER49L_1F",229,8678.23,0.6248
"HER49L","HER49L_1F",229.3,8684.14,0.671
"HER49L","HER49L_1F",229.6,8690.05,0.6956
"HER49L","HER49L_1F",229.9,8695.97,0.6709
"HER49L","HER49L_1F",230.2,8700.79,0.7095
"HER49L","HER49L_1F",230.5,8705.07,0.7194
"HER49L","HER49L_1F",230.8,8709.34,0.7378
"HER49L","HER49L_1F",231.1,8713.62,0.7739
