"Site","label","param","depth","mean_age","value"
"HER14L_0ka","HER14L_2A","Ca",22.6,1.17685,NA
"HER14L_0ka","HER14L_2A","Ca",22.8,1.18415,NA
"HER14L_0ka","HER14L_2A","Ca",23,1.19145,NA
"HER14L_0ka","HER14L_2A","Ca",23.2,1.19875,NA
"HER14L_0ka","HER14L_2A","Ca",23.4,1.20606,NA
"HER14L_0ka","HER14L_2A","Ca",23.6,1.21336,NA
"HER14L_0ka","HER14L_2A","Ca",23.8,1.22066,NA
"HER14L_0ka","HER14L_2A","Ca",24,1.22796,NA
"HER14L_0ka","HER14L_2A","Ca",24.2,1.23526,NA
"HER14L_0ka","HER14L_2A","Ca",24.4,1.24256,NA
"HER14L_0ka","HER14L_2A","Ca",24.6,1.24986,NA
"HER14L_0ka","HER14L_2A","Ca",24.8,1.25716,NA
"HER14L_0ka","HER14L_2A","Ca",25,1.26447,NA
"HER14L_0ka","HER14L_2A","Ca",25.2,1.27177,NA
"HER14L_0ka","HER14L_2A","Ca",25.4,1.27907,NA
"HER14L_0ka","HER14L_2A","Ca",25.6,1.28637,NA
"HER14L_0ka","HER14L_2A","Ca",25.8,1.29367,NA
"HER14L_0ka","HER14L_2A","Ca",26,1.30097,NA
"HER14L_0ka","HER14L_2A","Ca",26.2,1.30827,NA
"HER14L_0ka","HER14L_2A","Ca",26.4,1.31558,NA
"HER14L_0ka","HER14L_2A","Ca",26.6,1.32288,NA
"HER14L_0ka","HER14L_2A","Ca",26.8,1.33018,NA
"HER14L_0ka","HER14L_2A","Ca",27,1.33748,NA
"HER14L_0ka","HER14L_2A","Ca",27.2,1.34478,NA
"HER14L_0ka","HER14L_2A","Ca",27.4,1.35208,NA
"HER14L_0ka","HER14L_2A","Ca",27.6,1.35938,NA
"HER14L_0ka","HER14L_2A","Ca",27.8,1.36669,NA
"HER14L_0ka","HER14L_2A","Ca",28,1.37399,NA
"HER14L_0ka","HER14L_2A","Ca",28.2,1.38129,NA
"HER14L_0ka","HER14L_2A","Ca",28.4,1.38859,NA
"HER14L_0ka","HER14L_2A","Ca",28.6,1.39589,NA
"HER14L_0ka","HER14L_2A","Ca",28.8,1.40319,NA
"HER14L_0ka","HER14L_2A","Ca",29,1.41049,NA
"HER14L_0ka","HER14L_2A","Ca",29.2,1.4178,NA
"HER14L_0ka","HER14L_2A","Ca",29.4,1.4251,NA
"HER14L_0ka","HER14L_2A","Ca",29.6,1.4324,NA
"HER14L_0ka","HER14L_2A","Ca",29.8,1.4397,NA
"HER14L_0ka","HER14L_2A","Ca",30,1.447,NA
"HER14L_0ka","HER14L_2A","Ca",30.2,1.44972,NA
"HER14L_0ka","HER14L_2A","Ca",30.4,1.45244,NA
"HER14L_0ka","HER14L_2A","Ca",30.6,1.45515,NA
"HER14L_0ka","HER14L_2A","Ca",30.8,1.45787,NA
"HER14L_0ka","HER14L_2A","Ca",31,1.46059,NA
"HER14L_0ka","HER14L_2A","Ca",31.2,1.46331,NA
"HER14L_0ka","HER14L_2A","Ca",31.4,1.46603,NA
"HER14L_0ka","HER14L_2A","Ca",31.6,1.46874,NA
"HER14L_0ka","HER14L_2A","Ca",31.8,1.47146,NA
"HER14L_0ka","HER14L_2A","Ca",32,1.47418,NA
"HER14L_0ka","HER14L_2A","Ca",32.2,1.4769,NA
"HER14L_0ka","HER14L_2A","Ca",32.4,1.47961,NA
"HER14L_0ka","HER14L_2A","Ca",32.6,1.48233,NA
"HER14L_0ka","HER14L_2A","Ca",32.8,1.48505,NA
"HER14L_0ka","HER14L_2A","Ca",33,1.48777,NA
"HER14L_0ka","HER14L_2A","Ca",33.2,1.49049,NA
"HER14L_0ka","HER14L_2A","Ca",33.4,1.4932,NA
"HER14L_0ka","HER14L_2A","Ca",33.6,1.49592,NA
"HER14L_0ka","HER14L_2A","Ca",33.8,1.49864,NA
"HER14L_0ka","HER14L_2A","Ca",34,1.50136,NA
"HER14L_0ka","HER14L_2A","Ca",34.2,1.50407,NA
"HER14L_0ka","HER14L_2A","Ca",34.4,1.50679,NA
"HER14L_0ka","HER14L_2A","Ca",34.6,1.50951,NA
"HER14L_0ka","HER14L_2A","Ca",34.8,1.51223,NA
"HER14L_0ka","HER14L_2A","Ca",35,1.51495,NA
"HER14L_0ka","HER14L_2A","Ca",35.2,1.51766,NA
"HER14L_0ka","HER14L_2A","Ca",35.4,1.52038,NA
"HER14L_0ka","HER14L_2A","Ca",35.6,1.5231,NA
"HER14L_0ka","HER14L_2A","Ca",35.8,1.52582,NA
"HER14L_0ka","HER14L_2A","Ca",36,1.52853,NA
"HER14L_0ka","HER14L_2A","Ca",36.2,1.53125,NA
"HER14L_0ka","HER14L_2A","Ca",36.4,1.53397,NA
"HER14L_0ka","HER14L_2A","Ca",36.6,1.53669,NA
"HER14L_0ka","HER14L_2A","Ca",36.8,1.53941,NA
"HER14L_0ka","HER14L_2A","Ca",37,1.54212,NA
"HER14L_0ka","HER14L_2A","Ca",37.2,1.54484,NA
"HER14L_0ka","HER14L_2A","Ca",37.4,1.54756,NA
"HER14L_0ka","HER14L_2A","Ca",37.6,1.55028,NA
"HER14L_0ka","HER14L_2A","Ca",37.8,1.55299,NA
"HER14L_0ka","HER14L_2A","Ca",38,1.55571,NA
"HER14L_0ka","HER14L_2A","Ca",38.2,1.55843,NA
"HER14L_0ka","HER14L_2A","Ca",38.4,1.56115,NA
"HER14L_0ka","HER14L_2A","Ca",38.6,1.56387,NA
"HER14L_0ka","HER14L_2A","Ca",38.8,1.56658,NA
"HER14L_0ka","HER14L_2A","Ca",39,1.5693,NA
"HER14L_0ka","HER14L_2A","Ca",39.2,1.57202,NA
"HER14L_0ka","HER14L_2A","Ca",39.4,1.57474,NA
"HER14L_0ka","HER14L_2A","Ca",39.6,1.57745,NA
"HER14L_0ka","HER14L_2A","Ca",39.8,1.58017,NA
"HER14L_0ka","HER14L_2A","Ca",40,1.58289,NA
"HER14L_0ka","HER14L_2A","Ca",40.2,1.58454,NA
"HER14L_0ka","HER14L_2A","Ca",40.4,1.58619,NA
"HER14L_0ka","HER14L_2A","Ca",40.6,1.58785,NA
"HER14L_0ka","HER14L_2A","Ca",40.8,1.5895,NA
"HER14L_0ka","HER14L_2A","Ca",41,1.59115,NA
"HER14L_0ka","HER14L_2A","Ca",41.2,1.5928,NA
"HER14L_0ka","HER14L_2A","Ca",41.4,1.59445,NA
"HER14L_0ka","HER14L_2A","Ca",41.6,1.59611,NA
"HER14L_0ka","HER14L_2A","Ca",41.8,1.59776,NA
"HER14L_0ka","HER14L_2A","Ca",42,1.59941,NA
"HER14L_0ka","HER14L_2A","Ca",42.2,1.60106,NA
"HER14L_0ka","HER14L_2A","Ca",42.4,1.60272,NA
"HER14L_0ka","HER14L_2A","Ca",42.6,1.60437,NA
"HER14L_0ka","HER14L_2A","Ca",42.8,1.60602,NA
"HER14L_0ka","HER14L_2A","Ca",43,1.60767,NA
"HER14L_0ka","HER14L_2A","Ca",43.2,1.60932,NA
"HER14L_0ka","HER14L_2A","Ca",43.4,1.61098,NA
"HER14L_0ka","HER14L_2A","Ca",43.6,1.61263,NA
"HER14L_0ka","HER14L_2A","Ca",43.8,1.61428,NA
"HER14L_0ka","HER14L_2A","Ca",44,1.61593,NA
"HER14L_0ka","HER14L_2A","Ca",44.2,1.61758,NA
"HER14L_0ka","HER14L_2A","Ca",44.4,1.61924,NA
"HER14L_0ka","HER14L_2A","Ca",44.6,1.62089,NA
"HER14L_0ka","HER14L_2A","Ca",44.8,1.62254,NA
"HER14L_0ka","HER14L_2B","Ca",45,1.62419,NA
"HER14L_0ka","HER14L_2B","Ca",45.2,1.62585,NA
"HER14L_0ka","HER14L_2B","Ca",45.4,1.6275,NA
"HER14L_0ka","HER14L_2B","Ca",45.6,1.62915,NA
"HER14L_0ka","HER14L_2B","Ca",45.8,1.6308,NA
"HER14L_0ka","HER14L_2B","Ca",46,1.63245,NA
"HER14L_0ka","HER14L_2B","Ca",46.2,1.63411,NA
"HER14L_0ka","HER14L_2B","Ca",46.4,1.63576,NA
"HER14L_0ka","HER14L_2B","Ca",46.6,1.63741,NA
"HER14L_0ka","HER14L_2B","Ca",46.8,1.63906,NA
"HER14L_0ka","HER14L_2B","Ca",47,1.64071,NA
"HER14L_0ka","HER14L_2B","Ca",47.2,1.64237,NA
"HER14L_0ka","HER14L_2B","Ca",47.4,1.64402,NA
"HER14L_0ka","HER14L_2B","Ca",47.6,1.64567,NA
"HER14L_0ka","HER14L_2B","Ca",47.8,1.64732,NA
"HER14L_0ka","HER14L_2B","Ca",48,1.64898,NA
"HER14L_0ka","HER14L_2B","Ca",48.2,1.65063,NA
"HER14L_0ka","HER14L_2B","Ca",48.4,1.65228,NA
"HER14L_0ka","HER14L_2B","Ca",48.6,1.65393,NA
"HER14L_0ka","HER14L_2B","Ca",48.8,1.65558,NA
"HER14L_0ka","HER14L_2B","Ca",49,1.65724,NA
"HER14L_0ka","HER14L_2B","Ca",49.2,1.65889,NA
"HER14L_0ka","HER14L_2B","Ca",49.4,1.66054,NA
"HER14L_0ka","HER14L_2B","Ca",49.6,1.66219,NA
"HER14L_0ka","HER14L_2B","Ca",49.8,1.66384,NA
"HER14L_0ka","HER14L_2B","Ca",50,1.6655,NA
"HER14L_0ka","HER14L_2B","Ca",50.2,1.66628,NA
"HER14L_0ka","HER14L_2B","Ca",50.4,1.66707,NA
"HER14L_0ka","HER14L_2B","Ca",50.6,1.66786,NA
"HER14L_0ka","HER14L_2B","Ca",50.8,1.66865,NA
"HER14L_0ka","HER14L_2B","Ca",51,1.66944,NA
"HER14L_0ka","HER14L_2B","Ca",51.2,1.67022,NA
"HER14L_0ka","HER14L_2B","Ca",51.4,1.67101,NA
"HER14L_0ka","HER14L_2B","Ca",51.6,1.6718,NA
"HER14L_0ka","HER14L_2B","Ca",51.8,1.67259,NA
"HER14L_0ka","HER14L_2B","Ca",52,1.67338,NA
"HER14L_0ka","HER14L_2B","Ca",52.2,1.67416,NA
"HER14L_0ka","HER14L_2B","Ca",52.4,1.67495,NA
"HER14L_0ka","HER14L_2B","Ca",52.6,1.67574,NA
"HER14L_0ka","HER14L_2B","Ca",52.8,1.67653,NA
"HER14L_0ka","HER14L_2B","Ca",53,1.67732,NA
"HER14L_0ka","HER14L_2B","Ca",53.2,1.6781,NA
"HER14L_0ka","HER14L_2B","Ca",53.4,1.67889,NA
"HER14L_0ka","HER14L_2B","Ca",53.6,1.67968,NA
"HER14L_0ka","HER14L_2B","Ca",53.8,1.68047,NA
"HER14L_0ka","HER14L_2B","Ca",54,1.68126,NA
"HER14L_0ka","HER14L_2B","Ca",54.2,1.68204,NA
"HER14L_0ka","HER14L_2B","Ca",54.4,1.68283,NA
"HER14L_0ka","HER14L_2B","Ca",54.6,1.68362,NA
"HER14L_0ka","HER14L_2B","Ca",54.8,1.68441,NA
"HER14L_0ka","HER14L_2B","Ca",55,1.68519,NA
"HER14L_0ka","HER14L_2B","Ca",55.2,1.68598,NA
"HER14L_0ka","HER14L_2B","Ca",55.4,1.68677,NA
"HER14L_0ka","HER14L_2B","Ca",55.6,1.68756,NA
"HER14L_0ka","HER14L_2B","Ca",55.8,1.68835,NA
"HER14L_0ka","HER14L_2B","Ca",56,1.68913,NA
"HER14L_0ka","HER14L_2B","Ca",56.2,1.68992,NA
"HER14L_0ka","HER14L_2B","Ca",56.4,1.69071,NA
"HER14L_0ka","HER14L_2B","Ca",56.6,1.6915,NA
"HER14L_0ka","HER14L_2B","Ca",56.8,1.69229,NA
"HER14L_0ka","HER14L_2B","Ca",57,1.69307,NA
"HER14L_0ka","HER14L_2B","Ca",57.2,1.69386,NA
"HER14L_0ka","HER14L_2B","Ca",57.4,1.69465,NA
"HER14L_0ka","HER14L_2B","Ca",57.6,1.69544,NA
"HER14L_0ka","HER14L_2B","Ca",57.8,1.69623,NA
"HER14L_0ka","HER14L_2B","Ca",58,1.69701,NA
"HER14L_0ka","HER14L_2B","Ca",58.2,1.6978,NA
"HER14L_0ka","HER14L_2B","Ca",58.4,1.69859,NA
"HER14L_0ka","HER14L_2B","Ca",58.6,1.69938,NA
"HER14L_0ka","HER14L_2B","Ca",58.8,1.70017,NA
"HER14L_0ka","HER14L_2B","Ca",59,1.70095,NA
"HER14L_0ka","HER14L_2B","Ca",59.2,1.70174,NA
"HER14L_0ka","HER14L_2B","Ca",59.4,1.70253,NA
"HER14L_0ka","HER14L_2B","Ca",59.6,1.70332,NA
"HER14L_0ka","HER14L_2B","Ca",59.8,1.7041,NA
"HER14L_0ka","HER14L_2B","Ca",60,1.70489,NA
"HER14L_0ka","HER14L_2B","Ca",60.2,1.70628,NA
"HER14L_0ka","HER14L_2B","Ca",60.4,1.70766,NA
"HER14L_0ka","HER14L_2B","Ca",60.6,1.70904,NA
"HER14L_0ka","HER14L_2B","Ca",60.8,1.71042,NA
"HER14L_0ka","HER14L_2B","Ca",61,1.71181,NA
"HER14L_0ka","HER14L_2B","Ca",61.2,1.71319,NA
"HER14L_0ka","HER14L_2B","Ca",61.4,1.71457,NA
"HER14L_0ka","HER14L_2B","Ca",61.6,1.71596,NA
"HER14L_0ka","HER14L_2B","Ca",61.8,1.71734,NA
"HER14L_0ka","HER14L_2B","Ca",62,1.71872,NA
"HER14L_0ka","HER14L_2B","Ca",62.2,1.72011,NA
"HER14L_0ka","HER14L_2B","Ca",62.4,1.72149,NA
"HER14L_0ka","HER14L_2B","Ca",62.6,1.72287,NA
"HER14L_0ka","HER14L_2B","Ca",62.8,1.72426,NA
"HER14L_0ka","HER14L_2B","Ca",63,1.72564,NA
"HER14L_0ka","HER14L_2B","Ca",63.2,1.72702,NA
"HER14L_0ka","HER14L_2B","Ca",63.4,1.7284,NA
"HER14L_0ka","HER14L_2B","Ca",63.6,1.72979,NA
"HER14L_0ka","HER14L_2B","Ca",63.8,1.73117,NA
"HER14L_0ka","HER14L_2B","Ca",64,1.73255,NA
"HER14L_0ka","HER14L_2B","Ca",64.2,1.73394,NA
"HER14L_0ka","HER14L_2B","Ca",64.4,1.73532,NA
"HER14L_0ka","HER14L_2B","Ca",64.6,1.7367,NA
"HER14L_0ka","HER14L_2B","Ca",64.8,1.73809,NA
"HER14L_0ka","HER14L_2B","Ca",65,1.73947,NA
"HER14L_0ka","HER14L_2B","Ca",65.2,1.74085,NA
"HER14L_0ka","HER14L_2B","Ca",65.4,1.74224,NA
"HER14L_0ka","HER14L_2B","Ca",65.6,1.74362,NA
"HER14L_0ka","HER14L_2B","Ca",65.8,1.745,NA
"HER14L_0ka","HER14L_2B","Ca",66,1.74638,NA
"HER14L_0ka","HER14L_2B","Ca",66.2,1.74777,NA
"HER14L_0ka","HER14L_2B","Ca",66.4,1.74915,NA
"HER14L_0ka","HER14L_2B","Ca",66.6,1.75053,NA
"HER14L_0ka","HER14L_2B","Ca",66.8,1.75192,NA
"HER14L_0ka","HER14L_2B","Ca",67,1.7533,NA
"HER14L_0ka","HER14L_2B","Ca",67.2,1.75468,NA
"HER14L_0ka","HER14L_2B","Ca",67.4,1.75607,NA
"HER14L_0ka","HER14L_2B","Ca",67.6,1.75745,NA
"HER14L_0ka","HER14L_2B","Ca",67.8,1.75883,NA
"HER14L_0ka","HER14L_2B","Ca",68,1.76022,NA
"HER14L_0ka","HER14L_2B","Ca",68.2,1.7616,NA
"HER14L_0ka","HER14L_2B","Ca",68.4,1.76298,NA
"HER14L_0ka","HER14L_2B","Ca",68.6,1.76436,NA
"HER14L_0ka","HER14L_2B","Ca",68.8,1.76575,NA
"HER14L_0ka","HER14L_2B","Ca",69,1.76713,NA
"HER14L_0ka","HER14L_2B","Ca",69.2,1.76851,NA
"HER14L_0ka","HER14L_2B","Ca",69.4,1.7699,NA
"HER14L_0ka","HER14L_2B","Ca",69.6,1.77128,NA
"HER14L_0ka","HER14L_2B","Ca",69.8,1.77266,NA
"HER14L_0ka","HER14L_2B","Ca",70,1.77405,NA
"HER14L_0ka","HER14L_2B","Ca",70.2,1.77543,NA
"HER14L_0ka","HER14L_2B","Ca",70.4,1.77681,NA
"HER14L_0ka","HER14L_2B","Ca",70.6,1.77819,NA
"HER14L_0ka","HER14L_2B","Ca",70.8,1.77958,NA
"HER14L_0ka","HER14L_2B","Ca",71,1.78096,NA
"HER14L_0ka","HER14L_2B","Ca",71.2,1.78234,NA
"HER14L_0ka","HER14L_2B","Ca",71.4,1.78373,NA
"HER14L_0ka","HER14L_2B","Ca",71.6,1.78511,NA
"HER14L_0ka","HER14L_2B","Ca",71.8,1.78649,NA
"HER14L_0ka","HER14L_2B","Ca",72,1.78788,NA
"HER14L_0ka","HER14L_2B","Ca",72.2,1.78926,NA
"HER14L_0ka","HER14L_2B","Ca",72.4,1.79064,NA
"HER14L_0ka","HER14L_2B","Ca",72.6,1.79203,NA
"HER14L_0ka","HER14L_2B","Ca",72.8,1.79341,NA
"HER14L_0ka","HER14L_2B","Ca",73,1.79479,NA
"HER14L_0ka","HER14L_2B","Ca",73.2,1.79617,NA
"HER14L_0ka","HER14L_2B","Ca",73.4,1.79756,NA
"HER14L_0ka","HER14L_2B","Ca",73.6,1.79894,NA
"HER14L_0ka","HER14L_2B","Ca",73.8,1.80032,NA
"HER14L_0ka","HER14L_2B","Ca",74,1.80171,NA
"HER14L_0ka","HER14L_2B","Ca",74.2,1.80309,NA
"HER14L_0ka","HER14L_2B","Ca",74.4,1.80447,NA
"HER14L_0ka","HER14L_2B","Ca",74.6,1.80586,NA
"HER14L_0ka","HER14L_2B","Ca",74.8,1.80724,NA
"HER14L_0ka","HER14L_2B","Ca",75,1.80862,NA
"HER14L_0ka","HER14L_2B","Ca",75.2,1.81001,NA
"HER14L_0ka","HER14L_2B","Ca",75.4,1.81139,NA
"HER14L_0ka","HER14L_2B","Ca",75.6,1.81277,NA
"HER14L_0ka","HER14L_2B","Ca",75.8,1.81415,NA
"HER14L_0ka","HER14L_2B","Ca",76,1.81554,NA
"HER14L_10ka","HER14L_2B","Ca",76.1,10.7793,NA
"HER14L_10ka","HER14L_2B","Ca",76.3,10.80508,NA
"HER14L_10ka","HER14L_2B","Ca",76.5,10.83085,NA
"HER14L_10ka","HER14L_2B","Ca",76.7,10.85663,NA
"HER14L_10ka","HER14L_2B","Ca",76.9,10.88241,NA
"HER14L_10ka","HER14L_2B","Ca",77.1,10.90818,NA
"HER14L_10ka","HER14L_2B","Ca",77.3,10.93396,NA
"HER14L_10ka","HER14L_2B","Ca",77.5,10.95974,NA
"HER14L_10ka","HER14L_2B","Ca",77.7,10.98551,NA
"HER14L_10ka","HER14L_2B","Ca",77.9,11.01129,NA
"HER14L_10ka","HER14L_2B","Ca",78.1,11.03707,NA
"HER14L_10ka","HER14L_2B","Ca",78.3,11.06284,NA
"HER14L_10ka","HER14L_2B","Ca",78.5,11.08862,NA
"HER14L_10ka","HER14L_2B","Ca",78.7,11.1144,NA
"HER14L_10ka","HER14L_2B","Ca",78.9,11.14018,NA
"HER14L_10ka","HER14L_2B","Ca",79.1,11.16595,NA
"HER14L_10ka","HER14L_2B","Ca",79.3,11.19173,NA
"HER14L_10ka","HER14L_2B","Ca",79.5,11.21751,NA
"HER14L_10ka","HER14L_2B","Ca",79.7,11.24328,NA
"HER14L_10ka","HER14L_2B","Ca",79.9,11.26906,NA
"HER14L_10ka","HER14L_2B","Ca",80.1,11.29484,NA
"HER14L_10ka","HER14L_2B","Ca",80.3,11.32061,NA
"HER14L_10ka","HER14L_2B","Ca",80.5,11.34639,NA
"HER14L_10ka","HER14L_2B","Ca",80.7,11.37217,NA
"HER14L_10ka","HER14L_2B","Ca",80.9,11.39794,NA
"HER14L_10ka","HER14L_2B","Ca",81.1,11.42372,NA
"HER14L_10ka","HER14L_2B","Ca",81.3,11.4495,NA
"HER14L_10ka","HER14L_2B","Ca",81.5,11.47527,NA
"HER14L_10ka","HER14L_2B","Ca",81.7,11.50105,NA
"HER14L_10ka","HER14L_2B","Ca",81.9,11.52683,NA
"HER14L_10ka","HER14L_2B","Ca",82.1,11.5526,NA
"HER14L_10ka","HER14L_2B","Ca",82.3,11.57838,NA
"HER14L_10ka","HER14L_2B","Ca",82.5,11.60416,NA
"HER14L_10ka","HER14L_2B","Ca",82.7,11.62993,NA
"HER14L_10ka","HER14L_2B","Ca",82.9,11.65571,NA
"HER14L_10ka","HER14L_2B","Ca",83.1,11.68149,NA
"HER14L_10ka","HER14L_2B","Ca",83.3,11.70726,NA
"HER14L_10ka","HER14L_2B","Ca",83.5,11.73304,NA
"HER14L_10ka","HER14L_2B","Ca",83.7,11.75882,NA
"HER14L_10ka","HER14L_2B","Ca",83.9,11.78459,NA
"HER14L_10ka","HER14L_2B","Ca",84.1,11.81037,NA
"HER14L_10ka","HER14L_2B","Ca",84.3,11.83615,NA
"HER14L_10ka","HER14L_2B","Ca",84.5,11.86192,NA
"HER14L_10ka","HER14L_2B","Ca",84.7,11.8877,NA
"HER14L_10ka","HER14L_2B","Ca",84.9,11.91348,NA
"HER14L_10ka","HER14L_2C","Ca",85.1,11.93925,NA
"HER14L_10ka","HER14L_2C","Ca",85.3,11.96503,NA
"HER14L_10ka","HER14L_2C","Ca",85.5,11.99081,NA
"HER14L_10ka","HER14L_2C","Ca",85.7,12.01658,NA
"HER14L_10ka","HER14L_2C","Ca",85.9,12.04236,NA
"HER14L_10ka","HER14L_2C","Ca",86.1,12.06814,NA
"HER14L_10ka","HER14L_2C","Ca",86.3,12.09391,NA
"HER14L_10ka","HER14L_2C","Ca",86.5,12.11969,NA
"HER14L_10ka","HER14L_2C","Ca",86.7,12.14547,NA
"HER14L_10ka","HER14L_2C","Ca",86.9,12.17124,NA
"HER14L_10ka","HER14L_2C","Ca",87.1,12.19702,NA
"HER14L_10ka","HER14L_2C","Ca",87.3,12.2228,NA
"HER14L_10ka","HER14L_2C","Ca",87.5,12.24858,NA
"HER14L_10ka","HER14L_2C","Ca",87.7,12.27435,NA
"HER14L_10ka","HER14L_2C","Ca",87.9,12.30013,NA
"HER14L_10ka","HER14L_2C","Ca",88.1,12.32591,NA
"HER14L_10ka","HER14L_2C","Ca",88.3,12.35168,NA
"HER14L_10ka","HER14L_2C","Ca",88.5,12.37746,NA
"HER14L_10ka","HER14L_2C","Ca",88.7,12.40324,NA
"HER14L_10ka","HER14L_2C","Ca",88.9,12.42901,NA
"HER14L_10ka","HER14L_2C","Ca",89.1,12.45479,NA
"HER14L_10ka","HER14L_2C","Ca",89.3,12.48057,NA
"HER14L_10ka","HER14L_2C","Ca",89.5,12.50634,NA
"HER14L_10ka","HER14L_2C","Ca",89.7,12.53212,NA
"HER14L_10ka","HER14L_2C","Ca",89.9,12.5579,NA
"HER14L_10ka","HER14L_2C","Ca",90.1,12.57763,NA
"HER14L_10ka","HER14L_2C","Ca",90.3,12.59132,NA
"HER14L_10ka","HER14L_2C","Ca",90.5,12.60501,NA
"HER14L_10ka","HER14L_2C","Ca",90.7,12.6187,NA
"HER14L_10ka","HER14L_2C","Ca",90.9,12.63239,NA
"HER14L_10ka","HER14L_2C","Ca",91.1,12.64608,NA
"HER14L_10ka","HER14L_2C","Ca",91.3,12.65977,NA
"HER14L_10ka","HER14L_2C","Ca",91.5,12.67346,NA
"HER14L_10ka","HER14L_2C","Ca",91.7,12.68715,NA
"HER14L_10ka","HER14L_2C","Ca",91.9,12.70084,NA
"HER14L_10ka","HER14L_2C","Ca",92.1,12.71454,NA
"HER14L_10ka","HER14L_2C","Ca",92.3,12.72823,NA
"HER14L_10ka","HER14L_2C","Ca",92.5,12.74192,NA
"HER14L_10ka","HER14L_2C","Ca",92.7,12.75561,NA
"HER14L_10ka","HER14L_2C","Ca",92.9,12.7693,NA
"HER14L_10ka","HER14L_2C","Ca",93.1,12.78299,NA
"HER14L_10ka","HER14L_2C","Ca",93.3,12.79668,NA
"HER14L_10ka","HER14L_2C","Ca",93.5,12.81037,NA
"HER14L_10ka","HER14L_2C","Ca",93.7,12.82406,NA
"HER14L_10ka","HER14L_2C","Ca",93.9,12.83775,NA
"HER14L_10ka","HER14L_2C","Ca",94.1,12.85144,NA
"HER14L_10ka","HER14L_2C","Ca",94.3,12.86513,NA
"HER14L_10ka","HER14L_2C","Ca",94.5,12.87882,NA
"HER14L_10ka","HER14L_2C","Ca",94.7,12.89251,NA
"HER14L_10ka","HER14L_2C","Ca",94.9,12.9062,NA
"HER14L_10ka","HER14L_2C","Ca",95.1,12.91989,NA
"HER14L_10ka","HER14L_2C","Ca",95.3,12.93358,NA
"HER14L_10ka","HER14L_2C","Ca",95.5,12.94728,NA
"HER14L_10ka","HER14L_2C","Ca",95.7,12.96097,NA
"HER14L_10ka","HER14L_2C","Ca",95.9,12.97466,NA
"HER14L_10ka","HER14L_2C","Ca",96.1,12.98835,NA
"HER14L_10ka","HER14L_2C","Ca",96.3,13.00204,NA
"HER14L_10ka","HER14L_2C","Ca",96.5,13.01573,NA
"HER14L_10ka","HER14L_2C","Ca",96.7,13.02942,NA
"HER14L_10ka","HER14L_2C","Ca",96.9,13.04311,NA
"HER14L_10ka","HER14L_2C","Ca",97.1,13.0568,NA
"HER14L_10ka","HER14L_2C","Ca",97.3,13.07049,NA
"HER14L_10ka","HER14L_2C","Ca",97.5,13.08418,NA
"HER14L_10ka","HER14L_2C","Ca",97.7,13.09787,NA
"HER14L_10ka","HER14L_2C","Ca",97.9,13.11156,NA
"HER14L_10ka","HER14L_2C","Ca",98.1,13.12525,NA
"HER14L_10ka","HER14L_2C","Ca",98.3,13.13894,NA
"HER14L_10ka","HER14L_2C","Ca",98.5,13.15263,NA
"HER14L_10ka","HER14L_2C","Ca",98.7,13.16632,NA
"HER14L_10ka","HER14L_2C","Ca",98.9,13.18002,NA
"HER14L_10ka","HER14L_2C","Ca",99.1,13.19371,NA
"HER14L_10ka","HER14L_2C","Ca",99.3,13.2074,NA
"HER14L_10ka","HER14L_2C","Ca",99.5,13.22109,NA
"HER14L_10ka","HER14L_2C","Ca",99.7,13.23478,NA
"HER14L_10ka","HER14L_2C","Ca",99.9,13.24847,NA
"HER14L_10ka","HER14L_2C","Ca",100.1,13.25918,NA
"HER14L_10ka","HER14L_2C","Ca",100.3,13.2669,NA
"HER14L_10ka","HER14L_2C","Ca",100.5,13.27463,NA
"HER14L_10ka","HER14L_2C","Ca",100.7,13.28235,NA
"HER14L_10ka","HER14L_2C","Ca",100.9,13.29008,NA
"HER14L_10ka","HER14L_2C","Ca",101.1,13.2978,NA
"HER14L_10ka","HER14L_2C","Ca",101.3,13.30553,NA
"HER14L_10ka","HER14L_2C","Ca",101.5,13.31326,NA
"HER14L_10ka","HER14L_2C","Ca",101.7,13.32098,NA
"HER14L_10ka","HER14L_2C","Ca",101.9,13.32871,NA
"HER14L_10ka","HER14L_2C","Ca",102.1,13.33643,NA
"HER14L_10ka","HER14L_2C","Ca",102.3,13.34416,NA
"HER14L_10ka","HER14L_2C","Ca",102.5,13.35188,NA
"HER14L_10ka","HER14L_2C","Ca",102.7,13.35961,NA
"HER14L_10ka","HER14L_2C","Ca",102.9,13.36734,NA
"HER14L_10ka","HER14L_2C","Ca",103.1,13.37506,NA
"HER14L_10ka","HER14L_2C","Ca",103.3,13.38279,NA
"HER14L_10ka","HER14L_2C","Ca",103.5,13.39051,NA
"HER14L_10ka","HER14L_2C","Ca",103.7,13.39824,NA
"HER14L_10ka","HER14L_2C","Ca",103.9,13.40596,NA
"HER14L_10ka","HER14L_2C","Ca",104.1,13.41369,NA
"HER14L_10ka","HER14L_2C","Ca",104.3,13.42142,NA
"HER14L_10ka","HER14L_2C","Ca",104.5,13.42914,NA
"HER14L_10ka","HER14L_2C","Ca",104.7,13.43687,NA
"HER14L_10ka","HER14L_2C","Ca",104.9,13.44459,NA
"HER14L_10ka","HER14L_2C","Ca",105.1,13.45232,NA
