SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH,Field_depth,Strat_depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,Accum_rate,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT,WMAR_SAT,WMAR_UNSAT,WMAR_Mean
HER24L,HER24L_3A,HER24L_3A_41,2.9,98.6,3,9.1,4,4,129.4,2304.14,765.35,909.97,0.005202914,2.149,0,1408.257,0.9219,-1,-1.1,1298.282,1.0473,0.6557,0,1408.257,1.7442,-1,-0.6,2456.259,0.549,0.6557,0,1408.3,1.3331,-1,-0.8,1877.3,0.7982,0.7,0.004796566,0.009074922,0.006935744
HER24L,HER24L_3A,HER24L_3A_42,2.9,98.7,3,9.2,4.1,4.1,130.12,2358.98,780.34,929.19,0.005202914,2.175,0,1411.421,0.964,-1,-1,1360.66,1.0218,0.6441,0,1411.421,1.7509,-1,-0.6,2471.2,0.5449,0.6441,0,1411.4,1.3575,-1,-0.8,1915.9,0.7834,0.6,0.005015609,0.009109781,0.007062695
HER24L,HER24L_3A,HER24L_3A_43,2.9,98.8,3,9.3,4.2,4.2,132.42,2413.12,795.25,948.41,0.005205622,2.224,0,1433.914,0.869,-0.8,-0.9,1246.127,1.0794,0.6441,0,1433.914,1.6742,-0.8,-0.5,2400.592,0.5914,0.6441,0,1433.9,1.2716,-0.8,-0.7,1823.4,0.8354,0.6,0.004523686,0.008715252,0.006619469
HER24L,HER24L_3A,HER24L_3A_44,2.9,98.9,3,9.4,4.3,4.3,135.24,2468.58,811.63,967.62,0.005202914,2.284,0,1482.155,0.8449,-0.6,-0.7,1252.252,1.094,0.6329,0,1482.155,1.6295,-0.6,-0.4,2415.162,0.6185,0.6329,0,1482.2,1.2372,-0.6,-0.5,1833.7,0.8563,0.6,0.004395942,0.008478148,0.006437045
HER24L,HER24L_3A,HER24L_3A_45,2.9,99,3,9.5,4.4,4.4,137.85,2525.69,826.43,986.84,0.005202914,2.355,0,1538.21,0.8361,-0.7,-0.8,1286.124,1.0993,0.622,0,1538.21,1.589,-0.7,-0.4,2444.155,0.6431,0.622,0,1538.2,1.2126,-0.7,-0.6,1865.1,0.8712,0.6,0.004350156,0.00826743,0.006308793
HER24L,HER24L_3A,HER24L_3A_46,2.9,99.1,3,9.6,4.5,4.5,141.23,2581.92,843.38,1006.06,0.005205622,2.379,0,1553.886,0.8839,-0.6,-0.7,1373.536,1.0703,0.622,0,1553.886,1.6021,-0.6,-0.4,2489.416,0.6351,0.622,0,1553.9,1.243,-0.6,-0.5,1931.5,0.8527,0.6,0.004601249,0.008339927,0.006470588
HER24L,HER24L_3A,HER24L_3A_47,2.9,99.2,3,9.7,4.6,4.6,143.86,2637.3,858.22,1025.27,0.005202914,2.369,0,1537.314,0.9006,-0.9,-1,1384.458,1.0603,0.622,0,1537.314,1.6155,-0.9,-0.6,2483.595,0.6269,0.622,0,1537.3,1.2581,-0.9,-0.8,1934,0.8436,0.6,0.004685744,0.008405307,0.006545525
HER24L,HER24L_3A,HER24L_3A_48,2.9,99.3,3,9.8,4.7,4.7,147.48,2692.02,873.06,1044.49,0.005202914,2.362,0,1547.838,0.8774,-1,-1.1,1358.043,1.0743,0.6115,0,1547.838,1.6069,-1,-0.6,2487.181,0.6322,0.6115,0,1547.8,1.2422,-1,-0.9,1922.6,0.8533,0.6,0.004565036,0.008360562,0.006462799
HER24L,HER24L_3A,HER24L_3A_49,2.9,99.4,3,9.9,4.8,4.8,150.68,2745.81,887.89,1063.71,0.005205622,2.37,0,1553.08,0.9364,-1,-1.1,1454.347,1.0385,0.6115,0,1553.08,1.6338,-1,-0.6,2537.457,0.6159,0.6115,0,1553.1,1.2851,-1,-0.8,1995.9,0.8272,0.6,0.004874545,0.008504945,0.006689745
HER24L,HER24L_3A,HER24L_3A_50,2.9,99.5,3,10,4.9,4.9,152.49,2799.04,903.75,1082.92,0.005202914,2.357,0,1539.517,0.9874,-1.1,-1.1,1520.127,1.0076,0.6014,0,1539.517,1.667,-1.1,-0.7,2566.35,0.5958,0.6014,0,1539.5,1.3272,-1.1,-0.9,2043.2,0.8017,0.6,0.005137357,0.008673257,0.006905307
HER24L,HER24L_3A,HER24L_3A_51,2.9,99.6,3,10.1,5,5,153.44,2852.26,917.32,1102.14,0.004040404,2.35,0,1524.984,0.9667,-0.9,-0.9,1474.169,1.0202,0.6014,0,1524.984,1.6594,-0.9,-0.5,2530.631,0.6003,0.6014,0,1525,1.3131,-0.9,-0.7,2002.4,0.8103,0.6,0.003905859,0.006704646,0.005305253
HER24L,HER24L_3A,HER24L_3A_52,2.9,99.7,3,10.2,5.1,5.1,179.47,2858.11,944.6,1126.89,0.004038772,2.362,0,1547.838,0.9383,-1,-1.1,1452.332,1.0374,0.5916,0,1547.838,1.6387,-1,-0.6,2536.399,0.6129,0.5916,0,1547.8,1.2885,-1,-0.8,1994.4,0.8252,0.6,0.00378958,0.006618336,0.005203958
HER24L,HER24L_3A,HER24L_3A_53,2.9,99.8,3,10.3,5.2,5.2,212.24,2861.59,973.17,1151.65,0.004040404,2.361,0,1348.372,0.9036,-0.9,-1,1218.418,1.0584,0.5916,0,1348.372,1.621,-0.9,-0.6,2185.733,0.6236,0.5916,0,1348.4,1.2623,-0.9,-0.8,1702.1,0.841,0.6,0.003650909,0.006549495,0.005100202
HER24L,HER24L_3A,HER24L_3A_54,2.9,99.9,3,10.4,5.3,5.3,245.58,2866.35,998.73,1176.4,0.004038772,2.361,0,1333.145,0.927,-1,-1.1,1235.805,1.0443,0.5916,0,1333.145,1.6332,-1,-0.6,2177.329,0.6162,0.5916,0,1333.1,1.2801,-1,-0.8,1706.6,0.8303,0.6,0.003743942,0.006596123,0.005170032
HER24L,HER24L_3A,HER24L_3A_55,2.9,100,3,10.5,5.4,5.4,267.75,2873.39,1033.7,1201.16,0.004040404,2.356,0,1372.96,0.8952,-0.8,-0.9,1229.017,1.0635,0.5916,0,1372.96,1.619,-0.8,-0.5,2222.888,0.6248,0.5916,0,1373,1.2571,-0.8,-0.7,1726,0.8442,0.6,0.00361697,0.006541414,0.005079192
HER24L,HER24L_3A,HER24L_3A_56,2.9,100.1,3,10.6,5.5,5.5,295.66,2879.92,1064.27,1225.91,0.004038772,2.357,0,1389.741,0.9155,-0.9,-1,1272.372,1.0512,0.5821,0,1389.741,1.6292,-0.9,-0.6,2264.155,0.6187,0.5821,0,1389.7,1.2724,-0.9,-0.8,1768.3,0.835,0.6,0.003697496,0.006579968,0.005138732
HER24L,HER24L_3A,HER24L_3A_57,2.9,100.2,3,10.7,5.6,5.6,311.69,2887.52,1094.85,1250.67,0.004040404,2.368,0,1379.953,0.879,-0.8,-0.9,1213.008,1.0733,0.5821,0,1379.953,1.6048,-0.8,-0.5,2214.562,0.6334,0.5821,0,1380,1.2419,-0.8,-0.7,1713.8,0.8534,0.6,0.003551515,0.00648404,0.005017778
HER24L,HER24L_3A,HER24L_3A_58,2.9,100.3,3,10.8,5.7,5.7,328.06,2893.64,1125.97,1275.42,0.004038772,2.378,0,1327.75,0.8472,-0.8,-0.9,1124.823,1.0926,0.5821,0,1327.75,1.5835,-0.8,-0.5,2102.449,0.6464,0.5821,0,1327.8,1.2154,-0.8,-0.7,1613.6,0.8695,0.6,0.003421648,0.006395396,0.004908522
HER24L,HER24L_3A,HER24L_3A_59,2.9,100.4,3,10.9,5.8,5.8,347.12,2898.73,1153,1300.18,0.004040404,2.384,0,1365.407,0.9039,-0.8,-0.9,1234.181,1.0582,0.5821,0,1365.407,1.6101,-0.8,-0.5,2198.4,0.6303,0.5821,0,1365.4,1.257,-0.8,-0.7,1716.3,0.8443,0.6,0.003652121,0.006505455,0.005078788
HER24L,HER24L_3A,HER24L_3A_60,2.9,100.5,3,11,5.9,5.9,364.95,2902.61,1181.75,1324.93,0.004038772,2.395,0,1395.688,0.8985,-0.8,-0.9,1253.972,1.0615,0.5729,0,1395.688,1.602,-0.8,-0.5,2235.901,0.6351,0.5729,0,1395.7,1.2503,-0.8,-0.7,1744.9,0.8483,0.6,0.003628837,0.006470113,0.005049475
HER24L,HER24L_3A,HER24L_3A_61,2.9,100.6,3,11.1,6,6,383.51,2906.48,1212.7,1349.69,0.004040404,2.408,0,1375.214,0.9025,-0.8,-0.9,1241.159,1.0591,0.5729,0,1375.214,1.598,-0.8,-0.5,2197.612,0.6376,0.5729,0,1375.2,1.2503,-0.8,-0.7,1719.4,0.8484,0.6,0.003646465,0.006456566,0.005051515
HER24L,HER24L_3A,HER24L_3A_62,2.9,100.7,3,11.2,6.1,6.1,403.92,2909.79,1240.68,1374.44,0.004038772,2.433,0,1405.546,0.921,-0.6,-0.7,1294.554,1.0479,0.5729,0,1405.546,1.5962,-0.6,-0.4,2243.488,0.6387,0.5729,0,1405.5,1.2586,-0.6,-0.5,1769,0.8433,0.6,0.003719709,0.006446688,0.005083199
HER24L,HER24L_3A,HER24L_3A_63,2.9,100.8,3,11.3,6.2,6.2,418.75,2914.29,1271.41,1399.2,0.004040404,2.461,0,1196.984,0.8856,-0.4,-0.5,1060.021,1.0693,0.5729,0,1196.984,1.5649,-0.4,-0.3,1873.166,0.6576,0.5729,0,1197,1.2253,-0.4,-0.4,1466.6,0.8635,0.6,0.003578182,0.006322828,0.004950505
HER24L,HER24L_3A,HER24L_3A_64,2.9,100.9,3,11.4,6.3,6.3,438.06,2922.22,1297.34,1423.95,0.004038772,2.469,0,1374.722,0.8505,-0.4,-0.5,1169.171,1.0906,0.564,0,1374.722,1.543,-0.4,-0.3,2121.218,0.6709,0.564,0,1374.7,1.1968,-0.4,-0.4,1645.2,0.8808,0.6,0.003434976,0.006231826,0.004833401
HER24L,HER24L_3A,HER24L_3A_65,2.9,101,3,11.5,6.4,6.4,454.88,2929.46,1329.02,1448.71,0.004040404,2.466,0,1185.007,0.8701,-0.4,-0.5,1031.087,1.0787,0.5729,0,1185.007,1.5546,-0.4,-0.3,1842.195,0.6639,0.5729,0,1185,1.2124,-0.4,-0.4,1436.6,0.8713,0.6,0.003515556,0.006281212,0.004898384
HER24L,HER24L_3A,HER24L_3A_66,2.9,101.1,3,11.6,6.5,6.5,466.01,2934.86,1356.91,1473.46,0.004038772,2.462,0,992.3418,0.8616,-0.3,-0.3,854.9845,1.0839,0.564,0,992.3418,1.5519,-0.3,-0.2,1540.041,0.6655,0.564,0,992.3,1.2068,-0.3,-0.3,1197.5,0.8747,0.6,0.003479806,0.006267771,0.004873788
HER24L,HER24L_3A,HER24L_3A_67,2.9,101.2,3,11.7,6.6,6.6,483.88,2939.72,1390.07,1498.22,0.004040404,2.453,0,1417.1,0.9842,-0.2,-0.2,1394.688,1.0096,0.564,0,1417.1,1.6206,-0.2,-0.1,2296.497,0.6239,0.564,0,1417.1,1.3024,-0.2,-0.2,1845.6,0.8168,0.6,0.003976566,0.006547879,0.005262222
HER24L,HER24L_3A,HER24L_3A_68,2.9,101.3,3,11.8,6.7,6.7,500.69,2944.57,1423.07,1522.97,0.004038772,2.429,0,1453.621,0.9365,-0.2,-0.2,1361.328,1.0385,0.5553,0,1453.621,1.6061,-0.2,-0.1,2334.727,0.6326,0.5553,0,1453.6,1.2713,-0.2,-0.2,1848,0.8356,0.6,0.00378231,0.006486672,0.005134491
HER24L,HER24L_3A,HER24L_3A_69,2.9,101.4,3,11.9,6.8,6.8,518.49,2949.43,1457.54,1547.73,0.004040404,2.406,0,1262.329,0.9007,-0.5,-0.6,1137.008,1.0602,0.5553,0,1262.329,1.598,-0.5,-0.3,2017.215,0.6376,0.5553,0,1262.3,1.2494,-0.5,-0.4,1577.1,0.8489,0.6,0.003639192,0.006456566,0.005047879
HER24L,HER24L_3A,HER24L_3A_70,2.9,101.5,3,12,6.9,6.9,537.49,2954.28,1490.81,1572.48,0.004038772,2.427,0,1590.433,0.9896,-0.6,-0.6,1573.895,1.0063,0.5469,0,1590.433,1.6352,-0.6,-0.4,2600.661,0.615,0.5469,0,1590.4,1.3124,-0.6,-0.5,2087.3,0.8107,0.5,0.003996769,0.0066042,0.005300485
HER24L,HER24L_3A,HER24L_3A_71,2.9,101.6,3,12.1,7,7,557.49,2964.6,1519.91,1597.24,0.004040404,2.413,0,1570.964,0.9683,-0.6,-0.6,1521.225,1.0192,0.5469,0,1570.964,1.6303,-0.6,-0.4,2561.199,0.618,0.5469,0,1571,1.2993,-0.6,-0.5,2041.2,0.8186,0.5,0.003912323,0.006587071,0.005249697
HER24L,HER24L_3A,HER24L_3A_72,2.9,101.7,3,12.2,7.1,7.1,574.33,2975.9,1552.34,1621.99,0.004038772,2.441,0,1584.036,0.913,-0.8,-0.9,1446.179,1.0527,0.5469,0,1584.036,1.5883,-0.8,-0.5,2515.903,0.6435,0.5469,0,1584,1.2507,-0.8,-0.7,1981,0.8481,0.5,0.003687399,0.006414782,0.00505109
HER24L,HER24L_3A,HER24L_3A_73,2.9,101.8,3,12.3,7.2,7.2,585.38,2979.63,1585.08,1646.75,0.004038772,2.461,0,1612.713,0.9193,-0.6,-0.7,1482.596,1.0489,0.5469,0,1612.713,1.5826,-0.6,-0.4,2552.312,0.6469,0.5469,0,1612.7,1.251,-0.6,-0.5,2017.5,0.8479,0.5,0.003712843,0.006391761,0.005052302
HER24L,HER24L_3A,HER24L_3A_74,2.9,101.9,3,12.4,7.3,7.3,605.94,2989.71,1614.29,1671.51,0.004040404,2.462,0,1597.664,0.8603,-0.3,-0.3,1374.536,1.0846,0.5388,0,1597.664,1.5513,-0.3,-0.2,2478.423,0.6659,0.5388,0,1597.7,1.2058,-0.3,-0.3,1926.5,0.8753,0.5,0.00347596,0.006267879,0.004871919
HER24L,HER24L_3A,HER24L_3A_75,2.9,102,3,12.5,7.4,7.4,622.79,2996.18,1646.19,1696.26,0.004038772,2.451,0,1600.914,0.9092,-0.1,-0.1,1455.625,1.055,0.5469,0,1600.914,1.5818,-0.1,-0.1,2532.336,0.6474,0.5469,0,1600.9,1.2455,-0.1,-0.1,1994,0.8512,0.5,0.003672052,0.00638853,0.005030291
HER24L,HER24L_3A,HER24L_3A_76,2.9,102.1,3,12.6,7.5,7.5,637.49,3001.39,1677.35,1721.02,0.004040404,2.429,0,1576.249,0.9352,0.3,0.3,1474.169,1.0393,0.5469,0,1576.249,1.6055,0.3,0.2,2530.631,0.633,0.5469,0,1576.2,1.2704,0.3,0.3,2002.4,0.8362,0.5,0.003778586,0.006486869,0.005132727
HER24L,HER24L_3A,HER24L_3A_77,2.9,102.2,3,12.7,7.6,7.6,651.52,3006.6,1709.11,1745.77,0.004038772,2.429,0,1591.743,0.9213,0.5,0.5,1466.445,1.0477,0.5388,0,1591.743,1.5981,0.5,0.3,2543.813,0.6375,0.5388,0,1591.7,1.2597,0.5,0.4,2005.1,0.8426,0.5,0.003720921,0.006454362,0.005087641
HER24L,HER24L_3A,HER24L_3A_78,2.9,102.3,3,12.8,7.7,7.7,661.66,3011.81,1740.49,1770.53,0.004040404,2.455,0,1603.527,0.8802,0.2,0.2,1411.5,1.0726,0.5388,0,1603.527,1.5648,0.2,0.1,2509.215,0.6577,0.5388,0,1603.5,1.2225,0.2,0.2,1960.4,0.8652,0.5,0.003556364,0.006322424,0.004939394
HER24L,HER24L_3A,HER24L_3A_79,2.9,102.4,3,12.9,7.8,7.8,673.82,3017.02,1771.21,1795.28,0.004038772,2.469,0,1617.955,0.9176,-0.4,-0.4,1484.617,1.0499,0.5388,0,1617.955,1.5782,-0.4,-0.3,2553.376,0.6496,0.5388,0,1618,1.2479,-0.4,-0.3,2019,0.8498,0.5,0.003705977,0.00637399,0.005039984
HER24L,HER24L_3A,HER24L_3A_80,2.9,102.5,3,13,7.9,7.9,680.67,3022.23,1802.48,1820.04,0.004040404,2.484,0,1591.288,0.9669,-0.5,-0.5,1538.606,1.0201,0.5388,0,1591.288,1.5977,-0.5,-0.3,2542.35,0.6378,0.5388,0,1591.3,1.2823,-0.5,-0.4,2040.5,0.829,0.5,0.003906667,0.006455354,0.00518101
HER24L,HER24L_3A,HER24L_3A_81,2.9,102.6,3,13.1,8,8,691.53,3031.49,1835.12,1844.79,0.004038772,2.471,0,1603.504,0.977,-0.5,-0.5,1566.648,1.0139,0.5388,0,1603.504,1.6088,-0.5,-0.3,2579.647,0.6311,0.5388,0,1603.5,1.2929,-0.5,-0.4,2073.1,0.8225,0.5,0.00394588,0.006497577,0.005221729
HER24L,HER24L_3A,HER24L_3A_82,2.9,102.7,3,13.2,8.1,8.1,696.61,3043.22,1869.42,1869.55,0.004040404,2.403,0,1312.398,0.9659,-0.3,-0.3,1267.681,1.0207,0.5388,0,1312.398,1.6337,-0.3,-0.2,2144.078,0.6159,0.5388,0,1312.4,1.2998,-0.3,-0.2,1705.9,0.8183,0.5,0.003902626,0.006600808,0.005251717
HER24L,HER24L_3A,HER24L_3A_83,2.9,102.8,3,13.3,8.2,8.2,702.41,3048.99,1903.81,1894.3,0.004038772,2.343,0,1086.735,0.9959,-0.3,-0.3,1082.331,1.0025,0.5309,0,1086.735,1.6783,-0.3,-0.2,1823.915,0.5889,0.5309,0,1086.7,1.3371,-0.3,-0.2,1453.1,0.7957,0.5,0.004022213,0.006778271,0.005400242
HER24L,HER24L_3A,HER24L_3A_84,2.9,102.9,3,13.4,8.3,8.3,716.54,3055.36,1940.08,1919.06,0.004040404,2.377,0,1123.346,0.9427,-0.7,-0.7,1059.014,1.0347,0.5309,0,1123.346,1.6338,-0.7,-0.4,1835.292,0.6159,0.5309,0,1123.3,1.2883,-0.7,-0.6,1447.2,0.8253,0.5,0.003808889,0.006601212,0.005205051
HER24L,HER24L_3A,HER24L_3A_85,2.9,103,3,13.5,8.4,8.4,733.98,3063.39,1971.85,1943.81,0.004038772,2.408,0,1467.398,0.9434,-0.8,-0.8,1384.335,1.0343,0.5309,0,1467.398,1.6195,-0.8,-0.5,2376.418,0.6246,0.5309,0,1467.4,1.2815,-0.8,-0.7,1880.4,0.8295,0.5,0.003810178,0.006540792,0.005175485
HER24L,HER24L_3A,HER24L_3A_86,2.9,103.1,3,13.6,8.5,8.5,748.23,3069.47,2005.76,1968.57,0.004040404,2.401,0,1490.379,0.8746,-1.1,-1.3,1303.433,1.076,0.5309,0,1490.379,1.5867,-1.1,-0.7,2364.809,0.6444,0.5309,0,1490.4,1.2307,-1.1,-1,1834.1,0.8602,0.5,0.003533737,0.006410909,0.004972323
HER24L,HER24L_3A,HER24L_3A_87,2.9,103.2,3,13.7,8.6,8.6,754.51,3080.3,2038.94,1993.32,0.004038772,2.285,0,1418.374,0.8644,-1.2,-1.4,1226.018,1.0822,0.5309,0,1418.374,1.639,-1.2,-0.7,2324.72,0.6127,0.5309,0,1418.4,1.2517,-1.2,-1.1,1775.4,0.8475,0.5,0.003491115,0.006619548,0.005055331
HER24L,HER24L_3A,HER24L_3A_88,2.9,103.3,3,13.8,8.7,8.7,764.09,3096.42,2072.66,2018.08,0.004040404,2.399,0,1398.019,0.8183,-1.1,-1.3,1143.938,1.1101,0.5309,0,1398.019,1.5585,-1.1,-0.7,2178.835,0.6615,0.5309,0,1398,1.1884,-1.1,-1,1661.4,0.8858,0.5,0.003306263,0.00629697,0.004801616
HER24L,HER24L_3A,HER24L_3A_89,2.9,103.4,3,13.9,8.8,8.8,775.57,3109.11,2106.24,2042.83,0.004038772,2.58,0,1512.309,0.7048,-1.1,-1.6,1065.81,1.1789,0.5309,0,1512.309,1.4204,-1.1,-0.8,2148.147,0.7452,0.5309,0,1512.3,1.0626,-1.1,-1.2,1607,0.9621,0.5,0.002846527,0.005736672,0.004291599
HER24L,HER24L_3A,HER24L_3A_90,2.9,103.5,3,14,8.9,8.9,783.52,3113.88,2137.36,2067.59,0.004040404,2.6,0,1692.708,0.6809,-1.1,-1.6,1152.544,1.1934,0.5232,0,1692.708,1.4001,-1.1,-0.8,2370.011,0.7575,0.5232,0,1692.7,1.0405,-1.1,-1.2,1761.3,0.9755,0.5,0.002751111,0.00565697,0.00420404
HER24L,HER24L_3A,HER24L_3A_91,2.9,103.6,3,14.1,9,9,788.93,3118.66,2171.75,2092.34,0.004038772,2.598,0,1696.93,0.6883,-1.1,-1.6,1168.046,1.1889,0.5309,0,1696.93,1.4047,-1.1,-0.8,2383.717,0.7547,0.5309,0,1696.9,1.0465,-1.1,-1.2,1775.9,0.9718,0.5,0.002779887,0.005673263,0.004226575
HER24L,HER24L_3A,HER24L_3A_92,2.9,103.7,3,14.2,9.1,9.1,796.99,3126.97,2204.79,2117.1,0.004040404,2.555,0,1668.844,0.7565,-1.1,-1.5,1262.406,1.1476,0.5308,0,1668.844,1.4573,-1.1,-0.8,2431.951,0.7229,0.5308,0,1668.8,1.1069,-1.1,-1.1,1847.2,0.9353,0.5,0.003056566,0.005888081,0.004472323
HER24L,HER24L_3A,HER24L_3A_93,2.9,103.8,3,14.3,9.2,9.2,802.96,3145.25,2233.82,2141.85,0.004038772,2.493,0,1623.047,0.7923,-1.3,-1.6,1285.883,1.1259,0.5308,0,1623.047,1.5023,-1.3,-0.9,2438.232,0.6956,0.5308,0,1623,1.1473,-1.3,-1.3,1862.1,0.9108,0.5,0.003199919,0.006067447,0.004633683
HER24L,HER24L_3A,HER24L_3A_94,2.9,103.9,3,14.4,9.3,9.3,810.66,3166.38,2266.61,2166.61,0.004040404,2.435,0,1435.731,0.8486,-1.3,-1.5,1218.325,1.0918,0.5308,0,1435.731,1.5574,-1.3,-0.8,2236.011,0.6622,0.5308,0,1435.7,1.203,-1.3,-1.2,1727.2,0.877,0.5,0.003428687,0.006292525,0.004860606
HER24L,HER24L_3A,HER24L_3A_95,2.9,104,3,14.5,9.4,9.4,821.5,3185.77,2298.6,2191.36,0.004038772,2.376,0,1368.664,0.9354,-1.3,-1.4,1280.19,1.0392,0.5308,0,1368.664,1.6304,-1.3,-0.8,2231.437,0.618,0.5308,0,1368.7,1.2829,-1.3,-1.1,1755.8,0.8286,0.5,0.003777868,0.006584814,0.005181341
HER24L,HER24L_3A,HER24L_3A_96,2.9,104.1,3,14.6,9.5,9.5,830.6,3203.8,2328.14,2216.12,0.004040404,2.433,0,1314.425,1.0218,-1.2,-1.2,1343.014,0.9868,0.5308,0,1314.425,1.6496,-1.2,-0.7,2168.323,0.6063,0.5308,0,1314.4,1.3357,-1.2,-1,1755.7,0.7966,0.5,0.004128485,0.006665051,0.005396768
