SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH_CULM,SECT_NUM,SECT DEPTH,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER49L,HER49L9_1D,HER49L9_1D_1,2.9,151.7,1,1,125,125,2.088,0,1227.513,1.2059,-0.4,-0.3,1480.269,0.8752,1.7533,0,1227.514,2.0787,-0.4,-0.2,2551.615,0.3463,1.9665,0,1227.5,1.6423,-0.4,-0.3,2015.9,0.6,1.9
HER49L,HER49L9_1D,HER49L9_1D_2,2.9,151.8,1,1.1,125.1,125.1,2.272,0,1308.756,1.0941,-0.4,-0.4,1431.875,0.943,1.6655,0,1308.756,1.9045,-0.4,-0.2,2492.463,0.4518,1.857,0,1308.8,1.4993,-0.4,-0.3,1962.2,0.7,1.8
HER49L,HER49L9_1D,HER49L9_1D_3,2.9,151.9,1,1.2,125.2,125.2,2.494,0,1492.52,0.9951,-0.4,-0.4,1485.157,1.003,1.5139,0,1492.52,1.7343,-0.4,-0.2,2588.416,0.555,1.6707,0,1492.5,1.3647,-0.4,-0.3,2036.8,0.8,1.6
HER49L,HER49L9_1D,HER49L9_1D_4,2.9,152,1,1.3,125.3,125.3,2.556,0,1431.131,0.9551,-0.3,-0.3,1366.825,1.0272,1.5139,0,1431.131,1.6856,-0.3,-0.2,2412.375,0.5845,1.6707,0,1431.1,1.3204,-0.3,-0.2,1889.6,0.8,1.6
HER49L,HER49L9_1D,HER49L9_1D_5,2.9,152.1,1,1.4,125.4,125.4,2.583,0,1541.17,0.9795,-0.2,-0.2,1509.526,1.0124,1.3874,0,1541.17,1.6823,-0.2,-0.1,2592.668,0.5865,1.5182,0,1541.2,1.3309,-0.2,-0.2,2051.1,0.8,1.5
HER49L,HER49L9_1D,HER49L9_1D_6,2.9,152.2,1,1.5,125.5,125.5,2.561,0,1454.287,0.969,-0.2,-0.2,1409.254,1.0188,1.3317,0,1454.287,1.6889,-0.2,-0.1,2456.129,0.5825,1.4518,0,1454.3,1.329,-0.2,-0.2,1932.7,0.8,1.4
HER49L,HER49L9_1D,HER49L9_1D_7,2.9,152.3,1,1.6,125.6,125.6,2.543,0,1452.313,0.9358,-0.2,-0.2,1359.086,1.0389,1.2802,0,1452.313,1.6844,-0.2,-0.1,2446.239,0.5852,1.391,0,1452.3,1.3101,-0.2,-0.2,1902.7,0.8,1.3
HER49L,HER49L9_1D,HER49L9_1D_8,2.9,152.4,1,1.7,125.7,125.7,2.527,0,1455.645,0.958,-0.2,-0.2,1394.449,1.0255,1.1883,0,1455.645,1.7017,-0.2,-0.1,2477.031,0.5747,1.2833,0,1455.6,1.3299,-0.2,-0.2,1935.7,0.8,1.2
HER49L,HER49L9_1D,HER49L9_1D_9,2.9,152.5,1,1.8,125.8,125.8,2.525,0,1458.694,0.9892,-0.4,-0.4,1443,1.0065,1.1471,0,1458.694,1.7156,-0.4,-0.2,2502.562,0.5663,1.2354,0,1458.7,1.3524,-0.4,-0.3,1972.8,0.8,1.2
HER49L,HER49L9_1D,HER49L9_1D_10,2.9,152.6,1,1.9,125.9,125.9,2.522,0,1448.593,0.9631,-0.3,-0.3,1395.133,1.0224,1.1084,0,1448.593,1.7064,-0.3,-0.2,2471.842,0.5719,1.1907,0,1448.6,1.3348,-0.3,-0.2,1933.5,0.8,1.1
HER49L,HER49L9_1D,HER49L9_1D_11,2.9,152.7,1,2,126,126,2.514,0,1443.998,0.9694,-0.1,-0.1,1399.815,1.0185,1.0386,0,1443.998,1.7131,-0.1,-0.1,2473.767,0.5678,1.1107,0,1444,1.3413,-0.1,-0.1,1936.8,0.8,1.1
HER49L,HER49L9_1D,HER49L9_1D_12,2.9,152.8,1,2.1,126.1,126.1,2.513,0,1439.29,1.0431,-0.3,-0.3,1501.346,0.9739,1.0069,0,1439.29,1.7444,-0.3,-0.2,2510.719,0.5488,1.0745,0,1439.3,1.3938,-0.3,-0.2,2006,0.8,1
HER49L,HER49L9_1D,HER49L9_1D_13,2.9,152.9,1,2.2,126.2,126.2,2.5,0,1415.629,1.0596,-0.4,-0.4,1499.932,0.9639,0.977,0,1415.629,1.7582,-0.4,-0.2,2488.895,0.5405,1.0406,0,1415.6,1.4089,-0.4,-0.3,1994.4,0.8,1
HER49L,HER49L9_1D,HER49L9_1D_14,2.9,153,1,2.3,126.3,126.3,2.358,0,1323.975,1.0335,-0.4,-0.4,1368.376,0.9797,0.9222,0,1323.975,1.8265,-0.4,-0.2,2418.208,0.4991,0.9788,0,1324,1.43,-0.4,-0.3,1893.3,0.7,1
HER49L,HER49L9_1D,HER49L9_1D_15,2.9,153.1,1,2.4,126.4,126.4,2.29,0,1285.795,1.0943,-0.4,-0.4,1407.009,0.9429,0.897,0,1285.795,1.8931,-0.4,-0.2,2434.183,0.4587,0.9505,0,1285.8,1.4937,-0.4,-0.3,1920.6,0.7,0.9
HER49L,HER49L9_1D,HER49L9_1D_16,2.9,153.2,1,2.5,126.5,126.5,2.177,0,1218.925,1.2347,-0.2,-0.2,1505.03,0.8577,0.8505,0,1218.925,2.0267,-0.2,-0.1,2470.354,0.3778,0.8985,0,1218.9,1.6307,-0.2,-0.1,1987.7,0.6,0.9
HER49L,HER49L9_1D,HER49L9_1D_17,2.9,153.3,1,2.6,126.6,126.6,2.183,0,1225.716,1.0598,-0.2,-0.2,1298.985,0.9638,0.829,0,1225.716,1.9498,-0.2,-0.1,2389.954,0.4243,0.8746,0,1225.7,1.5048,-0.2,-0.1,1844.5,0.7,0.9
HER49L,HER49L9_1D,HER49L9_1D_18,2.9,153.4,1,2.7,126.7,126.7,2.319,0,1305.743,1.0632,-0.2,-0.2,1388.24,0.9617,0.8085,0,1305.744,1.8622,-0.2,-0.1,2431.615,0.4774,0.8519,0,1305.7,1.4627,-0.2,-0.1,1909.9,0.7,0.8
HER49L,HER49L9_1D,HER49L9_1D_19,2.9,153.5,1,2.8,126.8,126.8,2.249,0,1273.5,1.0963,-0.3,-0.3,1396.101,0.9417,0.7704,0,1273.5,1.9202,-0.3,-0.2,2445.384,0.4423,0.8098,0,1273.5,1.5083,-0.3,-0.2,1920.7,0.7,0.8
HER49L,HER49L9_1D,HER49L9_1D_20,2.9,153.6,1,2.9,126.9,126.9,2.031,0,1156.606,1.1575,-0.3,-0.3,1338.764,0.9045,0.7527,0,1156.606,2.1032,-0.3,-0.1,2432.585,0.3314,0.7902,0,1156.6,1.6304,-0.3,-0.2,1885.7,0.6,0.8
HER49L,HER49L9_1D,HER49L9_1D_21,2.9,153.7,1,3,127,127,2.078,0,1186.751,1.1253,-0.3,-0.3,1335.488,0.924,0.7195,0,1186.751,2.0532,-0.3,-0.1,2436.656,0.3617,0.7538,0,1186.8,1.5893,-0.3,-0.2,1886.1,0.6,0.7
HER49L,HER49L9_1D,HER49L9_1D_22,2.9,153.8,1,3.1,127.1,127.1,2.072,0,1190.121,1.1938,-0.3,-0.3,1420.799,0.8825,0.704,0,1190.121,2.0859,-0.3,-0.1,2482.422,0.3419,0.7368,0,1190.1,1.6399,-0.3,-0.2,1951.6,0.6,0.7
HER49L,HER49L9_1D,HER49L9_1D_23,2.9,153.9,1,3.2,127.2,127.2,2.178,0,1258.232,1.0545,-0.3,-0.3,1326.86,0.9669,0.6891,0,1258.232,1.9512,-0.3,-0.2,2455.105,0.4235,0.7205,0,1258.2,1.5029,-0.3,-0.2,1891,0.7,0.7
HER49L,HER49L9_1D,HER49L9_1D_24,2.9,154,1,3.3,127.3,127.3,2.19,0,1268.83,1.111,-0.2,-0.2,1409.62,0.9328,0.6611,0,1268.83,1.9658,-0.2,-0.1,2494.295,0.4147,0.69,0,1268.8,1.5384,-0.2,-0.1,1952,0.7,0.7
HER49L,HER49L9_1D,HER49L9_1D_25,2.9,154.1,1,3.4,127.4,127.4,2.138,0,1238.702,1.1437,-0.3,-0.3,1416.696,0.9129,0.6611,0,1238.702,2.016,-0.3,-0.1,2497.206,0.3843,0.69,0,1238.7,1.5799,-0.3,-0.2,1957,0.6,0.7
HER49L,HER49L9_1D,HER49L9_1D_26,2.9,154.2,1,3.5,127.5,127.5,2.159,0,1250.869,1.1495,-0.2,-0.2,1437.831,0.9094,0.6352,0,1250.869,2.0034,-0.2,-0.1,2505.935,0.3919,0.6619,0,1250.9,1.5765,-0.2,-0.1,1971.9,0.7,0.6
HER49L,HER49L9_1D,HER49L9_1D_27,2.9,154.3,1,3.6,127.6,127.6,1.998,0,1157.59,1.1495,0.1,0.1,1330.704,0.9094,0.623,0,1157.59,2.127,0.1,0,2462.218,0.317,0.6487,0,1157.6,1.6383,0.1,0.1,1896.5,0.6,0.6
HER49L,HER49L9_1D,HER49L9_1D_28,2.9,154.4,1,3.7,127.7,127.7,2.042,0,1183.082,1.2094,-0.1,-0.1,1430.802,0.8731,0.6113,0,1183.083,2.1157,-0.1,0,2503.026,0.3238,0.636,0,1183.1,1.6626,-0.1,-0.1,1966.9,0.6,0.6
HER49L,HER49L9_1D,HER49L9_1D_29,2.9,154.5,1,3.8,127.8,127.8,2.107,0,1210.224,1.0641,-0.3,-0.3,1287.853,0.9611,0.5999,0,1210.224,2.0066,-0.3,-0.1,2428.448,0.3899,0.6237,0,1210.2,1.5354,-0.3,-0.2,1858.2,0.7,0.6
HER49L,HER49L9_1D,HER49L9_1D_30,2.9,154.6,1,3.9,127.9,127.9,2.372,0,1366.359,0.9736,-0.2,-0.2,1330.255,1.016,0.5785,0,1366.359,1.7938,-0.2,-0.1,2450.938,0.5189,0.6006,0,1366.4,1.3837,-0.2,-0.2,1890.6,0.8,0.6
HER49L,HER49L9_1D,HER49L9_1D_31,2.9,154.7,1,4,128,128,2.445,0,1400.344,0.9547,-0.5,-0.5,1336.936,1.0274,0.5683,0,1400.344,1.7443,-0.5,-0.3,2442.672,0.5489,0.5897,0,1400.3,1.3495,-0.5,-0.4,1889.8,0.8,0.6
HER49L,HER49L9_1D,HER49L9_1D_32,2.9,154.8,1,4.1,128.1,128.1,2.46,0,1396.934,0.9472,-0.5,-0.5,1323.19,1.032,0.5585,0,1396.934,1.733,-0.5,-0.3,2420.912,0.5557,0.5791,0,1396.9,1.3401,-0.5,-0.4,1872.1,0.8,0.6
HER49L,HER49L9_1D,HER49L9_1D_33,2.9,154.9,1,4.2,128.2,128.2,2.482,0,1405.436,0.9304,-0.6,-0.6,1307.657,1.0422,0.549,0,1405.436,1.7143,-0.6,-0.3,2409.302,0.5671,0.5689,0,1405.4,1.3224,-0.6,-0.5,1858.5,0.8,0.6
HER49L,HER49L9_1D,HER49L9_1D_34,2.9,155,1,4.3,128.3,128.3,2.485,0,1399.212,0.8989,-0.6,-0.7,1257.711,1.0613,0.549,0,1399.212,1.7,-0.6,-0.4,2378.696,0.5757,0.5689,0,1399.2,1.2995,-0.6,-0.5,1818.2,0.8,0.6
HER49L,HER49L9_1D,HER49L9_1D_35,2.9,155.1,1,4.4,128.4,128.4,2.479,0,1395.833,0.9028,-0.5,-0.6,1260.093,1.0589,0.5398,0,1395.833,1.7048,-0.5,-0.3,2379.643,0.5728,0.5591,0,1395.8,1.3038,-0.5,-0.4,1819.9,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_36,2.9,155.2,1,4.5,128.5,128.5,2.478,0,1395.271,0.915,-0.6,-0.7,1276.714,1.0515,0.5308,0,1395.271,1.7103,-0.6,-0.4,2386.273,0.5695,0.5495,0,1395.3,1.3127,-0.6,-0.5,1831.5,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_37,2.9,155.3,1,4.6,128.6,128.6,2.472,0,1395.822,0.9274,-0.4,-0.4,1294.529,1.044,0.5308,0,1395.822,1.7185,-0.4,-0.2,2398.705,0.5646,0.5495,0,1395.8,1.323,-0.4,-0.3,1846.6,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_38,2.9,155.4,1,4.7,128.7,128.7,2.477,0,1402.605,0.9306,-0.6,-0.6,1305.294,1.042,0.5222,0,1402.605,1.7171,-0.6,-0.3,2408.351,0.5654,0.5402,0,1402.6,1.3239,-0.6,-0.5,1856.8,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_39,2.9,155.5,1,4.8,128.8,128.8,2.484,0,1406.569,0.9547,-0.7,-0.7,1342.877,1.0274,0.5139,0,1406.569,1.723,-0.7,-0.4,2423.561,0.5618,0.5314,0,1406.6,1.3389,-0.7,-0.6,1883.2,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_40,2.9,155.6,1,4.9,128.9,128.9,2.484,0,1406.569,0.9111,-0.9,-1,1281.561,1.0539,0.5139,0,1406.569,1.7055,-0.9,-0.5,2398.833,0.5725,0.5314,0,1406.6,1.3083,-0.9,-0.8,1840.2,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_41,2.9,155.7,1,5,129,129,2.489,0,1405.421,0.8579,-0.7,-0.8,1205.755,1.0861,0.5057,0,1405.421,1.6817,-0.7,-0.4,2363.531,0.5868,0.5227,0,1405.4,1.2698,-0.7,-0.6,1784.6,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_42,2.9,155.8,1,5.1,129.1,129.1,2.469,0,1390.203,0.9672,-0.8,-0.8,1344.586,1.0199,0.4979,0,1390.203,1.7362,-0.8,-0.5,2413.692,0.5538,0.5143,0,1390.2,1.3517,-0.8,-0.6,1879.1,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_43,2.9,155.9,1,5.2,129.2,129.2,2.362,0,1329.955,0.9635,-0.8,-0.8,1281.445,1.0221,0.4979,0,1329.955,1.7957,-0.8,-0.4,2388.167,0.5178,0.5143,0,1330,1.3796,-0.8,-0.6,1834.8,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_44,2.9,156,1,5.3,129.3,129.3,2.366,0,1335.969,0.9954,-0.9,-0.9,1329.76,1.0028,0.4979,0,1335.969,1.8061,-0.9,-0.5,2412.929,0.5114,0.5143,0,1336,1.4008,-0.9,-0.7,1871.3,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_45,2.9,156.1,1,5.4,129.4,129.4,2.432,0,1369.37,0.9306,-0.9,-1,1274.345,1.0421,0.4979,0,1369.37,1.7419,-0.9,-0.5,2385.326,0.5504,0.5143,0,1369.4,1.3363,-0.9,-0.7,1829.8,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_46,2.9,156.2,1,5.5,129.5,129.5,2.45,0,1379.505,0.9814,-0.9,-0.9,1353.828,1.0113,0.4903,0,1379.505,1.7524,-0.9,-0.5,2417.468,0.544,0.5062,0,1379.5,1.3669,-0.9,-0.7,1885.6,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_47,2.9,156.3,1,5.6,129.6,129.6,2.488,0,1400.901,0.9697,-0.9,-0.9,1358.439,1.0184,0.4903,0,1400.901,1.727,-0.9,-0.5,2419.355,0.5594,0.5062,0,1400.9,1.3484,-0.9,-0.7,1888.9,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_48,2.9,156.4,1,5.7,129.7,129.7,2.495,0,1408.809,0.9833,-0.9,-0.9,1385.288,1.0101,0.4829,0,1408.809,1.7289,-0.9,-0.5,2435.645,0.5583,0.4984,0,1408.8,1.3561,-0.9,-0.7,1910.5,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_49,2.9,156.5,1,5.8,129.8,129.8,2.501,0,1400.336,0.9234,-0.8,-0.9,1293.014,1.0464,0.4829,0,1400.336,1.7013,-0.8,-0.5,2382.323,0.575,0.4984,0,1400.3,1.3124,-0.8,-0.7,1837.7,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_50,2.9,156.6,1,5.9,129.9,129.9,2.495,0,1389.198,0.9963,-0.7,-0.7,1384.04,1.0023,0.4829,0,1389.198,1.7342,-0.7,-0.4,2409.196,0.555,0.4984,0,1389.2,1.3653,-0.7,-0.6,1896.6,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_51,2.9,156.7,1,6,130,130,2.48,0,1373.2,0.9893,-0.6,-0.6,1358.441,1.0065,0.4829,0,1373.2,1.7393,-0.6,-0.3,2388.442,0.5519,0.4984,0,1373.2,1.3643,-0.6,-0.5,1873.4,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_52,2.9,156.8,1,6.1,130.1,130.1,2.501,0,1388.673,0.9367,-0.5,-0.5,1300.714,1.0384,0.4829,0,1388.673,1.7066,-0.5,-0.3,2369.94,0.5717,0.4984,0,1388.7,1.3217,-0.5,-0.4,1835.3,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_53,2.9,156.9,1,6.2,130.2,130.2,2.492,0,1387.528,0.9317,-0.5,-0.5,1292.773,1.0414,0.4757,0,1387.528,1.7094,-0.5,-0.3,2371.864,0.5701,0.4908,0,1387.5,1.3206,-0.5,-0.4,1832.3,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_54,2.9,157,1,6.3,130.3,130.3,2.513,0,1395.336,0.9239,-0.4,-0.4,1289.184,1.0461,0.4757,0,1395.336,1.6951,-0.4,-0.2,2365.279,0.5787,0.4908,0,1395.3,1.3095,-0.4,-0.3,1827.2,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_55,2.9,157.1,1,6.4,130.4,130.4,2.526,0,1410.385,0.9825,-0.5,-0.5,1385.649,1.0106,0.4829,0,1410.385,1.7123,-0.5,-0.3,2414.988,0.5683,0.4984,0,1410.4,1.3474,-0.5,-0.4,1900.3,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_56,2.9,157.2,1,6.5,130.5,130.5,2.534,0,1418.813,1.0031,-0.5,-0.5,1423.275,0.9981,0.4757,0,1418.813,1.7168,-0.5,-0.3,2435.792,0.5656,0.4908,0,1418.8,1.36,-0.5,-0.4,1929.5,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_57,2.9,157.3,1,6.6,130.6,130.6,2.529,0,1408.129,0.9426,-0.3,-0.3,1327.324,1.0348,0.4757,0,1408.129,1.6944,-0.3,-0.2,2385.88,0.5792,0.4908,0,1408.1,1.3185,-0.3,-0.2,1856.6,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_58,2.9,157.4,1,6.7,130.7,130.7,2.306,0,1280.4,1.0727,-0.1,-0.1,1373.466,0.9559,0.4757,0,1280.4,1.8742,-0.1,-0.1,2399.72,0.4702,0.4908,0,1280.4,1.4735,-0.1,-0.1,1886.6,0.7,0.5
HER49L,HER49L9_1D,HER49L9_1D_59,2.9,157.5,1,6.8,130.8,130.8,1.991,0,1105.497,1.189,0,0,1314.49,0.8854,0.4757,0,1105.497,2.1488,0,0,2375.531,0.3037,0.4908,0,1105.5,1.6689,0,0,1845,0.6,0.5
HER49L,HER49L9_1D,HER49L9_1D_60,2.9,157.6,1,6.9,130.9,130.9,1.924,0,1068.296,1.1411,-0.2,-0.2,1219.021,0.9145,0.4757,0,1068.296,2.1878,-0.2,-0.1,2337.263,0.2801,0.4908,0,1068.3,1.6645,-0.2,-0.1,1778.1,0.6,0.5
HER49L,HER49L9_1D,HER49L9_1D_61,2.9,157.7,1,7,131,131,2.016,0,1116.279,1.229,-0.4,-0.3,1371.902,0.8612,0.4757,0,1116.279,2.1446,-0.4,-0.2,2394.003,0.3063,0.4908,0,1116.3,1.6868,-0.4,-0.3,1883,0.6,0.5
HER49L,HER49L9_1D,HER49L9_1D_62,2.9,157.8,1,7.1,131.1,131.1,2.181,0,1214.365,1.0779,-0.4,-0.4,1308.947,0.9528,0.4688,0,1214.365,1.9586,-0.4,-0.2,2378.407,0.4191,0.4834,0,1214.4,1.5183,-0.4,-0.3,1843.7,0.7,0.5
HER49L,HER49L9_1D,HER49L9_1D_63,2.9,157.9,1,7.2,131.2,131.2,2.361,0,1310.938,0.9781,-0.4,-0.4,1282.245,1.0133,0.4757,0,1310.938,1.8021,-0.4,-0.2,2362.481,0.5139,0.4907,0,1310.9,1.3901,-0.4,-0.3,1822.4,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_64,2.9,158,1,7.3,131.3,131.3,2.504,0,1402.016,0.9781,-0.5,-0.5,1371.379,1.0132,0.4687,0,1402.016,1.722,-0.5,-0.3,2414.251,0.5624,0.4833,0,1402,1.3501,-0.5,-0.4,1892.8,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_65,2.9,158.1,1,7.4,131.4,131.4,2.502,0,1396.985,0.9146,-0.5,-0.5,1277.736,1.0517,0.4688,0,1396.985,1.6972,-0.5,-0.3,2370.981,0.5774,0.4834,0,1397,1.3059,-0.5,-0.4,1824.4,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_66,2.9,158.2,1,7.5,131.5,131.5,2.508,0,1404.255,1.0104,-0.4,-0.4,1418.796,0.9937,0.4688,0,1404.255,1.7332,-0.4,-0.2,2433.921,0.5556,0.4834,0,1404.3,1.3718,-0.4,-0.3,1926.4,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_67,2.9,158.3,1,7.6,131.6,131.6,2.509,0,1400.893,0.9632,-0.4,-0.4,1349.345,1.0223,0.4688,0,1400.894,1.7132,-0.4,-0.2,2400.029,0.5678,0.4834,0,1400.9,1.3382,-0.4,-0.3,1874.7,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_68,2.9,158.4,1,7.7,131.7,131.7,2.509,0,1396.993,0.9843,-0.4,-0.4,1375.036,1.0095,0.4619,0,1396.994,1.7219,-0.4,-0.2,2405.469,0.5625,0.4761,0,1397,1.3531,-0.4,-0.3,1890.3,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_69,2.9,158.5,1,7.8,131.8,131.8,2.516,0,1400.891,0.9145,-0.6,-0.7,1281.166,1.0518,0.4687,0,1400.891,1.6898,-0.6,-0.4,2367.187,0.582,0.4833,0,1400.9,1.3022,-0.6,-0.5,1824.2,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_70,2.9,158.6,1,7.9,131.9,131.9,2.493,0,1380.399,0.9446,-0.7,-0.7,1303.99,1.0335,0.4688,0,1380.399,1.7141,-0.7,-0.4,2366.167,0.5672,0.4834,0,1380.4,1.3294,-0.7,-0.6,1835.1,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_71,2.9,158.7,1,8,132,132,2.482,0,1366.74,0.9982,-0.9,-0.9,1364.348,1.0011,0.4687,0,1366.74,1.742,-0.9,-0.5,2380.82,0.5503,0.4833,0,1366.7,1.3701,-0.9,-0.7,1872.6,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_72,2.9,158.8,1,8.1,132.1,132.1,2.472,0,1361.234,0.9493,-0.8,-0.8,1292.252,1.0307,0.4619,0,1361.234,1.7273,-0.8,-0.5,2351.289,0.5592,0.4761,0,1361.2,1.3383,-0.8,-0.7,1821.8,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_73,2.9,158.9,1,8.2,132.2,132.2,2.484,0,1364.086,0.9514,-0.8,-0.8,1297.787,1.0295,0.462,0,1364.086,1.7217,-0.8,-0.5,2348.519,0.5626,0.4762,0,1364.1,1.3366,-0.8,-0.7,1823.2,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_74,2.9,159,1,8.3,132.3,132.3,2.499,0,1372.323,0.9995,-0.9,-0.9,1371.682,1.0003,0.4687,0,1372.323,1.7335,-0.9,-0.5,2378.877,0.5555,0.4833,0,1372.3,1.3665,-0.9,-0.7,1875.3,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_75,2.9,159.1,1,8.4,132.4,132.4,2.499,0,1368.565,0.9506,-0.7,-0.7,1301.009,1.0299,0.4619,0,1368.565,1.7134,-0.7,-0.4,2344.844,0.5677,0.4761,0,1368.6,1.332,-0.7,-0.6,1822.9,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_76,2.9,159.2,1,8.5,132.5,132.5,2.501,0,1369.661,0.9987,-0.8,-0.8,1367.926,1.0008,0.4619,0,1369.661,1.7321,-0.8,-0.5,2372.363,0.5563,0.4761,0,1369.7,1.3654,-0.8,-0.6,1870.1,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_77,2.9,159.3,1,8.6,132.6,132.6,2.502,0,1370.208,0.9983,-0.6,-0.6,1367.926,1.001,0.4619,0,1370.208,1.7314,-0.6,-0.3,2372.363,0.5567,0.4761,0,1370.2,1.3649,-0.6,-0.5,1870.1,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_78,2.9,159.4,1,8.7,132.7,132.7,2.509,0,1381.608,1.0195,-0.5,-0.5,1408.554,0.9882,0.4619,0,1381.608,1.7366,-0.5,-0.3,2399.233,0.5536,0.4761,0,1381.6,1.3781,-0.5,-0.4,1903.9,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_79,2.9,159.5,1,8.8,132.8,132.8,2.51,0,1385.974,0.9887,-0.5,-0.5,1370.346,1.0068,0.4687,0,1385.975,1.7232,-0.5,-0.3,2388.318,0.5617,0.4833,0,1386,1.356,-0.5,-0.4,1879.3,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_80,2.9,159.6,1,8.9,132.9,132.9,2.515,0,1392.58,0.969,-0.5,-0.5,1349.434,1.0188,0.4687,0,1392.58,1.7125,-0.5,-0.3,2384.733,0.5682,0.4833,0,1392.6,1.3408,-0.5,-0.4,1867.1,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_81,2.9,159.7,1,9,133,133,2.515,0,1396.447,0.9755,-0.5,-0.5,1362.213,1.0149,0.4687,0,1396.447,1.7151,-0.5,-0.3,2395.073,0.5666,0.4833,0,1396.4,1.3453,-0.5,-0.4,1878.6,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_82,2.9,159.8,1,9.1,133.1,133.1,2.526,0,1406.459,0.9502,-0.5,-0.5,1336.47,1.0302,0.4687,0,1406.459,1.699,-0.5,-0.3,2389.614,0.5763,0.4833,0,1406.5,1.3246,-0.5,-0.4,1863,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_83,2.9,159.9,1,9.2,133.2,133.2,2.531,0,1409.243,0.9467,-0.5,-0.5,1334.186,1.0323,0.4619,0,1409.243,1.695,-0.5,-0.3,2388.681,0.5788,0.4761,0,1409.2,1.3209,-0.5,-0.4,1861.4,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_84,2.9,160,1,9.3,133.3,133.3,2.529,0,1404.22,0.9765,-0.6,-0.6,1371.219,1.0142,0.4687,0,1404.22,1.7083,-0.6,-0.4,2398.791,0.5707,0.4833,0,1404.2,1.3424,-0.6,-0.5,1885,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_85,2.9,160.1,1,9.4,133.4,133.4,2.524,0,1401.444,0.9816,-0.4,-0.4,1375.711,1.0111,0.4687,0,1401.444,1.713,-0.4,-0.2,2400.65,0.5679,0.4833,0,1401.4,1.3473,-0.4,-0.3,1888.2,0.8,0.5
HER49L,HER49L9_1D,HER49L9_1D_86,2.9,160.2,1,9.5,133.5,133.5,2.515,0,1392.58,1.0329,-0.4,-0.4,1438.345,0.9801,0.4687,0,1392.58,1.739,-0.4,-0.2,2421.763,0.5521,0.4833,0,1392.6,1.386,-0.4,-0.3,1930.1,0.8,0.5
