SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH,Field_depth,Strat_depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,Accum_rate,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT,WMAR_SAT,WMAR_UNSAT,WMAR_Mean
HER44L,HER44L_2A,HER44L_2A_1,2.4,58.4,2,8.3,0,0,215.1,627.52,517.07,494.75,0.03003003,2.186,0,770.2608,0.4023,-0.4,-1,309.8798,1.3622,0.4838,0,770.2608,1.6447,-0.4,-0.2,1266.867,0.6093,0.4838,0,770.3,1.0235,-0.4,-0.6,788.4,1,0.5,0.012081081,0.04939039,0.030735736
HER44L,HER44L_2A,HER44L_2A_2,2.4,58.5,2,8.4,0.1,0.1,216.89,633.86,520.03,498.08,0.030120482,2.013,0,541.4201,0.4721,-0.4,-0.8,255.6219,1.3199,0.4774,0,541.4201,1.7972,-0.4,-0.2,973.0642,0.5168,0.4774,0,541.4,1.1347,-0.4,-0.5,614.3,0.9,0.5,0.01421988,0.05413253,0.034176205
HER44L,HER44L_2A,HER44L_2A_3,2.4,58.6,2,8.5,0.2,0.2,217.89,639.8,523.37,501.4,0.03003003,1.86,0,759.804,0.5346,-0.3,-0.6,406.2161,1.282,0.4774,0,759.804,1.9527,-0.3,-0.2,1483.661,0.4226,0.4774,0,759.8,1.2437,-0.3,-0.4,944.9,0.9,0.5,0.016054054,0.05863964,0.037346847
HER44L,HER44L_2A,HER44L_2A_4,2.4,58.7,2,8.6,0.3,0.3,221.72,647.33,526.27,504.73,0.03003003,1.799,0,598.0719,0.5625,-0.2,-0.4,336.4202,1.2651,0.4712,0,598.0719,2.0221,-0.2,-0.1,1209.335,0.3806,0.4712,0,598.1,1.2923,-0.2,-0.2,772.9,0.8,0.5,0.016891892,0.060723724,0.038807808
HER44L,HER44L_2A,HER44L_2A_5,2.4,58.8,2,8.7,0.4,0.4,223.23,653.04,528.87,508.06,0.03003003,1.769,0,541.3097,0.5844,-0.2,-0.3,316.3447,1.2519,0.4593,0,541.3097,2.0604,-0.2,-0.1,1115.299,0.3574,0.4593,0,541.3,1.3224,-0.2,-0.2,715.8,0.8,0.5,0.01754955,0.061873874,0.039711712
HER44L,HER44L_2A,HER44L_2A_6,2.4,58.9,2,8.8,0.5,0.5,225.51,662.84,531.65,511.39,0.030120482,1.756,0,522.1529,0.4472,-0.1,-0.2,233.4977,1.335,0.4593,0,522.1529,2.0308,-0.1,0,1060.404,0.3753,0.4593,0,522.2,1.239,-0.1,-0.1,647,0.9,0.5,0.01346988,0.061168675,0.037319277
HER44L,HER44L_2A,HER44L_2A_7,2.4,59,2,8.9,0.6,0.6,228.47,671.68,533.74,514.71,0.03003003,1.796,0,459.5702,0.5144,-0.1,-0.2,236.4048,1.2943,0.4536,0,459.5702,2.0097,-0.1,0,923.5925,0.3881,0.4536,0,459.6,1.2621,-0.1,-0.1,580,0.8,0.5,0.015447447,0.060351351,0.037899399
HER44L,HER44L_2A,HER44L_2A_8,2.4,59.1,2,9,0.7,0.7,230.47,684.07,536.24,518.04,0.03003003,1.908,0,740.1086,0.4351,0,0,322.0538,1.3423,0.4536,0,740.1086,1.8763,0,0,1388.68,0.4689,0.4536,0,740.1,1.1557,0,0,855.4,0.9,0.5,0.013066066,0.056345345,0.034705706
HER44L,HER44L_2A,HER44L_2A_9,2.4,59.2,2,9.1,0.8,0.8,234.22,695.55,539.17,521.37,0.030120482,1.961,0,862.7365,0.4302,0,0,371.184,1.3453,0.448,0,862.7365,1.8277,0,0,1576.857,0.4983,0.448,0,862.7,1.129,0,0,974,0.9,0.4,0.012957831,0.055051205,0.034004518
HER44L,HER44L_2A,HER44L_2A_10,2.4,59.3,2,9.2,0.9,0.9,237.66,707.93,541.56,524.69,0.03003003,1.999,0,983.2761,0.4599,0,0,452.2571,1.3273,0.4425,0,983.2761,1.8049,0,0,1774.714,0.5122,0.4425,0,983.3,1.1324,0,0,1113.5,0.9,0.4,0.013810811,0.054201201,0.034006006
HER44L,HER44L_2A,HER44L_2A_11,2.4,59.4,2,9.3,1,1,239.23,718,543.8,528.02,0.03003003,1.868,0,818.2217,0.3398,0,0,278.0125,1.4001,0.4371,0,818.2217,1.8848,0,0,1542.194,0.4638,0.4371,0,818.2,1.1123,0,0,910.1,0.9,0.4,0.010204204,0.056600601,0.033402402
HER44L,HER44L_2A,HER44L_2A_12,2.4,59.5,2,9.4,1.1,1.1,241.3,729.53,545.75,531.35,0.03003003,1.705,0,751.7637,0.282,0.1,0.4,211.9954,1.4352,0.4319,0,751.7637,2.0389,0.1,0,1532.743,0.3704,0.4319,0,751.8,1.1605,0.1,0.2,872.4,0.9,0.4,0.008468468,0.061228228,0.034848348
HER44L,HER44L_2A,HER44L_2A_13,2.4,59.6,2,9.5,1.2,1.2,244.23,743.17,547.7,534.68,0.030120482,1.676,0,660.3625,0.4442,0.2,0.5,293.345,1.3368,0.4319,0,660.3625,2.1204,0.2,0.1,1400.199,0.321,0.4319,0,660.4,1.2823,0.2,0.3,846.8,0.8,0.4,0.013379518,0.06386747,0.038623494
HER44L,HER44L_2A,HER44L_2A_14,2.4,59.7,2,9.6,1.3,1.3,247.4,753.52,549.88,538,0.03003003,1.712,0,627.566,0.5551,0.2,0.4,348.388,1.2696,0.4268,0,627.566,2.1132,0.2,0.1,1326.192,0.3253,0.4268,0,627.6,1.3342,0.2,0.2,837.3,0.8,0.4,0.01666967,0.063459459,0.040064565
HER44L,HER44L_2A,HER44L_2A_15,2.4,59.8,2,9.7,1.4,1.4,250.16,764.17,552.1,541.33,0.03003003,1.724,0,493.5586,0.5844,0,0,288.4546,1.2519,0.4218,0,493.5586,2.1092,0,0,1041.013,0.3278,0.4218,0,493.6,1.3468,0,0,664.7,0.8,0.4,0.01754955,0.063339339,0.040444444
HER44L,HER44L_2A,HER44L_2A_16,2.4,59.9,2,9.8,1.5,1.5,253.24,775.35,554.28,544.66,0.030120482,1.904,0,724.5054,0.3527,0,0,255.516,1.3923,0.4169,0,724.5054,1.8549,0,0,1343.891,0.4819,0.4169,0,724.5,1.1038,0,0,799.7,0.9,0.4,0.010623494,0.055870482,0.033246988
