SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH_sed,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_212,2.4,1161,31,5.6,85.5,85.5,2.598,0.5896,1938.806,1.4373,3.4,2.4,2786.559,0.7501,3.438,0.5896,1938.806,1.8401,3.4,1.8,3567.615,0.5199,3.438,0.5896,1938.806,1.6387,3.4,2.1,3177.087,0.635,3.438
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_213,2.4,1161.5,31,6.1,86,86,2.614,0.4614,1943.495,1.451,4.7,3.2,2819.945,0.7423,4.0351,0.4614,1943.495,1.8715,4.7,2.5,3637.174,0.502,4.0351,0.4614,1943.495,1.66125,4.7,2.9,3228.5595,0.62215,4.0351
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_214,2.4,1162,31,6.6,86.5,86.5,2.619,0.2279,1973.625,1.4636,4.2,2.9,2888.505,0.7351,3.5701,0.2279,1973.625,1.9,4.2,2.2,3749.909,0.4857,3.5701,0.2279,1973.625,1.6818,4.2,2.5,3319.207,0.6104,3.5701
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_215,2.4,1162.5,31,7.1,87,87,2.614,0.1886,1978.804,1.4533,8,5.5,2875.877,0.7409,2.9883,0.1886,1978.804,1.8762,8,4.3,3712.718,0.4993,2.9883,0.1886,1978.804,1.66475,8,4.9,3294.2975,0.6201,2.9883
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_216,2.4,1163,31,7.6,87.5,87.5,2.603,0.1435,1973.465,1.4302,7,4.9,2822.493,0.7542,3.8561,0.1435,1973.465,1.829,7,3.8,3609.394,0.5263,3.8561,0.1435,1973.465,1.6296,7,4.4,3215.9435,0.64025,3.8561
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_217,2.4,1163.5,31,8.1,88,88,2.588,0.2594,1977.082,1.3877,9,6.5,2743.684,0.7784,3.0491,0.2594,1977.082,1.7575,9,5.1,3474.718,0.5671,3.0491,0.2594,1977.082,1.5726,9,5.8,3109.201,0.67275,3.0491
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_218,2.4,1164,31,8.6,88.5,88.5,2.56,0.3425,1992.218,1.3841,7,5.1,2757.331,0.7805,2.4371,0.3425,1992.218,1.7492,7,4,3484.87,0.5719,2.4371,0.3425,1992.218,1.56665,7,4.5,3121.1005,0.6762,2.4371
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_219,2.4,1164.5,31,9.1,89,89,2.549,0.2957,1975.969,1.3572,6.1,4.5,2681.837,0.7959,3.1342,0.2957,1975.969,1.7119,6.1,3.6,3382.574,0.5932,3.1342,0.2957,1975.969,1.53455,6.1,4,3032.2055,0.69455,3.1342
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_220,2.4,1165,31,9.6,89.5,89.5,2.544,0.3826,1965.997,1.3597,5.7,4.2,2673.142,0.7945,2.6847,0.3826,1965.997,1.7149,5.7,3.3,3371.582,0.5915,2.6847,0.3826,1965.997,1.5373,5.7,3.8,3022.362,0.693,2.6847
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_221,2.4,1165.5,31,10.1,90,90,2.464,0.5116,1958.665,1.3977,1.9,1.4,2737.573,0.7728,2.6195,0.5116,1958.665,1.7625,1.9,1.1,3452.212,0.5643,2.6195,0.5116,1958.665,1.5801,1.9,1.2,3094.8925,0.66855,2.6195
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_222,2.4,1166,31,10.6,90.5,90.5,2.448,0.4554,1949.045,1.3919,3.5,2.5,2712.927,0.776,2.5917,0.4554,1949.045,1.7549,3.5,2,3420.335,0.5686,2.5917,0.4554,1949.045,1.5734,3.5,2.3,3066.631,0.6723,2.5917
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_223,2.4,1166.5,31,11.1,91,91,2.438,0.4271,1904.688,1.3868,3.3,2.4,2641.465,0.779,2.5027,0.4271,1904.688,1.7485,3.3,1.9,3330.265,0.5723,2.5027,0.4271,1904.688,1.56765,3.3,2.1,2985.865,0.67565,2.5027
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_224,2.4,1167,31,11.6,91.5,91.5,2.437,0.7567,1892.081,1.3689,1.1,0.8,2590.018,0.7892,2.1224,0.7567,1892.081,1.7264,1.1,0.6,3266.507,0.5849,2.1224,0.7567,1892.081,1.54765,1.1,0.7,2928.2625,0.68705,2.1224
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_225,2.4,1167.5,31,12.1,92,92,2.432,0.5648,1889.666,1.3871,1.5,1.1,2621.096,0.7788,2.2575,0.5648,1889.666,1.7488,1.5,0.9,3304.681,0.5721,2.2575,0.5648,1889.666,1.56795,1.5,1,2962.8885,0.67545,2.2575
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_226,2.4,1168,31,12.6,92.5,92.5,2.43,0.5107,1879.351,1.3743,1.4,1,2582.766,0.7861,1.9805,0.5107,1879.351,1.7332,1.4,0.8,3257.227,0.581,1.9805,0.5107,1879.351,1.55375,1.4,0.9,2919.9965,0.68355,1.9805
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_227,2.4,1168.5,31,13.1,93,93,2.428,0.354,1895.394,1.3735,1.1,0.8,2603.374,0.7866,1.9819,0.354,1895.394,1.7323,1.1,0.6,3283.392,0.5815,1.9819,0.354,1895.394,1.5529,1.1,0.7,2943.383,0.68405,1.9819
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_228,2.4,1169,31,13.6,93.5,93.5,2.422,0.272,1908.589,1.3841,1.2,0.9,2641.689,0.7805,1.9419,0.272,1908.589,1.7453,1.2,0.7,3331.112,0.5741,1.9419,0.272,1908.589,1.5647,1.2,0.8,2986.4005,0.6773,1.9419
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_229,2.4,1169.5,31,14.1,94,94,2.417,0.1311,1832.449,1.3902,1.5,1.1,2547.378,0.7771,2.0927,0.1311,1832.449,1.7528,1.5,0.9,3211.991,0.5698,2.0927,0.1311,1832.449,1.5715,1.5,1,2879.6845,0.67345,2.0927
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_230,2.4,1170,31,14.6,94.5,94.5,2.417,0.3707,1880.934,1.3855,1.9,1.4,2606.007,0.7797,2.2076,0.3707,1880.934,1.7471,1.9,1.1,3286.225,0.5731,2.2076,0.3707,1880.934,1.5663,1.9,1.2,2946.116,0.6764,2.2076
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_231,2.4,1170.5,31,15.1,95,95,2.412,0.4419,1894.737,1.3786,1.7,1.2,2612.127,0.7836,1.7424,0.4419,1894.737,1.7389,1.7,1,3294.847,0.5777,1.7424,0.4419,1894.737,1.55875,1.7,1.1,2953.487,0.68065,1.7424
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_232,2.4,1171,31,15.6,95.5,95.5,2.402,0.3437,1872.175,1.3912,0.4,0.3,2604.489,0.7765,1.9776,0.3437,1872.175,1.7544,0.4,0.2,3284.55,0.5689,1.9776,0.3437,1872.175,1.5728,0.4,0.3,2944.5195,0.6727,1.9776
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_233,2.4,1171.5,31,16.1,96,96,2.401,0.3169,1925.421,1.3992,0.2,0.1,2694.049,0.7719,2.0576,0.3169,1925.421,1.7643,0.2,0.1,3396.942,0.5633,2.0576,0.3169,1925.421,1.58175,0.2,0.1,3045.4955,0.6676,2.0576
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_234,2.4,1172,31,16.6,96.5,96.5,2.397,0.2243,1936.188,1.4037,1.2,0.9,2717.78,0.7693,2.1443,0.2243,1936.188,1.7698,1.2,0.7,3426.744,0.5601,2.1443,0.2243,1936.188,1.58675,1.2,0.8,3072.262,0.6647,2.1443
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_235,2.4,1172.5,31,17.1,97,97,2.396,0.217,1949.553,1.4269,2,1.4,2781.819,0.7561,1.8915,0.217,1949.553,1.799,2,1.1,3507.337,0.5434,1.8915,0.217,1949.553,1.61295,2,1.3,3144.578,0.64975,1.8915
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_236,2.4,1173,31,17.6,97.5,97.5,2.396,0.1856,1973.641,1.4053,1.6,1.1,2773.624,0.7684,1.8995,0.1856,1973.641,1.7719,1.6,0.9,3497.101,0.5589,1.8995,0.1856,1973.641,1.5886,1.6,1,3135.3625,0.66365,1.8995
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_237,2.4,1173.5,31,18.1,98,98,2.393,0.2309,1971.17,1.4103,1.5,1.1,2779.979,0.7655,1.8563,0.2309,1971.17,1.7781,1.5,0.8,3504.977,0.5554,1.8563,0.2309,1971.17,1.5942,1.5,1,3142.478,0.66045,1.8563
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_238,2.4,1174,31,18.6,98.5,98.5,2.38,0.2377,1976.744,1.4053,1.5,1.1,2777.929,0.7684,2.3297,0.2377,1976.744,1.7722,1.5,0.8,3503.163,0.5587,2.3297,0.2377,1976.744,1.58875,1.5,1,3140.546,0.66355,2.3297
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_239,2.4,1174.5,31,19.1,99,99,2.385,0.1342,1911.058,1.4107,2,1.4,2696.004,0.7653,2.1633,0.1342,1911.058,1.7787,2,1.1,3399.287,0.555,2.1633,0.1342,1911.058,1.5947,2,1.3,3047.6455,0.66015,2.1633
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_240,2.4,1175,31,19.6,99.5,99.5,2.386,0.1349,1930.421,1.4121,1.4,1,2725.919,0.7645,2.1529,0.1349,1930.421,1.7804,1.4,0.8,3436.913,0.5541,2.1529,0.1349,1930.421,1.59625,1.4,0.9,3081.416,0.6593,2.1529
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_241,2.4,1175.5,31,20.1,100,100,2.39,0.0639,1928.975,1.429,1.3,0.9,2756.431,0.7549,2.0343,0.0639,1928.975,1.8016,1.3,0.7,3475.272,0.5419,2.0343,0.0639,1928.975,1.6153,1.3,0.8,3115.8515,0.6484,2.0343
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_242,2.4,1176,31,20.6,100.5,100.5,2.401,0.0662,1816.188,1.3939,1.5,1.1,2531.522,0.7749,1.809,0.0662,1816.188,1.7577,1.5,0.9,3192.362,0.567,1.809,0.0662,1816.188,1.5758,1.5,1,2861.942,0.67095,1.809
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_243,2.4,1176.5,31,21.1,101,101,2.414,0.0959,1800.149,1.3883,2.3,1.7,2499.09,0.7781,1.9761,0.0959,1800.149,1.7506,2.3,1.3,3151.326,0.5711,1.9761,0.0959,1800.149,1.56945,2.3,1.5,2825.208,0.6746,1.9761
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_244,2.4,1177,31,21.6,101.5,101.5,2.431,0.1247,1811.475,1.3817,0.9,0.7,2502.955,0.7819,2.0011,0.1247,1811.475,1.7422,0.9,0.5,3156.002,0.5759,2.0011,0.1247,1811.475,1.56195,0.9,0.6,2829.4785,0.6789,2.0011
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_245,2.4,1177.5,31,22.1,102,102,2.443,0.1174,1774.147,1.3988,-0.1,-0.1,2481.697,0.7721,1.8995,0.1174,1774.147,1.7636,-0.1,-0.1,3128.919,0.5636,1.8995,0.1174,1774.147,1.5812,-0.1,-0.1,2805.308,0.66785,1.8995
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_246,2.4,1178,31,22.6,102.5,102.5,2.458,0.1152,1760.745,1.3962,1.5,1.1,2458.356,0.7736,1.9892,0.1152,1760.745,1.7605,1.5,0.9,3099.768,0.5654,1.9892,0.1152,1760.745,1.57835,1.5,1,2779.062,0.6695,1.9892
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_247,2.4,1178.5,31,23.1,103,103,2.468,0.1398,1774.264,1.3706,1.3,0.9,2431.792,0.7882,2.0085,0.1398,1774.264,1.728,1.3,0.8,3065.903,0.584,2.0085,0.1398,1774.264,1.5493,1.3,0.9,2748.8475,0.6861,2.0085
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_248,2.4,1179,31,23.6,103.5,103.5,2.484,0.1324,1788.337,1.3595,0.4,0.3,2431.212,0.7946,1.7733,0.1324,1788.337,1.714,0.4,0.2,3065.229,0.592,1.7733,0.1324,1788.337,1.53675,0.4,0.3,2748.2205,0.6933,1.7733
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_249,2.4,1179.5,31,24.1,104,104,2.489,0.1404,1814.14,1.3673,0.3,0.2,2480.533,0.7901,2.2518,0.1404,1814.14,1.7239,0.3,0.2,3127.317,0.5864,2.2518,0.1404,1814.14,1.5456,0.3,0.2,2803.925,0.68825,2.2518
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_250,2.4,1180,31,24.6,104.5,104.5,2.495,0.0959,1813.227,1.367,1,0.7,2478.596,0.7903,2.1375,0.0959,1813.227,1.7234,1,0.6,3124.927,0.5866,2.1375,0.0959,1813.227,1.5452,1,0.7,2801.7615,0.68845,2.1375
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_251,2.4,1180.5,31,25.1,105,105,2.493,0.1103,1819.708,1.3909,1.3,0.9,2530.979,0.7766,2.007,0.1103,1819.708,1.7545,1.3,0.7,3192.674,0.5689,2.007,0.1103,1819.708,1.5727,1.3,0.8,2861.8265,0.67275,2.007
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_252,2.4,1181,31,25.6,105.5,105.5,2.489,0.1224,1834.193,1.3667,2.6,1.9,2506.808,0.7905,2.0655,0.1224,1834.193,1.7231,2.6,1.5,3160.436,0.5868,2.0655,0.1224,1834.193,1.5449,2.6,1.7,2833.622,0.68865,2.0655
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_253,2.4,1181.5,31,26.1,106,106,2.484,0.1016,1883.245,1.3527,1.3,1,2547.378,0.7985,2.0482,0.1016,1883.245,1.7056,1.3,0.8,3211.991,0.5968,2.0482,0.1016,1883.245,1.52915,1.3,0.9,2879.6845,0.69765,2.0482
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_254,2.4,1182,31,26.6,106.5,106.5,2.479,0.0503,1930.686,1.356,1.4,1,2618.015,0.7966,1.8237,0.0503,1930.686,1.7098,1.4,0.8,3301.022,0.5944,1.8237,0.0503,1930.686,1.5329,1.4,0.9,2959.5185,0.6955,1.8237
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_255,2.4,1182.5,31,27.1,107,107,2.474,0.0416,1949.567,1.3594,1.2,0.9,2650.174,0.7946,2.0798,0.0416,1949.567,1.714,1.2,0.7,3341.536,0.592,2.0798,0.0416,1949.567,1.5367,1.2,0.8,2995.855,0.6933,2.0798
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_256,2.4,1183,31,27.6,107.5,107.5,2.468,0.0372,1932.655,1.3975,3,2.1,2700.937,0.7728,2.0943,0.0372,1932.655,1.7625,3,1.7,3406.207,0.5643,2.0943,0.0372,1932.655,1.58,3,1.9,3053.572,0.66855,2.0943
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_257,2.4,1183.5,31,28.1,108,108,2.464,0.0337,1869.5,1.4124,1.7,1.2,2640.413,0.7644,2.1107,0.0337,1869.5,1.782,1.7,1,3331.448,0.5531,2.1107,0.0337,1869.5,1.5972,1.7,1.1,2985.9305,0.65875,2.1107
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_258,2.4,1184,31,28.6,108.5,108.5,2.452,0.056,1909.658,1.4212,2.3,1.6,2714.024,0.7593,1.9951,0.056,1909.658,1.7933,2.3,1.3,3424.639,0.5467,1.9951,0.056,1909.658,1.60725,2.3,1.5,3069.3315,0.653,1.9951
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_259,2.4,1184.5,31,29.1,109,109,2.45,0.0353,1911.077,1.4144,3.7,2.6,2703.074,0.7632,2.3317,0.0353,1911.077,1.7842,3.7,2.1,3409.649,0.5519,2.3317,0.0353,1911.077,1.5993,3.7,2.3,3056.3615,0.65755,2.3317
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_260,2.4,1185,31,29.6,109.5,109.5,2.448,0.0441,1835.083,1.4227,4.4,3.1,2610.719,0.7585,2.6874,0.0441,1835.083,1.7951,4.4,2.5,3294.148,0.5457,2.6874,0.0441,1835.083,1.6089,4.4,2.8,2952.4335,0.6521,2.6874
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_261,2.4,1185.5,31,30.1,110,110,2.443,0.0749,1821.775,1.4694,3.5,2.4,2677.005,0.7317,2.1443,0.0749,1821.775,1.8608,3.5,1.9,3390.002,0.5081,2.1443,0.0749,1821.775,1.6651,3.5,2.1,3033.5035,0.6199,2.1443
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_262,2.4,1186,31,30.6,110.5,110.5,2.443,0.1162,1846.561,1.4827,2.7,1.8,2737.979,0.7241,2.1308,0.1162,1846.561,1.881,2.7,1.4,3473.355,0.4966,2.1308,0.1162,1846.561,1.68185,2.7,1.6,3105.667,0.61035,2.1308
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_263,2.4,1186.5,31,31.1,111,111,2.437,0.1073,1847.612,1.464,3.5,2.4,2704.927,0.7348,2.6093,0.1073,1847.612,1.8521,3.5,1.9,3421.906,0.5131,2.6093,0.1073,1847.612,1.65805,3.5,2.1,3063.4165,0.62395,2.6093
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_264,2.4,1187,31,31.6,111.5,111.5,2.423,0.0979,1891.491,1.4121,5.2,3.7,2670.925,0.7645,2.6793,0.0979,1891.491,1.7804,5.2,2.9,3367.566,0.5541,2.6793,0.0979,1891.491,1.59625,5.2,3.3,3019.2455,0.6593,2.6793
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_265,2.4,1187.5,31,32.1,112,112,2.416,0.0771,1948.387,1.366,2.7,2,2661.577,0.7908,2.1546,0.0771,1948.387,1.7238,2.7,1.6,3358.577,0.5864,2.1546,0.0771,1948.387,1.5449,2.7,1.8,3010.077,0.6886,2.1546
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_266,2.4,1188,31,32.6,112.5,112.5,2.406,0.0466,1937.198,1.3831,1.1,0.8,2679.375,0.7811,2.1563,0.0466,1937.198,1.7446,1.1,0.6,3379.553,0.5745,2.1563,0.0466,1937.198,1.56385,1.1,0.7,3029.464,0.6778,2.1563
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_267,2.4,1188.5,31,33.1,113,113,2.401,0.0651,1881.661,1.4359,1.2,0.8,2701.823,0.7509,2.0297,0.0651,1881.661,1.8108,1.2,0.7,3407.264,0.5367,2.0297,0.0651,1881.661,1.62335,1.2,0.7,3054.5435,0.6438,2.0297
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_268,2.4,1189,31,33.6,113.5,113.5,2.398,0.0649,1840.368,1.4246,1.8,1.3,2621.84,0.7574,2.1546,0.0649,1840.368,1.7962,1.8,1,3305.595,0.5451,2.1546,0.0649,1840.368,1.6104,1.8,1.1,2963.7175,0.65125,2.1546
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_269,2.4,1189.5,31,34.1,114,114,2.396,0.1062,1854.489,1.3834,3.7,2.7,2565.447,0.7809,1.9336,0.1062,1854.489,1.7452,3.7,2.1,3236.481,0.5742,1.9336,0.1062,1854.489,1.5643,3.7,2.4,2900.964,0.67755,1.9336
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_270,2.4,1190,31,34.6,114.5,114.5,2.385,0.1705,1863.281,1.3983,1.2,0.9,2605.407,0.7724,1.8757,0.1705,1863.281,1.7635,1.2,0.7,3285.957,0.5637,1.8757,0.1705,1863.281,1.5809,1.2,0.8,2945.682,0.66805,1.8757
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_271,2.4,1190.5,31,35.1,115,115,2.381,0.1314,1909.383,1.3831,0.9,0.7,2640.956,0.7811,2.2221,0.1314,1909.383,1.7456,0.9,0.5,3333.008,0.5739,2.2221,0.1314,1909.383,1.56435,0.9,0.6,2986.982,0.6775,2.2221
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_272,2.4,1191,31,35.6,115.5,115.5,2.374,0.0714,1906.828,1.3934,1.6,1.1,2656.995,0.7752,1.8551,0.0714,1906.828,1.7581,1.6,0.9,3352.341,0.5668,1.8551,0.0714,1906.828,1.57575,1.6,1,3004.668,0.671,1.8551
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_273,2.4,1191.5,31,36.1,116,116,2.365,0.0552,1888.978,1.4151,0.9,0.6,2673.061,0.7628,2.1685,0.0552,1888.978,1.7845,0.9,0.5,3370.848,0.5517,2.1685,0.0552,1888.978,1.5998,0.9,0.6,3021.9545,0.65725,2.1685
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_274,2.4,1192,31,36.6,116.5,116.5,2.36,0.0625,1833.722,1.4015,1.6,1.1,2569.892,0.7706,2.2765,0.0625,1833.722,1.7682,1.6,0.9,3242.471,0.561,2.2765,0.0625,1833.722,1.58485,1.6,1,2906.1815,0.6658,2.2765
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_275,2.4,1192.5,31,37.1,117,117,2.36,0.0866,1856.806,1.3861,1.8,1.3,2573.625,0.7794,1.9336,0.0866,1856.806,1.7501,1.8,1,3249.605,0.5714,1.9336,0.0866,1856.806,1.5681,1.8,1.2,2911.615,0.6754,1.9336
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_276,2.4,1193,31,37.6,117.5,117.5,2.367,0.0801,1877.082,1.3657,2.9,2.1,2563.437,0.7911,2.2295,0.0801,1877.082,1.7262,2.9,1.7,3240.131,0.5851,2.2295,0.0801,1877.082,1.54595,2.9,1.9,2901.784,0.6881,2.2295
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_277,2.4,1193.5,31,38.1,118,118,2.37,0.0976,1867.612,1.3745,1.9,1.4,2566.991,0.786,1.791,0.0976,1867.612,1.7361,1.9,1.1,3242.326,0.5794,1.791,0.0976,1867.612,1.5553,1.9,1.2,2904.6585,0.6827,1.791
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_278,2.4,1194,31,38.6,118.5,118.5,2.375,0.1106,1856.92,1.3862,1.1,0.8,2574.089,0.7793,1.9546,0.1106,1856.92,1.7495,1.1,0.6,3248.685,0.5717,1.9546,0.1106,1856.92,1.56785,1.1,0.7,2911.387,0.6755,1.9546
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_279,2.4,1194.5,31,39.1,119,119,2.381,0.1164,1879.242,1.3759,-0.1,-0.1,2585.724,0.7852,1.9603,0.1164,1879.242,1.7371,-0.1,-0.1,3264.498,0.5788,1.9603,0.1164,1879.242,1.5565,-0.1,-0.1,2925.111,0.682,1.9603
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_280,2.4,1195,31,39.6,119.5,119.5,2.396,0.0964,1874.804,1.3677,0,NA,2564.256,0.7899,1.771,0.0964,1874.804,1.7268,0,NA,3237.321,0.5847,1.771,0.0964,1874.804,1.54725,0,NA,2900.7885,0.6873,1.771
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_281,2.4,1195.5,31,40.1,120,120,2.396,0.1181,1882.169,1.3747,0.7,0.5,2587.414,0.7859,2.0639,0.1181,1882.169,1.7349,0.7,0.4,3265.403,0.58,2.0639,0.1181,1882.169,1.5548,0.7,0.5,2926.4085,0.68295,2.0639
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_282,2.4,1196,31,40.6,120.5,120.5,2.393,0.1003,1929.839,1.3592,0.5,0.4,2622.981,0.7948,1.8982,0.1003,1929.839,1.717,0.5,0.3,3313.489,0.5903,1.8982,0.1003,1929.839,1.5381,0.5,0.3,2968.235,0.69255,1.8982
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_283,2.4,1196.5,31,41.1,121,121,2.401,0.0726,1952.032,1.3519,0.6,0.4,2639.013,0.7989,1.7334,0.0726,1952.032,1.7081,0.6,0.4,3334.339,0.5954,1.7334,0.0726,1952.032,1.53,0.6,0.4,2986.676,0.69715,1.7334
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_284,2.4,1197,31,41.6,121.5,121.5,2.406,0.0472,1937.198,1.3564,1.4,1,2627.645,0.7963,1.4975,0.0472,1937.198,1.713,1.4,0.8,3318.426,0.5926,1.4975,0.0472,1937.198,1.5347,1.4,0.9,2973.0355,0.69445,1.4975
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_285,2.4,1197.5,31,42.1,122,122,2.406,0.0654,1908.01,1.3529,0.5,0.4,2581.288,0.7984,1.7006,0.0654,1908.01,1.7089,0.5,0.3,3260.6,0.5949,1.7006,0.0654,1908.01,1.5309,0.5,0.3,2920.944,0.69665,1.7006
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_286,2.4,1198,31,42.6,122.5,122.5,2.406,0.0994,1929.431,1.365,0.6,0.4,2633.664,0.7914,2.0943,0.0994,1929.431,1.723,0.6,0.3,3324.429,0.5869,2.0943,0.0994,1929.431,1.544,0.6,0.4,2979.0465,0.68915,2.0943
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_287,2.4,1198.5,31,43.1,123,123,2.416,0.1024,1939.005,1.3982,0.3,0.2,2711.062,0.7725,1.5608,0.1024,1939.005,1.7628,0.3,0.2,3418.046,0.5641,1.5608,0.1024,1939.005,1.5805,0.3,0.2,3064.554,0.6683,1.5608
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_288,2.4,1199,31,43.6,123.5,123.5,2.422,0.0688,1922.222,1.3915,0.8,0.6,2674.813,0.7763,1.6006,0.0688,1922.222,1.7545,0.8,0.5,3372.459,0.5689,1.6006,0.0688,1922.222,1.573,0.8,0.5,3023.636,0.6726,1.6006
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_289,2.4,1199.5,31,44.1,124,124,2.432,0.0875,1842.425,1.3679,1.2,0.9,2520.277,0.7898,1.7803,0.0875,1842.425,1.7254,1.2,0.7,3178.923,0.5855,1.7803,0.0875,1842.425,1.54665,1.2,0.8,2849.6,0.68765,1.7803
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_290,2.4,1200,31,44.6,124.5,124.5,2.443,0.1412,1896.739,1.3359,1.2,0.9,2533.801,0.8081,1.6731,0.1412,1896.739,1.6871,1.2,0.7,3199.911,0.6074,1.6731,0.1412,1896.739,1.5115,1.2,0.8,2866.856,0.70775,1.6731
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_291,2.4,1200.5,31,45.1,125,125,2.447,0.1031,1889.575,1.3591,3.5,2.6,2568.144,0.7948,2.0655,0.1031,1889.575,1.7143,3.5,2,3239.345,0.5918,2.0655,0.1031,1889.575,1.5367,3.5,2.3,2903.7445,0.6933,2.0655
HER42PB,HER42PB_1C,HER42PB_1C_MSCL_292,2.4,1201,31,45.6,125.5,125.5,2.453,0.1148,1886.923,1.3718,1.8,1.3,2588.558,0.7875,1.8336,0.1148,1886.923,1.7297,1.8,1,3263.803,0.583,1.8336,0.1148,1886.923,1.55075,1.8,1.2,2926.1805,0.68525,1.8336
