SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH_sed,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_470,2.4,1336,35,35.9,195.5,195.5,2.279,0.0858,1964.655,1.3599,-0.7,-0.5,2671.744,0.7943,5.1244,0.0858,1964.655,1.7284,-0.7,-0.4,3395.689,0.5838,5.1244,0.0858,1964.655,1.54415,-0.7,-0.5,3033.7165,0.68905,5.1244
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_471,2.4,1336.5,35,36.4,196,196,2.28,0.0529,1963.825,1.3742,-0.8,-0.6,2698.776,0.7861,4.9731,0.0529,1963.825,1.7437,-0.8,-0.5,3424.296,0.575,4.9731,0.0529,1963.825,1.55895,-0.8,-0.5,3061.536,0.68055,4.9731
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_472,2.4,1337,35,36.9,196.5,196.5,2.28,0.0456,1938.776,1.3822,-1.1,-0.8,2679.747,0.7816,5.0382,0.0456,1938.776,1.7523,-1.1,-0.6,3397.37,0.5701,5.0382,0.0456,1938.776,1.56725,-1.1,-0.7,3038.5585,0.67585,5.0382
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_473,2.4,1337.5,35,37.4,197,197,2.279,0.0731,1910.31,1.3748,-1.1,-0.8,2626.387,0.7858,7.1497,0.0731,1910.31,1.7445,-1.1,-0.6,3332.445,0.5746,7.1497,0.0731,1910.31,1.55965,-1.1,-0.7,2979.416,0.6802,7.1497
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_474,2.4,1338,35,37.9,197.5,197.5,2.274,0.1368,1893.422,1.3858,-1,-0.7,2623.965,0.7795,8.7799,0.1368,1893.422,1.757,-1,-0.6,3326.651,0.5675,8.7799,0.1368,1893.422,1.5714,-1,-0.6,2975.308,0.6735,8.7799
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_475,2.4,1338.5,35,38.4,198,198,2.269,0.295,1911.542,1.3943,0.2,0.1,2665.252,0.7747,5.3269,0.295,1911.542,1.7668,0.2,0.1,3377.221,0.5619,5.3269,0.295,1911.542,1.58055,0.2,0.1,3021.2365,0.6683,5.3269
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_476,2.4,1339,35,38.9,198.5,198.5,2.268,0.3146,1926.933,1.3804,0.3,0.2,2660.016,0.7826,6.2394,0.3146,1926.933,1.7517,0.3,0.2,3375.5,0.5704,6.2394,0.3146,1926.933,1.56605,0.3,0.2,3017.758,0.6765,6.2394
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_477,2.4,1339.5,35,39.4,199,199,2.268,0.2175,1953.489,1.3975,-0.6,-0.4,2730.023,0.7729,5.8852,0.2175,1953.489,1.7704,-0.6,-0.3,3458.451,0.5598,5.8852,0.2175,1953.489,1.58395,-0.6,-0.4,3094.237,0.66635,5.8852
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_478,2.4,1340,35,39.9,199.5,199.5,2.264,0.2469,1926.809,1.4065,-0.9,-0.6,2710.083,0.7677,5.0008,0.2469,1926.809,1.7808,-0.9,-0.5,3431.177,0.5539,5.0008,0.2469,1926.809,1.59365,-0.9,-0.6,3070.63,0.6608,5.0008
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_479,2.4,1340.5,35,40.4,200,200,2.264,0.6187,1956.785,1.4113,0.1,0.1,2761.645,0.765,5.2237,0.6187,1956.785,1.7861,0.1,0.1,3495.031,0.5508,5.2237,0.6187,1956.785,1.5987,0.1,0.1,3128.338,0.6579,5.2237
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_480,2.4,1341,35,40.9,200.5,200.5,2.264,0.9819,1994.714,1.3948,0.9,0.6,2782.167,0.7744,5.0288,0.9819,1994.714,1.7678,0.9,0.5,3526.246,0.5613,5.0288,0.9819,1994.714,1.5813,0.9,0.6,3154.2065,0.66785,5.0288
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_481,2.4,1341.5,35,41.4,201,201,2.264,0.7676,2045.168,1.3874,0.7,0.5,2837.488,0.7786,14.3373,0.7676,2045.168,1.7598,0.7,0.4,3599.003,0.5659,14.3373,0.7676,2045.168,1.5736,0.7,0.5,3218.2455,0.67225,14.3373
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_482,2.4,1342,35,41.9,201.5,201.5,2.264,0.7763,2090.49,1.4192,2.6,1.8,2966.828,0.7605,10.9126,0.7763,2090.49,1.795,2.6,1.4,3752.346,0.5457,10.9126,0.7763,2090.49,1.6071,2.6,1.6,3359.587,0.6531,10.9126
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_483,2.4,1342.5,35,42.4,202,202,2.264,0.5808,2077.064,1.3952,0.9,0.6,2897.928,0.7742,13.1484,0.5808,2077.064,1.7683,0.9,0.5,3672.813,0.561,13.1484,0.5808,2077.064,1.58175,0.9,0.6,3285.3705,0.6676,13.1484
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_484,2.4,1343,35,42.9,202.5,202.5,2.264,0.6643,2094.357,1.3638,0.3,0.2,2856.249,0.7921,6.5582,0.6643,2094.357,1.7344,0.3,0.2,3632.415,0.5804,6.5582,0.6643,2094.357,1.5491,0.3,0.2,3244.332,0.68625,6.5582
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_485,2.4,1343.5,35,43.4,203,203,2.264,0.6373,2113.912,1.3459,2.1,1.6,2845.164,0.8023,7.9045,0.6373,2113.912,1.7156,2.1,1.2,3626.632,0.5911,7.9045,0.6373,2113.912,1.53075,2.1,1.4,3235.898,0.6967,7.9045
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_486,2.4,1344,35,43.9,203.5,203.5,2.264,0.5567,2077.064,1.3419,-0.5,-0.4,2787.224,0.8046,4.8305,0.5567,2077.064,1.7114,-0.5,-0.3,3554.734,0.5935,4.8305,0.5567,2077.064,1.52665,-0.5,-0.3,3170.979,0.69905,4.8305
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_487,2.4,1344.5,35,44.4,204,204,2.264,0.3193,1552.812,1.3585,-1.3,-1,2109.42,0.7952,5.924,0.3193,1552.812,1.7287,-1.3,-0.8,2684.409,0.5836,5.924,0.3193,1552.812,1.5436,-1.3,-0.9,2396.9145,0.6894,5.924
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_488,2.4,1345,35,44.9,204.5,204.5,2.264,0.3675,2056.313,1.3625,-1.5,-1.1,2801.73,0.7929,6.5903,0.3675,2056.313,1.733,-1.5,-0.9,3563.638,0.5811,6.5903,0.3675,2056.313,1.54775,-1.5,-1,3182.684,0.687,6.5903
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_489,2.4,1345.5,35,45.4,205,205,2.264,0.287,2017.826,1.3631,-1.4,-1,2750.584,0.7925,11.7192,0.287,2017.826,1.7337,-1.4,-0.8,3498.309,0.5807,11.7192,0.287,2017.826,1.5484,-1.4,-0.9,3124.4465,0.6866,11.7192
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_490,2.4,1346,35,45.9,205.5,205.5,2.264,0.1693,2025.045,1.3502,-1.1,-0.8,2734.138,0.7999,12.5368,0.1693,2025.045,1.72,-1.1,-0.6,3483.135,0.5886,12.5368,0.1693,2025.045,1.5351,-1.1,-0.7,3108.6365,0.69425,12.5368
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_491,2.4,1346.5,35,46.4,206,206,2.264,0.135,2010.657,1.3468,-1.5,-1.1,2707.894,0.8018,8.7799,0.135,2010.657,1.7165,-1.5,-0.9,3451.263,0.5906,8.7799,0.135,2010.657,1.53165,-1.5,-1,3079.5785,0.6962,8.7799
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_492,2.4,1347,35,46.9,206.5,206.5,2.259,0.1291,2020.573,1.3495,-0.3,-0.2,2726.842,0.8003,4.47,0.1291,2020.573,1.7201,-0.3,-0.2,3475.513,0.5885,4.47,0.1291,2020.573,1.5348,-0.3,-0.2,3101.1775,0.6944,4.47
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_493,2.4,1347.5,35,47.4,207,207,2.259,0.0898,1985.062,1.3337,-0.5,-0.4,2647.446,0.8093,3.7436,0.0898,1985.062,1.7037,-0.5,-0.3,3381.854,0.5979,3.7436,0.0898,1985.062,1.5187,-0.5,-0.3,3014.65,0.7036,3.7436
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_494,2.4,1348,35,47.9,207.5,207.5,2.259,0.0605,1969.486,1.3127,-0.6,-0.5,2585.414,0.8213,2.5992,0.0605,1969.486,1.6823,-0.6,-0.4,3313.329,0.6101,2.5992,0.0605,1969.486,1.4975,-0.6,-0.4,2949.3715,0.7157,2.5992
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_495,2.4,1348.5,35,48.4,208,208,2.259,0.0139,1851.64,1.293,-0.7,-0.5,2394.229,0.8326,1.8411,0.0139,1851.64,1.6626,-0.7,-0.4,3078.6,0.6214,1.8411,0.0139,1851.64,1.4778,-0.7,-0.5,2736.4145,0.727,1.8411
HER42PB,HER42PB_1E,HER42PB_1E_MSCL_496,2.4,1349,35,48.9,208.5,208.5,2.259,0.0243,1895.134,1.145,-1.4,-1.2,2169.887,0.9172,2.1737,0.0243,1895.134,1.5237,-1.4,-0.9,2887.638,0.7007,2.1737,0.0243,1895.134,1.33435,-1.4,-1.1,2528.7625,0.80895,2.1737
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_497,2.4,1368.5,37,0.2,200,200,2.251,0.0568,1923.932,1.1329,2,1.8,2179.682,0.924,1.4991,0.0568,1923.932,1.5148,2,1.3,2914.399,0.7058,1.4991,0.0568,1923.932,1.32385,2,1.5,2547.0405,0.8149,1.4991
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_498,2.4,1369,37,0.7,200.5,200.5,2.273,0.6274,1949.4,1.3103,1.4,1.1,2554.202,0.8227,1.7356,0.6274,1949.4,1.6776,1.4,0.8,3270.373,0.6128,1.7356,0.6274,1949.4,1.49395,1.4,1,2912.2875,0.71775,1.7356
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_499,2.4,1369.5,37,1.2,201,201,2.295,0.9611,1961.539,1.4007,0.8,0.6,2747.493,0.771,1.877,0.9611,1961.539,1.7714,0.8,0.5,3474.763,0.5592,1.877,0.9611,1961.539,1.58605,0.8,0.5,3111.128,0.6651,1.877
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_500,2.4,1370,37,1.7,201.5,201.5,2.323,2.0381,2057.573,1.4295,0.1,0.1,2941.238,0.7546,2.3479,2.0381,2057.573,1.8032,0.1,0.1,3710.219,0.541,2.3479,2.0381,2057.573,1.61635,0.1,0.1,3325.7285,0.6478,2.3479
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_501,2.4,1370.5,37,2.2,202,202,2.345,10.802,2093.75,1.4174,-0.3,-0.2,2967.599,0.7615,4.584,10.802,2093.75,1.7878,-0.3,-0.2,3743.307,0.5498,4.584,10.802,2093.75,1.6026,-0.3,-0.2,3355.453,0.65565,4.584
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_502,2.4,1371,37,2.7,202.5,202.5,2.37,12.9722,2127.469,1.3772,-0.2,-0.1,2930.016,0.7844,5.1244,12.9722,2127.469,1.7393,-0.2,-0.1,3700.24,0.5776,5.1244,12.9722,2127.469,1.55825,-0.2,-0.1,3315.128,0.681,5.1244
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_503,2.4,1371.5,37,3.2,203,203,2.396,3.4255,2129.778,1.3787,-0.2,-0.1,2936.352,0.7836,16.2375,3.4255,2129.778,1.7397,-0.2,-0.1,3705.103,0.5773,16.2375,3.4255,2129.778,1.5592,-0.2,-0.1,3320.7275,0.68045,16.2375
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_504,2.4,1372,37,3.7,203.5,203.5,2.423,3.1344,2067.406,1.3669,-1,-0.7,2825.954,0.7903,7.0376,3.1344,2067.406,1.7245,-1,-0.6,3565.274,0.586,7.0376,3.1344,2067.406,1.5457,-1,-0.7,3195.614,0.68815,7.0376
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_505,2.4,1372.5,37,4.2,204,204,2.443,3.032,2072.095,1.3547,-1.1,-0.8,2807.023,0.7973,5.2748,3.032,2072.095,1.7092,-1.1,-0.6,3541.541,0.5948,5.2748,3.032,2072.095,1.53195,-1.1,-0.7,3174.282,0.69605,5.2748
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_506,2.4,1373,37,4.7,204.5,204.5,2.458,1.9984,2014.754,1.3663,-1.2,-0.9,2752.831,0.7907,5.6508,1.9984,2014.754,1.7228,-1.2,-0.7,3471.086,0.587,5.6508,1.9984,2014.754,1.54455,-1.2,-0.8,3111.9585,0.68885,5.6508
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_507,2.4,1373.5,37,5.2,205,205,2.468,2.1932,1983.923,1.3731,-1.9,-1.4,2724.126,0.7868,4.6959,2.1932,1983.923,1.7311,-1.9,-1.1,3434.422,0.5822,4.6959,2.1932,1983.923,1.5521,-1.9,-1.2,3079.274,0.6845,4.6959
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_508,2.4,1374,37,5.7,205.5,205.5,2.474,2.394,1982.372,1.361,-2.2,-1.6,2698.062,0.7937,5.4234,2.394,1982.372,1.716,-2.2,-1.3,3401.829,0.5908,5.4234,2.394,1982.372,1.5385,-2.2,-1.4,3049.9455,0.69225,5.4234
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_509,2.4,1374.5,37,6.2,206,206,2.474,2.0092,1980.785,1.3391,-1.8,-1.3,2652.549,0.8062,4.9097,2.0092,1980.785,1.6895,-1.8,-1.1,3346.448,0.606,4.9097,2.0092,1980.785,1.5143,-1.8,-1.2,2999.4985,0.7061,4.9097
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_510,2.4,1375,37,6.7,206.5,206.5,2.474,2.0493,1948.032,1.3379,-1,-0.7,2606.29,0.8069,4.6959,2.0493,1948.032,1.688,-1,-0.6,3288.253,0.6069,4.6959,2.0493,1948.032,1.51295,-1,-0.7,2947.2715,0.7069,4.6959
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_511,2.4,1375.5,37,7.2,207,207,2.478,2.6642,1940.486,1.3278,-0.7,-0.5,2576.538,0.8127,5.1636,2.6642,1940.486,1.6758,-0.7,-0.4,3251.908,0.6138,5.1636,2.6642,1940.486,1.5018,-0.7,-0.5,2914.223,0.71325,5.1636
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_512,2.4,1376,37,7.7,207.5,207.5,2.495,3.5802,1947.697,1.3258,-0.1,-0.1,2582.325,0.8138,4.9915,3.5802,1947.697,1.6728,-0.1,-0.1,3258.129,0.6155,4.9915,3.5802,1947.697,1.4993,-0.1,-0.1,2920.227,0.71465,4.9915
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_513,2.4,1376.5,37,8.2,208,208,2.499,2.9716,1950.82,1.3219,-0.3,-0.2,2578.763,0.8161,4.7622,2.9716,1950.82,1.668,-0.3,-0.2,3253.896,0.6183,4.7622,2.9716,1950.82,1.49495,-0.3,-0.2,2916.3295,0.7172,4.7622
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_514,2.4,1377,37,8.7,208.5,208.5,2.489,3.5378,1981.688,1.3374,-0.1,-0.1,2650.321,0.8072,4.5608,3.5378,1981.688,1.6869,-0.1,-0.1,3342.861,0.6075,4.5608,3.5378,1981.688,1.51215,-0.1,-0.1,2996.591,0.70735,4.5608
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_515,2.4,1377.5,37,9.2,209,209,2.475,3.2491,1992.754,1.3329,-0.4,-0.3,2656.068,0.8098,4.0655,3.2491,1992.754,1.682,-0.4,-0.2,3351.721,0.6103,4.0655,3.2491,1992.754,1.50745,-0.4,-0.3,3003.8945,0.71005,4.0655
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_516,2.4,1378,37,9.7,209.5,209.5,2.479,3.0311,1987.971,1.3455,-0.2,-0.1,2674.765,0.8026,4.1919,3.0311,1987.971,1.6969,-0.2,-0.1,3373.411,0.6018,4.1919,3.0311,1987.971,1.5212,-0.2,-0.1,3024.088,0.7022,4.1919
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_517,2.4,1378.5,37,10.2,210,210,2.463,2.7047,1979.903,1.3381,-0.1,-0.1,2649.357,0.8068,3.7857,2.7047,1979.903,1.6887,-0.1,-0.1,3343.445,0.6065,3.7857,2.7047,1979.903,1.5134,-0.1,-0.1,2996.401,0.70665,3.7857
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_518,2.4,1379,37,10.7,210.5,210.5,2.451,2.1906,1975.021,1.3519,0.9,0.7,2670.058,0.7989,4.1404,2.1906,1975.021,1.7056,0.9,0.5,3368.51,0.5968,4.1404,2.1906,1975.021,1.52875,0.9,0.6,3019.284,0.69785,4.1404
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_519,2.4,1379.5,37,11.2,211,211,2.437,1.8161,1997.541,1.3595,0.3,0.2,2715.602,0.7946,4.3335,1.8161,1997.541,1.7151,0.3,0.2,3425.995,0.5914,4.3335,1.8161,1997.541,1.5373,0.3,0.2,3070.7985,0.693,4.3335
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_520,2.4,1380,37,11.7,211.5,211.5,2.432,1.3569,1995.078,1.3604,0.3,0.2,2714.082,0.7941,3.4468,1.3569,1995.078,1.7164,0.3,0.2,3424.337,0.5906,3.4468,1.3569,1995.078,1.5384,0.3,0.2,3069.2095,0.69235,3.4468
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_521,2.4,1380.5,37,12.2,212,212,2.427,1.1888,1954.106,1.3628,0.4,0.3,2663.004,0.7927,3.8451,1.1888,1954.106,1.7194,0.4,0.2,3359.952,0.5889,3.8451,1.1888,1954.106,1.5411,0.4,0.3,3011.478,0.6908,3.8451
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_522,2.4,1381,37,12.7,212.5,212.5,2.422,1.0837,1988.506,1.3742,-0.5,-0.4,2732.589,0.7862,5.1835,1.0837,1988.506,1.7333,-0.5,-0.3,3446.65,0.581,5.1835,1.0837,1988.506,1.55375,-0.5,-0.3,3089.6195,0.6836,5.1835
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_523,2.4,1381.5,37,13.2,213,213,2.402,1.6746,2001.667,1.369,0.2,0.1,2740.182,0.7892,3.496,1.6746,2001.667,1.7279,0.2,0.1,3458.59,0.5841,3.496,1.6746,2001.667,1.54845,0.2,0.1,3099.386,0.68665,3.496
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_524,2.4,1382,37,13.7,213.5,213.5,2.375,6.6414,2074.236,1.3928,1.2,0.9,2889.047,0.7755,4.8219,6.6414,2074.236,1.7573,1.2,0.7,3645.122,0.5672,4.8219,6.6414,2074.236,1.57505,1.2,0.8,3267.0845,0.67135,4.8219
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_525,2.4,1382.5,37,14.2,214,214,2.344,26.4285,2128.974,1.3919,0.6,0.4,2963.243,0.7761,4.5997,26.4285,2128.974,1.7578,0.6,0.3,3742.344,0.567,4.5997,26.4285,2128.974,1.57485,0.6,0.4,3352.7935,0.67155,4.5997
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_526,2.4,1383,37,14.7,214.5,214.5,2.323,22.9346,2142.99,1.3685,0.4,0.3,2932.582,0.7895,4.0902,22.9346,2142.99,1.7329,0.4,0.2,3713.663,0.5812,4.0902,22.9346,2142.99,1.5507,0.4,0.3,3323.1225,0.68535,4.0902
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_527,2.4,1383.5,37,15.2,215,215,2.292,7.8731,2170.455,1.3581,0.9,0.7,2947.742,0.7954,5.924,7.8731,2170.455,1.7249,0.9,0.5,3743.883,0.5858,5.924,7.8731,2170.455,1.5415,0.9,0.6,3345.8125,0.6906,5.924
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_528,2.4,1384,37,15.7,215.5,215.5,2.281,4.9089,2172.382,1.3745,0.3,0.2,2985.937,0.786,5.0571,4.9089,2172.382,1.7439,0.3,0.2,3788.31,0.5749,5.0571,4.9089,2172.382,1.5592,0.3,0.2,3387.1235,0.68045,5.0571
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_529,2.4,1384.5,37,16.2,216,216,2.28,3.8956,2173.499,1.3553,0.1,0.1,2945.685,0.797,4.8047,3.8956,2173.499,1.7233,0.1,0.1,3745.67,0.5867,4.8047,3.8956,2173.499,1.5393,0.1,0.1,3345.6775,0.69185,4.8047
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_530,2.4,1385,37,16.7,216.5,216.5,2.28,1.4817,2118.959,1.3665,-0.1,-0.1,2895.663,0.7905,4.8392,1.4817,2118.959,1.7354,-0.1,-0.1,3677.206,0.5798,4.8392,1.4817,2118.959,1.55095,-0.1,-0.1,3286.4345,0.68515,4.8392
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_531,2.4,1385.5,37,17.2,217,217,2.284,0.8232,2076.364,1.3693,0.1,0.1,2843.112,0.789,5.0101,0.8232,2076.364,1.7379,0.1,0.1,3608.428,0.5784,5.0101,0.8232,2076.364,1.5536,0.1,0.1,3225.77,0.6837,5.0101
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_532,2.4,1386,37,17.7,217.5,217.5,2.302,0.9628,2062.724,1.3683,-0.3,-0.2,2822.502,0.7895,5.3694,0.9628,2062.724,1.7349,-0.3,-0.2,3578.586,0.5801,5.3694,0.9628,2062.724,1.5516,-0.3,-0.2,3200.544,0.6848,5.3694
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_533,2.4,1386.5,37,18.2,218,218,2.327,1.9571,2136.823,1.3633,-1,-0.7,2913.233,0.7924,4.8219,1.9571,2136.823,1.7269,-1,-0.6,3690.103,0.5846,4.8219,1.9571,2136.823,1.5451,-1,-0.7,3301.668,0.6885,4.8219
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_534,2.4,1387,37,18.7,218.5,218.5,2.354,2.6752,2136.116,1.3593,-0.6,-0.4,2903.52,0.7947,4.7707,2.6752,2136.116,1.7199,-0.6,-0.3,3673.99,0.5886,4.7707,2.6752,2136.116,1.5396,-0.6,-0.4,3288.755,0.69165,4.7707
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_535,2.4,1387.5,37,19.2,219,219,2.37,3.1074,2121.755,1.3648,-0.7,-0.5,2895.694,0.7916,4.5074,3.1074,2121.755,1.7249,-0.7,-0.4,3659.876,0.5858,4.5074,3.1074,2121.755,1.54485,-0.7,-0.5,3277.785,0.6887,4.5074
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_536,2.4,1388,37,19.7,219.5,219.5,2.39,1.8496,2105.727,1.3714,-1.3,-0.9,2887.774,0.7878,4.8132,1.8496,2105.727,1.7313,-1.3,-0.8,3645.714,0.5821,4.8132,1.8496,2105.727,1.55135,-1.3,-0.8,3266.744,0.68495,4.8132
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_537,2.4,1388.5,37,20.2,220,220,2.396,1.3759,2065.517,1.351,-1.1,-0.8,2790.506,0.7994,5.1835,1.3759,2065.517,1.7074,-1.1,-0.6,3526.665,0.5958,5.1835,1.3759,2065.517,1.5292,-1.1,-0.7,3158.5855,0.6976,5.1835
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_538,2.4,1389,37,20.7,220.5,220.5,2.407,0.5573,1990.902,1.3509,-1.2,-0.9,2689.409,0.7995,5.244,0.5573,1990.902,1.7065,-1.2,-0.7,3397.495,0.5963,5.244,0.5573,1990.902,1.5287,-1.2,-0.8,3043.452,0.6979,5.244
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_539,2.4,1389.5,37,21.2,221,221,2.406,0.569,1940.323,1.3423,-2,-1.5,2604.437,0.8044,4.7961,0.569,1940.323,1.6968,-2,-1.2,3292.256,0.6019,4.7961,0.569,1940.323,1.51955,-2,-1.3,2948.3465,0.70315,4.7961
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_540,2.4,1390,37,21.7,221.5,221.5,2.411,0.5073,1918.059,1.3563,-2,-1.5,2601.489,0.7964,5.3059,0.5073,1918.059,1.7126,-2,-1.2,3284.867,0.5928,5.3059,0.5073,1918.059,1.53445,-2,-1.3,2943.178,0.6946,5.3059
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_541,2.4,1390.5,37,22.2,222,222,2.411,0.5262,1931.891,1.3445,-2,-1.5,2597.344,0.8032,6.639,0.5262,1931.891,1.6989,-2,-1.2,3282.113,0.6006,6.639,0.5262,1931.891,1.5217,-2,-1.3,2939.7285,0.7019,6.639
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_542,2.4,1391,37,22.7,222.5,222.5,2.411,0,24.6887,1.343,-0.3,-0.2,33.1571,0.804,6.6554,0,24.6887,1.6973,-0.3,-0.2,41.9029,0.6016,6.6554,0,24.6887,1.52015,-0.3,-0.2,37.53,0.7028,6.6554
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_543,2.4,1391.5,37,23.2,223,223,2.404,0.4325,1920.128,1.3351,-1.1,-0.8,2563.577,0.8085,7.0932,0.4325,1920.128,1.6888,-1.1,-0.7,3242.71,0.6064,7.0932,0.4325,1920.128,1.51195,-1.1,-0.7,2903.1435,0.70745,7.0932
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_544,2.4,1392,37,23.7,223.5,223.5,2.402,0.5674,1948.094,1.3395,-1.2,-0.9,2609.529,0.806,6.7895,0.5674,1948.094,1.6939,-1.2,-0.7,3299.953,0.6035,6.7895,0.5674,1948.094,1.5167,-1.2,-0.8,2954.741,0.70475,6.7895
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_545,2.4,1392.5,37,24.2,224,224,2.399,0.2685,1923.817,1.3191,-1.4,-1.1,2537.801,0.8176,9.4909,0.2685,1923.817,1.6715,-1.4,-0.8,3215.592,0.6163,9.4909,0.2685,1923.817,1.4953,-1.4,-0.9,2876.6965,0.71695,9.4909
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_546,2.4,1393,37,24.7,224.5,224.5,2.385,0.214,1928.052,1.3585,-1.6,-1.2,2619.228,0.7952,21.3922,0.214,1928.052,1.7167,-1.6,-0.9,3309.91,0.5905,21.3922,0.214,1928.052,1.5376,-1.6,-1.1,2964.569,0.69285,21.3922
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_547,2.4,1393.5,37,25.2,225,225,2.382,0.3037,1957.272,1.3564,-1.8,-1.3,2654.887,0.7963,12.5368,0.3037,1957.272,1.7146,-1.8,-1,3355.875,0.5917,12.5368,0.3037,1957.272,1.5355,-1.8,-1.2,3005.381,0.694,12.5368
HER42PB,HER42PB_1F,HER42PB_1F_MSCL_548,2.4,1394,37,25.7,225.5,225.5,2.386,0.3029,1963.786,1.3475,-1.8,-1.3,2646.143,0.8014,9.8373,0.3029,1963.786,1.7041,-1.8,-1.1,3346.53,0.5976,9.8373,0.3029,1963.786,1.5258,-1.8,-1.2,2996.3365,0.6995,9.8373
