SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH,Field_depth,Strat_depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,Accum_rate,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT,WMAR_SAT,WMAR_UNSAT,WMAR_Mean
HER34L,HER34L_1A,HER34L_1A_35,2.9,4.4,1,4.4,14.4,14.4,183.18,1085.41,498.45,534.54,0.014326648,2.077,0,1205.456,0.6864,-0.7,-1,827.4792,1.19,0.7746,0,1205.456,1.82,-0.7,-0.4,2193.898,0.503,0.7746,0,1205.5,1.2532,-0.7,-0.7,1510.7,0.8,0.8,0.009833811,0.026074499,0.017954155
HER34L,HER34L_1A,HER34L_1A_36,2.9,4.5,1,4.5,14.5,14.5,184.38,1103.03,504.15,541.52,0.014326648,2.071,0,1041.751,0.7085,-0.5,-0.7,738.0562,1.1767,0.7746,0,1041.751,1.8325,-0.5,-0.3,1909.013,0.4955,0.7746,0,1041.8,1.2705,-0.5,-0.5,1323.5,0.8,0.8,0.01015043,0.026253582,0.018202006
HER34L,HER34L_1A,HER34L_1A_37,2.9,4.6,1,4.6,14.6,14.6,185.48,1121.74,510.52,548.5,0.014347202,1.971,0,1134.062,0.651,-0.5,-0.8,738.2518,1.2115,0.7591,0,1134.062,1.8922,-0.5,-0.3,2145.92,0.4592,0.7591,0,1134.1,1.2716,-0.5,-0.5,1442.1,0.8,0.8,0.009340029,0.027147776,0.018243902
HER34L,HER34L_1A,HER34L_1A_38,2.9,4.7,1,4.7,14.7,14.7,186.65,1141.37,515.55,555.47,0.014326648,1.94,0,1106.674,0.6175,-0.5,-0.8,683.4003,1.2318,0.7443,0,1106.674,1.9074,-0.5,-0.3,2110.87,0.4501,0.7443,0,1106.7,1.2625,-0.5,-0.5,1397.1,0.8,0.7,0.008846705,0.027326648,0.018086676
HER34L,HER34L_1A,HER34L_1A_39,2.9,4.8,1,4.8,14.8,14.8,187.69,1159.73,521.55,562.45,0.014326648,1.966,0,1124.714,0.6569,-0.7,-1.1,738.868,1.2079,0.7443,0,1124.714,1.8986,-0.7,-0.4,2135.327,0.4554,0.7443,0,1124.7,1.2778,-0.7,-0.7,1437.1,0.8,0.7,0.009411175,0.027200573,0.018305874
HER34L,HER34L_1A,HER34L_1A_40,2.9,4.9,1,4.9,14.9,14.9,189.29,1177.19,527.16,569.43,0.014347202,2.01,0,1149.886,0.5939,-0.7,-1.2,682.908,1.2461,0.7444,0,1149.886,1.8402,-0.7,-0.4,2116.076,0.4908,0.7444,0,1149.9,1.2171,-0.7,-0.8,1399.5,0.9,0.7,0.008520803,0.026401722,0.017461263
HER34L,HER34L_1A,HER34L_1A_41,2.9,5,1,5,15,15,191.07,1194.51,532.35,576.4,0.014880952,2.042,0,1171.543,0.5361,-0.6,-1.1,628.0568,1.2812,0.7443,0,1171.543,1.7951,-0.6,-0.3,2103.078,0.5181,0.7443,0,1171.5,1.1656,-0.6,-0.7,1365.6,0.9,0.7,0.007977679,0.026712798,0.017345238
HER34L,HER34L_1A,HER34L_1A_42,2.9,5.1,1,5.1,15.1,15.1,198.96,1197.96,539.94,583.12,0.014880952,2.053,0,1174.485,0.5606,-0.5,-0.9,658.3651,1.2663,0.73,0,1174.485,1.7946,-0.5,-0.3,2107.78,0.5184,0.73,0,1174.5,1.1776,-0.5,-0.6,1383.1,0.9,0.7,0.008342262,0.026705357,0.01752381
HER34L,HER34L_1A,HER34L_1A_43,2.9,5.2,1,5.2,15.2,15.2,206.22,1202.62,547.86,589.84,0.01490313,2.056,0,1172.847,0.4901,-0.5,-1,574.7701,1.3091,0.73,0,1172.847,1.769,-0.5,-0.3,2074.782,0.5339,0.73,0,1172.8,1.1296,-0.5,-0.7,1324.8,0.9,0.7,0.007304024,0.026363636,0.01683383
HER34L,HER34L_1A,HER34L_1A_44,2.9,5.3,1,5.3,15.3,15.3,213.32,1206.48,554.97,596.55,0.014880952,2.041,0,1167.62,0.5151,-0.5,-1,601.4072,1.2939,0.73,0,1167.62,1.789,-0.5,-0.3,2088.868,0.5218,0.73,0,1167.6,1.1521,-0.5,-0.6,1345.1,0.9,0.7,0.007665179,0.026622024,0.017143601
HER34L,HER34L_1A,HER34L_1A_45,2.9,5.4,1,5.4,15.4,15.4,219.51,1212.61,562.13,603.27,0.014880952,2.006,0,1157.53,0.5306,-0.6,-1.1,614.1479,1.2845,0.73,0,1157.53,1.8223,-0.6,-0.3,2109.423,0.5016,0.73,0,1157.5,1.1765,-0.6,-0.7,1361.8,0.9,0.7,0.007895833,0.02711756,0.017506696
HER34L,HER34L_1A,HER34L_1A_46,2.9,5.5,1,5.5,15.5,15.5,228.79,1217.49,568.87,609.99,0.014880952,1.971,0,1140.625,0.6402,-0.5,-0.8,730.2628,1.218,0.7162,0,1140.625,1.8885,-0.5,-0.3,2154.089,0.4615,0.7162,0,1140.6,1.2644,-0.5,-0.5,1442.2,0.8,0.7,0.009526786,0.028102679,0.018814732
HER34L,HER34L_1A,HER34L_1A_47,2.9,5.6,1,5.6,15.6,15.6,233.03,1221.51,576.56,616.71,0.01490313,1.97,0,1143.355,0.5885,-0.6,-1,672.9083,1.2494,0.7162,0,1143.355,1.8717,-0.6,-0.3,2140.043,0.4717,0.7162,0,1143.4,1.2301,-0.6,-0.7,1406.5,0.9,0.7,0.008770492,0.027894188,0.01833234
HER34L,HER34L_1A,HER34L_1A_48,2.9,5.7,1,5.7,15.7,15.7,237.38,1228.18,583.26,623.42,0.014880952,1.967,0,1138.31,0.5851,-0.5,-0.9,665.9851,1.2515,0.7162,0,1138.31,1.8731,-0.5,-0.3,2132.176,0.4708,0.7162,0,1138.3,1.2291,-0.5,-0.6,1399.1,0.9,0.7,0.008706845,0.027873512,0.018290179
HER34L,HER34L_1A,HER34L_1A_49,2.9,5.8,1,5.8,15.8,15.8,244.28,1234.5,589.98,630.14,0.014880952,1.978,0,1131.579,0.5666,-0.6,-1.1,641.1063,1.2627,0.7029,0,1131.579,1.8576,-0.6,-0.3,2102,0.4803,0.7029,0,1131.6,1.2121,-0.6,-0.7,1371.6,0.9,0.7,0.008431548,0.027642857,0.018037202
HER34L,HER34L_1A,HER34L_1A_50,2.9,5.9,1,5.9,15.9,15.9,248.85,1239.29,596.91,636.86,0.01490313,1.99,0,1135.197,0.602,-0.6,-1,683.4003,1.2412,0.7029,0,1135.197,1.8595,-0.6,-0.3,2110.87,0.4791,0.7029,0,1135.2,1.2308,-0.6,-0.7,1397.1,0.9,0.7,0.008971684,0.02771237,0.018342027
HER34L,HER34L_1A,HER34L_1A_51,2.9,6,1,6,16,16,253.13,1246.52,605.06,643.57,0.014880952,2.01,0,1140.102,0.5425,-0.7,-1.3,618.474,1.2773,0.6901,0,1140.102,1.823,-0.7,-0.4,2078.406,0.5012,0.6901,0,1140.1,1.1828,-0.7,-0.8,1348.4,0.9,0.7,0.008072917,0.027127976,0.017600446
HER34L,HER34L_1A,HER34L_1A_52,2.9,6.1,1,6.1,16.1,16.1,259.8,1258.07,611.68,650.29,0.014880952,2.025,0,1151.877,0.5768,-0.5,-0.9,664.3972,1.2565,0.6901,0,1151.877,1.8223,-0.5,-0.3,2099.085,0.5016,0.6901,0,1151.9,1.1996,-0.5,-0.6,1381.7,0.9,0.7,0.008583333,0.02711756,0.017850446
HER34L,HER34L_1A,HER34L_1A_53,2.9,6.2,1,6.2,16.2,16.2,264.61,1264.84,618.66,657.01,0.01490313,2.008,0,1145.465,0.5774,-0.6,-1,661.3924,1.2561,0.6901,0,1145.465,1.8363,-0.6,-0.3,2103.419,0.4932,0.6901,0,1145.5,1.2069,-0.6,-0.7,1382.4,0.9,0.7,0.008605067,0.027366617,0.017985842
HER34L,HER34L_1A,HER34L_1A_54,2.9,6.3,1,6.3,16.3,16.3,268.63,1270.83,624.95,663.72,0.014880952,1.99,0,1138.444,0.6405,-0.5,-0.8,729.1837,1.2179,0.6901,0,1138.444,1.8727,-0.5,-0.3,2131.962,0.4711,0.6901,0,1138.4,1.2566,-0.5,-0.5,1430.6,0.8,0.7,0.00953125,0.02786756,0.018699405
HER34L,HER34L_1A,HER34L_1A_55,2.9,6.4,1,6.4,16.4,16.4,271.26,1279.88,632.16,670.44,0.014880952,1.997,0,1183.057,0.5849,-0.6,-1,691.9492,1.2516,0.6901,0,1183.057,1.8479,-0.6,-0.3,2186.132,0.4861,0.6901,0,1183.1,1.2164,-0.6,-0.7,1439,0.9,0.7,0.008703869,0.027498512,0.01810119
HER34L,HER34L_1A,HER34L_1A_56,2.9,6.5,1,6.5,16.5,16.5,273.35,1288.88,638.61,677.16,0.01490313,1.992,0,1149.452,0.6526,-0.6,-0.9,750.1398,1.2105,0.6777,0,1149.452,1.8753,-0.6,-0.3,2155.51,0.4695,0.6777,0,1149.5,1.264,-0.6,-0.6,1452.8,0.8,0.7,0.009725782,0.027947839,0.018836811
HER34L,HER34L_1A,HER34L_1A_57,2.9,6.6,1,6.6,16.6,16.6,276.04,1295.96,645.31,683.87,0.014880952,1.971,0,1134.062,0.573,-0.6,-1,649.7613,1.2588,0.6777,0,1134.062,1.8656,-0.6,-0.3,2115.753,0.4754,0.6777,0,1134.1,1.2193,-0.6,-0.7,1382.8,0.9,0.7,0.008526786,0.027761905,0.018144345
HER34L,HER34L_1A,HER34L_1A_58,2.9,6.7,1,6.7,16.7,16.7,280.2,1302.01,652.18,690.59,0.014880952,1.97,0,1133.487,0.5907,-0.5,-0.8,669.5724,1.248,0.6777,0,1133.487,1.8725,-0.5,-0.3,2122.406,0.4712,0.6777,0,1133.5,1.2316,-0.5,-0.6,1396,0.9,0.7,0.008790179,0.027864583,0.018327381
HER34L,HER34L_1A,HER34L_1A_59,2.9,6.8,1,6.8,16.8,16.8,283.96,1307.85,658.3,697.31,0.01490313,1.969,0,1120.023,0.5516,-0.6,-1.1,617.7667,1.2718,0.6777,0,1120.023,1.8602,-0.6,-0.3,2083.5,0.4786,0.6777,0,1120,1.2059,-0.6,-0.7,1350.6,0.9,0.7,0.008220566,0.027722802,0.017971684
HER34L,HER34L_1A,HER34L_1A_60,2.9,6.9,1,6.9,16.9,16.9,288.27,1314.48,666.29,704.02,0.014880952,1.987,0,1139.989,0.6606,-0.4,-0.6,753.0997,1.2057,0.6658,0,1139.989,1.8822,-0.4,-0.2,2145.682,0.4653,0.6658,0,1140,1.2714,-0.4,-0.4,1449.4,0.8,0.7,0.009830357,0.028008929,0.018919643
HER34L,HER34L_1A,HER34L_1A_61,2.9,7,1,7,17,17,291.36,1320.19,673.97,710.74,0.014880952,1.995,0,1144.578,0.6979,-0.5,-0.7,798.8494,1.1831,0.6658,0,1144.578,1.8888,-0.5,-0.3,2161.861,0.4613,0.6658,0,1144.6,1.2934,-0.5,-0.5,1480.4,0.8,0.7,0.010385417,0.028107143,0.01924628
HER34L,HER34L_1A,HER34L_1A_62,2.9,7.1,1,7.1,17.1,17.1,292.52,1325.56,682.04,717.46,0.01490313,2.026,0,1169.071,0.5638,-0.6,-1.1,659.0967,1.2644,0.6658,0,1169.071,1.8171,-0.6,-0.3,2124.356,0.5048,0.6658,0,1169.1,1.1905,-0.6,-0.7,1391.7,0.9,0.7,0.008402385,0.027080477,0.017741431
HER34L,HER34L_1A,HER34L_1A_63,2.9,7.2,1,7.2,17.2,17.2,296.46,1332.59,688.84,724.17,0.014880952,2.058,0,1180.723,0.5193,-0.5,-1,613.1188,1.2913,0.6658,0,1180.723,1.777,-0.5,-0.3,2098.142,0.5291,0.6658,0,1180.7,1.1482,-0.5,-0.6,1355.6,0.9,0.7,0.007727679,0.026443452,0.017085565
HER34L,HER34L_1A,HER34L_1A_64,2.9,7.3,1,7.3,17.3,17.3,299.88,1339.45,696.58,730.89,0.014880952,2.081,0,1193.919,0.5613,-0.4,-0.7,670.1148,1.2659,0.6542,0,1193.919,1.7733,-0.4,-0.2,2117.149,0.5313,0.6542,0,1193.9,1.1673,-0.4,-0.5,1393.6,0.9,0.7,0.008352679,0.026388393,0.017370536
HER34L,HER34L_1A,HER34L_1A_65,2.9,7.4,1,7.4,17.4,17.4,302.25,1346.97,703.04,737.61,0.014880952,2.095,0,1198.513,0.5922,-0.5,-0.8,709.7551,1.2472,0.6542,0,1198.513,1.7732,-0.5,-0.3,2125.253,0.5314,0.6542,0,1198.5,1.1827,-0.5,-0.6,1417.5,0.9,0.7,0.0088125,0.026386905,0.017599702
HER34L,HER34L_1A,HER34L_1A_66,2.9,7.5,1,7.5,17.5,17.5,305.42,1354.9,710.5,744.33,0.01490313,2.112,0,1215.19,0.7279,-0.5,-0.7,884.5624,1.1649,0.6542,0,1215.19,1.8091,-0.5,-0.3,2198.426,0.5096,0.6542,0,1215.2,1.2685,-0.5,-0.5,1541.5,0.8,0.7,0.010847988,0.026961252,0.01890462
HER34L,HER34L_1A,HER34L_1A_67,2.9,7.6,1,7.6,17.6,17.6,307.54,1363.62,716.63,751.04,0.014880952,2.135,0,1224.9,0.539,-0.5,-0.9,660.2537,1.2794,0.6542,0,1224.9,1.7257,-0.5,-0.3,2113.826,0.5602,0.6542,0,1224.9,1.1324,-0.5,-0.6,1387,0.9,0.7,0.008020833,0.02568006,0.016850446
