SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT DEPTH,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER34L,HER34L_1A,HER34L_1A_227,2.9,23.6,1,23.6,33.6,33.6,2.873,92,1625,0.9238,-1.2,-1.3,1501.255,1.0462,0.5115,92,1625,1.4969,-1.2,-0.8,2432.52,0.6988,0.5115,92,1625,1.2104,-1.2,-1.1,1966.9,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_228,2.9,23.7,1,23.7,33.7,33.7,2.876,93,1626.697,0.9254,-1.4,-1.5,1505.422,1.0452,0.5045,93,1626.697,1.4966,-1.4,-0.9,2434.594,0.699,0.5045,93,1626.7,1.211,-1.4,-1.2,1970,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_229,2.9,23.8,1,23.8,33.8,33.8,2.876,93,1622.109,0.8505,-1.4,-1.6,1379.6,1.0906,0.5045,93,1622.109,1.4604,-1.4,-1,2368.928,0.721,0.5045,93,1622.1,1.1555,-1.4,-1.3,1874.3,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_230,2.9,23.9,1,23.9,33.9,33.9,2.877,92,1622.673,0.9366,-1.4,-1.5,1519.846,1.0384,0.5045,92,1622.673,1.5019,-1.4,-0.9,2437.076,0.6958,0.5045,92,1622.7,1.2193,-1.4,-1.2,1978.5,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_231,2.9,24,1,24,34,34,2.88,93,1619.797,0.9344,-1.5,-1.6,1513.506,1.0398,0.5045,93,1619.797,1.4997,-1.5,-1,2429.184,0.6972,0.5045,93,1619.8,1.2171,-1.5,-1.3,1971.3,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_232,2.9,24.1,1,24.1,34.1,34.1,2.883,94,1616.938,0.9702,-1.6,-1.6,1568.763,1.0181,0.5045,94,1616.938,1.5169,-1.6,-1.1,2452.726,0.6867,0.5045,94,1616.9,1.2436,-1.6,-1.4,2010.7,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_233,2.9,24.2,1,24.2,34.2,34.2,2.871,93,1601.227,0.9347,-1.6,-1.7,1496.745,1.0395,0.5045,93,1601.227,1.5031,-1.6,-1.1,2406.804,0.6951,0.5045,93,1601.2,1.2189,-1.6,-1.4,1951.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_234,2.9,24.3,1,24.3,34.3,34.3,2.874,93,1602.9,0.9068,-1.5,-1.7,1453.55,1.0565,0.5045,93,1602.9,1.4882,-1.5,-1,2385.379,0.7041,0.5045,93,1602.9,1.1975,-1.5,-1.3,1919.5,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_235,2.9,24.4,1,24.4,34.4,34.4,2.882,94,1602.892,0.9743,-1.5,-1.5,1561.751,1.0156,0.5045,94,1602.892,1.5194,-1.5,-1,2435.416,0.6852,0.5045,94,1602.9,1.2469,-1.5,-1.3,1998.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_236,2.9,24.5,1,24.5,34.5,34.5,2.886,93,1600.666,0.8812,-1.4,-1.6,1410.51,1.072,0.5045,93,1600.666,1.4713,-1.4,-1,2355.137,0.7143,0.5045,93,1600.7,1.1763,-1.4,-1.3,1882.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_237,2.9,24.6,1,24.6,34.6,34.6,2.891,94,1603.439,0.9346,-1.5,-1.6,1498.631,1.0396,0.4978,94,1603.439,1.4959,-1.5,-1,2398.577,0.6995,0.4978,94,1603.4,1.2153,-1.5,-1.3,1948.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_238,2.9,24.7,1,24.7,34.7,34.7,2.898,94,1607.321,0.9488,-1.6,-1.7,1525.047,1.031,0.4978,94,1607.321,1.5006,-1.6,-1.1,2411.982,0.6966,0.4978,94,1607.3,1.2247,-1.6,-1.4,1968.5,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_239,2.9,24.8,1,24.8,34.8,34.8,2.898,94,1602.876,0.9362,-1.5,-1.6,1500.575,1.0387,0.5045,94,1602.876,1.4942,-1.5,-1,2395.017,0.7005,0.5045,94,1602.9,1.2152,-1.5,-1.3,1947.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_240,2.9,24.9,1,24.9,34.9,34.9,2.904,94,1606.195,0.8796,-1.6,-1.8,1412.778,1.073,0.5045,94,1606.195,1.4641,-1.6,-1.1,2351.603,0.7187,0.5045,94,1606.2,1.1719,-1.6,-1.5,1882.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_241,2.9,25,1,25,35,35,2.902,94,1605.089,0.8968,-1.7,-1.9,1439.444,1.0625,0.4978,94,1605.089,1.4732,-1.7,-1.2,2364.585,0.7132,0.4978,94,1605.1,1.185,-1.7,-1.5,1902,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_242,2.9,25.1,1,25.1,35.1,35.1,2.904,94,1601.765,0.9456,-1.5,-1.6,1514.618,1.033,0.4978,94,1601.765,1.4969,-1.5,-1,2397.648,0.6989,0.4978,94,1601.8,1.2213,-1.5,-1.3,1956.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_243,2.9,25.2,1,25.2,35.2,35.2,2.911,94,1605.626,0.9194,-1.6,-1.7,1476.177,1.0489,0.4978,94,1605.626,1.4812,-1.6,-1.1,2378.222,0.7084,0.4978,94,1605.6,1.2003,-1.6,-1.4,1927.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_244,2.9,25.3,1,25.3,35.3,35.3,2.902,94,1596.26,0.9108,-1.5,-1.6,1453.882,1.0541,0.4978,94,1596.26,1.4801,-1.5,-1,2362.598,0.709,0.4978,94,1596.3,1.1955,-1.5,-1.3,1908.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_245,2.9,25.4,1,25.4,35.4,35.4,2.911,94,1601.21,0.9206,-1.6,-1.7,1474.14,1.0481,0.4978,94,1601.21,1.4818,-1.6,-1.1,2372.693,0.708,0.4978,94,1601.2,1.2012,-1.6,-1.4,1923.4,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_246,2.9,25.5,1,25.5,35.5,35.5,2.917,94,1600.11,0.9263,-1.6,-1.7,1482.189,1.0447,0.4978,94,1600.11,1.4826,-1.6,-1.1,2372.262,0.7075,0.4978,94,1600.1,1.2045,-1.6,-1.4,1927.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_247,2.9,25.6,1,25.6,35.6,35.6,2.917,93,1595.733,0.9539,-1.6,-1.7,1522.169,1.0279,0.4978,93,1595.733,1.4966,-1.6,-1.1,2388.225,0.699,0.4978,93,1595.7,1.2253,-1.6,-1.4,1955.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_248,2.9,25.7,1,25.7,35.7,35.7,2.922,93,1602.852,0.9523,-1.7,-1.8,1526.344,1.0289,0.4912,93,1602.852,1.4941,-1.7,-1.1,2394.775,0.7006,0.4912,93,1602.9,1.2232,-1.7,-1.5,1960.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_249,2.9,25.8,1,25.8,35.8,35.8,2.932,93,1599.564,0.9065,-1.6,-1.8,1450.029,1.0567,0.4978,93,1599.564,1.4674,-1.6,-1.1,2347.261,0.7167,0.4978,93,1599.6,1.187,-1.6,-1.4,1898.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_250,2.9,25.9,1,25.9,35.9,35.9,2.929,92,1602.298,0.8999,-1.7,-1.9,1441.892,1.0607,0.4912,92,1602.298,1.4652,-1.7,-1.2,2347.675,0.7181,0.4912,92,1602.3,1.1826,-1.7,-1.5,1894.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_251,2.9,26,1,26,36,36,2.925,93,1591.404,0.9451,-1.8,-1.9,1503.959,1.0333,0.4912,93,1591.404,1.4893,-1.8,-1.2,2370.124,0.7034,0.4912,93,1591.4,1.2172,-1.8,-1.6,1937,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_252,2.9,26.1,1,26.1,36.1,36.1,2.921,92,1580.628,0.9476,-1.7,-1.8,1497.797,1.0318,0.4912,92,1580.628,1.492,-1.7,-1.1,2358.313,0.7018,0.4912,92,1580.6,1.2198,-1.7,-1.5,1928.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_253,2.9,26.2,1,26.2,36.2,36.2,2.917,93,1578.463,0.9701,-1.6,-1.6,1531.303,1.0181,0.4912,93,1578.463,1.5051,-1.6,-1.1,2375.677,0.6939,0.4912,93,1578.5,1.2376,-1.6,-1.4,1953.5,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_254,2.9,26.3,1,26.3,36.3,36.3,2.926,93,1579.061,0.8932,-1.7,-1.9,1410.477,1.0647,0.4912,93,1579.061,1.463,-1.7,-1.2,2310.102,0.7194,0.4912,93,1579.1,1.1781,-1.7,-1.5,1860.3,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_255,2.9,26.4,1,26.4,36.4,36.4,2.932,93,1586.58,0.9453,-1.6,-1.7,1499.772,1.0332,0.4912,93,1586.58,1.4871,-1.6,-1.1,2359.328,0.7048,0.4912,93,1586.6,1.2162,-1.6,-1.4,1929.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_256,2.9,26.5,1,26.5,36.5,36.5,2.934,93,1583.378,0.8782,-1.6,-1.8,1390.491,1.0738,0.4847,93,1583.378,1.4528,-1.6,-1.1,2300.326,0.7256,0.4847,93,1583.4,1.1655,-1.6,-1.5,1845.4,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_257,2.9,26.6,1,26.6,36.6,36.6,2.94,93,1586.616,0.9489,-1.7,-1.8,1505.568,1.031,0.4912,93,1586.616,1.4862,-1.7,-1.1,2358.036,0.7053,0.4912,93,1586.6,1.2176,-1.7,-1.5,1931.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_258,2.9,26.7,1,26.7,36.7,36.7,2.942,94,1583.423,0.9234,-1.6,-1.7,1462.167,1.0464,0.4912,94,1583.423,1.4725,-1.6,-1.1,2331.564,0.7136,0.4912,94,1583.4,1.198,-1.6,-1.4,1896.9,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_259,2.9,26.8,1,26.8,36.8,36.8,2.945,93,1585.038,0.9781,-1.5,-1.5,1550.384,1.0133,0.4912,93,1585.038,1.4998,-1.5,-1,2377.283,0.6971,0.4912,93,1585,1.239,-1.5,-1.3,1963.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_260,2.9,26.9,1,26.9,36.9,36.9,2.945,93,1580.784,0.9287,-1.5,-1.6,1468.075,1.0432,0.4847,93,1580.784,1.4741,-1.5,-1,2330.296,0.7126,0.4847,93,1580.8,1.2014,-1.5,-1.3,1899.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_261,2.9,27,1,27,37,37,2.952,94,1584.541,0.9697,-1.3,-1.3,1536.504,1.0184,0.4912,94,1584.541,1.493,-1.3,-0.9,2365.759,0.7012,0.4912,94,1584.5,1.2314,-1.3,-1.1,1951.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_262,2.9,27.1,1,27.1,37.1,37.1,2.957,94,1582.976,0.9791,-1.6,-1.6,1549.83,1.0127,0.4847,94,1582.976,1.4963,-1.6,-1.1,2368.676,0.6992,0.4847,94,1583,1.2377,-1.6,-1.4,1959.3,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_263,2.9,27.2,1,27.2,37.2,37.2,2.958,93,1583.512,0.9221,-1.7,-1.8,1460.225,1.0472,0.4912,93,1583.512,1.4664,-1.7,-1.2,2322.066,0.7173,0.4912,93,1583.5,1.1943,-1.7,-1.5,1891.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_264,2.9,27.3,1,27.3,37.3,37.3,2.972,93,1582.535,0.9717,-1.7,-1.7,1537.726,1.0172,0.4912,93,1582.535,1.4875,-1.7,-1.1,2354.013,0.7045,0.4912,93,1582.5,1.2296,-1.7,-1.4,1945.9,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_265,2.9,27.4,1,27.4,37.4,37.4,2.979,93,1586.262,0.9524,-1.7,-1.8,1510.709,1.0289,0.4847,93,1586.262,1.475,-1.7,-1.2,2339.751,0.7121,0.4847,93,1586.3,1.2137,-1.7,-1.5,1925.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_266,2.9,27.5,1,27.5,37.5,37.5,2.978,93,1577.331,0.9172,-1.6,-1.7,1446.696,1.0502,0.4912,93,1577.331,1.4572,-1.6,-1.1,2298.453,0.7229,0.4912,93,1577.3,1.1872,-1.6,-1.4,1872.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_267,2.9,27.6,1,27.6,37.6,37.6,2.975,93,1575.742,0.9193,-1.6,-1.7,1448.636,1.0489,0.4848,93,1575.742,1.4593,-1.6,-1.1,2299.439,0.7217,0.4848,93,1575.7,1.1893,-1.6,-1.4,1874,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_268,2.9,27.7,1,27.7,37.7,37.7,2.972,93,1569.995,0.9729,-1.7,-1.7,1527.452,1.0164,0.4848,93,1569.995,1.4881,-1.7,-1.1,2336.377,0.7042,0.4848,93,1570,1.2305,-1.7,-1.4,1931.9,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_269,2.9,27.8,1,27.8,37.8,37.8,2.978,93,1577.331,0.9867,-1.7,-1.7,1556.351,1.0081,0.4848,93,1577.331,1.4936,-1.7,-1.1,2355.888,0.7009,0.4848,93,1577.3,1.2402,-1.7,-1.4,1956.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_270,2.9,27.9,1,27.9,37.9,37.9,2.984,92,1576.334,0.9483,-1.6,-1.7,1494.901,1.0313,0.4848,92,1576.334,1.4713,-1.6,-1.1,2319.202,0.7144,0.4848,92,1576.3,1.2098,-1.6,-1.4,1907.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_271,2.9,28,1,28,38,38,2.986,92,1577.39,0.9792,-1.6,-1.6,1544.622,1.0126,0.4848,92,1577.39,1.487,-1.6,-1.1,2345.562,0.7049,0.4848,92,1577.4,1.2331,-1.6,-1.4,1945.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_272,2.9,28.1,1,28.1,38.1,38.1,2.985,91,1572.708,1.0061,-1.7,-1.7,1582.238,0.9963,0.4848,91,1572.708,1.5019,-1.7,-1.1,2362.054,0.6958,0.4848,91,1572.7,1.254,-1.7,-1.4,1972.1,0.8,0.5
HER34L,HER34L_1A,HER34L_1A_273,2.9,28.2,1,28.2,38.2,38.2,2.999,91,1571.803,0.94,-1.7,-1.8,1477.433,1.0364,0.4848,91,1571.803,1.462,-1.7,-1.2,2297.986,0.72,0.4848,91,1571.8,1.201,-1.7,-1.5,1887.7,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_274,2.9,28.3,1,28.3,38.3,38.3,3.012,92,1578.616,0.966,-1.6,-1.7,1524.913,1.0206,0.4848,92,1578.616,1.4716,-1.6,-1.1,2323.064,0.7142,0.4848,92,1578.6,1.2188,-1.6,-1.4,1924,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_275,2.9,28.4,1,28.4,38.4,38.4,3.027,92,1586.478,0.9337,-1.6,-1.7,1481.244,1.0402,0.4848,92,1586.478,1.4497,-1.6,-1.1,2299.975,0.7274,0.4848,92,1586.5,1.1917,-1.6,-1.4,1890.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_276,2.9,28.5,1,28.5,38.5,38.5,3.028,93,1587.002,0.9692,-1.7,-1.8,1538.148,1.0187,0.4848,93,1587.002,1.4683,-1.7,-1.2,2330.174,0.7162,0.4848,93,1587,1.2188,-1.7,-1.5,1934.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_277,2.9,28.6,1,28.6,38.6,38.6,3.035,93,1586.513,0.9276,-1.7,-1.8,1471.671,1.0439,0.4848,93,1586.513,1.444,-1.7,-1.2,2290.99,0.7309,0.4848,93,1586.5,1.1858,-1.7,-1.5,1881.3,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_278,2.9,28.7,1,28.7,38.7,38.7,3.045,92,1591.741,0.9851,-1.7,-1.7,1567.957,1.0091,0.4848,92,1591.741,1.4717,-1.7,-1.2,2342.502,0.7141,0.4848,92,1591.7,1.2284,-1.7,-1.4,1955.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_279,2.9,28.8,1,28.8,38.8,38.8,3.048,92,1593.309,0.9876,-1.7,-1.7,1573.579,1.0075,0.4848,92,1593.309,1.4722,-1.7,-1.2,2345.598,0.7138,0.4848,92,1593.3,1.2299,-1.7,-1.4,1959.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_280,2.9,28.9,1,28.9,38.9,38.9,3.041,93,1589.65,0.9389,-1.6,-1.7,1492.554,1.037,0.4912,93,1589.65,1.4481,-1.6,-1.1,2301.927,0.7284,0.4912,93,1589.7,1.1935,-1.6,-1.4,1897.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_281,2.9,29,1,29,39,39,3.053,93,1595.923,0.9989,-1.6,-1.6,1594.156,1.0007,0.4848,93,1595.923,1.4769,-1.6,-1.1,2357.015,0.711,0.4848,93,1595.9,1.2379,-1.6,-1.3,1975.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_282,2.9,29.1,1,29.1,39.1,39.1,3.051,93,1590.719,0.9902,-1.5,-1.5,1575.08,1.006,0.4848,93,1590.719,1.4727,-1.5,-1,2342.578,0.7135,0.4848,93,1590.7,1.2315,-1.5,-1.3,1958.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_283,2.9,29.2,1,29.2,39.2,39.2,3.056,95,1593.326,0.978,-1.4,-1.4,1558.257,1.0133,0.4912,95,1593.326,1.4644,-1.4,-1,2333.315,0.7185,0.4912,95,1593.3,1.2212,-1.4,-1.2,1945.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_284,2.9,29.3,1,29.3,39.3,39.3,3.053,95,1591.762,0.9813,-1.4,-1.4,1561.999,1.0113,0.4912,95,1591.762,1.4672,-1.4,-1,2335.368,0.7169,0.4912,95,1591.8,1.2243,-1.4,-1.2,1948.7,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_285,2.9,29.4,1,29.4,39.4,39.4,3.046,95,1592.264,0.9457,-1.5,-1.6,1505.81,1.0329,0.4912,95,1592.264,1.4501,-1.5,-1,2308.935,0.7272,0.4912,95,1592.3,1.1979,-1.5,-1.3,1907.4,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_286,2.9,29.5,1,29.5,39.5,39.5,3.042,95,1590.173,0.9648,-1.6,-1.7,1534.128,1.0214,0.4912,95,1590.173,1.4615,-1.6,-1.1,2324.084,0.7203,0.4912,95,1590.2,1.2132,-1.6,-1.4,1929.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_287,2.9,29.6,1,29.6,39.6,39.6,3.03,95,1583.9,1.0124,-1.6,-1.6,1603.489,0.9925,0.4912,95,1583.9,1.4914,-1.6,-1.1,2362.238,0.7022,0.4912,95,1583.9,1.2519,-1.6,-1.3,1982.9,0.8,0.5
HER34L,HER34L_1A,HER34L_1A_288,2.9,29.7,1,29.7,39.7,39.7,3.028,95,1582.854,1.0036,-1.6,-1.6,1588.55,0.9978,0.4848,95,1582.854,1.4871,-1.6,-1.1,2353.891,0.7048,0.4848,95,1582.9,1.2454,-1.6,-1.3,1971.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_289,2.9,29.8,1,29.8,39.8,39.8,3.029,95,1579.249,0.9701,-1.6,-1.6,1532.007,1.0181,0.4848,95,1579.249,1.4684,-1.6,-1.1,2319.038,0.7161,0.4848,95,1579.2,1.2193,-1.6,-1.4,1925.5,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_290,2.9,29.9,1,29.9,39.9,39.9,3.048,96,1593.309,1.0087,-1.6,-1.6,1607.219,0.9947,0.4848,96,1593.309,1.4839,-1.6,-1.1,2364.334,0.7067,0.4848,96,1593.3,1.2463,-1.6,-1.3,1985.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_291,2.9,30,1,30,40,40,3.069,96,1604.287,1.0158,-1.6,-1.6,1629.557,0.9905,0.4848,96,1604.287,1.4816,-1.6,-1.1,2376.98,0.7081,0.4848,96,1604.3,1.2487,-1.6,-1.3,2003.3,0.8,0.5
HER34L,HER34L_1A,HER34L_1A_292,2.9,30.1,1,30.1,40.1,40.1,3.112,96,1622.523,0.9315,-1.6,-1.7,1511.312,1.0415,0.4785,96,1622.523,1.4224,-1.6,-1.1,2307.932,0.744,0.4785,96,1622.5,1.177,-1.6,-1.4,1909.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_293,2.9,30.2,1,30.2,40.2,40.2,3.196,96,1670.674,0.9081,-1.6,-1.8,1517.151,1.0557,0.4848,96,1670.674,1.3857,-1.6,-1.2,2314.973,0.7663,0.4848,96,1670.7,1.1469,-1.6,-1.5,1916.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_294,2.9,30.3,1,30.3,40.3,40.3,3.167,96,1655.515,0.9061,-1.6,-1.8,1500.132,1.0569,0.4848,96,1655.515,1.3929,-1.6,-1.1,2305.927,0.7619,0.4848,96,1655.5,1.1495,-1.6,-1.5,1903,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_295,2.9,30.4,1,30.4,40.4,40.4,3.184,96,1660.063,0.9195,-1.7,-1.8,1526.37,1.0488,0.4785,96,1660.063,1.3951,-1.7,-1.2,2316,0.7605,0.4785,96,1660.1,1.1573,-1.7,-1.5,1921.2,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_296,2.9,30.5,1,30.5,40.5,40.5,3.267,95,1698.908,0.9466,-1.6,-1.7,1608.129,1.0324,0.4785,95,1698.908,1.3875,-1.6,-1.2,2357.265,0.7651,0.4785,95,1698.9,1.1671,-1.6,-1.4,1982.7,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_297,2.9,30.6,1,30.6,40.6,40.6,3.442,96,1789.911,0.8662,-1.6,-1.8,1550.471,1.0811,0.4785,96,1789.911,1.2991,-1.6,-1.2,2325.204,0.8188,0.4785,96,1789.9,1.0827,-1.6,-1.5,1937.8,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_298,2.9,30.7,1,30.7,40.7,40.7,3.416,96,1776.391,0.9001,-1.6,-1.8,1598.861,1.0606,0.4785,96,1776.391,1.3241,-1.6,-1.2,2352.038,0.8036,0.4785,96,1776.4,1.1121,-1.6,-1.5,1975.4,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_299,2.9,30.8,1,30.8,40.8,40.8,3.371,95,1762.154,0.8781,-1.5,-1.7,1547.303,1.0739,0.4848,95,1762.154,1.3229,-1.5,-1.1,2331.215,0.8043,0.4848,95,1762.2,1.1005,-1.5,-1.4,1939.3,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_300,2.9,30.9,1,30.9,40.9,40.9,3.235,96,1686.653,0.9272,-1.6,-1.7,1563.869,1.0441,0.4848,96,1686.653,1.3852,-1.6,-1.2,2336.395,0.7665,0.4848,96,1686.7,1.1562,-1.6,-1.4,1950.1,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_301,2.9,31,1,31,41,41,3.122,97,1631.992,0.9446,-1.5,-1.6,1541.66,1.0335,0.4848,97,1631.992,1.4266,-1.5,-1.1,2328.154,0.7415,0.4848,97,1632,1.1856,-1.5,-1.3,1934.9,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_302,2.9,31.1,1,31.1,41.1,41.1,2.988,96,1566.038,0.9507,-1.5,-1.6,1488.859,1.0299,0.4786,96,1566.038,1.4712,-1.5,-1,2303.961,0.7144,0.4786,96,1566,1.211,-1.5,-1.3,1896.4,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_303,2.9,31.2,1,31.2,41.2,41.2,2.965,96,1553.983,1.0044,-1.5,-1.5,1560.778,0.9973,0.4786,96,1553.983,1.5074,-1.5,-1,2342.456,0.6925,0.4786,96,1554,1.2559,-1.5,-1.2,1951.6,0.8,0.5
HER34L,HER34L_1A,HER34L_1A_304,2.9,31.3,1,31.3,41.3,41.3,2.978,96,1560.797,0.9661,-1.5,-1.6,1507.859,1.0206,0.4786,96,1560.797,1.4826,-1.5,-1,2313.98,0.7075,0.4786,96,1560.8,1.2244,-1.5,-1.3,1910.9,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_305,2.9,31.4,1,31.4,41.4,41.4,2.992,96,1568.134,0.9989,-1.5,-1.5,1566.424,1.0007,0.4786,96,1568.134,1.4958,-1.5,-1,2345.544,0.6995,0.4786,96,1568.1,1.2474,-1.5,-1.3,1956,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_306,2.9,31.5,1,31.5,41.5,41.5,2.978,95,1569.02,0.938,-1.6,-1.7,1471.792,1.0376,0.4849,95,1569.02,1.4679,-1.6,-1.1,2303.122,0.7164,0.4849,95,1569,1.203,-1.6,-1.4,1887.5,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_307,2.9,31.6,1,31.6,41.6,41.6,3.01,97,1581.713,0.9762,-1.6,-1.6,1544.083,1.0144,0.4786,97,1581.713,1.4777,-1.6,-1.1,2337.318,0.7105,0.4786,97,1581.7,1.227,-1.6,-1.4,1940.7,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_308,2.9,31.7,1,31.7,41.7,41.7,2.887,97,1517.078,1.0166,-1.5,-1.5,1542.19,0.99,0.4786,97,1517.078,1.54,-1.5,-1,2336.296,0.6727,0.4786,97,1517.1,1.2783,-1.5,-1.2,1939.2,0.8,0.5
HER34L,HER34L_1A,HER34L_1A_309,2.9,31.8,1,31.8,41.8,41.8,2.896,97,1521.808,0.9482,-1.6,-1.7,1442.986,1.0314,0.4786,97,1521.808,1.501,-1.6,-1.1,2284.254,0.6964,0.4786,97,1521.8,1.2246,-1.6,-1.4,1863.6,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_310,2.9,31.9,1,31.9,41.9,41.9,2.982,97,1571.127,0.9878,-1.6,-1.6,1551.947,1.0074,0.4786,97,1571.127,1.4929,-1.6,-1.1,2345.526,0.7013,0.4786,97,1571.1,1.2404,-1.6,-1.3,1948.7,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_311,2.9,32,1,32,42,42,3.005,97,1579.086,0.9574,-1.6,-1.7,1511.821,1.0258,0.4725,97,1579.086,1.4692,-1.6,-1.1,2320.059,0.7156,0.4725,97,1579.1,1.2133,-1.6,-1.4,1915.9,0.9,0.5
HER34L,HER34L_1A,HER34L_1A_312,2.9,32.1,1,32.1,42.1,42.1,3.002,97,1577.509,1.0278,-1.4,-1.4,1621.285,0.9832,0.4725,97,1577.509,1.5087,-1.4,-0.9,2379.924,0.6917,0.4725,97,1577.5,1.2683,-1.4,-1.1,2000.6,0.8,0.5
HER34L,HER34L_1A,HER34L_1A_313,2.9,32.2,1,32.2,42.2,42.2,3.021,95,1587.493,0.9559,-1.5,-1.6,1517.525,1.0267,0.4725,95,1587.493,1.4634,-1.5,-1,2323.088,0.7192,0.4725,95,1587.5,1.2097,-1.5,-1.3,1920.3,0.9,0.5
