depth	min	max	median	mean
11	-45.15	220.9	33.6	48.09
11.1	-44.5	221.91	34.79	49.07
11.2	-43.99	222.83	35.72	50.06
11.3	-43.37	223.76	37.01	51.04
11.4	-42.87	224.46	38.16	52.02
11.5	-42.02	225.19	39.39	53.01
11.6	-41.46	225.96	40.35	53.99
11.7	-41.01	226.64	41.58	54.98
11.8	-40.36	227.27	42.66	55.96
11.9	-39.98	228.25	43.78	56.94
12	-39.44	229.55	44.86	57.93
12.1	-38.86	230.28	45.92	58.91
12.2	-38.46	230.92	46.8	59.89
12.3	-38.11	231.54	47.83	60.88
12.4	-37.76	232.63	49.01	61.86
12.5	-37.32	233.63	50.19	62.84
12.6	-36.7	234.17	51.33	63.83
12.7	-36.2	234.51	52.34	64.81
12.8	-35.76	234.8	53.51	65.8
12.9	-35.33	235.09	54.56	66.78
13	-34.97	235.67	55.95	67.76
13.1	-34.61	236.78	57.11	68.75
13.2	-34.21	237.62	58.23	69.73
13.3	-33.85	238.87	59.57	70.71
13.4	-33.45	239.95	61.03	71.7
13.5	-33.07	240.83	62.18	72.68
13.6	-32.68	241.52	63.53	73.66
13.7	-32.31	242.89	64.64	74.65
13.8	-31.99	243.1	65.82	75.63
13.9	-31.6	243.73	67.14	76.62
14	-31.23	244.23	68.21	77.6
14.1	-30.92	245.33	69.49	78.58
14.2	-30.53	246.46	70.53	79.57
14.3	-30.05	247.1	71.52	80.55
14.4	-29.67	248.2	72.6	81.53
14.5	-29.27	249	73.66	82.52
14.6	-28.94	249.95	74.8	83.5
14.7	-28.64	250.63	75.98	84.48
14.8	-28.31	251.63	77.02	85.47
14.9	-28.06	252.48	77.97	86.45
15	-27.83	254.11	78.97	87.44
15.1	-27.54	255.05	80.28	88.42
15.2	-27.22	256.02	81.34	89.4
15.3	-26.87	257.05	82.5	90.39
15.4	-26.67	258.42	83.6	91.37
15.5	-26.34	259.87	84.79	92.35
15.6	-25.96	261.18	85.69	93.34
15.7	-25.66	262.1	86.68	94.32
15.8	-25.38	263.29	87.66	95.3
15.9	-25.21	264.21	88.61	96.29
16	-25.06	265.14	89.7	97.27
16.1	-24.57	266.21	90.7	98.26
16.2	-24.16	267.51	91.9	99.24
16.3	-23.87	268.62	93.08	100.22
16.4	-23.44	269.69	94.13	101.21
16.5	-23.2	270.82	95.08	102.19
16.6	-23.01	271.47	96.31	103.17
16.7	-22.75	272.94	97.28	104.16
16.8	-22.35	274.52	98.28	105.14
16.9	-21.97	275.93	99.34	106.12
17	-21.63	277.34	100.26	107.11
17.1	-21.33	278.91	101.1	108.09
17.2	-21.05	280.53	102.03	109.07
17.3	-20.82	281.66	103.13	110.06
17.4	-20.55	282.94	104.04	111.04
17.5	-20.25	284.49	105.12	112.03
17.6	-19.95	285.61	106.18	113.01
17.7	-19.74	287.66	107.11	113.99
17.8	-19.48	289.86	108.02	114.98
17.9	-19.25	291.6	108.92	115.96
18	-19.03	293.07	109.91	116.94
18.1	-18.56	294.29	110.94	117.93
18.2	-18.3	295.56	111.97	118.91
18.3	-17.97	297.24	112.89	119.89
18.4	-17.63	298.75	113.91	120.88
18.5	-17.37	300.07	114.93	121.86
18.6	-17.03	301.43	115.7	122.85
18.7	-16.68	302.63	116.77	123.83
18.8	-16.42	304.27	117.79	124.81
18.9	-16.19	306.26	118.76	125.8
19	-15.96	308.88	119.65	126.78
19.1	-15.79	312.11	120.61	127.76
19.2	-15.56	313.81	121.6	128.75
19.3	-15.3	315.26	122.84	129.73
19.4	-14.97	316.57	123.78	130.71
19.5	-14.6	318.11	124.8	131.7
19.6	-14.19	320.06	125.82	132.68
19.7	-13.88	322.14	126.58	133.67
19.8	-13.68	324.24	127.74	134.65
19.9	-13.41	325.88	128.64	135.63
20	-13.14	327.8	129.6	136.62
20.1	-11.91	328.06	130.85	137.64
20.2	-10.43	328.91	132.19	138.67
20.3	-9.05	329.27	133.25	139.69
20.4	-7.38	330.19	134.53	140.72
20.5	-5.93	330.67	135.55	141.75
20.6	-4.53	331.06	136.64	142.77
20.7	-3.18	331.89	137.59	143.8
20.8	-1.88	332.56	138.39	144.82
20.9	-0.43	333.14	139.18	145.85
21	0.87	333.61	140.16	146.87
21.1	2.08	334.34	141.21	147.9
21.2	2.79	334.92	142.26	148.93
21.3	4.28	335.62	143.4	149.95
21.4	5.65	335.92	144.63	150.98
21.5	6.66	336.94	145.81	152
21.6	7.97	337.7	146.93	153.03
21.7	8.34	338.74	147.78	154.06
21.8	9.27	339.15	148.88	155.08
21.9	10.13	340.08	149.87	156.11
22	11.44	340.89	150.92	157.13
22.1	12.56	341.45	151.91	158.16
22.2	13.59	341.85	152.85	159.18
22.3	14.53	342.2	153.77	160.21
22.4	15.82	342.45	155.15	161.24
22.5	16.65	342.82	156.16	162.26
22.6	17.39	343.24	157.43	163.29
22.7	18.28	343.83	158.43	164.31
22.8	18.96	344.72	159.73	165.34
22.9	19.96	345.43	160.79	166.37
23	20.31	346.98	161.93	167.39
23.1	21.35	347.7	162.86	168.42
23.2	22.14	348.13	164.04	169.44
23.3	22.72	348.8	165.34	170.47
23.4	23.47	349.48	166.57	171.49
23.5	23.98	350.36	167.68	172.52
23.6	24.78	351.05	168.88	173.55
23.7	25.86	351.9	169.91	174.57
23.8	26.5	352.35	170.97	175.6
23.9	27.3	353.08	172.29	176.62
24	27.85	354.49	173.66	177.65
24.1	28.7	355.05	174.68	178.68
24.2	29.13	355.58	175.71	179.7
24.3	29.71	356.25	176.97	180.73
24.4	30.5	356.62	178.12	181.75
24.5	31.13	357.01	179.08	182.78
24.6	31.78	357.28	180.28	183.8
24.7	32.57	357.76	181.56	184.83
24.8	33.08	358.06	182.67	185.86
24.9	33.8	358.63	183.85	186.88
25	34.21	359.41	185.02	187.91
25.1	34.69	360.13	186.15	188.93
25.2	35.24	360.55	187.43	189.96
25.3	35.93	361.44	188.49	190.98
25.4	36.62	362.09	189.63	192.01
25.5	37.34	362.71	190.63	193.04
25.6	37.98	363.54	191.64	194.06
25.7	38.32	364.12	192.82	195.09
25.8	38.79	365.38	193.91	196.11
25.9	39.5	366.36	194.86	197.14
26	39.97	367.22	196.13	198.17
26.1	40.7	367.89	197.15	199.19
26.2	41.34	368.3	198.33	200.22
26.3	42.22	369.24	199.41	201.24
26.4	43.29	370.3	200.49	202.27
26.5	43.91	371.16	201.31	203.29
26.6	44.52	372.44	202.59	204.32
26.7	44.72	373.74	203.57	205.35
26.8	44.97	374.95	204.89	206.37
26.9	45.53	376.04	206.21	207.4
27	46.02	376.48	207.14	208.42
27.1	46.59	377.37	208.15	209.45
27.2	46.95	379.1	209.04	210.48
27.3	47.39	380.15	210.22	211.5
27.4	47.72	380.74	211.28	212.53
27.5	48	381.61	212.46	213.55
27.6	48.25	382.69	213.56	214.58
27.7	48.5	383.97	214.57	215.6
27.8	48.75	385.15	215.45	216.63
27.9	49.1	386.25	216.37	217.66
28	49.5	387.82	217.62	218.68
28.1	50.17	389.19	218.79	219.71
28.2	50.75	390.49	219.87	220.73
28.3	51.41	392.26	220.93	221.76
28.4	51.96	393.47	222.05	222.79
28.5	52.65	395.09	222.74	223.81
28.6	53.24	396.83	223.86	224.84
28.7	53.36	398.55	225.05	225.86
28.8	54.15	399.93	226.07	226.89
28.9	54.62	401.33	227.06	227.91
29	54.8	402.62	228.43	228.94
29.1	55.2	403.47	229.53	229.97
29.2	55.68	405.39	230.86	230.99
29.3	56.05	406.56	232.04	232.02
29.4	56.38	408.04	233.02	233.04
29.5	56.96	409.21	234	234.07
29.6	57.53	410.86	235.23	235.1
29.7	58.13	412.88	236.18	236.12
29.8	58.82	414.11	237.13	237.15
29.9	59.61	415.56	237.96	238.17
30	60.02	417.18	239.12	239.2
30.1	60.94	417.69	240.06	240.24
30.2	62.58	418.03	241.14	241.28
30.3	63.82	418.26	242.14	242.32
30.4	64.87	418.55	243.17	243.37
30.5	66.44	419.21	244.31	244.41
30.6	68.44	419.89	245.51	245.45
30.7	69.58	420.29	246.56	246.49
30.8	71.43	420.64	247.77	247.54
30.9	73.06	420.72	248.75	248.58
31	75.09	421.08	249.67	249.62
31.1	76.95	421.62	250.91	250.66
31.2	78.73	422.09	252.03	251.7
31.3	80.12	422.55	252.93	252.75
31.4	82.37	423.29	253.65	253.79
31.5	83.43	423.77	254.75	254.83
31.6	84.9	424.13	255.79	255.87
31.7	86.02	424.6	256.7	256.91
31.8	87.78	425.04	257.68	257.96
31.9	89.24	425.47	258.73	259
32	90.9	425.78	259.74	260.04
32.1	92.01	426.42	261	261.08
32.2	93.05	427.22	261.98	262.13
32.3	94.8	427.85	263.09	263.17
32.4	96.14	428.36	264.25	264.21
32.5	97.51	428.88	265.6	265.25
32.6	99.13	429.37	266.59	266.29
32.7	100.53	429.82	267.66	267.34
32.8	101.81	430.29	268.7	268.38
32.9	102.83	430.88	269.47	269.42
33	104.49	431.4	270.56	270.46
33.1	105	431.95	271.66	271.5
33.2	106.79	432.78	272.56	272.55
33.3	107.75	433.58	273.49	273.59
33.4	108.59	434.14	274.84	274.63
33.5	109.84	434.66	275.8	275.67
33.6	110.77	435.36	276.76	276.72
33.7	112.05	436.35	277.87	277.76
33.8	113.06	436.87	279.22	278.8
33.9	114.22	437.28	280.16	279.84
34	115.18	438.04	281.24	280.88
34.1	116.32	438.69	282.38	281.93
34.2	117.41	439.27	283.54	282.97
34.3	118.46	439.84	284.59	284.01
34.4	119.8	440.45	285.78	285.05
34.5	120.66	441.14	287.19	286.09
34.6	121.42	441.95	288.37	287.14
34.7	122.8	442.59	289.26	288.18
34.8	123.44	443.44	290.31	289.22
34.9	124.25	444.1	291.28	290.26
35	125.16	444.89	292.78	291.31
35.1	126.59	445.5	294.16	292.35
35.2	127.84	446.17	295.5	293.39
35.3	128.89	446.72	296.51	294.43
35.4	129.74	447.41	297.94	295.47
35.5	130.75	447.73	298.78	296.52
35.6	131.62	448.2	299.92	297.56
35.7	132.67	448.57	301.24	298.6
35.8	133.75	448.85	302.15	299.64
35.9	134.82	449.46	303.05	300.68
36	135.91	449.82	304.3	301.73
36.1	136.54	450.67	305.46	302.77
36.2	137.05	451.66	306.92	303.81
36.3	137.64	452.05	307.92	304.85
36.4	138.34	452.66	309.34	305.9
36.5	138.89	453.44	310.53	306.94
36.6	139.71	454.22	312.19	307.98
36.7	140.29	454.98	313.24	309.02
36.8	140.82	455.7	314.14	310.06
36.9	141.96	456.87	315	311.11
37	142.24	457.7	315.99	312.15
37.1	142.68	458.42	317	313.19
37.2	143.31	458.98	317.96	314.23
37.3	144.08	459.64	319.1	315.27
37.4	144.96	460.76	320.01	316.32
37.5	145.5	461.45	321.05	317.36
37.6	146.3	462.42	322	318.4
37.7	146.94	463.24	322.89	319.44
37.8	147.63	464.1	324.12	320.49
37.9	148.49	464.84	325.05	321.53
38	149.33	465.33	325.91	322.57
38.1	149.83	466.4	327.22	323.61
38.2	150.79	466.97	328.21	324.65
38.3	151.56	467.55	329.39	325.7
38.4	151.88	468.5	330.5	326.74
38.5	152.11	469.37	331.35	327.78
38.6	152.37	470.47	332.69	328.82
38.7	153.08	471.53	333.86	329.86
38.8	153.82	473.07	334.69	330.91
38.9	154.28	474.34	335.87	331.95
39	154.63	475.08	337.17	332.99
39.1	155.06	476.05	338.12	334.03
39.2	156.19	477.04	339.34	335.08
39.3	157.33	478.08	340.47	336.12
39.4	157.97	478.9	341.47	337.16
39.5	158.37	480.53	342.61	338.2
39.6	158.75	482.23	343.59	339.24
39.7	159.34	483.22	344.4	340.29
39.8	159.91	484.09	345.43	341.33
39.9	160.36	485.49	346.37	342.37
40	160.8	487.06	347.33	343.41
40.1	163.23	487.37	348.35	344.43
40.2	165.81	487.62	349.39	345.44
40.3	168.57	487.75	350.56	346.45
40.4	170.75	488.13	351.76	347.47
40.5	172.69	488.39	352.77	348.48
40.6	174.88	488.63	353.87	349.5
40.7	177.42	488.75	355.03	350.51
40.8	179.64	488.85	356.13	351.52
40.9	182.32	488.95	357.35	352.54
41	184.18	489.19	358.52	353.55
41.1	186.21	489.26	359.64	354.56
41.2	187.86	489.42	360.86	355.58
41.3	190.03	489.7	362.09	356.59
41.4	192.09	490.02	363.52	357.61
41.5	193.95	490.32	364.71	358.62
41.6	195.75	490.47	365.9	359.63
41.7	197.68	490.73	367.16	360.65
41.8	200.09	490.96	368.32	361.66
41.9	201.91	491.28	369.45	362.68
42	203.63	491.58	370.43	363.69
42.1	206.48	491.97	371.49	364.7
42.2	208.69	492.24	372.54	365.72
42.3	211.47	492.56	373.76	366.73
42.4	213.13	492.88	375.06	367.74
42.5	215.06	493.12	376.38	368.76
42.6	216.91	493.48	377.66	369.77
42.7	219.17	493.7	378.66	370.79
42.8	221.52	494.22	379.93	371.8
42.9	223.27	494.6	380.96	372.81
43	224.99	494.91	381.83	373.83
43.1	226.97	495.04	382.93	374.84
43.2	229.75	495.19	384.12	375.86
43.3	231.52	495.52	385.24	376.87
43.4	233.42	495.85	386.53	377.88
43.5	235.09	496.4	387.69	378.9
43.6	237.43	496.64	388.91	379.91
43.7	238.93	496.93	390.13	380.92
43.8	240.69	497.3	391.37	381.94
43.9	242.07	497.64	392.53	382.95
44	244.12	497.87	393.61	383.97
44.1	245.85	498.05	394.94	384.98
44.2	247.53	498.22	396.14	385.99
44.3	248.62	498.49	397.34	387.01
44.4	250.12	498.63	398.49	388.02
44.5	251.67	498.82	399.65	389.04
44.6	253.75	499.7	400.92	390.05
44.7	255.63	499.97	402.07	391.06
44.8	256.99	500.57	403.14	392.08
44.9	258.39	500.79	404.36	393.09
45	259.83	501.38	405.65	394.1
45.1	261.28	501.86	406.9	395.12
45.2	263.24	502.3	408.27	396.13
45.3	264.72	502.77	409.37	397.15
45.4	265.66	503.23	410.52	398.16
45.5	267.47	503.78	411.86	399.17
45.6	269	504.16	413.07	400.19
45.7	270.08	504.55	414.22	401.2
45.8	271.5	505.1	415.55	402.22
45.9	273.54	505.66	416.81	403.23
46	274.5	506.15	418.15	404.24
46.1	275.77	506.7	419.4	405.26
46.2	277.29	507.11	420.6	406.27
46.3	278.6	507.53	421.88	407.28
46.4	280.1	507.88	423.15	408.3
46.5	281.83	508.35	424.39	409.31
46.6	283.34	508.7	425.49	410.33
46.7	284.67	509.46	426.65	411.34
46.8	285.96	509.8	428.1	412.35
46.9	287.35	510.39	429.47	413.37
47	288.9	510.8	430.66	414.38
47.1	290.37	511.26	431.88	415.4
47.2	291.85	512.04	433.02	416.41
47.3	293.35	512.46	434.37	417.42
47.4	294.59	513.13	435.57	418.44
47.5	295.92	513.74	436.58	419.45
47.6	296.9	514.47	437.87	420.46
47.7	298.05	515.22	439.15	421.48
47.8	299.02	516.04	440.47	422.49
47.9	300.61	516.69	441.81	423.51
48	301.5	517.64	442.99	424.52
48.1	301.92	518.31	444.11	425.53
48.2	303.12	519.07	445.16	426.55
48.3	304.86	520.18	446.31	427.56
48.4	305.7	521.12	447.6	428.58
48.5	306.57	521.98	448.74	429.59
48.6	307.47	522.51	450.1	430.6
48.7	308.43	523.55	451.37	431.62
48.8	309.24	524.02	452.49	432.63
48.9	310.29	524.6	453.57	433.64
49	311.38	525.48	454.86	434.66
49.1	312.05	526.52	455.97	435.67
49.2	313.1	527.2	456.96	436.69
49.3	313.91	528.15	457.88	437.7
49.4	314.94	529.16	459.06	438.71
49.5	315.65	530.21	460.2	439.73
49.6	316.51	531.37	461.27	440.74
49.7	317.27	532.04	462.4	441.76
49.8	317.69	532.76	463.62	442.77
49.9	318.49	533.5	464.83	443.78
50	319.09	534.51	465.93	444.8
50.1	320.87	535.25	466.8	445.82
50.2	322.41	536.03	467.85	446.85
50.3	323.82	536.94	468.79	447.88
50.4	325.15	537.8	469.84	448.9
50.5	326.01	538.67	470.75	449.93
50.6	327.01	539.83	471.78	450.95
50.7	328.3	541.21	472.75	451.98
50.8	329.23	542.07	473.76	453.01
50.9	329.92	543.16	474.83	454.03
51	330.97	544.45	475.67	455.06
51.1	331.92	545.68	476.67	456.08
51.2	332.73	546.97	477.44	457.11
51.3	333.54	548.34	478.45	458.14
51.4	334.12	549.92	479.42	459.16
51.5	334.74	551.49	480.46	460.19
51.6	335.35	552.84	481.38	461.21
51.7	336.38	554.47	482.21	462.24
51.8	337.08	555.99	483.06	463.27
51.9	337.75	557.91	484.06	464.29
52	338.37	558.99	485.01	465.32
52.1	338.96	560.63	485.78	466.34
52.2	339.55	562.24	486.71	467.37
52.3	340.1	564.13	487.57	468.4
52.4	340.58	566.48	488.4	469.42
52.5	340.96	568.81	489.21	470.45
52.6	341.52	571.12	490.17	471.47
52.7	342.03	573.56	490.9	472.5
52.8	342.53	575.5	491.84	473.53
52.9	342.93	577.96	492.56	474.55
53	343.63	580.14	493.33	475.58
53.1	343.84	582.31	494.13	476.6
53.2	344.18	585	494.87	477.63
53.3	344.68	587.72	495.69	478.66
53.4	345.09	590.79	496.52	479.68
53.5	345.59	593.54	497.35	480.71
53.6	346.05	595.86	498	481.73
53.7	346.15	598.07	498.7	482.76
53.8	346.64	600.53	499.38	483.79
53.9	347.27	603	500.12	484.81
54	347.78	605.52	500.92	485.84
54.1	348.29	608.16	501.7	486.87
54.2	348.54	611.18	502.28	487.89
54.3	348.85	613.93	503.07	488.92
54.4	349.21	616.45	503.82	489.94
54.5	349.53	619.05	504.51	490.97
54.6	349.82	620.89	505.17	492
54.7	350.54	622.84	505.73	493.02
54.8	350.94	625.3	506.68	494.05
54.9	351.11	628.12	507.34	495.07
55	351.19	631.04	508.02	496.1
55.1	351.38	633.84	508.63	497.13
55.2	351.52	636.79	509.26	498.15
55.3	351.74	638.69	509.85	499.18
55.4	351.91	641.5	510.68	500.2
55.5	352.17	644.34	511.54	501.23
55.6	352.69	647.13	512.14	502.26
55.7	353.01	649.52	512.91	503.28
55.8	353.2	652.4	513.63	504.31
55.9	353.55	654.86	514.4	505.33
56	353.8	657.72	514.89	506.36
56.1	354.17	659.74	515.54	507.39
56.2	354.37	662.65	516.29	508.41
56.3	354.55	665.39	516.85	509.44
56.4	354.92	667.61	517.63	510.46
56.5	355.12	670.11	518.34	511.49
56.6	355.5	672.2	519.05	512.52
56.7	355.6	674.74	519.8	513.54
56.8	355.74	676.87	520.7	514.57
56.9	356.1	678.91	521.36	515.59
57	356.68	681.28	522.24	516.62
57.1	357.2	683.14	522.96	517.65
57.2	357.42	685.8	523.63	518.67
57.3	357.58	688.57	524.26	519.7
57.4	357.76	691.48	524.91	520.72
57.5	357.89	694.34	525.79	521.75
57.6	358.02	697.09	526.73	522.78
57.7	358.15	699.55	527.42	523.8
57.8	358.28	702.07	528.19	524.83
57.9	358.45	704.78	528.92	525.86
58	358.68	707.27	529.8	526.88
58.1	359.16	710.06	530.58	527.91
58.2	359.67	712.52	531.25	528.93
58.3	359.99	714.95	531.91	529.96
58.4	360.2	717.55	532.65	530.99
58.5	360.4	720.63	533.44	532.01
58.6	360.83	723.34	534.12	533.04
58.7	361.01	725.15	534.92	534.06
58.8	361.26	727.49	535.65	535.09
58.9	361.57	730.09	536.42	536.12
59	361.79	732.38	537.07	537.14
59.1	362	734.99	537.83	538.17
59.2	362.25	737.4	538.53	539.19
59.3	362.6	740.08	539.18	540.22
59.4	362.77	742.75	540.04	541.25
59.5	362.95	745.33	540.65	542.27
59.6	363.21	747.94	541.53	543.3
59.7	363.58	750.88	542.14	544.32
59.8	363.85	753.85	543.13	545.35
59.9	364.11	756.49	543.84	546.38
60	364.38	759.4	544.53	547.4
60.1	365.22	760.47	545.64	548.43
60.2	366.04	761.3	546.64	549.46
60.3	367.64	762.14	547.43	550.49
60.4	368.9	762.78	548.29	551.52
60.5	370.14	764.04	549.29	552.54
60.6	371.55	765	550.7	553.57
60.7	372.53	765.52	551.74	554.6
60.8	373.81	766.04	552.82	555.63
60.9	374.74	766.88	553.91	556.66
61	375.88	767.78	554.94	557.69
61.1	376.55	768.99	555.99	558.71
61.2	377.92	770.56	556.89	559.74
61.3	378.95	771.24	557.85	560.77
61.4	380.21	772.11	558.8	561.8
61.5	381.45	773.24	559.88	562.83
61.6	382.8	774.41	560.83	563.86
61.7	384.01	775.26	561.77	564.88
61.8	385.18	776.51	562.77	565.91
61.9	386.15	777.92	563.87	566.94
62	387.06	778.56	564.95	567.97
62.1	387.98	779.83	566.14	569
62.2	388.93	780.97	567.15	570.03
62.3	389.76	782.34	568.1	571.05
62.4	390.33	783.73	569.28	572.08
62.5	390.99	785.06	570.36	573.11
62.6	391.86	785.71	571.4	574.14
62.7	392.88	787.32	572.39	575.17
62.8	393.61	788.94	573.34	576.2
62.9	394.21	790.75	574.19	577.22
63	394.99	792.26	575.09	578.25
63.1	395.84	793.8	576.03	579.28
63.2	396.63	795.33	577.11	580.31
63.3	397.19	796.93	578.02	581.34
63.4	398.12	798.6	579.31	582.37
63.5	399.08	799.3	580.25	583.4
63.6	399.64	800.2	581.3	584.42
63.7	400.21	801.31	582.26	585.45
63.8	401.24	801.96	583.3	586.48
63.9	402.13	802.67	584.35	587.51
64	403.02	803.59	585.37	588.54
64.1	403.82	804.94	586.47	589.57
64.2	404.19	806.24	587.52	590.59
64.3	405.03	807.04	588.51	591.62
64.4	405.74	808.51	589.62	592.65
64.5	406.37	809.9	590.55	593.68
64.6	406.94	811.04	591.65	594.71
64.7	407.89	812.08	592.63	595.74
64.8	408.89	814.4	593.65	596.76
64.9	409.61	815.61	594.62	597.79
65	410.53	816.96	595.64	598.82
65.1	411.29	818.66	596.31	599.85
65.2	411.87	821.34	597.11	600.88
65.3	412.63	822.75	597.96	601.91
65.4	413.14	824.33	599.13	602.93
65.5	413.86	825	600.19	603.96
65.6	414.51	825.62	601.23	604.99
65.7	414.97	826.81	602.33	606.02
65.8	415.62	827.99	603.56	607.05
65.9	416.05	829.57	604.62	608.08
66	416.28	830.35	605.57	609.1
66.1	416.82	831.42	606.46	610.13
66.2	417.3	833.28	607.67	611.16
66.3	417.65	834.45	608.62	612.19
66.4	418.06	836.01	609.72	613.22
66.5	418.56	837.98	610.49	614.25
66.6	419.11	839.37	611.37	615.27
66.7	419.53	840.78	612.52	616.3
66.8	419.96	842.06	613.59	617.33
66.9	420.4	843.59	614.34	618.36
67	420.84	845.26	615.25	619.39
67.1	421.27	847.31	615.92	620.42
67.2	421.71	848.41	616.87	621.45
67.3	422.15	849.59	617.66	622.47
67.4	422.51	850.88	618.74	623.5
67.5	422.94	851.44	619.68	624.53
67.6	423.24	853.55	620.58	625.56
67.7	423.59	854.39	621.54	626.59
67.8	423.88	856.24	622.24	627.62
67.9	424.08	857.47	623.06	628.64
68	424.3	859.36	623.96	629.67
68.1	424.61	860.76	624.76	630.7
68.2	425.03	862.4	625.77	631.73
68.3	425.62	863.82	626.59	632.76
68.4	426.23	865.15	627.55	633.79
68.5	426.7	866.97	628.29	634.81
68.6	427.16	868.98	629.09	635.84
68.7	427.73	870.51	629.89	636.87
68.8	428.22	873.31	630.76	637.9
68.9	428.61	874.97	631.77	638.93
69	429.04	876.59	632.7	639.96
69.1	429.52	878.56	633.45	640.98
69.2	429.84	880.65	634.35	642.01
69.3	429.97	881.7	635.53	643.04
69.4	430.15	882.72	636.51	644.07
69.5	430.37	884.68	637.61	645.1
69.6	430.86	885.62	638.73	646.13
69.7	431.02	887.63	640	647.15
69.8	431.18	888.09	640.98	648.18
69.9	431.57	890.16	641.92	649.21
70	432.19	892.21	643.03	650.24
70.1	433.31	892.67	643.82	651.26
