"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Cl","K","Ca","Ti","Mn","Fe","Co","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER42PB","HER42PB_1A","HER42PB_1A_2",1.1,-51.51,6.66,1,16596,44628,1.45,-2.85049234017413,-0.0135956852166753,-0.271781430126936,-0.454540909018317,0.447533861964406,0.0627202100908059,0.277224160099919,-1.03139893355269,1.47956419270508,-0.0166046458982764,-0.862437452614707,-1.28035603259912,-1.7948601627883,32520,5.65711361310133,0.176768590555455,-0.328504066972036,-1.8070737042011,-1.47856963722906
"HER42PB","HER42PB_1A","HER42PB_1A_3",1.2,-50.47,6.68,1,16084,44476,1.35,-2.42823637443086,0.815227670154773,0.324394879501014,-0.0694367896050277,0.392081718182971,0.41305714681816,-0.955097464463793,-1.72875884130828,0.911071365210448,1.03943968293827,0.00612641814912764,-1.58045530218444,-2.32836306629981,30857,5.63734136373414,0.177388583638584,-0.269663566949103,-1.58534036085504,-1.31567679390594
"HER42PB","HER42PB_1A","HER42PB_1A_4",1.3,-49.42,6.7,1,16223,44600,1.42,-1.28814526692406,0.0692866503204695,0.0226266240103234,0.0625989084795286,0.539954101600131,0.334598739472589,-1.08195410228653,-0.226752886142391,1.19244660306133,0.115400895206292,-0.326193671534426,-1.52514618662667,-2.14073280786144,31203,5.59404057480981,0.178761663707453,-0.760969776898706,-1.86774537620598,-1.10677559930727
"HER42PB","HER42PB_1A","HER42PB_1A_5",1.4,-48.38,6.7,1,16870,48427,1.4,-2.34378518128221,2.36236460018148,0.515760114690232,-0.3555141354549,1.2238638749045,0.824074906145109,0.929629726045413,-0.226752886142391,1.6135524012055,2.00748031770511,-0.0391899577168115,-1.3022273178387,-1.8830237781991,32377,5.6811803549319,0.176019759543787,0.510825623765991,-1.13599982073973,-1.64682544450572
"HER42PB","HER42PB_1A","HER42PB_1A_6",1.5,-47.34,6.71,1,16085,44532,1.13,-1.0347916874781,1.1743844574824,-0.117217201704875,-0.157460588328065,0.225725286838666,0.180526338340802,-0.121468130200106,-1.35325735251681,1.360888922319,0.614088494934663,0.666990232860741,-1.44018465550371,-2.06161161454405,31642,5.63771764212293,0.177376744186047,-0.0502618347808883,-1.28322217598008,-1.23296034119919
"HER42PB","HER42PB_1A","HER42PB_1A_7",1.6,-46.29,6.73,1,16366,44776,1.31,-0.69698691488349,0.290306211752856,0.00790622130346048,-0.179466538008825,0.170273143057231,0.0307205575480503,-0.791996072977419,-1.08504200338004,1.55421476601246,NA,1.04085033375474,-1.35753643339647,-2.19724794594528,31975,5.79307414489059,0.17261992078627,-0.430782916092454,-1.73097457815893,-1.30019166206648
"HER42PB","HER42PB_1A","HER42PB_1A_8",1.7,-45.25,6.76,1,16696,47047,1.33,-1.87930361896462,0.235051321394759,-0.264421228773504,-0.223478437370343,1.18689577905021,0.219637024781948,-0.284569521686479,0.121927067735404,2.2375546293646,0.570086647899807,0.561252022506883,-1.17878073672687,-1.00364822961446,33353,5.37115568290353,0.186179671384878,-0.421213465076304,-1.65595792806899,-1.23474446299269
"HER42PB","HER42PB_1A","HER42PB_1A_9",1.8,-44.2,6.78,1,16936,47641,1.27,-1.41482205664704,0.87048256051287,0.383276490328466,0.216640556244844,1.07599149148734,0.41305714681816,0.911507349213594,-0.682718979674892,2.05762760652118,1.17144522404284,0.836926642358013,-1.21116706294701,-1.7360844191811,32875,5.69415597637956,0.175618652553283,-0.458307589482544,-1.58113413627125,-1.1228265467887
"HER42PB","HER42PB_1A","HER42PB_1A_10",1.9,-43.16,6.81,1,16562,46327,1.18,-0.443633335437532,-0.0964780207538201,1.06777521619759,-0.443537934177937,1.07599149148734,0.271073503313637,-0.828240826641058,-0.709540514588568,1.81262059669184,0.306075565690669,0.410197436287085,-1.27026159325778,-2.00283587093686,32476,5.77571458376799,0.173138749412997,-0.398907707562005,-2.30454395747938,-1.90563624991737
"HER42PB","HER42PB_1A","HER42PB_1A_11",2,-42.11,6.84,1,15674,42856,1.25,-2.8082667435998,-0.317497582186206,-0.764914920806844,1.99912248038635,1.29780006661308,-0.209395353754257,-0.791996072977419,0.0682839979080513,1.23264306561145,1.05410696528323,-0.824673806059757,-1.33524454651767,-2.28767216687944,32041,5.86543818298693,0.17049024621904,-1.93589337081184,-1.80714438806753,0.128748982744308
"HER42PB","HER42PB_1A","HER42PB_1A_12",2.1,-41.07,6.84,1,16295,44760,1.36,-2.38601077785654,0.815227670154773,-0.5441088802039,-0.311502236093381,4.82825322069778,0.0473129699776272,-0.665139435154684,-1.72875884130828,1.23647130014004,1.50879271797674,-0.311088212912447,-1.21495247770001,-2.57024785729867,32488,6.15279612505504,0.162527732054677,-0.0465200156348928,-1.24593700342497,-1.19941698779008
"HER42PB","HER42PB_1A","HER42PB_1A_13",2.2,-40.03,6.79,1,16620,46542,1.29,-0.654761318309164,1.1191295671243,0.015266422656892,-0.795633129070087,3.88556677641338,0.253769987494221,0.549059812577208,-2.39929721415019,1.82984765207047,0.570086647899807,-0.250666378424528,-1.13230425559277,-1.6185329319667,33302,5.71005440257909,0.175129679946364,0.76968725768228,-1.35420604656839,-2.12389330425067
"HER42PB","HER42PB_1A","HER42PB_1A_14",2.3,-38.98,6.75,1,17745,52423,1.2,-0.992566090903773,1.1191295671243,-0.0730559935842858,-0.454540909018317,2.31442270260605,1.12890122592277,-0.357059029013756,-1.46054349217151,2.36005813427927,1.02477240059332,0.0741009819480364,-0.868376726980599,-1.58236324359304,34573,5.94376380799357,0.168243562884368,0.23638877806423,-1.32105383925149,-1.55744261731572
