"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER42PB","HER42PB_1A","HER42PB_1A_36",4.5,-16.01,6.88,1,18737,51692,1.29,-2.24031947059048,-0.410338788542231,-1.41933891852065,-1.56024437159789,2.47794746286291,-1.49652855721178,-1.70892756924302,1.72234726765642,-1.2322667589681,0.169313026153612,3.71231649426305,1.98604018373818,5.62056535761715,0.177918044960508,-0.828321958928198,-1.84096725712458,-1.01264529819639
"HER42PB","HER42PB_1A","HER42PB_1A_37",4.6,-14.96,6.92,1,18171,50444,1.49,-2.07829661481699,-0.262214150448712,-1.37384987900311,-1.46188322848843,2.51567473398543,-1.98092245079181,-1.18499540116753,1.6802572966333,-1.99128523782736,0.449248560417667,3.69385227251555,1.99441409899199,5.47173828881146,0.182757278805674,-0.710241613919245,-1.82566102090374,-1.11541940698449
"HER42PB","HER42PB_1A","HER42PB_1A_38",4.7,-13.92,6.95,1,17409,49076,1.39,-2.10203717184538,-0.284682155428361,-1.53294263995541,-1.44855524767787,2.51143181695741,-1.8143550993936,-1.30352947562761,1.59953911306296,-1.39784015509885,0.249338085318098,3.6017082650879,1.92192466460072,5.36526232114467,0.186384176605674,-0.573958663294827,-1.8267216317902,-1.25276296849537
"HER42PB","HER42PB_1A","HER42PB_1A_39",4.8,-12.88,6.96,1,17381,49628,1.27,-1.79234602207156,-0.444792489268097,-1.46736816487608,-1.51471428547328,2.5526016043609,-1.6648327017726,-1.55175555715363,1.61972535614248,-1.68618582624317,0.442388404014314,3.57037235616006,1.93690732618065,5.1223823246878,0.195221663791163,-0.327212911208416,-1.3535045382969,-1.02629162708848
"HER42PB","HER42PB_1A","HER42PB_1A_40",4.9,-11.83,6.95,1,17687,49993,1.4,-1.68940105315075,-0.130515419879484,-1.52723429833526,-1.38773273872423,2.58157598725483,-1.89163791964565,-1.33202213171023,1.52240760449436,-1.82494654514698,0.231036501138752,3.54850073663082,1.89996927707382,5.20015561174869,0.192301937607541,-0.163227897978375,-1.56447022053414,-1.40124232255576
"HER42PB","HER42PB_1A","HER42PB_1A_41",5,-10.79,6.94,1,17952,52255,1.42,-1.79200700562704,-0.244126986192372,-1.42198864651462,-1.45873818872336,2.66069019689152,-1.37664082653616,-1.62725177255098,1.46924184908996,-1.80704488299158,0.198725653987413,3.52072095314494,1.87841965602229,5.16783881391371,0.193504487273797,-0.372341060683132,-1.55378212847869,-1.18144106779556
"HER42PB","HER42PB_1A","HER42PB_1A_42",5.1,-9.74,6.93,1,18376,57691,1.42,-1.99647493118742,-0.035858634742409,-1.01564567817569,-0.935602970502155,2.81468511174042,-1.34106807861032,-1.89780340368039,1.29853855066171,-2.06546780267437,0.203215738643995,3.27796708131608,1.69351501721055,4.87733580018501,0.205029967377285,-0.985482588537367,-1.96700797801995,-0.981525389482582
"HER42PB","HER42PB_1A","HER42PB_1A_43",5.2,-8.7,6.94,1,17462,50454,1.38,-1.97393827490964,0.00249846480483345,-1.32417138997992,-1.39035329686122,2.61879641929765,-2.80873597253261,-1.36437781045796,1.48558734621236,-1.24374982266934,0.561553871666471,3.5538797521383,1.88301071329105,5.31764705882353,0.188053097345133,-0.654307347243681,-1.984607439009,-1.33030009176532
"HER42PB","HER42PB_1A","HER42PB_1A_44",5.3,-7.65,6.95,1,17769,51754,1.52,-2.06653462398233,-0.347897419583242,-1.25560440776601,-1.32643046033462,2.65880890100273,-1.86673843666512,-1.56343104631025,1.33498321914707,-1.29927947126867,0.398953939948564,3.49617896487651,1.83699084093537,5.25586808923375,0.190263526980143,-0.816309465336065,-1.72657348934336,-0.910264024007295
"HER42PB","HER42PB_1A","HER42PB_1A_45",5.4,-6.61,6.94,1,17942,48826,1.33,-2.34610760120878,-0.474305424307184,-1.72441938463098,-1.77182162352556,2.56299127366806,-2.08906249821888,-1.41611802497646,1.75253804291272,-0.994904559900155,0.512144607265277,3.84769944061806,2.14136575230388,5.50960232783705,0.18150130272516,-0.629777566627356,-1.88653787555534,-1.25676030892799
"HER42PB","HER42PB_1A","HER42PB_1A_46",5.5,-5.57,6.92,1,18596,52127,1.34,-2.23732832222523,-0.260391899606812,-1.10972849668386,-1.50807613702316,2.70609822217758,-2.2824487575057,-1.27505247710925,1.84020912168049,-2.39639301685491,0.564247936887808,3.81711102404414,2.1417528022189,5.34150839018993,0.187213035523182,-1.13764163257384,-1.98971277171371,-0.852071139139861
"HER42PB","HER42PB_1A","HER42PB_1A_47",5.6,-4.52,6.9,1,18599,52256,1.44,-2.31756913123126,-0.566424381157396,-1.44085738563776,-1.64706442742108,2.61744154175452,-1.67023148670261,-1.35747577669871,1.77303710888023,-1.38059819411957,0.176006303493186,3.77996836426124,2.03376746457921,5.73369251491245,0.174407678367676,-0.885519073207401,-1.76358859226136,-0.878069519053957
"HER42PB","HER42PB_1A","HER42PB_1A_48",5.7,-3.48,6.91,1,18818,52599,1.43,-2.15381187354691,-0.218409702090013,-1.59768649055126,-1.4188675643085,2.65559249592075,-1.611771230433,-1.53665059996489,1.72346818343736,-2.02793162765791,0.46767031124684,3.71638032562166,2.00201777232587,5.55400497036895,0.180050252985922,-0.561377902928822,-1.94591014905531,-1.38453224612649
"HER42PB","HER42PB_1A","HER42PB_1A_49",5.8,-2.43,6.93,1,19011,54240,1.53,-2.03919756148152,-0.357188956212579,-1.84440923592243,-1.38441124879402,2.73094016660738,-2.16507780737052,-1.51555124928646,1.7621941925602,-1.07462882934157,0.111563891131504,3.72061963736942,2.05514700074059,5.28894067037103,0.189073779103264,-0.196710294246054,-1.69081751870248,-1.49410722445642
"HER42PB","HER42PB_1A","HER42PB_1A_50",5.9,-1.39,6.95,1,18935,55217,1.44,-2.31316755352902,-0.341992902814221,-1.59787924709186,-1.55501554266007,2.85655292079336,-1.81737980712757,-1.29211349920678,1.83845979290817,-2.00700066640313,0.356338322533313,3.7789186867926,2.09427949580521,5.39130434782609,0.185483870967742,-0.723000143709627,-1.98413136187551,-1.26113121816588
"HER42PB","HER42PB_1A","HER42PB_1A_51",6,-0.34,6.97,1,18955,56098,1.33,-1.95833954791879,-0.456284396523286,-0.815275496679849,-1.25164814225109,2.76445204450277,-2.72699428098688,-1.29284389868936,1.71657927208714,-1.73883898788308,0.191306252434292,3.64391344711917,1.92397373478898,5.58505058074185,0.179049407976386,-1.14929377514425,-1.50916129181355,-0.359867516669292
"HER42PB","HER42PB_1A","HER42PB_1A_52",6.1,0.7,6.99,1,19400,56937,1.5,-2.00112472637275,-0.195571935012356,-1.77060106776091,-1.38493858694893,2.79413001608055,-1.74161353088766,-1.3505371602316,1.62765080367148,-1.52996435899919,0.00634331568200003,3.62666290689265,1.91956432388671,5.51377157546823,0.18136406021047,-0.232445943976523,-1.81333195448218,-1.58088601050566
"HER42PB","HER42PB_1A","HER42PB_1A_53",6.2,1.74,6.99,1,19120,54563,1.42,-1.79174194565661,-0.10998337164288,-1.39918024238435,-1.38627683754844,2.88009790243564,-2.06668499233096,-1.09379859283317,1.95663026824008,-2.97039694199825,0.0159161096392467,3.86887872661305,2.09653991746664,5.88556233996455,0.169907298952512,-0.3957089331628,-1.68962997415168,-1.29392104098888
"HER42PB","HER42PB_1A","HER42PB_1A_54",6.3,2.79,7,1,18942,54916,1.34,-2.09357582094838,-0.286969843603332,-1.79632429748045,-1.54500986919954,2.92038726324055,-2.60013704592791,-1.60609756117938,1.89303123376697,-0.893456585938435,0.0343505879972789,3.85278406984734,2.1210178694253,5.65150653780557,0.176943969419575,-0.300585477287689,-1.81740189984139,-1.5168164225537
"HER42PB","HER42PB_1A","HER42PB_1A_55",6.4,3.83,6.99,1,18966,53210,1.47,-2.31813335193306,-0.680915875391888,-0.863785527568158,-1.62498617137312,2.64431722847444,-2.03751844670438,-1.59038064219564,1.72541198705778,-1.20091587543392,0.230431149626914,3.72295937162837,1.99351615381267,5.63839032684678,0.177355582361614,-1.46523756346001,-1.64865862558738,-0.183421062127371
"HER42PB","HER42PB_1A","HER42PB_1A_56",6.5,4.88,6.98,1,19263,54042,1.39,-1.9374739181694,-0.582595753282886,-2.03484808219457,-1.92721741800221,2.79791030844039,-2.20811980346861,-1.41231846884858,1.78111446203854,-0.634449114893141,0.294644463719396,3.79443170417396,2.06892162048711,5.61625070369675,0.178054729526546,0.0984400728132525,-1.36257783450257,-1.46101790731583
"HER42PB","HER42PB_1A","HER42PB_1A_57",6.6,5.92,6.99,1,19716,56427,1.38,-1.94103502829911,-0.208218094704502,-1.53220857248824,-1.67634247407202,2.80617820300098,-1.53894260466958,-1.23783751188566,1.8116724673488,-2.42528101426039,0.0500167764209781,3.81256321877001,2.07943463483873,5.65917331399565,0.176704254228601,-0.412244795093543,-1.74118199448453,-1.32893719939098
"HER42PB","HER42PB_1A","HER42PB_1A_58",6.7,6.97,7.01,1,19485,56026,1.39,-2.45131331781497,-0.356087908433868,-1.94778699653059,-1.43476598220116,2.86546888318759,-1.91535172077743,-1.10206022837542,1.94313583685747,-1.84352598620618,0.239621551067976,3.88170792073639,2.1209579484902,5.81770343920316,0.171889132962915,-0.510825623765991,-2.11133490545579,-1.6005092816898
"HER42PB","HER42PB_1A","HER42PB_1A_59",6.8,8.01,7.03,1,19256,54493,1.23,-2.29774785765319,-0.601053500221865,-1.35246958890579,-1.95290737136146,2.69348472916821,-1.3132488757525,-1.28081359999935,1.83929928262413,-1.73813206971777,0.102817643701056,3.81502292311849,2.08574828500005,5.63741509087571,0.17738626371837,-0.954362679823563,-1.7088103862473,-0.754447706423741
"HER42PB","HER42PB_1A","HER42PB_1A_60",6.9,9.05,7.05,1,19400,55597,1.32,-2.04711421937838,-0.163239461242516,-1.76272704282345,-1.9235002634112,2.95098670635926,-3.0456430494895,-1.25985374724795,1.93771892389957,-1.29644319468025,0.423435474806912,3.95920653109046,2.22717334211705,5.65298644192012,0.176897646982563,-0.287682072451781,-1.89511798221521,-1.60743590976343
"HER42PB","HER42PB_1A","HER42PB_1A_61",7,10.1,7.06,1,19278,56295,1.33,-2.23170882117174,-0.414805170142658,-1.61802581196604,-1.86398404104642,2.92878222846889,-1.53856164061179,-1.33789094514964,1.82393341203132,-1.92340746151722,0.292908094283826,3.81115491749427,2.07160523932721,5.69566034191245,0.175572267299954,-0.620122045545055,-1.82863000503638,-1.20850795949133
"HER42PB","HER42PB_1A","HER42PB_1A_62",7.1,11.14,7.05,1,19590,57145,1.38,-2.26679686031686,-0.689762371937422,-2.03499524625954,-1.62570604171297,3.05493977399754,-1.29689667783733,-1.33041936987597,1.84502689706489,-1.88578284807286,0.344976510349927,3.79550426822787,2.08991196637273,5.50548225236945,0.181637130801688,-0.234839591077401,-1.58863478480434,-1.35379519372694
"HER42PB","HER42PB_1A","HER42PB_1A_63",7.2,12.19,7.05,1,20246,62934,1.4,-2.39294138360557,-0.553835793780317,-1.82556359033466,-1.38299473202312,3.49225314346174,-3.35575213111462,-1.16916595198345,2.00262947617607,-1.50243476888713,0.644630548291329,3.89031043444807,2.15286474935166,5.68371285218063,0.175941330254983,-0.575364144903562,-1.85456037046709,-1.27919622556352
"HER42PB","HER42PB_1A","HER42PB_1A_64",7.3,13.23,7.06,1,19745,60380,1.37,-2.33146990195879,-0.502136952166309,-2.01056218187869,-1.5417847943562,3.12627377904123,-1.54793865993057,-1.64510240838422,1.70468232578408,-1.23285761329068,0.383761658552087,3.64371418610789,1.95342056248017,5.42189536399181,0.184437347618557,-0.324661075692868,-1.84076704833475,-1.51610597264188
"HER42PB","HER42PB_1A","HER42PB_1A_65",7.4,14.27,7.07,1,19717,58875,1.55,-2.43456804836397,-0.6067035744938,-0.904682767631824,-1.57267138855561,3.04594831844867,-1.89190181874232,-1.53608194112332,1.62967099356605,-1.31653767383876,0.0454245866216003,3.63803588990819,1.90406742420511,5.66397849462366,0.176554342667299,-1.54151057114919,-1.84031269464505,-0.298802123495858
"HER42PB","HER42PB_1A","HER42PB_1A_66",7.5,15.32,7.06,1,19247,58524,1.38,-1.84796288076433,-0.316486509799939,-1.5507113572964,-1.5225404803297,3.24643600059002,-2.88143586726148,-1.5507113572964,1.71422983441505,-1.42975874687873,0.288703846030479,3.77584632825163,2.07439119033979,5.48277174947649,0.182389500364571,-0.299744944901056,-1.5390571156723,-1.23931217077124
"HER42PB","HER42PB_1A","HER42PB_1A_67",7.6,16.36,7.06,1,18869,56835,1.49,-2.55908935607749,-0.445657614169105,-1.74579786367548,-1.3986016636913,3.29317426147097,-1.35938095053801,-1.32783259280309,1.82080735233856,-2.366185689953,0.115792700055911,3.8223305718072,2.15044084523484,5.32304447852761,0.187862416711687,-0.825318953668428,-2.13236394313418,-1.30704498946575
"HER42PB","HER42PB_1A","HER42PB_1A_68",7.7,17.41,7.07,1,18963,58014,1.42,-2.19038377978313,-0.519352856441217,-1.79675312932197,-1.78884794981486,3.11268697736461,-2.10043554312019,-1.21693463406903,1.60629439162835,-0.758104305421418,0.148022589662731,3.60495853543035,1.89884970388578,5.5083776857875,0.181541654738048,-0.397496938458987,-1.68065054065936,-1.28315360220038
"HER42PB","HER42PB_1A","HER42PB_1A_69",7.8,18.45,7.06,1,19310,60533,1.39,-1.9699632174108,-0.602187904058146,-1.65067580554369,-1.79377664918436,3.19968640127523,-1.47392529379919,-1.54331728722319,1.63673056173162,-1.41428702747946,0.124276545367987,3.58352961553711,1.90391006078688,5.36434699714013,0.186415979528007,-0.321815078821239,-1.3746527861044,-1.05283770728317
"HER42PB","HER42PB_1A","HER42PB_1A_70",7.9,19.5,7.05,1,19536,61501,1.42,-2.02967177920153,-0.364063595300373,-1.39958273460872,-1.53904886275306,3.34848314577325,-2.07513415327829,-1.34209564369104,1.74742203173526,-2.45194400562607,0.333276463519608,3.74446560191368,2.02789353151728,5.5662951575711,0.17965270825422,-0.635327609671119,-1.6746784343025,-1.03935082463138
