"Site","label","depth","mean_age","GRD","DCMS","K","Ca","Lncoh_inc"
"HER14L_0ka","HER14L_2B",62.2,1.72011,0.8976,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",62.4,1.72149,0.8406,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",62.6,1.72287,0.8148,-2.3,NA,NA,NA
"HER14L_0ka","HER14L_2B",62.8,1.72426,0.861,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",63,1.72564,0.8934,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",63.2,1.72702,0.856,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",63.4,1.7284,0.8652,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",63.6,1.72979,0.9259,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",63.8,1.73117,0.8721,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",64,1.73255,0.8466,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",64.2,1.73394,0.8923,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",64.4,1.73532,0.8004,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",64.6,1.7367,0.7969,-2.3,NA,NA,NA
"HER14L_0ka","HER14L_2B",64.8,1.73809,0.8292,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",65,1.73947,0.8437,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",65.2,1.74085,0.8307,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",65.4,1.74224,0.83,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",65.6,1.74362,0.8158,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",65.8,1.745,0.8062,-2.4,NA,NA,NA
"HER14L_0ka","HER14L_2B",66,1.74638,0.8445,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",66.2,1.74777,0.8431,-2.3,NA,NA,NA
"HER14L_0ka","HER14L_2B",66.4,1.74915,0.8567,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",66.6,1.75053,0.7983,-2.3,NA,NA,NA
"HER14L_0ka","HER14L_2B",66.8,1.75192,0.8089,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",67,1.7533,0.8236,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",67.2,1.75468,0.827,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",67.4,1.75607,0.8652,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",67.6,1.75745,0.8795,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",67.8,1.75883,0.8601,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",68,1.76022,0.8766,-1.9,NA,NA,NA
"HER14L_0ka","HER14L_2B",68.2,1.7616,0.8727,-1.9,NA,NA,NA
"HER14L_0ka","HER14L_2B",68.4,1.76298,0.8627,-1.9,NA,NA,NA
"HER14L_0ka","HER14L_2B",68.6,1.76436,0.8565,-1.8,NA,NA,NA
"HER14L_0ka","HER14L_2B",68.8,1.76575,0.8657,-1.8,NA,NA,NA
"HER14L_0ka","HER14L_2B",69,1.76713,0.8994,-1.8,NA,NA,NA
"HER14L_0ka","HER14L_2B",69.2,1.76851,1.039,-1.6,NA,NA,NA
"HER14L_0ka","HER14L_2B",69.4,1.7699,1.1362,-1.6,NA,NA,NA
"HER14L_0ka","HER14L_2B",69.6,1.77128,1.0491,-1.8,NA,NA,NA
"HER14L_0ka","HER14L_2B",69.8,1.77266,1.0976,-1.7,NA,NA,NA
"HER14L_0ka","HER14L_2B",70,1.77405,1.0642,-1.9,NA,NA,NA
"HER14L_0ka","HER14L_2B",70.2,1.77543,0.9653,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",70.4,1.77681,0.9589,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",70.6,1.77819,0.9325,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",70.8,1.77958,0.8582,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",71,1.78096,0.864,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",71.2,1.78234,0.9232,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",71.4,1.78373,0.9307,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",71.6,1.78511,0.9792,-1.9,NA,NA,NA
"HER14L_0ka","HER14L_2B",71.8,1.78649,0.9733,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",72,1.78788,0.8484,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",72.2,1.78926,0.8497,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",72.4,1.79064,0.8009,-2.5,NA,NA,NA
"HER14L_0ka","HER14L_2B",72.6,1.79203,0.8629,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",72.8,1.79341,0.9023,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",73,1.79479,0.902,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",73.2,1.79617,0.8711,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",73.4,1.79756,0.8583,-2.1,NA,NA,NA
"HER14L_0ka","HER14L_2B",73.6,1.79894,0.8671,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",73.8,1.80032,0.8738,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",74,1.80171,0.8807,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",74.2,1.80309,0.8594,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",74.4,1.80447,0.857,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",74.6,1.80586,0.8485,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",74.8,1.80724,0.8546,NA,NA,NA,NA
"HER14L_0ka","HER14L_2B",75,1.80862,0.8465,-2.4,NA,NA,NA
"HER14L_0ka","HER14L_2B",75.2,1.81001,0.8479,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",75.4,1.81139,0.8598,-2.2,NA,NA,NA
"HER14L_0ka","HER14L_2B",75.6,1.81277,0.879,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",75.8,1.81415,0.8917,-2,NA,NA,NA
"HER14L_0ka","HER14L_2B",76,1.81554,0.9437,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2B",76.1,10.7793,0.9645,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",76.3,10.80508,0.9742,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",76.5,10.83085,0.932,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2B",76.7,10.85663,0.9097,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",76.9,10.88241,0.8849,1.9,NA,NA,NA
"HER14L_10ka","HER14L_2B",77.1,10.90818,0.8458,-2.4,NA,NA,NA
"HER14L_10ka","HER14L_2B",77.3,10.93396,0.8606,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2B",77.5,10.95974,0.8326,-2.3,NA,NA,NA
"HER14L_10ka","HER14L_2B",77.7,10.98551,0.8413,-2.3,NA,NA,NA
"HER14L_10ka","HER14L_2B",77.9,11.01129,0.8896,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",78.1,11.03707,0.8751,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",78.3,11.06284,0.9142,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",78.5,11.08862,0.904,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2B",78.7,11.1144,0.9125,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",78.9,11.14018,0.8934,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",79.1,11.16595,0.8807,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2B",79.3,11.19173,0.8632,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",79.5,11.21751,0.8675,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2B",79.7,11.24328,0.9128,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",79.9,11.26906,0.8997,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",80.1,11.29484,0.8917,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",80.3,11.32061,0.8713,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2B",80.5,11.34639,0.9088,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",80.7,11.37217,0.9075,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",80.9,11.39794,0.866,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",81.1,11.42372,0.8767,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",81.3,11.4495,0.9281,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2B",81.5,11.47527,0.8439,-2.3,NA,NA,NA
"HER14L_10ka","HER14L_2B",81.7,11.50105,0.8455,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2B",81.9,11.52683,0.942,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",82.1,11.5526,0.8552,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2B",82.3,11.57838,0.8911,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",82.5,11.60416,0.8911,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",82.7,11.62993,0.8635,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2B",82.9,11.65571,0.8441,-2.3,NA,NA,NA
"HER14L_10ka","HER14L_2B",83.1,11.68149,0.8503,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2B",83.3,11.70726,0.8085,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2B",83.5,11.73304,0.8131,-2.3,NA,NA,NA
"HER14L_10ka","HER14L_2B",83.7,11.75882,0.8459,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",83.9,11.78459,0.912,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",84.1,11.81037,0.909,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",84.3,11.83615,0.8737,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2B",84.5,11.86192,0.8954,-2,NA,NA,NA
"HER14L_10ka","HER14L_2B",84.7,11.8877,0.939,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2B",84.9,11.91348,0.9308,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",85.1,11.93925,0.8917,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",85.3,11.96503,0.9345,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",85.5,11.99081,0.9024,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",85.7,12.01658,0.9116,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",85.9,12.04236,0.9274,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",86.1,12.06814,0.9585,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",86.3,12.09391,0.9653,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",86.5,12.11969,0.9159,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",86.7,12.14547,0.9609,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",86.9,12.17124,0.9234,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",87.1,12.19702,0.9217,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",87.3,12.2228,0.8552,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",87.5,12.24858,0.907,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",87.7,12.27435,0.9739,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",87.9,12.30013,0.9373,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",88.1,12.32591,0.9085,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",88.3,12.35168,0.8393,-2.4,NA,NA,NA
"HER14L_10ka","HER14L_2C",88.5,12.37746,0.9188,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",88.7,12.40324,0.8996,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",88.9,12.42901,0.9333,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",89.1,12.45479,0.9499,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",89.3,12.48057,0.9031,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",89.5,12.50634,0.8931,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",89.7,12.53212,0.9224,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",89.9,12.5579,0.8933,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",90.1,12.57763,0.8998,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",90.3,12.59132,0.8543,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",90.5,12.60501,0.8239,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",90.7,12.6187,0.7908,-2.3,NA,NA,NA
"HER14L_10ka","HER14L_2C",90.9,12.63239,0.7373,-2.4,NA,NA,NA
"HER14L_10ka","HER14L_2C",91.1,12.64608,0.7157,-2.5,NA,NA,NA
"HER14L_10ka","HER14L_2C",91.3,12.65977,0.8522,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",91.5,12.67346,0.9301,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",91.7,12.68715,0.9372,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",91.9,12.70084,0.9252,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",92.1,12.71454,0.8761,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",92.3,12.72823,0.8419,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",92.5,12.74192,0.8996,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",92.7,12.75561,0.8773,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",92.9,12.7693,0.9124,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",93.1,12.78299,0.8484,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",93.3,12.79668,0.8697,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",93.5,12.81037,0.8383,0.5,NA,NA,NA
"HER14L_10ka","HER14L_2C",93.7,12.82406,0.8503,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",93.9,12.83775,0.8177,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",94.1,12.85144,0.8617,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",94.3,12.86513,0.8048,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",94.5,12.87882,0.7908,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",94.7,12.89251,0.769,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",94.9,12.9062,0.8428,-1.5,NA,NA,NA
"HER14L_10ka","HER14L_2C",95.1,12.91989,0.8969,-1.3,NA,NA,NA
"HER14L_10ka","HER14L_2C",95.3,12.93358,0.8386,-1.4,NA,NA,NA
"HER14L_10ka","HER14L_2C",95.5,12.94728,0.9073,-1.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",95.7,12.96097,0.8486,-1.2,NA,NA,NA
"HER14L_10ka","HER14L_2C",95.9,12.97466,0.8278,-1.4,NA,NA,NA
"HER14L_10ka","HER14L_2C",96.1,12.98835,0.9275,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",96.3,13.00204,0.9605,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",96.5,13.01573,0.9272,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",96.7,13.02942,0.9087,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",96.9,13.04311,0.8614,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",97.1,13.0568,0.8742,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",97.3,13.07049,0.9164,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",97.5,13.08418,0.9352,-1.5,NA,NA,NA
"HER14L_10ka","HER14L_2C",97.7,13.09787,0.9539,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",97.9,13.11156,0.9091,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",98.1,13.12525,0.9173,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",98.3,13.13894,0.9212,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",98.5,13.15263,0.9308,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",98.7,13.16632,0.9569,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",98.9,13.18002,0.8771,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",99.1,13.19371,0.9087,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",99.3,13.2074,0.9202,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",99.5,13.22109,0.8772,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",99.7,13.23478,0.9617,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",99.9,13.24847,0.943,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",100.1,13.25918,0.8681,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",100.3,13.2669,0.9304,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",100.5,13.27463,0.9505,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",100.7,13.28235,0.9519,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",100.9,13.29008,0.8953,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",101.1,13.2978,0.8778,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",101.3,13.30553,0.9291,-1.5,NA,NA,NA
"HER14L_10ka","HER14L_2C",101.5,13.31326,0.8599,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",101.7,13.32098,0.8704,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",101.9,13.32871,0.9034,-1.5,NA,NA,NA
"HER14L_10ka","HER14L_2C",102.1,13.33643,0.8778,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",102.3,13.34416,0.8882,-1.5,NA,NA,NA
"HER14L_10ka","HER14L_2C",102.5,13.35188,0.8761,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",102.7,13.35961,0.8714,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",102.9,13.36734,0.9024,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",103.1,13.37506,0.9175,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",103.3,13.38279,0.9836,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",103.5,13.39051,0.9371,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",103.7,13.39824,0.929,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",103.9,13.40596,0.9267,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",104.1,13.41369,0.8542,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",104.3,13.42142,0.8778,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",104.5,13.42914,0.933,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",104.7,13.43687,0.9327,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",104.9,13.44459,0.9426,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",105.1,13.45232,0.919,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",105.3,13.46004,0.9387,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",105.5,13.46777,0.8931,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",105.7,13.4755,0.8882,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",105.9,13.48322,0.8637,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",106.1,13.49095,0.9062,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",106.3,13.49867,0.8749,NA,NA,NA,NA
"HER14L_10ka","HER14L_2C",106.5,13.5064,0.8557,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",106.7,13.51412,0.8577,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",106.9,13.52185,0.8939,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",107.1,13.52958,0.8626,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",107.3,13.5373,0.9016,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",107.5,13.54503,0.9312,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",107.7,13.55275,0.9042,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",107.9,13.56048,0.883,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",108.1,13.5682,0.9003,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",108.3,13.57593,0.9086,NA,NA,NA,NA
"HER14L_10ka","HER14L_2C",108.5,13.58366,0.9033,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",108.7,13.59138,0.8826,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",108.9,13.59911,0.8935,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",109.1,13.60683,0.9375,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",109.3,13.61456,0.8898,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",109.5,13.62228,0.9061,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",109.7,13.63001,0.9337,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",109.9,13.63774,0.9045,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",110.1,13.64413,0.895,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",110.3,13.64918,0.9212,-1.5,NA,NA,NA
"HER14L_10ka","HER14L_2C",110.5,13.65424,0.825,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",110.7,13.6593,0.9011,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",110.9,13.66435,0.8386,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",111.1,13.66941,0.8266,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",111.3,13.67447,0.8694,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",111.5,13.67952,0.9047,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",111.7,13.68458,0.914,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",111.9,13.68964,0.9309,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",112.1,13.69469,0.9222,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",112.3,13.69975,0.9427,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",112.5,13.70481,0.8226,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",112.7,13.70986,0.8534,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",112.9,13.71492,0.9205,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",113.1,13.71998,0.9183,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",113.3,13.72503,0.8692,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",113.5,13.73009,0.8952,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",113.7,13.73515,0.8939,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",113.9,13.7402,0.8523,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",114.1,13.74526,0.908,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",114.3,13.75032,0.9256,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",114.5,13.75537,0.9061,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",114.7,13.76043,0.8514,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",114.9,13.76549,0.8807,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",115.1,13.77054,0.8824,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",115.3,13.7756,0.8846,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",115.5,13.78066,0.8716,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",115.7,13.78571,0.896,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",115.9,13.79077,0.8758,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",116.1,13.79583,0.8701,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",116.3,13.80088,0.8138,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",116.5,13.80594,0.8635,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",116.7,13.811,0.8707,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",116.9,13.81605,0.9089,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",117.1,13.82111,0.8789,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",117.3,13.82617,0.9114,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",117.5,13.83122,0.9402,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",117.7,13.83628,0.912,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",117.9,13.84134,0.9122,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",118.1,13.84639,0.9305,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",118.3,13.85145,0.8903,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",118.5,13.85651,0.9099,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",118.7,13.86156,0.8883,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",118.9,13.86662,0.9066,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",119.1,13.87168,0.8667,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",119.3,13.87673,0.881,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",119.5,13.88179,0.904,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",119.7,13.88685,0.9282,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",119.9,13.8919,0.8861,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",120.1,13.8961,0.8939,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",120.3,13.89945,0.9113,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",120.5,13.90279,0.8932,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",120.7,13.90613,0.9095,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",120.9,13.90948,0.8858,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",121.1,13.91282,0.9003,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",121.3,13.91616,0.8983,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",121.5,13.91951,0.9264,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",121.7,13.92285,0.9364,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",121.9,13.92619,0.9673,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",122.1,13.92954,0.8988,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",122.3,13.93288,0.8939,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",122.5,13.93622,0.8437,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2C",122.7,13.93957,0.9066,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",122.9,13.94291,0.8655,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",123.1,13.94625,0.8883,-1.9,NA,NA,NA
