"Site","label","depth","mean_age","GRD","DCMS","K","Ca","Lncoh_inc"
"HER14L_10ka","HER14L_2C",123.3,13.94959,0.932,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",123.5,13.95294,0.9241,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",123.7,13.95628,0.8647,-2,NA,NA,NA
"HER14L_10ka","HER14L_2C",123.9,13.95962,0.9179,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2C",124.1,13.96297,0.9427,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2C",124.3,13.96631,0.9158,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",124.5,13.96965,0.9516,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2C",124.7,13.973,0.9622,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2C",124.9,13.97634,0.9243,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2D",125.1,13.97968,0.9213,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",125.3,13.98303,0.8819,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",125.5,13.98637,0.8782,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",125.7,13.98971,0.9177,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",125.9,13.99306,0.9473,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2D",126.1,13.9964,0.9054,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",126.3,13.99974,0.8827,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",126.5,14.00309,0.869,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",126.7,14.00643,0.8981,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",126.9,14.00977,0.9441,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",127.1,14.01312,0.9363,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",127.3,14.01646,0.9335,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",127.5,14.0198,0.8878,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",127.7,14.02315,0.8822,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",127.9,14.02649,0.8612,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2D",128.1,14.02983,0.9239,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",128.3,14.03318,0.8936,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",128.5,14.03652,0.9754,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",128.7,14.03986,0.9118,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",128.9,14.0432,0.9584,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",129.1,14.04655,0.9007,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",129.3,14.04989,0.9153,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",129.5,14.05323,0.8683,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",129.7,14.05658,0.8721,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",129.9,14.05992,0.8963,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",130.1,14.06646,0.939,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",130.3,14.07619,0.9202,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",130.5,14.08593,0.917,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",130.7,14.09566,0.8861,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",130.9,14.10539,0.9086,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",131.1,14.11512,0.9041,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",131.3,14.12486,0.9095,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",131.5,14.13459,0.8921,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",131.7,14.14432,0.8411,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",131.9,14.15406,0.9015,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",132.1,14.16379,0.9024,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",132.3,14.17352,0.9285,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",132.5,14.18326,0.9029,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",132.7,14.19299,0.8834,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",132.9,14.20272,0.8536,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",133.1,14.21246,0.8925,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",133.3,14.22219,0.8749,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",133.5,14.23192,0.8564,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",133.7,14.24165,0.9146,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",133.9,14.25139,0.8885,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",134.1,14.26112,0.9055,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",134.3,14.27085,0.8987,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",134.5,14.28059,0.8711,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",134.7,14.29032,0.8861,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",134.9,14.30005,0.8796,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",135.1,14.30979,0.903,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",135.3,14.31952,0.8783,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",135.5,14.32925,0.8947,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",135.7,14.33899,0.8919,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",135.9,14.34872,0.894,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",136.1,14.35845,0.8732,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",136.3,14.36819,0.8896,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",136.5,14.37792,0.9109,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",136.7,14.38765,0.9289,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",136.9,14.39738,0.9375,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",137.1,14.40712,0.96,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",137.3,14.41685,0.9021,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",137.5,14.42658,0.8734,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",137.7,14.43632,0.9225,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",137.9,14.44605,0.9123,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",138.1,14.45578,0.8966,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",138.3,14.46552,0.8773,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",138.5,14.47525,0.9141,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",138.7,14.48498,0.9081,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",138.9,14.49472,0.8905,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",139.1,14.50445,0.8795,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",139.3,14.51418,0.8392,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",139.5,14.52392,0.8935,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",139.7,14.53365,0.9697,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",139.9,14.54338,0.9019,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",140.1,14.55384,0.8822,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",140.3,14.56501,0.8663,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",140.5,14.57619,0.8785,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",140.7,14.58737,0.9336,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",140.9,14.59855,0.9261,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",141.1,14.60972,0.9378,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",141.3,14.6209,0.9748,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",141.5,14.63208,0.9323,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",141.7,14.64326,0.8865,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",141.9,14.65443,0.8913,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",142.1,14.66561,0.9157,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",142.3,14.67679,0.8689,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",142.5,14.68796,0.8816,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",142.7,14.69914,0.8853,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",142.9,14.71032,0.8949,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",143.1,14.7215,0.888,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",143.3,14.73267,0.8996,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",143.5,14.74385,0.893,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",143.7,14.75503,0.9503,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",143.9,14.76621,0.904,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",144.1,14.77738,0.8707,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",144.3,14.78856,0.8416,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2D",144.5,14.79974,0.8593,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",144.7,14.81091,0.8785,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",144.9,14.82209,0.9387,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",145.1,14.83327,0.8607,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",145.3,14.84445,0.908,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",145.5,14.85562,0.9043,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",145.7,14.8668,0.8697,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",145.9,14.87798,0.866,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",146.1,14.88916,0.8887,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",146.3,14.90033,0.8941,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",146.5,14.91151,0.906,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",146.7,14.92269,0.8445,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",146.9,14.93387,0.8856,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",147.1,14.94504,0.8872,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",147.3,14.95622,0.9034,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",147.5,14.9674,0.8947,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",147.7,14.97857,0.8259,-2.1,NA,NA,NA
"HER14L_10ka","HER14L_2D",147.9,14.98975,0.8522,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",148.1,15.00093,0.8855,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",148.3,15.01211,0.8757,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",148.5,15.02328,0.9258,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2D",148.7,15.03446,0.8849,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",148.9,15.04564,0.8841,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",149.1,15.05682,0.8263,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",149.3,15.06799,0.8249,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",149.5,15.07917,0.8361,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",149.7,15.09035,0.8115,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",149.9,15.10153,0.8484,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",150.1,15.11058,0.8955,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",150.3,15.11752,0.8793,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",150.5,15.12445,0.8896,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",150.7,15.13139,0.8762,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",150.9,15.13832,0.8922,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",151.1,15.14526,0.8667,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",151.3,15.15219,0.8903,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",151.5,15.15913,0.8919,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",151.7,15.16606,0.8804,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",151.9,15.173,0.9022,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",152.1,15.17993,0.8815,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",152.3,15.18687,0.8581,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",152.5,15.1938,0.8707,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",152.7,15.20074,0.8054,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",152.9,15.20767,0.7396,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2D",153.1,15.21461,0.7119,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2D",153.3,15.22154,0.7405,-2.2,NA,NA,NA
"HER14L_10ka","HER14L_2D",153.5,15.22848,0.8075,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",153.7,15.23541,0.832,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",153.9,15.24235,0.834,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",154.1,15.24928,0.8531,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",154.3,15.25622,0.8271,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",154.5,15.26315,0.8679,-1.6,NA,NA,NA
"HER14L_10ka","HER14L_2D",154.7,15.27009,0.8801,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",154.9,15.27702,0.8659,-2,NA,NA,NA
"HER14L_10ka","HER14L_2D",155.1,15.28396,0.8391,-1.9,NA,NA,NA
"HER14L_10ka","HER14L_2D",155.3,15.29089,0.8776,-1.8,NA,NA,NA
"HER14L_10ka","HER14L_2D",155.5,15.29783,0.9364,NA,NA,NA,NA
"HER14L_10ka","HER14L_2D",155.7,15.30476,0.9391,-1.7,NA,NA,NA
"HER14L_10ka","HER14L_2D",155.9,15.3117,0.9037,-1.9,NA,NA,NA
"HER14L_0ka",NA,1.7,0.17608,NA,NA,0.0804387568555759,1.19926873857404,-1.72004871239347
"HER14L_0ka",NA,1.9,0.19047,NA,NA,0.0822092987851293,1.32752793593764,-1.7108808147152
"HER14L_0ka",NA,2.1,0.20486,NA,NA,0.0515690646281719,0.903975368187954,-1.62968523587625
"HER14L_0ka",NA,2.3,0.21926,NA,NA,0.054904831625183,0.629880429477794,-1.64201116282437
"HER14L_0ka",NA,2.5,0.23365,NA,NA,0.0368789095190139,0.679422986907987,-1.76633108447211
"HER14L_0ka",NA,2.7,0.24804,NA,NA,0.0540956068672949,0.841329043646613,-1.78471119603436
"HER14L_0ka",NA,2.9,0.26244,NA,NA,0.0931008128951574,0.919891613979018,-1.81215189023724
"HER14L_0ka",NA,3.1,0.27683,NA,NA,0.0589420585856647,0.596274313599167,-1.81489363746119
"HER14L_0ka",NA,3.3,0.29122,NA,NA,0.0263925361907653,0.398527296480555,-1.832908237406
"HER14L_0ka",NA,3.5,0.30562,NA,NA,0.040686152271206,0.31892693554526,-1.87280136790535
"HER14L_0ka",NA,3.7,0.32001,NA,NA,0.0117427553723106,0.356196912960088,-1.83668239088289
"HER14L_0ka",NA,3.9,0.33441,NA,NA,0.0249875062468766,0.320892185486204,-1.87397447524625
"HER14L_0ka",NA,4.1,0.3488,NA,NA,0.0328713808609672,0.410234833144871,-1.90289294721647
"HER14L_0ka",NA,4.3,0.36319,NA,NA,0.0222390832264985,0.371523508019152,-1.87422618882714
"HER14L_0ka",NA,4.5,0.37759,NA,NA,0.00787194961952244,0.339805825242718,-1.88969567097875
"HER14L_0ka",NA,4.7,0.39198,NA,NA,0.0144421395373264,0.400441141716776,-1.83767989903585
"HER14L_0ka",NA,4.9,0.40637,NA,NA,0.048749823602612,0.441314192613119,-1.86585547271575
"HER14L_0ka",NA,5.1,0.42077,NA,NA,0.0259586145516576,0.487033053969196,-1.90438134893455
"HER14L_0ka",NA,5.3,0.43516,NA,NA,0.0303302202732247,0.489074801905749,-1.85102318333309
"HER14L_0ka",NA,5.5,0.44955,NA,NA,0.0216452972408612,0.511847617107424,-1.87547803734802
"HER14L_0ka",NA,5.7,0.46395,NA,NA,0.025652865425068,0.395054127546047,-1.93105921701107
"HER14L_0ka",NA,5.9,0.47834,NA,NA,0.0311996256044927,0.373095522853726,-1.89353359562227
"HER14L_0ka",NA,6.1,0.49274,NA,NA,0.0194189839987572,0.375433690642639,-1.88256417701321
"HER14L_0ka",NA,6.3,0.50713,NA,NA,0.0388138487812451,0.354499818868706,-1.89657271591187
"HER14L_0ka",NA,6.5,0.52152,NA,NA,0.0519541245080594,0.387058227585042,-1.90885350122828
"HER14L_0ka",NA,6.7,0.53592,NA,NA,0.0385126162018592,0.435590969455511,-1.89415439377031
"HER14L_0ka",NA,6.9,0.55031,NA,NA,0.0236733083448412,0.399815874268429,-1.90722871903417
"HER14L_0ka",NA,7.1,0.5647,NA,NA,0.0105428236317392,0.359773856433099,-1.90671878632819
"HER14L_0ka",NA,7.3,0.5791,NA,NA,0.0417503848863607,0.324870182396994,-1.90428135113221
"HER14L_0ka",NA,7.5,0.59349,NA,NA,0.0342931004919741,0.400965482675389,-1.89432163940733
"HER14L_0ka",NA,7.7,0.60789,NA,NA,0.0597219751454929,0.419324506340695,-1.81497584394318
"HER14L_0ka",NA,7.9,0.62228,NA,NA,0.0334074292983155,0.461279504542125,-1.87648838637952
"HER14L_0ka",NA,8.1,0.63667,NA,NA,0.0393406506943625,0.388161086851043,-1.87592783139002
"HER14L_0ka",NA,8.3,0.65107,NA,NA,0.0461838910587987,0.381346986171223,-1.8722189942098
"HER14L_0ka",NA,8.5,0.66546,NA,NA,0.0263223700662008,0.406680617522802,-1.88408535702047
"HER14L_0ka",NA,8.7,0.67985,NA,NA,0.0355048260263525,0.419482944533572,-1.89075251764522
"HER14L_0ka",NA,8.9,0.69425,NA,NA,0.0374241492688925,0.421021679275041,-1.8789490750182
"HER14L_0ka",NA,9.1,0.70864,NA,NA,0.03606347171021,0.382005663300743,-1.89241108186054
"HER14L_0ka",NA,9.3,0.72303,NA,NA,0.0450760990613565,0.388449912499337,-1.88391189092316
"HER14L_0ka",NA,9.5,0.73743,NA,NA,0.0171705564581104,0.453038528087068,-1.88182799101113
"HER14L_0ka",NA,9.7,0.75182,NA,NA,0.0396862143320149,0.346592938499596,-1.86882177785002
"HER14L_0ka",NA,9.9,0.76622,NA,NA,0.0329958953106234,0.388031728852931,-1.88752842309421
"HER14L_0ka",NA,10.1,0.77285,NA,NA,0.0251229703284498,0.399323002062728,-1.8972954478113
"HER14L_0ka",NA,10.3,0.77948,NA,NA,0.0498884075095182,0.399107260076145,-1.87820117626349
"HER14L_0ka",NA,10.5,0.78611,NA,NA,0.0131483794622313,0.379988166458484,-1.9025601174886
"HER14L_0ka",NA,10.7,0.79274,NA,NA,0.0284487313220532,0.38879932806806,-1.91228926103599
"HER14L_0ka",NA,10.9,0.79937,NA,NA,0.04495273352284,0.42440669002446,-1.90665194074926
"HER14L_0ka",NA,11.1,0.806,NA,NA,0.0421591084753861,0.562121446338481,-1.8986280973558
"HER14L_0ka",NA,11.3,0.81263,NA,NA,0.0427675346892226,1.25926629918266,-1.84177676317459
"HER14L_0ka",NA,12.6,0.85572,NA,NA,0.104172867432585,0.834871123281148,-1.70160189580849
"HER14L_0ka",NA,12.8,0.86235,NA,NA,0.0339136332805788,0.603380058783631,-1.82954171959812
"HER14L_0ka",NA,13,0.86898,NA,NA,0.0415035347177068,0.582432937205152,-1.83938262318134
"HER14L_0ka",NA,13.2,0.87561,NA,NA,0.0107340766681426,0.717841377182037,-1.8230788706916
"HER14L_0ka",NA,13.4,0.88224,NA,NA,0.0467546754675468,0.62018701870187,-1.89432516532196
"HER14L_0ka",NA,13.6,0.88887,NA,NA,0.0214817002765769,0.648478827099165,-1.90943334816366
"HER14L_0ka",NA,13.8,0.8955,NA,NA,0.022414429618691,0.588049153525658,-1.88706964903238
"HER14L_0ka",NA,14,0.90213,NA,NA,0.0440049699730793,0.582418720231932,-1.89494749792895
"HER14L_0ka",NA,14.2,0.90876,NA,NA,0,0.453776342101215,-1.86975757618585
"HER14L_0ka",NA,14.4,0.91539,NA,NA,0.0437355286853615,0.479804476459995,-1.87948422495216
"HER14L_0ka",NA,14.6,0.92202,NA,NA,0.0396287679288216,0.507503898959425,-1.89569528027105
"HER14L_0ka",NA,14.8,0.92865,NA,NA,0.0400594430445177,0.514311559087679,-1.92404656118494
"HER14L_0ka",NA,15,0.93528,NA,NA,0.0409809822629186,0.423897035282064,-1.89595322274465
"HER14L_0ka",NA,15.2,0.94191,NA,NA,0.0260953524177344,0.443620991101485,-1.89965777378983
"HER14L_0ka",NA,15.4,0.94854,NA,NA,0.0261578100681411,0.398906603539152,-1.87795223665649
"HER14L_0ka",NA,15.6,0.95517,NA,NA,0.0277128944138723,0.514668039114771,-1.93417806151826
"HER14L_0ka",NA,15.8,0.9618,NA,NA,0.051110004455744,0.494063376405525,-1.89063777689468
"HER14L_0ka",NA,16,0.96843,NA,NA,0.0521424008968493,0.594423370224082,-1.9327443305736
"HER14L_0ka",NA,16.2,0.97506,NA,NA,0.00921404220031328,0.597596451277461,-1.85528641914424
"HER14L_0ka",NA,16.4,0.98169,NA,NA,0.0382747333966846,0.523967902016683,-1.88864237042323
"HER14L_0ka",NA,16.6,0.98832,NA,NA,0.0256111459707265,0.615948060595971,-1.88683155749023
"HER14L_0ka",NA,16.8,0.99495,NA,NA,0.030209893083248,0.45577534347335,-1.88773143146871
"HER14L_0ka",NA,17,1.00158,NA,NA,0.0414421881475342,0.485650642353916,-1.88911244474259
"HER14L_0ka",NA,17.2,1.00821,NA,NA,0.0436687001283595,0.541227222803001,-1.89969876212084
"HER14L_0ka",NA,17.4,1.01484,NA,NA,0.0283596519497261,0.529809861424428,-1.89948147762066
"HER14L_0ka",NA,17.6,1.02147,NA,NA,0.0244646742979282,0.618054929631871,-1.94138127190824
"HER14L_0ka",NA,17.8,1.0281,NA,NA,0.0322584807545904,0.614201473567401,-1.88024722988397
"HER14L_0ka",NA,18,1.03473,NA,NA,0.0064396476224821,0.615630312709289,-1.87545433512039
"HER14L_0ka",NA,18.2,1.04136,NA,NA,0.0301133834350206,0.599649113619105,-1.84998159979419
"HER14L_0ka",NA,18.4,1.04799,NA,NA,0.0377176895964207,0.482526304836969,-1.85417023645257
"HER14L_0ka",NA,18.6,1.05462,NA,NA,0.0297738482051548,0.543696358528913,-1.85055543970563
"HER14L_0ka",NA,18.8,1.06125,NA,NA,0.0165465977649365,0.511671715500344,-1.88388294829684
"HER14L_0ka",NA,19,1.06788,NA,NA,0.0333517195376939,0.490013725515348,-1.90172735720829
"HER14L_0ka",NA,19.2,1.07451,NA,NA,0.049181388727108,0.607001876658254,-1.87845886835593
"HER14L_0ka",NA,19.4,1.08114,NA,NA,0.0256610939324343,0.56069490242369,-1.87063639466563
"HER14L_0ka",NA,19.6,1.08777,NA,NA,0.0357288689260923,0.630359330338914,-1.88525882230884
"HER14L_0ka",NA,19.8,1.0944,NA,NA,0.0368974514403184,0.592994755290831,-1.86185026163776
"HER14L_0ka",NA,20,1.10117,NA,NA,0.0281711783235588,0.503239685507209,-1.87186328745497
"HER14L_0ka",NA,20.2,1.10808,NA,NA,0,0.473969399429225,-1.87357135209507
"HER14L_0ka",NA,20.4,1.115,NA,NA,0,0.457079011185739,-1.84627593335665
"HER14L_0ka",NA,20.6,1.12191,NA,NA,0,0.482538538744628,-1.88037480764807
"HER14L_0ka",NA,20.8,1.12882,NA,NA,0.0347620089866231,0.529155025685262,-1.89371266968219
"HER14L_0ka",NA,21,1.13573,NA,NA,0.0393076610631412,0.566030319309233,-1.89828411925767
"HER14L_0ka",NA,21.2,1.14264,NA,NA,0.0505790654544983,0.612136381910851,-1.88404208122427
"HER14L_0ka",NA,21.4,1.14955,NA,NA,0.0224484675619644,0.652326057388847,-1.87557516589911
"HER14L_0ka",NA,21.6,1.15646,NA,NA,0.0355902283469051,0.708957348670349,-1.82160320887663
"HER14L_0ka",NA,21.8,1.16337,NA,NA,0.107823549931817,1.31608156534424,-1.63209667719941
"HER14L_0ka",NA,22,1.17028,NA,NA,0.0548322694935748,0.902623513201923,-1.71520339179536
"HER14L_0ka",NA,22.2,1.17719,NA,NA,0.0340594993253599,0.744069062184786,-1.83195396063634
"HER14L_0ka",NA,22.4,1.1841,NA,NA,0.016517375007941,0.533638269487326,-1.84198303441797
"HER14L_0ka",NA,22.6,1.19101,NA,NA,0.0153227351082168,0.605248036774564,-1.89070796230212
"HER14L_0ka",NA,22.8,1.19792,NA,NA,0.0467866658002469,0.605627396192085,-1.80156617004563
"HER14L_0ka",NA,23,1.20483,NA,NA,0.0665335994677312,0.791880291704173,-1.88844528955558
"HER14L_0ka",NA,23.2,1.21174,NA,NA,0.021377227907971,0.721481441894022,-1.84766917441048
"HER14L_0ka",NA,23.4,1.21865,NA,NA,0.0327582441581131,0.831240445512121,-1.80194396423924
"HER14L_0ka",NA,23.6,1.22556,NA,NA,0.0697778273975661,0.900133973428603,-1.78996096211001
"HER14L_0ka",NA,23.8,1.23247,NA,NA,0.0449777287697866,1.00837166112909,-1.70604534373621
"HER14L_0ka",NA,24,1.23938,NA,NA,0.0780981537596451,1.32766861391397,-1.70118361516844
"HER14L_0ka",NA,24.3,1.24974,NA,NA,0.0801899885883478,1.29846096906517,-1.62573125114566
"HER14L_0ka",NA,24.5,1.25665,NA,NA,0.0974249827632723,0.921790221529422,-1.63320172579277
"HER14L_0ka",NA,24.7,1.26356,NA,NA,0,0.647735012440404,-1.78950180523978
"HER14L_0ka",NA,24.9,1.27047,NA,NA,0.0392844983369562,0.540816593772097,-1.80840210033295
"HER14L_0ka",NA,25.1,1.27738,NA,NA,0.0103464776710079,0.640188305893612,-1.86909775907466
"HER14L_0ka",NA,25.3,1.28429,NA,NA,0,0.632862043871504,-1.85641111893637
"HER14L_0ka",NA,25.5,1.2912,NA,NA,0.0337307507686719,0.557854724251112,-1.88982322674254
"HER14L_0ka",NA,25.7,1.29811,NA,NA,0.030728653188738,0.560797920694468,-1.86350294227431
"HER14L_0ka",NA,25.9,1.30502,NA,NA,0.0311001684592458,0.519631981339899,-1.91097769333615
"HER14L_0ka",NA,26.1,1.31193,NA,NA,0.0629153395462231,0.555752165991638,-1.89876462685213
"HER14L_0ka",NA,26.3,1.31884,NA,NA,0.0349618656687428,0.486876351535085,-1.91522100321423
"HER14L_0ka",NA,26.5,1.32575,NA,NA,0.0617617540338146,0.666512262281582,-1.87688262813401
"HER14L_0ka",NA,26.7,1.33266,NA,NA,0.0447032978261425,0.541548522236698,-1.86487175704801
"HER14L_0ka",NA,26.9,1.33957,NA,NA,0.0333491528032528,0.614394007413773,-1.89504420659858
