"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER49L","HER49L_1A","HER49L_1A_5",5.9,984.21,6.86,1,27428,65651,1.59,0.565217391304348,1.42028985507246,8.73913043478261,1,1.26086956521739,34.304347826087,NA,2.04347826086957,0.753623188405797,28.536231884058,NA,23.3913043478261,697.347826086957,124.130434782609,56682,5.61786339754816,0.178003616185548,0.350860974073313,-1.81694971805661,-2.16781069212993
"HER49L","HER49L_1A","HER49L_1A_6",6,987.78,6.91,1,27568,67333,1.38,0.816901408450704,1.53521126760563,8.23943661971831,1,0.408450704225352,33.4084507042254,NA,1.91549295774648,1.32394366197183,26.112676056338,NA,18.8732394366197,707.605633802817,123.957746478873,59041,5.70844222247472,0.175179140127389,0.428668005187828,-1.68026396500271,-2.10893197019054
"HER49L","HER49L_1A","HER49L_1A_7",6.1,991.35,6.94,1,27935,70025,1.34,0.3203125,0.7578125,6.09375,1,0.6875,26.8984375,1.1015625,1.1640625,0.234375,14.6796875,0.3984375,11.453125,396.484375,67.6328125,59407,5.86230795887721,0.170581280788177,-0.277319285416234,-2.08458294118025,-1.80726365576402
"HER49L","HER49L_1A","HER49L_1A_8",6.2,994.92,6.96,1,28314,67974,1.4,0.819444444444444,0.916666666666667,9.04166666666667,1,0.5,34.2083333333333,NA,1.58333333333333,1.22222222222222,23.9861111111111,NA,10.3055555555556,713.486111111111,119.097222222222,59946,5.99078717201166,0.166922972104884,-0.0870113769896298,-2.28885490018214,-2.20184352319251
"HER49L","HER49L_1A","HER49L_1A_9",6.3,998.49,6.96,1,29022,70311,1.31,0.685714285714286,1.18571428571429,9.31428571428571,1,0.2,21.6142857142857,0.171428571428571,1.97142857142857,2.52857142857143,29.4,1.92857142857143,18.6,765.557142857143,121.414285714286,62088,6.3053300388281,0.15859598051839,0.170345365747239,-2.06120395413006,-2.23154931987729
"HER49L","HER49L_1A","HER49L_1A_10",6.4,1002.07,6.96,1,28846,69956,1.58,0.532467532467532,0.402597402597403,7.4025974025974,1,0.428571428571429,38.038961038961,0.428571428571429,2.4025974025974,0.480519480519481,27.5324675324675,1.71428571428571,9.74025974025974,683.25974025974,110.220779220779,61098,6.19901025097207,0.161316074585163,-0.909818217368538,-2.91164915634345,-2.00183093897491
"HER49L","HER49L_1A","HER49L_1A_11",6.5,1005.64,6.97,1,28740,69432,1.5,0.905660377358491,0.207547169811321,9.0188679245283,1,1.49056603773585,58.4339622641509,1.18867924528302,3,1.39622641509434,35.2075471698113,0.207547169811321,16.5471698113208,986.301886792453,163.622641509434,60946,6.02790590405904,0.165895091249952,-1.57239664075375,-3.77171545969309,-2.19931881893933
"HER49L","HER49L_1A","HER49L_1A_12",6.6,1009.21,6.99,1,28448,70020,1.32,0.63013698630137,0.520547945205479,8.13698630136986,1,0.835616438356164,42.9315068493151,0.273972602739726,1.91780821917808,0.835616438356164,26.4657534246575,NA,14.5342465753425,717.054794520548,116.493150684932,60849,6.15533866415804,0.16246059795587,-0.652873281422005,-2.74929315963626,-2.09641987821425
"HER49L","HER49L_1A","HER49L_1A_13",6.7,1012.78,7,1,28208,70723,1.41,0.397590361445783,0.867469879518072,8.63855421686747,1,0.686746987951807,44.6024096385542,0.421686746987952,1.74698795180723,1.93975903614458,19.3132530120482,NA,11.578313253012,630.927710843373,102.915662650602,60909,6.13053149145399,0.163117994156625,-0.142174488780543,-2.29840972158357,-2.15623523280302
"HER49L","HER49L_1A","HER49L_1A_14",6.8,1016.36,7,1,28308,73247,1.35,0.714285714285714,0.976190476190476,8.41666666666667,1,1.9047619047619,75.0833333333333,0.916666666666667,1.58333333333333,1.64285714285714,18.7738095238095,0.571428571428571,12.7261904761905,619.22619047619,101.678571428571,60556,6.09003629551575,0.164202633855619,-0.0240975515790605,-2.15431141863232,-2.13021386705326
"HER49L","HER49L_1A","HER49L_1A_15",6.9,1019.93,6.99,1,28791,71947,1.39,0.386861313868613,0.554744525547445,4.81021897810219,1,0.934306569343066,32.7591240875912,0.89051094890511,1.72992700729927,0.693430656934307,11.7591240875912,NA,7.78832116788321,384.693430656934,64.8832116788321,61592,5.92901338733266,0.168662125495702,-0.589247585541794,-2.15999019421618,-1.57074260867438
"HER49L","HER49L_1A","HER49L_1A_16",7,1023.5,6.99,1,28920,71844,1.25,0.232804232804233,0.354497354497354,3.68783068783069,1,0.476190476190476,17.994708994709,0.650793650793651,0.798941798941799,0.296296296296296,9.04232804232804,NA,5.05291005291005,283.984126984127,45.6825396825397,62307,6.21646977067408,0.1608630037449,-1.03705439566868,-2.34209279136956,-1.30503839570088
"HER49L","HER49L_1A","HER49L_1A_17",7.1,1027.07,7,1,29360,70930,1.4,1.52,1.48,19.52,1,NA,58.76,3.08,9.16,4.4,71.4,NA,32.56,2207.88,342.36,63756,6.44900105152471,0.155062775150823,0.392042087776024,-2.57939749320892,-2.97143958098495
"HER49L","HER49L_1A","HER49L_1A_18",7.2,1030.64,7.01,1,29704,72462,1.4,0.415730337078652,0.168539325842697,4.39325842696629,1,0.561797752808989,23.1460674157303,NA,2.70786516853933,1.42696629213483,19.3820224719101,1.47191011235955,5.71910112359551,630.044943820225,97.685393258427,64768,6.44973544973545,0.155045118949959,-1.78058616862993,-3.26065735888316,-1.48007119025323
"HER49L","HER49L_1A","HER49L_1A_19",7.3,1034.22,7,1,30699,73465,1.4,1.39393939393939,0.454545454545455,12.6363636363636,1,0.545454545454545,47.0606060606061,1.42424242424242,8.6969696969697,5.27272727272727,56.4242424242424,NA,20,1742.93939393939,266.848484848485,66323,6.53156938451056,0.153102560981971,-0.78845736036427,-3.32503602069659,-2.53657866033232
"HER49L","HER49L_1A","HER49L_1A_20",7.4,1037.79,7,1,30257,74021,1.33,1.29268292682927,0.585365853658537,11.2439024390244,1,NA,51.6829268292683,NA,5.46341463414634,4.4390243902439,42.7560975609756,0.951219512195122,14.0243902439024,1401.87804878049,213.658536585366,66237,6.56130136986301,0.152408789602798,-0.535518236356362,-2.9553442126487,-2.41982597629234
"HER49L","HER49L_1A","HER49L_1A_21",7.5,1041.36,7.01,1,30440,74655,1.4,0.315789473684211,0.157894736842105,4.36842105263158,1,0.442105263157895,36.3157894736842,1.13684210526316,2.51578947368421,0.957894736842105,18.5894736842105,0.115789473684211,8.75789473684211,599.4,90.821052631579,65571,6.59979137691238,0.151519940993625,-1.84582669049833,-3.32022831912849,-1.47440162863016
"HER49L","HER49L_1A","HER49L_1A_22",7.6,1044.93,7.01,1,30781,75534,1.45,0.353982300884956,0.548672566371681,4.27433628318584,1,0.327433628318584,34.6194690265487,0.955752212389381,1.64601769911504,1.30973451327434,16.0973451327434,NA,7.55752212389381,505.29203539823,79.4247787610619,66073,6.36189415041783,0.157185890924376,-0.600253433667249,-2.05288226860748,-1.45262883494023
"HER49L","HER49L_1A","HER49L_1A_23",7.7,1048.51,7.01,1,31009,75585,1.58,1.75,2.2,22.05,1,2.25,149.1,4.25,10.1,6.05,79.05,2.3,44.05,2902.3,456.85,67183,6.35285104520083,0.157409640629845,0.78845736036427,-2.30485524152859,-3.09331260189286
"HER49L","HER49L_1A","HER49L_1A_24",7.8,1052.08,7.01,1,31061,76887,1.36,0.818181818181818,0.672727272727273,8.87272727272727,1,0.981818181818182,80.2545454545455,2.10909090909091,3.74545454545455,1.43636363636364,31.3454545454545,NA,14.6181818181818,1056.52727272727,163.490909090909,67101,6.46229982206406,0.154743671376207,-0.396415272588246,-2.57939749320892,-2.18298222062068
"HER49L","HER49L_1A","HER49L_1A_25",7.9,1055.65,7.02,1,31077,77502,1.64,1.45454545454545,0.939393939393939,11.6363636363636,1,1.39393939393939,140.363636363636,5.24242424242424,5.78787878787879,3.81818181818182,53.8484848484849,1.63636363636364,13.8787878787879,1772.18181818182,268.606060606061,67346,6.59769855595668,0.151568003830238,-0.0625203569813339,-2.51665534810258,-2.45413499112125
"HER49L","HER49L_1A","HER49L_1A_26",8,1059.22,7.03,1,31113,76769,1.24,0.211111111111111,0.05,2.05555555555556,1,0.0555555555555556,24.7388888888889,0.177777777777778,0.838888888888889,0.744444444444444,10.0555555555556,NA,2.96111111111111,322.438888888889,48.9333333333333,66847,6.58935059037239,0.15176002343252,-2.99573227355399,-3.71627842830205,-0.72054615474806
"HER49L","HER49L_1A","HER49L_1A_27",8.1,1062.8,7.06,1,31354,77348,1.32,2.71428571428571,2.42857142857143,20.7619047619048,1,2.95238095238095,170.952380952381,5.66666666666667,8.61904761904762,5.76190476190476,87.6190476190476,NA,25.7142857142857,2811.85714285714,424.857142857143,67971,6.61835911230666,0.151094853426815,0.887303195000903,-2.14581661062471,-3.03311980562561
"HER49L","HER49L_1A","HER49L_1A_28",8.2,1066.37,7.05,1,31157,76415,1.34,1.2962962962963,1.61111111111111,9.62962962962963,1,0.907407407407407,68.9259259259259,2.2037037037037,3.87037037037037,2.83333333333333,32.6666666666667,NA,5.88888888888889,1079.44444444444,167.666666666667,67344,6.43803843605036,0.155326814204838,0.476924072090309,-1.78792069292089,-2.2648447650112
"HER49L","HER49L_1A","HER49L_1A_29",8.3,1069.94,7.06,1,31114,75869,1.52,1.07692307692308,1.30769230769231,8.71153846153846,1,0.903846153846154,74.4807692307692,0.538461538461538,3,0.307692307692308,35.9038461538462,NA,6.40384615384615,1115.13461538462,171.403846153846,66900,6.50589027263548,0.153706865331885,0.268263986594679,-1.89638442030693,-2.16464840690161
"HER49L","HER49L_1A","HER49L_1A_30",8.4,1073.51,7.08,1,31243,76634,1.58,0.675,0.5625,5.4125,1,0.4625,44.1,NA,2.8875,1.6375,25.85,NA,7.8,728.7375,111.15,67191,6.55634278002699,0.152524057016415,-0.575364144903562,-2.26407523823217,-1.68871109332861
"HER49L","HER49L_1A","HER49L_1A_31",8.5,1077.08,7.08,1,31134,75721,1.36,0.9375,1.02083333333333,9,1,1.6875,68.6875,0.833333333333333,4.1875,2.14583333333333,38.6875,1.375,8.04166666666667,1215.9375,181.020833333333,67054,6.7171135918978,0.148873468688426,0.0206192872027356,-2.17660529013348,-2.19722457733622
"HER49L","HER49L_1A","HER49L_1A_32",8.6,1080.66,7.08,1,31377,75939,1.35,1.62857142857143,0.6,10.3428571428571,1,1.11428571428571,78.0857142857143,2.17142857142857,6.05714285714286,2.8,55.3714285714286,NA,9.48571428571429,1686.48571428571,256.628571428571,68009,6.57169895346248,0.152167652091416,-0.510825623765991,-2.84712177410235,-2.33629615033636
"HER49L","HER49L_1A","HER49L_1A_33",8.7,1084.23,7.07,1,31439,74803,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67183,6.72662449683726,0.148662973601423,NA,-2.5026062268874,NA
"HER49L","HER49L_1A","HER49L_1A_34",8.8,1087.8,7.07,1,31457,76566,1.29,1.22857142857143,0.342857142857143,10.3142857142857,1,NA,104.171428571429,NA,4.37142857142857,5.74285714285714,55.7714285714286,3.85714285714286,9.14285714285714,1680.62857142857,252.542857142857,67661,6.65482520647132,0.15026690693958,-1.07044141170141,-3.40397130854488,-2.33352989684347
