"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER49L","HER49L_1A","HER49L_1A_15",6.9,1019.93,6.99,1,28791,71947,1.39,-0.291423493929207,0.418892254948561,1.4025986454468,-0.256603910344431,0.659963020937064,-0.424121074533594,0.464686736849803,1.36355214876861,-0.320066777830217,-1.68319057708663,NA,0.855122566690234,-0.259451878295554,0.754662336268135,61592,5.92901338733266,0.168662125495702,-0.589247585541794,-2.15999019421618,-1.57074260867438
"HER49L","HER49L_1A","HER49L_1A_16",7,1023.5,6.99,1,28920,71844,1.25,-0.784218812079683,0.218806605783037,1.65106306664664,0.0892841613373864,0.100101717276565,-0.587507765586131,0.480299076885916,-0.853254200146544,-1.10369987672829,-1.5836673882364,NA,0.563034477678267,-0.0825989798837666,-0.0143385395461252,62307,6.21646977067408,0.1608630037449,-1.03705439566868,-2.34209279136956,-1.30503839570088
"HER49L","HER49L_1A","HER49L_1A_17",7.1,1027.07,7,1,29360,70930,1.4,-1.11274902418,-0.448145558102046,0.284508750047557,-1.00159360319758,NA,-0.877906189793584,-0.237868564775293,1.15733760468348,-0.0186694321001898,-1.5064861397403,NA,0.195316437047129,0.19526062545599,-0.24051526772679,63756,6.44900105152471,0.155062775150823,0.392042087776024,-2.57939749320892,-2.97143958098495
"HER49L","HER49L_1A","HER49L_1A_18",7.2,1030.64,7.01,1,29704,72462,1.4,-1.16750405953005,-0.937243811617773,-0.349729377752015,-0.575885207281493,-0.489225970787117,-0.789073131456832,NA,1.46665942081117,0.322914226393841,-1.56741870434248,0.276408832500349,-0.600102019637247,0.355157524329328,0.166602842998407,64768,6.44973544973545,0.155045118949959,-1.78058616862993,-3.26065735888316,-1.48007119025323
"HER49L","HER49L_1A","HER49L_1A_19",7.3,1034.22,7,1,30699,73465,1.4,-0.674708741379578,-0.937243811617773,-0.17972740535213,-0.948380053708065,-0.960688121238064,-0.865280171349782,-0.706238765858691,2.65239304930067,1.26729257634793,-1.42828934850084,NA,-0.206304685344327,0.618249001038823,0.504360090414866,66323,6.53156938451056,0.153102560981971,-0.78845736036427,-3.32503602069659,-2.53657866033232
"HER49L","HER49L_1A","HER49L_1A_20",7.4,1037.79,7,1,30257,74021,1.33,-0.291423493929207,-0.737158162452248,0.107968240247676,-0.895166504218555,NA,-0.780204856597495,NA,1.02845351463027,1.42803782740394,-1.53898350752813,-0.962483170958233,-0.427978681469481,0.610956098011533,0.365638363797392,66237,6.56130136986301,0.152408789602798,-0.535518236356362,-2.9553442126487,-2.41982597629234
"HER49L","HER49L_1A","HER49L_1A_21",7.5,1041.36,7.01,1,30440,74655,1.4,-1.55078930698042,-0.937243811617773,-0.192804480152121,-0.53597504516436,-0.607091508399854,-0.58014258816058,0.246113976344218,1.41510578478989,-0.400439403358225,-1.52578145186433,-1.33953725896737,0.242259165638338,0.513595842597208,-0.0324326778005784,65571,6.59979137691238,0.151519940993625,-1.84582669049833,-3.32022831912849,-1.47440162863016
"HER49L","HER49L_1A","HER49L_1A_22",7.6,1044.93,7.01,1,30781,75534,1.45,-1.0032389534799,0.107647911802189,0.251816063047579,-0.416244558812962,-0.680757469407814,-0.510699486719667,0.246113976344218,0.0489344302259017,0.74487051041588,-1.47195768646573,NA,0.29963361169426,0.541855841827958,1.01401165124863,66073,6.36189415041783,0.157185890924376,-0.600253433667249,-2.05288226860748,-1.45262883494023
"HER49L","HER49L_1A","HER49L_1A_23",7.7,1048.51,7.01,1,31009,75585,1.58,-1.27701413023016,-0.29252338652886,-0.0228025077522356,-1.03485207162852,-0.562891931795078,-0.650487548061764,-0.112969844486387,0.461363518396162,0.20235528810183,-1.71365685938772,-0.86821964895595,0.370047704581074,0.714697643574736,1.50255338411887,67183,6.35285104520083,0.157409640629845,0.78845736036427,-2.30485524152859,-3.09331260189286
"HER49L","HER49L_1A","HER49L_1A_24",7.8,1052.08,7.01,1,31061,76887,1.36,-0.72946377672963,-0.448145558102046,0.284508750047557,-0.802042792611912,-0.430293201980749,-0.435243995543611,0.371012696633124,0.564470790438728,-0.641557279942247,-1.56843424708585,NA,0.169237143385346,0.726183965842718,1.06527837630291,67101,6.46229982206406,0.154743671376207,-0.396415272588246,-2.57939749320892,-2.18298222062068
"HER49L","HER49L_1A","HER49L_1A_25",7.9,1055.65,7.02,1,31077,77502,1.64,-0.565198670679472,-0.581535990879062,-0.395499139551984,-0.948380053708065,-0.548158739593486,-0.402476471487076,1.26091607869158,0.177818520279108,0.30282107001184,-1.51461048168726,-0.760489909524769,-0.733106417312339,0.794190286572199,0.679270093541247,67346,6.59769855595668,0.151568003830238,-0.0625203569813339,-2.51665534810258,-2.45413499112125
"HER49L","HER49L_1A","HER49L_1A_26",8,1059.22,7.03,1,31113,76769,1.24,-1.11274902418,-1.07063424439479,-0.487038663151923,0.0294189181616873,-1.0785536588508,-0.429381915551845,-0.940423866400389,-0.853254200146544,0.463566321067854,-1.48109757115606,NA,-0.537511714848968,0.71342138554496,0.510391469833017,66847,6.58935059037239,0.15176002343252,-2.99573227355399,-3.71627842830205,-0.72054615474806
"HER49L","HER49L_1A","HER49L_1A_27",8.1,1062.8,7.06,1,31354,77348,1.32,-0.0724033525289957,-0.136901214955674,-0.0554951947522135,-1.02820037794233,-0.312427664368013,-0.559099224087576,0.417849716741463,-0.0799496598273048,0.20235528810183,-1.45063128885497,NA,-0.51925620928572,0.897567186984038,0.854180096667628,67971,6.61835911230666,0.151094853426815,0.887303195000903,-2.14581661062471,-3.03311980562561
"HER49L","HER49L_1A","HER49L_1A_28",8.2,1066.37,7.05,1,31157,76415,1.34,0.639412107021692,0.663441381706425,0.493741946847416,-0.808694486298101,-0.50395916298871,-0.539258337961601,0.417849716741463,0.641801244470652,0.845336292325889,-1.52781253735107,NA,-1.0982165285773,0.759184352041206,1.2522511382656,67344,6.43803843605036,0.155326814204838,0.476924072090309,-1.78792069292089,-2.2648447650112
"HER49L","HER49L_1A","HER49L_1A_29",8.3,1069.94,7.06,1,31114,75869,1.52,-0.127158387879049,0.241038344579206,0.0556599410477115,-0.821997873670478,-0.533425547391894,-0.516561566711433,-1.00287322654484,-0.724370110093337,-1.90742613200836,-1.42321163478399,NA,-1.05909758808462,0.703940611609483,0.827038889285948,66900,6.50589027263548,0.153706865331885,0.268263986594679,-1.89638442030693,-2.16464840690161
"HER49L","HER49L_1A","HER49L_1A_30",8.4,1073.51,7.08,1,31243,76634,1.58,-0.236668458579154,-0.270291647732691,-0.0751108069522003,-0.635750450457192,-0.680757469407814,-0.568418428177049,NA,1.20889124070476,0.403286851921849,-1.21908754336668,NA,-0.300190142526745,0.760825255222346,0.763709405395362,67191,6.55634278002699,0.152524057016415,-0.575364144903562,-2.26407523823217,-1.68871109332861
"HER49L","HER49L_1A","HER49L_1A_31",8.5,1077.08,7.08,1,31134,75721,1.36,-0.72946377672963,-0.181364692548013,-0.0816493443521959,-0.848604648415233,-0.0324970125377635,-0.603139978897506,-0.815525146111483,0.435586700385521,-0.159321526774203,-1.43336706221769,-0.598895300377997,-0.920877331677176,0.772858545217375,0.151524394453029,67054,6.7171135918978,0.148873468688426,0.0206192872027356,-2.17660529013348,-2.19722457733622
"HER49L","HER49L_1A","HER49L_1A_32",8.6,1080.66,7.08,1,31377,75939,1.35,-0.0724033525289957,-0.803853378840756,-0.539346962351887,-0.935076666335688,-0.65129108500463,-0.687914674163035,-0.253480904811406,0.719131698502575,-0.259787308684212,-1.35110810000474,NA,-1.0617055174508,0.893556090319028,1.03512147921216,68009,6.57169895346248,0.152167652091416,-0.510825623765991,-2.84712177410235,-2.33629615033636
"HER49L","HER49L_1A","HER49L_1A_33",8.7,1084.23,7.07,1,31439,74803,1.35,0.201371824221269,-0.648231207267571,-0.670117710351799,NA,-1.13748642765717,-0.661460159328402,-0.862362166219823,0.229372156300391,-1.80696035009835,-1.41000957912018,NA,-0.845247380058006,0.795284222026293,0.169618532707482,67183,6.72662449683726,0.148662973601423,NA,-2.5026062268874,NA
"HER49L","HER49L_1A","HER49L_1A_34",8.8,1087.8,7.07,1,31457,76566,1.29,-0.838973847429736,-1.00393902800628,-0.545885499751883,-0.935076666335688,NA,-0.550681878458375,NA,-0.801700564125261,1.80980779866198,-1.33689050159756,0.330273702215939,-1.09300066984494,0.856179962304166,0.603877850814359,67661,6.65482520647132,0.15026690693958,-1.07044141170141,-3.40397130854488,-2.33352989684347
"HER49L","HER49L_1A","HER49L_1A_35",8.9,1091.37,7.08,1,31493,77067,1.32,-1.60554434233048,-1.15956119957947,-0.526269887551896,-0.915121585277121,-0.562891931795078,-0.511300725693182,-0.909199186328163,1.28622169473668,-0.762116218234258,-1.48719082761628,NA,-0.967820060268385,0.942053895450508,0.712442680341078,68168,6.6809014084507,0.149680400721839,-2.02814824729229,-4.28771595520264,-2.25956770791035
"HER49L","HER49L_1A","HER49L_1A_36",9,1094.95,7.08,1,31492,75735,1.52,0.201371824221269,-0.514840774490554,-0.473961588351931,-0.788739405239534,-0.857555775826919,-0.543917940006338,-0.456441325280879,-1.18835283428488,0.0617031934278175,-1.33587495885419,NA,-1.18949405639354,0.759548997192571,0.727521128886455,67172,6.56441441441441,0.152336512729019,-0.516690743218389,-2.39253332965699,-1.8758425864386
"HER49L","HER49L_1A","HER49L_1A_37",9.1,1098.52,7.09,1,31266,76329,1.48,-0.400933564629313,-1.04840250559862,-0.487038663151923,-0.928424972649499,-0.842822583625327,-0.549479400511346,-0.0817451644141606,0.229372156300391,1.02617469976391,-1.38969872425279,NA,-0.409723175906233,0.799842286418349,1.16178044699333,67537,6.48415336879433,0.154222138670039,-1.28093384546206,-3.61091791264422,-2.32998406718216
"HER49L","HER49L_1A","HER49L_1A_38",9.2,1102.09,7.1,1,31071,75123,1.44,0.365636930271427,-0.359218602917368,-0.395499139551984,-1.00824529688376,-0.430293201980749,-0.605995864021699,-0.409604305172539,1.38932896677925,0.0215168806638138,-1.57148087531596,NA,-0.876542532452145,0.740040481594569,0.664191644995869,67044,6.56789705384355,0.152255736014437,0.535518236356362,-2.23707048588342,-2.77258872223978
"HER49L","HER49L_1A","HER49L_1A_39",9.3,1105.66,7.12,1,30887,74390,1.34,0.146616788871216,-0.581535990879062,-0.467423050951936,-0.901818197904744,NA,-0.599231925569662,-0.768688126003144,1.87908850898143,-0.480812028886232,-1.63038235443141,0.532266963649404,-0.720066770481448,0.609497517406074,0.205806809216389,66176,6.60032158033766,0.151507769406115,-0.25489224962879,-2.48759121515867,-2.23269896552988
