"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Br","Rb","Sr","Mo_inc","Mo_coh","TS_sum","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER49L","HER49L_1A","HER49L_1A_5",5.9,984.21,6.86,1,27428,65651,1.59,0.115443273742489,2.17065334613561,0.979286840661978,NA,1.76958432660346,-0.167779374102944,NA,0.206291459071579,-0.134087317565542,0.0214519187656102,NA,1.84263852947109,0.324166331300685,0.441006932571482,56682,5.61786339754816,0.178003616185548,0.350860974073313,-1.81694971805661,-2.16781069212993
"HER49L","HER49L_1A","HER49L_1A_6",6,987.78,6.91,1,27568,67333,1.38,0.449056828292042,2.29194774528375,0.910672342208014,NA,-0.0523653393337288,-0.200270728961278,NA,0.150043342310996,0.400522468112613,-0.0678712273602447,NA,1.56268118480094,0.337043862262616,0.439703341808575,59041,5.70844222247472,0.175179140127389,0.428668005187828,-1.68026396500271,-2.10893197019054
"HER49L","HER49L_1A","HER49L_1A_7",6.1,991.35,6.94,1,27935,70025,1.34,-0.398972898985466,1.19137491795132,0.559122250561364,NA,0.789263589340181,-0.466383393073584,0.634728195518048,-0.283097997545484,-1.242220350217,-0.647522678615184,-0.237199723085052,0.911137976797349,-0.173776893048971,-0.127603051149583,59407,5.86230795887721,0.170581280788177,-0.277319285416234,-2.08458294118025,-1.80726365576402
"HER49L","HER49L_1A","HER49L_1A_8",6.2,994.92,6.96,1,28314,67974,1.4,0.451872229528571,1.48804840716043,1.01894710429222,NA,0.2745243684248,-0.171220663626223,NA,-0.0155768006945939,0.32467393406488,-0.153362147781494,NA,0.773416201563221,0.34434222106669,0.402247387250717,59946,5.99078717201166,0.166922972104884,-0.0870113769896298,-2.28885490018214,-2.20184352319251
"HER49L","HER49L_1A","HER49L_1A_9",6.3,998.49,6.96,1,29022,70311,1.31,0.29048978401746,1.88924520171551,1.0535648451936,NA,-1.20654095243128,-0.734918546551443,-1.1098552933217,0.17507510798876,1.01441313210014,0.0514633439575048,1.19876701647935,1.54365801562878,0.406461599815956,0.420290018188465,62088,6.3053300388281,0.15859598051839,0.170345365747239,-2.06120395413006,-2.23154931987729
"HER49L","HER49L_1A","HER49L_1A_10",6.4,1002.07,6.96,1,28846,69956,1.58,0.0613774050192347,0.205364054741762,0.785861828346519,NA,0.0253597549057176,-0.0409007085583324,-0.250569142318728,0.347086617370504,-0.561056520703014,-0.0145864565725828,1.09151640156254,0.699825958033161,0.306168130863599,0.329719968690464,61098,6.19901025097207,0.161316074585163,-0.909818217368538,-2.91164915634345,-2.00183093897491
"HER49L","HER49L_1A","HER49L_1A_11",6.5,1005.64,6.97,1,28740,69432,1.5,0.542486491475156,-0.827538121344994,1.01600493247921,NA,2.04009092262115,0.486173996853568,0.706106203273302,0.540204679746404,0.450957355133118,0.232885717513249,-0.831071274103978,1.39110869775027,0.62988978634106,0.699664418938193,60946,6.02790590405904,0.165895091249952,-1.57239664075375,-3.77171545969309,-2.19931881893933
"HER49L","HER49L_1A","HER49L_1A_12",6.6,1009.21,6.99,1,28448,70020,1.32,0.213928073475336,0.605918878301639,0.896091337605933,NA,1.10463020135954,0.107656158405515,-0.670162830066301,0.151093866400445,-0.0361011728633997,-0.0543543518141614,NA,1.2219136194186,0.348742101876286,0.3815460969792,60849,6.15533866415804,0.16246059795587,-0.652873281422005,-2.74929315963626,-2.09641987821425
"HER49L","HER49L_1A","HER49L_1A_13",6.7,1012.78,7,1,28208,70723,1.41,-0.20320663437585,1.40205391021101,0.96579734377875,NA,0.787492224216526,0.154535627032452,-0.26575631910313,0.0699635345359065,0.762903440880003,-0.371435796531596,NA,0.925318747238178,0.235897760583601,0.265506823597652,60909,6.13053149145399,0.163117994156625,-0.142174488780543,-2.29840972158357,-2.15623523280302
"HER49L","HER49L_1A","HER49L_1A_14",6.8,1016.36,7,1,28308,73247,1.35,0.327466366096932,1.5861255930134,0.935473265721396,NA,2.43642671414758,0.79398331410082,0.462418147907421,-0.0155768006945939,0.605287527751017,-0.399946309697084,0.0911444646516789,1.04862495247146,0.219388646614938,0.254182872532072,60556,6.09003629551575,0.164202633855619,-0.0240975515790605,-2.15431141863232,-2.13021386705326
