"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered"
"HER49L","HER49L_1A","HER49L_1A_5",5.9,984.21,6.86,1,27428,65651,1.59,0.0594050357191817,0.149274192319995,0.918493244581194,0.105101217041629,0.132518925835098,3.60542870634111,0,0.214772052215503,0.0792067142922423,2.99919270079664,0,2.45845455514768,73.2921052230735,13.0462597675588,5.61786339754816,0.178003616185548,0.350860974073313,-1.81694971805661,-2.16781069212993,100,97.0602123349225
"HER49L","HER49L_1A","HER49L_1A_6",6,987.78,6.91,1,27568,67333,1.38,0.0861390402922787,0.1618819895148,0.868816182258328,0.105446066564686,0.0430695201461393,3.52278971678078,0,0.201981197926722,0.139604651508176,2.7534789776187,0,1.99010886192506,74.6142307635186,13.0708567864197,5.70844222247472,0.175179140127389,0.428668005187828,-1.68026396500271,-2.10893197019054,100,97.558403754474
"HER49L","HER49L_1A","HER49L_1A_7",6.1,991.35,6.94,1,27935,70025,1.34,0.0585505176722599,0.138521956444127,1.11388789717958,0.182791860049982,0.125669403784363,4.91681542306319,0.201356658336308,0.212781149589432,0.0428418421992146,2.68332738307747,0.0728311317386648,2.09353802213495,72.4741163870046,12.3627275972867,5.86230795887721,0.170581280788177,-0.277319285416234,-2.08458294118025,-1.80726365576402,100,96.6797572295609
"HER49L","HER49L_1A","HER49L_1A_8",6.2,994.92,6.96,1,28314,67974,1.4,0.0867978933121488,0.0970959484508783,0.957719127901845,0.105922852855504,0.0529614264277518,3.62344425809868,0,0.167711183687881,0.129461264601171,2.54067731779798,0,1.09159384470533,75.5744843616677,12.6151175449437,5.99078717201166,0.166922972104884,-0.0870113769896298,-2.28885490018214,-2.20184352319251,100,97.0429870244505
"HER49L","HER49L_1A","HER49L_1A_9",6.3,998.49,6.96,1,29022,70311,1.31,0.0682681230532918,0.11804696277965,0.92730867147388,0.0995576794527172,0.0199115358905434,2.1518681287423,0.017067030763323,0.196270853778214,0.251738703759014,2.92699577590989,0.192004096087383,1.85177283782054,76.2170926313095,12.0877245381235,6.3053300388281,0.15859598051839,0.170345365747239,-2.06120395413006,-2.23154931987729,100,97.1256275689437
"HER49L","HER49L_1A","HER49L_1A_10",6.4,1002.07,6.96,1,28846,69956,1.58,0.0586082680542055,0.0443135685287895,0.814797872948711,0.110069186345703,0.0471725084338727,4.18691749099434,0.0471725084338727,0.264451941220196,0.0528903882440391,3.03047629938819,0.188690033735491,1.0721024644062,75.205843673166,12.1319114872205,6.19901025097207,0.161316074585163,-0.909818217368538,-2.91164915634345,-2.00183093897491,100,97.2554176911201
"HER49L","HER49L_1A","HER49L_1A_11",6.5,1005.64,6.97,1,28740,69432,1.5,0.0691323885240235,0.0158428390367554,0.688443369051734,0.076333678995276,0.113780389445789,4.46047931789377,0.0907362599377809,0.229001036985828,0.106579098974536,2.68752160387141,0.0158428390367554,1.26310634865768,75.2880516188501,12.4899181933402,6.02790590405904,0.165895091249952,-1.57239664075375,-3.77171545969309,-2.19931881893933,100,97.5947689826017
"HER49L","HER49L_1A","HER49L_1A_12",6.6,1009.21,6.99,1,28448,70020,1.32,0.0656955155669809,0.0542702085118538,0.848329048843188,0.104255926878035,0.0871179662953442,4.47586403884604,0.0285632676378178,0.199942873464724,0.0871179662953442,2.7592116538132,0,1.51528134818623,74.7572122250785,12.1451013996001,6.15533866415804,0.16246059795587,-0.652873281422005,-2.74929315963626,-2.09641987821425,100,97.1279634390174
"HER49L","HER49L_1A","HER49L_1A_13",6.7,1012.78,7,1,28208,70723,1.41,0.0466609165335181,0.10180563607313,1.01381445922826,0.117359274917636,0.0805961285578949,5.23450645476012,0.0494888508688828,0.205025239313943,0.227648713996861,2.26658936979483,0,1.35882244814275,74.0452186700225,12.0781075463428,6.13053149145399,0.163117994156625,-0.142174488780543,-2.29840972158357,-2.15623523280302,100,96.8256437085531
"HER49L","HER49L_1A","HER49L_1A_14",6.8,1016.36,7,1,28308,73247,1.35,0.0819146176635221,0.11194997747348,0.965227244801835,0.114680464728931,0.218438980436059,8.61059156006389,0.105123759334853,0.181577402487474,0.188403620626101,2.1529892009229,0.0655316941308176,1.45944543803842,71.013147296135,11.6605458244024,6.09003629551575,0.164202633855619,-0.0240975515790605,-2.15431141863232,-2.13021386705326,100,96.9295670812456
"HER49L","HER49L_1A","HER49L_1A_15",6.9,1019.93,6.99,1,28791,71947,1.39,0.0736653369841689,0.105633313411261,0.915952020237119,0.190417946543984,0.177908738376861,6.23792513933868,0.169569266265445,0.329409148400906,0.132041641764076,2.23914826191502,0,1.48303612381336,73.2525331146538,12.3549279330618,5.92901338733266,0.168662125495702,-0.589247585541794,-2.15999019421618,-1.57074260867438,100,97.6621679847666
"HER49L","HER49L_1A","HER49L_1A_16",7,1023.5,6.99,1,28920,71844,1.25,0.0612438060241635,0.0932576137186125,0.970157563610044,0.263069984967429,0.125271421413062,4.73386782473136,0.171204275931184,0.21017760703747,0.0779466622125717,2.3787651021658,0,1.32926897166082,74.7077000167029,12.0177050275597,6.21646977067408,0.1608630037449,-1.03705439566868,-2.34209279136956,-1.30503839570088,100,97.1396358777351
"HER49L","HER49L_1A","HER49L_1A_17",7.1,1027.07,7,1,29360,70930,1.4,0.0535739461440857,0.0521641054560835,0.688002255745101,0.0352460172000564,0,2.07105597067531,0.108557732976174,0.322853517552517,0.155082475680248,2.51656562808403,0,1.14761032003384,77.8189764556605,12.0668264486113,6.44900105152471,0.155062775150823,0.392042087776024,-2.57939749320892,-2.97143958098495,100,97.0365148738193
"HER49L","HER49L_1A","HER49L_1A_18",7.2,1030.64,7.01,1,29704,72462,1.4,0.0510612458943998,0.0207005050923243,0.539593166073252,0.122822996881124,0.0690016836410808,2.84286936601253,0,0.33258811515001,0.175264276448345,2.38055808561729,0.180784411139632,0.702437139466203,77.3840081697993,11.9980127515111,6.44973544973545,0.155045118949959,-1.78058616862993,-3.26065735888316,-1.48007119025323,100,96.7997019127267
"HER49L","HER49L_1A","HER49L_1A_19",7.3,1034.22,7,1,30699,73465,1.4,0.0626148506091336,0.0204178860681957,0.567617232695842,0.0449193493500306,0.0245014632818349,2.11393180426053,0.06397604301368,0.390662220104812,0.236847478391071,2.53454025726536,0,0.898386987000612,78.2917035322943,11.9866603144354,6.53156938451056,0.153102560981971,-0.78845736036427,-3.32503602069659,-2.53657866033232,100,97.2367794187709
"HER49L","HER49L_1A","HER49L_1A_20",7.4,1037.79,7,1,30257,74021,1.33,0.0716013023331217,0.0324232312451872,0.622796233501304,0.0553896867105281,0,2.86270112535632,0,0.30261682495508,0.245876170276003,2.36824684886721,0.0526877507734292,0.776806581915943,77.6495859283176,11.8344794044933,6.56130136986301,0.152408789602798,-0.535518236356362,-2.9553442126487,-2.41982597629234,100,96.8752110887451
"HER49L","HER49L_1A","HER49L_1A_21",7.5,1041.36,7.01,1,30440,74655,1.4,0.0401848503114326,0.0200924251557163,0.555890429308151,0.127252025986203,0.0562587904360056,4.62125778581475,0.144665461121157,0.32013930748108,0.121894045944679,2.365548188333,0.0147344451141919,1.11445984863706,76.2748643761302,11.557162949568,6.59979137691238,0.151519940993625,-1.84582669049833,-3.32022831912849,-1.47440162863016,100,97.3344049293416
"HER49L","HER49L_1A","HER49L_1A_22",7.6,1044.93,7.01,1,30781,75534,1.45,0.0529562845870734,0.0820822411099637,0.639447136388911,0.149601503958482,0.0489845632430429,5.17912463261578,0.142981968385098,0.246246723329891,0.195938252972171,2.40818704159716,0,1.13061667593402,75.5924484338179,11.8820663542246,6.36189415041783,0.157185890924376,-0.600253433667249,-2.05288226860748,-1.45262883494023,100,97.7506818121641
"HER49L","HER49L_1A","HER49L_1A_23",7.7,1048.51,7.01,1,31009,75585,1.58,0.0463054838923067,0.058212608321757,0.583449097043064,0.0264602765098895,0.0595356221472514,3.94522722762453,0.112456175167031,0.267248792749884,0.160084672884832,2.09168485810677,0.0608586359727459,1.16557518026063,76.7956605146524,12.088377323543,6.35285104520083,0.157409640629845,0.78845736036427,-2.30485524152859,-3.09331260189286,100,97.4611364688761
"HER49L","HER49L_1A","HER49L_1A_24",7.8,1052.08,7.01,1,31061,76887,1.36,0.0585274493737563,0.0481225694850885,0.634697673208735,0.071533549234591,0.0702329392485075,5.74089247857245,0.150870758385683,0.267925657133195,0.102748188900594,2.24225161600791,0,1.04569042881111,75.5771456813245,11.6950849948626,6.46229982206406,0.154743671376207,-0.396415272588246,-2.57939749320892,-2.18298222062068,100,97.7057239845488
"HER49L","HER49L_1A","HER49L_1A_25",7.9,1055.65,7.02,1,31077,77502,1.64,0.0619338855771464,0.0399989677685737,0.495471084617171,0.0425795463342881,0.059353307011432,5.97661995819463,0.223220045934298,0.246445253025728,0.162576449640009,2.29284405563727,0.0696756212742897,0.590952491548605,75.4586978400557,11.4371242032464,6.59769855595668,0.151568003830238,-0.0625203569813339,-2.51665534810258,-2.45413499112125,100,97.1574927098656
"HER49L","HER49L_1A","HER49L_1A_26",8,1059.22,7.03,1,31113,76769,1.24,0.0494991467910224,0.0117234821347158,0.481965376649429,0.234469642694317,0.0130260912607954,5.80051843843218,0.0416834920345452,0.19669397803801,0.174549622894658,2.35772251820396,0,0.694290664200393,75.6021310685303,11.4733811825086,6.58935059037239,0.15176002343252,-2.99573227355399,-3.71627842830205,-0.72054615474806,100,97.1316547043729
"HER49L","HER49L_1A","HER49L_1A_27",8.1,1062.8,7.06,1,31354,77348,1.32,0.0736929203082174,0.0659357708020893,0.563686197445312,0.0271500232714485,0.0801572115633242,4.64136112116668,0.153850131871542,0.234007343434866,0.156435848373584,2.3788591818793,0,0.698143455551533,76.3419868645602,11.5348813156126,6.61835911230666,0.151094853426815,0.887303195000903,-2.14581661062471,-3.03311980562561,100,96.9501473858406
"HER49L","HER49L_1A","HER49L_1A_28",8.2,1066.37,7.05,1,31157,76415,1.34,0.0916050513642609,0.113851992409867,0.680494667277367,0.0706667539095727,0.0641235359549827,4.87077144539685,0.155728587319244,0.273506510501865,0.200222469410456,2.30844729437938,0,0.416148661911928,76.280834914611,11.8484590721717,6.43803843605036,0.155326814204838,0.476924072090309,-1.78792069292089,-2.2648447650112,100,97.3748609566185
"HER49L","HER49L_1A","HER49L_1A_29",8.3,1069.94,7.06,1,31114,75869,1.52,0.0738114381367884,0.0896281748803859,0.597081812070806,0.0685391925555892,0.0619488855790903,5.1048517839961,0.0369057190683942,0.205617577666768,0.0210889823247967,2.46082062502471,0,0.438914444634831,76.4304261292491,11.7478812163071,6.50589027263548,0.153706865331885,0.268263986594679,-1.89638442030693,-2.16464840690161,100,97.3375159814944
"HER49L","HER49L_1A","HER49L_1A_30",8.4,1073.51,7.08,1,31243,76634,1.58,0.070464806743743,0.0587206722864525,0.565023357778532,0.104392306287027,0.0482814416577498,4.60370070725788,0,0.301432784403789,0.170942401545006,2.69854111751964,0,0.814259989038808,76.0745883028421,11.603204843803,6.55634278002699,0.152524057016415,-0.575364144903562,-2.26407523823217,-1.68871109332861,100,97.1135527311637
"HER49L","HER49L_1A","HER49L_1A_31",8.5,1077.08,7.08,1,31134,75721,1.36,0.0594286921725809,0.0647112425879214,0.570515444856777,0.0633906049840863,0.106971645910646,4.35414217984443,0.0528255041534053,0.265448158370861,0.136025673195019,2.45242403032184,0.0871620818531187,0.509766115080361,77.0790137478375,11.4750201397235,6.7171135918978,0.148873468688426,0.0206192872027356,-2.17660529013348,-2.19722457733622,100,97.2768452608919
"HER49L","HER49L_1A","HER49L_1A_32",8.6,1080.66,7.08,1,31377,75939,1.35,0.0750602457235413,0.027653774740252,0.476698402665297,0.0460896245670867,0.0513570102318967,3.59894125548137,0.100080327631388,0.279171440234925,0.129050948787843,2.5520483546004,0,0.437193010179223,77.7294934091837,11.8279145103307,6.57169895346248,0.152167652091416,-0.510825623765991,-2.84712177410235,-2.33629615033636,100,97.3307523143576
