"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered"
"HER49L","HER49L_1A","HER49L_1A_33",8.7,1084.23,7.07,1,31439,74803,1.35,0.0828843762950684,0.037431653810676,0.457200914401829,0,0.0080210686737163,3.88888146197345,0.0494632568212505,0.258011042337874,0.028073740358007,2.51326818443111,0,0.554790583265377,78.1893774313864,11.6238653529939,6.72662449683726,0.148662973601423,NA,-2.5026062268874,NA,100,97.6912690667487
"HER49L","HER49L_1A","HER49L_1A_34",8.8,1087.8,7.07,1,31457,76566,1.29,0.05616069795993,0.0156727529190502,0.471488650314761,0.0457121960138965,0,4.76190476190476,0,0.19982759971789,0.262518611394091,2.54943447483217,0.176318470339315,0.41794007784134,76.8252226836977,11.5442885876237,6.65482520647132,0.15026690693958,-1.07044141170141,-3.40397130854488,-2.33352989684347,100,97.3264895645587
"HER49L","HER49L_1A","HER49L_1A_35",8.9,1091.37,7.08,1,31493,77067,1.32,0.0376295950277032,0.00648786121167296,0.472316296209791,0.0493077452087145,0.0583907509050566,5.07091232304359,0.0441174562393761,0.303631904706295,0.0947227736904252,2.3408203251716,0,0.47750658517913,76.936950964745,11.5159536507195,6.6809014084507,0.149680400721839,-2.02814824729229,-4.28771595520264,-2.25956770791035,100,97.4087482320578
"HER49L","HER49L_1A","HER49L_1A_36",9,1094.95,7.08,1,31492,75735,1.52,0.0818643955898858,0.0448933782267116,0.491186373539315,0.0752624282036047,0.0330098369314056,4.87357232455272,0.083184789067142,0.182214299861359,0.150524856407209,2.5787284610814,0,0.373671354063511,76.9683765762197,11.7250940780353,6.56441441441441,0.152336512729019,-0.516690743218389,-2.39253332965699,-1.8758425864386,100,97.6615831517792
"HER49L","HER49L_1A","HER49L_1A_37",9.1,1098.52,7.09,1,31266,76329,1.48,0.0668160201234131,0.0131011804163555,0.484743675405154,0.0471642494988798,0.0340630690825243,4.7871713241363,0.113980269622293,0.252852782035661,0.212239122744959,2.48922427910755,0,0.762488700231891,76.658936970221,11.8225052077192,6.48415336879433,0.154222138670039,-1.28093384546206,-3.61091791264422,-2.32998406718216,100,97.7452868503452
"HER49L","HER49L_1A","HER49L_1A_38",9.2,1102.09,7.1,1,31071,75123,1.44,0.0865247660503441,0.0545771601240632,0.511161694820494,0.0319476059262809,0.071882113334132,4.3635105094312,0.0878559162972725,0.316813758768952,0.149088827655978,2.29090957496373,0,0.536453549512133,77.4529771175273,11.7926600375384,6.56789705384355,0.152255736014437,0.535518236356362,-2.23707048588342,-2.77258872223978,100,97.7463626319503
"HER49L","HER49L_1A","HER49L_1A_39",9.3,1105.66,7.12,1,30887,74390,1.34,0.0820002688533405,0.0416722677779271,0.501411480037639,0.0537706681005512,0,4.46699825245329,0.0578034682080925,0.345476542546041,0.116951203118699,2.23551552628041,0.201640005377067,0.62239548326388,77.2536631267644,11.7045301787875,6.60032158033766,0.151507769406115,-0.25489224962879,-2.48759121515867,-2.23269896552988,100,97.6838284715688
"HER49L","HER49L_1A","HER49L_1A_40",9.4,1109.23,7.13,1,30926,74093,1.38,0.0971751717436195,0.0161958619572699,0.533113789426801,0.0809793097863496,0.0107972413048466,4.13129445426693,0.156559998920276,0.2780289635998,0.121468964679524,2.23637860526635,0,0.769303442970321,76.8277705046361,11.5692440581431,6.64069062062529,0.150586747241937,-1.6094379124341,-3.49397911511312,-1.88454120267902,100,96.8283103667013
"HER49L","HER49L_1A","HER49L_1A_41",9.5,1112.81,7.14,1,31038,74737,1.49,0.073591393820999,0.0628871910833991,0.484365173876393,0.0200703801329997,0.0414787856081994,4.37400484365174,0.0816195458741989,0.264929017755596,0.0816195458741989,2.50478344059837,0.125774382166798,0.491055300587393,76.4721623827555,12.0622984599328,6.33976705490849,0.157734502125873,1.14209740060785,-2.04149661011571,-3.18359401072356,100,97.1406398437186
"HER49L","HER49L_1A","HER49L_1A_42",9.6,1116.38,7.12,1,31141,74650,1.28,0.0535833891493637,0.0308104487608841,0.526456798392498,0.0214333556597455,0,3.97588747488279,0.0790354989953115,0.302746148693905,0.087073007367716,2.80509042196919,0,0.770261219022103,77.0261219022103,11.6651038178165,6.60312356453836,0.15144347826087,0.362905493689368,-2.83831539594011,-3.20122088962948,100,97.3436034829203
"HER49L","HER49L_1A","HER49L_1A_43",9.7,1119.95,7.11,1,31091,74515,1.27,0.0281822451855331,0.0147621284305173,0.559618868684158,0.0187881634570221,0,3.58317117358921,0.174461517815205,0.252298194994296,0.0107360934040126,2.49882573978394,0,0.833389250486479,77.7574984902369,11.5305643159095,6.74359869646182,0.14828877651404,-0.241162056816888,-3.63519094900043,-3.39402889218354,100,97.2622961819768
"HER49L","HER49L_1A","HER49L_1A_44",9.8,1123.52,7.12,1,30909,73524,1.62,0.0720853054784832,0.0516838039279691,0.531799140416735,0.110168108372776,0.0489636037212339,3.81100048963604,0,0.281540721397095,0.146890811163702,2.04015015505141,0,0.461073935041619,78.4179315597628,11.6696588868941,6.71981351981352,0.148813653392535,-0.756862994946053,-2.33112140025898,-1.57425840531293,100,97.6429465208639
"HER49L","HER49L_1A","HER49L_1A_45",9.9,1127.1,7.12,1,30666,75494,1.44,0.060931994595597,0.0463613002357803,0.580178557236337,0.234455718335232,0.0596073860174319,4.66924523803216,0.0158953029379818,0.30068614724349,0.201340503881103,2.36840013775929,0,0.631838291784778,76.6259570296977,11.4644872440194,6.68376660889659,0.149616235652054,-1.62080167108442,-2.52687084888703,-0.906069177802617,100,97.2593848517763
"HER49L","HER49L_1A","HER49L_1A_46",10,1130.67,7.12,1,31206,75858,1.41,0.0487753434047826,0.054048353502597,0.495662949194548,0.0843681615650294,0.0448205858314219,3.90202747238261,0.0817316565161222,0.220148171583749,0.105460201956287,2.47435998839938,0,0.543120040074877,77.7083498114899,11.6203960030583,6.68723766307431,0.149538576372396,-0.445311016655364,-2.21601707668559,-1.77070606003022,100,97.3832687389596
"HER49L","HER49L_1A","HER49L_1A_47",10.1,1134.76,7.12,1,31378,75207,1.51,0.0678128365710639,0.0438788942518649,0.682117356097172,0.038560240403154,0.00664831731088861,2.56226149161647,0.0811094711928411,0.353690480939274,0.271251346284255,2.48514101081016,0,0.616963846450463,78.5418910473759,11.3553259669978,6.91674473067916,0.144576681508067,0.129211731480006,-2.74376828370429,-2.8729800151843,100,97.1066523063013
"HER49L","HER49L_1A","HER49L_1A_48",10.2,1138.86,7.12,1,31390,74486,1.42,0.0617565717047499,0.042961093359826,0.495395107805494,0.00939773917246194,0.0496737641972988,3.16569556695218,0.0402760250248369,0.314152995193728,0.204065193459174,2.60854388744194,0,0.574604623687673,78.2898799774454,11.849206562307,6.60718332200317,0.151350424419103,1.51982575374441,-2.4450607412408,-3.96488649498521,100,97.7056091077518
"HER49L","HER49L_1A","HER49L_1A_49",10.3,1142.95,7.12,1,31421,76052,1.59,0.0749487192973229,0.0710040498606217,0.506232577709988,0.0144637879345711,0.0473360332404145,3.43317729974228,0.024982906432441,0.248514174512176,0.110450744227634,2.38126544995529,0,0.673223583863672,78.0794719402514,11.4434860358702,6.82304952315294,0.146562031626278,1.5910887737659,-1.96425928772351,-3.55534806148941,100,97.108557302898
"HER49L","HER49L_1A","HER49L_1A_50",10.4,1147.05,7.13,1,31528,76588,1.24,0.0404763148273881,0.0195853136261555,0.523580717605891,0.181490572935708,0.0613673160286207,3.56974983026061,0.0692014414790829,0.240246513814175,0.134485820232935,2.76675197158824,0.182796260510785,0.755993105969604,77.7406382200867,11.2941975244164,6.88323699421965,0.145280483708431,-2.22642373202848,-3.28591122620436,-1.05948749417588,100,97.5805609233823
"HER49L","HER49L_1A","HER49L_1A_51",10.5,1151.15,7.14,1,31530,75204,1.24,0.0691452582309452,0.0146268815488538,0.462741343545556,0.0518589436732089,0.0385617786287963,3.11552576990586,0.0452103611510026,0.178182011595128,0.0851018562842402,2.6075740652093,0.222062656241689,0.54119461730759,78.1992979096857,12.0525503962555,6.48819505736981,0.154126069139077,-1.26566637333128,-3.4543072069761,-2.18864083364483,100,97.6836338492633
"HER49L","HER49L_1A","HER49L_1A_52",10.6,1155.24,7.15,1,31628,76236,1.42,0.0590272312293405,0.0157405949944908,0.502387323574164,0.0341046224880634,0.0065585812477045,3.60066110498977,0,0.329240778634766,0.114119313710058,2.75066897528727,0.0419749199853088,0.611259772286059,77.3217377616874,11.5732724696994,6.68106086365182,0.14967682833732,-0.773189888233482,-3.46312833939265,-2.68993845115916,100,96.9607534498137
"HER49L","HER49L_1A","HER49L_1A_53",10.7,1159.34,7.15,1,31524,74615,1.6,0.0830932118206795,0.0308249011592843,0.471755009046438,0.0308249011592843,0.0147423440327012,2.76083897339677,0,0.183609193861824,0.0482476713797494,2.41238356898747,0,0.727735709977887,79.0980365878175,11.7014005226831,6.75970679189096,0.147935410630475,0,-2.72813695966895,-2.72813695966895,100,97.5634925953227
"HER49L","HER49L_1A","HER49L_1A_54",10.8,1163.43,7.14,1,31366,74015,1.54,0.0905221914476795,0.0364790920759306,0.501249746672972,0.0580963318246301,0.014861852327231,2.52651489562926,0.0202661622644059,0.294534891576032,0.0999797338377356,2.48868472606904,0.325609673714788,0.70391136931703,78.8596906032561,11.7638316557455,6.70357183875043,0.14917420504386,-0.465363249689233,-2.62036519660311,-2.15500194691387,100,97.7842329257583
"HER49L","HER49L_1A","HER49L_1A_55",10.9,1167.53,7.14,1,31217,73040,1.68,0.0917305585980285,0.0109529025191676,0.53395399780942,0.0657174151150055,0,2.37267250821468,0,0.251916757940854,0.10815991237678,2.38636363636364,0,0.63526834611172,79.0717415115005,12.012595837897,6.58240255299749,0.151920213318558,-1.79175946922805,-3.88670519744386,-2.0949457282158,100,97.5410733844469
"HER49L","HER49L_1A","HER49L_1A_56",11,1171.62,7.15,1,31271,73589,1.53,0.0665860386742584,0.00815339249072552,0.547636195627064,0.0285368737175393,0,2.78302463683431,0,0.213347103507318,0.125018684857791,2.48270801342592,0.0421258612020818,0.66450148799413,79.2387449211159,11.5492804631127,6.86092481468408,0.145752945413387,-1.25276296849537,-4.20717709271863,-2.95441412422326,100,97.7496636725597
"HER49L","HER49L_1A","HER49L_1A_57",11.1,1175.72,7.15,1,31356,74787,1.75,0.0494738390361961,0.0187198309866688,0.538863706259109,0.0320911388342894,0.0802278470857234,3.27195903031276,0.0441253158971479,0.282134595584794,0.0895877625790579,2.43625228983647,0,0.795592816933424,78.4695201037614,11.1677163143327,7.02646072796935,0.142319161625628,-0.538996500732687,-3.35987923233142,-2.82088273159874,100,97.2762645914397
"HER49L","HER49L_1A","HER49L_1A_58",11.2,1179.81,7.15,1,31298,74968,1.48,0.0506882936719667,0.0160068295806211,0.414843666631096,0.0320136591612421,0,2.5104044392274,0.0346814640913456,0.31880268914737,0.0840358552982606,2.49439760964678,0.0386831714865009,0.572244157507203,78.9243410521823,11.6289616903212,6.78687772424868,0.147343158464035,-0.693147180559945,-3.25488626239123,-2.56173908183129,100,97.1201045779533
"HER49L","HER49L_1A","HER49L_1A_59",11.3,1183.91,7.14,1,31427,74753,1.33,0.0628737308201677,0.0160528674434471,0.456168983184621,0.0160528674434471,0,2.28084491592311,0.123071983733094,0.239455272698086,0.121734244779474,2.45876419675465,0,0.572552272149613,79.4121975037791,11.5500381255602,6.87549223998147,0.145444131866651,0,-3.34697582749552,-3.34697582749552,100,97.309806964269
"HER49L","HER49L_1A","HER49L_1A_60",11.4,1188.01,7.14,1,31488,75210,1.4,0.0837654567211807,0.0119664938173115,0.555777157292913,0.0717989629038692,0.0452067544209547,3.12458449674245,0.103709613083367,0.33905065815716,0.168860523866507,2.57412578114612,0,0.405531179364446,78.5188139875017,11.5888844568541,6.77535566773749,0.147593727774579,-1.79175946922805,-3.83825685518854,-2.04649738596048,100,97.5920755218721
"HER49L","HER49L_1A","HER49L_1A_61",11.5,1192.1,7.15,1,31686,76308,1.35,0.0694553650993343,0.0353829218430571,0.532054306232636,0,0.0144152644545788,2.87125858363474,0.0275200503223777,0.24374901714106,0.157257430413587,2.41914347119568,0.352518739843791,0.560884835141794,78.6287152067935,11.5898726214814,6.7842605156038,0.1474,NA,-2.7105162935974,NA,100,97.5022278135975
"HER49L","HER49L_1A","HER49L_1A_62",11.6,1196.2,7.15,1,31530,74390,1.28,0.048393601290496,0,0.426132544696868,0.100820002688533,0,2.6629923376798,0,0.180131738136846,0.116951203118699,2.69659900524264,0,0.647936550611641,79.1934399784917,11.5445624411883,6.85980437820214,0.145776751765345,NA,NA,-1.44141366034097,100,97.6179594031456
"HER49L","HER49L_1A","HER49L_1A_63",11.7,1200.29,7.15,1,31648,75410,1.43,0.0808911284975467,0.0212173451796844,0.493303275427662,0.0397825222119082,0.0596737833178623,3.60429651239889,0.0225434292534147,0.24267338549264,0.0994563055297706,2.36175573531362,0,0.595411749104893,78.1978517438006,11.5051054236839,6.79679575841402,0.147128152079906,-0.628608659422374,-3.14630513203337,-2.51769647261099,100,97.3239623392123
"HER49L","HER49L_1A","HER49L_1A_64",11.8,1204.39,7.15,1,31524,75099,1.5,0.0639156313665961,0.021305210455532,0.439419965645348,0,0,3.42214942941983,0,0.323572883793393,0.130494414040134,2.50735695548543,0.162452229723432,0.434093663031465,78.8545786228845,11.2571405744417,7.00484977525432,0.142758236376839,NA,-3.02650393222074,NA,100,97.6164795802874
"HER49L","HER49L_1A","HER49L_1A_65",11.9,1208.48,7.15,1,31306,75233,1.4,0.0478513418313772,0.00797522363856286,0.487817845892095,0.0438637300120958,0.0332300984940119,2.88304334534048,0,0.338947004638922,0.163492084590539,2.50156181462922,0,0.749671022024909,78.7221033323143,11.5467946246993,6.81765857027743,0.146677923174335,-1.70474809223843,-4.11360237882652,-2.40885428658809,100,97.5263514681057
"HER49L","HER49L_1A","HER49L_1A_66",12,1212.58,7.14,1,31645,75478,1.41,0.0596200217281857,0.017223561832587,0.496833514401547,0.0741938048172978,0.0543204642412359,2.9849757545245,0.0437213492673362,0.283526325551816,0.125864490315059,2.38480086912743,0.0781684729325101,0.4173401520973,78.4864463817271,11.8233127533851,6.63827879874496,0.150641458474004,-1.46040233327361,-3.36197666850887,-1.90157433523526,100,97.330347915949
"HER49L","HER49L_1A","HER49L_1A_67",12.1,1216.67,7.13,1,31925,76425,1.62,0.0601897284919856,0.0157016683022571,0.519463526333006,0.0758913967942427,0.0130847235852143,3.66764802093556,0.160942100098135,0.289172391233235,0.141315014720314,2.564605822702,0,0.473666993784756,78.0307491004253,11.6925089957475,6.67356759176365,0.149844889745955,-1.57553636075842,-3.49902963089919,-1.92349327014077,100,97.7049394831534
"HER49L","HER49L_1A","HER49L_1A_68",12.2,1220.77,7.13,1,31944,75563,1.72,0.0701401479560102,0.0436721675952516,0.533329804269285,0.0939613302806929,0.0780805420642378,3.76904040337202,0,0.226301232084486,0.00529359607215171,2.62959384884136,0.0224977833066448,0.666993105091116,77.9190873840372,11.5559202255072,6.7427851580394,0.148306668025408,-0.766172315574835,-2.5024290004802,-1.73625668490537,100,97.6139115704776
"HER49L","HER49L_1A","HER49L_1A_69",12.3,1224.86,7.14,1,32008,75811,1.42,0.064634419807152,0.030338605215602,0.445845589690151,0.0395720937594808,0.081782327102927,3.31877959662846,0.0699106989750828,0.26909023756447,0.179393491709646,2.79906609858728,0,0.447164659482133,78.8619065834773,11.3044281172917,6.97619603267211,0.143344595724752,-0.265703165733006,-2.68755167955387,-2.42184851382086,100,97.9119125192914
