"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered","cps_sum_filtered_pc"
"HER49L","HER49L_1A","HER49L_1A_5",5.9,984.21,6.86,1,27428,65651,1.59,0.149274192319995,0.918493244581194,0.105101217041629,0.132518925835098,3.60542870634111,2.99919270079664,0,2.45845455514768,73.2921052230735,13.0462597675588,5.61786339754816,0.178003616185548,0.350860974073313,-1.81694971805661,-2.16781069212993,100,97.0602123349225,96.7068285326956
"HER49L","HER49L_1A","HER49L_1A_6",6,987.78,6.91,1,27568,67333,1.38,0.1618819895148,0.868816182258328,0.105446066564686,0.0430695201461393,3.52278971678078,2.7534789776187,0,1.99010886192506,74.6142307635186,13.0708567864197,5.70844222247472,0.175179140127389,0.428668005187828,-1.68026396500271,-2.10893197019054,100,97.558403754474,97.1306788647469
"HER49L","HER49L_1A","HER49L_1A_7",6.1,991.35,6.94,1,27935,70025,1.34,0.138521956444127,1.11388789717958,0.182791860049982,0.125669403784363,4.91681542306319,2.68332738307747,0.0728311317386648,2.09353802213495,72.4741163870046,12.3627275972867,5.86230795887721,0.170581280788177,-0.277319285416234,-2.08458294118025,-1.80726365576402,100,96.6797572295609,96.1642270617637
"HER49L","HER49L_1A","HER49L_1A_8",6.2,994.92,6.96,1,28314,67974,1.4,0.0970959484508783,0.957719127901845,0.105922852855504,0.0529614264277518,3.62344425809868,2.54067731779798,0,1.09159384470533,75.5744843616677,12.6151175449437,5.99078717201166,0.166922972104884,-0.0870113769896298,-2.28885490018214,-2.20184352319251,100,97.0429870244505,96.6590166828493
"HER49L","HER49L_1A","HER49L_1A_9",6.3,998.49,6.96,1,29022,70311,1.31,0.11804696277965,0.92730867147388,0.0995576794527172,0.0199115358905434,2.1518681287423,2.92699577590989,0.192004096087383,1.85177283782054,76.2170926313095,12.0877245381235,6.3053300388281,0.15859598051839,0.170345365747239,-2.06120395413006,-2.23154931987729,100,97.1256275689437,96.5922828575899
"HER49L","HER49L_1A","HER49L_1A_10",6.4,1002.07,6.96,1,28846,69956,1.58,0.0443135685287895,0.814797872948711,0.110069186345703,0.0471725084338727,4.18691749099434,3.03047629938819,0.188690033735491,1.0721024644062,75.205843673166,12.1319114872205,6.19901025097207,0.161316074585163,-0.909818217368538,-2.91164915634345,-2.00183093897491,100,97.2554176911201,96.8322945851678
"HER49L","HER49L_1A","HER49L_1A_11",6.5,1005.64,6.97,1,28740,69432,1.5,0.0158428390367554,0.688443369051734,0.076333678995276,0.113780389445789,4.46047931789377,2.68752160387141,0.0158428390367554,1.26310634865768,75.2880516188501,12.4899181933402,6.02790590405904,0.165895091249952,-1.57239664075375,-3.77171545969309,-2.19931881893933,100,97.5947689826017,97.0993201981795
"HER49L","HER49L_1A","HER49L_1A_12",6.6,1009.21,6.99,1,28448,70020,1.32,0.0542702085118538,0.848329048843188,0.104255926878035,0.0871179662953442,4.47586403884604,2.7592116538132,0,1.51528134818623,74.7572122250785,12.1451013996001,6.15533866415804,0.16246059795587,-0.652873281422005,-2.74929315963626,-2.09641987821425,100,97.1279634390174,96.7466438160526
"HER49L","HER49L_1A","HER49L_1A_13",6.7,1012.78,7,1,28208,70723,1.41,0.10180563607313,1.01381445922826,0.117359274917636,0.0805961285578949,5.23450645476012,2.26658936979483,0,1.35882244814275,74.0452186700225,12.0781075463428,6.13053149145399,0.163117994156625,-0.142174488780543,-2.29840972158357,-2.15623523280302,100,96.8256437085531,96.2968199878399
"HER49L","HER49L_1A","HER49L_1A_14",6.8,1016.36,7,1,28308,73247,1.35,0.11194997747348,0.965227244801835,0.114680464728931,0.218438980436059,8.61059156006389,2.1529892009229,0.0655316941308176,1.45944543803842,71.013147296135,11.6605458244024,6.09003629551575,0.164202633855619,-0.0240975515790605,-2.15431141863232,-2.13021386705326,100,96.9295670812456,96.3725476811337
