"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER49L","HER49L_1A","HER49L_1A_5",5.9,984.21,6.86,1,27428,65651,1.59,-1.63529754212842,0.173156805671808,-1.98192215021365,-1.7530805777848,1.53938360374089,1.35537142946903,-6.23041739226301,1.15667284339375,4.55099421420209,2.82513876591231,5.61786339754816,0.178003616185548,0.350860974073313,-1.81694971805661,-2.16781069212993
"HER49L","HER49L_1A","HER49L_1A_6",6,987.78,6.91,1,27568,67333,1.38,-1.41529020656561,0.257549217218988,-1.83910445334197,-2.71457319069587,1.65613968407774,1.40986940268351,-6.11577057235802,1.08540031092365,4.70881613304456,2.96696367501301,5.70844222247472,0.175179140127389,0.428668005187828,-1.68026396500271,-2.10893197019054
"HER49L","HER49L_1A","HER49L_1A_7",6.1,991.35,6.94,1,27935,70025,1.34,-2.15708766631397,-0.081479995144856,-1.88224274062287,-2.2534187752524,1.40233372056308,0.796971910839453,-2.79081142640311,0.54891963315844,4.09263145615886,2.32418388301738,5.86230795887721,0.170581280788177,-0.277319285416234,-2.08458294118025,-1.80726365576402
"HER49L","HER49L_1A","HER49L_1A_8",6.2,994.92,6.96,1,28314,67974,1.4,-1.83177170991793,0.44358023261776,-1.7460048881605,-2.42554641666467,1.77307699534452,1.41825562005511,-6.03646432930889,0.574231715408866,4.81038422662405,3.02025855400169,5.99078717201166,0.166922972104884,-0.0870113769896298,-2.28885490018214,-2.20184352319251
"HER49L","HER49L_1A","HER49L_1A_9",6.3,998.49,6.96,1,29022,70311,1.31,-2.05494608266835,-0.00418575223523428,-2.22308300447035,-3.77771268040946,0.836747552485729,1.14421282551612,-1.57310799577561,0.68666169561318,4.40335488097723,2.56205856096674,6.3053300388281,0.15859598051839,0.170345365747239,-2.06120395413006,-2.23154931987729
"HER49L","HER49L_1A","HER49L_1A_10",6.4,1002.07,6.96,1,28846,69956,1.58,-3.01100990622084,-0.129356599364556,-2.12003698233097,-2.9503852844044,1.50601189299055,1.18289714554412,-1.58639668079881,0.144659842743569,4.3939537005681,2.56966287127325,6.19901025097207,0.161316074585163,-0.909818217368538,-2.91164915634345,-2.00183093897491
"HER49L","HER49L_1A","HER49L_1A_11",6.5,1005.64,6.97,1,28740,69432,1.5,-3.694394839348,-0.00760089172508603,-2.19031744257173,-1.79727485446212,1.85921053184081,1.35278665440572,-3.694394839348,0.598345104499115,4.68497203516083,2.88866854154845,6.02790590405904,0.165895091249952,-1.57239664075375,-3.77171545969309,-2.19931881893933
"HER49L","HER49L_1A","HER49L_1A_12",6.6,1009.21,6.99,1,28448,70020,1.32,-2.43468685121276,0.290312908203219,-1.79418340413824,-1.97111411229732,1.95213595572461,1.46857998186592,-6.09824849734241,0.869660704459474,4.76738230724996,2.95016100748755,6.15533866415804,0.16246059795587,-0.652873281422005,-2.74929315963626,-2.09641987821425
"HER49L","HER49L_1A","HER49L_1A_13",6.7,1012.78,7,1,28208,70723,1.41,-1.88386817380008,0.402141954099754,-1.74351081610516,-2.11388460440205,2.04257096596514,1.20592817347799,-6.17432761494847,0.694686835717236,4.69172338179249,2.87853989820315,6.13053149145399,0.163117994156625,-0.142174488780543,-2.29840972158357,-2.15623523280302
"HER49L","HER49L_1A","HER49L_1A_14",6.8,1016.36,7,1,28308,73247,1.35,-2.32097130139995,-0.177367815502832,-2.29716065270624,-1.65840754421209,2.00976203888638,0.624101592209268,-2.84799161108593,0.2356020182594,4.11949473334713,2.31293854220486,6.09003629551575,0.164202633855619,-0.0240975515790605,-2.15431141863232,-2.13021386705326
"HER49L","HER49L_1A","HER49L_1A_15",6.9,1019.93,6.99,1,28791,71947,1.39,-1.99183452707102,0.156599886095772,-1.40838626376749,-1.47582754456303,2.07374528985723,1.04959097414187,-6.3356399489247,0.637903070595441,4.53680668405267,2.75704237958325,5.92901338733266,0.168662125495702,-0.589247585541794,-2.15999019421618,-1.57074260867438
"HER49L","HER49L_1A","HER49L_1A_16",7,1023.5,6.99,1,28920,71844,1.25,-2.07239216528655,0.256319232299721,-1.04487579830217,-1.7810403639458,1.84021890249316,1.15234877903405,-6.29189987046265,0.57085804258875,4.59878412146336,2.77167912011813,6.21646977067408,0.1608630037449,-1.03705439566868,-2.34209279136956,-1.30503839570088
"HER49L","HER49L_1A","HER49L_1A_17",7.1,1027.07,7,1,29360,70930,1.4,-1.81696606132695,0.737810268421537,-2.19645568303185,-5.45455222105334,1.83846545871945,2.03318154038311,-5.45455222105334,1.24863589218753,5.4641297786714,3.60030324808245,6.44900105152471,0.155062775150823,0.392042087776024,-2.57939749320892,-2.97143958098495
"HER49L","HER49L_1A","HER49L_1A_18",7.2,1030.64,7.01,1,29704,72462,1.4,-3.56562685297024,-0.366953735419557,-1.83840590487975,-2.40638994248569,1.29273100568044,1.11534629643335,-1.45541365262365,-0.103804849491648,4.59622978417839,2.73228785157836,6.44973544973545,0.155045118949959,-1.78058616862993,-3.26065735888316,-1.48007119025323
"HER49L","HER49L_1A","HER49L_1A_19",7.3,1034.22,7,1,30699,73465,1.4,-2.89684225376115,0.366050456523828,-2.14307045138477,-2.72499199683449,1.67915655492666,1.86051239460066,-5.66943097600093,0.824322863850758,5.29042224527489,3.41387116280453,6.53156938451056,0.153102560981971,-0.78845736036427,-3.32503602069659,-2.53657866033232
"HER49L","HER49L_1A","HER49L_1A_20",7.4,1037.79,7,1,30257,74021,1.33,-2.61143876185021,0.30525030436333,-2.09264496843504,-5.83031458671841,1.82885678094765,1.63933958621372,-2.14143513260447,0.525793073977482,5.128842958158,3.24775074594795,6.56130136986301,0.152408789602798,-0.535518236356362,-2.9553442126487,-2.41982597629234
"HER49L","HER49L_1A","HER49L_1A_21",7.5,1041.36,7.01,1,30440,74655,1.4,-3.42490406648955,-0.166807528468063,-1.63314459726149,-2.43629267303576,1.94892653436868,1.27954568359037,-3.71258613894133,0.527540853437516,4.75233081902065,2.86539111377898,6.59979137691238,0.151519940993625,-1.84582669049833,-3.32022831912849,-1.47440162863016
"HER49L","HER49L_1A","HER49L_1A_22",7.6,1044.93,7.01,1,30781,75534,1.45,-1.98522613586501,0.0537240444600888,-1.39216241386205,-2.49077470253016,2.14369875995387,1.3782309178143,-6.12836086225654,0.622740606680217,4.82418102009935,2.97394876550593,6.36189415041783,0.157185890924376,-0.600253433667249,-2.05288226860748,-1.45262883494023
"HER49L","HER49L_1A","HER49L_1A_23",7.7,1048.51,7.01,1,31009,75585,1.58,-2.47931860272438,-0.194671210417,-3.24145865477128,-2.4573396960056,1.71470369202005,1.0804640558329,-2.43583349078464,0.496210963512093,4.68302721370934,2.83421572962852,6.35285104520083,0.157409640629845,0.78845736036427,-2.30485524152859,-3.09331260189286
"HER49L","HER49L_1A","HER49L_1A_24",7.8,1052.08,7.01,1,31061,76887,1.36,-2.40976544688108,0.145010882867409,-2.02199991587231,-2.04001842137499,2.3454115064306,1.405630722858,-6.04735160660746,0.643490670811101,4.92274143846169,3.05685016930705,6.46229982206406,0.154743671376207,-0.396415272588246,-2.57939749320892,-2.18298222062068
"HER49L","HER49L_1A","HER49L_1A_25",7.9,1055.65,7.02,1,31077,77502,1.64,-2.82650736434058,-0.338999932852519,-2.76588274252414,-2.44209566543024,2.14871661827635,1.19100114893355,-2.28491008190783,-0.163193057079758,4.68424812555718,2.797622951368,6.59769855595668,0.151568003830238,-0.0625203569813339,-2.51665534810258,-2.45413499112125
"HER49L","HER49L_1A","HER49L_1A_26",8,1059.22,7.03,1,31113,76769,1.24,-3.50253335864941,0.111083610963984,-0.606621420377626,-3.40722317884508,2.59643939617386,1.69651600623996,-5.80511845164345,0.475277387316743,5.16376925535467,3.27841075346634,6.58935059037239,0.15176002343252,-2.99573227355399,-3.71627842830205,-0.72054615474806
"HER49L","HER49L_1A","HER49L_1A_27",8.1,1062.8,7.06,1,31354,77348,1.32,-1.98331136754439,0.145378108969773,-2.8435126327675,-1.79142035973428,2.25163090810027,1.58350909510726,-5.93455508612582,0.358864192720665,5.05158473549969,3.16183240577433,6.61835911230666,0.151094853426815,0.887303195000903,-2.14581661062471,-3.03311980562561
"HER49L","HER49L_1A","HER49L_1A_28",8.2,1066.37,7.05,1,31157,76415,1.34,-1.54267324049463,0.235739986780527,-2.01267686974037,-2.10798704954469,2.20227501889988,1.45589591439456,-6.02001005497284,-0.254818952187996,4.9531929315209,3.09106231534467,6.43803843605036,0.155326814204838,0.476924072090309,-1.78792069292089,-2.2648447650112
"HER49L","HER49L_1A","HER49L_1A_29",8.3,1069.94,7.06,1,31114,75869,1.52,-1.75218087619357,0.131809817250514,-2.01599546723871,-2.11508636988294,2.27575546317611,1.54633623799795,-5.98628738079083,-0.175146387814134,4.98170399077995,3.10909097271567,6.50589027263548,0.153706865331885,0.268263986594679,-1.89638442030693,-2.16464840690161
"HER49L","HER49L_1A","HER49L_1A_30",8.4,1073.51,7.08,1,31243,76634,1.58,-2.19550265329928,0.0489004843120294,-1.62969489511594,-2.38655789006199,2.14462577388689,1.61067662795717,-6.02414404978838,0.413607599948026,4.94921332255021,3.06887567961126,6.55634278002699,0.152524057016415,-0.575364144903562,-2.26407523823217,-1.68871109332861
"HER49L","HER49L_1A","HER49L_1A_31",8.5,1077.08,7.08,1,31134,75721,1.36,-2.49969319851936,-0.340978475945018,-2.51989590583688,-2.00499695668325,1.68935529917204,1.11553971542628,-2.20702358455654,-0.453291510917726,4.56277260354855,2.65821201431193,6.7171135918978,0.148873468688426,0.0206192872027356,-2.17660529013348,-2.19722457733622
"HER49L","HER49L_1A","HER49L_1A_32",8.6,1080.66,7.08,1,31377,75939,1.35,-2.67278666769296,0.130573713213576,-2.18031018259516,-2.07494966693734,2.14969189623262,1.80609853419138,-5.76382912105128,0.044313368929169,5.22193806553207,3.33926006017793,6.57169895346248,0.152167652091416,-0.510825623765991,-2.84712177410235,-2.33629615033636
"HER49L","HER49L_1A","HER49L_1A_33",8.7,1084.23,7.07,1,31439,74803,1.35,-1.90713429862231,0.563300318557153,-5.27443012860879,-3.32851997955347,2.70147823155675,2.26512870069224,-5.27443012860879,0.756255131652476,5.70216385274248,3.79618830019226,6.72662449683726,0.148662973601423,NA,-2.5026062268874,NA
"HER49L","HER49L_1A","HER49L_1A_34",8.8,1087.8,7.07,1,31457,76566,1.29,-3.29228274331787,0.0344121110463618,-2.2737131623233,-5.85723210077941,2.34442809002927,1.71988983009727,-0.944577215043357,-0.0857909776493934,5.12505611308815,3.22981005485228,6.65482520647132,0.15026690693958,-1.07044141170141,-3.40397130854488,-2.33352989684347
"HER49L","HER49L_1A","HER49L_1A_35",8.9,1091.37,7.08,1,31493,77067,1.32,-3.902778423723,0.20535946063144,-2.03097624682141,-1.86589649646196,2.5764989728419,1.80377797781593,-5.69453789295105,0.216258751089475,5.29572550647723,3.39656839110143,6.6809014084507,0.149680400721839,-2.02814824729229,-4.28771595520264,-2.25956770791035
"HER49L","HER49L_1A","HER49L_1A_36",9,1094.95,7.08,1,31492,75735,1.52,-2.27474238199713,0.0914879761572712,-1.76964743294013,-2.57199390546506,2.3838331521362,1.74754338911618,-5.83009044348654,-0.181116205325338,5.14314685303259,3.26157899877196,6.56441441441441,0.152336512729019,-0.516690743218389,-2.39253332965699,-1.8758425864386
"HER49L","HER49L_1A","HER49L_1A_37",9.1,1098.52,7.09,1,31266,76329,1.48,-3.34488483911222,0.173421950696841,-2.13186219926637,-2.44694324590626,2.46107126027328,1.80735523057784,-5.74278011191059,0.625407074439898,5.23424120891711,3.36497367129049,6.48415336879433,0.154222138670039,-1.28093384546206,-3.61091791264422,-2.32998406718216
"HER49L","HER49L_1A","HER49L_1A_38",9.2,1102.09,7.1,1,31071,75123,1.44,-2.11490782181853,0.100665894185882,-2.6337016152337,-1.84524425486943,2.24271633674275,1.59866424488577,-5.8525774401019,0.148837437859248,5.1188226148527,3.23672460349722,6.56789705384355,0.152255736014437,0.535518236356362,-2.23707048588342,-2.77258872223978
"HER49L","HER49L_1A","HER49L_1A_39",9.3,1105.66,7.12,1,30887,74390,1.34,-2.51602886791752,-0.0575089733027143,-2.26819270401294,-5.98176477071725,2.12715938525809,1.43521485066391,-0.964484933902322,0.158119781509009,4.97725358078454,3.09023265163719,6.60032158033766,0.151507769406115,-0.25489224962879,-2.48759121515867,-2.23269896552988
"HER49L","HER49L_1A","HER49L_1A_40",9.4,1109.23,7.13,1,30926,74093,1.38,-3.09984114567898,0.316623708113969,-1.5539166389672,-3.46756592580429,2.36203307307712,1.74857683255473,-5.66479050314051,0.682598706515498,5.28469938779143,3.39158250553824,6.64069062062529,0.150586747241937,-1.6094379124341,-3.49397911511312,-1.88454120267902
"HER49L","HER49L_1A","HER49L_1A_41",9.5,1112.81,7.14,1,31038,74737,1.49,-2.34419808709826,-0.320996263741299,-3.44281037576637,-2.74966319520642,1.87714616588515,1.31989760443794,-1.66152220640561,-0.307316159837218,4.73810556001863,2.89135695771346,6.33976705490849,0.157734502125873,1.14209740060785,-2.04149661011571,-3.18359401072356
"HER49L","HER49L_1A","HER49L_1A_42",9.6,1116.38,7.12,1,31141,74650,1.28,-2.22381466186698,0.574482417083005,-2.56865514815871,-5.40186849221493,2.59411198254883,2.24544034014131,-5.40186849221493,0.954239168480963,5.55768912572363,3.67024376047781,6.60312356453836,0.15144347826087,0.362905493689368,-2.83831539594011,-3.20122088962948
"HER49L","HER49L_1A","HER49L_1A_43",9.7,1119.95,7.11,1,31091,74515,1.27,-2.82583644484939,0.724738337887368,-2.60269289353518,-5.31074309463739,2.57946511847257,2.2192002759642,-5.31074309463739,1.12219699810179,5.65645469455758,3.74796010267583,6.74359869646182,0.14828877651404,-0.241162056816888,-3.63519094900043,-3.39402889218354
"HER49L","HER49L_1A","HER49L_1A_44",9.8,1123.52,7.12,1,30909,73524,1.62,-2.21176948614502,0.095930707515795,-1.46861188501041,-2.26441321963044,2.06311441889012,1.43855569935879,-5.87533113227467,-0.0463855146644604,5.08693580842785,3.18197460353245,6.71981351981352,0.148813653392535,-0.756862994946053,-2.33112140025898,-1.57425840531293
"HER49L","HER49L_1A","HER49L_1A_45",9.9,1127.1,7.12,1,30666,75494,1.44,-2.47017955401833,0.0308009206007284,-0.871914942182358,-2.22505709598535,2.11422087048337,1.43571359103428,-6.05369849247444,0.115912240017013,4.91189295391327,3.01230950861182,6.68376660889659,0.149616235652054,-1.62080167108442,-2.52687084888703,-0.906069177802617
"HER49L","HER49L_1A","HER49L_1A_46",10,1130.67,7.12,1,31206,75858,1.41,-2.16463980087995,0.029935768284693,-1.72792214926768,-2.3469613576739,2.09097290893827,1.63565324060489,-5.90230941916332,0.121138173797715,5.0821185231299,3.18201411222938,6.68723766307431,0.149538576372396,-0.445311016655364,-2.21601707668559,-1.77070606003022
"HER49L","HER49L_1A","HER49L_1A_47",10.1,1134.76,7.12,1,31378,75207,1.51,-2.09770168216538,0.618161058673621,-2.22286482511939,-3.83230273755349,1.94017626838895,1.90963150306709,-5.62406220678154,0.517975198805812,5.36241625351974,3.4285711691646,6.91674473067916,0.144576681508067,0.129211731480006,-2.74376828370429,-2.8729800151843
"HER49L","HER49L_1A","HER49L_1A_48",10.2,1138.86,7.12,1,31390,74486,1.42,-2.16211178994472,0.254883654227071,-3.57917780973136,-2.02103319168481,2.10737372799648,1.91388363360919,-5.6586193514112,0.402837567516818,5.31501242581351,3.42695113360903,6.60718332200317,0.151350424419103,1.51982575374441,-2.4450607412408,-3.96488649498521
"HER49L","HER49L_1A","HER49L_1A_49",10.3,1142.95,7.12,1,31421,76052,1.59,-1.76592814851953,0.18257603571283,-3.288354683964,-2.16234342110778,2.09461015664432,1.72892515285092,-5.773261333752,0.467014511418769,5.21848509537275,3.29827663534372,6.82304952315294,0.146562031626278,1.5910887737659,-1.96425928772351,-3.55534806148941
"HER49L","HER49L_1A","HER49L_1A_50",10.4,1147.05,7.13,1,31528,76588,1.24,-3.68006937284597,-0.45620600646673,-1.51101567247645,-2.58145708417786,1.46122861977033,1.20651327258031,-1.50389820470758,-0.0896299915452859,4.54176233477462,2.61277210509462,6.88323699421965,0.145280483708431,-2.22642373202848,-3.28591122620436,-1.05948749417588
"HER49L","HER49L_1A","HER49L_1A_51",10.5,1151.15,7.14,1,31530,75204,1.24,-3.71517971651591,-0.345014444101483,-2.51120691218997,-2.79888898464175,1.55952778439299,1.3816332738214,-1.07612238690065,-0.188819191899748,4.78198082115009,2.91208975688504,6.48819505736981,0.154126069139077,-1.26566637333128,-3.4543072069761,-2.18864083364483
"HER49L","HER49L_1A","HER49L_1A_52",10.6,1155.24,7.15,1,31628,76236,1.42,-3.32328134043523,0.0624118546909593,-2.59239383189244,-4.09647122866871,2.02966988843115,1.76050909105947,-2.39172313643029,0.25809855977213,5.09618028043639,3.19699986303657,6.68106086365182,0.14967682833732,-0.773189888233482,-3.46312833939265,-2.68993845115916
"HER49L","HER49L_1A","HER49L_1A_53",10.7,1159.34,7.15,1,31524,74615,1.6,-2.44133186030269,0.247082366282666,-2.44133186030269,-3.13447904086263,2.01156089023983,1.87671165452533,-5.61938569065063,0.679563556205312,5.3662459578463,3.4553640270192,6.75970679189096,0.147935410630475,0,-2.72813695966895,-2.72813695966895
"HER49L","HER49L_1A","HER49L_1A_54",10.8,1163.43,7.14,1,31366,74015,1.54,-2.90446707727029,-0.31777773317235,-2.45248195352724,-3.7517649376575,1.29755673882859,1.28247837022433,-0.74773386128881,0.0209960004371421,4.73786861851718,2.83532583490894,6.70357183875043,0.14917420504386,-0.465363249689233,-2.62036519660311,-2.15500194691387
